Lionel Messi,利昂内尔·梅西
Giacomo Carini,贾科莫·卡里尼
Gaetano Castrovilli,加埃塔諾·卡斯特羅維利
Giacomo Bertagnolli,贾科莫·贝尔塔尼奥利
Michelangelo Crispi,米凯兰杰洛·克里斯皮
Rosa Feola,罗莎·费奥拉
Giulia Gabbrielleschi,朱莉娅·加布里埃莱斯基
Lorenzo Marsaglia,洛伦佐·马尔萨利亚
Federica Cesarini,费代丽卡·切萨里尼
Giovanna Aldegani,焦万娜·阿尔德加尼
Gregorio de Falco,格雷戈里奧·德·法爾科
Davide Di Veroli,达维德·迪韦罗利
Martina Maggio,马丁娜·马焦
Maria Testa,玛丽亚·泰斯塔
Stefania Constantini,斯特凡尼娅·康斯坦蒂尼
Filippo Mondelli,菲利波·蒙代利
Catello Amarante (canottiere 1990),卡泰洛·阿马兰特·(1990年)
Luca Rambaldi,卢卡·兰巴尔迪
Cynthia Mascitto,辛西娅·马希托
Lorenzo Musetti,洛伦佐·穆塞蒂
Ladislao de Gauss,拉迪斯拉·德高斯
Jannik Sinner,扬尼克·辛纳
Martina Santandrea,马丁娜·圣安德烈亚
Agnese Duranti,阿涅塞·杜兰蒂
Cristina Ioriatti,克里斯蒂娜·约里阿蒂
Alessandro Rivolta,亚历山德罗·里沃尔塔
Ida Da Poian,伊达·达波扬
Esther Robertson,埃丝特·罗伯特松
Giuseppina Di Blasi,朱塞平娜·迪布拉西
Franca Capetta,弗兰卡·卡佩塔
Matteo Ciampi,馬泰奧·錢皮
Alberta Santuccio,阿尔贝塔·圣图乔
Nayt,Nayt
Domiziana Cavanna,多米齐亚娜·卡万纳
Francesco Viganò (giurista),弗朗切斯科·維加諾
Martina Fidanza,马丁娜·菲丹扎
Sarah Fahr,萨拉·路易莎·法尔
Tammaro Cassandro,塔马罗·卡桑德罗
Thomas Ceccon,托马斯·切孔
Luca Pellegrini (calciatore 1999),卢卡·佩莱格里尼·(1999年)
Rossella Inverni,萝塞拉·因韦尔尼
Marta Murru,玛尔塔·穆鲁
Francesca Zunino,弗兰切斯卡·祖尼诺
Enrica Piccoli,恩丽卡·皮科利
Alfonso Scalzone,阿方索·斯卡尔佐内
Giuseppe Di Mare (canottiere),朱塞佩·迪马雷
Matteo Mulas,马泰奥·穆拉斯
Bruno Rosetti,布鲁诺·罗塞蒂·(赛艇运动员)
Fabio Viale,法比奧·維亞萊
Leonardo Balerdi,萊昂納多·巴勒迪
Liliana Mele,莉莉安娜·米尔
Davide Frattesi,達維德·弗拉泰西
Andrea Pellegrino,安德烈亚·佩莱格里诺
Vitinho (calciatore luglio 1999),域天奴·(1999年7月)
Ilaria Cusinato,伊拉里娅·库西纳托
Lorenzo Zazzeri,洛伦佐·扎泽里
Federico Burdisso,費德里科·布迪索
Lucia Azzolina,露奇亞·阿佐莉娜
Elena Pietrini,埃莱娜·彼得里尼
Gemma Galli,杰玛·加利
Costanza Di Camillo,科斯坦扎·迪卡米洛
Alice D'Amato,阿莉切·达马托
Vittoria Guazzini,维多利亚·瓜齐尼
Giulio Zeppieri,朱利奥·泽皮耶里
Alessandro De Angelis (astrofisico),亚历山德罗·德安杰利斯
Sara Conti,萨拉·孔蒂
Fazio Fabbrini,法齐奥·法布里尼
Alessandro Miressi,亚历山德罗·米雷西
Domenico Acerenza,多梅尼科·阿切伦扎
Erica Cipressa,埃丽卡·奇普雷萨
Nicolò Fagioli,尼科洛·法吉奧利
Leonardo Fabbri,莱奥纳尔多·法布里
Michael Piccolruaz,麥可·皮科爾魯阿斯
Mauro De Filippis,毛罗·德菲利皮斯
Lucrezia Beccari,卢克雷齐娅·贝卡里
Osvaldo Ferrari,奥斯瓦尔多·费拉里
Nadia Delago,娜迪婭·德拉戈
Orazio Schillaci,奥拉齐奥·斯基拉奇
Natale Vecchi,纳塔莱·韦基
Loredana Trigilia,洛雷达娜·特里吉利亚
Mahmood,馬哈茂德·(歌手)
Milan Tadić,米兰·塔迪奇
Tommaso Pobega,托馬索·波貝加
Francesca Palumbo,弗兰切斯卡·帕伦博
Efrem Morelli,埃弗雷姆·莫雷利
Marco De Tullio,马尔科·德图利奥
Alberto Razzetti,阿爾貝托·拉澤蒂
Manuel Frigo,马努埃尔·弗里戈
Fabrizio Zardini,法布里齐奥·扎尔迪尼
Benedetta Pilato,贝妮代塔·皮拉托
Helmut Wolf,赫尔穆特·沃尔夫
Antonio Marziali,安东尼奥·马尔齐亚利
Bruno Oberhammer,布鲁诺·奥伯哈默
Josef Erlacher,约瑟夫·埃拉赫尔
Guillaume Bianchi,纪尧姆·比安基
Pietro Sighel,彼得罗·西盖尔
Elena Bellò,埃莱娜·贝洛
Arianna Sighel,阿里安娜·西盖尔
Giacomo Raspadori,贾科莫·拉斯帕多里
Martina Favaretto,马丁娜·法瓦雷托
Alessio Zerbin,亞力希歐·澤爾濱
Raffaele Serio,拉法埃莱·塞里奥
Gianmarco Nicosia,詹马尔科·尼科西亚
Antonio Lieto,安东尼奥·列托
Marco Castelli,馬可·卡斯泰利
Simone Alessio,西莫内·阿莱西奥
Maria Centracchio,玛丽亚·琴特拉基奥
Carmela Cantisani,卡尔梅拉·坎蒂萨尼
Marco Carnesecchi,馬爾科·卡內塞奇
Flavio Cobolli,弗拉维奥·科博利
Lorenzo Fontana (canottiere),洛伦佐·丰塔纳
Marco Baldineti,马尔科·巴尔迪内蒂
Leonardo Deplano,莱奥纳尔多·德普拉诺
Daniele Santarelli,達尼埃萊·桑塔瑞利
Giulio Belletti,朱利奥·贝莱蒂
Sebastiano Esposito,塞巴斯蒂亞諾·埃斯波西托
Michela Battiston,米凯拉·巴蒂斯顿
Ludovico Fossali,盧多維科·福薩利
Carolina Costa,卡罗琳娜·科斯塔
Sofia Raffaeli,索菲娅·拉法埃利
Elena Bonetti,埃琳娜·波內提
Lorenzo Pirola,洛伦佐·皮罗拉
Carlotta Gilli,卡洛塔·吉利
Federica Isola,费代丽卡·伊索拉
Giulia Terzi,朱莉娅·泰尔齐
Roberto Stella,罗伯托·斯特拉
Caterina Banti,卡泰丽娜·班蒂
Andrea Cambiaso,安德烈亞·坎比亚索
Matteo Lovato,馬泰奧·洛華圖
Alessandro Michieletto,亚历山德罗·米基耶莱托
Daniel Maldini,丹尼尔·马尔蒂尼
Samuele Ricci,薩穆埃萊·里奇
Luca Chiumento,卢卡·基乌门托
Paolo Banchero,保罗·班凯罗
Niels Torre,尼尔斯·托雷
Federico Bicelli,费代里科·比切利
Destiny Udogie,迪斯天尼·烏杜治
Nicolò Rovella,尼科洛·羅維拉
Renzo Eusebi,伦佐·尤塞比
Marta Gasparotto,瑪爾塔·加斯帕羅托
Jonathan Milan,喬納森·米蘭
Lucia Bronzetti,露西娅·布龙泽蒂
Claudio Costa (sportivo),克劳迪奥·科斯塔
Debora Vivarelli,德博拉·维瓦雷利
Milena Balsamo,米莱娜·巴尔萨莫
Sabrina Bulleri,萨布丽娜·布莱里
Michele Morrone,米凯莱·莫罗尼
Enrico Cardile (ingegnere),恩里科·卡尔迪莱
Alessia Scortechini,阿莱西娅·斯科尔泰基尼
Silvia Semeraro,西尔维娅·塞梅拉罗
Federico De Robertis,弗雷德里克·德·罗伯蒂斯
Agnese Grigio,阿涅塞·格里焦
Emanuela Grigio,埃马努埃拉·格里焦
Lucy Salani,露西·萨拉尼
Wilfried Gnonto,威尔弗里德·格诺托
Luca Nardi,卢卡·纳尔迪
Taylor Booth,泰勒·布思
Nuria Brancaccio,努丽娅·布兰卡乔
Tommaso Rinaldi (pallavolista),托马索·里纳尔迪·(排球运动员)
Sergio Franzoi,塞尔吉奥·弗朗佐伊
Alberto Amodeo,阿尔贝托·阿莫代奥
Andrea Liverani,安德烈亚·利韦拉尼
Francesco Passaro,弗朗切斯科·帕萨罗
Daniela Mogurean,达妮埃拉·莫古雷安
Aroldo Ruschioni,阿罗尔多·鲁斯基奥尼
Diego Colombari,迭戈·科隆巴里
Giorgio Scalvini,喬治歐·斯卡爾維尼
Luciano Darderi,卢恰诺·达尔德里
Nicolò Carucci,尼科洛·卡鲁奇
Marco Bortolotti,马尔科·博尔托洛蒂
Vittoria Bianco,维多利亚·比安科
Stefano Raimondi,斯特凡诺·拉伊蒙迪
Luigi Beggiato,路易吉·贝贾托
Alessia Berra,阿莱西娅·贝拉
Chiara Rebagliati,基娅拉·雷巴利亚蒂
Luca Attanasio (diplomatico),路卡·阿塔納西歐
Fabrizio Romano (giornalista),法布里齊奧·羅馬諾
Luca Spechenhauser,卢卡·施佩兴豪泽
Khaby Lame,卡比·莱姆
Wisdom Amey,维斯多姆·埃米
Lorenzo Patta,洛伦佐·帕塔
Matteo Santoro,马泰奥·桑托罗
Dario Verani,达里奥·韦拉尼
Vincenza Petrilli,温琴扎·彼得里利
Santo Mangano,圣·曼加诺
Giuseppe Romele (fondista),朱塞佩·罗梅莱
Mariella Bertini,玛丽耶拉·贝尔蒂尼
Irene Monaco,伊雷妮·莫纳科
Jacopo Tissi,雅科波·蒂西
Gian Carlo Riccardi,吉安·卡洛·里卡迪
Luca Koleosho,盧卡·高尼奧素
Lorenzo Simonelli,洛伦佐·恩德莱·西莫内利
Lucrezia Ruggiero,卢克雷齐娅·鲁杰罗
Manlio Moro,曼利奥·莫罗
Matteo Arnaldi,马泰奥·阿纳尔迪
Laura Paris,劳拉·帕里斯
Mattia Furlani,马蒂亚·富拉尼
Tommaso Marini,托马索·马里尼
Matteo Salonia,马泰奥·萨洛尼亚
Simone Pafundi,西蒙·帕芬迪
Cesare Casadei,施薩·卡沙迪
Jordan River,喬丹·里弗
Daila Dameno,达伊拉·达梅诺
Eugenio Mastrandrea,歐亨尼奧·馬斯特蘭德
Paolo Conte Bonin,保罗·孔特·博宁
Nicolas Maupas,尼古拉·莫帕
Clotilde Esposito,克洛蒂爾德·艾斯波西多
Giovanni Sanguinetti,乔瓦尼·圣圭内蒂
