Paris,パリ
Crozes-Hermitage,クローズ＝エルミタージュ
Bresse,ブレス・(フランス)
Rugby à XV aux Jeux olympiques de 1900,1900年パリオリンピックのラグビー競技
Kering,ケリング
Euronext,ユーロネクスト
Tour de France 1971,ツール・ド・フランス1971
Tour de France 1970,ツール・ド・フランス1970
Tour de France 1972,ツール・ド・フランス1972
Prades (Tarn),プラード・(タルヌ県)
Vilaine,ヴィレーヌ川
Musée national des Arts asiatiques - Guimet,ギメ東洋美術館
Équipe de Bretagne de football (BFA),サッカーブルターニュ代表
Stade Geoffroy-Guichard,スタッド・ジェフロワ＝ギシャール
Double messieurs des Internationaux de France 2011,2011年全仏オープン男子ダブルス
Consulat (histoire de France),統領政府
Route européenne 80,E80号線
Luge aux Jeux olympiques de 1992,1992年アルベールビルオリンピックのリュージュ競技
Seyne,セーヌ・(アルプ＝ド＝オート＝プロヴァンス県)
Théâtre du Soleil,太陽劇団
Championnat de France de football 1975-1976,ディヴィジオン・アン1975-1976
Tour de France 1927,ツール・ド・フランス1927
Charly (Cher),シャルリー・(シェール県)
Légitimisme,レジティミスム
Tour de France 1925,ツール・ド・フランス1925
Combiné nordique aux Jeux olympiques de 1924,1924年シャモニー・モンブランオリンピックのノルディック複合競技
Canapville (Calvados),カナップヴィル・(カルヴァドス県)
Saint-Domingue (colonie française),サン＝ドマング
Grande roue de Paris (Exposition universelle de 1900),グランド・ルー・ド・パリ
Blue Line,ブルーライン・(航空会社)
Bataille de Castillon,カスティヨンの戦い
Grand Prix moto de France 2011,2011年のフランスグランプリ・(ロードレース)
Internationaux de France de tennis 1968,1968年全仏オープン
Simple dames des Internationaux de France 1998,1998年全仏オープン女子シングルス
Bleu d'Auvergne,ブルー・ドーヴェルニュ
Évacuation de Dunkerque,ダイナモ作戦
Hôtel de Matignon,マティニョン
Dun-sur-Meuse,ダン＝シュル＝ムーズ
Forteresse royale de Chinon,シノン城
Bretagne (Territoire de Belfort),ブルターニュ・(テリトワール・ド・ベルフォール県)
Îles Loyauté,ロイヤルティ諸島
Gaumont,ゴーモン
Halles de Paris,レ・アル
Sevenans,セヴナン
Élection présidentielle en France,フランス大統領選挙
Dragons catalans,カタラン・ドラゴンズ
Mariage Frères,マリアージュフレール
Brie (région),ブリー
Ordre des Frères mineurs,小さき兄弟会
Cahus,キャユ
Escrime aux Jeux olympiques d'été de 1924,1924年パリオリンピックのフェンシング競技
Festival de Cannes 1998,第51回カンヌ国際映画祭
Montsec (Meuse),モンセック
Route européenne 15,E15号線
Valdoie,ヴァルドワ
Bazoches,バゾシュ
Paris Plages,パリ・プラージュ
Ligue communiste révolutionnaire,革命的共産主義者同盟・(フランス)
Tour de France 1934,ツール・ド・フランス1934
Brigade de renseignement,情報旅団・(フランス陸軍)
Olympia (Paris),オランピア・(パリ)
Tour de France 1930,ツール・ド・フランス1930
Tour de France 1937,ツール・ド・フランス1937
Twin Jet,ツインジェット
Championnats du monde de patinage artistique 2012,2012年世界フィギュアスケート選手権
Pointe du Lac (métro de Paris),ポワント・デュ・ラック駅
Matra Simca MS670,マトラ・MS670
Tour de France 1938,ツール・ド・フランス1938
Tour de France 1939,ツール・ド・フランス1939
Monument historique (France),歴史的記念物・(フランス)
Championnat de France de football 2012-2013,リーグ・アン2012-2013
Petit-Croix,プティ＝クロワ
Parti socialiste unifié (France),統一社会党・(フランス)
Bol d'or,ボルドール24時間耐久ロードレース
Société européenne de physique,欧州物理学会
France aux Jeux olympiques d'hiver de 2002,2002年ソルトレークシティオリンピックのフランス選手団
Brioche,ブリオッシュ
Kitsuné,Kitsune
Tennis aux Jeux olympiques d'été de 1924,1924年パリオリンピックのテニス競技
Natation aux Jeux olympiques d'été de 1924,1924年パリオリンピックの競泳競技
Escrime aux Jeux olympiques de 1900,1900年パリオリンピックのフェンシング競技
Internationaux de France de tennis 2004,2004年全仏オープン
Aéroport international de Nouméa-La Tontouta,ヌメア国際空港
Boxe aux Jeux olympiques d'été de 1924,1924年パリオリンピックのボクシング競技
Championnat du monde masculin de volley-ball 1986,1986年バレーボール男子世界選手権
France au Concours Eurovision de la chanson junior,フランスのジュニア・ユーロビジョン・ソング・コンテスト
Orchestre national d'Île-de-France,イル・ド・フランス国立管弦楽団
Brit Air,ブリテール
Boucles de la Mayenne,ブックル・ドゥ・ラ・マイエンヌ
Salles-d'Angles,サール＝ダングル
Hermès International,エルメス
Montreuil-en-Auge,モントルイユ＝アン＝オージュ
Valsemé,ヴァルズメ
Boulogne - Pont de Saint-Cloud (métro de Paris),ブローニュ＝ポン・ド・サン＝クル駅
Boulevard des Italiens,イタリアン大通り
Centrale nucléaire de Dampierre,ダンピエール原子力発電所
Pomerol,ポムロール
Internationaux de France de tennis 1998,1998年全仏オープン
Matra Sports,マトラ・(自動車)
Coteaux-bourguignons,ブルゴーニュAOC
Bourse (métro de Paris),ブルス駅
Bouygues,ブイグ
Kenzo (marque),ケンゾー
Tour de France 2014,ツール・ド・フランス2014
Festival de Cannes 1967,第20回カンヌ国際映画祭
Scey-sur-Saône-et-Saint-Albin,セイ＝シュル＝ソーヌ＝エ＝サンタルバン
Sainte-Marguerite-des-Loges,サント＝マルグリット＝デ＝ロッジュ
Maisoncelles-sur-Ajon,メゾンセル＝シュル＝アジョン
Le Mesnil-au-Grain,ル・メニル＝オー＝グラン
Saint-Martin-aux-Chartrains,サン＝マルタン＝オ＝シャルトラン
Saint-Omer (Calvados),サントメール・(カルヴァドス県)
Festival de Cannes 1971,第24回カンヌ国際映画祭
Festival de Cannes 1970,第23回カンヌ国際映画祭
Festival de Cannes 1960,第13回カンヌ国際映画祭
Festival de Cannes 1966,第19回カンヌ国際映画祭
Festival de Cannes 1964,第17回カンヌ国際映画祭
Centre de recherches en géodynamique et astrométrie,CERGA
Festival de Cannes 1982,第35回カンヌ国際映画祭
Festival de Cannes 1984,第37回カンヌ国際映画祭
Festival de Cannes 1980,第33回カンヌ国際映画祭
Festival de Cannes 1986,第39回カンヌ国際映画祭
Festival de Cannes 1985,第38回カンヌ国際映画祭
Palais Bourbon,ブルボン宮殿
Festival de Cannes 1979,第32回カンヌ国際映画祭
Coupe d'Océanie de football 2000,OFCネイションズカップ2000
Cabardès (AOC),カバルデス
Fierville-Bray,フィエヴィル＝ブレイ
Longvillers,ロンヴィレール
Landes-sur-Ajon,ランド＝シュル＝アジョン
Notre-Dame-de-Livaye,ノートル＝ダム＝ド＝リヴァイユ
Manerbe,マネルブ
Festival de Cannes 1990,第43回カンヌ国際映画祭
Festival de Cannes 1987,第40回カンヌ国際映画祭
Golf aux Jeux olympiques de 1900,1900年パリオリンピックのゴルフ競技
Tour de France 1994,ツール・ド・フランス1994
Eus,エウス
Double dames des Internationaux de France 2012,2012年全仏オープン女子ダブルス
Semur-en-Brionnais,スミュール＝アン＝ブリオネ
Double messieurs des Internationaux de France 2012,2012年全仏オープン男子ダブルス
Double mixte des Internationaux de France 2012,2012年全仏オープン混合ダブルス
Festival de Cannes 2004,第57回カンヌ国際映画祭
Tour de Corse,ツール・ド・コルス
Isle (Haute-Vienne),イル・(オート＝ヴィエンヌ県)
Tour de France 1976,ツール・ド・フランス1976
Institut européen des normes de télécommunications,欧州電気通信標準化機構
Paris-Roubaix 2012,パリ〜ルーベ2012
Standard Athletic Club,スタンダードAC
Monteille,モンテイユ
Saint-Agnan-le-Malherbe,サン＝タニャン＝ル＝マレルブ
Saint-Ouen-du-Mesnil-Oger,サン＝トゥーアン＝デュ＝メニル＝オジェ
Hiva Oa,ヒバ・オア島
Saint-Fort-sur-le-Né,サン＝フォール＝シュル＝ル＝ネ
Cyclisme aux Jeux olympiques d'été de 1924,1924年パリオリンピックの自転車競技
Scor,スコール・(再保険)
Simple dames des Internationaux de France 2007,2007年全仏オープン女子シングルス
Stade Gilbert-Brutus,スタッド・ジルベール・ブルテュー
La Tombe,ラ・トンブ
Grand prix du Festival de Cannes,カンヌ国際映画祭・グランプリ
Championnat de France de football de National,フランス全国選手権
Vétheuil,ヴェトゥイユ
France aux Jeux olympiques d'hiver de 1968,1968年グルノーブルオリンピックのフランス選手団
Ibis (chaîne d'hôtels),イビス
Allouville-Bellefosse,アルヴィル＝ベルフォス
Équipe cycliste masculine Cofidis,コフィディス
Plaine (Révolution française),平原派
Puisseguin,ピュイスガン
Biron (Dordogne),ビロン・(ドルドーニュ県)
Jeuxey,ジュセ
Handball Club de Nantes,HBCナント
Festival international de la bande dessinée d'Angoulême,アングレーム国際漫画祭
Chasselas (cépage),シャスラ
Hôpital de la Salpêtrière,サルペトリエール病院
Forum des Halles,フォーラム・デ・アル
35e cérémonie des César,第35回セザール賞
Sporting Club sétois,FCセト34
Percey-le-Grand,ペルセ＝ル＝グラン
Jurançon (AOC),ジュランソンAOC
Yronde-et-Buron,イロンド＝エ＝ビュロン
Festival de Cannes 1976,第29回カンヌ国際映画祭
Legé,ルジェ
Villa Savoye,サヴォア邸
Institut de radioastronomie millimétrique,ミリ波電波天文学研究所
Riec-sur-Bélon,リエック＝シュル＝ベロン
Théâtre antique d'Orange,オランジュのローマ劇場とその周辺及び「凱旋門」
Lacaune (Tarn),ラコーヌ
Chartreuse de Champmol,シャンモル修道院
Internationaux de France de tennis 1970,1970年全仏オープン
Wy-dit-Joli-Village,ウィ＝ディ＝ジョリ＝ヴィラージュ
Parti de gauche (France),左翼党・(フランス)
Fougerolles (Haute-Saône),フジュロル・(オート＝ソーヌ県)
Jupiter et Thétis,ユピテルとテティス
Saint-Maxire,サン＝マクシル
Esclauzels,エスクロゼル
Championnat de France de football 1990-1991,ディヴィジオン・アン1990-1991
La Colle-sur-Loup,ラ・コル＝シュル＝ルー
Grand Prix moto de France 2007,2007年のフランスグランプリ・(ロードレース)
Simple messieurs des Internationaux de France 2002,2002年全仏オープン男子シングルス
Championnats du monde d'athlétisme en salle 1997,1997年世界室内陸上競技選手権大会
Goupil %26 Cie,グーピル商会
Col du Tourmalet,ツールマレー峠
Bataille de Famars,ファマールの戦い
Saint-Martin-du-Var,サン＝マルタン＝デュ＝ヴァール
La Villedieu-en-Fontenette,ラ・ヴィルデュー＝アン＝フォントネット
La-tâche,ラ・ターシュ
Uchaux,ユショー
Championnats du monde de patinage artistique 1971,1971年世界フィギュアスケート選手権
Montpellier Handball,モンペリエ・ハンドボール
Guémené-Penfao,ゲムネ＝パンフォ
Les Échos,レゼコー
Prompsat,プロンプサ
Saint-Pierre-de-Bœuf,サン＝ピエール＝ド＝ブフ
Languedocien,ラングドック語
Saint-Étienne-de-Boulogne,サン＝テティエンヌ＝ド＝ブローニュ
Internationaux de France de tennis 1984,1984年全仏オープン
Internationaux de France de tennis 1982,1982年全仏オープン
Internationaux de France de tennis 1986,1986年全仏オープン
Saint-Basile (Ardèche),サン＝バジール
Internationaux de France de tennis 1991,1991年全仏オープン
Internationaux de France de tennis 1976,1976年全仏オープン
Internationaux de France de tennis 1981,1981年全仏オープン
Internationaux de France de tennis 1985,1985年全仏オープン
Harki,アルキ・(フランス軍)
Festival de Cannes 1953,第6回カンヌ国際映画祭
Amiens Sporting Club,アミアンSC
Lanvin,ランバン
Moulin de la Galette,ムーラン・ド・ラ・ギャレット
Traité de Versailles (1768),ヴェルサイユ条約・(1768年)
Festival de Cannes 1947,第2回カンヌ国際映画祭
Wagram (métro de Paris),ヴァグラム駅
Internationaux de France de tennis 1988,1988年全仏オープン
Bataille de Château-Thierry (1814),シャトー＝ティエリの戦い・(1814年)
Grand Paris Express,グラン・パリ・エクスプレス
Internationaux de France de tennis 1990,1990年全仏オープン
Tour d'Italie 1998,ジロ・デ・イタリア・1998
Festival de Cannes 1973,第26回カンヌ国際映画祭
Festival de Cannes 1952,第5回カンヌ国際映画祭
Château-la-Vallière,シャトー＝ラ＝ヴァリエール
Festival de Cannes 1994,第47回カンヌ国際映画祭
Football Club de Rouen 1899,FCルーアン
Quatre-Septembre (métro de Paris),キャトル＝セプタンブル駅
Championnat de France de football 1986-1987,ディヴィジオン・アン1986-1987
Ciron (rivière),シロン川
Bénéteau,ベネトウ
Neuvelle-lès-la-Charité,ヌヴェル＝レ＝ラ＝シャリテ
Paris Saint-Germain (handball),パリ・サンジェルマン・ハンドボール
Circuit Paul Armagnac,ノガロ・サーキット
Finale de la Coupe UEFA 1995-1996,UEFAカップ・1995-96・決勝
Oiron,オワロン
Monestiés,モネスティエ
Festival de Cannes 2006,第59回カンヌ国際映画祭
LGV Est européenne,LGV東ヨーロッパ線
Sainte-Croix-en-Jarez,サント＝クロワ＝アン＝ジャレ
Tour de France 1949,ツール・ド・フランス1949
