党委书记,党委員会の責任者
大柏树站,大柏樹駅
哈尔滨圣母帡幪教堂,生神女庇護聖堂
喀什徕宁国际机场,カシュガル空港
中国华电集团有限公司,中国華電集団
石库门,石庫門
洋泾浜圣若瑟堂,洋涇浜聖ヨゼフ教会
2011年世界游泳锦标赛中国代表团,2011年世界水泳選手権中国選手団
大连天主教堂,大連カトリック教会
东经110度线,東経110度線
伊通河,伊通河
长春轨道交通,長春軌道交通
南海舰队,南海艦隊
绥宁县,綏寧県
徐闻县,徐聞県
福安市,福安市
長城航空,長城航空
甘泉香港航空,オアシス香港航空
麻章区,麻章区
五华县,五華県
遂溪县,遂渓県
ISO 3166-2:CN,ISO 3166-2:CN
双桥镇,双橋鎮
乌镇镇,烏鎮鎮
松岭区,松嶺区
开化县,開化県
清徐县,清徐県
蓮花大橋,ロータス・ブリッジ
中央文化革命小组,中央文化革命小組
凯迪拉克中心,五棵松体育館
金湖县,金湖県
鸠江区,鳩江区
休宁县,休寧県
寧安市,寧安市
伊金霍洛旗,エジンホロ旗
克东县,克東県
无锡苏宁广场主塔,無錫蘇寧広場
无锡茂业中心,無錫茂業城-萬豪国際酒店
虹桥镇,虹橋鎮
泗县,泗県
天津大學,天津大学
中国中央电视台财经频道,中国中央電視台財経チャンネル
西什库天主堂,西什庫教堂
建湖县,建湖県
清浦区,清浦区
赣榆区,贛楡県
香港滙豐總行大廈,香港上海銀行・香港本店ビル
永宁县,永寧県
南长区,南長区
西安飞机工业集团,西安飛機工業公司
歐亞航空,ユーラシア航空
柯城区,柯城区
斯吉爾布魯木峰,スキルブルム
梨园,梨園
尼洋河,尼洋河
中国国际贸易中心3期,中国国際貿易センター第三期
宁津县,寧津県
南谯区,南譙区
夏津县,夏津県
吴江区,呉江区
海安市,海安市
玉环市,玉環市
霞山区,霞山区
翁源县,翁源県
化州市,化州市
郎溪县,郎渓県
华安县,華安県
青阳县,青陽県
彝语,彝語
银山塔林,銀山塔林
永红区,永紅区
澳門歷史城區,マカオ歴史地区
牡丹区,牡丹区
南澳县,南澳県
津市市,津市市
賽格廣場,SEGプラザ
澳門歷史,マカオの歴史
仙居县,仙居県
中國中心主義,中華思想
东港区,東港区
全椒县,全椒県
广饶县,広饒県
宣州区,宣州区
黄龙体育中心,杭州黄龍体育中心
南京奥林匹克体育中心,南京オリンピック・スポーツセンター
深井,深井
荃灣碼頭,荃湾埠頭
清远站,清遠駅
商都县,商都県
岳麓书院,岳麓書院
路桥区,路橋区
昆明长水国际机场,昆明長水国際空港
阳澄湖,陽澄湖
洋河,洋河
虎丘區,虎丘区
宜秀区,宜秀区
屯溪区,屯渓区
建瓯市,建甌市
马尾区,馬尾区
武汉会战,武漢作戦
安徽工业大学,安徽工業大学
南港島綫,南港島線
大因镇,大因鎮
六灶镇,六竈鎮
镜湖区,鏡湖区
松阳县,松陽県
桐城市,桐城市
时代金融中心,時代金融中心
2008年中国杯花样滑冰大奖赛,2008年中国杯
西山区,西山区
黄山区,黄山区
高青县,高青県
霍山县,霍山県
岚山区,嵐山区
程阳永济桥,程陽永済橋
广州广播电视台,広州市広播電視台
英东游泳馆,英東水泳館
南水北调工程,南水北調
国家天文台兴隆观测基地,興隆観測基地
温州南站,温州南駅
南街村,南街村
江桥蒙古族镇,江橋モンゴル族鎮
北京飯店,北京飯店
青原区,青原区
南陵县,南陵県
湾沚区,湾沚区
潘集区,潘集区
南朗镇,南朗鎮
亞洲雷諾方程式挑戰賽,フォーミュラ・ルノー・アジアカップ
子科滩镇,子科灘鎮
来安县,来安県
狮子山区,獅子山区
福山区,福山区
迎江区,迎江区
贺兰县,賀蘭県
上海自然博物馆,上海自然博物館
藤县,藤県
北緯41度線,北緯41度線
铜官山区,銅官山区
泰山区,泰山区
旌德县,旌徳県
龙观乡,竜観郷
大桥镇,大橋鎮
岭下镇,嶺下鎮
恒山,恒山
二十八个布尔什维克,二十八人のボリシェヴィキ
夏商周斷代工程,夏商周年表プロジェクト
腾格里沙漠,トングリ砂漠
尉迟寺遗址,尉遅寺遺址
锦江乐园站,錦江楽園駅
佛教在香港,香港の仏教
中华人民共和国卫生部,中華人民共和国衛生部
青山湖区,青山湖区
永安市,永安市
仪征市,儀徴市
圣若瑟主教座堂,西開天主教堂
西阴村遗址,西陰村遺跡
悬泉置遗址,懸泉駅站
华东师范大学,華東師範大学
郑州新郑国际机场,鄭州新鄭国際空港
廉江市,廉江市
闽清县,閩清県
丰城市,豊城市
湾里区,湾里区
泰和县,泰和県
艾提尕尔清真寺,エイティガールモスク
上海轨道交通1号线,上海軌道交通1号線
上海轨道交通3号线,上海軌道交通3号線
上海轨道交通4号线,上海軌道交通4号線
向家坝镇,水富県
南坳,サウスコル
台儿庄区,台児庄区
平和县,平和県
大连话,大連語
泰宁县,泰寧県
石台县,石台県
上海大剧院,上海大劇院
尤溪县,尤渓県
胶南市,膠南市
市南區,市南区
虹桥镇,虹橋鎮
红桥镇,紅橋鎮
洪桥街道,洪橋街道
胶辽官话,膠遼官話
庐山市,廬山市
南昌昌北国际机场,南昌昌北国際空港
滕王阁,滕王閣
中国足球协会杯,中国FAカップ
玉门关,玉門関
中國製造,メイド・イン・チャイナ
上海轨道交通2号线,上海地下鉄2号線
河口区,河口区
庆元县,慶元県
宁化县,寧化県
榆次区,楡次区
樊城之戰,樊城の戦い
长沙黄花国际机场,長沙黄花国際空港
交河故城,交河故城
翡翠航空,翡翠国際貨運航空
喇家遗址,喇家遺跡
北緯42度線,北緯42度線
澳門友誼大橋,澳門友誼大橋
内蒙古人民党,内モンゴル人民党
千山,千山山脈
加拉白壘,ギャラペリ
西藏大学,チベット大学
西南政法大学,西南政法大学
新疆生产建设兵团,新疆生産建設兵団
龟兹,亀茲
巴林左旗,バイリン左旗
尼雅遺址,ニヤ遺跡
居巢区,居巣区
广德市,広徳市
平原县,平原県
上海轨道交通5号线,上海軌道交通5号線
酉阳土家族苗族自治县,酉陽トゥチャ族ミャオ族自治県
深泽县,深沢県
临朐县,臨ク県
金乡县,金郷県
峄城区,エキ城区
微山县,微山県
莒县,莒県
同山加布峰,トングシャンジアブ
洋梓镇,洋梓鎮
依安镇,依安鎮
无为市,無為市
寒亭区,寒亭区
绩溪县,績渓県
永泰县,永泰県
宁乡市,寧郷市
龙文区,竜文区
大桥镇,大橋鎮
东胜乡,東勝郷
天宁寺 (北京),天寧寺
嵩岳寺塔,嵩岳寺塔
含山县,含山県
宁阳县,寧陽県
无棣县,無棣県
湘潭县,湘潭県
前童镇,前童鎮
大桥镇,大橋鎮
江桥镇,江橋鎮
大桥镇,大橋鎮
大桥镇,大橋鎮
东胜乡,東勝郷
沅江市,ゲン江市
惠东县,恵東県
惠安县,恵安県
费县,費県
沽源县,沽源県
信都区,信都区
武隆区,武隆区
新天地,新天地
井冈山,井崗山
豫园,豫園
纪家庙站,紀家廟駅
徽州区,徽州区
义安区,義安区
歙县,歙県
思明区,思明区
雨花区,雨花区
江苏龙,江蘇ドラゴンズ
畲语,シェ語
工夫茶,工夫茶
中华人民共和国文化部,中華人民共和国文化部
比亚迪,比亜迪
东升镇,东升镇
龙关镇,竜関鎮
大桥镇,大橋鎮
齐河县,斉河県
上街区,上街区
冠县,冠県
钢城区,鋼城区
新镇镇,新鎮鎮
笪桥镇,笪橋鎮
首经贸站,首経貿駅
新屯乡,新屯郷
愛國者,Aigo
万盛区,万盛区
荣昌区,栄昌区
双桥区,双橋区
汉沽区,漢沽区
江宁区,江寧区
中国足球协会超级杯,中国サッカー・スーパーカップ
大明湖,大明湖
长春站,長春駅
伊春林都机场,伊春林都空港
力寶中心,リッポーセンター
大桥镇,大橋鎮
大桥镇,大橋鎮
岭下乡,嶺下郷
大隐镇,大隠鎮
东胜乡,東勝郷
环翠区,環翠区
东昌府区,東昌府区
兰山区,蘭山区
汶上县,汶上県
平度市,平度市
燕京啤酒,燕京ビール
上海长江隧桥,上海長江隧橋
松江体育中心站,松江体育中心駅
醉白池站,酔白池駅
居庸关云台,居庸関雲台
长春观,長春観
苏巴什佛寺遗址,スバシ故城
济南遥墙国际机场,済南遥墻国際空港
石柱土家族自治县,石柱トゥチャ族自治県
彭水苗族土家族自治县,彭水ミャオ族トゥチャ族自治県
会昌县,会昌県
新建区,新建区
潜山市,潜山市
中国民用航空局,中国民用航空局
居庸关,居庸関
燕山,燕山山脈
清河门区,清河門区
立山区,立山区
细河区,細河区
丰宁满族自治县,豊寧満族自治県
秦城监狱,秦城監獄
青岛雄鹰,青島イーグルス
山东麒麟,山東高速麒麟倶楽部
山西猛龙,山西ドラゴンズ
浙江雄狮,浙江ライオンズ
巨野县,巨野県
莱山区,莱山区
单县,単県
辽宁飞豹,遼寧ダイナソアス
秦皇岛山海关机场,秦皇島山海関空港
广东华南虎,広東サザンタイガース
中国－俄罗斯边界,中国＝ロシア国境
嘉祥县,嘉祥県
市中区,市中区
高唐县,高唐県
蒙阴县,蒙陰県
东明县,東明県
平邑县,平邑県
河东区,河東区
郯城县,郯城県
洮北区,洮北区
兴城市,興城市
欧洲E012公路,E012号線
江阴长江大桥,江陰長江橋（中国）
巴哼语,Pa-Hng語
阿力麻里,アルマリク
北京鸭,北京ダックス
古塔区,古塔区
肥乡区,肥郷区
临西县,臨西県
抚宁区,撫寧区
海勃湾区,海勃湾区
煙台萊山國際機場,煙台莱山国際空港
西黃寺,西黄寺
先进超导托卡马克实验装置,EAST
2008年夏季残奥会中国代表团,2008年北京パラリンピックの中国選手団
克拉玛依机场,カラマイ空港
伊宁机场,イーニン空港
北京广播电视台,北京広播電視台
清流县,清流県
金明区,金明区
罗庄区,羅庄区
莱芜区,莱芜区
龙亭区,竜亭区
五莲县,五蓮県
肥城市,肥城市
光泽县,光沢県
万载县,万載県
西湖区,西湖区
中國鐵路25B型客車,中国国鉄25B型客車
昌九城际线,昌九都市間鉄道
经开体育场,長春経開体育場
航海体育场,鄭州航海体育場
无锡地铁,無錫地下鉄
娄烦县,婁煩県
盖州市,蓋州市
义县,義県
岫岩满族自治县,岫巖満族自治県
交城县,交城県
顺城区,順城区
铁东区,鉄東区
221国道,G221国道
巩县石窟,鞏県石窟
昆明航空,昆明航空
山西农业大学,山西農業大学
昆山杜克大学,昆山デューク大学
伊勒呼里山,伊勒呼里山系
张江有轨电车,張江有軌電車
故宫博物院,故宮博物院
香港流浪足球會,香港流浪足球会
常熟路站,常熟路駅
湄洲妈祖祖庙,媽祖祖廟
雨山区,雨山区
莱西市,莱西市
裕安区,裕安区
三鹿集团,三鹿集団
八邦寺,パポンカ寺
汇丰冠军赛,HSBCチャンピオンズ
沃尔沃中国公开赛,中国オープン
馬鞍山,馬鞍山 (町)
馬鞍山,馬鞍山 (香港)
奧運站,奥運駅
武安市,武安市
OPPO,OPPO
北京到巴黎,北京～パリ間レース
珠江钢琴,広州珠江鋼琴集団
天一阁,天一閣
托爾薩河,アモチュ
铁西区,鉄西区
沙河口区,沙河口区
凌河区,凌河区
海州区,海州区
巩昌镇,鞏昌鎮
上川岛,上川島
华中师范大学,華中師範大学
海马汽车,一汽海馬汽車
九门口,九門口
法源寺 (北京),法源寺
前郭尔罗斯蒙古族自治县,前ゴルロス・モンゴル族自治県
井冈山市,井岡山市
中华人民共和国交通,中国の交通
313国道,G313国道
洮儿河,洮児河
高塘镇,高塘鎮
双岗镇,双崗鎮
高唐镇,高唐鎮
泉山街道,泉山街道 (招遠市)
西湖文化广场站,西湖文化広場駅
任城区,任城区
禹王台区,禹王台区
东平县,東平県
东阿县,東阿県
柴灣站,柴湾駅
大上海時代廣場,大上海時代広場
頭條日報,頭条日報
新光戲院,新光戯院
迪士尼站,迪士尼駅
铜梁区,銅梁区
原平市,原平市
无极县,無極県
觀塘站,観塘駅
調景嶺站,調景嶺駅
中国伊斯兰教,中国におけるイスラーム
吉林东北虎,吉林ノースイーストタイガース
深圳烈豹,深圳新世紀烈豹籃球倶楽部
美的集團,美的集団
北坳,ノースコル
明山区,明山区
蠡县,蠡県
西岗区,西崗区
平山区,平山区
2012年冬季青年奧林匹克運動會中國代表團,2012年インスブルックユースオリンピックの中国選手団
古格王国遗址,ツァパラン
天安门自焚事件,天安門焼身自殺事件
香港摩天大樓,香港の超高層建築物
栖霞寺,栖霞寺
溪湖区,渓湖区
抚顺县,撫順県
太和区,太和区
竞秀区,競秀区
上海轨道交通11号线,上海軌道交通11号線
安庆天柱山机场,安慶天柱山空港
喀格勒克镇,カルギリク鎮
巴牙惕,バヤド族
全国花样滑冰锦标赛,中国フィギュアスケート選手権
打铁关站,打鉄関駅
高堂镇,高堂鎮
婺江路站,婺江路駅
泉山街道,泉山街道 (ウランチャブ市)
双港镇,双港鎮
鸡鸣寺,鶏鳴寺
乌伦古河,ウルングル川
网市镇,網市鎮
王石镇,王石鎮
海南东环铁路,海南東環鉄道
凤起路站,鳳起路駅
武林广场站,武林広場駅
杭州地铁2号线,杭州地下鉄2号線
双塔镇,双塔鎮
定安路站,定安路駅
武林广场,武林広場
虹桥乡,虹橋郷
第一届世界智力运动会,第1回ワールドマインドスポーツゲームズ
合肥新桥国际机场,合肥新橋国際空港
甘孜康定机场,甘孜康定空港
丽江三义机场,麗江三義空港
吉林大学,吉林大学
2011年蘇迪曼盃,スディルマンカップ2011
夜郎,夜郎
青洲,青洲
广东省江门监狱,広東省江門監獄
坪洲,坪洲
内黄县,内黄県
黄石港区,黄石港区
凤泉区,鳳泉区
修武县,修武県
青岛地铁,青島地下鉄
安多站,アムド駅
芒市镇,芒市鎮
中山公園,中山公園
沂源县,沂源県
沂水县,沂水県
利津县,利津県
奎文区,奎文区
辽阳县,遼陽県
丰南区,豊南区
丰顺县,豊順県
孝义市,孝義市
永年区,永年区
西丰县,西豊県
沙县区,沙県区
临沭县,臨沭県
市北区,市北区
市中区,市中区
石家庄电视塔,石家荘テレビ塔
辽河平原,遼河平原
兴业银行,興業銀行
中国铁路22B型客车,中国国鉄22B系客車
永利澳門,ウィン・マカオ
韶山3型電力機車,中国国鉄韶山3型電気機関車
长沙摩天轮,長沙摩天輪
凤凰寺,鳳凰寺
米拉热巴修行洞,ミラレパ修行洞
曹杨路站,曹楊路駅
大亚湾,大亜湾
中国石油化工集团有限公司,中国石油化工集団
九校联盟,九校連盟
2011年夏季世界大學生運動會柔道比賽,2011年夏季ユニバーシアードにおける柔道競技
高湖镇,高湖鎮
佛教孔仙洲紀念中學,仏教孔仙洲紀念中学
双塔镇,双塔郷
皇泽寺摩崖造像,皇沢寺石窟
丰满水电站,豊満水力発電所
丰台体育中心垒球场,豊台体育中心ソフトボール場
凤翔镇,鳳翔鎮
色林错,シリン湖
131地下工程,131工程
龟山电视塔,湖北亀山広播電視塔
