Paris,パリ
Essoyes,エソワ
Mouzon,ムーゾン (アルデンヌ県)
fusilier-marin ou fusilière-marin,海軍フュージリア
Magenta,マジェンタ (マルヌ県)
Muscat de Rivesaltes,ミュスカ・ド・リヴザルトAOC
Paris-Tours 2008,パリ〜ツール2008
Castelnau-le-Lez,カステルノ＝ル＝レ
USAM Nîmes Gard,ウサム・ニーム
Sainte-Maure-de-Touraine,サント＝モール＝ド＝トゥレーヌ
Froidestrées,フロワデストレ
Valençay,ヴァランセ
Monthyon,モンテョン
mont Orohena,オロヘナ山
Piolenc,ピオラン
Milice française,民兵団
Louviers,ルーヴィエ
Salbris,サルブリ
Neuville-les-Dames,ヌーヴィル＝レ＝ダム
Bus RATP,RATPバス路線網
Plonéis,プロネイス
révocation de l'édit de Nantes,フォンテーヌブローの勅令
Tour de France 1912,ツール・ド・フランス1912
Dassault Étendard IV,エタンダールIV
Moulins-Engilbert,ムーラン＝アンジルベール
Plozévet,プロゼヴェ
Plogastel-Saint-Germain,プロガステル＝サン＝ジェルマン
Ratier,ラチェ社
marché du film de Cannes,マルシェ・ドゥ・フィルム
Valence-en-Brie,ヴァランス＝アン＝ブリー
Dammard,ダマール
Plouzané,プルザネ
Luze,リューズ (オート＝ソーヌ県)
Ploudiry,プルディリ
championnat d'Europe de volley-ball féminin 1979,1979年バレーボール女子欧州選手権
Simple messieurs des Internationaux de France 1989,1989年全仏オープン男子シングルス
Le Catelet,ル・カトレ
cathédrale Saint-Pierre de Beauvais,ボーヴェ大聖堂
Roquefort,ロックフォール
Quatre Jours de Dunkerque,ダンケルク4日間レース
Murat-sur-Vèbre,ミュラ＝シュル＝ヴェブル
pont de la Tournelle,トゥールネル橋
Roquebrune-sur-Argens,ロクブリュヌ＝シュラルジャン
Tour de France 1935,ツール・ド・フランス1935
Guipronvel,ギプロンヴェル
Aumelas,オームラ
Condeissiat,コンデシア
Éveux,エヴー
Hôpital-Camfrout,オピタル＝カンフルー
arrondissement de Nantes,ナント郡
Oye-Plage,オイェ＝プラージュ
site nucléaire de Marcoule,マルクール原子力地区
opération Charnwood,チャーンウッド作戦
Plovan,プロヴァン
Digoin,ディゴワン
affaire Clearstream 2,クリアストリーム事件
Carnoux-en-Provence,カルヌー＝アン＝プロバンス
brigade franco-allemande,ドイツ・フランス合同旅団
Izeaux,イゾー
Gévaudan,ジェヴォーダン
Damblainville,ダンブランヴィル
Hagetmau,アジェモー
Châteauneuf-en-Thymerais,シャトーヌフ・アン・ティムレ
Open BNP Paribas Banque de Bretagne,カンペール・チャレンジャー
Lépaud,レポ―
Paris-Troyes,パリ～トロワ
Stonne,ストンヌ
Épaux-Bézu,エポー＝ベズ
Tour de France 1959,ツール・ド・フランス1959
pont d'Iéna,イエナ橋
OW2,OW2 Consortium
Dragon,ドラゴン
boulevards des Maréchaux,ブルヴァール・デ・マレショー
arrondissement de Senlis,サンリス郡
Montpellier Hérault Rugby,モンペリエ・エロー・ラグビー
Le Vigeant,ル・ ヴィジュアン
Saint-Jurs,サン＝ジュル
Langolen,ランゴラン
Montel-de-Gelat,モンテル＝ド＝ジュラ
Lavaur,ラヴァール (フランス)
Tubuai,トゥブアイ島
Saint-Martin-des-Champs,サン＝マルタン＝デ＝シャン
Tableau des médailles des Jeux olympiques d'hiver de 1992,1992年アルベールビルオリンピックのメダル受賞数一覧
Rang-du-Fliers - Verton - Berck,ラン＝デュ＝フライヤー
Guilligomarc'h,ギリゴマーシュ
championnat de France de football 1973-1974,ディヴィジオン・アン1973-1974
bataille de Fère-Champenoise,ラ・フェール＝シャンプノワーズの戦い
France au Concours Eurovision de la chanson,フランスのユーロビジョン・ソング・コンテスト
Havas,アヴァス
Rédené,レデネ
DPDgroup,ダイナミック・パーセル・ディストリビューション
Logonna-Daoulas,ロゴナ＝ダウラ
Rhin-et-Moselle,ラン＝エ＝モゼル県
Saint-Évarzec,サンテヴァルゼック
Charancieu,シャランシュー
Gien,ジアン
finale de la Coupe des clubs champions européens 1990-1991,UEFAチャンピオンズカップ 1990-91 決勝
Internationaux de France de tennis 1992,1992年全仏オープン
Simple dames des Internationaux de France 1972,1972年全仏オープン女子シングルス
stade Charléty,スタッド・セバスティアン・シャルレティ
Plomeur,プロムール
fort de Bertheaume,ベルトーム砦
Saint-Germain-les-Paroisses,サン＝ジェルマン＝レ＝パロワス
Mortcerf,モールセール
Braye,ブレー
élections législatives françaises de 1869,1869年総選挙
Pagny-sur-Moselle,パニー＝シュル＝モセル
La Tranche-sur-Mer,ラ・トランシュ＝シュル＝メール
Pont-du-Navoy,ポン＝デュ＝ナヴォワ
Écorches,エコルシェ
bataille de Cherbourg,シェルブールの戦い
championnats du monde de patinage artistique 2000,2000年世界フィギュアスケート選手権
ski alpin aux Jeux olympiques de 1992,1992年アルベールビルオリンピックのアルペンスキー競技
Saar-Lor-Lux,ザーロールクス
Ems-Supérieur,レムス＝シュペリュール県
Castel-Sarrazin,カステル＝サラザン
Milizac,ミリザック
Fleury-sur-Orne,フルーリィ＝スュル＝オルヌ
Dumbéa,デュムベア川
Massif de la Sainte-Baume,サント＝ボーム山塊
chemin de Compostelle,北の道
Langon,ランゴン (イル＝エ＝ヴィレーヌ県)
Loc-Brévalaire,ロック＝ブレヴァレール
Cavalaire-sur-Mer,カヴァレール＝シュル＝メール
bataille de Mulhouse,ミュルーズの戦い
Tourtour,トゥルトゥル
Internationaux de France de tennis 1927,1927年全仏選手権
Duranville,デュランヴィル
Festival de Cannes 1957,第10回カンヌ国際映画祭
Compagnie des chemins de fer du Nord,北部鉄道
Champdeuil,シャントゥーユ
Ivry-le-Temple,イヴリー＝ル＝タンプル
Bibliothèque Sainte-Geneviève,サント・ジュヌヴィエーヴ図書館
BFM TV,BFMテレビ
Le Rouret,ル・ルレ
Bouygues Telecom,ブイグテレコム
Nanterre-Ville,ナンテール＝ヴィル駅
Gabrielle d'Estrées et une de ses sœurs,ガブリエル・デストレとその妹
Boz,ボズ
château de Compiègne,コンピエーニュ城
Baïse,バイズ川
Internationaux de France de tennis 1993,1993年全仏オープン
Saint-Léonard-des-Bois,サン＝レオナール＝デ＝ボワ
équipe de France de rugby à XV,ラグビーフランス代表
Précigné,プレシニェ
Le Caveau de la Huchette,カヴォー・ドゥ・ラ・ユシェット
bataille de La Rochelle,ラ・ロシェルの海戦
Avron,アヴロン駅
Tour de France 1975,ツール・ド・フランス1975
Mirabeau,ミラボー駅
Tournoi de Toulon,トゥーロン国際大会
Tour du Finistère,ツール・デュ・フィニステール
Marchamp,マルシャン
Sèvre nantaise,セーヴル・ナンテーズ川
Simple dames des Internationaux de France 1988,1988年全仏オープン女子シングルス
François,フランソワ
Paris-Roubaix 1965,パリ〜ルーベ1965
Brunelles,ブリュネル
Welter Racing,ジェラール・ウェルター
Internationaux de France de tennis 1926,1926年全仏選手権
Thiron-Gardais,ティロン＝ガルデ
Châteauroux-les-Alpes,シャトールー＝レザルプ
col de la Croix-de-Fer,クロワ・ド・フェール峠
Autrans,オートランス
Montesquieu-Avantès,モンテスキュー＝アヴァンテス
Talloires,タロワール
Saujon,ソジョン
Saint-Jean-du-Doigt,サン＝ジャン＝デュ＝ドワ
Brette,ブレット (ドローム県)
Simple messieurs des Internationaux de France 1985,1985年全仏オープン男子シングルス
Laval-en-Brie,ラヴァル＝アン＝ブリー
château Haut-Brion,シャトー・オー・ブリオン
Constitution du 24 juin 1793,1793年憲法
championnat de France de football 2007-2008,2007-08 リーグ・アン
Sains-en-Amiénois,サン＝アン＝アミエノワ
Mortagne-au-Perche,モルターニュ＝オー＝ペルシュ
Conseil des prises,捕獲審検所
Angoumois,アングーモワ
Cosne-Cours-sur-Loire,コーヌ＝クール＝シュル＝ロワール
Tour d'Italie 2007,ジロ・デ・イタリア 2007
rivalité franco-allemande,フランス、ドイツ間の敵対関係
Locquirec,ロキレック
rattachisme,ラッタチズム
Grez-Neuville,グレ＝ヌヴィル
Trébabu,トレバビュ
Montmorillon,モンモリヨン
Corscia,コルシア
parc national des Écrins,エクラン国立公園
Saint-Véran,サン・ヴェラン
via Francigena,フランキゲナ街道
Belcaire,ベルケール
Salon de la Guerre,戦争の間
championnat du monde masculin de handball 2017,2017年世界男子ハンドボール選手権
Christian Dior,ディオール
Internationaux de France de tennis 1965,1965年全仏選手権
Grand Prix d'Isbergues,グランプリ・ディスベルグ
Seille,セイユ川
Messy,メシー
Bucy-lès-Cerny,ブシー＝レ＝セルニー
Saillagouse,サイヤグーズ
Lancia LC2,ランチア・LC2
Tir à l'arc aux Jeux olympiques d'été de 1900,1900年パリオリンピックのアーチェリー競技
4e session du Comité du patrimoine mondial,第4回世界遺産委員会
route européenne 42,E42号線
Buzet-sur-Baïse,ビュゼ＝シュル＝バイズ
Joigny,ジョワニー
Garnier,ガルニエ
Manitou Group,マニトー
Avre,アヴル川
cathédrale Notre-Dame de Rouen,ルーアン大聖堂
canton de Conques-sur-Orbiel,コンク＝シュル＝オルビエル
aéroport de Toulon-Hyères,トゥーロン空港
Lanobre,ラノブル
Landéda,ランデダ
Bouxières-aux-Dames,ブジエール＝オー＝ダム
Ossau-Iraty,オッソー・イラティ
Montégut,モンテギュー
Avions Farman,ファルマン
Huahine,フアヒネ島
Institut national des sciences appliquées de Strasbourg,ストラスブールの芸術と産業の国立大学
Coupe de la Ligue française de football,クープ・ドゥ・ラ・リーグ
route européenne 74,E74号線
bataille de Jargeau,ジャルジョーの戦い
Genêts,ジュネ
Jeumont,ジュモン
Berneval-le-Grand,ベルヌヴァル＝ル＝グラン
Candes-Saint-Martin,カンド＝サン＝マルタン
Vitry-le-Croisé,ヴィトリ＝ル＝クロワゼ
La Croix-sur-Ourcq,ラ・クロワ＝シュル＝ウルク
Patrouille militaire aux Jeux olympiques de 1924,1924年シャモニー・モンブランオリンピックのミリタリーパトロール競技
gouvernement François Fillon III,第3次フランソワ・フィヨン内閣
élections législatives françaises de 1846,1846年フランス議会総選挙
conseil régional en France,地方評議会
Saint-Laurent,サン＝ローラン
Grand Prix de Denain,グランプリ・ド・ドナン
Orchestre philharmonique de Radio France,フランス放送フィルハーモニー管弦楽団
Bures-sur-Yvette,ビュール＝シュル＝イヴェット
Belleville,ベルビル (ローヌ県)
islam en France,フランスのイスラム教
Roquefort-sur-Soulzon,ロックフォール＝シュール＝スールゾン
Blandy,ブランディー
Brassac-les-Mines,ブラサック＝レ＝ミーヌ
château de Goulaine,シャトー・ドゥ・グーレーヌ
Simple dames des Internationaux de France 1982,1982年全仏オープン女子シングルス
"diocèse d'Autun, Chalon et Mâcon",オータン教区
église Saint-Étienne-du-Mont,サンテチエンヌ・デュ・モン聖堂
Compagnie des chemins de fer de grande banlieue,グランデ・バンリユ鉄道
brigade de sapeurs-pompiers de Paris,パリ消防旅団
aéroport d'Ajaccio Napoléon-Bonaparte,アジャクシオ・ナポレオン・ポナパルト空港
Mer de Glace,メール・ド・グラース氷河
collectivité territoriale en France,地方政府 (フランス)
Yerre,イェール川
Domaine royal français,フランス王領地
Nogent-sur-Seine,ノジャン＝シュル＝セーヌ
Saint-Georges-sur-Renon,サン＝ジョルジュ＝シュル＝ルノン
Châtelet,シャトレ駅
Pietà de Villeneuve-lès-Avignon,ヴィルヌーヴ＝レザヴィニョンのピエタ
Sainte-Honorine-des-Pertes,サントノリーヌ＝デ＝ペルテ
CAC Next 20,CAC Next 20
Bracon,ブラコン
Champagnole,シャンパニョル
Labalme,ラバルム
Pesmes,ペスム
Saint-Marcellin,サン・マルセラン
Pierre-Levée,ピエル＝ルヴェー
Ampus,アンプス (フランス)
Motu One,モツ・オネ島
Hailles,アイユ
Palais,パレ川
championnat du monde masculin de handball 2001,2001年世界男子ハンドボール選手権
Grandpré,グランプレ
Charte de 1814,1814年憲章
Bavay,バヴェ
Oncieu,オンシュー
Paris université club,パリUC
Gilley,ジレー
Thory,トリ (ヨンヌ県)
Red Star FC,レッドスターFC93
La Gauche moderne,現代左派
Névez,ネヴェ
Madon,マドン川
Double messieurs des Internationaux de France 2004,2004年全仏オープン男子ダブルス
Poligny,ポリニー (ジュラ県)
Neuville-sur-Saône,ヌーヴィル＝シュル＝ソーヌ
château de Villandry,ヴィランドリー城
Plouguerneau,プルゲルノー
Je suis partout,ジュ・シュイ・パルトゥ
place Pigalle,ピガール広場
Courtes,クルト
Gnome et Rhône 14N,ノーム・ローヌ 14N
Rungis,ランジス
Anzin,アンザン
Fublaines,フュブレーヌ
Compagnie des prêtres de Saint-Sulpice,聖スルピス会
Championnat de France féminin de handball,フランス女子ハンドボール選手権
Hauterives,オートリーヴ
château de Chaumont-sur-Loire,ショーモン＝シュル＝ロワール城
Bisseuil,ビスイユ
Wolfsschlucht II,ヴォルフスシュルフトII
Forces armées françaises,フランス軍
Les Contamines-Montjoie,レ・コンタミーヌ＝モンジョワ
Villette-sur-Ain,ヴィレット＝シュル＝アン
Compagnies franches de la marine,フランス領カナダの防衛軍
Fontaine,フォンテーヌ
Saint-Michel-de-Fronsac,サン＝ミシェル＝ド＝フロンサック村
Deezer,Deezer
Veauchette,ヴォーシェット
La Ricamarie,ラ・リカマリー
Amayé-sur-Orne,アミエ＝シュル＝オルヌ
Saint-Benoît,サン＝ブノワ
Soulac-sur-Mer,スラック＝シュル＝メール
TER Languedoc-Roussillon,TER ラングドック—ルシヨン
Grand Prix de Plouay 2011,GP西フランス・プルエー2011
Saint-Yrieix-la-Perche,サンティリエ＝ラ＝ペルシュ
Saint-James,サン＝ジャム
Malzéville,マルゼヴィル
Société nationale de sauvetage en mer,フランス国際海難救助協会
Petit-suisse,プティ＝スイス
tombe du Soldat inconnu,無名戦士の墓 (フランス)
