George Washington,조지 워싱턴
Jon Polito,존 폴리토
Hedda Hopper,헤다 호퍼
Kate Bosworth,케이트 보즈워스
Joseph L. Goldstein,조지프 L. 골드스타인
Pamela Adlon,패멀라 애들론
Irina Krush,이리나 크루시
Julie Hagerty,줄리 해거티
Spiro Agnew,스피로 애그뉴
Maggie Wheeler,매기 휠러
Richard Dean Anderson,리처드 딘 앤더슨
Calamity Jane,컬래머티 제인
Boris Karloff,보리스 칼로프
Barbara Feldon,바바라 펠든
Cordell Hull,코델 헐
Judee Sill,주디 실
Jennifer Stone,제니퍼 스톤
Marion Ross,매리언 로스
Carol Shields,캐럴 실즈
Ona Munson,오너 먼슨
Spike Jonze,스파이크 존스
Minnie Driver,미니 드라이버
Amber Heard,앰버 허드
Tracy Scoggins,트레이시 스코긴스
David L. Lawrence,데이비드 L. 로런스
Fuzzy Zoeller,퍼지 젤러
Lily Collins,릴리 콜린스
Tiffany Thornton,티퍼니 손턴
Mo'Nique,모니크
Kristin Davis,크리스틴 데이비스
Phil Murphy,필 머피
Camille Guaty,카밀 구아티
Geraldine Ferraro,제럴딘 페라로
Eva Cassidy,에바 캐시디
Ciara,시에라
Michael C. Hall,마이클 C. 홀
Wade Barrett,웨이드 배럿
Kate del Castillo,케이트 델카스티요
Jodie Sweetin,조디 스위틴
Thora Birch,소라 버치
Jennifer Westfeldt,제니퍼 웨스트펠트
Autumn Reeser,어텀 리저
Kelly Preston,켈리 프레스턴
Joy Page,조이 페이지
Hornswoggle,혼스워글
Anne Schedeen,앤 쉐딘
Torsten Nils Wiesel,토르스텐 비셀
Ellen Barkin,엘런 바킨
Rosemarie DeWitt,로즈메리 디윗
Katherine Anne Porter,캐서린 앤 포터
Karen Allen,캐런 앨런
Brea Grant,브리 그랜트
Sofia Vassilieva,소피아 바실리바
Charlotte Ross,샬럿 로스
Tessa Thompson,테사 톰슨
Sela Ward,셀라 워드
Edward Hopper,에드워드 호퍼
Michelle Monaghan,미셸 모너핸
Jami Gertz,제이미 거츠
Heather Matarazzo,헤더 마타라조
Verne Troyer,번 트로이어
Lillian Asplund,릴리언 애스플런드
Jeanette MacDonald,지네트 맥도널드
Sharon Gless,샤론 글레스
Joan Severance,조안 시버런스
Jana Novotná,야나 노보트나
Isabelle Fuhrman,이저벨 퍼먼
Paula Prentiss,폴라 프렌티스
Paget Brewster,패짓 브루스터
Erica Jong,에리카 종
Gena Rowlands,제나 롤런즈
James McNeill Whistler,제임스 애벗 맥닐 휘슬러
Jennifer Sky,제니퍼 스카이
Ione Skye,아이오니 스카이
Elaine Hendrix,일레인 헨드릭스
Mary-Margaret Humes,메리 마거릿 흄즈
Vic Mizzy,빅 미지
Leelee Sobieski,릴리 소비에스키
Evan Rachel Wood,에번 레이철 우드
Eva Amurri,에바 아무리
Yaya DaCosta,야야 다코스타
Sprague Grayden,스프레이그 그레이든
Anne Dudek,앤 듀덱
Maria Bello,마리아 벨로
Jan Brewer,잰 브루어
Frederick Winslow Taylor,프레더릭 윈즐로 테일러
Mary Beth Hurt,메리 베스 허트
Mae Murray,메이 머리
Pearl White,펄 화이트
Lisa Niemi,리사 니에미
Octavia Spencer,옥타비아 스펜서
Sarah Drew,세라 드루
Brigham Young,브리검 영
Jan Henne,잰 헨
Jane Powell,제인 파웰
Brooke Haven,브룩 헤이븐
Melinda Culea,멀린다 컬리아
Gloria Swanson,글로리아 스완슨
Claudette Colbert,클로데트 콜베르
Patricia Clarkson,퍼트리샤 클라크슨
Genie,지니
Joanna Hayes,조앤나 헤이스
Michelle Krusiec,미셸 크루지
Daniella Alonso,대니얼라 알론소
Donte Whitner,돈테이 휘트너
Tawny Kitaen,토니 키탠
Pat Hitchcock,팻 히치콕
John G. Avildsen,존 G. 아빌드센
Talcott Parsons,탤컷 파슨스
Angus Deaton,앵거스 디턴
Faye Grant,페이 그랜트
Clare Kramer,클레어 크레이머
Samuel Marinus Zwemer,새뮤얼 즈웨이머
Laura La Plante,로라 라 플랜트
Olivia Olson,올리비아 올슨
Judy Tyler,주디 타일러
Lisa Edelstein,리사 에델스틴
Nancy Cartwright,낸시 카트라이트
Terry O'Quinn,테리 오퀸
Angela Lindvall,안젤라 린드발
Nicholas Murray Butler,니컬러스 머리 버틀러
Stana Katic,스타나 캐틱
Joey Lauren Adams,조이 로런 애덤스
Brenda Ann Spencer,브렌다 앤 스펜서
Lesley Ann Warren,레슬리 앤 워런
Ana Ortiz,애나 오티즈
Joan Leslie,조안 레슬리
Katey Sagal,케이티 사갈
Samantha Mathis,서맨사 매시스
Wyomia Tyus,와이오미아 타이어스
Wanda Sykes,완다 사이크스
Kathleen Kennedy,캐슬린 케네디
Joan Allen,조앤 앨런
Embeth Davidtz,엠베스 데이비츠
Debby Ryan,데비 라이언
Otto Kruger,오토 크루거
Mara Wilson,마라 윌슨
Salli Richardson,샐리 리처드슨
Thelma Ritter,셀마 리터
Sherry Stringfield,셰리 스트링필드
Bonita Granville,보니타 그랜빌
Alicia Coppola,얼리샤 코폴라
Mindy Sterling,민디 스털링
John Daly,존 데일리
Isabella Rossellini,이사벨라 로셀리니
Crystal Kay,크리스탈 케이
Beth Grant,베스 그랜트
Lily Tomlin,릴리 톰린
Sonja Henie,소냐 헤니
Pamela Reed,파멜라 리드
Katelyn Tarver,케이틀린 타버
Talia Balsam,탈리아 발삼
Lisa Marie Varon,리사 메리 배런
Lisa Marie Presley,리사 마리 프레슬리
Susan Blakely,수전 브레이클리
Kate Wilhelm,케이트 윌헬름
Julie Newmar,줄리 뉴마르
Barbara Broccoli,바버라 브로콜리
Elisabeth Harnois,엘리자베스 하노이스
Diane Warren,다이앤 워런
Kelly Carlson,켈리 칼슨
J. Cole,제이 콜
Forrest Griffin,포레스트 그리핀
Larisa Oleynik,라리사 올레이닉
Kelly Bishop,켈리 비숍
Toni Frissell,토니 프리셀
Frances McDormand,프랜시스 맥도먼드
Alyson Stoner,앨리슨 스토너
James Earl Jones,제임스 얼 존스
Erin Daniels,에린 대니얼스
Patrick Bateman,패트릭 베이트먼
Jessica Chastain,제시카 채스테인
Paul Ryan,폴 라이언
Frank R. Gooding,프랭크 R. 구딩
Gerard Way,제라드 웨이
Betty Buckley,베티 버클리
Kristina Rose,크리스티나 로즈
Monica Raymund,모니카 레이먼드
Jenna Elfman,제나 엘프먼
Dorothy Dandridge,도러시 댄드리지
Marta Kauffman,마타 코프먼
Terri Schiavo,테리 샤이보 논란
Edie Brickell,에디 브리켈
Amanda Swisten,어맨다 스위스텐
Nell Carter,넬 카터
Gerald Edelman,제럴드 에덜먼
Eleanor Parker,엘리너 파커
Megan Rapinoe,메건 러피노
Laura Ingalls Wilder,로라 잉걸스 와일더
Dinah Washington,디나 워싱턴
Carol Channing,캐럴 채닝
Kia Stevens,키아 스티븐스
Devon,데본
Diane Varsi,다이앤 바시
Naya Rivera,나야 리베라
Margaret Avery,마거릿 에이버리
Laura Bell Bundy,로라 벨 번디
Gale Norton,게일 노턴
Shay Jordan,셰이 조던
Donna Leon,돈나 레온
Alfred Hershey,앨프리드 허시
Ida Tarbell,아이다 M. 타벨
André Frédéric Cournand,앙드레 프레데릭 쿠르낭
Phil Ramone,필 라몬
Linda Fiorentino,린다 피오렌티노
Maiara Walsh,마이아라 월시
Odetta,오데타
Willie Dixon,윌리 딕슨
Lorraine Bracco,로렌 브라코
Doug Savant,더그 사반트
Alice Bailey,앨리스 베일리
Adair Tishler,아데어 티쉴러
Alexa Davalos,알렉사 다바로스
Lois McMaster Bujold,로이스 맥마스터 부졸드
Moira Kelly,모이라 켈리
Tamia,타미아
Josh Powell,조시 파월
Regina Spektor,레지나 스펙터
Taryn Manning,타린 매닝
Blanche Lincoln,블랜치 링컨
Brea Bennett,브리아 베넷
Linda Ronstadt,린다 론스태트
Gina Gershon,지나 거숀
Phil McGraw,필 맥그로
Caroline Rhea,캐럴라인 레아
Kristi Yamaguchi,크리스티 야마구치
Keri Russell,케리 러셀
Tress MacNeille,트레스 맥닐
Martha Hyer,마사 하이어
Jean Stapleton,진 스테이플턴
Katharine McPhee,캐서린 맥피
Crystal Bowersox,크리스털 보어속스
Lauren Alaina,로런 알레이나
Nikki Ziering,니키 지링
Don Shanks,돈 섕크스
Parker Posey,파커 포지
Aimee Mullins,에이미 멀린스
Kelly Stables,켈리 스테이블스
Maureen O'Hara,모린 오하라
Big Mama Thornton,빅 마마 손튼
Sunny Leone,서니 리오니
Yunjin Kim,김윤진
Gerty Cori,거티 코리
Anna Lee Fisher,안나 리 피셔
Melissa Leo,멀리사 리오
Terry Moore,테리 무어
Judith Hoag,주디스 호그
Joe Grant,조 그랜트
Charles Korvin,찰스 코빈
Emily Deschanel,에밀리 데이셔넬
Michelle Trachtenberg,미셸 트랙턴버그
Tammi Terrell,타미 테렐
Sheila Young,실라 영
Kathleen Blanco,캐슬린 블랭코
Norman Rockwell,노먼 록웰
Melissa Manchester,멀리사 맨체스터
Mildred Dunnock,밀드레드 던녹
Catherine Bach,캐서린 바크
Elizabeth Mitchell,엘리자베스 미첼
John Howard Griffin,존 하워드 그리핀
Susan Faludi,수전 팔루디
Barbara Boxer,바버라 복서
Lisa Loeb,리사 롭
Penny Marshall,페니 마셜
Jean Arthur,진 아서
Christina Perri,크리스티나 페리
Edith Roosevelt,이디스 루스벨트
Daveigh Chase,데이비 체이스
Jules Dassin,줄스 다신
Jasmine Villegass,자스민 빌레가스
Kalpana Chawla,칼파나 촐라
Alice Pearce,앨리스 피어스
Marion Lorne,마리언 론
Melinda Dillon,멀린다 딜런
Hudson Leick,허드슨 레익
Tura Satana,투라 사타나
Naomi Wolf,네이오미 울프
Vivian Vance,비비안 밴스
Cherie Currie,체리 커리
Edward Tatum,에드워드 로리 테이텀
Isabel Sanford,이저벨 샌포드
Lil' Kim,릴 킴
Patty Hearst,패티 허스트
Janet Leigh,재닛 리
William Jennings Bryan,윌리엄 제닝스 브라이언
Carmen Hart,카먼 하트
JoBeth Williams,조베스 윌리엄스
Maila Nurmi,마일라 누르미
Marvin Minsky,마빈 민스키
Christian Slater,크리스천 슬레이터
Zinka Milanov,진카 밀라노프
Vera Miles,베라 마일스
Kalomira,칼로미라
Bo Derek,보 데릭
Heather Morris,헤더 모리스
Alexa Rae,알렉사 레이
James A. Van Allen,제임스 밴앨런
Eddie Van Halen,에디 반 헤일런
Don Cheadle,돈 치들
Willa Cather,윌라 캐더
Norma Talmadge,노마 탈매지
Anne Morgan,앤 모건
Sarah Vaughan,세라 본
Ann Curtis,앤 커티스
Edward Emerson Barnard,에드워드 에머슨 바너드
Nikolay Kolin,니콜라이 콜린
Beth Hart,베스 하트
Chaka Khan,샤카 칸
Robert Fogel,로버트 포겔
JoAnna García,조애나 가르시아
Billy Zane,빌리 제인
Reba McEntire,레바 매킨타이어
James M. Buchanan,제임스 M. 뷰캐넌
Allison Janney,앨리슨 재니
Sandy Neilson,샌디 닐슨
Greta Gerwig,그레타 거윅
Mike Powell,마이크 파월
Jayne Mansfield,제인 맨스필드
Robert Nozick,로버트 노직
Marg Helgenberger,마그 헬겐버거
Melina Kanakaredes,멜리나 카나카레데스
Kyra Sedgwick,키라 세즈윅
Catherine Hardwicke,캐서린 하드윅
Rene Russo,러네이 루소
Raquel Welch,라켈 웰치
Derrick Rose,데릭 로즈
Kari Wuhrer,카리 워러
Cindy Sherman,신디 셔먼
Patricia McPherson,퍼트리샤 맥퍼슨
Sheree J. Wilson,쉐리 J. 윌슨
Patrick Ewing,패트릭 유잉
Chuck Yeager,척 예거
Justine Bateman,저스틴 베이트먼
Jill St. John,질 세인트 존
Kathryn Hahn,캐스린 한
Barbara Mikulski,바버라 미컬스키
Kay Parker,케이 파커
Meredith Brooks,메러디스 브룩스
Pat Murphy,팻 머피
Laura Branigan,로라 브래니건
Franco Modigliani,프랑코 모딜리아니
Fred Kelly,프레더릭 켈리
Jessie Andrews,제시 앤드루스
Vinnie Vincent,비니 빈센트
Salvador Luria,샐버도어 에드워드 루리아
Anthony Kiedis,앤서니 키디스
Chelsea Kane,첼시 케인
Jennifer Lien,제니퍼 리언
Christa McAuliffe,크리스타 매콜리프
Virginia Satir,버지니아 사티어
Lauren Holly,로런 홀리
Maryse Mizanin,마리스 울레
Kimberly Wyatt,킴벌리 와이어트
Naomi Oreskes,나오미 오레스케즈
Joan Van Ark,조앤 밴아크
Jeanne Crain,진 크레인
Margaret Sullavan,머거릿 설래번
Meg Foster,메그 포스터
Georgina Spelvin,조지나 스펠빈
Sara Jay,사라 제이
Sara Michael Foster,세라 포스터
Ann Richards,앤 리차드
Virginia Madsen,버지니아 매드슨
Jack White,메그 화이트
Chelsea Clinton,첼시 클린턴(영부인)
Jacqueline Obradors,재클린 오브라더스
Shelley Hack,셸리 핵
Bradley Cooper,브래들리 쿠퍼
Joni Mitchell,조니 미첼
Nancy Parsons,낸시 파슨스
Gucci Mane,구치 메인
Glenda Farrell,글렌다 패럴
Margaret Lindsay,마가렛 린제이
Heather Angel,헤더 안젤
Hope Solo,호프 솔로
Margaret Brown,마거릿 브라운
Eric Allin Cornell,에릭 얼린 코넬
Michelle McCool,미셸 매쿨
Julianna Margulies,줄리아나 마걸리스
Jared Diamond,재러드 다이아몬드
Lincoln Burrows,링컨 버로스
Guy Ecker,가이 에커
Sydney Tamiia Poitier,시드니 타미아 포이티어
J. Kenneth Campbell,J. 케네스 캠벨
Sara Allgood,사라 올굿
Cicely Tyson,사이슬리 타이슨
Angie Harmon,앤지 하먼
Jennifer Paige,제니퍼 페이지
Lois Chiles,로이스 차일스
Katie Cassidy,케이티 캐시디
Lyndsy Fonseca,린지 폰세카
Susan Atkins,수잔 앳킨스
Sheri Moon Zombie,셰리 문 좀비
Lois Lowry,로이스 로리
Monique Henderson,모니크 헨더슨
Debbie Meyer,데비 마이어
Meredith Baxter,메러디스 백스터
Karen McDougal,캐런 맥두걸
Cynthia Gibb,신시아 깁
Monique Hennagan,모니크 헤너건
Anita Loos,어니타 루스
Jennifer Hetrick,제니퍼 헤트릭
Robin Bartlett,로빈 바틀릿
Jaime Bergman,제이미 버그먼
Douglas Osheroff,더글러스 오셔로프
Tanith Belbin,태니스 벨빈
Dara Torres,데어라 토러스
Katie Hoff,케이티 호프
Frankee,프랭키
Ruby Keeler,루비 킬러
Isaac Hayes,아이작 헤이즈
Ray Conniff,레이 카니프
David Boreanaz,데이비드 보리애너즈
Jamie Luner,제이미 루너
Helene Madison,헬렌 매디슨
Wendy Moniz,웬디 모니즈
Tracy Middendorf,트레이시 미든도프
Christine Lakin,크리스틴 레이킨
Natalie Coughlin,내털리 코글린
Heather Locklear,헤더 로클리어
Alice Coltrane,앨리스 콜트레인
Cab Calloway,캡 캘러웨이
Patsy Cline,팻시 클라인
Sarah Chalke,세라 초크
Mika Boorem,미카 부럼
Hunter Tylo,헌터 타이로
Natalie Merchant,Natalie Merchant
Wynton Marsalis,윈턴 마샐리스
Sholem Aleichem,숄렘 알레이헴
Julia Nickson-Soul,줄리아 닉슨
Michael Porter,마이클 포터
Willie Nelson,윌리 넬슨
Zita Johann,지타 요한
Carl Wieman,칼 위먼
Malin Åkerman,말린 오커만
Margaret Bourke-White,마가렛 버크화이트
Matthew Meselson,매슈 메셀슨
Annie Proulx,애니 프루
Grace Slick,그레이스 슬릭
Surya Bonaly,수리아 보날리
Swoosie Kurtz,스우시 커츠
Bryce Dallas Howard,브라이스 댈러스 하워드
Kitty Genovese,키티 제노비스 사건
Jennifer Rush,제니퍼 러시
Mona Simpson,모나 심프슨
Della Reese,델라 리즈
Lee Remick,리 레믹
Dean Koontz,딘 쿤츠
Corinne Griffith,코린 그리피스
Soulja Slim,솔자 슬림
Val Logsdon Fitch,밸 로그즈던 피치
David Marciano,데이비드 마시아노
Craig Mello,크레이그 멜로
Heather Langenkamp,헤더 랑겐캄프
Patti Austin,패티 오스틴
Natalie Trundy,나탈리 트런디
R. Kelly,R. 켈리
Emily Kuroda,에밀리 쿠로다
Keke Palmer,키키 파머
Thomas Schelling,토머스 셸링
Nancy Kress,낸시 크레스
Alex D. Linz,앨릭스 D. 린츠
Helen Chandler,헬렌 캔들러
Abigail Adams,애비게일 애덤스
Cristine Rose,크리스틴 로즈
Bridgette Wilson,브리짓 윌슨
Nicole Sullivan,니콜 설리번
Irene Morgan,아이린 모건
Jean Webster,진 웹스터
Mary Decker,메리 데커
Henry Norris Russell,헨리 노리스 러셀
Stephen Crane,스티븐 크레인
Mary-Louise Parker,메리루이즈 파커
Lisa Robin Kelly,리사 로빈 켈리
Adriana Caselotti,아드리아나 카셀로티
Brittany Snow,브리트니 스노
Kate Walsh,케이트 월시
Ali MacGraw,앨리 맥그로
Sherilyn Fenn,셰릴린 펜
Cynthia Rothrock,신시아 로즈록
Grace Lee Whitney,그레이스 리 휘트니
Phoenix Marie,피닉스 마리
Kristy Swanson,크리스티 스완슨
Tiffani Thiessen,티퍼니 티센
Lita,에이미 듀마
Hank Williams,행크 윌리엄스
Stacy Keibler,스테이시 키블러
Jennifer Warnes,제니퍼 원스
Audrey Meadows,오드리 미도우스
Mahalia Jackson,마헬리아 잭슨
Jennie Garth,제니 가스
Lumidee,루미디
Bobbie Gentry,바비 젠트리
Ryan Phillippe,라이언 필리피
Dey Young,데이 영
Denise Richards,데니즈 리처즈
John J. Pershing,존 조지프 퍼싱
John L. Hall,존 L. 홀
Virginia Grey,버지니아 그레이
Mary Jackson,메리 잭슨
Evelyn Ashford,에벌린 애슈퍼드
Maureen O'Sullivan,모린 오설리번
Susan Oliver,수잔 올리버
Jonelle Allen,조넬 알렌
Angela Lansbury,앤절라 랜스베리
Amanda Plummer,어맨다 플러머
Herbert Spencer Gasser,허버트 스펜서 개서
Leslie Caron,레슬리 카롱
Kate Mulgrew,케이트 멀그루
Sarah Hagan,사라 헤갠
June Haver,준 헤이버
Diann Roffe,다이앤 로프
John C. Breckinridge,존 C. 브레킨리지
Susanna Hoffs,수재나 홉스
Katherine Jackson,캐서린 잭슨
Diane von Fürstenberg,다이앤 본 퍼스텐버그
Linda Harrison,린다 해리슨
Irene Dunne,아이린 던
Lucy Hale,루시 헤일
Maggie Roswell,매기 로즈웰
Constance Talmadge,콘스탄스 탈매지
Dan Gable,댄 게이블
Amber Lynn,앰버 린
William Saroyan,윌리엄 사로얀
Cynthia Watros,신시아 와트로스
Gabourey Sidibe,개버레이 시디베이
Jill Kelly,질 켈리
Daisy Marie,데이지 마리
Gene Simmons,진 시먼스
Ève Curie,이브 퀴리
Frances Sternhagen,프랜시스 스턴헤이건
John C. Calhoun,존 캘훈
P. G. Wodehouse,P. G. 우드하우스
Georg von Békésy,게오르크 폰 베케시
James Baldwin,제임스 볼드윈
Dorothy Malone,도러시 멀론
Sierra McCormick,시에라 매코믹
Cloris Leachman,클로리스 리치먼
John Harsanyi,존 하사니
Oguchi Onyewu,오구치 오니예우
Savanna Samson,서배너 샘슨
Debi Mazar,데비 메이저
Daddy Yankee,대디 양키
Teresa Wright,테리사 라이트
Jean Kennedy Smith,진 케네디 스미스
Joe Louis,조 루이스
Zsa Zsa Gabor,자 자 가보르
Chandra Cheeseborough,챈드라 치즈보로
Taylor Rain,테일러 레인
Alfred Tarski,알프레트 타르스키
Chen Yueling,천웨링
Tatum O'Neal,테이텀 오닐
Kyle MacLachlan,카일 맥러클런
Esperanza Spalding,에스페란사 스폴딩
Sasha Pieterse,사샤 피에터스
Chris Cooper,크리스 쿠퍼
Christine Elise McCarthy,크리스틴 엘리스
Olympia Dukakis,올림피아 두카키스
Kathleen Freeman,캐슬린 프리먼
Paul Robeson,폴 로브슨
George Whipple,조지 호이트 휘플
Holly Madison,홀리 매디슨
George Beadle,조지 웰스 비들
Tracy Caulkins,트레이시 콜킨스
Uffie,어피
Jane Darwell,제인 다웰
Chris Weitz,크리스 웨이츠
L. Frank Baum,라이먼 프랭크 바움
Lauren Conrad,로런 콘래드
Mischa Barton,미샤 바턴
Sophia Bush,소피아 부시
Keith Jarrett,키스 자렛
Roald Hoffmann,로알드 호프만
Hazel Clark,헤이즐 클라크
Maxine Bahns,맥신 반즈
