Stefano Cerioni,斯特凡诺·切廖尼
Romano Battisti,罗马诺·巴蒂斯蒂
Remo Girone,雷默·吉羅內
Alberto Pellegrino,阿尔贝托·佩莱格里诺
Giuseppe Casari,朱塞佩·卡萨里
Luciano Tovoli,盧西亞諾·都沃里
Ruggero Maregatti,鲁杰罗·马雷加蒂
Simona Caparrini,西蒙娜·卡帕里尼
Paolo Pillitteri,保罗·皮利特里
Luca Siligardi,盧卡·西里加迪
Guido Quaroni,盖多·克隆尼
Gregorio Paltrinieri,格雷戈里奧·帕特里尼耶里
Luigi Garzi,路易吉·加尔齐
Vittorio Vidali,维托里奥·维达利
Emmanuel Cascione,埃曼努埃爾·卡西奥内
Pietro Tonolo,彼得罗·托诺洛
Pietro Vittorelli,伯多祿·托維雷利
Luigi Scaccianoce,路易吉·斯卡克恰諾斯
Mirco Di Tora,米爾科·迪托拉
Enrico Pace,恩里克·佩斯
Valerio Cassani,瓦莱里奥·卡萨尼
Nicola Rigoni,尼古拉·里戈尼
Lorenzo Baldisseri,洛伦佐·巴尔迪塞里
Maria Gabriella di Savoia,薩伏依的瑪麗亞·加布里埃拉
Domenico Caso,多米尼科·卡索
Stefano Ticci,斯特凡诺·蒂奇
Ettore Bellotto,埃托雷·贝洛托
Nicolò Vittori,尼科洛·维托里
Lorenzo Mongiardino,洛伦佐·蒙吉亚迪诺
Filippo Bottino,菲利波·博蒂诺
Aldo Ghira,阿尔多·吉拉
Guido Cagnacci,圭多·卡尼亞齊
Giuseppe D'Altrui,朱塞佩·达尔特鲁伊
Benedicta Boccoli,本尼迪克塔·波科利
Fernando Bonatti,费尔南多·博纳蒂
Serafino Mazzarocchi,塞拉菲诺·马扎罗基
Mauro Checcoli,毛罗·凯科利
Giliante D'Este,吉利安特·德斯特
Giovanni Mangiante,乔瓦尼·曼詹特
Raf Baldassarre,拉夫·巴爾達薩雷
Abdoulaye Bamba,阿卜杜萊·邦巴
Latino Galasso,拉蒂诺·加拉索
Quirino Majorana,奎里诺·马约拉纳
Gianpaolo Castorina,詹保罗·卡斯托里纳
Salvatore Gionta,萨尔瓦托雷·琼塔
Raffaele Giammaria,拉斐尔·贾玛里亚
Raffaele Mertes,拉菲爾·莫特斯
Isabella d'Este,伊莎貝拉·埃斯特
Dhany,达尼
Giacomo Losi,贾科莫·洛西
Valeria Marini,瓦莱丽亚·玛里尼
Cesare Rossi,切萨雷·罗西
Roberto Colombo,羅伯托·科倫波
Pietro Annoni,彼得罗·安诺尼
Isa Danieli,伊薩·達涅利
Alberto Bruni Tedeschi,阿爾貝托·布魯尼·特德斯基
Michele Campanella,米凯莱·坎帕内拉
Pietro Ivanov,佩塔尔·伊万诺夫
Enzo Cavazzoni,恩佐·卡瓦佐尼
Alejandro Giammattei,亞歷杭德羅·賈馬太·法拉
Giuseppe Crivelli,朱塞佩·克里韦利
Adone Stellin,阿多内·斯泰林
Alberto Sartoris,阿爾貝托·薩托里斯
Alberto Sgarbi,阿爾貝托·斯加爾比
Mikelangelo Loconte,米开朗琪罗·勒孔特
Alberto Marini,阿尔贝托·马里尼
Albert One,阿尔贝托·卡尔帕尼
Agostino Li Vecchi,阿戈斯蒂诺·利韦基
Alfredo Gollini,阿尔弗雷多·戈利尼
Vittorio Lucchetti,维托里奥·卢凯蒂
Aurelio Menegazzi,奥雷利奥·梅内加齐
Renato Chiantoni,雷纳托·基安托尼
Luigina Giavotti,路易吉娜·贾沃蒂
Anna Dello Russo,安娜·戴洛·罗素
Pietro Freschi,彼得罗·弗雷斯基
Loris Facci,洛里斯·法奇
Alessandro Campagna,亚历山德罗·坎帕尼亚
Tullio Altamura,图利奥·阿尔塔穆拉
Renato Palumbo,雷纳托·帕伦博
Matteo Viola,馬特奧·維奧拉
Renzo Morigi,伦佐·莫里吉
Gianni Comandini,詹尼·科曼迪尼
Renato Lupi,雷纳托·卢皮
Aldo Graziati,G·R·阿尔多
Renato De Carmine,雷纳托·德·卡明
Alessandro D'Ottavio,亚历山德罗·多塔维奥
Renato Baldini,雷納度·柏蒂尼
Ugo Chiti,乌戈·奇蒂
Niccolò Gitto,尼科洛·吉托
Marco D'Altrui,马尔科·达尔特鲁伊
Luca Agamennoni,卢卡·阿加门诺尼
Ricardo Guerrino Brusati,利則·格里諾·布魯薩蒂
Pablo Chavarría,查華利亞
Ughetto Bertucci,烏蓋托·貝爾圖奇
Renzo Bossi,伦佐·博西
Alessandro Piva,亚历山德罗·皮瓦
Luca Manfredi,卢卡·曼弗雷迪
Zaccaria Cometti,扎卡里亚·科梅蒂
Alessio Di Mauro,阿萊西·迪·毛羅
Rômulo Souza Orestes Caldeira,罗慕洛
Lucia Peretti,卢恰·佩蕾蒂
Rino Di Silvestro,里诺·狄·希爾維斯特羅
Alessandro Zanni,亞歷山德羅·贊尼
Alessia Gennari,阿莱西娅·真纳里
Luciano Bruno,卢恰诺·布鲁诺
Luciano Bergamin,路爵·貝爾加明
Gianluca Comotto,詹盧卡·科莫托
Umberto Trippa,翁贝托·特里帕
Diego Alonso,迭戈·阿隆索
Franco Faggi,佛朗哥·法吉
Lucidio Sentimenti,卢奇迪奥·森蒂门蒂
Luciano Martino,卢西亚诺·马蒂诺
Roberta Manfredi,罗伯塔·曼弗雷迪
Vittorio Metz,维托里奥·梅茨
Roberta Rodeghiero,羅伯塔·羅德基埃羅
Valentino Di Cerbo,華倫泰·迪塞波
Alfonso Badini Confalonieri,亞豐索·巴迪尼·孔法洛涅里
Elio Morille,埃利奥·莫里莱
Oreste Lionello,奥雷斯特·廖内洛
Emidio Cavigioli,埃米迪奥·卡维焦利
Roberto Leoni,羅伯托·里安尼
Giovanni Invernizzi,乔瓦尼·因韦尔尼齐
Enzo Concina,恩佐·孔契納
Roberto Amoroso,羅貝托·阿莫羅索
Roberto Andò,羅貝托安度
Felice Fanetti,费利切·法内蒂
Romolo Catasta,罗莫洛·卡塔斯塔
Vincenzo Apicella,雲先·阿皮切拉
Anna Vania Mello,安娜·瓦尼亚·梅洛
Angelo Marciani,安杰洛·马尔恰尼
Federico Viviani,費德里科·維維亞尼
Gino Rossi,吉诺·罗西 (雪车运动员)
Pietro Grasso,皮埃特羅·格拉索
America Olivo,阿美莉嘉·奥利沃
Andrea Consigli,安德雷·孔西利
Luca Ceccarelli,卢卡·塞卡雷利
Luigi Meroni,路易吉·梅罗尼
Rocco Cesareo,罗科·切萨雷奥
Riccardo Cazzola,里卡多·卡佐拉
Andrea Cinciarini,安德烈·辛西亞里尼
Pierluigi Consonni,皮耶路易吉·孔松尼
Andrea Branzi,安德烈亚·布兰齐
Roberto Peccei,罗伯托·佩奇
Andrea Belicchi,安德烈亚·贝利奇
Marco Cellini,马可·切利尼
Giancarlo Cella,贾恩卡洛·切拉
Andrea Caianiello,安德烈亚·卡亚涅洛
Alex Cordaz,亚历克斯·科尔达兹
Andrea Barbato,安德烈·巴尔巴托
Paolo Conti,保罗·孔蒂
Franco Cordova,佛朗哥·科多瓦
Luigi Cantone,路易吉·坎托内
Luigi Cambiaso,路易吉·坎比亚索
Giuseppe Viani,朱塞佩·维亚尼
Urbano Barberini,烏爾巴諾·里阿里歐-斯福爾扎·巴貝里尼-科隆納·迪·夏拉
Ezio Gamba,埃齐奥·甘巴
Luigi Antonio Cantafora,類斯·安多尼·坎塔福拉
Valerio Held,瓦莱里奥·霍尔德
Giuseppe Tatarella,朱塞佩·塔塔雷拉
Eraldo Pizzo,埃拉尔多·皮佐
Romolo Guerrieri,罗莫洛·圭列里
Claudio Lotito,克劳迪奥·洛蒂托
Fabio Rossitto,法比奥·罗西托
Alex Righetti,亚历克斯·里盖蒂
Giorgio Puia,乔治·普亚
Franco Ceravolo,弗朗切斯科·切拉瓦罗
Fabio Ceravolo,法比奥·切拉沃洛
Angelo Turconi,安杰洛·图尔科尼
Giuseppe Sabadini,朱塞佩·萨巴迪尼
Patrizio Sala,帕特里齐奥·萨拉
Andrea Manfredi,安德烈亚·曼弗雷迪
Carlo Mattrel,卡洛·马特雷尔
Andrea Soncin,安德烈亞·松欽
Angelo Barbagallo,安杰洛·巴尔巴加洛
Michele Mian,米凯莱·米安
Alessandro Abbio,亚历山德罗·阿比奥
Anna Maria Bernini,安娜·玛丽亚·贝尔尼尼
Anna Maria Tatò,安娜·瑪麗亞·托托
Gennaro Sardo,詹納羅·薩爾多
Vincenzo Lojacono,罗亚谷诺
Samuel Di Carmine,萨穆埃尔·迪·卡尔米内
Simone Pianigiani,西蒙·帕亚加尼
Pierluigi Cera,皮耶路易吉·切拉
Angelo Ephrikian,安杰洛·埃弗里基安
Rosario Maddaloni,罗萨里奥·马达洛尼
Marcello Miani,马尔切洛·米亚尼
Leandro Remondini,莱安德罗·雷蒙迪尼
Andrea Santoro,安德肋·桑托羅
Michele Soavi,米歇尔·索伊
Vincenzo Marchese,文森佐·马尔凯塞
Luigi Di Gianni,路易吉·迪·吉安尼
Luigi Moretti,路易吉·莫雷蒂
Luigi Kuveiller,路易吉·庫韋伊萊尔
Luigi Lugiato,路易吉·卢贾托
Luigi Maiocco,路易吉·马约科
Vincenzo Gamna,文森佐·加姆納
Vincenzo Labella,文森佐·拉德拉
Annalisa Minetti,安娜丽莎·米内蒂
Riccardo Saponara,里卡尔多·萨波纳拉
Lionello Venturi,文杜里
Vittorio Magnago Lampugnani,維托里奧·馬格納戈·蘭帕格納尼
Spartaco Landini,斯帕尔塔科·兰迪尼
Annalisa,安娜丽莎
David Vignoni,戴维·维尼奥尼
Luigi Roncaglia,路易吉·龙卡利亚
Luigi Sartor,路易吉·萨尔托尔
Tony Dobbins,安東尼·多賓斯
Antonello Matarazzo,安東內洛·馬塔拉佐
Vittorio De Sisti,維托里奧·德·西斯蒂
Ruggero Verroca,鲁杰罗·韦罗卡
Nicolò Cherubin,尼古洛·切魯賓
Antonio Latella,安东尼奥·拉泰拉
Maurizio D'Achille,毛里齐奥·达基莱
Gino Pollini,基諾·波里尼
Luigi Simoni,路易吉·西蒙尼
Vittorio Cerruti,翟禄第
Odoacre Chierico,奥多亚克雷·基耶里科
Geminio Ognio,杰米尼奥·奥尼奥
Russell Teibert,羅素·泰拔
Marco Meoni,馬爾科·梅奧尼
Giuseppe Bastianini,朱塞佩·巴斯蒂安尼尼
Doriano Romboni,多里亞諾·隆博尼
Giovanni Cornacchini,吉奥瓦尼·科纳奇尼
Maurizio Carnino,毛里齐奥·卡尔尼诺
Italo Galbiati,伊塔洛·加爾比亞蒂
Alessandro Motti,亚历山德罗·莫蒂
Luciano Chiarugi,盧基阿諾·基阿魯吉
Oreste Moricca,奥雷斯特·莫里卡
Serena Ortolani,塞雷娜·奥尔托拉尼
Antonio Percassi,艾雲·盧加利
Elisabetta Gnone,伊丽莎白塔·格诺娜
Giuseppe Moro,朱塞佩·莫罗
Achille Piccini,阿基莱·皮奇尼
Fausto Brizzi,法乌斯托·布里齐
Piera Degli Esposti,皮拉·德格利·埃斯波斯蒂
David Fisher,大衛·費雪
Armando Dell'Aquila,阿尔曼多·德拉奎拉
Augusto Fantozzi,凡托齊
Peter Gschnitzer,彼得·克施尼策尔
Silvano Raggio Garibaldi,西尔瓦诺·拉焦·加里波第
Stefano Tempesti,斯特凡诺·滕佩斯蒂
Giuseppe Greco,朱塞佩·格雷科
Renzo Rosso,伦佐·罗索
Daniele Archibugi,Daniele Archibugi
Gabriele Cioffi,加布里埃萊·喬菲
Margherita Granbassi,玛格丽塔·格兰巴西
Umberto Panerai,翁贝托·帕内拉伊
Roldano Simeoni,罗尔达诺·西梅奥尼
Edoardo Garzena,爱德华多·加尔泽纳
Fabio Maj,法比奥·马伊
Carolina Costagrande,科斯塔格蘭德
Stefano Carozzo,斯特凡诺·卡罗佐
Davide Rummolo,达维德·鲁莫洛
Elena Zareschi,埃琳娜·扎雷斯基
Ascanio Celestini,阿斯卡尼奧·切萊斯蒂尼
Leonardo Costagliola,莱奥纳尔多·科斯塔廖拉
Amleto Frignani,阿姆莱托·弗里尼亚尼
Geppi Cucciari,杰皮·库奇阿里
Alberto Alberani,阿尔贝托·阿尔贝拉尼
Sante Spigarelli,桑特·斯皮加雷利
Adriano Pappalardo,阿德里亚诺·帕帕拉多
Pierre Carniti,皮爾·卡尼蒂
Manuel De Sica,曼努埃尔·代·狄西嘉
Fabio Dal Zotto,法比奥·达尔佐托
Carlo Orlandi,卡洛·奥兰迪
Harry Bertoia,哈里·貝爾托亞
Celso Valli,塞爾索·瓦利
Luigi Mannelli,路易吉·曼内利
Barbara Canepa,芭芭拉·卡妮帕
Ubaldo Soddu,烏巴多·索杜
Luigi Cingolani,路易吉·辛戈拉尼
Eduardo Tuzzio,艾度亞度．杜斯奧
Alfredo Castelli,阿爾弗雷多·卡斯特利
Massimo Volta,馬西莫·沃爾塔
Enrico Donati,恩里科·多納蒂
Barbara Magnolfi,芭芭拉·马尼奥尔菲
Marcello Andrei,马切洛·安德烈
Marcello Semeraro,才祿·塞梅拉羅
Rose,羅絲
Paola Croce,保拉·克罗切
Mario Almondo,马里奥·阿尔蒙多
Elena Vallortigara,埃琳娜·瓦洛蒂加拉
Sara Franchetti,萨拉·弗兰切蒂
Cesare Emiliani,塞萨尔·埃米利安尼
Nicola Pasini,尼古拉·帕西尼
Giulio Iellini,朱利奥·耶利尼
Piero Badaloni,皮耶罗·巴达洛尼
Barbara Alberti,芭芭拉·阿尔贝蒂
Sandro Continenza,桑德罗·康泰恩萨
Max Giusti,马克斯·朱斯蒂
Giuseppe Bognanni,朱塞佩·博尼安尼
Arturo Michelini,阿尔图罗·米凯利尼
Gian Piero Brunetta,吉安·皮耶羅·布魯內塔
Franco Bertinetti,佛朗哥·贝尔蒂内蒂
Giuseppe Taglialatela,塔格利亞拉特拉
Enea Zuffi,埃内亚·祖菲
Taismary Agüero,泰斯瑪麗·阿古路
Mario Magnozzi,马里奥·马尼奥齐
Roberto Nobile,罗伯托·诺比勒
Dario Gradi,加迪
Luigi Frusci,路易吉·弗魯西
Antonio Capuano,安東尼奧·卡布阿諾
Franco Abbiati,弗兰科·阿比亚蒂
Damiano Pippi,达米亚诺·皮皮
Ivan Cudin,伊凡庫丁
Roberto Brunamonti,罗伯托·布鲁纳蒙蒂
Marco Müller,马可·穆勒
Oreste Capuzzo,奥雷斯特·卡普佐
Ezio Roselli,埃齐奥·罗塞利
Dante Rossi,丹特·罗西
Virginia Giorgi,维尔吉尼娅·乔治
Monica Scattini,莫妮卡·斯嘎蒂尼
Pasquale Gravina,帕斯夸莱·格拉维纳
Alessia Marcuzzi,阿莱西亚·马库奇
Fabio Sciacca,法比奧·夏卡
Yuri Confortola,尤里·孔福尔托拉
Vincenzo Cuccia,温琴佐·库恰
Gianfranco Marzolla,詹弗兰科·马尔佐拉
Alberto Bonacossa,阿爾貝托・伯納科薩
Sergio Della Pergola,塞爾吉奧·德拉·佩爾戈拉
Neri Marcorè,尼利·马可利
Erika Fasana,埃丽卡·法莎娜
Enzo Miccio,恩佐·米西奥
Eva Robin's,伊娃·羅賓
Mogol,莫哥
Enzo Apicella,恩佐·阿皮塞拉
Andrea Sartoretti,安德烈·薩托萊蒂
Christian Stuani,克里斯蒂安·斯圖亞尼
Enrico Platé,恩里科·普拉特
Marcello Bertinetti,马尔切洛·贝尔蒂内蒂
Giovanni Canova,乔瓦尼·卡诺瓦
Jeffrey Jey,傑佛瑞·傑
Esmeralda Calabria,斯梅拉达·卡拉布里亚
Irene Pivetti,伊雷内·皮维蒂
Michele Pertusi,米歇尔·卜图斯
Emiliano Mondonico,埃米利阿諾·蒙多尼科
Nathalie Moellhausen,娜塔莉·莫尔豪森
Franco Tognini,佛朗哥·托尼尼
Angelo Vicardi,安杰洛·维卡尔迪
Ambrogio Levati,安布罗焦·莱瓦蒂
Pietro Figlioli,彼得罗·菲廖利
Blu,Blu
Attilio Giovannini,阿蒂利奥·焦万尼尼
Enrico Medioli,安里克·梅迪奧里
Maya Sansa,玛雅·桑萨
Carmela Corleone,卡梅拉·柯里昂
Carlo Bonomi,卡洛·博诺米
Oleg Caetani,奧列格·凱塔尼
Roberto Sabatino Lopez,羅貝托·薩巴提諾·洛佩茲
Ettore Gracis,埃托雷·格雷西斯
Margareth Madè,马格蕾斯·梅德
Albert Band,阿爾伯特·樂隊
Manuela Leggeri,曼努埃拉·莱杰里
Pietro Gazzera,彼得羅·加澤拉
João Pedro,若昂·佩德羅
Renato Vallanzasca,雷纳托·瓦伦卡斯扎
Giorgio Avola,乔治·阿沃拉
Gabriele Tredozi,加布里埃爾·特雷多齊
Enrico Gilardi,恩里科·吉拉尔迪
Ercole Olgeni,埃尔科莱·奥尔杰尼
Carlo Scorza,卡洛·斯科爾扎
Nicola Rizzuto,尼科洛·里兹图
Nina Soldano,妮娜·索尔达诺
Umberto Zanolini,翁贝托·扎诺利尼
Diego Della Valle,迭戈·德拉·瓦莱
Alessandro Marchetti,亚历山德罗·马尔凯蒂
Nicoletta Elmi,尼科萊塔·艾米
Enzo Masetti,恩佐·馬薩迪
Anna Tanzini,路易莎·坦齐尼
Orlando Polmonari,奥兰多·波尔莫纳里
Alceo Galliera,阿尔西奥·加列拉
Bernardino Molinari,贝尔纳尔迪诺·莫利纳里
Fabrizio Rongione,法布里齐奥·罗吉恩
Graziella Magherini,葛拉齊拉·馬赫里尼
Comunardo Niccolai,科穆纳尔多·尼古拉
Marco Bonamico,马尔科·博纳米科
Iolanda Margherita di Savoia,約蘭達公主
Mario Armano,马里奥·阿尔马诺
Roberto Zandonella,罗伯托·赞多内拉
Nitto Palma,尼托·法蘭西斯科·帕馬
Agostino Saccà,阿戈斯蒂诺·萨卡
Olimpia Carlisi,奥林匹娅·卡尔立斯
Nora Ricci,諾拉·瑞奇
Lando Fiorini,蘭多·菲奧里尼
Oscar D'Agostino,奥斯卡·达戈斯蒂诺
Arnaldo Carli,阿纳尔多·卡利
Giorgia Palmas,格鲁吉亚·帕尔马斯
Paolo Guzzanti,保罗·古扎蒂
Franco Berardi,弗兰克·比弗·布拉迪
Pierpaolo Ferrazzi,皮耶尔保罗·费拉齐
Primo Magnani,普里莫·马尼亚尼
Luigi Samele,路易吉·薩梅萊
Eugenio Bennato,欧金尼奥·本纳托
Rino Ferrario,里诺·费拉里奥
Giovanni Scatturin,乔瓦尼·斯卡图林
Ruggero Ferrario,鲁杰罗·费拉里奥
Carlo Acutis,卡洛‧阿庫蒂斯
Eugenio Fascetti,欧根尼奥·法塞蒂
Oreste Scalzone,奥雷斯特·斯卡尔佐内
Orlando Corradi,奧蘭多·科拉迪
Antonio Cattalinich,安特·卡塔利尼奇
Simeone Cattalinich,希蒙·卡塔利尼奇
Gian Piero Ventura,雲杜拉
Giuseppe Puliè,朱塞佩·普列
Onorato Damen,奥诺拉托·达门
Paolo Gioli,保羅·治奧利
Giovanni Delise,乔瓦尼·德利塞
Paolo Roversi,保羅·羅維爾西
Aisha Cerami,艾莎·塞拉米
Renato Petronio,雷纳托·彼得罗尼奥
Valerio Perentin,瓦莱里奥·佩伦廷
Fabrizia Sacchi,法布里齐亚·萨基
Fabrizio Ambrassa,法布里佐·安布拉萨
Alan Cappelli Goetz,阿伦·卡裴利·戈茨
Alan D. Altieri,塞尔吉奥·阿尔铁里
Francesco Cattalinich,弗拉内·卡塔利尼奇
Carlo Ludovico Ragghianti,卡洛·盧多維科·拉吉迪
Alberto Angelini,阿尔贝托·安杰利尼
Fabio Vullo,法比奥·武洛
Albertino,阿尔贝蒂诺
Paolo Graziosi,保罗·格拉齐奥西
Thomas Mangani,湯馬士·曼加尼
Gianandrea Noseda,詹安德烈·诺塞达
Fabio Paratici,法比奧·柏拉迪治
Pierluigi Frattali,皮耶路易吉·弗拉塔利
Piero Gilardi,皮耶罗·吉拉尔迪
Carlo Cavagnoli,卡洛·卡瓦尼奥利
Alberico Casardi,阿尔贝里科·卡萨尔迪
Paul Derbyshire,保羅·德比謝爾
Carlos Holguín Sardi,卡洛斯·奥尔古因·萨尔迪
Albano Pera,阿尔巴诺·佩拉
Ulderico Sergo,乌尔德里科·塞尔戈
Carmine Recano,卡邁因·雷卡諾
Giovanni Pellielo,乔瓦尼·佩列洛
Fabrizio Frizzi,法布里佐·弗里齐
Fabrizio Falco,法布里齐奥·法尔科
Luigi Rovati,路易吉·罗瓦蒂
Alberto Cardone,阿尔贝托·卡多恩
Alberto Cavallone,阿尔贝托·卡弗隆
Luciano Violante,卢西亚诺·维奥兰特
Carlo Perrier,卡羅·佩里爾
Ferdinando Scianna,费迪南多·希安纳
Paolo Sassanelli,保罗·萨萨内利
Pierpaolo Donati,皮尔保罗·多纳蒂
Pierre-Alain Meier,皮埃尔-阿兰·迈耶
Carlo Ninchi,卡罗·宁奇
Gavino Matta,加维诺·马塔
Gianvito Martino,吉安維托·馬丁諾
Petra Magoni,佩特拉·马戈尼
Carl Marzani,卡爾·馬札尼
Alessandro Tedeschi,亚历山德罗·特德斯奇
Alessandro Tersigni,亚历山德罗·特尔西尼
Daniele Molmenti,达尼埃莱·莫尔门蒂
Giacomo Galanda,贾科莫·加兰达
Alberto Castagna,阿尔贝托·卡斯塔尼亚
Alessandro Fei,亞歷山德羅·費
Pina Piovani,皮娜·皮奥瓦尼
Cecilia Mangini,賽茜莉雅·曼基尼
Alessandro Sperduti,亚历山德罗·斯珀杜蒂
Felice Laudadio,菲利斯·劳达德
Pietro Grossi,皮特羅·葛羅西
Fiorenzo Carpi,菲奧倫佐·卡爾皮
Feriana Ferraguzzi,费里亚娜·费拉古齐
Tomas Ress,托馬斯·萊斯
Stefano Gentile,斯特法諾·根特爾
Filippo Grandi,菲利浦·葛蘭迪
Domenico Maietta,多梅尼科·梅埃塔
Tazio Secchiaroli,齐奥·塞克齐亚洛里
Alessandro Tiberi,亚历山德罗·提贝帝
Alessandro Torlonia,亞歷山德羅·托隆尼亞
Alessia Mancini,阿莱西亚·曼奇尼
Alessandro Tulli,亚历山德罗·图里
Alberto Cairo,阿尔贝托·凯罗
Elisa Casanova,埃莉萨·卡萨诺瓦
Alessia Merz,阿莱西亚·默茨
Pippo Delbono,皮波·德尔波诺
Pippo Mezzapesa,皮波·梅薩佩薩
Alberto Di Stasio,阿尔贝托·迪·斯塔西奥
Chiara Francini,琪亚拉·弗兰西尼
Pio Ferraris,皮奥·费拉里斯
Chiara Caselli,切瑞拉·凯瑟莉
Regina Orioli,里贾纳·奥里奥利
Morgana Giovannetti,莫甘娜·喬瓦內蒂
Cinzia De Ponti,辛琪亞·德·朋帝
Chiara Conti,基娅拉·孔蒂
Alessia Barela,阿蕾西娅·贝儿拉
Alessia Amendola,阿莱西亚·阿门多拉
Fosco Giachetti,福斯科·格拉切蒂
Alessia Ventura,阿莱西亚·文图拉
Francesca Testasecca,弗朗塞斯卡·特施塔西卡
Tyrone Grant,泰龙·格兰特
Raffaele Baldassarre,拉法埃莱·巴尔达萨雷
Rachele Sangiuliano,拉凯莱·圣朱利亚诺
Chiara Muti,基婭拉·穆蒂
Luciano Negrini,卢恰诺·内格里尼
Alessio Cigliano,阿莱西奥·西利亚诺
Alessio Casimirri,阿莱西奥·卡西米里
Regina Bianchi,里贾纳·比安奇
Francesco Bruni,弗朗切斯科·布鲁尼
Alberto Giuliani,阿爾貝托·朱利安尼
Francesco Bellini,弗朗切斯科·贝利尼
Claudio Maccone,克勞迪奧·梅肯
Alberto Ghibellini,阿尔贝托·吉贝利尼
Alessio Garavello,亞拉蘇·蓋瑞法拉
Ciro Petrone,西罗·佩特罗内
Alberto de' Stefani,阿尔贝托·德斯特凡尼
Francesco Flachi,弗朗西斯科·弗拉基
Eros Puglielli,艾罗斯·普利亚利
Riccardo Bocchino,里卡多·博奇諾
Francesco Pasinetti,弗朗西斯科·帕西内蒂
Francesco Cancellotti,弗朗切斯科·坎切洛蒂
Frédéric François,弗雷德里克·弗朗索瓦
Alessio Bertallot,阿莱西奥·贝尔塔洛特
Neri Parenti,内里·帕伦蒂
Fulvio Wetzl,富维奥·韦茨尔
Francesca Quondamcarlo,弗朗西斯卡·孔达姆卡洛
Riccardo Galeazzi Lisi,里卡爾多·加萊阿齊-利西
Francesco Dall'Olio,弗朗切斯科·达洛利奥
Riccardo Tisci,里卡多·提西
Richard Benedict,理查德·貝內迪克特
Arturo De Vecchi,阿尔图罗·德韦基
Marco Antonio Mandruzzato,马尔科·安东尼奥·曼德鲁扎托
Renato Scarpa,雷纳托·斯卡帕
Alex Braga,亚历克斯·布拉加
Alex Farolfi,亚历克斯·法罗菲
Alberto Radi,阿尔贝托·拉迪
Athos Tanzini,阿托斯·坦齐尼
Sara Tommasi,萨拉·托马西
Roberta Torre,洛柏塔·托雷
Adriano Tilgher,阿德里亚诺·蒂尔格尔
Aldo Masciotta,阿尔多·马肖塔
Emanuele Beraudo di Pralormo,埃马努埃莱·贝劳多·迪普拉洛尔莫
Alberto Lombardi,阿尔贝托·隆巴尔迪
Alex Di Giorgio,阿萊克斯·迪·吉奧喬
Almiro Bergamo,阿尔米罗·贝尔加莫
Alfio Marchini,阿尔菲奥·马尔基尼
Mauro Racca,毛罗·拉卡
Francesco Pernigo,弗朗切斯科·佩尔尼戈
Franco Cucinotta,古仙諾達
Carlo Turcato,卡洛·图尔卡托
Emilio Salafia,埃米利奥·萨拉菲亚
Alberto Matano,阿尔贝托·马塔诺
