Hebe Camargo,赫柏·卡马戈
Ailton Cesar Junior Alves da Silva,艾爾頓·塞薩爾·小阿爾維斯·達席爾瓦
Victorino Chermont,維多利諾·克萊蒙
Marcus Ornellas,马库斯·奥内拉斯
Joel Portella Amado,岳厄爾·波爾特拉-阿馬多
Paulo Alves Romão,保祿·阿爾韋斯-羅芒
Paulo Julio Clement,保羅·朱莉奧·克萊門特
Caio Henrique,卡約·恩里克
Sônia Guajajara,索尼亚·瓜哈哈拉
Ana Patrícia Ramos,安娜·帕特里夏·拉莫斯
Igor Julio dos Santos de Paulo,伊戈尔·胡利奥
Júlia Murat,茱莉亞·穆拉
Willian Popp,威利安·波普
Adriana Pissardini,阿德里亚娜·皮萨尔迪尼
Marina Canetta Gobbi,瑪莉娜·卡内塔
Danilo,達尼洛·巴塞羅斯
Gustavo Hamer,古斯塔沃·哈默
Moacir Aparecido de Freitas,莫亞西爾·阿帕雷西達·達弗雷塔斯
Alexandre Pantoja,亚历山大·潘托哈
Wagner Rosário,瓦格纳·罗萨里奥
Dalbert Henrique,軒歷基
Raphael Dias Belloli,拉菲尼亚
Hélio Pereira dos Santos,埃利奧斯·佩雷拉-多斯-桑托斯
Paulo Conrado do Carmo Sardin,保罗·孔多拉·卡尔莫·萨丁
Sonia Corrêa,索妮亞·科瑞亞
Marcus Wendel Valle da Silva,文德尔
Marta Baeza,马尔塔·巴埃萨
Maurício Spada,莫里西奥·斯巴达
Geovane Luís da Silva (bispo),熱奧瓦內·類斯·達-西爾瓦
Otacílio Ferreira de Lacerda,奧塔西利奧·費雷拉-德-拉塞爾達
Tirullipa,Tirullipa
Dominic Vinicius,多米尼克·维尼修斯
Maicon de Andrade,迈孔·安德拉德
Rosicley Pereira da Silva,霍西克利·佩雷拉·达·席尔瓦
Enzo Fittipaldi,恩佐·菲蒂帕爾迪
Victor Hugo Santana Carvalho,比托諾
Paulo Cavalcante,保罗·卡瓦坎特
Hamilton De Souza Junior,漢密爾頓·迪蘇沙·祖利亞
Henrique Zaga,亨利·查加
Antônio de Assis Ribeiro,安多尼·達-阿西斯-里貝羅
Igor Vinícius,伊戈尔·维尼修斯
Vicente de Paula Ferreira,雲先·費雷拉
Felipe Castanhari,费利佩·卡斯坦哈里
Carlos Takeshi,卡洛斯·塔克希希
Elizeu Zaleski dos Santos,埃利泽·扎莱斯基·多斯·桑托斯
Dandara Mariana,丹达拉·玛丽安娜
Ana Paula Minerato,安娜·保拉·米奈拉托
Thaís Bianca,特伊斯·比安卡
Marcos Vinicius Amaral Alves,马尔克斯·维尼修斯·阿马拉尔·阿尔维斯
Bruno Sigrist,布鲁诺·西格里斯特
Fabio Rabello,法比奥·拉贝洛
Marcelo Ferrari,马塞洛·法拉利
Rogério,罗热里奥
Pedro Victor Delmino da Silva,佩德里尼奧
Gabriel Santos,加布里埃尔·桑托斯
Luiz Felipe Ramos Marchi,路爾斯·菲臘比
Jorge de Moura Xavier,若热·德·穆拉·沙维尔
Willian Lira,威利安·里拉
Domilson Cordeiro dos Santos,多多
Betina Korbes Schmidt,贝蒂娜·科尔伯斯·施密特
Marília Mendonça,玛丽亚·门东萨
Cristiano da Silva Leite,克里斯蒂亞諾·達·席爾瓦·雷特
Gaudêncio Lucena,高登西奧盧西拿
André Silva,安德雷·席爾瓦
Artur Silva Pomoceno,阿图尔·席尔瓦·波莫切诺
Samuel Xavier Brito,薩穆埃爾·澤維爾
Vinicius Júnior,维尼修斯·儒尼奥尔
Murilo Cerqueira,穆里洛·塞凯拉
Raniel,拉尼尔
Samya Pascotto,萨米亚·帕斯科托
Milena Martines,米丽娜·马丁内兹
Henrique Martins,塞萨尔·马丁斯
Christian Figueiredo,克里斯蒂安·菲格雷多
Gregore (Futebolista),格雷戈雷
Sandro Lima,桑德罗·利马
Jailson Marques Siqueira,雅伊尔松·塞奎拉
Dennis Murillo,丹尼斯·马利洛·斯克尔奇皮克
José Ricardo Mannarino,澤·里卡多
Jovane Guissone,若瓦内·吉松
Matheus Cunha,马特乌斯·库尼亚
Victor Braga,维克托·布拉加
Bo Bichette,波·比薛特
Bruna Griphao,布鲁娜·格里福
Osman,奥斯曼·儒尼奥尔
Carlos Vinícius Alves Morais,卡路士·雲尼斯奧斯
Monalysa Alcântara,蒙娜丽莎·阿尔坎塔拉
Jadson,雅德松·克里斯蒂亚诺·席尔瓦·德·莫赖斯
José Calasans,José Calasans
Jaimerson da Silva Xavier,雅伊梅
Luisa Arraes,路易莎·阿瑞斯
Bruna Takahashi,高桥布鲁娜
Waldenberg Messias Coelho,華登貝治·梅西亞斯·科爾賀
Douglas Luiz Soares de Paulo,道格拉斯·路易斯
Bruno Tabata,布魯諾·塔巴塔
Eduardo Praes,艾華度
Leonidas Soares Damasceno,莱昂尼达斯·苏亚雷斯·达马塞诺
Matheus Fernandes,費南德斯
Eric Takabatake,埃里克·高畠
Lucas Morelatto,卢卡斯·莫雷拉托
Léo Ceará,莱昂纳多·代·索萨·佩雷拉
Marcelo Calero,马塞洛·卡莱罗
Felipe Meligeni Alves,费利佩·梅利杰尼·阿尔维斯
Jair Ventura,雅伊尔·文图拉
José Ivaldo Almeida Silva,何塞·伊瓦尔多·阿尔梅达·席尔瓦
Wagner da Silva Souza,瓦吉尼尼奥
Marcos Bezerra Abbott Galvão,高望
Jandrei Chitolina Carniel,扬德雷
Rogério Lins,罗杰里奥·林斯
Susana Ribeiro,蘇珊娜·施納多夫
Caíque Luiz Santos da Purificação,凯克·路易斯·桑托斯·达·普里菲卡索
Arthur Oliveira,阿图尔·奥利韦拉
Arthur Henrique Ramos de Oliveira Melo,阿图尔·梅洛
Daniel Cargnin,丹尼爾·卡格連
Gleison Bremer Silva Nascimento,格雷森·布雷默
Camila Coutinho,卡米拉·科蒂尼奥
Bianca de Oliveira Lima,比安卡·德奧利維拉·利馬
Jefferson Pereira,傑佛遜·桑托斯·佩雷拉
Felipe Drugovich,费利佩·德鲁戈维奇
Edmilson Tadeu Canavarros dos Santos,埃德米爾松·達陡·卡納瓦羅斯-多斯-桑托斯
Paulo Henrique Sampaio Filho,保羅·恩里克·桑帕伊奧
Raphael Cavalcante Veiga,拉菲爾·維加
Gabriel Costa França,加比爾·哥斯達
Rodrigo Pacheco,罗德里戈·帕谢科
Flávio César Resende Gualberto,弗拉維奧·瓜爾貝托
Luiz de Araújo Guimarães Neto,路易斯·阿勞霍
Gabriel Leone,加布里埃尔·莱昂
Vintage Culture,Vintage Culture
Gabriel dos Santos Magalhães,加比爾·馬加希斯
Flávia Viana,弗拉维亚·维亚纳
Bruna Costa Alexandre,布魯納·科斯塔·亞歷山大
Guilherme Costa,吉列爾梅·科斯塔
João Amoêdo,若昂·阿莫多
Léo Duarte,杜阿爾特
Paulo Otávio,保罗·奥塔维奥
Matheus Jesus,马修斯·苏萨·德·热苏斯
Éder Militão,埃德尔·米利唐
Maju Trindade,真珠·特林达德
Manu Buffara,马努·布法拉
Luiz Antônio Lopes Ricci,類斯·安多尼·洛佩斯-里西
Celina Maria Turchi Martelli,瑟琳娜·塔爾奇
Wenderson Galeno,加雷諾
Luiz Cláudio Marcolino,路易斯·克劳迪奥·馬科里諾
Rodrygo Góes,羅德里戈·戈埃斯
Marcos do Nascimento Teixeira,马卡奥
Doralice Santos,多拉丽丝
Ary da Silva Graça Filho,阿里·格拉萨
Paulo Vitor Fernandes Pereira,保罗·维托尔·费尔南德斯·佩雷拉
Lucas Tolentino Coelho de Lima,盧卡斯·帕奎塔
David Neres,大衛·拿尼斯
Pedro Guilherme Abreu dos Santos,佩德罗·阿布雷乌·多斯桑托斯
Léo Natel,莱昂纳多·纳特尔
Matheus Rossetto,馬修斯·羅塞托
Jade Baraldo,婕德·巴拉多
Lima,利馬
Sâmia Lima,薩米亞·利馬
Jaqueline Lima,杰奎琳·利马
Paulo Borrachinha,保罗·科斯塔
Emerson Aparecido Leite de Souza Junior,愛默生·德索薩
Aline Rocha,阿莉内·多斯桑托斯·罗沙
Rossieli Soares,罗西利·苏亚雷斯
Juarez Delorto Secco,茹阿雷茲·德洛爾托-塞科
Francisco Cota de Oliveira,方濟各·科塔-德-歐利韋拉
Amilton Manoel da Silva,阿米爾通·厄瑪奴耳·達西爾瓦
Yago Mateus dos Santos,亚戈·多斯·桑托斯
Jessica Alves,潔西卡·艾維斯
Paulo Celso Dias do Nascimento,保祿·賽蘇·迪亞斯-多-納斯西門托
Danilo Mesquita,達尼洛·梅斯奇塔
Iza,伊扎
Arissana Pataxó,阿里桑娜·帕塔索
Anita Rocha da Silveira,安妮塔·羅沙·達·西爾維拉
Lorena Comparato,洛雷娜·孔帕拉托
Jaloo,贾鲁
Mauro Júnior,毛羅
Júnior Brumado,儒尼奥尔·布鲁马多
Beatriz Ferreira,比阿特麗斯·費雷拉
Ana Hikari,安娜·希卡里
Vitória Strada,维多利亚·斯特拉達
Andrew Parsons,安德魯·帕森斯
Ricardo Graça,里卡多·格拉薩
Jean Lucas de Souza Oliveira,热安·卢卡斯
Carlos Augusto,卡洛斯·奧古斯托
Túlio de Oliveira,圖利奧·德·奧利維拉
Hamilton Mourão,汉密尔顿·莫朗
André Luiz Frambach,安德烈·路易斯·弗兰巴赫
Aline Campos,艾琳·里斯卡多
Gabriel Baralhas,加布里埃尔·巴拉利亚斯
André Luis,安德烈·路爾斯
Yuri Alberto,尤里·阿尔贝托
Luciano Hang,卢西安诺·杭
Gil Vianna,吉爾·維安娜
Deiveson Figueiredo,戴维森·菲格雷多
Dhonata Augusto,德纳塔·奥古斯托
José Victor de Souza dos Santos,薛·域陀
David Carlos Teles Veloso,大衛·巴拉
Antony Matheus dos Santos,安东尼·马特乌斯·多斯桑托斯
Leonardo Nascimento Lopes de Souza,萊昂納多·納西門托·洛佩斯·德·蘇扎
Igor Gomes,伊戈尔·戈麦斯
Mayra Dias,梅拉·迪亚士
César Rodrigues,塞薩爾·羅德里格斯
Vitor Eudes,维克多·尤德斯
Ricardo Ryller,里卡多·里尔勒·里贝罗·里诺·席尔瓦
Flavia Pavanelli,弗拉维亚·帕瓦内利
Rafael Gevú,拉斐尔·热武
Pirula,保罗·米兰达·纳斯西门托
Paulo Roberto Nunes Guedes,保罗·盖德斯
Jhonatan Luiz da Siqueira,若纳坦
Odair Hellmann,奧迪·海爾曼
Andrevaldo Santos,瓦尔多
Naomi Munakata,宗像直美
Marcelo Álvaro Antônio,马塞洛·安东尼奥
Eduardo Gabriel Aquino Cossa,佩佩
Renan Lodi,洛迪
Guilherme Mantuan,吉列尔梅·曼图安
Ludmila da Silva,卢德米拉·达·席尔瓦
Jojo Maronttinni,乔乔·马龙蒂尼
Vítor Tormena,維托·托梅納
Umberto Louzer,翁贝托·卢泽
Victoria Vida,维多利亚·维达
Jean-Paul Prates,让•保罗•普拉特斯
Felicio Ramuth,费利西奥·拉穆斯
Walter Souza Braga Netto,瓦尔特·布拉加·内图
André Janones,安德烈·雅诺内斯
Roger Ibañez da Silva,罗热·伊巴涅斯
Asdrubal Bentes,阿斯德鲁巴尔·本特斯
Rodrigo Nascimento França,罗德里戈·贝康
Paulo André de Oliveira,保罗·安德烈·卡米洛·德奥利维拉
Raphael Rossatto,拉斐尔·罗萨托
Thiago Seyboth Wild,蒂亚戈·赛博特·怀尔德
Francisco Edson Moreira da Silva,愛迪尼奧
Cláudio Rodrigues Gomes,古加
Marielle Franco,马里耶勒·佛朗哥
Bento Albuquerque,本托·科斯塔·利马
Milena Titoneli,米萊娜·蒂托內尼
Ícaro Miguel Soares,伊卡洛·米格爾·索阿里斯
Matheus Henrique de Souza,马特乌斯·恩里克
Luana Bertolucci,盧阿娜·貝爾托盧奇·派紹
Tiago Retzlaff Nunes,蒂亚戈·努涅斯
Fabricio Farias,法布里西奥·法里亚斯
Danilo Pereira da Silva,丹尼路·彭利拿
Kiko Dinucci,基科·迪努奇
Christian Ribera,克里斯蒂安·韦斯特迈尔·里贝拉
Allan Rodrigo Aal,阿兰·阿尔
Arthur Mendonça Cabral,亞瑟·卡布拉爾
Kaio Jorge,凯奥·若热
Pally Siqueira,帕拉伊·西凯拉
Carlos José de Oliveira,嘉祿·若望·德·歐利韋拉
Viviane Jungblut,维维亚娜·容布卢特
Daniel Fuzato,丹尼尔·富扎托
Liziero,伊戈尔·利齐耶罗
João Klauss de Mello,克劳斯 (足球运动员)
Joaquim Silva e Luna,若阿金·席尔瓦·埃·卢纳
David Corrêa,戴维·科雷亚
Giovanna Diamante,焦万娜·迪亚曼特
Breno Correia,布雷諾·科雷亞
Fernando Scheffer,費爾南多·舍費
Leonardo Coelho Santos,萊昂納多·科埃洛奧·桑托斯
Matheus França Silva,马特乌齐尼奥
Leonardo de Souza Sena,里奧·塞納
Michael Richard Delgado de Oliveira,迈克尔
João Aparecido Bergamasco,若望·阿帕雷西多
Manoel de Oliveira Soares Filho,厄瑪奴耳·德·歐利韋拉·索阿雷斯·菲爾奧
Romeu Zema,罗梅乌·泽马
Wilson José Witzel,威尔逊·维泽尔
Marcella Bragio,玛塞拉·布拉吉奥
Kessi Isac dos Santos,基斯·艾錫·杜斯山度士
Mateus Cardoso Lemos Martins,馬特烏斯·卡多索·利莫斯·馬丁斯
Gabriel Menino,加布里埃尔·梅尼诺
Walce,沃尔斯
Mailson,迈尔松
Cadu Libonati,卡杜·利伯纳蒂
Marcelo Freitas,马塞洛·弗赖塔斯
Júnior Santos,儒尼奧爾·桑托斯
Tarcísio de Freitas,塔西西奧·德·福瑞塔斯
Cezinha de Madureira,塞齐纳·德·马杜雷拉
Adriana Leal da Silva,阿德里安娜
Michelle Bolsonaro,米歇爾·博索納羅
Luan Vinícius da Silva Santos,卢安
Catarina Macario,卡塔里娜·马卡里奥
José Benedito Cardoso,若瑟·本篤·卡爾多索
Ibaneis Rocha,伊巴尼斯·罗查
Lucas Jagger,卢卡斯·贾格尔
Walter Jorge Pinto,懷德·喬治·平托
Carlos Moisés da Silva,卡洛斯·莫伊塞斯
Marcos Antônio Silva Santos,马科斯·安东尼奥
Roberto Castello Branco,罗伯托·卡斯特略·布兰科
Pedro Duarte Guimarães,佩德罗·吉马良斯
Hélio Junio Nunes de Castro,赫里尼奥
Gabriel Brazão,加布里埃尔·布拉藏
Bruno Guimarães,布魯諾·吉馬良斯
Ataíde Teruel,阿泰德·特鲁埃尔
Vitor Sapienza,維托·薩皮恩扎
Fernando Azevedo e Silva,费尔南多·阿泽维多·席尔瓦
Ernesto Araújo,埃内斯托·阿劳约
Henry Fiuka,亨利·菲乌卡
Roberto Campos Neto,罗伯托·坎波斯·内托
Humberto Campana,溫貝托·坎帕納
Fernando Campana,費爾南多·坎帕納
Gustavo Vintecinco,古斯塔沃·維登斯高
Éderson José dos Santos Lourenço da Silva,埃德森
Gabriel Teodoro Martinelli Silva,加布里埃爾·馬丁內利
Johnny Walker de Souza,强尼·沃克
Daniel Freitas,丹尼尔·弗雷塔斯
Ana Caroline Campagnolo,安娜·坎帕尼奥洛
Marina Meliande,玛丽娜·梅里安德
Lucas Silva Melo,杜達
Davi de Oliveira Pinheiro,戴维·德·奥利维拉·皮涅罗
Felipe de Sousa Silva,费利佩
Evaldo Carvalho dos Santos,埃瓦爾多·卡爾瓦略·多斯·桑托斯
Gui Pereira dos Santos,桂·佩雷拉·多斯桑托斯
Larissa Albuquerque,拉丽莎·阿尔布开克
Paula von Sperling,宝拉·冯·斯珀林
Darley José Kummer,達爾萊·若瑟·庫梅爾
Luis Carlos Fontoura Goes,路易斯·卡洛斯·丰图拉·戈斯
Igor Fraga,伊戈尔·弗拉加
André Lamoglia,安德烈·拉莫利亞
Kathellen,凯瑟琳·索萨
Renata Frisson,雷纳塔·弗里森
Aldo Parisot,阿爾多·派瑞索
José Francisco Rodrigues do Rêgo,若瑟·方濟各·羅德里格斯-多-雷戈
João Pedro Junqueira de Jesus,若昂·佩德罗
Marcilio Florencio Mota Filho,尼諾
Marcos Henrique Louzada Silva,迪迪·盧扎達
Bruno Tubarão,布鲁诺·图巴拉奥
Rafael Lozano,拉斐尔·洛萨诺
Thiago Cazado,迪亚哥·卡萨多
Edina Alves Batista,艾迪娜·阿尔维斯·巴蒂斯塔
Luiz Eduardo Ramos,路易斯·拉莫斯
Alison dos Santos,埃里森·多斯·桑托斯
Miguel Silveira,米格尔·西尔维拉
Reinier Jesus Carvalho,雷涅尔·热苏斯·卡瓦略
Vaneza Oliveira,凡妮莎·奥利维拉
Jorge Oliveira,若热·奥利维拉
Roberto José da Silva,羅勃·若瑟·達-西爾瓦
Francielton Farias,弗朗塞尔顿·法里亚斯
Ricardo Milos,里卡多·米洛斯
Abraham Weintraub,亞伯拉罕·溫特勞布
Rayssa Leal,拉伊莎·尼尔
Rodrigo Nestor,罗德里戈·内斯托
Marcio Augusto da Silva Barbosa,马尔西奥·奥古斯托·达·席尔瓦·巴博萨
Guilherme Pereira de Paulo,吉列尔梅·佩雷拉·德保罗
João Carlos de Oliveira,若昂·卡洛斯·代·奥利维拉
Rafael Paes Barbosa Diniz Nogueira,拉斐尔·迪尼兹
Kelvin Hoefler,奇雲·賀夫拿
Marcos André,馬科斯·安德烈
Samuel Lino,薩穆埃爾·利諾
Hebert Conceição,赫贝尔特·康西卡奥
Thiago Lima da Silva,泰亞高
Igor Jesus Maciel da Cruz,伊戈尔·杰苏斯
Elisany Silva,艾丽莎妮·达·克鲁兹·席尔瓦
Gabriel Pec,加布里埃尔·佩克
Lindomar Rocha Mota,林多馬爾·羅沙-莫塔
Renan Victor da Silva,维克多·达席尔瓦
Jefferson Tavares da Silva,杰弗森·塔瓦雷斯·达·席尔瓦
Junior Messias,儒尼奥尔·梅西亚斯
Karen Sztajnberg,凯伦·施坦伯格
Rafa Kalimann,拉法·卡里曼
Camilo Reijers,卡米洛·雷杰斯·德·奥利维拉
Byanca Brasil,比安卡
Vinicius Souza,威尼修斯·索萨
Francisco Evanilson de Lima Barbosa,埃万尼尔松
Juliano Dornelles,胡立亞諾·多赫聶拉斯
Mychell Chagas,迈切尔·查加斯
Kalinka Schutel,卡琳卡·舒特尔
Patrick de Paula,帕特里克·德保拉
Lucas Alexandre Galdino de Azevedo,盧卡斯·亞歷山大·加爾迪諾·德·阿茲維多
Matheus Pato,马特乌斯·帕托
Dread Hot,Dread Hot
Nestor Forster,内斯托尔·福斯特
Johnny Cardoso,約翰尼·卡多佐
Marcelo Pitaluga,馬塞洛·皮塔盧加
Wagner de Assis,瓦格纳·德·阿西斯
Lázaro Vinícius,拉薩羅
Yuri César,尤里·塞萨尔
Elysiário Távora Filho,埃利夏里奥·塔沃拉·菲略
Gerson Peres,吉松·佩雷斯
Yan Couto,揚·科托
Gabriel Veron,加布里埃尔·贝隆
Mikael Severo Burkatt,米基爾（足球運動員）
Juan,胡安·桑托斯·达席尔瓦
Eduardo Oinegue,爱德华多·奥内格
Iano Salomão,伊诺·萨洛芒
Tati Minerato,塔蒂·米内拉托
Ruan Tressoldi Netto,阮·特雷索尔迪
Ivan Lima,伊万·利马
Gui Khury,桂·库里
Vicente André Gomes,文森特·安德烈·戈梅斯
Jesus Chediak,謝蘇斯·切迪亞克
Vitor Hugo Naum dos Santos,维蒂尼奥
Erick,艾歷·干拿度
Igor Paixão,伊戈尔·派尚
Dodi,多迪
Khellven,凯尔文
MC Cabelinho,MC·卡贝利尼奥
Helvécio Marins Jr.,小埃尔维西奥·马林斯
Rafael Navarro,拉斐爾·拿華路
Bruna Tavares,布鲁纳·塔瓦雷斯
Carol Sertório,卡罗尔·纳里齐尼奥
Caio Collet,卡約·寇萊
Bruna Aiiso,布鲁纳·艾伊索
Diego Rosa,迭戈·羅莎
Vladas Sidoravicius,弗拉达斯·西多拉维丘斯
Hernaldo Pinto Farias,埃爾納爾多·平托-法里亞斯
Baronesa,男爵夫人
Kawan Pereira,卡万·佩雷拉
Lucas Marcos,卢卡奥
Giulia Benite,朱利亚·贝尼特
Thati Lopes,塔蒂·洛普斯
Gisela Padovan,吉塞拉·帕多万
Xand Avião,Xand Avião
Jeová Elias Ferreira,熱奧瓦·埃利亞斯·費雷拉
Célio da Silveira Calixto Filho,塞利奧斯·達-西韋拉-卡里什托-菲爾奧
Mário Chermont,馬里奧·切爾蒙
Morato (futebolista),莫拉托
Nabiyah Be,娜比娅·毕
Augusto Zanovello,奥古斯托·扎诺维洛
Erik Jorgens de Menezes,埃里克
Pedro Sampaio,佩德罗·桑帕约
Denilson Baniwa,德尼尔森·巴尼瓦
Eduardo Pazuello,爱德华多·帕祖洛
Isaac Souza,艾萨克·苏扎
Henrique de Freitas Lima,恩里克·代·弗雷塔斯·利马
Miquéias Fernandes,米奎亞斯·費南德斯
Nyvi Estephan,内维·埃斯特凡
André Bendocchi-Alves,安德烈·本多基-阿尔维斯
Caio Paulista,卡约·保利斯塔
Fabiana Anastácio,法比亚纳·阿纳斯塔西奥
Kerolin Nicoli Israel Ferraz,克羅琳
Pedro Spajari,佩德羅·斯帕亞里
Julia Bianchi,茱莉亞·比安奇
Ary Borges,阿里·博爾赫斯
Fabrício Di Paolo,Lord Vinheteiro
Bruna Tomaselli,布魯娜·托馬塞利
Gessica Kayane,杰西卡·卡亚内
Abner Vinícius da Silva Santos,阿布內爾·維尼修斯
Angélica Santos,安赫丽卡·桑托斯
Rodrigo Andreatto,罗德里戈·安德烈托
João Victor da Silva Marcelino,若昂·维克托
Hariany Almeida,哈里亚尼·阿尔梅达
Giovani Carlos Caldas Barroca,若望·嘉祿·卡爾達斯-巴羅卡
Gui Pereira,桂·佩雷拉
Gabriel Sater,加布里埃尔·萨特
Gabriel Capixaba,加布里埃尔·卡皮萨巴
Bruno Fuchs,布魯諾·富赫斯
Tardeli Barros Machado Reis,巴罗斯·塔尔德利
Guile Branco,吉尔·布兰科
Carolina Groppa,卡罗莱娜·格罗帕
Sérgio Trindade,塞尔吉奥·特林达德
Diany,黛安尼·阿帕雷西达·马丁斯·泽维尔
Diego Henrique Costa Barbosa,迭戈·恩里克·科斯塔·巴博萨
Barbara Timo,芭芭拉·蒂莫
Brenno,布雷諾
Fábio Roberto Gomes Netto,法比奥·戈梅斯
Cláudia Assunção,克劳迪亚·阿松桑
Álvaro Rosa Costa,阿尔瓦罗·罗莎·科斯塔
Matheus Nunes,馬修斯·努內斯
Lucio Luiz,盧西奧·路易斯
Gustavo Almeida dos Santos,古斯塔沃
Breno Lopes,比奴·盧比斯
Fernando Sandoval,费尔南多·桑多瓦尔
MC Mirella,M·C·米雷拉
Gianluca Petecof,詹盧卡·皮特科夫
Jessica Senra,杰西卡森拉
Aldemir Ferreira,费雷拉
Eurídice Moreira,欧里迪塞·莫雷拉
Cássio Scheid,卡西奥·晒德
Marcos Leonardo Santos Almeida,馬高斯·里安納度
Yasmin Bachour,亞斯敏·巴舒爾
Florindo Corral,弗洛里多·科拉尔
Fernanda Colombo,費爾南達·科隆博
Tatiana Nascimento,Tatiana Nascimento
Rodrigo Muniz,洛迪高·梅尼斯
Guilherme Bala,吉列尔梅·巴拉
Flavio Soares,弗拉維奧·蘇亞雷斯
Sávio Moreira de Oliveira,薩維奧
Eduardo Aram,爱德华多·阿拉姆
Felipe Prior,费利佩·普莱尔
Francisca Celsa dos Santos,弗朗西斯卡·塞爾薩·多斯桑托斯
Ângela von Nowakonski,安热拉·冯·诺瓦孔斯基
Aylton Alemão,艾尔顿·阿莱芒
Matheus Alexandre Anastácio de Souza,马特乌斯·亚历山大
Milton Ribeiro,奥尼克斯·洛伦佐尼
Gizelly Bicalho,吉泽利·比卡霍·阿布鲁
Waldomiro Vergueiro,瓦尔多米罗·韦尔盖罗
Hernandes,埃爾南德斯·羅德里格斯·達席爾瓦
Gabriela Chibana,加布里埃拉·奇巴納
Danilo dos Santos de Oliveira,丹尼路·杜斯山度士·奧利華拉
Anderson Canhoto,安德森·卡紐托
Murilo Henrique de Araunjo Santos,穆里洛·恩里克·德·阿劳霍·桑托斯
Welington,威灵顿
Matheus Martinelli Lima,马修斯·马丁内利
Nunes Marques,卡西奥·努内斯·马奎斯
Marcus Molinari,馬庫斯·莫利納里
Luiz Henrique André Rosa da Silva,路易斯·恩里克
Wellington Rato,韦宁顿·拉托
Gustavo Mantuan,古斯塔沃·曼图安
Devid De Santana Silva,德维德
Viih Tube,Viih Tube
Metinho,梅蒂尼奥
Paulo Baya,保罗·巴亚
John Kennedy Batista de Souza,約翰·堅尼地
Emanuelly Raquel,伊曼纽莉·拉奎尔
Natan Bernardo de Souza,纳坦
Ângelo Gabriel,安热洛·加布里埃尔
Adson,阿德森·费雷拉·苏亚雷斯
DRIGGU,卡奥·萨尔
Vanderson de Oliveira Campos,范德森
Erika Hilton,埃里卡·希爾頓
Bruna Santos Nhaia,布魯寧哈
Jaider Esbell,杰德尔·埃斯贝尔
Matheus França,马特乌斯·弗兰萨
Nestor Chiesse,内斯特·基耶斯
Thyane Dantas,塞恩·丹塔斯
KVSH,卢西亚诺·费雷拉
Letícia Oro Melo,萊蒂西亞·奧羅·梅洛
Vitinho,维蒂尼奥
Gui Santos,吉·桑托斯
Antônia da Santa Cruz,安东尼娅·达·圣克鲁斯
Eduardo Dascar,爱德华多·达斯卡尔
Alessandra Korap Munduruku,亞歷山德拉·科拉普
Adrilles Jorge,阿德里尔斯·豪尔赫
Andy Star,安迪·斯塔尔
João Victor Gomes da Silva,若昂·戈梅斯
Berta Maia,貝爾塔·米那
André Trindade,安德烈
Marcus Vinicius Oliveira Alencar,马尔基尼奥斯
Keno Machado,肯诺·马查多
Jessica Yamada,山田·杰西卡
Nego Di,内戈·迪
Adressa Suita,安德雷萨·吹田
Kayky,凯伊奇
Juliette Freire,朱丽叶
Vitor Ishiy,维特·艾什
Paulo Sérgio Nogueira de Oliveira,保罗·塞尔吉奥·诺盖拉·德奥利韦拉
Almir Garnier Santos,阿尔米尔·加涅尔·桑托斯
Andrey Santos,安德里·桑托斯
Dylan Bounce,Dylan Bounce
Davi Keplmair,达维·凯普莱米尔
Deolane Bezerra,戴奥拉内·贝泽拉
Jorge Teixeira Ramos,若热·特谢拉·拉莫斯
Naldinho,莱昂纳多·本尼迪托·达·席尔瓦
Flay,Flay
Gisberta Salce Júnior,吉丝贝尔塔·莎尔塞
Sérgio Dávila,塞尔吉奥·达维拉
Bianca Matte,比安卡·马特
Carlos Alberto Franco França,卡洛斯·弗兰萨
Carlos Sotto Mayor,卡洛斯·索托·麦耶
Rafael Ribeiro,拉斐尔·里贝罗
Helène Matarazzo,海伦娜·玛丽·布兰奇·图尔图瓦
Matías de Andrade,馬蒂亞斯·德·安德拉德
Mileide Mihaile,米莱德·米哈伊莱
Dynho Alves,迪尼奥·阿尔维斯
Daiara Tukano,戴亚拉·图卡诺
Gil do Vigor,Gil do Vigor
Caike Luna,Caike Luna
Roberto Faria,罗伯托·法利亚
McKeidy Lisita,麦凯迪·里斯塔
Gabriel Bortoleto,加布里埃尔·博尔托莱托
Thales Bretas,泰雷兹·布雷塔斯
Dino Sinovčić,迪諾·西諾維西奇
Thelma Assis,塞尔玛·阿西斯
Natali Pazete,娜塔莉·帕泽特
Thiago Pethit,蒂亚戈·佩蒂特
Drik Barbosa,德里克·巴博薩
Léo Rabelo,里奥·拉贝洛
Du Queiroz,杜·奎罗斯
Lívia Inhudes,莉维亚·因胡德斯
Lourinelson Vladmir,劳林内尔逊·乌拉德米尔
Daniel Florêncio,丹尼尔·弗洛伦西奥
Endrick Felipe,恩德里克
Marcelo Cic,马塞洛·西奇
Maria da Esperança de Bourbon,瑪利亞·德·拉·伊斯佩兰扎王妃
Vitor Roque,維托·羅克
Luciano Amaral,卢西亚诺·苏鲁吉·多·阿马拉尔·菲洛
Darwin Del Fabro,达尔文·德尔·法布罗
Ricardo Cappelli,里卡多·加西亚·卡佩利
Sérgio Lomba,塞吉奧·隆巴
Thuany Martins,图阿尼·马丁斯
