Douglas Adams,ダグラス・アダムズ
Russell Downing,ラッセル・ダウニング
Armstrong Gibbs,セシル・アームストロング・ギブズ
Cecil Hepworth,セシル・ヘプワース
Neil Marshall,ニール・マーシャル
Dmitri Smirnov (composer),ディミトリー・スミルノフ
David Held,デイヴィッド・ヘルド
David Hare (playwright),デヴィッド・ヘアー
Iwan Thomas,イワン・トーマス
"Joe Lewis (footballer, born 1987)",ジョー・ルイス・(サッカー選手)
Lewis Price,ルイス・プライス
Chris Newton,クリス・ニュートン
Cecil Sandford,セシル・サンドフォード
David Gyasi,デヴィッド・ジャーシー
Frank Dillane,フランク・ディレイン
Robert Huff,ロバート・ハフ
Don McCullin,ドン・マッカラン
John O. Westwood,ジョン・ウェストウッド
Ian Graham,イアン・グレアム
Harcourt Williams,ハーコート・ウィリアムズ
"David Trefgarne, 2nd Baron Trefgarne",デイヴィッド・トレフガン・(第2代トレフガン男爵)
Don Sharpe,ドン・シャープ・(音響編集者)
Donald Cameron Watt,ドナルド・キャメロン・ワット
Donald Moffat,ドナルド・モファット
Donald Lynden-Bell,ドナルド・リンデン＝ベル
Donald Healey,ドナルド・ヒーリー
George Boyd (footballer),ジョージ・ボイド
Paul Gallagher (footballer),ポール・ギャラガー
Catherine Storr,キャサリン・ストー
Ashley Hutchings,アシュリー・ハッチングス
Ashley Barnes,アシュリー・バーンズ
Peter Geach,ピーター・ギーチ
Joe Deakin,ジョセフ・ディーキン
Frank Watson Dyson,フランク・ダイソン
James Weaver (racing driver),ジェームス・ウィーバー
Leslie Mottram,レスリー・モットラム
Michael Caton-Jones,マイケル・ケイトン＝ジョーンズ
George Benjamin (composer),ジョージ・ベンジャミン
Donald Davies,ドナルド・ワッツ・デービス
David Keilin,デーヴィッド・ケイリン
David Leslie (racing driver),デイビッド・レズリー
David Lindsay (novelist),デイヴィッド・リンゼイ
Peter Cattaneo,ピーター・カッタネオ
Louise Brealey,ルイーズ・ブリーリー
Alastor Moody,アラスター・ムーディ
David Jackson (musician),デヴィッド・ジャクソン
Bellatrix Lestrange,ベラトリックス・レストレンジ
David J. Asher,デイヴィッド・アッシャー・(天文学者)
Albert Pierrepoint,アルバート・ピアポイント
Eugene Aynsley Goossens,ユージン・グーセンス
Harry Vardon,ハリー・バードン
Cylob,サイロブ
Leo Genn,レオ・ゲン
Reg Park,レグ・パーク
Tamer Hassan,テイマー・ハッサン
Richard Sinclair,リチャード・シンクレア
Jessica Sula,ジェシカ・スーラ
Thom Latimer,トム・ラティマー
Martin Cranie,マーティン・クレイニー
Adam Godley,アダム・ゴドリー
Steven Thompson (Scottish footballer),スティーヴン・トンプソン
James P. Hogan (writer),ジェイムズ・P・ホーガン
David Mitrany,デイヴィッド・ミトラニー
David Moorcroft,デビッド・ムーアクロフト
David Mitton,デヴィッド・ミットン
D. M. S. Watson,デービッド・M・S・ワトソン
"Doreen Massey, Baroness Massey of Darwen",ドリーン・マッシー・(ダーウェンのマッシー男爵)
Stephen Hough,スティーヴン・ハフ
Erica Batchelor,エリカ・バチェラー
Lionel Davidson,ライオネル・デヴィッドスン
Momus (musician),モーマス
Stanley Donwood,スタンリー・ドンウッド
Niall McGinn,ナイアル・マッギン
David Marshall (Scottish footballer),デヴィッド・マーシャル
George Hackenschmidt,ジョージ・ハッケンシュミット
Edward Atkinson Hornel,エドワード・ホーネル
Charles Evans (mountaineer),チャールズ・エヴァンス・(登山家)
C. V. Boys,チャールズ・バーノン・ボーイズ
Charles Henry Bartlett,チャールズ・ヘンリー・バートレット
Zavon Hines,ザヴォン・ハインズ
Tom Cairney,トム・ケアニー
Michael Owen (rugby union),マイケル・オーウェン・(ラグビー選手)
Dorothy Campbell,ドロシー・キャンベル
David Parry (conductor),デヴィッド・パリー
David Peace,デイヴィッド・ピース
Peter Cook (architect),ピーター・クック・(建築家)
Richard Robinson (philosopher),リチャード・ロビンソン・(哲学者)
Harvey Goldstein,ハーヴェイ・ゴールドステイン
Erwin Stein,エルヴィン・シュタイン
Clive Merrison,クライヴ・メリソン
Mark Richardson (sprinter),マーク・リチャードソン
Ted Ditchburn,テッド・ディッチバーン
John Lowe (darts player),ジョン・ロウ
Ian Wilmut,イアン・ウィルムット
John Ogdon,ジョン・オグドン
Charles Langbridge Morgan,チャールズ・モーガン
Tom Richards (athlete),トーマス・リチャーズ
John Haigh,ジョン・ヘイグ
Paul Torday,ポール・トーディ
Peter Morgan,ピーター・モーガン
Davy Kaye,デイヴィ・ケイ
Mark Bunn (English footballer),マーク・バン
Peter Elliott (athlete),ピーター・エリオット
"James Butler, 1st Duke of Ormond",ジェームズ・バトラー・(初代オーモンド公)
Junior Witter,ジュニア・ウィッター
Oliver Knussen,オリヴァー・ナッセン
Ivo Watts-Russell,アイヴォ・ワッツ＝ラッセル
"James Spencer-Churchill, 12th Duke of Marlborough",チャールズ・スペンサー＝チャーチル・(第12代マールバラ公)
Doug Scott,ダグ・スコット
David McGoldrick,デイビッド・マクゴールドリック
Charles Galton Darwin,チャールズ・ゴールトン・ダーウィン
Ken Miles,ケン・マイルズ
Narcissa Malfoy,ナルシッサ・マルフォイ
Jeremy McWilliams,ジェレミー・マクウィリアムス
"David Watson (footballer, born 1946)",デヴィッド・ワトソン
David Watkin (cinematographer),デヴィッド・ワトキン
Ernest Bramah,アーネスト・ブラマ
Matt Skelton,マット・スケルトン
Reginald Goodall,レジナルド・グッドオール
Bill Phillips (economist),アルバン・ウィリアム・フィリップス
Roger Michell,ロジャー・ミッシェル
Douglas Slocombe,ダグラス・スローカム
Richard Haydn,リチャード・ヘイデン
Michael Kiwanuka,マイケル・キワヌカ
"David Thompson (footballer, born 1977)",デイヴィッド・トンプソン・(サッカー選手)
David Toop,デヴィッド・トゥープ
John Nicks,ジョン・ニックス
Russ Ballard,ラス・バラード
Mark Roberts (streaker),マーク・ロバーツ
Naseem Hamed,ナジーム・ハメド
Geoffrey Parker (historian),ジェフリー・パーカー・(歴史学者)
Inspector Morse,モース警部
Charles Gunn (athlete),チャールズ・ガン・(陸上選手)
C. H. Dodd,チャールズ・ハロルド・ドッド
Nigel Davenport,ナイジェル・ダヴェンポート
Charles Sutherland Elton,チャールズ・エルトン
Douglas Hickox,ダグラス・ヒコックス
Douglas Gordon,ダグラス・ゴードン
Bryan John Birch,ブライアン・バーチ
Martin Bashir,マーティン・バシール
Sandy Lyle,サンディ・ライル
Gordon McQueen,ゴードン・マックイーン
James Cecil Parke,ジェームズ・セシル・パーク
"Tommy Smith (footballer, born 1945)",トミー・スミス・(サッカー選手)
W. V. D. Hodge,ウィリアム・ホッジ
James McArthur,ジェームズ・マッカーサー
Filius Flitwick,フィリウス・フリットウィック
Herbie Hide,ハービー・ハイド
Michael Bentt,マイケル・ベント
Ernest Joyce,アーネスト・ジョイス
Ernest Newman,アーネスト・ニューマン
Ernest Howard Griffiths,アーネスト・ハワード・グリフィス
Ernest John Moeran,アーネスト・ジョン・モーラン
Ernest Webb,アーネスト・ウェブ
Ernest Henry Wilson,アーネスト・ヘンリー・ウィルソン
Georg Kreisel,ゲオルク・クライゼル
Charles Jarrott,チャールズ・ジャロット
Melvin Burgess,メルヴィン・バージェス
Albert Seward,アルバート・スワード
James Mellaart,ジェームス・メラート
Charlie Spedding,チャーリー・スペディング
MiChi,MiChi
Nicola Roberts,ニコラ・ロバーツ
Peter Swinnerton-Dyer,ピーター・スウィンナートン＝ダイアー
Henry Jackman,ヘンリー・ジャックマン
Henry Akinwande,ヘンリー・アキンワンデ
Joseph Holbrooke,ジョセフ・ホルブルック
Peter Heather,ピーター・ヘザー
John Stringfellow,ジョン・ストリングフェロー
Joey Dunlop,ジョイ・ダンロップ
Tariq Anwar (film editor),タリク・アンウォー
Francis Jeffers,フランシス・ジェファーズ
Terence Fisher,テレンス・フィッシャー
Michael Kitchen,マイケル・キッチン
Norman Uprichard,ノーマン・アプリチャード
Ian McLagan,イアン・マクレガン
Francis Llewellyn Griffith,フランシス・ルウェリン・グリフィス
Nicholas Clay,ニコラス・クレイ
Richie Faulkner,リッチー・フォークナー
Chris Burke (footballer),クリス・バーク・(サッカー選手)
Clark (musician),クラーク・(ミュージシャン)
Chris Buncombe,クリス・バンコム
Emily Ward,エミリー・ワード
Jay McEveley,ジェームズ・マクイヴェリー
Cecil Day-Lewis,セシル・デイ＝ルイス
Monty Norman,モンティ・ノーマン
Richard Palmer-James,リチャード・パーマー・ジェイムス
C. R. Boxer,C・R・ボクサー
Ralph Allan Sampson,ラルフ・サムプソン
Tommy Flowers,トミー・フラワーズ
Paul Jewell,ポール・ジュエル
Lee Hendrie,リー・ヘンドリー
Kika Markham,キカ・マーカム
Seamus McGarvey,シェイマス・マクガーヴェイ
Tebbs Lloyd Johnson,テッブス・ロイド＝ジョンソン
Parker Pyne,パーカー・パイン
Laurence Fox,ローレンス・フォックス
Christina Cole,クリスティーナ・コール
Nazanin Boniadi,ナザニン・ボニアディ
Barty Crouch Senior,バーテミウス・クラウチ・シニア
Denis Lawson,デニス・ローソン
Matt Rees,マット・ベイノン・リース
H. R. F. Keating,H・R・F・キーティング
Chris Menges,クリス・メンゲス
Chris Newman (artist),クリス・ニューマン
Chris Perry (English footballer),クリス・ペリー・(サッカー選手)
John Yudkin,ジョン・ユドキン
Nicholas Shackleton,ニコラス・シャックルトン
Spider-Woman (Jessica Drew),スパイダーウーマン
John Foxx,ジョン・フォックス・(ミュージシャン)
Jeremy Deller,ジェレミー・デラー
Peter Martin Duncan,ピーター・マーティン・ダンカン
Robert Pugh,ロバート・ピュー
Reginald Hill,レジナルド・ヒル
Donald Ewen Cameron,ドナルド・ユーウェン・キャメロン
Frances Hodgkins,フランシス・ホジキンス
Michal Martychowiec,ミハウ・マルティホヴィエツ
Dukinfield Henry Scott,ダキンフィールド・ヘンリー・スコット
Chris Riggott,クリス・リゴット
Chris Spedding,クリス・スペディング
Chris Farlowe,クリス・ファーロウ
Ryan Shotton,ライアン・ショットン
Lewis Taylor,ルイス・テイラー
Johnny Leach,ジョニー・リーチ
James Somerville,ジェームズ・サマヴィル
Mick Jones (Foreigner guitarist),ミック・ジョーンズ・(フォリナー)
"Sir Charles Monro, 1st Baronet",チャールズ・モンロー・(初代準男爵)
Glyn Johns,グリン・ジョンズ
Christian McKay,クリスチャン・マッケイ
Christian Darnton,クリスティアン・ダーントン
Biff Byford,ビフ・バイフォード
Ian Livingstone,イアン・リビングストン
Christien Anholt,クリスチャン・アンホルト
Kieran Trippier,キーラン・トリッピアー
Jason Lowe (footballer),ジェイソン・ロウ
Ken Hughes,ケン・ヒューズ
"Neil Young (footballer, born 1944)",ニール・ヤング・(1944年生のサッカー選手)
Stephen Warbeck,スティーヴン・ウォーベック
Harry Edward,ハリー・エドワード
Grant Hanley,グラント・ハンリー
Alex Lloyd (racing driver),アレックス・ロイド
David Rhodes (guitarist),デヴィッド・ローズ・(ギタリスト)
Peter Winch,ピーター・ウィンチ
Dennis Waterman,デニス・ウォーターマン・(俳優)
Michael Sheard,マイケル・シェアード
Peter Galton,ピーター・ガルトン
Philip Jackson (actor),フィリップ・ジャクソン
Hugh Fraser (actor),ヒュー・フレイザー・(俳優)
Timothy West,ティモシー・ウェスト
Joe Baker,ジョー・ベイカー・(1940年生のサッカー選手)
Godfrey Brown (athlete),ゴドフリー・ブラウン
John Scott (composer),ジョン・スコット・(作曲家)
Eamonn Walker,イーモン・ウォーカー
Aljaž Bedene,アルヤジ・ベデネ
Grayson Perry,グレイソン・ペリー
Sam Taylor-Johnson,サム・テイラー＝ジョンソン
Herbert Marshall,ハーバート・マーシャル
Michael Coulter,マイケル・コールター
John Lloyd (tennis),ジョン・ロイド
Todd Bennett,トッド・ベネット
"Maurice Glasman, Baron Glasman",モーリス・グラスマン・(グラスマン男爵)
Ralph Ineson,ラルフ・アイネソン
Ludo Bagman,ルード・バグマン
Sean Harris,ショーン・ハリス
Paul Walsh,ポール・ウォルシュ
