梅澤貴史,우메자와 타카시
市井紗耶香,이치이 사야카
丘浅次郎,오카 아사지로
多治見麻子,다지미 아사코
あさみ,아사미
浅野長直,아사노 나가나오
浅野綱長,아사노 쓰나나가
木越安綱,기고시 야스쓰나
鬼塚英吉,오니즈카 에이키치
大滝麻未,오타키 아미
浅野長矩,아사노 나가노리
村上愛,무라카미 메구미
牧野由依,마키노 유이
福田明日香,후쿠다 아스카
佐藤芳朗,사토 요시로
福島和夫,카츠오 후쿠시마
青木紳一,아오키 신이치
荒木村重,아라키 무라시게
北村季吟,기타무라 기긴
青葉かおり,아오바 가오리
星野之宣,호시노 유키노부
本田美奈子.,혼다 미나코.
安達謙蔵,아다치 겐조
安斎伸彰,안자이 노부아키
糸井重里,이토이 시게사토
安藤昌益,안도 쇼에키
篠田三郎,시노다 사부로
長妻樹里,나가츠마 주리
ATSUSHI,ATSUSHI
松岡亮輔,마쓰오카 료스케
佐々木雅尚,사사키 마사나오
竹腰重丸,다케노코시 시게마루
鳥山求,도리야마 모토무
富岡鉄斎,도미오카 뎃사이
長谷川一夫,하세가와 카즈오
村田雄介,무라타 유스케
角中勝也,가쿠나카 가쓰야
足利道夫,아시카가 미치오
手塚聡,테즈카 사토시
森嶋通夫,모리시마 미치오
小川直也,오가와 나오야
志村知幸,시무라 토모유키
松谷彼哉,마쓰타니 가야
高橋幸宏,다카하시 유키히로
山田優,야마다 유
市村正親,이치무라 마사치카
山本圭子,야마모토 케이코
山本一清,야마모토 잇세이
神田勝夫,칸다 카쓰오
島木健作,시마키 겐사쿠
澁澤龍彦,시부사와 타츠히코
森雅子,모리 마사코
越川優,유 코 시카와
源為義,미나모토노 다메요시
鈴木憲蔵,스즈키 겐조
高桑大二朗,다카쿠와 다이지로
荒川美穂,아라카와 미호
木戸衣吹,키도 이부키
笹井芳樹,사사이 요시키
森島康仁,모리시마 야스히토
柳川雅樹,야나가와 마사키
恋川春町,고이카와 하루마치
永井一郎,나가이 이치로
瀬戸康史,세토 코지
山本健司,야마모토 겐지
清川正二,기요카와 마사지
清原深養父,기요하라노 후카야부
永田雅宜,나가타 마사요시
若山富三郎,와카야마 토미사부로
桐畑和繁,기리하타 가즈시게
青山隼,아오야마 쥰
香取慎吾,가토리 신고
平原綾香,히라하라 아야카
片桐淳至,가타기리 아쓰시
赤川次郎,아카가와 지로
土屋圭市,츠치야 케이치
丹羽長秀,니와 나가히데
瀬山武司,세야마 타케시
小島伸幸,고지마 노부유키
藤堂高虎,도도 다카토라
丹下桜,탄게 사쿠라
串田アキラ,쿠시다 아키라
檜山修之,히야마 노부유키
杉田玄白,스기타 겐파쿠
湯浅政明,유아사 마사아키
金井豊,가나이 유타카
稲垣理一郎,이나가키 리이치로
後鳥羽院宮内卿,고토바노인 쿠나이쿄
瑶子女王,미카사노미야 요코 여왕
柳楽智和,나기라 도모카즈
林彰洋,하야시 아키히로
栗原祐幸,구리하라 유코
斎藤龍興,사이토 다쓰오키
Dream Aya,다카모토 아야
中村あゆみ,나카무라 아유미
TAKAみちのく,다카 미치노쿠
上杉景勝,우에스기 가게카쓰
華岡青洲,하나오카 세이슈
片岡千恵蔵,가타오카 지에조
白鳥哲,시라토리 테츠
奥浩哉,오쿠 히로야
宮村優子,미야무라 유코
阿部和重,아베 가즈시게
池田輝政,이케다 데루마사
橋口たかし,하시구치 다카시
五十嵐広行,HIRO
田村宗良,다무라 무네요시
佐藤翔治,사토 쇼지
原田耕一郎,하라다 고이치로
加茂健,카모 타케시
吉田博,요시다 히로시
大平透,오히라 도루
長渕剛,나가부치 쓰요시
高戸靖広,다카토 야스히로
知念カマ,지넨 가마
小澤竜己,고자와 류키
なかにし礼,나카니시 레이
しげの秀一,시게노 슈이치
郷里大輔,고리 다이스케
澤野弘之,사와노 히로유키
瀬間友里加,세마 유리카
三浦しをん,미우라 시온
中江兆民,나카에 조민
石丸清隆,이시마루 기요타카
原田慎太郎,하라다 신타로
岡中勇人,오카나카 하야토
町田忠道,마치다 다다미치
梅山修,우메야마 오사무
城定信次,죠죠 신지
岸野里香,기시노 리카
吉田朱里,요시다 아카리
ローラ,로라
山下清,야마시타 기요시
砂澤ビッキ,스나자와 빗키
十文字美信,주몬지 비신
佐藤康光,사토 야스미쓰
紅音ほたる,아카네 호타루
伊達輝宗,다테 데루무네
小林成光,고바야시 마사미쓰
辻本茂輝,쓰지모토 시게키
瀬戸春樹,세토 하루키
三浦文丈,미우라 후미타케
小川雅己,오가와 마사키
森川拓巳,모리카와 다쿠미
木下惠介,키노시타 케이수케
富山英明,도미야마 히데아키
久保亮五,구보 료고
渡辺光輝,와타나베 미쓰테루
熊谷浩二,구마가이 고지
平岡靖成,히라오카 야스나리
水野忠邦,미즈노 다다쿠니
高尾紳路,다카오 신지
日下部金兵衛,구사카베 김베이
吉山文治,요시야마 분지
白仁武,시라니 다케시
肖柏,쇼하쿠
大江光,오에 히카리
工藤紀夫,구도 노리오
小林覚,고바야시 사토루
井山裕太,이야마 유타
源宗于,미나모토노 무네유키
浜田駿吉,하마다 슌키치
堀ちえみ,호리 치에미
右近,우콘
笹井隆司,사사이 류지
石田芳夫,이시다 요시오
依田紀基,요다 노리모토
佐藤一樹,사토 가즈키
奥野誠一郎,오쿠노 세이이치로
りんたろう,린 타로
田中英雄,다나카 히데오
織田信孝,오다 노부타카
平山智規,히라야마 도모노리
和多田充寿,와타다 미쓰토시
山口敏弘,야마구치 토시히로
金澤宏,카나자와 히로시
倉田百三,구라타 햐쿠조
藤岡弘,후지오카 히로시
橋本真司,하시모토 신지
那須与一,나스노 요이치
富田晋伍,도미타 신고
羽根直樹,하네 나오키
高橋哲哉,테츠야 타카하시
鈴木清順,스즈키 세이준
市辺押磐皇子,이치노헤노시하 황자
平岡拓晃,히라오카 히로아키
碓井博行,우스이 히로유키
佐藤慶明,사토 요시아키
瀬名さくら,세나 사쿠라
金子修介,카네코 슈스케
郷ひろみ,고 히로미
田嶋幸三,타시마 코조
大石信幸,오이시 노부유키
護良親王,모리요시 친왕
内藤大助,나이토 다이스케
留守邦寧,다테 구니야스
吉田昌郎,요시다 마사오
塩崎雄二,시오자키 유지
立原元夫,타쓰하라 모토오
今千秋,콘 치아키
大竹英雄,오타케 히데오
新井田豊,니이다 유타카
亀田興毅,가메다 고키
十文字貴信,주몬지 다카노부
大塚次郎,오쓰카 지로
佐藤ひろのすけ,사토 히로의 조
馳浩,하세 히로시
細川浩三,호소카와 코조
村松幸典,무라마쓰 유키노리
朝倉徳明,아사쿠라 노리아키
松本博之,마츠모토 히로유키
野島裕史,노지마 히로후미
安原広和,야스하라 히로카즈
岸田劉生,기시다 류세이
西村茂樹,니시무라 시게키
梅謙次郎,우메 겐지로
アツミサオリ,아츠미 사오리
小桜エツコ,코자쿠라 에츠코
曽我町子,소가 마치코
榎戸洋司,에노키도 요지
こだま兼嗣,코다마 켄지
大村和市郎,오무라 와이치로
早坂文雄,하야사카 후미오
吉田秀彦,요시다 히데히코
有本欽隆,아리모토 킨류
青木まゆこ,아오키 마유코
川田利明,가와다 도시아키
永田裕志,나가타 유지
増岡弘,마스오카 히로시
川口博史,카와구치 히로시
造田博,조타 히로시
松平定勝,마쓰다이라 사다카쓰
河本充弘,카와모토 미쓰히로
遠藤舞,엔도 마이
エドモンド本田,E.혼다
花原勉,하나하라 쓰토무
渡辺敦夫,와타나베 아쓰오
大竹宏,오오타케 히로시
伊藤大輔 (レーサー),이토 다이스케
村上大輔,무라카미 다이스케
鈴村拓也,스즈무라 타쿠야
清水和男,시미즈 카즈오
保坂信之,호사카 노부유키
白澤久則,시라사와 히사노리
平井久司,히라이 히사시
川中香緖里,가와나카 가오리
前田治,마에다 오사무
菊池俊輔,기쿠치 슌스케
陸奥廣吉,무쓰 히로키치
米倉弘昌,요네쿠라 히로마사
佐藤寿保,사토 히사야스
北条貞時,호조 사다도키
笠置シヅ子,가사기 시즈코
鶴ひろみ,츠루 히로미
草尾毅,쿠사오 타케시
入野自由,이리노 미유
斎藤義龍,사이토 요시타쓰
谷口徹,다니구치 도루
浅野まゆみ,아사노 마유미
平山大,히라야마 마사루
竹原欣也,타케하라 킨야
杉山貴之,스기야마 타카유키
松本安司,마쓰모토 야스시
西川慎也,니시카와 신야
坂元要介,사카모토 요스케
家本政明,토마 마사아키
中岡慎太郎,나카오카 신타로
津久井教生,츠쿠이 쿄세이
梅棹忠夫,우메사오 다다오
地曵豪,지비키 고
松茂良興作,마쓰모라 고사쿠
宮田浩徳,미야타 히로노리
新島八重,니지마 야에
HERO,HERO
米林宏昌,요네바야시 히로마사
相沢舞,아이자와 마이
藤沢秀行,후지사와 히데유키
山下敬吾,야마시타 게이고
石井茂巳,이시이 시게미
神永昭夫,가미나가 아키오
河原塚毅,카와하라즈카 타케시
伊藤健次,이토 켄지
松下直樹,마쓰시타 나오키
飯島真理,이지마 마리
松平頼暁,마쓰다이라 요리아키
下川健一,시모카와 겐이치
西原久美子,니시하라 쿠미코
山本鈴美香,야마모토 스미카
涼宮ハルヒ,스즈미야 하루히
山田隆裕,야마다 타카히로
谷中治,타니나카 오사무
高山忠雄,타카야마 타다오
平野正人,히라노 마사토
NAOKI,NAOKI
NAOTO,NAOTO
NESMITH,NESMITH
橘ケンチ,타치바나 켄치
黒木啓司,쿠로키 케이지
川西隆,카와니시 타카시
SHOKICHI,SHOKICHI
奥平信昌,오쿠다이라 노부마사
石井和義,이시이 가즈요시
DJ OKAWARI,DJ 오카와리
大弐三位,다이니노 산미
高木均,다카기 히토시
山川均,야마카와 히토시
内藤湖南,나이토 코난
鍋島勝茂,나베시마 가쓰시게
肥塚一晃,코에즈카 카즈아키
堀直人,호리 나오토
河野真一,카와노 신이치
藤山一郎,후지야마 이치로
不破整,후와 세이
吉岡彌生,요시오카 야요이
笠原隆,카사하라 타카시
三宅二郎,미야케 지로
世良田顕一,세라다 켄이치
入井和久,이리이 카즈히사
島村征志,시마무라 마사시
郷司弘和,고시 히로카즈
松橋力蔵,마쓰하시 리키조
松岡良彦,마쓰오카 요시히코
長州力,곽광웅
土佐光信,도사 미쓰노부
橋本晃一,하시모토 코이치
大和哲,야마토 테쓰
山田泰寛,야마다 야스히로
米山智,요네야마 사토시
細川忠利,호소카와 다다토시
源範頼,미나모토노 노리요리
大山義松,오야마 요시마쓰
井出多米夫,이데 타메오
巻田清一,마키타 세이이치
牧野景輔,마키노 케이스케
石川健太郎,이시카와 켄타로
熊井俊一,쿠마이 슌이치
都並敏史,쓰나미 사토시
本多利明,혼다 토시아키
下村愛,시모무라 아이
ウルヴァリンシリーズ#ダケン,다켄
渡辺芳則,와타나베 요시노리
荒木宏文,아라키 히로후미
上山草人,소진 (배우)
佐々木崇浩,사사키 타카히로
川島透,카와시마 토루
中村聖,키요시 나카무라
波戸康広,하토 야스히로
TETSUYA,TETSUYA
森田智己,모리타 도모미
堀尾忠氏,호리오 다다우지
愛河里花子,아이카와 리카코
大石悟司,오이시 사토시
岡本浩司,오카모토 코지
太田昌宏,오타 마사히로
井坂鉄平,이사카 텟페이
伊藤賢治,이토 켄지
橋本宇太郎,하시모토 우타로
藤沢朋斎,후지사와 호사이
神田清雄,칸다 키요오
名取武,나토리 타케시
さいとう・たかを,사이토 타카오
小原乃梨子,오하라 노리코
中原茂,나카하라 시게루
中村春菊,나카무라 슌기쿠
安部輝雄,아베 테루오
西川潤之,니시카와 준지
荒井良二,아라이 료지
堺井秀雄,사카이 히데오
宮地利雄,미야지 토시오
ダンカン,단칸
池田光政,이케다 미쓰마사
黒田慶樹,구로다 요시키
松野太紀,마츠노 타이키
板倉勝静,이타쿠라 가쓰키요
安達祐実,아다치 유미
三崎四郎,미사키 시로
水島裕,미즈시마 유우
小田孔明,오다 고메이
瀬上純,세노우에 준
橋本研一,하시모토 켄이치
田中信孝,타나카 노부타카
千葉修,치바 오사무
磯部勉,이소베 쓰토무
杉本美香,스기모토 미카
八木澤教司,야기사와 사토시
箕輪義信,미노와 요시노부
植村晋,우에무라 스스무
福島潤,후쿠시마 쥰
篠崎三郎,시노사키 사부로
原田福三郎,하라다 후쿠사부로
高岡早紀,타카오카 사키
織田信雄,오다 노부카쓰 (1558년)
森川徹,모리카와 토루
山本富士雄,야마모토 후지오
小屋禎,코야 타다시
朝倉保,아사쿠라 타모쓰
八田卯一郎,핫타 우이치로
酒井友之,사카이 도모유키
十三代目 市川團十郎,이치카와 에비조
日丸屋秀和,히마루야 히데카즈
蒼井翔太,아오이 쇼타
NIKIIE,NIKIIE
岩下潤,이와시타 쥰
東博樹,아즈마 히로키
久保政二,쿠보 세이지
殷富門院大輔,인부몬인노 다이후
井上政重,이노우에 마사시게
松井章圭,문 장규
勝生真沙子,카츠키 마사코
開発室Pixel,픽셀
横澤由貴,요코사와 유키
ジェシー,제시
江口拓也,에구치 타쿠야
今村俊也,이마무라 도시야
小林優子,코바야시 유코
信時潔,노부토키 키요시
日高卯三郎,히다카 우사부로
近藤台五郎,콘도 다이고로
細谷一郎,호소타니 이치로
菅野孝憲,스게노 다카노리
鈴木重義,수주키 시게요시
中矢力,나카야 리키
板倉重宗,이타쿠라 시게무네
伊東甲子太郎,이토 카시타로
板尾創路,이타오 이츠지
あべなぎさ,아베 나기사
阿武教子,안노 노리코
池内博之,이케우치 히로유키
源頼信,미나모토노 요리노부
水朝美樹,미즈아사 미키
高橋光臣,타카하시 미츠오미
倉田てつを,쿠라타 테츠오
岡村隆史,오카무라 다카시
戸谷公次,도타니 고지
徳山秀典,도쿠야마 히데노리
三上真史,미카미 마사시
