"Фоменко, Анатолий Тимофеевич",阿纳托利·季莫费耶维奇·福缅科
"Энеев, Тимур Магометович",季穆尔·埃涅耶夫
"Алёхина, Мария Владимировна",瑪麗亞·阿廖欣娜
"Худилайнен, Александр Петрович",亚历山大·胡季莱年
"Швец, Виталий Иванович",维塔利·什韦茨
"Шаталин, Станислав Сергеевич",斯坦尼斯拉夫·沙塔林
"Алексеев, Эдуард Ефимович",爱德华·叶菲莫维奇·阿列克谢耶夫
"Крамаренко, Екатерина Александровна",葉卡捷琳娜·克拉馬連科
"Шахназаров, Георгий Хосроевич",格奥尔吉·沙赫纳扎罗夫
"Шахрай, Сергей Михайлович",谢尔盖·米哈伊洛维奇·沙赫赖
"Асламазян, Мариам Аршаковна",瑪莉安·阿斯拉瑪贊
"Куличкова, Елизавета Дмитриевна",伊莉莎薇塔·庫莉琪寇娃
"Коляда, Михаил Сергеевич",米哈伊尔·科尔亚达
"Крюков, Михаил Васильевич (историк)",刘克甫
"Яровая, Ирина Анатольевна",伊琳娜·亚罗瓦娅
"Салихов, Муслим Магомедович",穆斯利姆·萨利霍夫
"Данилина, Анна Сергеевна",安娜·达妮莉娜
"Тутберидзе, Этери Георгиевна",艾特利·图特别丽泽
"Лобузов, Артём Юрьевич",亞特姆·羅勃佐夫
"Исаева, Надира Рашидовна",纳迪拉·艾沙耶弗
"Забияко, Наталья Александровна",纳塔利娅·扎比亚科
"Сидорова, Анжелика Александровна",安热莉卡·西多罗娃
"Рыжиков, Сергей Николаевич",谢尔盖·尼古拉耶维奇·雷日科夫
"Чемезов, Сергей Викторович",谢尔盖·切梅佐夫
"Баловин, Сергей Владимирович",谢尔盖·巴劳文
"Лебеденко, Николай Николаевич",尼克拉·列贝登科
"Гарин, Олег Сергеевич",奥列格·谢尔盖耶维奇·加林
"Артемьев, Олег Германович",奥列格·阿尔捷米耶夫
"Хрущёва, Нина Львовна",尼娜·利沃夫娜·赫鲁晓娃
"Газинский, Юрий Александрович",尤里·加津斯基
"Кушнарёв, Юрий Викторович",尤里·庫什納廖夫
"Матвейчев, Олег Анатольевич",奥列格·马特韦切夫
"Доренский, Сергей Леонидович",谢尔盖·多连斯基
"Мусатов, Иван Михайлович",伊万·穆萨托夫
"Спиридонов, Алексей Александрович",阿列克謝·斯皮里多諾夫
"Букин, Иван Андреевич",伊万·布金
"Нахратов, Владимир Владимирович",瓦洛嘉
"Гедуев, Аниуар Борисович",阿尼乌阿尔·格杜耶夫
"Парфёнов, Андрей Сергеевич",安德烈·谢尔盖耶维奇·帕尔菲奥诺夫
"Голубев, Валентин Андреевич",瓦倫丁·格魯貝夫
"Труханов, Геннадий Леонидович",亨納迪·特魯哈諾夫
"Медведева, Евгения Армановна",叶夫根尼娅·梅德韦杰娃
"Сотскова, Мария Романовна",瑪利亞·索茨科娃
Elvira T,艾尔薇拉·图古舍娃
"Ильтяков, Александр Владимирович",亚历山大·伊利佳科夫
"Устюгов, Сергей Александрович",謝爾蓋·烏斯秋戈夫
"Насретдинова, Розалия Хайдяровна",罗扎利娅·纳斯列金诺娃
"Журавко, Алексей Валерьевич",阿列克謝·茹拉夫科
"Добродеев, Борис Тихонович",鲍里斯·多布罗杰耶夫
"Белякова, Виктория Олеговна",维多利亚·别利亚科娃
"Соболь, Любовь Эдуардовна",柳博夫·索波爾
"Синицина, Виктория Александровна",维多利亚·西尼齐娜
"Луи, Виктор (журналист)",維克多·路易斯·(記者)
"Шумилин, Борис Тихонович",鲍里斯·舒米林
"Комаров, Фёдор Иванович",费奥多尔·科马罗夫
"Казакова, Ольга Михайловна",奥莉加·卡扎科娃
"Карлов, Андрей Геннадьевич",安德烈·根纳季耶维奇·卡尔洛夫
"Картаполов, Андрей Валериевич",安德烈·卡尔塔波洛夫
"Ямпольская, Елена Александровна",叶连娜·扬波利斯卡娅
"Соколов, Владимир Владимирович",弗拉基米尔·弗拉基米罗维奇·索科洛夫
"Ведерников, Анатолий Иванович",阿纳托利·韦杰尔尼科夫
"Давидюк, Евгения Ивановна",Jenya
"Лодыгин, Юрий Владимирович",約利·洛迪堅
"Буриличев, Алексей Витальевич",阿列克谢·布里利切夫
"Саханович, Серафима Андреевна",謝拉菲瑪·薩哈諾維奇
"Газарян, Сурен Владимирович",蘇蘭·加扎良
"Кривоносов, Сергей Владимирович",谢尔盖·克里沃诺索夫
"Окада, Ёсико",岡田嘉子
"Нисияма, Сокити",维克托·萨布罗维奇·西山
"Жевакин, Сергей Александрович",謝爾蓋·熱瓦金
"Леонов, Николай Иванович (писатель)",尼古拉·伊万诺维奇·列昂诺夫·(作家)
Орора Сатоси,大露羅敏
"Мудранов, Беслан Заудинович",別斯蘭·穆德拉諾夫
"Витко, Александр Викторович",亚历山大·维特科
"Миранчук, Алексей Андреевич",阿列克謝·米蘭丘克
"Мазалов, Владимир Викторович",弗拉基米尔·维克托罗维奇·马扎罗夫
"Тимофеева, Ольга Викторовна",奥莉加·维克托罗芙娜·季莫费耶娃
"Гарифуллина, Аида Эмилевна",艾达·加里富林娜
"Самадов, Ибрагим Беркманович",易卜拉欣·萨马多夫
"Арутюнян, Мигран Эдикович",米赫兰·哈鲁秋尼扬
"Чалый, Алексей Михайлович",阿列克谢·恰雷
"Рамонов, Сослан Людвикович",索斯兰·拉莫诺夫
"Румянцев, Александр Григорьевич",亚历山大·格里戈里耶维奇·鲁缅采夫
"Николаев, Айсен Сергеевич",艾森·谢尔盖耶维奇·尼古拉耶夫
"Головин, Александр Сергеевич (футболист)",亞歷山大·謝爾蓋耶維奇·戈洛溫
"Голикова, Ангелина Романовна",安格林娜·戈利科娃
"Аксёнов, Сергей Валерьевич",謝爾蓋·阿克肖諾夫
"Сноуден, Эдвард",爱德华·斯诺登
"Окулов, Артём Максимович",阿尔乔姆·奥库洛夫
"Темиргалиев, Рустам Ильмирович",鲁斯塔姆·捷米尔加利耶夫
"Гусева, Ирина Михайловна",伊琳娜·米哈伊洛芙娜·古谢娃
"Титова, Мария Павловна",瑪麗亞·媞托娃
"Лебедев, Вячеслав Михайлович",维亚切斯拉夫·米哈伊洛维奇·列别杰夫
"Список лиц, подвергнутых санкциям США и ЕС в связи с российско-украинской войной",俄乌战争期间被制裁者列表
"Гутенёв, Владимир Владимирович",弗拉基米尔·古捷涅夫
"Мамун, Маргарита",玛加丽塔·马蒙
"Кириллова, Даяна Юрьевна",達婭娜·基麗洛娃
"Кудрявцева, Яна Алексеевна",雅娜·庫德亞特賽娃
"Останина, Нина Александровна",尼娜·奥斯塔宁娜
"Казарян, Мишик Айразатович",米什克·卡扎尔扬
"Губарев, Павел Юрьевич",帕維爾·古巴列夫
"Трубецков, Дмитрий Иванович",德米特里·特鲁别茨科夫
"Березовский, Денис Валентинович",丹尼斯·别列佐夫斯基
"Поклонская, Наталья Владимировна",纳塔利娅·波克隆斯卡娅
"Зубарев, Виктор Владиславович",维克托·弗拉季斯拉沃维奇·祖巴列夫
"Устинова, Дарья Константиновна",达里娅·康斯坦丁诺芙娜·乌斯季诺娃
"Чимрова, Светлана Михайловна",斯韦特兰娜·奇姆罗娃
"Чигирёва, Влада Александровна",弗拉达·奇吉列娃
"Шурочкина, Мария Владимировна",玛丽亚·舒罗奇金娜
"Заславский, Илья Иосифович",伊利亚·扎斯拉夫斯基
"Новиков, Владимир Михайлович (политик)",弗拉基米尔·米哈伊洛维奇·诺维科夫
"Кидяев, Виктор Борисович",维克托·基佳耶夫
"Васьянов, Роман Сергеевич",羅曼·瓦夏諾夫
"Коков, Юрий Александрович",尤里·科科夫
"Кононов, Владимир Михайлович",弗拉基米尔·米哈伊洛维奇·科诺诺夫
"Швец, Антон Олегович",安東·施瓦茨
"Стрелков, Игорь Иванович",伊戈尔·斯特列尔科夫
"Патеев, Руслан Мэнирович",魯斯蘭·帕特耶夫
"Садулаев, Абдулрашид Булачевич",阿布杜勒拉希德·萨杜拉耶夫
"Кудерметова, Вероника Эдуардовна",韦罗妮卡·库德梅托娃
"Колесниченко, Светлана Константиновна",斯韦特兰娜·科列斯尼琴科
"Касаткина, Дарья Сергеевна",黛莉亞·卡薩特金娜
"Аверина, Арина Алексеевна",艾莉娜·阿維林娜
