上皇后美智子,美智子上皇后
鬼海弘雄,鬼海弘雄
安原広和,安原廣和
田口正治,田口正治
杉浦重雄,杉浦重雄
田辺清,田边清
風魔小太郎,風魔小太郎
草薙京,草薙京
中井貴裕,中井貴裕
宇宿允人,宇宿允人
味里,味里
桜瀬奈,樱濑奈
松田康博,松田康博
菊池一仁,菊池一仁
馬渕智子,馬淵智子
三科真澄,三科真澄
佐藤理恵,佐藤理惠
江本奈穂,江本奈穗
坂井寛子,坂井宽子
上田雅美,上田雅美
吉村公三郎,吉村公三郎
藤本索子,藤本索子
佐伯好郎,佐伯好郎
黒星紅白,黑星紅白
小谷実可子,小谷实可子
原恵一,原惠一
増岡弘,增岡弘
大竹宏,大竹宏
篠原弘道,篠原弘道
馳浩,馳浩
浅田弘幸,浅田弘幸
松本博之,松本博之
松平定勝,松平定勝
木村浩之,木村浩之
佐藤すみれ,佐藤堇
千葉和彦,千葉和彥
森成利,森蘭丸
安元洋貴,安元洋貴
小島信夫,小島信夫
斉藤由貴,齊藤由貴
野比のび太,野比大雄
藤原師実,藤原師實
北条基時,北條基時
西脇彩華,西脇彩華
上野優花,上野優花
反町康治,反町康治
さくら紗希,樱纱希
井上政信,井上政信
赤松満祐,赤松满祐
森本晃司・(アニメーター),森本晃司·(動畫師)
石橋蓮司,石桥莲司
与那城ジョージ,與那城喬治
新井信男,新井信男
柊瑠美,柊瑠美
山口昌男,山口昌男
矢薙直樹,矢薙直樹
桐生一馬,桐生一馬
月亭方正,月亭方正
佐武宇綺,佐武宇綺
古井由吉,古井由吉
やなせたかし,柳瀨嵩
多田愛佳,多田愛佳
志水アキ,志水明
大森貴弘,大森貴弘
高坂希太郎,高坂希太郎
赤松則村,赤松則村
大前茜,大前茜
佐保明梨,佐保明梨
佐藤愛子・(柔道),佐藤爱子
小早川秀秋,小早川秀秋
偉関晴光,韦晴光
市橋時蔵,市橋時藏
浜村弘一,濱村弘一
中村忠・(サッカー選手),中村忠·(足球運動員)
樺山久高,樺山久高
木村重太郎,木村重太郎
橘諸兄,橘诸兄
大江匡房,大江匡房
本間三和子,本间三和子
彦坂直人,彦坂直人
小高恵美,小高惠美
調所広郷,調所廣鄉
中村雅俊,中村雅俊
三浦あいか,三浦愛佳
宮里藍,宮里藍
渡辺守綱,渡边守纲
北条貞時,北條貞時
白澤久則,白澤久則
藤本壮介,藤本壯介
伊藤良恵,伊藤良惠
大和田秀樹,大和田秀樹
皆葉英夫,皆葉英夫
苺みるく,草莓牛奶·(AV女優)
南部信直,南部信直
はっとりみつる,服部充
中村光・(漫画家),中村光·(漫畫家)
西田ひかる,西田光
近衛尚通,近衛尚通
鷹司政煕,鷹司政熙
九条尚忠,九條尚忠
有馬頼徸,有马赖徸
佐藤弘明,佐藤弘明
高林隆,高林隆
飯田圭織,飯田圭織
戸田恵子,戶田惠子
藤村歩,藤村步
渥美清,渥美清
モンキー・パンチ,加藤一彦
塚本高史,塚本高史
緒形拳,緒形拳
藤原頼通,藤原賴通
藤原宇合,藤原宇合
仙厓義梵,仙崖义梵
加藤正夫,加藤正夫
佐藤満・(レスリング選手),佐藤满
谷川俊太郎,谷川俊太郎
鳥山求,鳥山求
富岡鉄斎,富岡鐵齋
竹腰重丸,竹腰重丸
越後和男,越後和男
松永碩,松永碩
近江友介,近江友介
原虎胤,原虎胤
諏訪頼重・(戦国時代),諏訪賴重
今村博治,今村博治
淡島千景,淡岛千景
藤田恵美,藤田惠美
片岡鶴太郎,片岡鶴太郎
種田孝一,種田孝一
今西和男,今西和男
多湖輝,多湖辉
山内重保,山內重保
あきまん,AKIMAN
山川均,山川均
糸井重里,糸井重里
大滝麻未,大瀧麻未
安藤昌益,安藤昌益
河鍋暁斎,河锅晓斋
中岡慎太郎,中岡慎太郎
家本政明,家本政明
北条氏邦,北條氏邦
津久井教生,津久井教生
山縣亮太,山縣亮太
坂上苅田麻呂,坂上苅田麻呂
山辺皇女,山邊皇女
不破整,不破整
藤山一郎,藤山一郎
山背大兄王,山背大兄王
梅棹忠夫,梅棹忠夫
岡野雅行・(サッカー選手),岡野雅行
泉政伸,泉政伸
堀場一雄,堀場一雄
歌川芳艶,歌川芳艷
IZAM,IZAM
舛田利雄,舛田利雄
中西良介,中西良介
叶恭弘,叶恭弘
J・A・シーザー,寺原孝明
阿武教子,阿武教子
坂下博之,坂下博之
藤原房前,藤原房前
佐藤久佳,佐藤久佳
高原郁夫,高原郁夫
福田達夫,福田達夫
難波大助,难波大助
Shunn,宮本駿一
桜井和寿,櫻井和壽
保田圭,保田圭
小川麻琴,小川麻琴
市川準,市川準
河野満,河野满
川島和津実,川島和津實
成瀬巳喜男,成瀨巳喜男
福原黎三,福原黎三
田口光久,田口光久
二村昭雄,二村昭雄
小沢通宏,小泽通宏
岡本久敬,岡本久敬
大河原邦男,大河原邦男
神山健治,神山健治
松金ようこ,松金洋子
篠原信一,篠原信一
田中宏和,田中宏和
名取篤,名取篤
本多利明,本多利明
本阿弥光悦,本阿彌光悅
稲田浩司,稻田浩司
下村愛,下村愛
篠田三郎,篠田三郎
長妻樹里,長妻樹里
内藤湖南,內藤湖南
鍋島勝茂,鍋島勝茂
EXILE・ATSUSHI,ATSUSHI
安達謙蔵,安達謙藏
織田作之助,織田作之助
小島信久,小島信久
柱谷幸一,柱谷幸一
菊原志郎,菊原志郎
牧野アンナ,牧野安娜
青木喜久代,青木喜久代
渡辺三男,渡边三男
南波杏,南波杏
アン・ルイス,安·刘易斯
山口悟,山口悟
佐藤利奈,佐藤利奈
戸高一生,户高一生
斎賀みつき,齋賀光希
藤原啓治,藤原啟治
加藤嘉明,加藤嘉明
伊藤健太郎・(声優),伊藤健太郎·(配音員)
中田譲治,中田讓治
石村舞波,石村舞波
鳥海浩輔,鳥海浩輔
いとうのいぢ,伊東雜音·(1999年出道)
かかずゆみ,嘉數由美
真田幸綱,真田幸隆
諸橋轍次,諸橋轍次
吉田弘・(サッカー選手),吉田弘
永井良和,永井良和
大榎克己,大榎克己
大柴健二,大柴健二
田中真二,田中真二
森山泰行,森山泰行
牧野由依,牧野由依
福田明日香,福田明日香
Miz,Miz
尚泰王,尚泰王
村上愛,村上愛
市井紗耶香,市井紗耶香
奈良原一高,奈良原一高
手嶌葵,手嶌葵
水沼貴史,水沼貴史
宝野アリカ,寶野亞莉華
有地品之允,有地品之允
荒木村重,荒木村重
多治見麻子,多治见麻子
浅野長矩,淺野長矩
麻生夏子,麻生夏子
浅井了意,淺井了意
白石阿島,白石阿岛
百々麻子,百百麻子
市川團十郎・(13代目),市川團十郎·(第十三代)
飯尾乗連,飯尾乘連
飯尾連龍,飯尾連龍
一条忠良,一條忠良
北条時輔,北條時輔
池田光政,池田光政
一条教輔,一條教輔
一条家経,一條家經
細川忠利,細川忠利
伊東一刀斎,伊東一刀齋
古澤融,古澤徹
源範頼,源範賴
愛河里花子,愛河里花子
橋本真也,橋本真也
谷文晁,谷文晁
山田優・(モデル),山田優
野島一成,野岛一成
上泉信綱,上泉信綱
遠藤正明,遠藤正明
伊藤翔,伊藤翔
平野孝,平野孝
西宮伸一,西宮伸一
上杉景勝,上杉景勝
小川直也,小川直也
森嶋通夫,森嶋通夫
山本一清,山本一清
華岡青洲,華岡青洲
真殿益蔵,真殿益藏
藤井隆,藤井隆
小山田信茂,小山田信茂
清水大輔・(作曲家),清水大辅·(作曲家)
横谷政樹,橫谷政樹
今藤幸治,今藤幸治
大野毅,大野毅
清雲栄純,清雲榮純
岩佐又兵衛,岩佐又兵衛
佐藤長栄,佐藤長榮
内山勝・(サッカー選手),內山勝
小島文美,小岛文美
松木安太郎,松木安太郎
江上綾乃,江上绫乃
宮城淳,宫城淳
殷富門院大輔,殷富門院大輔
稲垣満次郎,稻垣滿次郎
瀬能あづさ,瀨能梓
井上政重,井上政重
岩本薫,岩本薰
伊東甲子太郎,伊東甲子太郎
相楽樹,相樂樹
伊東巳代治,伊东巳代治
イッセー尾形,尾形一成
藤堂高虎,藤堂高虎
星野之宣,星野之宣
香取慎吾,香取慎吾
藤原実頼,藤原實賴
平原綾香,平原綾香
本田美奈子.,本田美奈子.
西田修平,西田修平
宮澤崇史,宫泽崇史
丹下桜,丹下櫻
清原深養父,清原深養父
永田雅宜,永田雅宜
若山富三郎,若山富三郎
清川正二,清川正二
土屋圭市,土屋圭市
小川国夫,小川国夫
源為義,源為義
君原健二,君原健二
赤川次郎,赤川次郎
末岡圀孝,末岡圀孝
桑原勝義,桑原勝義
湯浅政明,湯淺政明
片山恭一,片山恭一
橋口たかし,橋口隆志
小野誠治,小野诚治
杉田玄白,杉田玄白
阿部和重,阿部和重
池田輝政,池田輝政
国生さゆり,國生小百合
小野二郎・(寿司職人),小野二郎
山下康介,山下康介
鳥居清信,鳥居清信
佐藤次郎,佐藤次郎
桑原隲蔵,桑原隲藏
加藤正明・(サッカー選手),加藤正明
成田真由美,成田真由美
鴇田正憲,鴇田正憲
菩提僊那,菩提僊那
閏月戈,閏月戈
丹羽長秀,丹羽长秀
江頭2:50,江頭2:50
相川七瀬,相川七瀨
緑青黒羽,綠青黑羽
山下清,山下清
北条長時,北條長時
清水金二郎,清水金二郎
内田一二四,内田一二四
平田裕香,平田裕香
小松姫,小松姬
永井建子,永井建子
國府田マリ子,國府田麻理子
田中利明,田中利明
森田宏幸,森田宏幸
佐田の山晋松,佐田之山晉松
国枝強,國枝強
金成汗,金成杆
カトキハジメ,角木肇
依澄れい,依澄Rei
本田泰人,本田泰人
上原多香子,上原多香子
小沢まどか,小澤圓
土佐光起,土佐光起
美竹涼子,美竹涼子
三浦理恵子,三浦理惠子
南佳也,南佳也
伊月ゆい,伊月唯
カントク,監督·(插畫家)
みやま零,美山零
吉田朱里,吉田朱里
岸野里香,岸野里香
ローラ・(モデル),蘿拉·(模特兒)
小沢菜穂,小澤菜穗
夏目ナナ,夏目奈奈
玉畹梵芳,玉畹梵芳
長渕剛,长渕刚
朽木昌綱,朽木昌綱
藤田進,藤田進·(日本演員)
渡部猛,渡部猛
小井土正亮,小井土正亮
青木りん,青木鈴
許斐剛,許斐剛
伊東浩司,伊东浩司
初島住彦,初島住彥
夢枕獏,夢枕獏
佐々木康治,佐佐木康治
吉水法生,吉水法生
赤石路代,赤石路代
竹久夢二,竹久夢二
佐藤翔治,佐藤翔治
安西信行,安西信行
神谷哲史,神谷哲史
ジャイアント馬場,巨人馬場
横澤由貴,横泽由贵
天谷大輔,天谷大辅
小松里歌,小松里歌
瑶子女王,瑤子女王
斎藤龍興,齋藤龍興
ジェシー・(アイドル),傑西
木下惠介,木下惠介
富山英明,富山英明
久保亮五,久保亮五
種﨑敦美,種崎敦美
辻本茂輝,辻本茂輝
熊谷浩二,熊谷浩二
城定信次,城定信次
五社英雄,五社英雄
山本貴司,山本貴司
さいとうちほ,齊藤千穗
土橋正樹,土橋正樹
五味隆典,五味隆典
上田文人,上田文人
高崎晃,高崎晃
楠桂,楠桂
中村知世,中村知世
林家志弦,林家志弦
手代木史織,手代木史织
鈴木勝吾,鈴木勝吾
永井秀昭,永井秀昭
吉田博,吉田博
風間八宏,風間八宏
植木繁晴,植木繁晴
上久雄,上久雄
楠神順平,楠神順平·(足球運動員)
村上華岳,村上華岳
小比類巻かほる,小比類卷香穗留
定覚,定覺
梶原景時,梶原景時
瑞智士記,瑞智士記
嶋方淳子,嶋方淳子
定慶,定庆
井上淳哉,井上淳哉
快慶,快庆
海北友松,海北友松
高浜寛,高濱寬
今井兼平,今井兼平
由羅カイリ,由羅海里
金子堅太郎,金子坚太郎
狩野光信,狩野光信
加藤光雄,加藤光雄
古原靖久,古原靖久
松本寛也,松本寬也
葵みのり,葵實野理
若林源三,若林源三
文月晃,文月晃
生駒友彦,生駒友彥
甲斐麻美,甲斐麻美
小城得達,小城得達
小林万桜,小林万樱
別府あゆみ,別府步美
奥寺佐渡子,奥寺佐渡子
横山正文,横山正文
上川大樹,上川大樹
鈴木かすみ,鈴木霞
高田明美,高田明美
中根千枝,中根千枝
EXILE・HIRO,五十嵐廣行
藤口光紀,藤口光紀
原千尋,原千尋
浜田駿吉,滨田骏吉
堀ちえみ,堀智荣美
中島知久平,中島知久平
狩野山雪,狩野山雪
中谷雄英,中谷雄英
川淵三郎,川淵三郎
関口久雄,關口久雄
さいねい龍二,載寧龍二
田村由美,田村由美
椎名あゆみ,椎名愛弓
山崎正昭,山崎正昭
佐藤春夫,佐藤春夫
伊藤直司,伊藤直司
原博実,原博實
山田暢久,山田暢久
椎橋寛,椎橋寬
西村昭宏,西村昭宏
玄田哲章,玄田哲章
紀里谷和明,紀里谷和明
首藤剛志,首藤剛志
源満仲,源滿仲
高森泰男,高森泰男
長尾大,長尾大
船本幸路,船本幸路
金田喜稔,金田喜稔
有馬暎夫,有馬暎夫
横手美智子,横手美智子
高田一美,高田一美
渡辺由一,渡边由一
川路利良,川路利良
辛島昇,辛島昇
川合玉堂,川合玉堂
桜井勝延,櫻井勝延
加山又造,加山又造
中澤一登,中澤一登
吉行和子,吉行和子
山路嘉人,山路嘉人
島岡健太,島岡健太
神田勝夫,神田勝夫
澁澤龍彦,澀澤龍彥
倉田重夫,仓田重夫
竹内悌三,竹内悌三
後藤靱雄,後藤靱雄
塚田真希,塚田真希
瀬戸康史,瀨戶康史
永井一郎,永井一郎
佐々木雅尚,佐佐木雅尚
篠島秀雄,篠島秀雄
串田アキラ,串田晃
落合弘,落合弘
笹井芳樹,笹井芳樹
小林覚,小林觉
梅田竜二,梅田龍二
森田淳悟,森田淳悟
源宗于,源宗于
井山裕太,井山裕太
窪川一雄,窪川一雄
工藤紀夫,工藤紀夫
本根康之,本根康之
藤岡弘、,藤岡弘、
春山泰雄,春山泰雄
加賀千代女,加贺千代女
浅岡朝泰,淺岡朝泰
加藤信幸,加藤信幸
二宮寛,二宮寬
中村兼三,中村兼三
入野自由,入野自由
皆川淇園,皆川淇园
空也,空也
鳥文斎栄之,鳥文齋榮之
田中弘道・(プロデューサー),田中弘道
中江兆民,中江兆民
大久保琴,大久保琴
長次郎,长次郎
足利道夫,足利道夫
田中雅美,田中雅美
一条信龍,一條信龍
豪鬼,豪鬼
高尾紳路,高尾绅路
平沢周策,平泽周策
笹井隆司,笹井隆司
石田芳夫,石田芳夫
依田紀基,依田纪基
水野忠邦,水野忠邦
右近・(歌人),右近·(歌人)
太田渉,太田涉
松丸貞一,松丸貞一
堀江忠男,堀江忠男
矢吹公郎,矢吹公郎
衛藤公雄,衛藤公雄
上原謙,上原谦
五島慶太,五岛庆太
蟹江敬三,蟹江敬三
久米桂一郎,久米桂一郎
右代啓祐,右代啓祐
濱田浩輔,濱田浩輔
吉田昌郎,吉田昌郎
近衛経熙,近衛經熙
西尾大介,西尾大介
今中大介,今中大介
野村正二郎,杉村正二郎
木村和司,木村和司
深山静夫,深山静夫
藤本主税,藤本主税
穴井隆将,穴井隆将
冨田尚弥,富田尚彌
福見友子,福见友子
糟屋武則,糟屋武則
藤井拓郎,藤井拓郎
角中勝也,角中勝也
櫻井ゆうこ,櫻井優子
柳浩太郎,柳浩太郎
九条兼晴,九條兼晴
九条道房,九條道房
蓮見知弘,蓮見知弘
財前恵一,財前惠一
PUSHIM,PUSHIM
渡辺健司,渡边健司
降谷建志,降谷建志
扇谷健司,扇谷健司
森見登美彦,森見登美彥
塩谷司,鹽谷司
石川研,石川研
小島伸幸,小島伸幸
檜山修之,檜山修之
木戸衣吹,木戶衣吹
手塚聡,手塚聰
荒川美穂,荒川美穗
右近徳太郎,右近德太郎
林健太郎・(サッカー選手),林健太郎
高橋武夫,高橋武夫
高桑大二朗,高桑大二朗
池田司信,池田司信
加茂正五,加茂正五
水島精二,水島精二
斎藤義龍,齋藤義龍
DJ・Okawari,DJ·Okawari
藤原時平,藤原時平
藤島信雄,藤島信雄
浅野まゆみ,淺野麻由美
歌川国直,歌川國直
中村光一,中村光一
坂本英三,坂本英三
重松清,重松清
大弐三位,大貳三位
大倉喜七郎,大倉喜七郎
松下耕,松下耕
あずさ欣平,梓欣平
服部金太郎,服部金太郎
中村伸,中村伸
小林古径,小林古径
近衛基前,近衛基前
久我通光,久我通光
近衛忠房,近衛忠房
笠原宗太,笠原宗太
園部勉,園部勉
岸奥裕二,岸奥裕二
審良静男,審良靜男
三浦しをん,三浦紫苑
宮村優子・(声優),宮村優子·(配音員)
本田長康,本田長康
手島志郎,手島志郎
斎藤才三,齋藤才三
西邑昌一,西邑昌一
新田恵利,新田惠利
九条師孝,九條師孝
徳田重男,德田重男
鈴木蘭々,鈴木蘭蘭
中山忍,中山忍
川田利明,川田利明
中嶋ミチヨ,中嶋美智代
九条満家,九條滿家
HERO・(漫画家),HERO·(漫画家)
山口瑞鳳,山口瑞凤
梅謙次郎,梅謙次郎
川口士,川口士
新島八重,新島八重
西村茂樹,西村茂樹
遠藤舞,遠藤舞
今石洋之,今石洋之
九条輔実,九條輔實
竹谷睦,竹谷睦
九条経教,九條經教
かおりくみこ,小野木久美子
九条尚実,九條尚實
舟山久美子,舟山久美子
宮下真洋,宮下真洋
内田哲兵,内田哲兵
小池良平,小池良平
寶示戸進哉,寶示戶進哉
中尾剛,中尾剛
横関浩一,橫關浩一
加納昌弘,加納昌弘
金子誠・(サッカー選手),金子誠·(足球運動員)
京・(ミュージシャン),京·(音樂家)
大石信幸,大石信幸
護良親王,護良親王
金澤宏,金澤宏
塩崎雄二,鹽崎雄二
しげの秀一,重野秀一
沼正作,沼正作
郷里大輔,鄉里大輔
柳井俊二,柳井俊二
渋江譲二,澀江讓二
大嶽直人,大嶽直人
岩谷俊夫,岩谷俊夫
湯山邦彦,湯山邦彥
山口敏弘,山口敏弘
佐藤慶明,佐藤慶明
加茂健,加茂健
平敦盛,平敦盛
西田龍雄,西田龙雄
田中亮一,田中亮一
鶴見虹子,鹤见虹子
