George Washington,乔治·华盛顿
Gata Kamsky,加塔·卡姆斯基
Robert Garrett,罗伯特·加勒特
John Pasquin,约翰·帕斯昆
Tom Hulce,湯姆·哈斯
Tony Bennett,托尼·本內特
Richard Lazarus,理查·拉薩魯斯
Paul Gilbert,保罗·吉尔伯特
Charles Jenkins Jr.,查尔斯·詹金斯·(1964年)
Isaac Charles Parker,艾薩克·查爾斯·帕克
George Washington Carver,喬治·華盛頓·卡弗
Joe Pantoliano,喬·潘托利亞諾
Stacy Keach,史戴西·奇屈
James Spader,占士·史碧達
Mark Harmon,馬克·漢蒙
Kim Peek,金·匹克
Barry Gibb,巴里·吉布
Bernard Herrmann,伯纳德·赫尔曼
Keith Whitley,凱斯·惠特利
Nellie Fox,內利·法克斯
Tim Austin,蒂姆·奥斯汀
Diora Baird,狄歐拉·貝爾德
Edna Ferber,埃德娜·费伯
Rod Paige,罗德·佩奇
Barbara Ehrenreich,芭芭拉·艾伦瑞克
Joe DiMaggio,乔·迪马乔
David Henrie,大衛·亨利
George Meade,乔治·米德
Murray Rothbard,穆瑞·羅斯巴德
Jack Johnson (musician),傑克·強森
Nate Robinson,内特·罗宾逊
Tyson Chandler,泰森·钱德勒
Peter Sarsgaard,彼得·賽斯嘉
Robert Sterling Clark,罗伯特·斯特林·克拉克
Veronica Roth,韦罗妮卡·罗思
Robert R. Livingston,羅伯特·R·李維頓
Chace Crawford,查斯·哥羅福
Shiing-Shen Chern,陈省身
Robert Smithson,罗勃·史密森
Edward Walter Eberle,愛德華·艾伯爾
Malin Craig,马林·克雷格
Charles Fefferman,查尔斯·费夫曼
Chellsie Memmel,切茜尔·梅默尔
Christy Turlington,克莉絲蒂·杜靈頓
Arthur F. Burns,阿瑟·F·伯恩斯
Williamina Fleming,威廉敏娜·弗萊明
Lola Glaudini,蘿拉·格勞蒂尼
Marshall Allman,馬歇爾·奧爾曼
Omar Epps,奧馬爾·愛普斯
Leo Fender,利奥·芬达
Jeff Koons,杰夫·昆斯
Dan Simmons,丹·西蒙斯
Noah Wyle,诺亚·怀勒
Alvin Toffler,阿尔文·托夫勒
Marty Friedman,马蒂·弗里德曼·(音乐家)
James Dwight Dana,詹姆斯·德怀特·丹纳
Russ Meyer,魯斯·梅耶
Jason Momoa,杰森·莫玛
Matt Bomer,马修·波莫
Erich Segal,艾瑞克·席格爾
Elliott Erwitt,埃利奥特·厄威特
Helene Hanff,海伦·汉芙
Arnold Vosloo,阿诺德·沃斯洛
Adam Savage,亚当·萨维奇
Stephen Smale,斯蒂芬·斯梅爾
James Irwin,詹姆斯·艾尔文
Jesse Douglas,杰西·道格拉斯
Theodore Maiman,西奥多·梅曼
Andrei Okounkov,安德烈·奧昆科夫
George Uhlenbeck,乔治·乌伦贝克
Israel Gelfand,伊斯拉埃爾·蓋爾范德
Ted Lyons,泰德·萊恩斯
Dick Roth,迪克·罗思
Francis Bok,弗朗西斯·巴克
J. D. Souther,J.D.·邵德
Howie Dorough,豪兒·多羅夫
Daniel Kan,丹尼尔·阚
Jason Bateman,詹森·貝特曼
Hank Sauer,漢克·沙奧爾
Rick Ross,里克·罗斯
Lee Strasberg,李·斯特拉斯伯格
George Gallup,喬治·蓋洛普
Joseph Hooker,约瑟夫·胡克
Hiram Maxim,海勒姆·马克沁
Fred Thompson,弗雷德·汤普森
Bugsy Siegel,巴格西·西格爾
Ralph Bakshi,拉爾夫·巴克希
Barry Pepper,巴里·佩珀
David Farragut,戴维·法拉格特
Dan Brouthers,丹·布魯瑟茲
"Tommy Godwin (cyclist, born 1920)",汤米·戈德温
Andrew Stanton,安德鲁·斯坦顿
John Barth,约翰·巴思
Ed Helms,艾德·赫姆斯
Joseph Stilwell,约瑟夫·史迪威
Bill Withers,比爾·威瑟斯
Sam Waterston,山姆·華特斯頓
Barbara Billingsley,芭芭拉·比林斯利
Sim Iness,西姆·伊内斯
Randall Munroe,兰道尔·门罗
M. Stanley Whittingham,斯坦利·惠廷厄姆
Emmanuelle Chriqui,埃曼紐爾·施萊琪
Joss Whedon,喬斯·溫登
Chief Bender,契夫·班德
Salvatore D'Aquila,薩爾瓦托雷·達奎拉
Jay Rockefeller,傑伊·洛克斐勒
Burl Ives,伯尔·艾弗斯
Ronald McNair,罗纳德·麦克内尔
Eric Bischoff,艾瑞克·比绍夫
Brian Krause,布萊恩·克勞斯
Bill Pullman,比尔·普尔曼
Judge Reinhold,祖德·萊茵霍爾德
Jon Jones,乔恩·琼斯
John Houseman,约翰·豪斯曼
Mary Martin,玛丽·马丁
Robert Crippen,罗伯特·克里彭
Nathan Adrian,倪家駿
Kenneth Ring,肯尼斯·林格
Tom Verlaine,汤姆·魏尔伦
Jim Hines,吉姆·海因斯
Gary Hamel,加里·哈默爾
Rick Husband,里克·赫斯本德
Warren E. Burger,沃伦·厄尔·伯格
Sean Parker,西恩·帕克
Neil Simon,尼爾·賽門
Estée Lauder (businesswoman),雅诗·兰黛
Margaret Sanger,瑪格麗特·山額
Benedict Arnold,班尼狄·阿諾
Michael Everson,葉密豪
Anna Anderson,安娜·安德森
Samuel Chase,塞缪尔·蔡斯
Willow Smith,威洛·史密斯
Kathy Reichs,凱絲·萊克斯
James W. Christy,詹姆斯·克里斯蒂
Tom Green,湯姆·格林
Gary Cole,蓋瑞·科爾
John Wayne Gacy,约翰·韦恩·盖西
Rob Zombie,羅伯·殭屍
Yum-Tong Siu,萧荫堂
Kurt Grote,库尔特·格罗特
Jeffrey Goldstone,傑弗里·戈德斯通
Kenny Clarke,肯尼·克拉克
Jake Odorizzi,傑克·歐多瑞吉
Terry Jones (pastor),泰禮·瓊斯
Don Newcombe,唐·紐康伯
Lewis Milestone,刘易斯·迈尔斯通
Umaga (wrestler),Umaga
Ray Kurzweil,雷蒙德·库茨魏尔
Greyson Chance,葛瑞森·柴斯
Liev Schreiber,李佛·薛伯
Jeffrey Dahmer,傑佛瑞·丹墨
Leon Festinger,利昂·费斯廷格
Murray Bookchin,默里·布克钦
William Morris Davis,威廉·莫里斯·戴维斯
Gary Snyder,加里·斯奈德
Hans-Dieter Sues,漢斯·戴爾特·蘇伊士
Warren Robinett,華倫·羅賓列特
John Hodgman,约翰·霍奇曼
Chelsea Manning,切爾西·曼寧
Garrett Hedlund,蓋瑞特·荷德倫
Kim Vandenberg,金·范登堡
Harry Nyquist,哈里·奈奎斯特
John Singleton Copley,约翰·科普利
Rahm Emanuel,拉姆·伊曼纽尔
Genndy Tartakovsky,格恩迪·塔塔科夫斯基
Michael Brecker,迈克尔·布雷克·(音乐家)
Michael Jeter,迈克尔·杰特
Clay Aiken,克萊·艾肯
Clifton Sprague,克利夫頓·斯普拉格
Charley Paddock,查尔斯·帕多克
Patricia Crone,帕特丽夏·克罗内
Common (rapper),朗尼·拉希德·林恩
Yvonne Zima,伊芳·齊瑪
Freddy Krueger,弗莱迪·克鲁格
Edward Weston,爱德华·韦斯顿
Alfred Bester,阿尔弗雷德·贝斯特
Ryan Dunn,瑞恩·鄧恩
John F. Kennedy Jr.,小约翰·肯尼迪
John C. McGinley,約翰·C·麥金利
Eugène Green,尤金·格林
Victor McLaglen,維多·麥克勞倫
Lewis Hine,路易斯·海因
Minoru Yamasaki,山崎實
Marvin Leonard Goldberger,马文·伦纳德·戈德伯格
Harry Hillman,哈里·希尔曼
David Spade,大衛·史派德
Morton Feldman,莫顿·费尔德曼
R. A. Salvatore,R·A·萨尔瓦多
Thomas P. Stafford,托马斯·斯塔福德
Daniel Bell,丹尼尔·贝尔
Sam Rockwell,山姆·洛克威尔
Eric Lloyd,埃瑞克·羅伊德
John D. MacArthur,约翰·D·麦克阿瑟
Alex Shigo,亞歷克斯·邵戈
Jack Klugman,傑克·克盧格曼
Chase Budinger,蔡斯·巴丁格
A. Merritt,亚伯拉罕·格雷斯·梅里特
Robert LeRoy,罗伯特·勒罗伊
Eli Manning,伊莱·曼宁
Pete Maravich,皮特·马拉维奇
Scott Grimes,史考特·格瑞恩斯
Phil Jackson,菲尔·杰克逊
LaMarcus Aldridge,拉玛库斯·阿尔德里奇
Emeka Okafor,埃米卡·奥卡福
Mario Lemieux,马里奥·勒米厄
Martin Short,馬丁·肖特
Abraham Baldwin,亚伯拉罕·鲍德温
Andrew Wyeth,安德魯·魏斯
Robert Pearce (wrestler),罗伯特·皮尔斯
Nick Searcy,尼克·西塞
Roy O. Disney,洛伊·O·迪士尼
Abraham Pais,亞伯拉罕·派斯
Wilmer Valderrama,维尔摩·瓦尔德拉玛
Moses Malone,摩西·马龙
Tim Montgomery,蒂姆·蒙哥马利
Harold Ramis,哈罗德·雷米斯
Charles Durning,查理士·邓宁
Brett Wetterich,布雷特·维特里奇
Abraham Clark,亚伯拉罕·克拉克
David Henry Hwang,黃哲倫
J. J. Henry,J·J·亨利
Lon L. Fuller,朗·盧福瓦·富勒
Saul Kripke,索尔·阿伦·克里普克
Isiah Thomas,伊塞亚·托马斯
Art Clokey,阿特·克洛基
Chauncey Billups,昌西·比卢普斯
John Schneider (screen actor),約翰·施奈德
Deron Williams,德隆·威廉姆斯
Louis Gossett Jr.,小路易斯·格塞特
Lenny Wilkens,兰尼·威尔肯斯
Mihaly Csikszentmihalyi,奇克森特米哈伊·米哈伊
Dwight Phillips,德怀特·菲利普斯
Solomon Asch,所罗门·阿希
Nat Turner,奈特·杜納
Brad Dourif,布拉德·道里夫
Martin Sheridan,马丁·谢里登
Apolo Ohno,阿波罗·大野
Fredric Jameson,詹明信
Asa Gray,亞薩格雷
Christopher Gorham,克里斯托弗·高哈姆
Gabe Newell,加布·纽维尔
Cathy Carr (swimmer),凯茜·卡尔
Saul Teukolsky,索尔·图科斯基
Theresa Andrews,特雷莎·安德鲁斯
Justin Long,賈斯汀·隆
Djimon Hounsou,杰曼·翰苏
Don Henley,唐·亨利
Raymond A. Spruance,雷蒙德·斯普魯恩斯
Lucas Till,盧卡斯·提爾
Walter Lippmann,沃尔特·李普曼
Justin Theroux,賈斯汀·塞洛克斯
Big L,比格·L
Abraham Robinson,亞伯拉罕·魯濱遜
Bryan Greenberg,布萊恩·加連保格
Joe Haldeman,乔·霍尔德曼
Joseph M. Carey,約瑟夫·M·凱里
Tim O'Reilly,提姆·奥莱理
Robert C. Merton,罗伯特·科克斯·默顿
E. E. Cummings,E·E·卡明斯
Dr. Seuss,蘇斯博士
Daniel Burnham,丹尼尔·伯纳姆
Alan Cumming,亞倫·甘明
Jason Mewes,傑森·繆斯
Larry Niven,拉瑞·尼文
Jonathan Franzen,強納森·法蘭森
David Filo,大衛·費羅
Thomas Curtis (athlete),托马斯·柯蒂斯
Murder of Joseph Augustus Zarelli,約瑟夫·奧古斯都·扎雷利
Eli Yablonovitch,埃利·雅布罗诺维奇
Liza Lapira,麗莎·拉琵拉
Joel Grey,乔尔·格雷
Rob Reiner,羅伯·雷納
Taylor Hicks,泰勒·希克斯
"Mary Anderson (actress, born 1918)",瑪莉·安德森
Lauren Hutton,羅倫·赫頓
Sugar Ray Robinson,舒格·雷·罗宾逊
Phineas Gage,費尼斯·蓋吉
Randy Quaid,蘭迪·奎德
Daniel Boone,丹尼爾·布恩
Michael Flatley,麥可·佛萊利
Jack Johnson (boxer),傑克·強生·(拳擊手)
Oscar de la Renta,奥斯卡·德拉伦塔
Francis Peyton Rous,裴頓·勞斯
Andrew Goodman (activist),安德鲁·古德曼
William Westmoreland,威廉·威斯特摩兰
Pat Morita,森田則之
Jack Williamson,杰克·威廉森
Charlotte Perkins Gilman,夏綠蒂·柏金斯·吉爾曼
Ted Meredith,特德·梅雷迪思
Carl Reiner,卡爾·雷納
Richard Burr,理查·波爾
David Stern,大卫·斯特恩
Princess Donna,唐娜公主
Harry Maione,哈里·梅內
Isidore Mankofsky,埃斯多·曼考夫斯基
Mark Felt,马克·费尔特
Joe Montana,祖·蒙坦拿
Marc Davis (astronomer),马克·戴维斯·(天文学家)
Jack Swigert,杰克·斯威格特
René Auberjonois,雷內·奧柏戎諾瓦
Michael E. Brown,米高·E·布朗
Charles M. Schulz,查爾斯·舒茲
George Kennedy,乔治·肯尼迪
William E. Ward,威廉·E·沃德
William R. King,威廉·鲁福斯·金
Edward Drinker Cope,愛德華·德林克·科普
John Nance Garner,约翰·南斯·加纳
James Bjorken,詹姆斯·比约肯
Rex Tillerson,雷克斯·蒂勒森
Ed Perlmutter,埃德·珀爾馬特
Jack Parsons,傑克·帕森斯
Stanley Mandelstam,斯坦利·曼德尔施塔姆
Levi P. Morton,列维·P·莫顿
Ryan Murphy (producer),萊恩·墨菲·(編劇)
Levi Leipheimer,利瓦伊·莱法伊默
Jerry Stiller,杰瑞·斯蒂勒
Leon Czolgosz,里昂·乔戈什
James B. Cunningham,郭明瀚
Stephen Colletti,斯蒂芬·科萊迪
Trinh Xuan Thuan,郑春顺
William Yorzyk,威廉·约齐克
Curtis Callan,柯蒂斯·卡伦
John Wesley Powell,约翰·威斯利·鲍威尔
George Seaton,佐治·薛頓
Caroline Lind,卡罗琳·林德
Lena Dunham,莉娜·丹恩
Chamillionaire,天生贏家·(歌手)
Kid Cudi,卡迪小子
Jeremy Sumpter,傑瑞米·桑普特
Dylan Walsh,迪倫·沃爾什
Anderson Cooper,安德森·库珀
Tim Kang,康一芽
Anthony Davis,安東尼·戴維斯
Thomas R. Marshall,托马斯·R·马歇尔
Carl Albert,卡尔·阿尔伯特
Vitaly Scherbo,维塔里·谢尔博
Marvin Johnson (boxer),马文·约翰逊
Nick Cannon,尼克·卡农
Ronnie Van Zant,羅尼·范·贊特
Brad Garrett,布拉德·加雷特
Bob Corker,鮑伯·寇爾克
Larry the Cable Guy,王牌接线员拉里
George Benson,喬治·班森
Debra Monk,德布拉·蒙克
Teresa Heinz,特雷莎·海因茨·克里
Frank Drake,法蘭克·德雷克
Pat McCormick (diver),帕特·麦考密克
Sonny Rollins,桑尼·羅林斯
Jameer Nelson,贾米尔·尼尔森
Thomas Mitchell (actor),托马斯·米切尔
Michael Angarano,邁克·安格拉諾
Dimitri Tiomkin,迪米特里·迪奥姆金
Kwame Brown,夸梅·布朗
Emperor Norton,诺顿一世
Aaron Sorkin,艾倫·索金
Victoriano Huerta,維多利亞諾·韋爾塔
Luke Benward,路克·班沃德
George McGovern,乔治·麦戈文
Bryan Danielson,丹尼爾·布萊恩
Mario Lanza,馬利奧·蘭沙
Tom Berenger,湯姆·貝林傑
Brandon Routh,布兰登·劳斯
Jerome Williams (baseball),傑羅姆·威廉斯·(棒球運動員)
Benjamin Lee Whorf,本杰明·李·沃夫
Alice Cooper,埃利斯·库珀
Howard Stern,侯活·史敦
Joe Dumars,喬·杜馬斯
Eric Dane,埃里克·迪恩
James Cromwell,詹姆斯·克伦威尔
Alison Des Forges,艾莉森·迪斯·福格斯
Allen Dulles,艾倫·杜勒斯
Sargent Shriver,萨金特·施赖弗
Shannon Leto,香农·莱托
Paul Desmond,保罗·戴斯蒙
Robert McFarlane (American government official),羅伯特·麥克法蘭
Leo McCarey,李歐·麥卡瑞
Ronald Wayne,罗纳德·韦恩
Melissa McBride,梅麗莎·麥克布萊德
Alan Mulally,艾倫·穆拉利
Kevin Roche,凯文·洛奇
George Lindbeck,喬治·林貝克
Viscera (wrestler),小尼尔森·佛雷瑟
Bobby Lashley,鮑比·萊士利
Michael Imperioli,米高·伊派里奧里
Alan Menken,亚伦·孟肯
Penny Hardaway,安芬尼·哈达威
Nathan Kress,內森·克萊斯
Peter Eisenman,彼得·艾森曼
James Deen,詹姆斯·迪恩·(色情演员)
Mel Daniels,梅尔·丹尼尔斯
Morris Swadesh,莫里斯·斯瓦迪士
Adam Cadre,亚当·卡得
James H. Salisbury,詹姆士·梳士巴利
Adam Curry,亚当·科利
Israel Kirzner,伊斯雷尔·柯兹纳
Edward Baker Lincoln,爱德华·林肯
David Price (baseball),大衛·普萊斯
Home Run Baker,法蘭克·貝克
Elston Howard,艾爾史東·霍華德
R. L. Stine,R·L·斯坦
Omar Benson Miller,奥玛·本森·米勒
Jeane Dixon,珍妮·狄克逊
Iyaz,Iyaz
Peter MacNicol,彼得·迈克尼科尔
Antonio McDyess,安东尼奥·麦克戴斯
Danny Aiello,丹尼·愛羅
Shaun White,肖恩·怀特
Ryan Seacrest,瑞安·西克雷斯特
Evan Lysacek,埃文·莱萨塞克
Cody Rhodes,寇帝·羅茲
Tom Kenny,湯姆·肯尼
Simon Helberg,西蒙·黑尔贝格
Robert H. Dennard,羅伯特·丹納德
Myles Kennedy,邁爾斯·甘迺迪
Antonia Maury,安東妮亞·莫里
Peter Suber,彼得·萨伯
Brit Marling,布里特·马灵
Mary Whipple,玛丽·惠普尔
Tina Charles (basketball),蒂娜·查尔斯
Jelly Roll Morton,杰利·罗尔·莫顿
Harry Shum Jr.,岑勇康
Walt Frazier,沃尔特·弗雷泽
Kyrie Irving,凯里·欧文
Taj Gibson,泰·吉布森
Brandon T. Jackson,布萊德·傑克森
Vannevar Bush,万尼瓦尔·布什
Peggy Michel,佩姬·米歇尔
Elon Musk,埃隆·马斯克
Peter Benchley,彼得·本奇利
Robert Sheckley,罗伯特·谢克里
Leon Theremin,李昂·特雷门
Alfred Korzybski,阿尔弗雷德·柯日布斯基
Walter Bedell Smith,沃爾特·比德爾·史密斯
Richard Winters,理查德·溫特斯
Greg Bear,葛瑞格·貝爾
Jesse Metcalfe,杰西·麦特卡尔菲
Jim Ross,吉姆·羅斯
Ashley Tappin,阿什莉·塔平
Stepfanie Kramer,斯蒂芬尼·克雷默
The Iron Sheik,鋼鐵酋長
Kelly McCormick,凯莉·麦考密克
Randy Jackson (Jacksons singer),史蒂文·蘭道爾·蘭迪·傑克遜
Jermaine Jackson,傑曼·傑克森
Thomas S. Monson,托马斯·孟荪
Alex North,亚历克士·诺斯
Gordon Bunshaft,戈登·邦沙夫特
Ida B. Wells,艾達·貝爾·韋爾斯
Chris Mullin,克里斯·穆林
Daniel Dae Kim,金大賢
Barry Sonnenfeld,巴里·索南菲尔德
Sung Kang,姜成鎬
Perry Como,佩里·科莫
Mack Sennett,马克·森内特
Fareed Zakaria,法里德·扎卡利亞
Charlie Wilson (Texas politician),查理·威爾遜·(德克薩斯州政治人物)
Ben Johnson (actor),班·約翰森
The Ultimate Warrior,終極戰士·(摔角手)
Alan Tudyk,阿蘭·圖代克
Doug Liman,道格·李曼
Adam Dunn,亞當·鄧恩
Rudolf Anderson,魯道夫·安德森
Eleanor J. Gibson,埃莉诺·吉布森
Mary Anna Custis Lee,玛丽·安娜·卡斯蒂斯·李
Ralph Ellison,拉尔夫·艾里森
Andy Kaufman,安迪·考夫曼
Lawrence Summers,勞倫斯·薩默斯
Walter Chrysler,沃爾特·克萊斯勒
Nelson Goodman,纳尔逊·古德曼
William Hoyt (athlete),威廉·霍伊特
Thomas Cole,托馬斯·科爾
David Mumford,戴维·芒福德
Richard Borcherds,理查德·博赫兹
Harlan Coben,哈蘭·科本
Perez Hilton,佩雷斯·希爾頓
Randall Duk Kim,金德文
Wallace Carothers,华莱士·卡罗瑟斯
Sanford B. Dole,桑福德·多爾
Will Durant,威尔·杜兰特
William Thurston,威廉·瑟斯顿
Edwin Howard Armstrong,埃德温·霍华德·阿姆斯特朗
Curtis T. McMullen,柯蒂斯·麥克馬倫
Clair Cameron Patterson,克莱尔·卡梅伦·帕特森
Jean Shiley,琼·希利
Sherry Lansing,雪莉·兰辛
Alice Walton,愛麗絲·沃爾頓
Othniel Charles Marsh,奧斯尼爾·查爾斯·馬許
Howard H. Aiken,霍華德·艾肯
Thomas Hicks (athlete),托马斯·希克斯
Yeiki Kobashigawa,小桥川荣喜
Michael Freedman,麥可·弗里德曼
Robert Hoffman (actor),羅伯特·霍夫曼
John Taylor (athlete),约翰·泰勒·(1882年)
Gerald Wallace,杰拉德·华莱士
Ira Levin,艾拉·莱文
Sam Brownback,萨姆·布朗巴克
Jimmy Hoffa,吉米·霍法
Jermaine Dupri,杰梅因·杜普里
Fabolous,神奇小子·(歌手)
Enrico Bombieri,恩里科·邦別里
Nassim Nicholas Taleb,納西姆·尼可拉斯·塔雷伯
Helen Mirren,海倫·美蘭
Bob Saget,鮑勃·薩格
Ellison Onizuka,鬼塚承次
Elle Logan,埃尔·洛根
Kaitlin Olson,凱特琳·奧爾森
Eric F. Wieschaus,艾瑞克·威斯喬斯
John Gotti,約翰·高蒂
Aaron Baddeley,阿倫·巴德利
Abe Fortas,亚伯拉罕·亚伯·方特斯
Colin Hanks,柯林·漢克斯
Tom Ford,汤姆·福特
Efim Zelmanov,叶菲姆·泽尔曼诺夫
Luke Perry,盧克·佩瑞
Gregory G. Pincus,格雷戈里·平卡斯
William Kemmler,威廉·凯姆勒
Stephen Dorff,斯蒂芬·多爾夫
Rainn Wilson,雷恩·威爾森
Jennifer O'Dell,珍妮佛·奧戴爾
Maicel Malone-Wallace,迈塞尔·马隆-华莱士
Bob Lemon,鮑伯·雷蒙
Ram Dass,拉姆·達斯
Helen Prejean,海伦·培贞
Sasha Barrese,萨莎·巴瑞斯
Frank Reynolds,法蘭克·雷諾斯
Benjamin Graham,本杰明·格雷厄姆
David Starr Jordan,大卫·斯塔尔·乔丹
Emily Cross,埃米莉·克罗斯
Norman Joseph Woodland,諾曼·伍德蘭
Walter M. Miller Jr.,小沃尔特·M·米勒
Adam Maida,亞當·梅達
C. S. Lee,李升熙
Adam Herz,亚当·赫兹
Leon Tuck,利昂·塔克
Immanuel Velikovsky,伊曼紐爾·維里科夫斯基
Heber Doust Curtis,希伯·柯蒂斯
Ad-Rock,亞當·霍羅維茨
Paul Volcker,保羅·沃克·(經濟學家)
Ross Macdonald,羅斯·麥唐諾
Aaron Miller (ice hockey),阿龙·米勒
Arthur M. Wolfe,阿瑟·M·沃尔夫
Aaron Gray,阿龙·格雷
Ed Begley,埃德·贝格利
Buddy Rich,巴迪·瑞奇
Percy Grainger,帕西·葛人傑
William Mapother,威廉·麥鮑瑟
Beast (Marvel Comics),野獸·(漫畫)
Marvin Harris,马文·哈里斯
R. J. Rummel,魯道夫·拉梅爾
Joseph Franklin Rutherford,约瑟夫·富兰克林·卢瑟福
Christopher McDonald,克里斯托弗·麦克唐纳
Tom Sizemore,湯姆·塞茲摩爾
Eugene V. Debs,尤金·维克多·德布斯
Jack Dorsey,杰克·多西
Richard Jordan Gatling,理查·加特林
Eric Stoltz,埃里克·斯托尔兹
Lon Chaney Jr.,小朗·钱尼
Matthew Modine,馬修·莫汀
Thomas Merton,托马斯·默顿
Seymour Papert,西摩爾·派普特
Cameron Crowe,卡梅伦·克罗
Roger Corman,罗杰·科曼
Bill Joy,比尔·乔伊
Nolan Bushnell,诺兰·布什内尔
Andy Hurley,安迪·赫里
Mark Blount,马克·布朗特
J. Lawton Collins,約瑟夫·勞頓·科林斯
Stephen Bechtel Sr.,斯蒂芬·比奇特尔
Aaron Carter,亞倫·卡特
Aaron Brooks (basketball),阿龙·布鲁克斯
Diana López (taekwondo),迪亚娜·洛佩斯
Irving Baxter,欧文·巴克斯特
Shing-Tung Yau,丘成桐
Adam Harrington (basketball),亚当·哈灵顿
Heath Slater,希斯·史雷特
Floyd Mayweather Jr.,弗洛伊德·梅威瑟
William C. McCool,威廉·麦库尔
Abe Vigoda,艾巴·維戈達
Ian Crocker,伊恩·克罗克
Jason Kapono,贾森·卡波诺
Myer Prinstein,迈尔·普林斯坦
Kyle Rayner,凯尔·雷纳
Aaron Paul,亚伦·保尔
Aaron Peirsol,阿龙·佩尔索尔
Aaron Rochin,艾伦·罗钦
Yonatan Netanyahu,约纳坦·内塔尼亚胡
Aaron Rodgers,阿伦·罗杰斯
Randy Newman,蘭迪·紐曼
Phil Ivey,菲爾·艾菲
Elisha Gray,以利沙·格雷
Sylvia Browne,蘇菲亞·布朗
Stephen Cole Kleene,斯蒂芬·科尔·克莱尼
Tory Belleci,托瑞·贝勒奇
Jerry Trainor,傑瑞·特雷納
Arne Duncan,阿恩·邓肯
Adam Kinzinger,亞當·金辛格
Samuel Langley,塞缪尔·兰利
C. Walton Lillehei,克拉伦斯·沃尔顿·李拉海
Marc Webb,马克·韦布
László Lovász,洛瓦斯·拉斯洛
Abel P. Upshur,埃布尔·P·厄普舍
Aaron Russo,阿羅·拉索
