George Washington,ジョージ・ワシントン
Henry Grunwald,ヘンリー・グランワルド
Majel Barrett,メイジェル・バレット
Jennifer Grey,ジェニファー・グレイ
Loyd Blankenship,ロイド·ブランケンシップ
John Frusciante,ジョン・フルシアンテ
Marina Sirtis,マリーナ・サーティス
Roger Myerson,ロジャー・マイヤーソン
B. B. King,B.B.キング
Doris Roberts,ドリス・ロバーツ
Drea de Matteo,ドレア・ド・マッテオ
William Bernard Barry,ウィリアム・バーナード・バリー
Margaret Weis,マーガレット・ワイス
Jaime King,ジェイミー・キング
Christine Taylor,クリスティン・テイラー
Maura Tierney,モーラ・ティアニー
Cornstalk,コーンストーク
William Hanna,ウィリアム・ハンナ
Gina Carano,ジーナ・カラーノ
Matthew McConaughey,マシュー・マコノヒー
Katharine Jefferts Schori,キャサリン・ジェファーツ・スコリ
Elaine Chao,イレーン・チャオ
JoJo,ジョジョ
James F. Blake,ジェームズ・ブレイク
Rosalyn Tureck,ロザリン・テューレック
Gloria Holden,グロリア・ホールデン
Mary Rand,マリー・ランド
Alyssa Campanella,アリッサ・カンパネラ
Beatrix Loughran,ベアトリクス・ローラン
Melissa Rosenberg,メリッサ・ローゼンバーグ
John Templeton,ジョン・テンプルトン
Lexi Belle,レクシー・ベル
Jessica Drake,ジェシカ・ドレイク
George Eastman,ジョージ・イーストマン
Joseph McCarthy,ジョセフ・マッカーシー
Leah Pipes,リー・パイプス
Asa Akira,アサ・アキラ
Monique Alexander,モニク・アレクサンダー
Crawford Williamson Long,クロウフォード・ロング
Douglas Huebler,ダグラス・ヒューブラー
Ty Burrell,タイ・バーレル
Julian Lage,ジュリアン・レイジ
Edwin Griswold Nourse,エドウィン・グリズウォルド・ノース
Seth Stammler,セス・スタムラー
Wes Jackson,ウェス・ジャクソン
Rick James,リック・ジェームス
Charles P. Clever,チャールズ・P・クレバー
Seyla Benhabib,セイラ・ベンハビブ
Mary Wickes,メアリー・ウィックス
Joanna Newsom,ジョアンナ・ニューサム
Vanessa Carlton,ヴァネッサ・カールトン
Howard Hughes,ハワード・ヒューズ
Hans Hofmann,ハンス・ホフマン
Adolf Leo Oppenheim,Ａ．レオ・オッペンハイム
Sean Astin,ショーン・アスティン
Terrence Malick,テレンス・マリック
Nancy Travis,ナンシー・トラヴィス
Anne McCaffrey,アン・マキャフリイ
Traci Lords,トレイシー・ローズ
Lisa Blount,リサ・ブロント
Sarah Hyland,サラ・ハイランド
Susan Hayward,スーザン・ヘイワード
James D. Porter,ジェイムズ・デイヴィス・ポーター
Jim McGreevey,ジェームス・マグリーヴィー
Maurice Prendergast,モーリス・プレンダーガスト
Debbie Allen,デビー・アレン
Raylene,レイリーン
Lucas Grabeel,ルーカス・グラビール
Kevin Federline,ケヴィン・フェダーライン
Xzibit,イグジビット
Lou Reed,ルー・リード
Amanda Seyfried,アマンダ・サイフリッド
Kaillie Humphries,ケーリー・ハンフリーズ
Kevin Garnett,ケビン・ガーネット
Carmella DeCesare,カルメッラ・ディセザーレ
Liz Sheridan,リズ・シェリダン
Racquel Darrian,ラクエル・デーリアン
Nathaniel Shaler,ナサニエル・シェーラー
James Naismith,ジェームズ・ネイスミス
Spencer Grammer,スペンサー・グラマー
Curtis Hanson,カーティス・ハンソン
Michael Jai White,マイケル・ジェイ・ホワイト
Jad Fair,ジャド・フェア
George Gray,ジョージ・グレイ
Tory Lane,トリー・レイン
Abby Wambach,アビー・ワンバック
Tara Lipinski,タラ・リピンスキー
Friedrich Kapp,フリードリヒ・カップ
Cliff Burton,クリフ・バートン
Louisiana Red,アイバーソン・ミンター
Jennifer Lawrence,ジェニファー・ローレンス
Milt Campbell,ミルトン・キャンベル
James V. Hansen,ジェイムズ・ハンセン
Matthew Talbot,マシュー・タルボット
George Mosse,ジョージ・モッセ
Zen Gesner,ゼン・ゲスナー
Jerry Seinfeld,ジェリー・サインフェルド
Emilie de Ravin,エミリー・デ・レイヴィン
Jana Centeno,ジャナ・クレイマー
Gene Sharp,ジーン・シャープ
Eva Hesse,エヴァ・ヘス
Tila Tequila,ティラ・テキーラ
Shawnee Smith,ショウニー・スミス
Pat Proft,パット・プロフト
Daniel Rogers,ダニエル・ロジャース
Julia Ann,ジュリア・アン
James Blish,ジェイムズ・ブリッシュ
CM Punk,CMパンク
Kagney Linn Karter,カグニー・リン・カーター
Mario Capecchi,マリオ・カペッキ
Lynn Collins,リン・コリンズ
Paula Patton,ポーラ・パットン
Keyshia Cole,キーシャ・コール
Gloria Stuart,グロリア・スチュアート
Allison Scagliotti,アリソン・スカグリオッティ
Betsy Palmer,ベッツィ・パーマー
John Brown,ジョン・ブラウン
Eric Isenburger,エリック・イゼンビュルガー
Carrie Underwood,キャリー・アンダーウッド
Dieter Dengler,ディーター・デングラー
Vicki Draves,ビクトリア・ドレーブス
Jessy Schram,ジェシー・シュラム
Janet Yellen,ジャネット・イエレン
Brooke Shields,ブルック・シールズ
Andy Garcia,アンディ・ガルシア
Traci Bingham,トレイシー・ビンガム
Stormy Daniels,ストーミー・ダニエルズ
Helena Blavatsky,ブラヴァツキー夫人
Jenette Goldstein,ジェニット・ゴールドスタイン
Jeanne Eagels,ジャンヌ・イーグルス
Zenna Henderson,ゼナ・ヘンダースン
Melvin Hochster,メルビン・ホッシュター
Michael Michele,マイケル・ミシェル
John Savage,ジョン・サヴェージ
Carmella Bing,カーメラ・ビン
Eva Angelina,エヴァ・アンジェリーナ
Nancy Wilson,ナンシー・ウィルソン
Alexandra Danilova,アレクサンドラ・ダニロワ
Paul Pistore,ポール・ピストーレ
Kevin Richardson,ケヴィン
Benedict Gross,ベネディクト・グロス
Laurence J. Burton,ローレンス・J・バートン
Oscar Florianus Bluemner,オスカー・フロリアヌス・ブルームナー
Hank Aaron,ハンク・アーロン
Simon Bamberger,バンバーガー鉄道
Ernest Gold,アーネスト・ゴールド
Gigi Fernández,ジジ・フェルナンデス
Sidney Dillon Ripley,シドニー・リプリー
Victorio,ビクトリオ
Clea DuVall,クレア・デュヴァル
Robert S. Mulliken,ロバート・マリケン
Crystal Waters,クリスタル・ウォーターズ
Louella Parsons,ルエラ・パーソンズ
Wesley Snipes,ウェズリー・スナイプス
Gabby Douglas,ガブリエル・ダグラス
Carmit Bachar,カーミット・ベイチャー
Frederick Douglass,フレデリック・ダグラス
Jennifer Jones,ジェニファー・ジョーンズ
Zendaya,ゼンデイヤ
Tom Schieffer,ジョン・トーマス・シーファー
"Ken Norton, Jr.",ケン・ノートン・ジュニア
Theodore William Richards,セオドア・リチャーズ
Zenas Ferry Moody,ジナス・フェリー・ムーディー
Theodore Bikel,セオドア・ビケル
Philip Glass,フィリップ・グラス
Otto Hardwick,オットー・ハードウィック
Callie Khouri,カーリー・クーリ
Jared Padalecki,ジャレッド・パダレッキ
John Milnor,ジョン・ウィラード・ミルナー
Samuel A. Taylor,サミュエル・A・テイラー
Paul Monsky,ポール・モンスキー
Lizabeth Scott,リザベス・スコット
Chryste Gaines,クリスティ・ゲインズ
Catherine O'Hara,キャサリン・オハラ
Jena Malone,ジェナ・マローン
Brian De Palma,ブライアン・デ・パルマ
Allen Iverson,アレン・アイバーソン
Amerie,エイメリー
Arianna Huffington,アリアナ・ハフィントン
David Palmer,デイビッド・パーマー
Abraham Joshua Heschel,アブラハム・ヨシュア・ヘッシェル
Peter Blau,P.M.ブラウ
Teagan Presley,ティーガン・プレスリー
José Silva,ホセ・シルバ (超心理学者)
Linda Kasabian,リンダ・カサビアン
Aldo Burrows,アルド・バローズ
Dennis Banks,デニス・バンクス
June Carter Cash,ジューン・カーター・キャッシュ
Lisa Ann,リサ・アン
Jane Dee Hull,ジェーン・ディー・ハル
Beth Behrs,ベス・ベアーズ
Marcia Cross,マーシャ・クロス
Katherine Heigl,キャサリン・ハイグル
Dana Plato,ダナ・プラトー
Debbie Reynolds,デビー・レイノルズ
Mark Bomback,マーク・ボンバック
Fritz Anneke,フリッツ・アネケ
Eric Schopler,E.ショプラー
Jaromír Weinberger,ヤロミール・ヴァインベルゲル
Donald Judd,ドナルド・ジャッド
"Vine Deloria, Jr.",ヴァイン・デロリア・ジュニア
Grand Puba,グランド・プバ
Cynthia Rhodes,シンシア・ローズ
Charles L. Stevenson,チャールズ・スティーブンソン
Hobart Alter,ホバート・アルター
Erin Gray,エリン・グレイ
Nicolaas Bloembergen,ニコラス・ブルームバーゲン
Fritz Julius Kuhn,フリッツ・クーン
Marvin Gaye,マーヴィン・ゲイ
Allison Schmitt,アリソン・シュミット
Malese Jow,マリース・ジョー
George Grizzard,ジョージ・グリザード
Arthur Leonard Schawlow,アーサー・ショーロー
Robert B. Laughlin,ロバート・B・ラフリン
Elliot Goldenthal,エリオット・ゴールデンサール
Carolina Herrera,キャロライナ・ヘレラ
Melvin Schwartz,メルヴィン・シュワーツ
Adam Lambert,アダム・ランバート
K.J. Noons,KJ・ヌーンズ
Mary Stuart Masterson,メアリー・スチュアート・マスターソン
Ashley Greene,アシュリー・グリーン
Seychelle Gabriel,セイチェル・ガブリエル
Willi Apel,ウィリ・アペル
Marta Eggerth,マルタ・エゲルト
Jim Jackson,ジミー・ジャクソン
Crystal Bernard,クリスタル・バーナード
Peyton List,ペイトン・リスト
Dave Cowens,デイブ・コーウェンス
Salomon Bochner,サロモン・ボホナー
Lothar Wolfgang Nordheim,ロータル・ヴォルフガング・ノルトハイム
Fritz John,フリッツ・ジョン
Jacob Schiff,ジェイコブ・シフ
Peter Max,ピーター・マックス
Wilhelm Weitling,ヴィルヘルム・ヴァイトリング
Rima Fakih,リマ・ファキ
Allisyn Snyder,アリソン・アシュリー・アーム
Albert O. Hirschman,アルバート・O・ハーシュマン
Leonard Bloomfield,レナード・ブルームフィールド
Barry Manuel,バリー・マニュエル
Wiley Post,ウィリー・ポスト
Jennifer Egan,ジェニファー・イーガン
Marcia Wallace,マーシャ・ウォレス
Helen Reddy,ヘレン・レディ
Charlaine Harris,シャーレイン・ハリス
Amy Van Dyken,エイミー・ヴァン・ダイケン
Maria Tallchief,マリア・トールチーフ
Mamie Van Doren,マミー・ヴァン・ドーレン
Ellen Pompeo,エレン・ポンピオ
Jeff Buckley,ジェフ・バックリィ
Wang Leehom,ワン・リーホン
Brian Tyler,ブライアン・タイラー
Stephen F. Austin,スティーヴン・オースティン
George Whiting,ジョージ・ホワイティング
James Massey,ジェームズ・マッセイ
Waylon Jennings,ウェイロン・ジェニングス
Anna Maria Perez de Tagle,アンナ・マリア・ペレス・デ・タグレ
Bertrand Goldberg,バートランド・ゴールドバーグ
Charles Loewner,チャールズ・ローナー
Denis M. Hurley,デニス・マイケル・ハーリー
John Bloomfield Jervis,ジョン・ジャービス
Elisabeth Moss,エリザベス・モス
Zoe Saldaña,ゾーイ・サルダナ
Dee Dee Bridgewater,ディー・ディー・ブリッジウォーター
Lisa "Left Eye" Lopes,レフト・アイ
Jennifer Tisdale,ジェニファー・ティスデイル
Rachelle Lefevre,レイチェル・レフィブレ
Olesya Rulin,オレーシャ・ルーリン
Eadweard Muybridge,エドワード・マイブリッジ
Alice Walker,アリス・ウォーカー
Clyde Tombaugh,クライド・トンボー
Angela Williams,アンジェラ・ウィリアムス
Carol Mann,キャロル・マン
Kathy Jordan,キャシー・ジョーダン
Larry Bird,ラリー・バード
Jeffrey Osborne,ジェフリー・オズボーン
Robert L. Stevens,ロバート・スティーブンス
Chris Eigeman,クリス・アイグマン
Alex Morgan,アレックス・モーガン
The Game,ゲーム
William Bronk,ウィリアム・ブロンク
Wil Wheaton,ウィル・ウィトン
Jonathan Pollard,ジョナサン・ポラード
James Rainwater,レオ・ジェームス・レインウォーター
William Daniel Phillips,ウィリアム・ダニエル・フィリップス
Hannah Kearney,ハンナ・カーニー
Valentine Bargmann,ヴァレンティネ・バルグマン
Gloria Vanderbilt,グロリア・ヴァンダービルト
Selma Blair,セルマ・ブレア
Barbara Alyn Woods,バーバラ・アリン・ウッズ
B. Reeves Eason,B・リーヴス・イーソン
Roxy DeVille,ロキシー・デヴィル
Russi Taylor,ルシー・テイラー
Ellen S. Baker,エレン・S・ベーカー
Natalia Mishkutenok,ナタリヤ・ミシュクテノク
Alfred C. Chapin,アルフレッド・C・チェイピン
Barbara Bush,バーバラ・ピアーズ・ブッシュ
Rudolf Wittkower,ルドルフ・ウィットカウアー
Nahum Goldmann,ナフーム・ゴルトマン
Lili Taylor,リリ・テイラー
Patricia Arquette,パトリシア・アークエット
Edward Bunker,エドワード・バンカー
Corinne Brinkerhoff,コリン・ブリンカーホフ
Captain America,キャプテン・アメリカ
Joseph Barbera,ジョセフ・バーベラ
Friedrich Hecker,フリードリヒ・ヘッカー
Nancy Kelly,ナンシー・ケリー
John Pemberton,ジョン・ペンバートン
Felicity Huffman,フェリシティ・ハフマン
Sheila E.,シーラ・E
Ángel García,エンジェル・ガルシア
Jimmy Rave,ジミー・レイブ
Veronica Stevens,ヴェロニカ・スティーヴンス
Julia Grant,ジュリア・グラント
Walter Mischel,ウォルター・ミシェル
Lipman Bers,リップマン・バース
Itzhak Perlman,イツァーク・パールマン
Annette Bening,アネット・ベニング
Anne Applebaum,アン・アップルバウム
Arnold Genthe,アーノルド・ジェンス
June Mathis,ジューン・マシス
Henry Way Kendall,ヘンリー・ケンドール
Bob Lilly,ボブ・リリー
Steve Carell,スティーヴ・カレル
Diamanda Galás,ディアマンダ・ギャラス
Willard Libby,ウィラード・リビー
Stonewall Jackson,ストーンウォール・ジャクソン
