Angela Merkel,アンゲラ・メルケル
Wilm Weppelmann,ヴィルム・ヴェッペルマン
Hans Kopfermann,ハンス・コッファーマン
"Ernst Meyer (Politiker, 1887)",エルンスト・マイヤー・(政治家)
Ernst-Wilhelm Reinert,エルンスト＝ヴィルヘルム・ライネルト
Günter Deckert (Politiker),ギュンター・デッカート
Bernhard Kontarsky,ベルンハルト・コンタルスキー
Anne Helm,アン・ヘルム・(声優)
Hans Mezger (Ingenieur),ハンス・メッツガー
Kaspar von Stieler,カスパール・フォン・シュティーラー
Leberecht Migge,レベレヒト・ミッゲ
Christoph Weigel der Ältere,クリストフ・ヴァイゲル
Emmy Klieneberger-Nobel,エミー・クラインバーガー＝ノーベル
Hany Mukhtar,ハニー・ムフタール
Joachim von Ribbentrop,ヨアヒム・フォン・リッベントロップ
Peter Scholze,ペーター・ショルツェ
Maria von Braunschweig-Wolfenbüttel (1566–1626),マリア・フォン・ブラウンシュヴァイク＝ヴォルフェンビュッテル
Helmuth Friedrichs,ヘルムート・フリードリヒス
Ingeborg von Kusserow,インゲボルグ・ファン・キュッセロー
Georg August Zenker,ゲオルク・ツェンカー
Leopold Ludwig,レオポルト・ルートヴィヒ
Wilibald Nagel,ヴィリバルト・ナーゲル
Winfried Brugger,ヴィンフリート・ブルッガー
Berend Jacobsen Karpfanger,ベーレント・ヤーコプゼン・カープファンガー
Mina Tander,ミナ・タンデル
Carl Christoph Lörcher,カールクリストフ・ロルヒャー
Helmuth Theodor Bossert,ヘルムート・テーオドール・ボッセルト
Margarete Schön,マルガレーテ・シェーン
Rolf Wilhelm Brednich,ロルフ・ヴィルヘルム・ブレードニヒ
Bodewin Keitel,ボーデヴィン・カイテル
Günther Radusch,ギュンター・ラドゥシュ
Manfred Döring,マンフレート・デーリング
Franz W. Seidler,フランツ・ザイトラー
Otto Gerdes,オットー・ゲルデス
Roger Melis,ロジャー・メリス
Fritz Gajewski,フリッツ・ガイェウフスキー
Willi Reschke,ヴィリ・レシュケ
Heinrich II. (HRR),ハインリヒ2世・(神聖ローマ皇帝)
Deniz Aytekin,デニス・アイテキン
Hartmut Höll,ハルトムート・ヘル
Wilhelm Münker,ウィルヘルム・ミュンカー
Otto Koellreutter,オットー・ケルロイター
Klaus Luhmer,クラウス・ルーメル
Lothar Krappmann,ローター・クラップマン
Natalie Wormsbecher,ナタリー・ヴォルムスベッヒャー
Hans Müller-Kray,ハンス・ミュラー＝クライ
Jürgen Brandt,ユルゲン・ブラント
Ulrich Koch (Musiker),ウルリヒ・コッホ
Erwin Barth,エルヴィン・バルト
Heinrich Vater,ハインリッヒ・アウグスト・ファーター
Franz Xaver Reichhart,フランツ・クサーヴァー・ライヒハート
Marjan Shaki,マジャーン・シャキ
Klaus Stern (Rechtswissenschaftler),クラウス・シュテルン
Peter Schmidt (Designer),ペーター・シュミット
Christoph in Bayern,クリストフ・イン・バイエルン
Hermann Bausinger,ヘルマン・バウジンガー
Hermann Bäumer,ヘルマン・ボイマー
Elisabeth Böckel,エリザベート・ベッケル
Oliver Bootz,オリバー・ブーツ
Kurt Lütgen,クルト・リュートゲン
Fritz Encke,フリッツ・エンケ
Susanna Margaretha Brandt,ズザンナ・マルガレータ・ブラント
Oskar Oehler,オスカール・エーラー
Friedrich Wilhelm Hack,フリードリヒ・ハック
Marianne Bachmeier,マリアンネ・バハマイヤー
Eberhard Jabach,エバーハルト・ジャバッハ
Hartmut Esslinger,ハルトムット・エスリンガー
Hilde Mangold,ヒルデ・マンゴルト
Sascha Göpel,ザーシャ・ゲーペル
Andreas Homoki,アンドレアス・ホモキ
Ingeborg Weber-Kellermann,インゲボルク・ヴェーバー＝ケラーマン
Heinrich Unverhau,ハインリヒ・ウンファーハウ
Sabine Thiesler,ザビーネ・ティースラー
Ramona Kühne,ラモーナ・キューネ
Wolfgang von Gronau,ヴォルフガング・フォン・グロナウ
Wolfgang Funke,ヴォルフガング・フンケ
Joachim Christoph von Jeetze,ヨアヒム・クリストフ・フリードリヒ・フォン・イェーツェ
Hito Steyerl,ヒト・シュタイエル
Karl Heinz Bohrer,カール・ハインツ・ボーラー
Dirk Adorf,ダーク・アドロフ
Theodor Litt,テオドール・リット
Wilhelm Flitner,ヴィルヘルム・フリットナー
Ernst von Aster (Philosoph),エルンスト・フォン・アスター
Zoya Douchine,ゾヤ・ドゥーシン
Christian Hohenadel,クリスチャン・ホーヘナデル
Peter Latz,ペーター・ラッツ
Igor Levit,イゴール・レヴィット
Susanne S. Renner,スザンヌ・レナー
Dietmar Bartsch,ディートマー・バルチュ
Heinrich Werner (Komponist),ハインリッヒ・ヴェルナー
Gustav Stresemann,グスタフ・シュトレーゼマン
Carl Friedrich Göschel,カール・フリードリヒ・ゲッシェル
Michael Theunissen,ミヒャエル・トイニッセン
Andreas M. Kaplan,アンドレアス・カプラン
Max Ernst Unger,マックス・ウンガー・(音楽学者)
Erwin von Helmersen,エルヴィン・フォン・ヘルメルゼン
Erwin Bumke,エルヴィン・ブムケ
Gerhard Hirschfeld,ゲルハルト・ヒルシュフェルト
Friedrich Bernhard (Pfalz-Gelnhausen),フリードリヒ・ベルンハルト・(プファルツ＝ゲルンハウゼン公)
Frank Jelinski,フランク・イェリンスキー
Dietmar Woidke,ディートマー・ヴォイトケ
Eva-Ingeborg Scholz,エヴァ・インゲボルグ・シュルフ
Gerrit Zitterbart,ゲリット・ツィッターバルト
Dietz Otto Edzard,ディーツ＝オットー・エッツァルト
Hannibal von Lüttichau,ハンニバル・フォン・リュッティヒャウ
Joachim Zahn,ヨアヒム・ザーン
Klaus Held,クラウス・ヘルト
Mario Götze,マリオ・ゲッツェ
Johann Gottlieb Fichte,ヨハン・ゴットリープ・フィヒテ
Harald Grohs,ハラルド・グロース
Nina Eichinger,ニーナ・アイヒンガー
Ruth Ziesak,ルート・ツィーザク
Herbert Wagner (Physiker),ヘルベルト・ワグナー
Sven Meyer (Eiskunstläufer),スヴェン・マイヤー
Bodo Ramelow,ボド・ラメロウ
Bettina Pousttchi,ベティーナ・プスチー
"Michael Müller (Politiker, 1964)",ミヒャエル・ミュラー
Werner Andreas Albert,ヴェルナー・アンドレアス・アルベルト
Georg Balthasar Metzger,ゲオルク・バルタザール・メッツガー
Clemens Meyer (Schriftsteller),クレメンス・マイヤー
Heinrich Vogt (Astronom),ハインリヒ・フォークト・(天文学者)
Heinrich Berlin,ハインリヒ・ベルリン
Mike Hanke,マイク・ハンケ
Otto Bachof,オットー・バッホフ
Enoch zu Guttenberg,エノッホ・ツー・グッテンベルク
Ulrich Gabler,ウルリッヒ・ガブラー
Manuel Neuer,マヌエル・ノイアー
Rainer Kirsch,ライナー・キルシュ
Evelyn Richter,エヴェリン・リヒター
Thomas Meyer-Fiebig,トーマス・マイヤー＝フィービッヒ
August von Herder,ジギムント・アウグスト・ヴォルフガング・ヘルダー
Hermine Huntgeburth,ヘルミーネ・フントゥゲボールト
Karl Friedrich Wilhelm Braun,カール・フリードリヒ・ヴィルヘルム・ブラウン
George Grosz,ジョージ・グロス
Hugo Grimm (Schauspieler),ヒュベルトゥス・グリム
Wolfgang Caspar Printz,ヴォルフガング・プリンツ
Katharina von Altenbockum,カタリーナ・フォン・アルテンボックム
Fritz Rudolf Fries,フリッツ・ルドルフ・フリース
Tim Wiese,ティム・ヴィーゼ
Otto Griessing,オットー・グリーシンク
Klaus Niedzwiedz,クラウス・ニーヅビーズ
Herbert Hübner (Schauspieler),ハーバート・ヒュープナー
Elisabeth von Schleswig-Holstein-Sonderburg,エリーザベト・フォン・シュレースヴィヒ＝ホルシュタイン＝ゾンダーブルク
Katja Weitzenböck,カーチャ・ヴァイツェンベック
Christian Bartholomae,クリスチャン・バルトロメー
Patrick Süskind,パトリック・ジュースキント
Nicole Schott,ニコル・ショット
Cecilie von Preußen (1917–1975),ツェツィーリエ・フォン・プロイセン
Christian Redl (Schauspieler),クリスチャン・レドル
Heinrich Dumoulin,ハインリヒ・デュモリン
Wolfgang Walter (Mathematiker),ヴォルフガンク・ウォルター
Bernd Aldenhoff,ベルント・アルデンホフ
Winfried Hassemer,ヴィンフリート・ハッセマー
Armgard (Rietberg),アルムガルト・フォン・リートベルク
Anna von Braunschweig-Lüneburg,アンナ・フォン・ブラウンシュヴァイク＝リューネブルク
Robert Vischer,ロベルト・フィッシャー
Peter Schiergen,ペーター・シールゲン
Anton Bergmeier,アントン・ベルクマイヤー
Hermann Grossmann (SS-Mitglied),ヘルマン・グロスマン
Theodor Viehweg,テオドール・フィーヴェク
August von Sachsen (1589–1615),アウグスト・フォン・ザクセン
Oskar Daubmann,オスカル・ダウブマン
Hans Reiser (Schauspieler),ハンス・ライザー・(俳優)
Heinrich Bedford-Strohm,ハインリヒ・ベッドフォード＝ストローム
Gerd Vespermann,ゲルト・ヴェスパーマン
Hartmut Klug,ハルトムート・クルーク
Anna Hollmann,アンナ・ホルマン
Wolfgang Michel (Japanologe),ヴォルフガング・ミヒェル
Max Ernst Mayer,マックス・エルンスト・マイヤー
Wolfgang Kaschuba,ヴォルフガング・カシューバ
Arthur Schnabel,アルトゥル・シュナーベル・(柔道)
Heinrich der Löwe,ハインリヒ3世・(ザクセン公)
Gerald Asamoah,ゲーラルド・アサモア
Axel Stein,アクセル・シュタイン
Jerôme Gondorf,ジェローム・ゴンドルフ
Heinrich Rombach,ハインリヒ・ロムバッハ
Heinz Waaske,ハインツ・ヴァースケ
Benjamin List,ベンジャミン・リスト
Norbert Bolz,ノルベルト・ボルツ
Rudolf Smend (Jurist),ルドルフ・スメント
Ludwig Philipp (Pfalz-Guttenberg),ルートヴィヒ・フィリップ・(プファルツ＝グッテンベルク公)
Tonio Selwart,トニオ・セルヴァルト
Philipp Ludwig (Schleswig-Holstein-Sonderburg-Wiesenburg),フィリップ・ルートヴィヒ・(シュレースヴィヒ＝ホルシュタイン＝ゾンダーブルク＝ヴィーゼンブルク公)
Heinz Bechert,ハインツ・ベッヘルト
Otto Schlüter (Geograph),オットー・シュリューター
Ludwig Hoelscher,ルートヴィヒ・ヘルシャー
Bogislaw von Bonin,ボギスラウ・フォン・ボーニン
Hans-Dietrich Genscher,ハンス＝ディートリヒ・ゲンシャー
Ursula Arnold (Fotografin),ウーズラ・アーノルト
Carl-A. Fechner,カール・フェヒナー
Zofia Garden,ゾフィア・ガルデン
Thomas Schumacher (Musiker),トーマス・シューマッハ
Melchior Bauer,メルヒオール・バウアー
Günther Grzimek (Landschaftsarchitekt),ギュンター・グルツィメク
Franz Hawlata,フランツ・ハヴラタ
Hermann Adam von Kamp,ヘルマン・アーダム・フォン・カンプ
Lenz Kriss-Rettenbeck,レンツ・クリス＝レッテンベック
Enorbel Márquez-Ramirez,エノルベル・マルケス＝ラミレス
Hermann Lorenz (Henker),ヘルマン・ローレンツ
Astrid Paprotta,アストリット・パプロッタ
Uwe Pörksen,ウヴェ・ペルクセン
Herbert Schwedt,ヘルベルト・シュヴェート
Karl-Heinz Schwab,カール・ハインツ・シュヴァープ
Gerhard Krebs (Historiker),ゲルハルト・クレープス
Franz Ruttner,フランツ・ルットナー
Daniel Lascău,ダニエル・ラスカウ
Frauke Eickhoff,フラウケ・アイコフ
Petra Oelker,ペトラ・エルカー
Peter Eichhorn (Wirtschaftswissenschaftler),ペーター・アイヒホルン
Otto Riehs,オットー・リース
Ludwig Leo (Architekt),ルートヴィヒ・レオ
Werner Panitzki,ヴェルナー・パニツキ
Vladimir Tsvetkov,ウラジーミル・ツヴェトコフ
Joachim Friedrich von Stutterheim,ヨアヒム・フリードリヒ・フォン・シュトゥッターハイム
Jochen Bohl,ヨッヘン・ボール
Elisabeth von Brandenburg (1425–1465),エリーザベト・フォン・ブランデンブルク・(1425-1465)
Christopher Mies,クリストファー・ミース
Ralf Kelleners,ラルフ・ケルナーズ
Elke Erb,エルケ・エルプ
Max Bruch,マックス・ブルッフ
Johann Heinrich Wilhelm Dietz,ヨハン・ハインリヒ・ヴィルヘルム・ディーツ
Jeffrey Carney,ジェフリー・カーニー
Manuel Friedrich,マヌエル・フリードリヒ
Johann Gasteiger,ヨハン・ガスタイガー
Peter Munz,ピーター・マンツ
Sergei Tchoban,セルゲイ・チョーバン
Rolf Kleinert,ロルフ・クライネルト
Wilhelm Ludwig von Baden-Durlach,ヴィルヘルム・ルートヴィヒ・フォン・バーデン＝ドゥルラハ
Stefan Kießling,シュテファン・キースリング
Tony Schmidt (Rennfahrer),トニー・シュミット
Florentin zu Salm-Salm,フロレンティン・ツー・ザルム＝ザルム
Dora Hitz,ドーラ・ヒッツ
Johann Baptist Eichelsdörfer,ヨハン・バプティスト・アイヒェルスデルファー
Alexander Baumann (Flugzeugkonstrukteur),アレクサンダー・バウマン
Oskar Lafontaine,オスカー・ラフォンテーヌ
Ernst Zörner,エルンスト・ツェルナー
"Joachim Herrmann (Politiker, 1928)",ヨアヒム・ヘルマン
George Alexander Albrecht,ゲオルゲ・アレクサンダー・アルブレヒト
Adam von Bremen,ブレーメンのアダム
Gina Falckenberg,ギナ・ファルケンベルク
Friederike Caroline von Sachsen-Coburg-Saalfeld,フリーデリケ・カロリーネ・フォン・ザクセン＝コーブルク＝ザールフェルト
Thomas Meißner,トーマス・マイスナー
Florian Ballhaus,フロリアン・バルハウス
Wolfgang Hahn (Mathematiker),ヴォルフガンク・ハーン
Friedrich Klaeber,フレデリック・クレーバー
Claudio Pizarro,クラウディオ・ピサーロ
Friedrich Karl Wilhelm,フリードリヒ・カール・ヴィルヘルム
Uta Briesewitz,ユタ・ブリースウィッツ
Klaus Hasselmann,クラウス・ハッセルマン
Paula Kalenberg,パウラ・カレンベルク
Otto Falckenberg,オットー・ファルケンベルク
Hans Ueberschaar,ヨハンネス・ユーバーシャール
Knut Urban,クヌート・ウルバン
Fredy Schmidtke,フレディ・シュミットケ
Jörg Faerber,イェルク・フェルバー
Wilhelm (Werle),ヴィルヘルム・(ヴェルレ領主)
Adolf von Bomhard,アドルフ・フォン・ボンハルト
"Melusina von der Schulenburg, Countess of Walsingham",ペトロニラ・メルジーネ・フォン・デア・シューレンブルク・(ウォルシンガム女伯爵)
