九龍塘,가우룽통
314国道,국도 제314호선 (중국)
苏宁易购,쑤닝 그룹
中國新左派,중국 신좌파
无锡地铁,우시 지하철
中山公園,중산 공원
阿力麻里,알말리크
青岛地铁,칭다오 지하철
西市区,시스구
兴县,싱현
文水县,원수이현
武进区,우진구
京口区,징커우구
蒲县,푸현 (린펀시)
西安区·(辽源市),시안구 (랴오위안시)
汾西县,펀시현
平顺县,핑순현
定襄县,딩샹현
襄汾县,샹펀현
忻府区,신푸구 (신저우시)
乌马河区,우마허구
丰满区,펑만구
石楼县,스러우현
红星区,훙싱구
海陵区,하이링구
柳林县,류린현
兴安区,싱안구
交口县,자오커우현
尧都区,야오두구
望奎县,왕쿠이현
矿区·(阳泉市),쾅구 (양취안시)
乡宁县,샹닝현
新兴区·(七台河市),신싱구 (치타이허시)
加格达奇区,자거다치구
新宾满族自治县,신빈 만족 자치현
阿拉善左旗,아라산 좌기
長城航空,만리장성항공
ISO·3166-2:CN,ISO 3166-2:CN
中國丹霞,중국 단샤
永康市,융캉시 (진화시)
岚县,란현
向阳区·(佳木斯市),샹양구 (자무쓰시)
嘉荫县,자인현 (이춘시)
恒山区,헝산구 (지시시)
金山屯区,진산툰구
常州经济开发区,치수옌구
汨罗江,미뤄강
贡嘎县,궁가현
颍上县,잉상현
中国俄罗斯族,어뤄쓰족
舞钢市,우강시 (핑딩산시)
罗江区,뤄장구 (더양시)
武宁县,우닝현
将乐县,장러현
铁锋区,톄펑구
黄龙体育中心,황룽 스포츠 센터 스타디움
泰兴市,타이싱시
新和县,신허현 (아크수 지구)
香港快運航空,홍콩 익스프레스 항공
特克斯县,터커쓰현
洋河·(永定河支流),양허
荃灣碼頭,췬완 부두
南京奥林匹克体育中心,난징 올림픽 스포츠 센터
北京飯店,북경반점
商都县,상두현
杨浦大桥,양푸 대교
摩梭人,모쒀족
溧阳市,리양시
巫溪县,우시현
前进区,첸진구 (자무쓰시)
润州区,룬저우구
五营区,우잉구
太平区·(阜新市),타이핑구 (푸신시)
友好区,유하오구
绥棱县,쑤이링현
上甘岭区,상간링구
贺兰县,허란현
青原区,칭위안구 (지안시)
盐都区,옌두구
义马市,이마시
北纬42度线,북위 42도
翡翠航空,제이드 카고 인터내셔널
澳門友誼大橋,마카오 우의대교
北緯41度線,북위 41도
藤县,텅현
扬中市,양중시
太阳岛·(哈尔滨),타이양섬
中国哈尔滨国际冰雪节,하얼빈 국제빙설제
方山县,팡산현
东风区,둥펑구
洪洞县,훙둥현
广陵区,광링구
乌伊岭区,우이링구
美溪区,메이시구
汤旺河区,탕왕허구
庆安县,칭안현
铜山区,퉁산구
灌云县,관윈현
亭湖区,팅후구
新浦区,신푸구 (롄윈강시)
射阳县,서양현
香港摩天大樓列表,홍콩의 마천루 목록
宽甸满族自治县,콴뎬 만족 자치현
鄂伦春语,오로촌어
科尔沁右翼前旗,커얼친 우익전기
新巴尔虎左旗,신바얼후 좌기
阿尔巴津人,알바진인
北京广播电视台,베이징 텔레비전
九校联盟,구교연맹
中国石油化工集团,중국석유화공집단공사
常州現代傳媒中心,모던 미디어 센터
2009年上海大師賽,2009년 상하이 ATP 마스터스 1000
上海轨道交通11号线,상하이 지하철 11호선
东经115度线,동경 115도
东经85度线,동경 85도
东经95度线,동경 95도
东经105度线,동경 105도
賽格廣場,SEG 플라자
武穴市,우쉐시
虎门条约,후먼 조약
岭南,영남 (중국)
仙居县,셴쥐현
澳門歷史,마카오의 역사
中国中心主义,중화사상
开州区,카이저우구
睢宁县,쑤이닝현 (쉬저우시)
贾汪区,자왕구
建邺区,젠예구
灌南县,관난현
溧水区,리수이구
内蒙古人民党,내몽골 인민당
宁安市,닝안시
蓮花大橋,로터스 브리지
清徐县,칭쉬현
华熙LIVE·五棵松,베이징 우커쑹 스포츠센터
中央文化革命小组,중앙문화혁명소조
克东县,커둥현
千山山脉,첸산산맥
伊金霍洛旗,이진훠뤄 기
长春龙嘉国际机场,창춘 룽자 국제공항
杭州萧山国际机场,항저우 샤오산 국제공항
雨花台区,위화타이구
桂林兩江國際機場,구이린 량장 국제공항
锡山区,시산구 (우시시)
夏商周断代工程,하상주단대공정
恒山,항산
二十八个半布尔什维克,28인의 볼셰비키
新疆生产建设兵团,신장생산건설병단
松岭区,쑹링구
吴江区,우장구 (쑤저우시)
开化县,카이화현
海安市,하이안시
乌镇镇,우전진
211工程,211 프로젝트
112国道,국도 제112호선 (중국)
305国道,국도 제305호선 (중국)
306国道,국도 제306호선 (중국)
312国道,국도 제312호선 (중국)
路桥区,루차오구
玉环市,위환시
柯城区,커청구
昆明长水国际机场,쿤밍 창수이 국제공항
昂坪360,옹핑 360
中国大陆人口,중화인민공화국의 인구
名鑄,더 마스터피스
九边,구진 (명나라)
全椒县,취안자오현
东港区,둥강구
屯溪区,툰시구
宣州区,쉬안저우구
信都区,신두구 (싱타이시)
广饶县,광라오현
滙豐總行大廈,HSBC 홍콩 본점 빌딩
新天地,신티엔디
上海轨道交通1号线,상하이 지하철 1호선
上海轨道交通4号线,상하이 지하철 4호선
阳澄湖,양청호
上海轨道交通3号线,상하이 지하철 3호선
麻章区,마장구
五华县,우화현
甘泉香港航空,오아시스 홍콩 항공
永宁县,융닝현
南长区,난창구
863计划,863 계획
铜梁区,퉁량구
酉阳土家族苗族自治县,유양 투자족 먀오족 자치현
思明区,쓰밍구
上海轨道交通5号线,상하이 지하철 5호선
深泽县,선쩌현
惠安县,후이안현
湘潭县,샹탄현
沅江市,위안장시
惠东县,후이둥현 (후이저우시)
雨花区,위화구 (창사시)
徐闻县,쉬원현
遂溪县,쑤이시현 (잔장시)
福安市,푸안시
绥宁县,쑤이닝현 (사오양시)
哈尔滨地铁,하얼빈 지하철
贵阳轨道交通,구이양 궤도교통
加義體育會,윈저 아크 카 이
宿豫区,쑤위구
芜湖三山经济开发区,싼산구
镜湖区,징후구
宿城区,쑤청구
松阳县,쑹양현
休宁县,슈닝현
鸠江区,주장구
桐城市,퉁청시
金湖县,진후현
虎丘区,후추구
宜秀区,이슈구
井冈山,징강산
北京奥林匹克公园射箭场,베이징 올림픽 공원 양궁장
豫园,예원
龟兹,쿠차
居庸关,거용관
巴林左旗,바린 좌기
中国民用航空局,중국민용항공총국
尼雅遺址,니야
宁乡市,닝샹시
建瓯市,젠어우시
马尾区,마웨이구
永泰县,융타이현
暨南大学,지난 대학 (광저우시)
中华人民共和国最高人民检察院,중화인민공화국 최고인민검찰원
合肥轨道交通,허페이 지하철
津市市,진스시
南澳县,난아오현
廉江市,롄장시
澳門經濟,마카오의 경제
大连话,다롄어
泰宁县,타이닝현
石台县,스타이현
平和县,핑허현
时代金融中心,원 루자쭈이
中国航空工业集团,중국항공공업집단공사
中国国际贸易中心三期A阶段,중국 제3국제무역센터
西山区,시산구 (쿤밍시)
泗县,쓰현 (중국)
天津大学,톈진 대학
中国中央电视台财经频道,CCTV-2
交河故城,자오허 고성
燕山,옌산산맥
榆次区,위츠구
长沙黄花国际机场,창사 황화 국제공항
樊城之戰,번성 전투
闽清县,민칭현
翁源县,웡위안현
化州市,화저우시
沽源县,구위안현
霞山区,샤산구
龙文区,룽원구
大連國際貿易中心,다롄 국제무역센터
京广铁路,징광 철로
东海县,둥하이현
九里区,주리구
海州区·(连云港市),하이저우구 (롄윈강시)
赣榆区,간위구
连云区,롄윈구
云龙区,윈룽구
建湖县,젠후현
六合区,루허구
繁昌区,판창구
中國足協盃,중국 FA컵
淮阴区,화이인구 (화이안시)
洪泽区,훙쩌구
双桥区·(重庆市),솽차오구 (충칭시)
万盛区,완성구
武隆区,우룽구
江宁区,장닝구
荣昌区,룽창구
汉沽区,한구구
东经75度线,동경 75도
上海大剧院,상하이 대극원
中國製造,중국산
玉门关,옥문관
上海轨道交通2号线,상하이 지하철 2호선
宁津县,닝진현 (더저우시)
南谯区,난차오구
狮子山区,스쯔산구
来安县,라이안현
迎江区,잉장구
福山区,푸산구
岚山区,란산구 (르자오시)
潘集区,판지구
南陵县,난링현
黄山区,황산구
夏津县,샤진현
湾沚区,완즈구
高青县,가오칭현
义安区,이안구
歙县,서현 (황산시)
霍山县,훠산현
徽州区,후이저우구
娄烦县,뤄판현
无极县,우지현 (스자좡시)
义县,이현 (진저우시)
原平市,위안핑시
盖州市,가이저우시
铁西区·(鞍山市),톄시구 (안산시)
海州区·(阜新市),하이저우구 (푸신시)
沙河口区,사허커우구
细河区,시허구
清河门区,칭허먼구
立山区,리산구
凌河区,링허구
宁阳县,닝양현
含山县,한산현
无棣县,우디현
市南区,스난구
台儿庄区,타이얼좡구
丰城市,펑청시 (이춘시)
丰宁满族自治县,펑닝 만족 자치현
潜山市,첸산시
新建区,신젠구
会昌县,후이창현
让胡路区,랑후루구
岭东区,링둥구
龙港区,룽강구 (후루다오시)
龙城区,룽청구 (차오양시)
梨树区,리수구
依安县,이안현
无为市,우웨이시 (우후시)
泰和县,타이허현 (지안시)
光泽县,광쩌현
万载县,완짜이현
庐山市,루산시 (주장시)
西湖区·(南昌市),시후구 (난창시)
湾里管理局,완리구 (난창시)
北緯21度線,북위 21도
北緯22度線,북위 22도
北緯31度線,북위 31도
北緯43度線,북위 43도
克山县,커산현
张江有轨电车,장장 노면전차
昆明航空,쿤밍 항공
221国道,국도 제221호선 (중국)
南昌昌北国际机场,난창 창베이 국제공항
郑州新郑国际机场,정저우 신정 국제공항
华东师范大学,화둥 사범대학
故宫博物院,고궁박물원
香港流浪足球會,홍콩 레인저스 FC
上海轨道交通7号线,상하이 지하철 7호선
电影频道·(CCTV-6),CCTV-6
廈門話,샤먼어
中国中央电视台电视剧频道,CCTV-8
亞洲公路4號線,아시안 하이웨이 4호선
居巢区,주차오구
平原县,핑위안현 (더저우시)
青阳县,칭양현
牡丹区,무단구
雨山区,위산구
广德市,광더시
泰山区·(泰安市),타이산구 (타이안시)
华安县,화안현
旌德县,징더현
郎溪县,랑시현
费县,페이현 (린이시)
铜官山区,퉁관산구
明山区,밍산구 (번시시)
蠡县,리현 (바오딩시)
平山区,핑산구 (번시시)
古塔区,구타구
西岗区,시강구 (다롄시)
肥乡区,페이샹구
峰峰矿区,펑펑 광구
岫岩满族自治县,슈옌 만족 자치현
抚宁区,푸닝구
临西县,린시현 (싱타이시)
曲沃县,취워현
桓仁满族自治县,환런 만족 자치현
顺城区,순청구
太和区,타이허구
抚顺县,푸순현 (푸순시)
溪湖区,시후구 (번시시)
铁东区·(鞍山市),톄둥구 (안산시)
交城县,자오청현
竞秀区,징슈구
永安市,융안시
仪征市,이정시
青山湖区,칭산후구
滕王阁,등왕각
兴城市,싱청시
欧洲E012公路,유럽 고속도로 012호선
洮北区,타오베이구
武安市,우안시
前郭尔罗斯蒙古族自治县,첸궈얼뤄쓰 몽골족 자치현
南港島綫,남공도선
南水北调工程,남수북조
中国中央电视台科教频道,CCTV-10
北緯23度線,북위 23도
五丈原,우장위안
西夏语,서하어
中国中央电视台纪录频道,CCTV-9
峄城区,이청구 (짜오좡시)
莱西市,라이시시
微山县,웨이산현
裕安区,위안구
莒县,쥐현
金乡县,진샹현
双台子区,솽타이쯔구
宏伟区,훙웨이구
阜新蒙古族自治县,푸신 몽골족 자치현
太子河区,타이쯔허구
文圣区,원성구
黑山县,헤이산현
豐南區,펑난구
河口区,허커우구
庆元县,칭위안현 (리수이시)
宁化县,닝화현
尤溪县,유시현
胶南市,자오난시
辽阳县,랴오양현
永年区,융녠구
兴隆台区,싱룽타이구
丰顺县,펑순현
孝义市,샤오이시
西丰县,시펑현 (톄링시)
井冈山市,징강산시
龙凤区,룽펑구
铁东区·(四平市),톄둥구 (쓰핑시)
弓长岭区,궁창링구
中华人民共和国国防部,중화인민공화국 국방부
讷河市,너허시
石柱土家族自治县,스주 투자족 자치현
中华人民共和国交通,중화인민공화국의 교통
彭水苗族土家族自治县,펑수이 먀오족 투자족 자치현
济南遥墙国际机场,지난 야오창 국제공항
澳門特別行政區行政長官,마카오의 행정장관
香港特別行政區行政長官,홍콩의 행정장관
全超导托卡马克核聚变实验装置,EAST
海勃湾区,하이보완구
烟台莱山国际机场,옌타이 라이산 국제공항
九段线,구단선
银都路站,인두루역
石林风景名胜区,윈난스린
寒亭区,한팅구
兰山区,란산구 (린이시)
环翠区,환취구
东昌府区,둥창푸구
临朐县,린추현
绩溪县,지시현
巨野县,쥐예현
莱山区,라이산구
齐河县,치허현
单县,산현
上街区,상제구
汶上县,원상현 (지닝시)
工农区,궁눙구
二道江区,얼다오장구
建华区,젠화구
四方台区,쓰팡타이구
泰来县,타이라이현
红岗区,훙강구
集贤县,지셴현
宁江区,닝장구
抚远市,푸위안시
香港科技大學,홍콩 과기대학
绥滨县,쑤이빈현
海马汽车,하이마 오토모빌
双塔区,솽타구
南票区,난퍄오구
梅里斯达斡尔族区,메이리쓰 다우르족구
江源区,장위안구
喀喇沁左翼蒙古族自治县,카라친쭤이 몽골족 자치현
向阳区·(鹤岗市),샹양구 (허강시)
鸡冠区,지관구
常熟路站,창수루역
平度市,핑두시
燕京啤酒,옌징 맥주
天一阁,천일각
叢林巡航,정글 크루즈
中国航天科技集团,중국항천과기집단공사
钢城区,강청구
任城区,런청구
冠县,관현 (랴오청시)
蒙阴县,멍인현
市中区·(济宁市),스중구 (지닝시)
高唐县,가오탕현
嘉祥县,자샹현
东平县,둥핑현
禹王台区,위왕타이구
东明县,둥밍현
东阿县,둥어현
河东区·(临沂市),허둥구 (린이시)
平邑县,핑이현
建平县,젠핑현
凌源市,링위안시
逊克县,쉰커현
阳明区,양밍구
桃山区,타오산구
兴山区,싱산구
西安区·(牡丹江市),시안구 (무단장시)
元氏县,위안스현
晋源区,진위안구
建昌县,젠창현
万柏林区,완바이린구
杏花岭区,싱화링구
迎泽区,잉쩌구
林甸县,린뎬현
小店区,샤오뎬구
茄子河区,체쯔허구
尖草坪区,젠차오핑구
桦南县,화난현
江都区,장두구
永利澳門,윈 마카오
西辽河,시랴오허
長崎國旗事件,나가사키 국기 사건
OPPO,오포 일렉트로닉스
西藏地方,시짱 지방
調景嶺站,티우겡렝역
奧運站,올림픽역
