George Washington,乔治·华盛顿
Dorothy Gish,多萝西·吉许
Regina King,蕾吉娜·金恩
Herbert Biberman,哈伯特·比柏曼
Frances Perkins,弗朗西丝·珀金斯
Danny Everett,丹尼·埃弗雷特
Coleman Hawkins,科尔曼·霍金斯
Natalia Makarova,纳塔利娅·马卡罗娃
Mary Harrison McKee,玛丽·哈里森·麦基
Lawrence Lessig,勞倫斯·雷席格
Astrid Varnay,阿斯特丽德·瓦尔奈
Ivar Giaever,伊瓦尔·贾埃弗
Madison Pettis,梅蒂森·佩蒂斯
Heidi Montag,海蒂·蒙塔格
Audra McDonald,奧德拉·麥克唐納德
Caitlin Leverenz,凱特琳·利華娜茲
Clara Bow,克拉拉·鮑
Mary Badham,玛丽·巴德哈姆
George Kell,喬治·凱爾
DJ Paul,DJ保羅
Carole King,卡洛爾·金
Neal Huff,尼爾·哈芬
Stevie Nicks,史蒂薇·尼克斯
Michelle Branch,密雪兒·布蘭奇
Natalia Pavlovna Paley,娜塔莉亞·帕夫諾芙娜·帕雷
Leon M. Lederman,利昂·萊德曼
Tawny Cypress,托妮·赛普里斯
Hannah Wilke,汉娜·威尔克
Butterfly McQueen,巴特弗莱·麦奎因
Joan Didion,瓊·蒂蒂安
Cheryl Miller,雪莉‧米勒
Frank B. Kellogg,弗兰克·B·凯洛格
Gerard Kuiper,杰拉德·柯伊伯
Dianne Wiest,黛安·韦斯特
Danielle Campbell,丹妮兒·坎貝爾
Anne Heche,安妮·海切
Alyson Reed,艾莉森·瑞德
Erika Christensen,艾瑞卡·克麗絲唐森
Rick Tuten,里克·圖騰
Tim Duncan,蒂姆·邓肯
Anthony James Leggett,安東尼·萊格特
Robert Wadlow,罗伯特·潘兴·瓦德罗
Darren Aronofsky,戴倫·艾洛諾夫斯基
Terry Bozzio,特里·博莉齐奥
Otis Redding,奧蒂斯·雷丁
Montgomery Clift,蒙哥馬利·克利夫特
Laurence Fishburne,勞倫斯·費許朋
Paul Bremer,保罗·布雷默
Samuel C. C. Ting,丁肇中
Katalin Szőke,瑟凯·卡塔琳
James Woods,詹姆斯·伍兹
Robert Morse,羅伯特·摩爾斯
Josh Groban,喬許·葛洛班
Adrienne Shelly,安德林妮·夏莉
Merrin Dungey,梅倫·唐姬
Jack Chesbro,傑克·錢斯伯
Margaret Dumont,瑪格麗特·杜蒙
Malcolm Delaney,麥爾坎·迪蘭尼
Chester W. Nimitz,切斯特·威廉·尼米兹
Spring Byington,斯普林·白靈頓
Marsha Hunt,瑪莎·亨特
Madeline Manning,马德琳·曼宁
Natalie Schafer,娜塔莉·沙弗
Dominique Dunne,多米尼克·鄧恩
Zodiac Killer,黃道十二宮殺手
Zoe Aggeliki,佐伊·阿格里奇
Morgan Lily,摩根·莉莉
Bonnie Raitt,邦妮·瑞特
Alice Faye,艾麗絲·費伊
Robert Sean Leonard,羅伯·蕭恩·萊納德
Dionne Warwick,狄昂·華薇克
Sarah Clarke,莎拉.克拉克
Priscilla Presley,普里西拉·普里斯萊
Suzi Quatro,蘇西·奎特蘿
Baruj Benacerraf,巴茹·贝纳塞拉夫
Dick Dillin,迪克·迪林
Nicole Brown Simpson,妮可·布朗·辛普森
Zoe Lofgren,佐·洛夫格林
Connie Willis,康妮·威利斯
Ted Turner,泰德·透納
Betty Thomas,貝蒂·湯瑪士
Alberta Hunter,阿爾伯塔·杭特
Ralph Nader,拉尔夫·纳德
Kelli Williams,凯利·威廉姆斯
Robert R. Gilruth,罗伯特·R·吉尔鲁斯
Joely Fisher,喬莉·費雪
Zoe Lister-Jones,柔伊·里斯特·瓊斯
Sheryl Sandberg,雪莉·桑德伯格
Lori Loughlin,洛麗·蘿芙琳
Jamie-Lynn Sigler,吉米-林·辛格勒
Ronnie Coleman,羅尼·科爾曼
Brook Lee,布魯克·瑪赫拉妮·李
Zoe Kazan,佐伊·卡赞
Nancy Carroll,南絲·嘉勞
Djuna Barnes,祖娜·巴恩斯
Carrie Bradshaw,凱莉·布雷蕭
Tenskwatawa,鄧斯克瓦塔瓦
Iva Toguri D'Aquino,戶栗郁子
Lee Van Cleef,李·范·克里夫
Zoe McLellan,佐伊·麦克勒兰
Zoey Deutch,柔伊·德區
James Mattis,詹姆斯·马蒂斯
Seann William Scott,西恩·威廉·史考特
Melody,Melody.
Khaled Hosseini,卡勒德·胡賽尼
Aimee Garcia,埃蜜·加西亞
Paige Turco,佩奇·圖爾科
Jo Stafford,祖·斯塔福
Sandra Dee,桑德拉·狄
Lyna bonasera,妮基·瑞德
Laura Nyro,劳拉·尼罗
Taylor Momsen,泰萊·麥遜
Vera Rubin,薇拉·魯賓
Sue Grafton,蘇·葛拉芙頓
Jewel,朱厄尔·德尼尔
Alla Nazimova,阿拉·纳济莫娃
Alice Bradley Sheldon,小詹姆斯·提普奇
David Baltimore,戴维·巴尔的摩
Steve Vai,史提芬·范
Judy Collins,茱蒂·歌琳
Anthony Perkins,安東尼·柏金斯
Nancy Reagan,南希·里根
Danny Elfman,丹尼·葉夫曼
Brande Roderick,布蘭蒂·羅德里克
Kevin Porter,凯文·波特
Matt Dillon,麥·迪倫
Kay Francis,凱·法蘭西斯
Stephanie Swift,史蒂芬妮·斯威夫特
Chuck Palahniuk,恰克·帕拉尼克
Joyce Meyer,乔伊斯迈尔
Alexandra Paul,亞歷山德拉·保羅
Mary McCarthy,玛丽·麦卡锡
Brendan Fraser,布蘭登·費雪
Antonio Villaraigosa,威爾瑞喬克
Jay Leno,杰·雷诺
Kenneth G. Wilson,肯尼斯·威爾森
Carl Sandburg,卡爾·桑德堡
Will Ferrell,威爾·法洛
Maggie Grace,瑪姬·格蕾斯
Debbie Armstrong,黛比·阿姆斯特朗
Joyce Compton,乔伊丝·康普顿
Betsy Ross,贝特西·罗斯
Candace Bushnell,坎蒂絲·布希奈兒
Laila Ali,萊拉·艾利
Samaire Armstrong,萨米拉·阿姆斯特朗
Deborah Lipstadt,黛博拉·利普斯塔特
Jada Fire,雅達·法厄
Riley Keough,丹妮爾·芮莉·克亞芙
Aimee Teegarden,艾米·提賈丹
Mary T. Meagher,玛丽·T·马尔
Helen Herron Taft,海倫·赫倫
Alexandria Mills,亞歷珊卓·密爾斯
Jackie Speier,傑基·斯貝爾
James Madison,詹姆斯·麥迪遜
Mike Posner,麥克·波斯納
David S. Kaufman,大衛·S·考夫曼
James Best,詹姆斯·貝斯特
Edith Head,伊迪丝·赫德
Kimberly Williams-Paisley,金柏莉·威廉斯-帕斯萊
Jensen Ackles,詹森·艾克尔斯
Zola Taylor,佐拉·泰勒
Emily Blunt,愛美莉·賓特
Samuel L. Mitchill,山繆·米契爾
Michael Dell,迈克尔·戴尔
Scottie Pippen,斯科蒂·皮蓬
Linda Darnell,蓮達·丹妮露
Cecilia Payne Gaposchkin,塞西莉亞·佩恩-加波施金
Sofia Coppola,蘇菲亞·柯波拉
James Biberi,詹姆士·比貝利
Wilson Bentley,威爾遜·班特利
William Safire,威廉·沙費爾
Melina Matsoukas,梅琳娜・馬特索卡斯
Madeline Carroll,玛德琳·卡罗尔
Diane Lane,黛安·蓮恩
Alan Greenspan,艾伦·格林斯潘
KaDee Strickland,卡迪·斯特瑞兰德
David K. Shipler,大衛·希普勒
Martha Jefferson Randolph,瑪莎
Lynne Cheney,琳恩·切尼
Amy Tan,谭恩美
Geoff Stults,杰夫·斯塔尔茨
Yo-Yo Ma,馬友友
Jane Sibbett,簡·西貝特
Katie Morgan,凱蒂·摩根
Leigh-Allyn Baker,李艾琳·貝克
David Oyelowo,大衛·奧伊羅
Joshua Lederberg,乔舒亚·莱德伯格
Penelope Ann Miller,彭妮露·安·美娜
Patricia A. McKillip,麥奇莉普
Anna Harrison,安娜·哈里森
Bonnie Bedelia,BONNIE PINK作品列表
Rosalynn Carter,罗莎琳·卡特
Jennifer Granholm,珍妮弗·格蘭霍姆
Brad Guzan,布拉德·古赞
Edith Bolling Galt Wilson,伊迪丝·威尔逊
James Boyd,吉姆·博伊德
George Healis,乔治·希利斯
Sienna Miller,絲安娜·美娜
Juliet Anderson,佩格阿姨
James Cronin,詹姆斯·克罗宁
Bob Goalby,鮑勃·蓋比
Mary Baker Eddy,瑪麗·貝克·艾娣
Benicio del Toro,贝尼西奥·德尔·托罗
Bree Olson,布莉·歐森
Maya Lin,林璎
Mädchen Amick,梅晨·阿米克
Gretchen Mol,葛雷琴·莫爾
Ne-Yo,尼歐
Googoosh,古戈什
Clarence Clark,克拉倫斯·克拉克
Ernie Whitt,厄尼·惠特
Percival Lowell,帕西瓦尔·罗威尔
Nelly,耐利
Cheryl Ladd,切瑞·拉德
Hayley Atwell,海莉·阿特维尔
Eric Lichaj,埃里克·利海
Michael V. Gazzo,麥可·V·加佐
Ann Blyth,安·布莱思
Jack Palance,杰克·帕兰斯
Amy Acuff,艾米·阿克夫
Jacek Jędruch,雅瑟克·耶德魯赫
Elizabeth Patterson Bonaparte,伊麗莎白·帕特森
Malvina Reynolds,马尔维娜·雷诺兹
Amanda Detmer,阿曼达·达特曼
Alicia Sacramone,艾丽西亚·萨克拉莫内
Barbara Morgan,芭芭拉·摩根
Hannah Van Buren,汉娜·范布伦
Minka,敏卡
Camille Paglia,卡蜜兒·帕利亞
Joan D. Vinge,瓊安·D·文綺
Shirley Walker,雪莉·沃克
Midori Gotō,五嶋綠
Carol Burnett,卡洛·柏奈特
Joe Trohman,喬·特洛曼
Tamika Catchings,塔米卡·卡钦斯
Tony Scott,托尼·斯科特
Wendy Schaal,溫蒂·沙爾
Sherri Shepherd,雪莉·榭佛
Ronald Dominique,罗纳德·多米尼克
Nicholas Sparks,尼可拉斯·查尔斯·史派克
Elizabeth Banks,伊丽莎白·班克斯
Judith Butler,朱迪丝·巴特勒
Linda Kozlowski,琳达·柯兹罗斯基
Frances Farmer,弗朗西絲·法瑪爾
Jerry Goldsmith,杰里·戈德史密斯
Gabrielle Giffords,嘉贝丽·吉佛斯
Ludacris,卢达克里斯
Quincy Jones,昆西·琼斯
Emmy Clarke,艾美·克拉克
John Hasbrouck Van Vleck,約翰·凡扶累克
Mary Ellen Weber,玛丽·韦伯
Lauryn Williams,劳琳·威廉斯
Amy Irving,艾米·歐文
Rita Coolidge,丽塔·库莉姬
America Ferrera,艾美莉卡·弗利拉
Marley Shelton,瑪莉·雪登
Poppy Montgomery,波普伊·蒙哥马利
Kenny Burrell,肯尼·布瑞爾
Edward Albee,爱德华·阿尔比
Mark Reed,马克·里德
Gary North,加里·诺斯
Connie Booth,康尼·布符
Donna Tartt,唐娜·塔特
Margaret Millar,玛格丽特·米勒
Tyne Daly,泰恩·戴利
Gracie Allen,葛蕾西·艾倫
Gaston Strobino,加斯頓·斯特羅賓諾
Paul Alivisatos,保羅·阿利維薩托斯
Barbara Hutton,芭芭拉·赫頓
Eve Arden,伊芙·阿登
Tatiana Proskouriakoff,塔季扬娜·普洛斯库里亚科娃
Jesse Eisenberg,傑西·艾森柏格
Bebe Daniels,比比·丹尼尔斯
Royal Robbins,羅亞爾·羅賓斯
Billy Joel,比利·乔尔
Anita Baker,安妮塔·貝克
Kathleen Cavendish,哈廷顿侯爵夫人凯瑟琳·卡文迪许
Andreas Papandreou,安德烈亚斯·乔治乌·帕潘德里欧
Ruth St. Denis,露絲·聖·丹尼斯
Benita Fitzgerald-Brown,贝妮塔·菲茨杰拉德-布朗
Steven Tyler,史蒂芬·泰勒
Jessica Marais,杰西卡·玛莱斯
Regina Hall,雷吉娜·赫尔
Betty Robinson,贝蒂·鲁宾逊
Joe Satriani,喬·沙翠亞尼
Debra Wilson,黛布拉·威尔逊
Tori Amos,多莉·艾莫絲
Lori Singer,洛芮·辛格
Laurie Anderson,羅利·安德森
Karl August Folkers,卡爾·弗爾克斯
Mimi Leder,咪咪·莱德
Phillip Phillips,菲利普·菲利普斯
Walter Brennan,沃尔特·布伦南
Nas,纳斯
Josie Bissett,朱茜·比赛特
Hugh Hefner,休·海夫納
Molla Mallory,莫拉·馬洛里
Adam Levine,亞當·列維
Movita Castaneda,莫維塔·卡斯塔尼達
Simon Kinberg,西蒙·金伯格
Tallulah Bankhead,泰魯拉·班克希德
Erle C. Kenton,厄爾·凱爾頓
Josh Klinghoffer,喬希·克林霍夫
Richard Rodgers,理察·羅傑斯 (作曲家)
Michelle Kwan,关颖珊
Judith Viorst,茱蒂絲·佛伊奧斯特
Rose Cleveland,罗丝·克利夫兰
Marla Sokoloff,玛拉·索科洛芙
Mitzi Gaynor,美芝·姬娜
Susan Peters,苏珊·皮特斯
Betty Garrett,贝蒂·加勒特
Amy Madigan,艾美·麥迪根
Holland Taylor,霍兰德·泰勒
Joseph Losey,約瑟夫·羅西
Herschel Daugherty,赫歇爾·多爾蒂
Sasha Cohen,萨莎·科恩
Pat Benatar,佩特·班納塔
Mary Elizabeth Mastrantonio,瑪麗·伊莉莎白·瑪斯楚湯妮奧
Sally Kirkland,莎莉·柯蘭
Wanda Jackson,萬達·傑克森
George Emil Palade,喬治·埃米爾·帕拉德
Scotty McCreery,斯科蒂·麦克雷里
Chris Tucker,克里斯·塔克
Taryn Terrell,泰倫·泰瑞爾
Mare Winningham,梅尔·温宁汉姆
Chanel Iman,香奈兒·依曼
Sarah Wright,萨拉·赖特
Marsha Mason,瑪莎·曼森
Jane Kaczmarek,简·卡兹玛拉克
Ned Williamson,內德·威廉森
Mary Carr,瑪莉·卡爾
Maria Ouspenskaya,玛丽亚·乌斯本斯卡亚
Amanda Bearse,阿曼达·比尔斯
Ann Sothern,安·薩森
John Lasseter,约翰·雷斯特
Doug E. Fresh,道格·E·弗雷殊
Chris Shiflett,克里斯·沙弗利特
Mildred McDaniel,米尔德丽德·麦克丹尼尔
Zona Gale,佐纳·盖尔
Paul Wolfowitz,保罗·沃尔福威茨
Barbara Gordon,芭芭拉·戈頓
Leon Uris,利昂·乌里斯
Chloe Bridges,克蘿伊·布莉姬
Erin Sanders,艾琳·桑德斯
Barbara Carrera,芭芭拉·卡雷拉
Carol Kane,卡蘿·凱恩
Don Raye,唐·雷伊
Kobe Tai,Kobe Tai
Chad Mirkin,查德·米爾金
Jaclyn Smith,賈桂琳·史密斯
Amy Smart,艾咪·史瑪特
Gregory La Cava,格雷戈里·拉·卡瓦
Helen Frankenthaler,海伦·佛兰肯瑟勒
Catherine Oxenberg,凯瑟琳·奥克森伯格
Monica Keena,莫尼卡·凯娜
Jill Biden,吉尔·拜登
Eleanor Powell,愛蓮娜·包威爾
Maria McKee,瑪麗亞·麥基
Ariel Fernández,阿列尔·费尔南德斯
Douglas MacArthur II,道格拉斯·麥克阿瑟二世
Eva Marcille,伊娃·佩霍
Michelle Phillips,米雪·菲利普斯
Betty Compson,贝蒂·康姆逊
Elbridge Gerry,埃尔布里奇·格里
Hunter S. Thompson,亨特·斯托克顿·汤普森
Edna Purviance,埃德娜·珀维安斯
Neile Adams,尼尔·亚当斯
Jill Stein,吉爾·史坦
Anaïs Nin,阿内丝·尼恩
Raymond Carver,瑞蒙·卡佛
Curtis Tomasevicz,柯蒂斯·托马塞维奇
Lauren Vélez,劳伦·贝莱斯
Kelly Asbury,凱利·艾西貝瑞
Chad Smith,查德·史密斯
Beni,BENI
Joshua Jackson,約書亞·傑克遜
Paula Cole,寶拉·科爾
George Steinbrenner,喬治·史坦布瑞納
Sergio Cresto,塞爾希奧·克雷斯托
Seth Rogen,塞斯·羅根
Louis E. Brus,路易斯·布鲁斯
Cathy Lee Crosby,卡西·李·克罗西比
Vincent Price,文森·普萊斯
Helen Walton,海倫·沃爾頓
"Nancy Astor, Viscountess Astor",南希·阿斯特，阿斯特子爵夫人
Symbolyc One,象征一号
Samuel Gridley Howe,薩繆爾·格里德利·豪
Brock Lesnar,布洛克·雷斯納
Travis Barker,特拉維斯·百克
Louise Hay,露易絲·賀
Marguerite MacIntyre,瑪格麗特·麥可因泰爾
Jymn Magon,林恩·馬戈
Verna Felton,薇娜·費爾頓
Edward Hughes,愛德華·赫尤斯
Frank Robbins,法蘭克·羅賓斯
Peggy Lipton,佩姬·利普頓
Alexis Jordan,艾莉克絲·裘丹
William Fichtner,威廉·菲德内尔
Henry Huntly Haight,亨利·亨特利·海特
Laura Allen,勞拉·阿倫
Raini Rodriguez,瑞妮·羅德里格茲
Robert Z. Leonard,勞勃·Z·李安納
Brandi Chastain,布兰蒂·查斯丹
Debby Boone,黛比·布恩
Bob Sheppard,鮑伯·謝帕德
James Johnson,詹姆斯·约翰逊
Henry King,亨利·金
Carly Fiorina,卡莉·費奧麗娜
Britt Robertson,布丽特妮·罗伯森
Howard Hesseman,霍华德·海瑟曼
Elihu Root,罗脱
Frank Campeau,弗蘭克·坎波
Brooke Elliott,布洛克·艾略特
Zora Neale Hurston,卓拉·尼尔·赫斯特
Skyler Samuels,絲凱樂·山謬爾斯
Paige O'Hara,佩吉·奧哈拉
Alison Brie,爱丽森·布里
Alex Acker,亚利克斯·阿克
Jim Elliot,吉姆·艾略特
Justin Hartley,贾斯汀·哈特雷
Vivica A. Fox,薇薇卡·A·福克斯
Belle Gunness,貝莉·根納斯
Michael Madsen,迈克尔·马德森
Laura Benanti,勞拉·貝楠蒂
Emily Saliers,艾米丽·萨利尔斯
Tamara Gee,塔瑪拉·吉
June Anderson,茱恩·安德森
Marilyn Burns,瑪莉蓮·伯恩斯
Elizabeth Beisel,伊麗莎白·拜索
Eleanor H. Porter,愛蓮娜·霍奇曼·波特
Debra Jo Rupp,黛布拉·乔·拉普
Kristen Cloke,克丽丝滕·克洛克
Muddy Waters,马迪·沃特斯
John Boswell,約翰·鮑斯威爾
Stefanie Powers,斯蒂芬妮·鲍尔斯
Tianna Madison-Bartoletta,蒂安娜·巴尔托莱塔
Blanchard Ryan,布蘭查德·瑞恩
Diana Muldaur,黛安娜·穆德
Wang Chen,王晨
Taraji P. Henson,泰拉姬·漢森
Illeana Douglas,伊里纳·道格拉斯
Richard LaGravenese,理查德·拉格文斯
Alexander Berkman,亞歷山大·貝克曼
Martha Nussbaum,瑪莎·努斯鮑姆
Stanley Rogers Resor,史丹利·羅傑斯·瑞索
Sally Mann,莎莉·曼
Shelley Duvall,雪莉·杜瓦
Hilary Hahn,希拉里·哈恩
Dan Marino,丹·馬里諾
Butch Buchholz,布奇·布克霍爾斯
John Browning,约翰·勃朗宁
Susana Martinez,蘇珊娜·馬蒂內茲
Kayden Kross,凱登·克羅斯
Gerald Gabrielse,杰拉尔德·加布里埃尔斯
Ron Perlman,朗·普尔曼
Hilary Rhoda,希拉莉·艾荷達
The Fabulous Moolah,完美穆籟
Sarah Steele,莎拉·斯蒂勒
Voltairine de Cleyre,伏爾泰琳·克蕾
Cassandra Clare,卡珊卓拉·克蕾兒
Elizabeth Arden,伊麗莎白雅頓
Rubén Hinojosa,魯本·伊諾埃薩
Kim Rhodes,基姆·羅德斯
Daniela Ruah,丹妮拉·魯阿
Laura Innes,勞蘭·因尼斯
Barry Levinson,巴瑞·李文森
Floyd Landis,弗洛伊德·兰迪斯
Iman,伊曼
Lisa Nicole Carson,麗莎·妮可·卡森
Armistead Thomson Mason,阿米斯特德.梅森
Chloe O'Brian,克洛依·欧布莱恩
Kal Penn,凱爾朋·蘇雷什·默迪
Bryan Singer,布賴恩·辛格
Elmer Clifton,埃爾默·克利夫頓
Kathryn McCormick,凱薩琳·麥康梅
Rachel Corrie,若雪·柯利
Jennifer Hale,珍妮佛·海爾
Jason Aldean,傑森·奧爾迪恩
Trent Dilfer,特倫特·迪爾弗
Sabrina Bryan,萨布里娜·布莱恩
Connie Britton,康妮·布里登
Beverly Sills,贝弗利·希尔斯
Miranda July,米兰达·裘丽
Foluke Akinradewo,弗魯克·艾姬拉迪禾
Daphne Maxwell Reid,达芙妮·麦斯维尔·瑞德
Walter Lang,沃尔特·朗
Jenny Simpson,珍妮佛·辛普森
Kathy Najimy,凱西·納吉米
Traylor Howard,特蕾勒·霍華德
Torrey DeVitto,托瑞·狄維托
Nancy Meyers,南希·迈耶斯
Ma Barker,妈妈巴克
Anne Francis,安妮·弗朗西斯
Don Rickles,唐納德·傑·里克斯
Kelsey Grammer,凯尔希·格兰莫
Christy Carlson Romano,克麗絲蒂·卡爾森·羅曼諾
Julie White,茱莉·懷特
Kathy Hilton,凯西·希尔顿
Brenda Schultz-McCarthy,布蘭達·舒茲·麥卡錫
Amandla Stenberg,雅曼德拉·史坦柏
William Walker,威廉·沃克
Marielle Jaffe,梅莉兒·傑菲
Thomas Eisner,托马斯·埃斯纳
Sean Stone,西恩·斯通
Greg Kinnear,格雷戈·金尼爾
Irene Pepperberg,艾琳·佩珀伯格
Donna de Varona,唐娜·德瓦罗纳
Barbara Harris,芭芭拉·哈里斯
Michelle Clunie,米歇尔·科鲁尼
Janis Ian,珍妮斯·艾恩
Ali Cobrin,阿里·柯斌
Lucius Shepard,卢修斯·谢泼德
Alice Greczyn,爱丽丝·格蕾岑
Emilio Estevez,埃米利奥·埃斯特韦斯
Moshe Safdie,摩西·薩夫迪
Rachel Bilson,瑞秋·比爾森
G. D. Spradlin,G·D·史普萊林
Dale W. Jorgenson,戴爾·W·喬根森
Lucinda Williams,露辛達·威廉斯
Rachael Yamagata,山形瑞秋
Anne Tyler,安妮·泰勒
T-Pain,提潘
David Mamet,大衛·馬美德
Philip Showalter Hench,菲利普·肖瓦特·亨奇
Becca Tobin,贝卡·托宾
Eddie Trunk,艾迪·托克
Taylor Schilling,泰勒·席林
Billie Burke,比利·伯克 (女演员)
Allie DeBerry,亞歷山德里婭·德伯裡
Joe Eszterhas,喬·伊斯特哈斯
Ray Romano,雷·罗马诺
Wynter Gordon,溫特·戈登
John McLoughlin,約翰·麥克勞林
Nancy Marchand,南西·馬芡
Florence Lawrence,弗洛伦丝·劳伦斯
Martha Chase,瑪莎·蔡斯
Laura Dern,劳拉·邓恩
Bahar Soomekh,巴哈兒·舒米克
Peggy Whitson,佩吉·惠特森
Allison Mack,艾莉森·麦克
Lester Bangs,萊斯特·班恩斯
Martha Norelius,玛莎·诺雷柳斯
Pam Muñoz Ryan,帕姆·穆尼奥斯·瑞恩
Thomas Ian Nicholas,托马斯·伊恩·尼古拉斯
Robert C. Baker,羅伯特·貝克
Zhi-Xun Shen,沈志勋
Margaret Cho,趙牡丹
Gale Anne Hurd,蓋爾安妮·赫德
Melora Hardin,梅洛拉·哈汀
Amy Beach,艾米·比奇
Eileen Chang,張愛玲
Christy Canyon,克莉絲蒂·坎寧
Martina McBride,瑪蒂娜·麥克布萊德
Madison De La Garza,麦迪森·迪·娜·嘉莎
Dana Reeve,戴娜·李維
Kim Dickens,金·迪肯斯
Lezley Zen,蕾絲莉·藍
Patti Scialfa,派蒂·史凱法
Laurel Holloman,勞雷爾·霍勒曼
Giuseppe Rossi,朱塞佩·罗西
Mohamed A. El-Erian,穆罕默德·埃里安
Nicole Stott,妮可·斯托特
Gabrielle Carteris,加布裏埃爾·卡特裏斯
Joey Ryan,喬伊·萊恩
Samuel Curtis,塞缪尔·瑞恩·柯蒂斯
Busy Philipps,碧西·飛利浦
Gia Paloma,吉亞·帕洛瑪
Jackie Robinson,傑基·羅賓森
Marija Gimbutas,瑪利亞·金布塔斯
Sarah Attar,萨拉·阿特尔
Miri Ben-Ari,美里·班-阿里
Jaden Smith,贾登·史密斯
Russell Westbrook,拉塞爾·維斯布魯克
Jason Kidd,贾森·基德
Mike Barrett,迈克·巴雷特
Mihajlo Pupin,米海洛·卜平
LaTasha Jenkins,拉塔莎·詹金斯
Kiely Williams,凯丽·威廉姆斯
Allison Miller,艾莉森·米勒
Titus O'Neil,泰德斯·歐尼爾
Mike Portnoy,麥克·波特諾
Nicole Eggert,妮可尔·埃格特
Victoria Zdrok,維多莉亞·澤德
Beiwen Zhang,张蓓雯
Sewall Wright,休厄尔·赖特
Logan Lerman,羅根·勒曼
Caryn Davies,卡琳·戴维斯
Timothy McVeigh,提摩太·占士·麥克維
Poul Anderson,波尔·安德森
Hilary Putnam,希拉里·怀特霍尔·帕特南
Paul McCarthy,保罗·麦卡锡
Christian Serratos,克莉絲汀·瑟拉圖絲
Martha Coolidge,马莎·库利奇
Michael Mann,麥可·曼恩
Olga Korbut,奥尔加·科尔布特
Kellan Lutz,凱蘭·魯茨
Marvin Miller,馬文·米勒
Jennifer Ehle,詹妮弗·艾莉
Suzy Amis Cameron,蘇吉‧埃米斯
Margaret Burbidge,瑪格麗特·伯比奇
Nina Foch,尼娜·弗徹
Ed Wood,艾德·伍德
Carlos Mendes,卡洛斯·門德斯
Mary Fallin,瑪麗·費林
Ashley Crow,阿什利·克劳
Jean Hagen,珍·希瑾
Kellie Martin,凯利·马丁
Cerina Vincent,席瑞娜·文森
P. J. Soles,PJ·索尔丝
Jim Thorpe,吉姆·索普
Mariel Zagunis,玛丽埃尔·扎格尼斯
Delbert Mann,德爾伯特·曼
Hugh Nelson,休伊·尼爾森
Madeleine L'Engle,馬德琳·恩格爾
Loretta Devine,洛妮塔·特妮納
Ivana Miličević,伊凡娜·米莉瑟維克
Dema Kovalenko,德马·科瓦连科
Stan Kirsch,史丹·克希
Trina,崔娜
Steve Rude,史蒂夫·魯德
Destinee Hooker,德斯汀妮·胡克尔
Yvonne Alexander Elliman,伊冯·爱利曼
Anne Meara,安妮·米拉
Eliza Schneider,艾利沙·史奈達
Sarah Fisher,萨拉·玛利亚·费舍尔
