Pioneer plaque,先驅者鍍金鋁板
"Shepardsville, Indiana",謝潑茲維爾·(印地安納州)
Shepherds Flat Wind Farm,谢菲德平原风电厂
"Sheridan Township, Cherokee County, Kansas",謝里登鎮區·(堪薩斯州切羅基縣)
"Sherman Township, Grant County, Kansas",舍曼鎮區·(堪薩斯州格蘭特縣)
"Tippecanoe Township, Marshall County, Indiana",蒂珀卡努鎮區·(印地安納州馬歇爾縣)
"Tippecanoe Township, Pulaski County, Indiana",蒂普卡努鎮區·(印地安納州普瓦斯基縣)
"Tippecanoe, Indiana",蒂珀卡努·(印地安納州)
"Town Talk, California",鎮談·(加利福尼亞州)
"Tracy, Iowa",特雷西·(愛荷華州)
"Trilacoochee, Florida",特里拉庫奇·(佛羅里達州)
"Truckhaven, California",特拉克哈芬·(加利福尼亞州)
"Turner Landing, Illinois",特納蘭丁·(伊利諾伊州)
"Twin Oaks (Washington, D.C.)",雙橡園
"Yankeetown, Indiana",洋基敦·(印地安納州)
"Yellow Jacket, Colorado",黃夾克·(科羅拉多州)
"Young America, Indiana",揚阿梅里卡·(印地安納州)
"Youngtown, Alabama",楊格敦·(阿拉巴馬州)
"Yountsville, Indiana",揚茨維爾·(印地安納州)
ZCMI,锡安合作商业公司
"Zenith, Illinois",齊尼斯·(伊利諾伊州)
"Zinfandel, California",辛范德爾·(加利福尼亞州)
"St. Joe, Illinois",聖喬·(伊利諾伊州)
"St. Johns, Florida",聖約翰斯·(佛羅里達州)
St. Louis Gateway Film Critics Association Awards 2004,第1届圣路易斯影评人协会奖
St. Louis Gateway Film Critics Association Awards 2008,第5届圣路易斯影评人协会奖
State University of New York College of Environmental Science and Forestry,纽约州立大学环境与森林学院
"Steel City, Illinois",斯蒂爾城·(伊利諾伊州)
Taipei Economic and Cultural Office in Houston,駐休士頓臺北經濟文化辦事處
Thousand Springs State Park,千泉州立公园
"Township 1, Harper County, Kansas",一號鎮區·(堪薩斯州哈珀縣)
"Trinity Cathedral (Cleveland, Ohio)",三一座堂·(克利夫兰)
"Sinclair Township, Jewell County, Kansas",辛克萊爾鎮區·(朱厄爾縣)
Skout,Skout
Slates Hot Springs,斯雷茨溫泉·(加利福尼亞州)
"Smuteye, Alabama",斯穆特耶·(阿拉巴馬州)
Soil and Water Conservation Society,水土保持協會
"Solgohachia, Arkansas",索爾戈哈奇亞·(阿肯色州)
"Solo, Arkansas",索洛·(阿肯色州)
"Sonoraville, Georgia",索諾拉維爾·(喬治亞州)
"Southport, Connecticut",紹斯波特·(康乃狄克州)
Southwest Minnesota State University,西南明尼苏达州立大学
"Southwest, Indiana",紹斯韋斯特·(印地安納州)
"Spanish Ranch, California",西班牙人牧場·(加利福尼亞州)
"Sparta, Indiana",斯巴達·(印地安納州)
"Speake, Alabama",斯皮克·(阿拉巴馬州)
"Spring Garden Township, Jefferson County, Illinois",斯普林花園鎮區·(伊利諾伊州傑佛遜縣)
"Spring Hill, Walker County, Alabama",斯普林希爾·(沃克縣)
"Springfield Township, LaPorte County, Indiana",斯普林菲爾德鎮區·(印地安納州拉波特縣)
"Springville, Clark County, Indiana",斯普林維爾·(印地安納州克拉克縣)
"Sprott, Alabama",斯普羅特·(阿拉巴馬州)
"St. Jacob Township, Madison County, Illinois",聖雅各伯鎮區·(伊利諾伊州麥迪遜縣)
Trinity Cathedral (Pittsburgh),三一座堂·(匹兹堡)
"Trinity Parish (St. Augustine, Florida)",圣公会三一堂·(圣奥古斯丁)
Triple Crossing,三铁交叉
"Tunnelton, Indiana",坦納爾頓·(印第安納州)
"Turner, Mississippi County, Arkansas",塔納·(阿肯色州密西西比縣)
"Tuscaloosa, Alabama metropolitan area",塔斯卡盧薩都會區
"Twelve Points, Indiana",十二點·(印地安納州)
"Twelvemile Corner, Illinois",特威爾夫邁爾科納·(伊利諾伊州)
"Twigg Township, Hamilton County, Illinois",特威格鎮區·(伊利諾伊州漢密爾頓縣)
"Twist, Arkansas",特威斯特·(阿肯色州)
USC Gould School of Law,南加州大学古尔德法学院
Omaha Union Station,聯合車站·(奧馬哈)
"Udina, Illinois",烏迪納·(伊利諾伊州)
Union City station,联合市站
United Commercial Bank,聯合銀行
United States biological weapons program,美国生物武器计划
United States District Court for the Central District of California,美国加利福尼亚中区联邦地区法院
United States District Court for the District of Alaska,美国阿拉斯加联邦地区法院
United States District Court for the District of Kansas,美国堪萨斯联邦地区法院
United States District Court for the District of Massachusetts,美国马萨诸塞联邦地区法院
United States District Court for the District of Puerto Rico,美国波多黎各联邦地区法院
United States District Court for the District of Rhode Island,美国罗德岛联邦地区法院
United States District Court for the District of Utah,美国犹他联邦地区法院
United States District Court for the Eastern District of Kentucky,美国肯塔基东区联邦地区法院
United States District Court for the Northern District of Mississippi,美国密西西比北区联邦地区法院
United States District Court for the Northern District of Texas,美国德克萨斯北区联邦地区法院
United States District Court for the Western District of Kentucky,美国肯塔基西区联邦地区法院
2018 United States elections,2018年美國選舉
United States presidential transition,美國總統過渡
United States special operations forces,美國特種作戰部隊
"Urbana, Indiana",烏爾巴納·(印地安納州)
"Valley Township, Stark County, Illinois",瓦利鎮區·(伊利諾伊州斯塔克縣)
"Valona, California",瓦洛納·(加利福尼亞州)
"Van Buren Township, Monroe County, Indiana",范布倫鎮區·(印地安納州門羅縣)
"Victoria Township, Knox County, Illinois",維多利亞鎮區·(伊利諾伊州諾克斯縣)
"Virgil Township, Kane County, Illinois",維吉爾鎮區·(伊利諾伊州凱恩縣)
"Vistula, Indiana",維斯杜拉·(印地安納州)
Viterbo University,維特爾波大學
Mt. Royal/MICA station,皇家山（巴爾的摩大學／MICA）站
"Yarborough Landing, Arkansas",亞伯勒蘭丁·(阿肯色州)
"Warrington, Indiana",沃靈頓·(印地安納州)
"Washington County, D.C.",华盛顿县·(哥伦比亚特区)
Washington D.C. Area Film Critics Association Award for Best Actress,华盛顿影评人协会奖最佳女主角
Washington D.C. Area Film Critics Association Award for Best Breakthrough Performance,华盛顿影评人协会奖最佳突破演技
Washington D.C. Area Film Critics Association Award for Best Foreign Language Film,华盛顿影评人协会奖最佳外语片
Lost Maples State Natural Area,遺失楓樹州立自然保護區
"Stennett, Iowa",斯滕內特·(愛荷華州)
"Stewartville, Lauderdale County, Alabama",史蒂華維爾·(勞德代爾縣)
"Stockland Township, Iroquois County, Illinois",斯托克蘭鎮區·(伊利諾伊州易洛魁縣)
"Stone Head, Indiana",斯通黑德·(印地安納州)
"Story, Arkansas",斯托里·(阿肯色州)
"Sturkie, Arkansas",斯特基·(阿肯色州)
"Sugar Creek Township, Hancock County, Indiana",蘇格爾克里克鎮區·(印地安納州漢考克縣)
"Sugar Creek Township, Shelby County, Indiana",蘇格爾克里克鎮區·(印地安納州謝爾比縣)
"Sugar Pine, California",蘇格爾派恩·(加利福尼亞州)
"Sullivan Township, Grant County, Kansas",蘇利文鎮區·(堪薩斯州格蘭特縣)
"Sullivan Township, Livingston County, Illinois",蘇利文鎮區·(伊利諾伊州利文斯頓縣)
"Sulphur Springs, Montgomery County, Arkansas",薩爾弗斯普林斯·(阿肯色州蒙哥馬利縣)
"Summer Hill, Illinois",薩默希爾·(伊利諾伊州)
"Sumner Township, Kankakee County, Illinois",薩姆納鎮區·(伊利諾伊州坎卡基縣)
"Sumner, Florida",薩姆納·(佛羅里達州)
"Sunny South, Alabama",桑尼紹斯·(阿拉巴馬州)
Sunset Tunnel,日落隧道
"Sunset, Arizona",森塞特·(亞利桑那州)
"Surginer, Alabama",瑟吉納·(阿拉巴馬州)
"Sutter Hill, California",薩特山·(加利福尼亞州)
"Svea, Florida",斯韋亞·(佛羅里達州)
"Swan Township, Warren County, Illinois",斯旺鎮區·(伊利諾伊州沃倫縣)
"Swanlake, Idaho",斯旺萊克·(愛達荷州)
Chromatic Games,Trendy
Respawn Entertainment,Respawn·Entertainment
"Vangale, Alabama",凡加爾·(阿拉巴馬州)
"Versailles Township, Brown County, Illinois",凡爾賽鎮區·(伊利諾伊州布朗縣)
Voodoo Doughnut,巫毒甜甜圈
Vought V-141,沃特V-141戰鬥機
"Wacker, Illinois",沃克·(伊利諾伊州卡洛爾縣)
"Wacousta Township, Humboldt County, Iowa",沃庫斯塔鎮區·(愛荷華州洪堡縣)
"Walker Township, Anderson County, Kansas",沃克鎮區·(安德森縣)
"Walnut Corner, Greene County, Arkansas",沃爾納特科納·(阿肯色州格林縣)
"Walnut Grove, Pope County, Arkansas",沃爾納特格羅夫·(阿肯色州波普縣)
"Walnut Township, Bourbon County, Kansas",沃爾納特鎮區·(堪薩斯州波旁縣)
"Walnut Township, Brown County, Kansas",沃爾納特鎮區·(堪薩斯州布朗縣)
"Walsh Precinct, Randolph County, Illinois",沃爾什縣區·(伊利諾伊州蘭道夫縣)
"Warren Township, Story County, Iowa",沃倫鎮區·(愛荷華州斯托里縣)
"Swedesburg, Iowa",斯韋茲堡·(愛荷華州)
"Sycamore, Indiana",西卡莫爾·(印地安納州)
"Tabor, Illinois",塔博爾·(伊利諾伊州)
The Journal of Men's Studies,男性研究期刊
The Life (advertisement),我們是ODST
The Summit at Snoqualmie,斯诺夸尔米之巅
Third Air Force,美国第三航空队
"Thomas Crossroads, Georgia",湯瑪斯克羅斯羅茲
"Thomas Township, Ellsworth County, Kansas",托馬斯鎮區·(堪薩斯州埃爾斯沃思縣)
"Thomaston, Indiana",湯馬斯頓·(印地安納州)
"Threet, Alabama",思里特·(阿拉巴馬州)
"Tice, Illinois",蒂斯·(伊利諾伊州)
"Timothy, Illinois",提莫西·(伊利諾伊州)
"Tompkins Township, Warren County, Illinois",湯普金斯鎮區·(伊利諾伊州沃倫縣)
"Tonti Township, Marion County, Illinois",湯蒂鎮區·(伊利諾伊州馬里昂縣)
"Toolesboro, Iowa",杜爾斯伯勒·(愛荷華州)
"Toponas, Colorado",托波納斯·(科羅拉多州)
"Toronto, Indiana",多倫多·(印地安納州)
Touro University California,加利福尼亞杜魯大學
"Township 5, Harper County, Kansas",五號鎮區·(堪薩斯州哈珀縣)
"Tree Spring, Indiana",樹泉·(印地安納州)
"Trenton Township, Edwards County, Kansas",托倫頓鎮區·(堪薩斯州愛德華茲縣)
"Trimble, Illinois",天寶·(伊利諾伊州)
Cathedral Basilica of the Sacred Heart (Newark),聖心聖殿主教座堂
Williams v. North Carolina (1942),威廉斯诉北卡罗来纳州案
"Willow Branch, Indiana",威洛布蘭奇·(印地安納州)
Wrangellia Terrane,兰格利亚
"Chester Township, Wabash County, Indiana",切斯特鎮區·(印地安納州沃巴什縣)
"Harvel Township, Montgomery County, Illinois",哈維爾鎮區·(伊利諾伊州蒙哥馬利縣)
"Hickory Township, Butler County, Kansas",希科里鎮區·(巴特勒縣)
"Indian Point Township, Knox County, Illinois",印第安波因特鎮區·(伊利諾伊州諾克斯縣)
"Kankakee Township, Jasper County, Indiana",坎卡基鎮區·(印地安納州傑斯帕縣)
"Lewis Township, Clay County, Indiana",劉易斯鎮區·(印地安納州克萊縣)
"Nettle Creek Township, Grundy County, Illinois",內特爾克里克鎮區·(伊利諾伊州格蘭迪縣)
"Oquawka Township, Henderson County, Illinois",奧闊卡鎮區·(伊利諾伊州亨德森縣)
"Park Township, Sedgwick County, Kansas",帕克鎮區·(堪薩斯州塞奇威克縣)
"Patoka Township, Gibson County, Indiana",帕托卡鎮區·(印地安納州吉布森縣)
"Union Township, Delaware County, Indiana",尤尼昂鎮區·(印地安納州特拉華縣)
"Wetaug, Illinois",威陶格·(伊利諾伊州)
Whistleblower Protection Act,吹哨人保护法
Wilbraham %26 Monson Academy,孟鬆預備學校
"Wilbur Springs, California",威爾伯斯普林斯·(加利福尼亞州)
"Wilburn, Alabama",威爾伯恩·(阿拉巴馬州)
"Wilburn, Arkansas",威爾伯恩·(阿肯色州)
"Willow Creek Township, Lee County, Illinois",威洛克里克鎮區·(伊利諾伊州李縣)
"Wood, North Carolina",伍德·(北卡羅來納州)
Woodberry station,伍德貝利站
"Woodbury Township, Cumberland County, Illinois",伍德伯里鎮區·(伊利諾伊州坎伯蘭縣)
"Woodford, Illinois",伍德福德·(伊利諾伊州)
"Woodland, Delaware",伍德蘭·(特拉華州)
"Woodrow, Colorado",伍德羅·(科羅拉多州)
World Journal,世界日報·(北美)
"Underwood, Indiana",安德伍德·(印地安納州)
"Union Chapel, Alabama",尤尼安查普爾·(阿拉巴馬州)
Union Temple of Brooklyn,布鲁克林协和圣殿
"Union Township, Adams County, Indiana",尤尼昂鎮區·(印地安納州亞當斯縣)
"Union Township, Dickinson County, Kansas",尤寧鎮區·(堪薩斯州迪金森縣)
"Union Township, Shelby County, Indiana",尤尼昂鎮區·(印地安納州謝爾比縣)
University of Michigan Museum of Natural History,密歇根大學自然歷史博物館
"Verdie, Florida",弗迪·(佛羅里達州)
"Verne, Indiana",弗恩·(印地安納州)
"Vernon Township, Jackson County, Indiana",弗農鎮區·(印地安納州傑克遜縣)
"Vinland, Kansas",文蘭·(堪薩斯州)
WADO,WADO
"Wano Township, Cheyenne County, Kansas",瓦諾鎮區·(堪薩斯州夏延縣)
"Washington Township, Dearborn County, Indiana",華盛頓鎮區·(印地安納州迪爾伯恩縣)
Washington's 5th congressional district,華盛頓州第五國會選區
Washington's 8th congressional district,華盛頓州第八國會選區
WBAB,WBAB
WCCO (AM),WCCO中波台
WFRY-FM,WFRY-FM
WKJY,WKJY
WTNY,WTNY
WZRC,WZRC
W63 (nuclear warhead),W63·(核彈頭)
"Irishtown Township, Clinton County, Illinois",艾里什敦鎮區·(伊利諾伊州克林頓縣)
"Wine Hill Precinct, Randolph County, Illinois",懷恩山縣區·(伊利諾伊州蘭道夫縣)
"Wine Hill, Illinois",懷恩山·(伊利諾伊州)
"Winrock, Arkansas",溫洛克·(阿肯色州)
"Wolf Lake, Illinois",沃爾夫湖·(伊利諾伊州)
"Wolf, Kansas",沃爾夫·(堪薩斯州)
"Wrights, Illinois",賴茨·(伊利諾伊州)
Wilmington massacre,1898年威尔明顿大屠杀
"Washington Township, Delaware County, Indiana",華盛頓鎮區·(印地安納州特拉華縣)
"Washington Township, Greene County, Indiana",華盛頓鎮區·(印地安納州格林縣)
"Washington Township, Jewell County, Kansas",華盛頓鎮區·(朱厄爾縣)
"Washington Township, Knox County, Indiana",華盛頓鎮區·(印地安納州諾克斯縣)
"Washington Township, Newton County, Indiana",華盛頓鎮區·(印地安納州牛頓縣)
"Washington Township, Warren County, Indiana",華盛頓鎮區·(印地安納州沃倫縣)
Washington v. Texas,华盛顿诉德克萨斯州案
"Waterford Mills, Indiana",沃特福德米爾斯·(印地安納州)
"Waterford, Indiana",沃特福德·(印地安納州)
"Waterloo Township, Fayette County, Indiana",滑鐵盧鎮區·(印地安納州費耶特縣)
"Watson, Indiana",沃森·(印地安納州)
Wave Organ,浪琴石园
"Wayne Township, Fulton County, Indiana",韋恩鎮區·(印地安納州富爾頓縣)
"Weaver, Illinois",韋弗·(伊利諾伊州)
"Hensley Township, Champaign County, Illinois",亨斯利鎮區·(伊利諾伊州尚佩恩縣)
"Jackson Township, Greene County, Indiana",傑克遜鎮區·(印地安納州格林縣)
"Jackson Township, Shelby County, Indiana",傑克遜鎮區·(印地安納州謝爾比縣)
"Ohio Township, Spencer County, Indiana",俄亥俄鎮區·(印地安納州斯潘塞縣)
"Wood Township, Clark County, Indiana",伍德鎮區·(印地安納州克拉克縣)
"Hamilton Township, Sullivan County, Indiana",漢密爾頓鎮區·(印地安納州沙利文縣)
"Metamora Township, Franklin County, Indiana",梅塔莫拉鎮區·(印地安納州富蘭克林縣)
"Noble Township, Rush County, Indiana",諾布爾鎮區·(印地安納州拉什縣)
"Welge, Illinois",韋爾奇·(伊利諾伊州)
"Welland, Illinois",韋蘭·(伊利諾伊州)
"Wesley, Indiana",韋斯利·(印地安納州)
"West Ridge, Illinois",西嶺·(伊利諾伊州)
"West Union, Indiana",西尤尼昂·(印地安納州)
Western Maryland Scenic Railroad,西馬里蘭觀光鐵路
Western New York,西紐約州
"Whisky Falls, California",惠斯基福爾斯·(加利福尼亞州)
"Whispering Pines, Florida",韋斯帕林派因斯·(佛羅里達州)
"Whistler, Alabama",惠斯勒·(阿拉巴馬州)
"White Oak Springs, Illinois",白橡泉·(伊利諾伊州)
"White Oak Township, McLean County, Illinois",懷特奧克鎮區·(伊利諾伊州麥克萊恩縣)
"Whitefield Township, Marshall County, Illinois",懷特菲爾德鎮區·(伊利諾伊州馬歇爾縣)
"Whitethorn, California",懷特霍恩·(加利福尼亞州)
"Whitley Gardens, California",惠特利加登·(加利福尼亞州)
"Whitmore Township, Macon County, Illinois",惠特莫爾鎮區·(伊利諾伊州梅肯縣)
"York Township, Switzerland County, Indiana",約克鎮區·(印地安納州瑞士縣)
"La Harpe Township, Hancock County, Illinois",拉哈普鎮區·(伊利諾伊州漢考克縣)
"Logan Township, Edwards County, Kansas",洛根鎮區·(堪薩斯州愛德華茲縣)
"Marion Township, Douglas County, Kansas",馬里恩鎮區·(堪薩斯州道格拉斯縣)
