Dortmund,ドルトムント
Kloster Walkenried,ヴァルケンリート修道院
Schauren,シャウレン (コッヘム＝ツェル)
Antrifttal,アントリフトタール
Cismar,ツィスマール
Mengeringhausen,メンガーリンクハウゼン
Bachfest Leipzig,ライプツィヒ・バッハ音楽祭
Bahnhof München Marienplatz,マリエン広場駅
Silberner Bär/Beste Darstellerin,銀熊賞
Vanillekipferl,バニレキプフェルン
Altes Palais (Hannover),旧宮殿 (ハノーファー)
Altes Rathaus,旧市庁舎
Glückstadt,グリュックシュタット
Samtgemeinde Harpstedt,ザムトゲマインデ・ハルプシュテット
World Games 1989,ワールドゲームズ1989
Preußische P 8,プロイセン邦有鉄道P8型蒸気機関車
Nord-Süd-Fernbahn,南北長距離線
Kunstgewerbemuseum Berlin,ベルリン工芸美術館
Oberwambach,オーバーヴァンバッハ
Amt Britz-Chorin-Oderberg,アムト・ブリッツ＝コリーン＝オーダーベルク
Rhein-Main Air Base,ラインマイン空軍基地
Magdeburg Hauptbahnhof,マクデブルク中央駅
Schloss Benrath,ベンラート城
Mercedes-Benz Championship,ジャーマン・マスターズ
Deutsches Schifffahrtsmuseum,ドイツ海洋博物館
Dill,ディル川
Thalia Theater,タリア劇場
Jeetzel,イェエッツェル川
Berliner Nordbahn,ベルリン北部線
Altewiek,アルテヴィーク
Oberleitungsbus Solingen,ゾーリンゲン・トロリーバス
Bahnhof Bietigheim-Bissingen,ビーティヒハイム＝ビシンゲン駅
Wahl zum Abgeordnetenhaus von Berlin 2011,2011年のベルリン州選挙選挙
Bürgerschaftswahl in Hamburg 2011,2011年ハンブルク市議会選挙
"Hochschule für Musik, Theater und Medien Hannover",ハノーファー音楽演劇大学
Wolfsburg Hauptbahnhof,ヴォルフスブルク中央駅
Landtag von Baden-Württemberg,バーデン＝ヴュルテンベルク州州議会議事堂
Fränkische Rezat,フレンキシェ・レーツァト川
Senvion SE,センビオン
Kirschweiler,キルシュヴァイラー
Deutschland Cup,ドイチュラント・カップ
Prinzregententheater,プリンツリーゲン劇場
Teldec,テルデック
Nickelodeon Deutschland,ニックトゥーン
Altkünkendorf,アルトキュンケンドルフ
Paul Hunter Classic 2011,2011年ポール・ハンター・クラシック
Maquet,マケット (医療機器メーカー)
Internationale Vegetarier-Union,国際ベジタリアン連合
Stamsried,シュタムスリート
Hutschenreuther,フッチェンロイター
Althüttendorf,アルトヒュッテンドルフ
SpVgg Weiden,SpVggヴァイデン
Bad König,バート・ケーニヒ
Amsberg,アムスベルク家
Möttingen,メッティンゲン
Ehrenfeld,エーレンフェルト
Derendorf,デーレンドルフ
Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,タールキルヒェン
Altleiningen,アルトライニンゲン
Weltmeisterschaften im Gewichtheben 1911,1911年ウエイトリフティング世界選手権
Hochscheid,ホッホシャイト
Germanisches Nationalmuseum,ゲルマン国立博物館
Mainz-Kostheim,マインツ＝コストハイム
Verbandsgemeinde Droyßiger-Zeitzer Forst,ドロイスイガー＝ツァイツァー・フォルスト
Gusenburg,グーゼンブルク
Motor Presse Stuttgart,モトール・プレッセ・シュトゥットガルト
Beratzhausen,ベラッツハイゼン
Bruker,ブルカー・バイオスピン
Ipsen International Holding,イプセン・インターナショナル・ホールディング
Wunderland Kalkar,ワンダーランド・カルカー
Verbandsgemeinde Unstruttal,ウンシュトルタル
Mediolanum,メディオラヌム
Prämonstratenserabtei Rot an der Rot,ロート・アン・デア・ロート帝国修道院
Amstetten,アムシュテッテン
Altlandsberg,アルトランツベルク
Mittelneufnach,ミッテルノイフナハ
Schenkenberg,シェンケンベルク (ウッカーマルク)
U-Bahnhof Friedrichsfelde,フリードリヒスフェルデ駅
Metabo,メタボ
Deister,ダイスター
"Simon, Kucher & Partners",サイモン・クチャーアンドパートナーズ
Schloss Ludwigslust,ルズヴィスルスト宮殿
Altlay,アルトライ
American-Football-Europameisterschaft 2010,2010年アメリカンフットボール・ヨーロッパ選手権
Münchner Verkehrsgesellschaft mbH (MVG),ミュンヘン交通
Amazonen-Werke,アマツォーネ
Schortens,ショルテンス
Ralingen,ラーリンゲン
Althoff-Amboss-Film,アーファ・フィルム
Althoff Hotels,アルトホフ・ホテルズ
Althornbach,アルトホルンバッハ
Ruppertsweiler,ルッパーツヴァイラー
Knittelsheim,クニッテルスハイム
Völkl,フォルクル
Sonnenallee,ゾンネンアレー
Internationale Filmfestspiele Berlin 1995,第45回ベルリン国際映画祭
Internationale Filmfestspiele Berlin 1994,第44回ベルリン国際映画祭
Grötzingen,ゲッティンゲン
Tour de France 1987,ツール・ド・フランス1987
Münnich Motorsport,ALL-INKL.com ミュニッヒ・モータースポーツ
Wettlingen,ヴェットリンゲン
Himmelfahrt Mariä mit Heiligen,聖母被昇天 (アンドレア・デル・カスターニョ)
Wilhelm-Busch-Preis,ヴィルヘルム・ブッシュ賞
Neue Residenz,バンベルク新宮殿
Aegidienberg,アエーギディエンベルグ
Aegidienkirche,エギディエン教会
Fraternitas Saturni,土星同胞団
Aero Flight,アエロフライト
Aero Friedrichshafen,AEROフリードリヒスハーフェン
Amt Brück,アムト・ブリュック
Altmark,アルトマルク
Altmannstein,アルトマンシュタイン
Britz,ベルリン＝ブリッツ
Frielendorf,フリーレンドルフ
Amt Gerswalde,アムト・ゲルスヴァルデ
Schaeffler-Gruppe,シェフラーグループ
Burg Liebenstein,リーベンシュタイン城
Odenwaldschule,オーデンヴァルトシューレ
Militärhistorisches Museum der Bundeswehr,ドイツ連邦国防軍軍事歴史博物館
Adtranz,アドトランツ
DR-Baureihe 243,東ドイツ国鉄212型電気機関車
TecDAX,TecDAX
Bebenhausen,ベーベンハウゼン
"Kanonissenstift Niedermünster, Regensburg",ニーダーミュンスター修道院
Strelasundquerung,シュトラールズント・クロッシング
Straßenbahn Gera,ゲーラ市電
Südwest Ludwigshafen,SVズートベスト・ルートヴィヒスハーフェン
Frankfurt-Dornbusch,ドルンブッシュ
Internationales Filmfest Oldenburg,オルデンブルク国際映画祭
Bayerische Küche,バイエルン料理
Verkehrsmuseum Nürnberg,ニュルンベルク交通博物館
DB-Baureihe V 80,西ドイツ国鉄V80形ディーゼル機関車
Amt Biesenthal-Barnim,アムト・ビーゼンタール＝バルニム
"Kanonissenstift Obermünster, Regensburg",オーバーミュンスター修道院
"Benediktinerkloster Niederaltaich, Niederalteich",ニーダーアルタイヒ修道院
Globus Holding,グローバス
Karneval der Kulturen,多文化カーニヴァル
Dreisesselberg,ドライセッセルベルク山
Museum August Kestner,アウグスト・ケストナー博物館
Handelsregister,商業登記簿
Ludwigsfelder FC,ルートヴィッヒスフェルダーFC
VfB Hüls,VfBヒュルス
FV Illertissen,FVイラーティッセン
Amt Großer Plöner See,大プレーン湖市町村連合
Amerdingen,アーメルディンゲン
Alstom Transport Deutschland,リンケ・ホフマン・ブッシュ
Alstria office REIT,アルストリアオフィス
Flugplatz Stadtlohn-Vreden,シュタットローン＝フリードゥン空港
Prüfcenter Wegberg-Wildenrath,ヴィルデンラート試験線
Ohlstadt,オールシュタット
Leonce-und-Lena-Preis,レオンスとレーナ賞
General der Pioniertruppe,工兵大将 (ドイツ)
Verbandsgemeinde Wethautal,ヴェータウタール
Arabische Christen,アラブ人キリスト教徒
Almabtrieb,アルプアプツーク
Afferde,アフェルデ
Büdingen,ビューディンゲン
SC Wiedenbrück,SCヴィーデンブリュック
SV Straelen,SV 19シュトラーレン
TSV Germania Windeck,TSVゲルマニア・ヴィンデック
Historisches Lexikon Bayerns,バイエルン歴史事典
International Arctic Science Committee,国際北極科学委員会
Derenburg,デレンブルク
Krosigk,クロージク
Preussag,プロイスザーク
Stadt- und Pfarrkirche St. Marien,町の教会 (ヴィッテンベルク)
Grand Hotel van Cleef,グランド・ホテル・ヴァンクリーフ
Porz,ポルツ区
Amt Gramzow,アムト・グラムツォウ
Neubrunn,ノイブルン
European Air Transport Leipzig,ヨーロピアン・エア・トランスポート・ライプツィヒ
Dialog im Dunkeln,ダイアログ・イン・ザ・ダーク
Partei Rechtsstaatlicher Offensive,法治国家攻勢党
Deutsche Friedensgesellschaft – Vereinigte KriegsdienstgegnerInnen,ドイツ平和協会
M.M.Warburg & CO,M・M・ヴァールブルク&CO
DEHOMAG,デホマク
Europäischer Fernwanderweg E11,ヨーロッパ長距離ハイキング道E11
Bang Your Head,バング・ユア・ヘッド
Amt Altdöbern,アムト・アルトデーベルン
Amt Lieberose/Oberspreewald,アムト・リーベローゼ/オーバーシュプレーヴァルト
Eiserner Rhein,ヴェールト-ルールモント線
Bahnhof Berlin-Grunewald,ベルリン＝グルーネヴァルト駅
RAF Brüggen,ブリュッゲン空軍基地
Paul-Ehrlich-und-Ludwig-Darmstaedter-Preis,パウル・エールリヒ&ルートヴィヒ・ダルムシュテッター賞
Geschichte der Eisenbahn in Deutschland,ドイツの鉄道史
St. Kastor,聖カストール大聖堂
Helvetia,ヘルヴェティア
Amt,アムト
Amt Beetzsee,アムト・ベーツゼー
Blauer Enzian,ブラウエル・エンツィアン
Alt Tucheband,アルト・トゥーヘバント
Mauermuseum,チェックポイント・チャーリー博物館
Rhein-Haard-Express,ライン-ハールト・エクスプレス
Affinghausen,アフィングハウゼン
Alt-Mariendorf,アルト＝マリーエンドルフ
Fliegerhorst Leck,レック航空基地
Royal Air Force Station Wildenrath,ヴィルデンラート王立空軍基地
"Prämonstratenserstift St. Peter und Paul, Marchtal",マルフタール寺院
VfV 06 Hildesheim,VfV 06ヒルデスハイム
FC Schönberg 95,FCシェーンベルク05
Aerzen,アエルツェン
SC Frankfurt 1880,SC 1880フランンクフルト
Amt Fockbek,フォックベック
Flughafen Schwerin-Parchim,シュヴェリーン・パルヒム空港
Schloßbrücke,王宮橋 (ベルリン)
Augusteum und Lutherhaus Wittenberg,ルター・ホール
S-Bahn Salzburg,ザルツブルクSバーン
D. Stempel,ステンペル活字鋳造所
Naturpark Fichtelgebirge,フィヒテル山地自然公園
Deutsche Akademie für Sprache und Dichtung,ドイツ言語と詩のアカデミー
TSV 1896 Rain,TSV 1896ライン
Aerodynamische Versuchsanstalt,空気力学研究所
Aerologic,アエロロジック
Lippisch-Ente,エンテ
Aeronauticum,アエロナウティクム
Hochschule Mainz,マインツ専門大学
GameStar,ゲームスター
Altrich,アルトリヒ
Altona 93,アルトナ93
Rosen,ローゼン家
Felix-Nussbaum-Haus,フェリックス＝ヌスバウム＝ハウス
Amt Golßener Land,アムト・ゴルセナー・ラント
Amt Schenkenländchen,アムト・シェンケンレントヒェン
Tour de France 2005/7. Etappe,ツール・ド・フランス2005 第7ステージ
Demen,デメン
Doberaner Münster,ドーベラン司教座聖堂
SV Darmstadt 98,SVダルムシュタット98
Oder,オーデル川
Affler,アフラー
DFB-Pokal 2012/13,DFBポカール2012-2013
Altonaer Blutsonntag,アルトナ血の日曜日事件
Altomünster,アルトミュンスター
Samtgemeinde Mittelweser,ザムトゲマインデ・ミッテルヴェーザー
Tigers Tübingen,タイガース・テュービンゲン
Isen,イセン川
Tour de France 2005/8. Etappe,ツール・ド・フランス2005 第8ステージ
Affeln,アフェルン
SC Hauenstein,SC ハウエンシュタイン
Künstlerkolonie Worpswede,ヴォルプスヴェーデ芸術家コロニー
VfB Auerbach,VfBアウアーバハ
Altscheid,アルトシャイト
Cube,キューブ
FSV 63 Luckenwalde,FSV 63ルッケンヴァルデ
Musikproduktion Höflich,エルンスト・オイレンブルク
Amt Lindow (Mark),アムト・リンドウ (マルク)
Amt Lütjenburg,リュティエンブルク市町村連合
Audi-Sportpark,アウディ・スポーツパーク
Nordzucker,ノルトツッカー
Kurfürstliches Schloss,コブレンツ選帝侯宮殿
Samtgemeinde Landesbergen,ザムトゲマインデ・ランデスベルゲン
Samtgemeinde Uchte,ザムトゲマインデ・ウフテ
Samtgemeinde Marklohe,ザムトゲマインデ・マルクローエ
Samtgemeinde Liebenau,ザムトゲマインデ・リーベナウ
Schuberth GmbH,シューベルトヘルメット
SC Borea Dresden,SCボレア・ドレスデン
Ludwig-Donau-Main-Kanal,ルートヴィヒ＝ドナウ＝マイン運河
Altniederländisch,古低地フランク語
Europäische Vegetarier-Union,ヨーロッパベジタリアン連合
Eppendorf AG,エッペンドルフ
Locanto,Locanto
Max-Joseph-Platz,マクス・ヨゼフ広場
Arena Nürnberger Versicherung,アレナ・ニュルンベルク・フェアズィッヒェルング
Pader,パーダー川
Paderborner Dom,パーダーボルン大聖堂
Ballsporthalle Frankfurt am Main,フラポート・アレーナ
Alt Ruppin,アルト・ルピーン
Stadtbezirk Dresden-Neustadt,ドレスデン＝ノイシュタット
Olympiapark,ミュンヘンオリンピック公園
Amt Neuhaus,アムト・ノイハウス
Altstadt,アルトシュタット（旧市街）
Altstadt,アルトシュタット
Altstadt,アルトシュタット
Bahnhof Bernau,ベルナウ (bベルリン)駅
Westfälische Bucht,ヴェストフェーリシェ盆地
Universität Ingolstadt,インゴルシュタット大学
Emder Ostasiatische Handelskompanie,エムデン会社
Spuk von Rosenheim,ローゼンハイムのポルターガイスト
Amt Wilstermarsch,ヴィルシュターマールシュ
Philippsheim,フィリップスハイム
FAX +49-69/450464,FAX+49-69/450464
Unabhängige Historikerkommission – Auswärtiges Amt,役所とその過去
Oflag IV-C,オフラグ IV-C
Altbayerisches Donaumoos,ドナウモース
Amt Neustadt (Dosse),アムト・ノイシュタット (ドッセ)
Internationale Elektrotechnische Ausstellung 1891,フランクフルトの国際電気博覧会
Amt Niemegk,アムト・ニーメック
Amt Unterspreewald,アムト・ウンターシュプレーヴァルト
Amt Wachsenburg,アムト・ヴァハゼンドルフ
Wilhelm Heckel (Unternehmen),ヴィルヘルム・ヘッケル
Bernauer Straße,ベルナウアー通り
Rosenthal,ローゼンタール (企業)
Giesecke+Devrient,ギーゼッケ アンド デブリエント
Museum Kunstpalast,デュッセルドルフ美術館
Militärhistorisches Museum Flugplatz Berlin-Gatow,ベルリン＝ガートウ飛行場軍事史博物館
WTA Hannover,ハノーファー・グランプリ
Alt Zauche-Wußwerk,アルト・ツァウヘ＝ヴスヴェルク
Amt Rhinow,アムト・リーノウ
Amt Rosenberg,ローゼンベルク事務所
Amt Scharmützelsee,アムト・シャルミュッツェルゼー
Amt Schlaubetal,アムト・シュラウベタール
Selsingen,ゼルジンゲン
Amt Lauda,アムト・ラウダ
Amt Lenzen-Elbtalaue,アムト・レンツェン＝エルプタールアウエ
Waggonbau Görlitz,ゲルリッツ車両工場
WTA Hamburg,WTAハンブルク・カップ
Bahnstrecke Lübeck–Puttgarden,リューベック-プットガルテン線
Contrac Cobus Industries,コーブス (自動車)
Amt Schrevenborn,シュレーヴェンボルン市町村連合
St.-Pauli-Elbtunnel,旧エルベ・トンネル
Schloss Pillnitz,ピルニッツ城
Gelsenkirchen Hauptbahnhof,ゲルゼンキルヒェン中央駅
