Lionel Messi,リオネル・メッシ
Andrea Camplone,アンドレア・カンプローネ
Nino Fuscagni,ニノ・フスカニ
scapino,スカピーノ
Gonzalo Canale,ゴンザーロ・カナーレ
Carmine Abate,カルミネ・アバーテ
Benedetto Santapaola,ベネデット・"ニット"・サンタパオラ
Silvano Ippoliti,シルヴァーノ・イッポリーティ
Salvatore Cardillo,サルヴァトーレ・カルディッロ
Luigi Scarabello,ルイジ・スカラベッロ
Joseph Janni,ジョゼフ・ジャンニ
Sergio Padt,セルジオ・パット
Antonietta Stella,アントニエッタ・ステッラ
Tiziano Dall'Antonia,ティツィアーノ・ダッラントニア
Michele Camporese,ミケーレ・カンポレーゼ
Vittorio Emanuele di Savoia-Aosta,ヴィットーリオ・エマヌエーレ・ディ・サヴォイア＝アオスタ
Alessandro Barbucci,アレッサンドロ・バルブッチ
Roberto Cravero,ロベルト・クラヴェーロ
Mario Martiradonna,マリオ・マルティラドンナ
Ludovica Modugno,ルドヴィカ・モドゥーニョ
Ignacio Scocco,イグナシオ・スコッコ
Jules Rossi,ユレス・ロッシ
Marino Morettini,マリーノ・モレッティーニ
Rino Vernizzi,リノ・ベルニッツィ
Maurizio Ferrini,マウリツィオ・フェッリーニ
Manfredo Tafuri,マンフレッド・タフーリ
Carlo Galli,カルロ・ガッリ
Marcello Venusti,マルチェッロ・ヴェヌスティ
Matteo Rubin,マッテオ・ルビン
Delfino Borroni,デルフィーノ・ボローニ
Travis Diener,トラビス・ディーナー
Aldo Cantarutti,アルド・カンタルッティ
Daniele Capelli,ダニエレ・カペッリ
Aligi Sassu,アリギ・サッス
Simone Massi,シモーネ・マッシ
Lucas Viatri,ルーカス・ビアトリ
Néstor Fabbri,ネストール・ファブリ
Silvia Mezzanotte,シルビア・メザノット
Ginevra Elkann,ジネヴラ・エルカン
Dino Toso,ディノ・トソ
Carlo Agostoni,カルロ・アゴストーニ
Pippo Franco,ピッポ・フランコ
Diego Ronchini,ディエゴ・ロンキーニ
Vincenzo Amato,ヴィンチェンツォ・アマート
Francesco Golisano,フランチェスコ・ゴリザーノ
Spartaco Bandinelli,スパルタコ・バンディネッリ
Paolo Bortoluzzi,パオロ・ボルトルッツィ
Valerio Vermiglio,バレリオ・ベルミリオ
Peter Kolosimo,ピーター・コロシモ
Silvio Branco,シルビオ・ブランコ
Mario Prada,マリオ・プラダ
Gianluca Signorini,ジャンルカ・シニョリーニ
Luciano Armani,ルチアーノ・アルマーニ
Francesco Albanese,フランチェスコ・アルバネーゼ
Antonio Pagani,アントニオ・パガニン
Giorgio Ghezzi,ジョルジョ・ゲッツィ
Verena Buratti,ヴェレーナ・ブラッティ
Pino Maddaloni,ジュゼッペ・マッダローニ
Fabiano Fontanelli,ファビアーノ・フォンタネッリ
Fausto Salsano,ファスト・サルサ―ノ
Antonio Tartaglia,アントニア・タルタリア
Hristo Zlatanov,フリスト・ズラタノフ
Massimiliano Cappellini,マッシミリアーノ・カッペッリーニ
Matej Černič,マテイ・チェルニック
Giovanni De Prà,ジョヴァンニ・デ・プラ
Nadia Centoni,ナディア・チェントーニ
Michael Tumi,マイケル・トゥミ
Alessandro Gramigni,アレッサンドロ・グラミーニ
Emanuele Cavalli,エマニュエル・カヴァッリ
Dino Ciani,ディノ・チアーニ
Nicolangelo Carnimeo,ニコランジェロ・カルニメオ
Nicola Trussardi,ニコラ・トラサルディ
Carlo Pinsoglio,カルロ・ピンソーリョ
Tommaso Benvenuti,トンマーゾ・ベンヴェヌーティ
Lino Marzorati,リーノ・マルツォラッティ
Alessandro Pierini,アレッサンドロ・ピエリーニ
Caterina Mancini,カテリーナ・マンチーニ
Tanino Liberatore,タニノ・リベラトーレ
Attilio Degrassi,アッティリオ・デグラッシ
Anthony Louis Scarmolin,アンソニー・ルイス・スカーモリン
Ron,ロザリーノ・チェッラマーレ
Vanessa Giunchi,ヴァネッサ・ジュンキ
Gino Cappello,ジーノ・カッペッロ
Massimiliano Cappioli,マッシミリアーノ・カッピオーリ
Giulio De Vita,ジュリオ・デ・ヴィータ
Francesca Lollobrigida,フランチェスカ・ロロブリジーダ
Ferdinando Pio di Borbone-Due Sicilie,フェルディナンド・ピオ・ディ・ボルボーネ＝ドゥエ・シチリエ
Daniele Gastaldello,ダニエレ・ガスタルデッロ
Giuseppe Marotta,ジュゼッペ・マロッタ
Turi Vasile,トゥーリ・ヴァジーレ
Gianluca Caprari,ジャンルカ・カプラーリ
Mauricio Pereyra,マウリシオ・ペレイラ
Manlio Sgalambro,マンリオ・スガランブロ
Facundo Píriz,ファクンド・ピリス
Sofia Goggia,ソフィア・ゴッジア
Jimmy Fontana,ジミー・フォンタナ
Pierangelo Garegnani,ビエランジェロ・ガレニャーニ
Mino Raiola,ミノ・ライオラ
Andrea Mei,アンドレア・メーイ
Boris Vsevolodovič Petrušanskij,ボリス・ペトルシャンスキー
Ivan Graziani,イヴァン・グラツィアーニ
Andrea Zorzi,アンドレア・ゾルジ
Adriano Olivetti,アドリアーノ・オリヴェッティ
Lia Origoni,リア・オリゴーニ
Dario Cerrato,ダリオ・チェラート
Franco Rotella,フランコ・ロテラ
Ernesto de Martino,エルネスト・デ・マルティーノ
Lucia Morico,ルチア・モリコ
Pietro Belluschi,ピエトロ・ベルスキ
Roberto De Zerbi,ロベルト・デ・ゼルビ
Oreste Coltellacci,オレステ・コルテラッチ
Luca Baldisserri,ルカ・バルディッセリ
Ippolito Scarsella,スカルセリーノ
Giulio Migliaccio,ジュリオ・ミリアッチョ
Pasquale Marino,パスクアーレ・マリーノ
Aimone di Savoia-Aosta,アイモーネ・ディ・サヴォイア＝アオスタ
Bice Vanzetta,ビーチェ・ヴァンツェッタ
Antonella Del Core,アントネッラ・デルコーレ
Marco Capuano,マルコ・カプアーノ
Piero Regnoli,ピエロ・レニョーリ
Federico Dionisi,フェデリコ・ディオニージ
Lucia Bosetti,ルチア・ボゼッティ
Gianmarco Tamberi,ジャンマルコ・タンベリ
Nunzio Daniele Lombardi,ヌンツィオ・ダニエーレ・ロンバルディ
Angelo Carbone,アンジェロ・カルボーネ
Riccardo Nencini,リカルド・ネンシーニ
Luca Di Matteo,ルカ・ディ・マッテオ
Marco Bonitta,マルコ・ボニッタ
Caterina Bosetti,カテリーナ・ボゼッティ
Oscar Brazzi,オスカル・ブラッツィ
Benito Carbone,ベニート・カルボーネ
Ottavio Alessi,オッタヴィオ・アレッシ
Elisabetta Dami,エリザベッタ・ダミ
Albert Spaggiari,アルベール・スパジアリ
Osvaldo Civirani,オズワルド・チヴィラーニ
Osvaldo Desideri,オズワルド・デシデーリ
Luigi Scaccianoce,ルイジ・スカッチャノーチェ
Alfonso Gatto,アルフォンソ・ガット
Brunello Spinelli,ブルネッロ・スピネッリ
Massimo Vignelli,マッシモ・ヴィネッリ
Ángel Dennis,アンヘル・デニス
Piero Angela,ピエロ・アンジェラ
Alfonso Angelini,アルフォンソ・アンジェリーニ
Silvio Cadelo,シルヴィオ・カデロ
Andrea Griminelli,アンドレア・グリミネッリ
Salvatore Burruni,サルバトーレ・ブルニ
Antonio Scaduto,アントニオ・スカドゥート
Ventzislav Simeonov,ベンツィスラフ・シメオノフ
Ilaria Graziano,イラリア・グラツィアーノ
Angelo Pagotto,アンジェロ・パゴット
Pietro Scarpini,ピエトロ・スカルピーニ
Edoardo Ballerini,エドアルド・バレリーニ
Daniele Carnasciali,ダニエレ・カルラッシャーリ
Lorenzo Mongiardino,ロレンツォ・モンジャルディーノ
Placido Rizzotto,プラーチド・リッツォット
Nicole Della Monica,ニコーレ・デラ・モニカ
Jessica Tomasi,ジェシカ・トマージ
Vincenzo Grifo,ヴィンチェンツォ・グリフォ
Lucia di Borbone-Due Sicilie,ルーチア・ディ・ボルボーネ＝ドゥエ・シチリエ
Al Campanis,アル・キャンパニス
Albert One,アルベルト・カルパーニ
Stefano Carobbi,ステファノ・カロッビ
Francesca Rio,フランチェスカ・リオ
Ovidio G. Assonitis,オリヴァー・ヘルマン
Mirko Corsano,ミルコ・コルサーノ
Paolo Cozzi,パオロ・コッツィ
Ezio Capuano,エツィオ・カプアーノ
Alberta Ferretti,アルベルタ・フェレッティ
Isa Danieli,イサ・ダニエリ
Abate Faria,アベ・ファリア
Adriano Rimoldi,アドリアーノ・リモルディ
Giacomo Prestia,ジャコモ・プレスティーア
Arturo Basile,アルトゥーロ・バジーレ
Edoardo Reja,エドアルド・レヤ
Diego Hernán Valeri,ディエゴ・バレリ
Adelaide Ametis,アデライデ・アメティス
Paolo Berlusconi,パオロ・ベルルスコーニ
Karel Zelenka,カレル・ゼレンカ
Abdoulaye Bamba,アブドゥライ・バンバ
Angelo Del Boca,アンジェロ・デル・ボカ
Alex Liddi,アレックス・リッディ
Stefano Sibaldi,ステファノ・シバルディ
Mario Moretti,マリオ・モレッティ
Paolo Bordoni,パオロ・ボルドーニ
Paolo Cottignola,パオロ・コッティニョーラ
Anna Maria Tarantola,アンナ・マリア・タラントラ
Paolo Carignani,パオロ・カリニャーニ
Angelo Tarchi,アンジェロ・タルキ
Lorenzo Insigne,ロレンツォ・インシーニェ
Paolo Ferrero,パオロ・フェレーロ
Alberto De Marchi,アルベルト・デ・マルキ
Alberto Marini,アルベルト・マリーニ
Leonardo Pinizzotto,レオナルド・ピニツォット
Angiolo Gabrielli,アンジョロ・ガブリエッリ
Sebastiano Visconti Prasca,セバスティアーノ・ヴィスコンティ・プラスカ
Margherita di Borbone-Parma,マルガリータ・デ・ボルボン＝パルマ
Paul Bonifacio Parkinson,ポール・ボニファシオ・パーキンソン
Aldo Silvani,アルド・シルヴァーニ
Alessandro Vallebona,アレッサンドロ・ヴァッレボーナ
Aldo Graziati,G・R・アルド
Alberto Sorbelli,アルベルト・ソルベリ
Donato Creti,ドナート・クレティ
Massimiliano Duran,マッシミリアーノ・デュラン
Raffaele Pinto,ラッファエレ・ピント
Angelo Dolfini,アンジェロ・ドルフィーニ
Grazia Barcellona,グラツィア・バルチェローナ
Cesare Natali,チェーザレ・ナターリ
Annalisa,アンナリーザ
Carlo Gabriel Nero,カルロ・ガブリエル・ネロ
Guglielmo Epifani,グリエルモ・エピファーニ
Alessandra Bianchi,アレッサンドラ・ビアンキ
Riccardo Saponara,リッカルド・サポナーラ
Greta Zocca,グレタ・ゾッカ
Raphaela Folie,ラファエラ・フォリエ
Teresa Saponangelo,テレーザ・サポナンジェロ
Anna Cataldi,アンナ・カタルディ
Loris Dominissini,ロリス・ドミニッシーニ
Adalberto di Savoia-Genova,アーダルベルト・ディ・サヴォイア＝ジェノヴァ
Roman Vlad,ロマン・ヴラド
Antonia Terzi,アントニア・テルッツィ
Tosca,トスカ
Alessandro Riccitelli,アレッサンドロ・リッチテッリ
"Alessandro Ruspoli, IX principe di Cerveteri",第9代チェルヴェテーリ公爵アレッサンドロ・ルスポリ
Cristian Stoica,クリスティアン・ストイカ
Tito Tebaldi,ティト・テバルディ
Tullio Carminati,トゥリオ・カルミナティ
Andrea Lazzari,アンドレア・ラッツァーリ
Fabrice de Nola,ファブリス・デ・ノーラ
Alessio Galante,アレッシオ・ガラント
Alessia Gennari,アレッシア・ジェンナーリ
Pamela Villoresi,パメラ・ヴィロレッジ
Alessandro Iannuzzi,アレッサンドロ・イアンヌッツィ
Uberto Pasolini,ウベルト・パゾリーニ
Isabella Cortese,イザベッラ・コルテーゼ
Tony Bombardieri,トニー＝サブリナ・ボンバルディエリ
Guido Bertolaso,グイード・ベルトラーゾ
Guido Pontecorvo,グイド・ポンテコルヴォ
Laudec,ラウデック
Alessio Secco,アレッシオ・セッコ
Annalisa Minetti,アンナリーザ・ミネッティ
Tony Rosato,トニー・ロサト
Roberto Cipriani,ロベルト・チプリアーニ
Simone Fernando Sacconi,シモーネ・フェルナンド・サッコーニ
Antonio Recalcati,アントニオ・レカルカティ
Ugo Intini,ウーゴ・インティニ
Tullio Marengoni,トゥリオ・マレンゴーニ
Antonio Bernieri,アントニオ・ベルニエーリ
Antonio Cimatori,アントニオ・チマトリ
Guido Crosetto,グイード・クロセット
Guido Magnone,ギド・マニョーヌ
Davide Moscardelli,ダヴィデ・モスカルデッリ
Antonio Pavanello,アントニオ・パヴァネッロ
Assunta De Rossi,アスンタ・デ・ロッシ
Alessandro Zanni,アレッサンドロ・ザンニ
Piero Coppola,ピエロ・コッポラ
Antonio Latella,アントニオ・ラテラ
Antonio Mancuso,アントニオ・マンクーゾ
Omar Milanetto,オマール・ミラネット
Antonio Percassi,アントニオ・ペルカッシ
Ilaria Garzaro,イラリア・ガルツァロ
Alfredo Frassati,アルフレード・フラッサーティ
Alfredo Mantica,アルフレード・マンティコ
Igiaba Scego,イジャーバ・シェーゴ
Fausto Melotti,ファウスト・メロッティ
Ugo Orlandi,ウーゴ・オルランディ
Valeria Cavalli,ヴァレリア・カヴァッリ
Valeria Straneo,ヴァレリア・ストラーネオ
Armando Dell'Aquila,アルマンド・デッラクィラ
Indre Sorokaite,インドレ・ソロカイテ
Ugo Fangareggi,ウーゴ・ファンガレッジ
Iacopo La Rocca,ヤーコポ・ラ・ロッカ
Vanessa Gravina,ヴァネッサ・グラヴィーナ
Ascanio Celestini,アスカニオ・チェレスティーニ
Raimondo Inconis,ライモンド・インコニス
Massimiliano Angelelli,マックス・アンジェレリ
Angelo Bruno,アンジェロ・ブルーノ
America Olivo,アメリカ・オリーヴォ
Valentina Tirozzi,バレンティーナ・ティロッツィ
Valerio Lualdi,ヴァレリオ・ルアルディ
Lucio Bini,ルシオ・ビニ
Barbara Canepa,バルバラ・カネパ
Barbara Magnolfi,バーバラ・マグノルフィ
Josh Sole,ジョシュ・ソール
Italo Tajo,イタロ・ターヨ
Italo Vassallo,イタロ・ヴァッサロ
Italo Brancucci,イタロ・ブランクッチ
Arturo Gallea,アルトゥーロ・ガッレア
David Sassoli,ダヴィド・サッソーリ
Aida Boni,アイーダ・ボニ
Andrea Belicchi,アンドレア・ベリッキ
Aurelio Mancuso,アウレリオ・マンクーゾ
Donatella Finocchiaro,ドナテッラ・フィノッキアーロ
Ivo Ferriani,イヴォ・フェッリアーニ
Andrea Branzi,アンドレア・ブランジ
Piero Badaloni,ピエロ・バダローニ
Jo Prestia,ジョー・プレスティア
Aldo Mieli,アルド・ミエリ
Elena Zareschi,エレナ・ザレスキ
Andrea Soncin,アンドレア・ソンチン
Marco Minniti,マルコ・ミンニティ
Joseph Lanza,ジョー・ランザ
Adriano Pappalardo,エイドリアーノ・パパラード
Vincenzo Nardiello,ビンチェンツオ・ナルディエッロ
Fëdor Komissarževskij,セオドア・コミサルジェフスキー
Tanio Boccia,タニオ・ボッチャ
Matías Caruzzo,マティアス・カルッソ
Vannino Chiti,ヴァニーノ・キーティ
Piera Degli Esposti,ピエラ・デッリ・エスポスティ
Jules Brocherel,ジュール・ブロチェレル
Benjamin de Jager,ベンジャミン・デ・ヤーゲル
Barbara Alberti,バーバラ・アルベルティ
Vittorio Munari,ヴィットーリオ・ムナーリ
Katia Bellillo,カティア・ベルリッロ
Andrea Manfredi,アンドレア・マンフレディ
Nazzareno Carusi,ナッツァレーノ・カルージ
Andrea Procaccini,アンドレア・プロカッチーニ
Giuseppe Taglialatela,ジュゼッペ・タリアラテーラ
Carlo Cossutta,カルロス・コスッタ
Aldo De Benedetti,アルド・デ・ベネデッティ
Rosalba Forciniti,ロサルバ・フォルチニティ
Francesco Lunardini,フランチェスコ・ルナルディーニ
Guglielmo Cavallo,グリエルモ・カヴァッロ
Walter Pozzebon,ヴァルテル・ポッツェボン
Antonino Faà di Bruno,アントニーノ・ファ・ディ・ブルーノ
Aldo Firicano,アルド・フィリカーノ
Volterrano,バルダッサーレ・フランチェスキーニ
