당진시,唐津市 (忠清南道)
서울특별시 서울의료원,ソウル特別市ソウル医療院
서울특별시 부시장,ソウル特別市副市長
서울특별시선거관리위원회,ソウル特別市選挙管理委員会
서울특별시119특수구조단,ソウル特別市119特殊救助団
서울특별시도 제21호선,ソウル特別市道21号線
서울특별시도 제41호선,ソウル特別市道41号線
서울특별시의회,ソウル特別市議会
서울행정법원,ソウル行政法院
서인천 나들목,西仁川インターチェンジ
서일대학교,瑞逸大学校
영주경찰서,栄州警察署
양산소방서,梁山消防署
양구경찰서,楊口警察署
양주경찰서,楊州警察署
양주소방서,楊州消防署
괴산경찰서,槐山警察署
횡성경찰서,横城警察署
정안휴게소,正安サービスエリア
민주주의민족통일전국연합,民主主義民族統一全国連合
민주당 (1990년),民主党 (韓国 1990)
대한민국의 보수정당#민주국민당 (2000),民主国民党 (2000)
수원남부경찰서,水原南部警察署
수원서부경찰서,水原西部警察署
영동경찰서,永同警察署
영천경찰서,永川警察署
강원도 소방본부,江原道消防本部
옥천경찰서,沃川警察署
하동소방서,河東消防署
홍성경찰서,洪城警察署
홍천경찰서,洪川警察署
포항남부경찰서,浦項南部警察署
포항북부경찰서,浦項北部警察署
부석사,浮石寺 (瑞山市)
해남소방서,海南消防署
해남경찰서,海南警察署
청주청원경찰서,清州上党警察署
청주상당경찰서,清州清南警察署
청주흥덕경찰서,清州興徳警察署
청도경찰서,清道警察署
제주특별자치도 소방방재본부,済州消防防災本部
제주특별자치도의 민속문화재,済州特別自治道民俗文化財
제주특별자치도의 무형문화재,済州特別自治道無形文化財
이랜드 푸마 축구단,イーランド・プーマ
자유공원,仁川自由公園
인천광역시의 무형문화재,仁川広域市無形文化財
인천전문대학,仁川専門大学
인천종합버스터미널,仁川総合バスターミナル
일직 분기점,日直ジャンクション
장생포선,長生浦線
장성화물선,長城貨物線
장유면,長有洞
장충단공원,奨忠壇公園
장항화물선,長項貨物線
전국대학생대표자협의회,全国大学生代表者協議会
전등사,伝燈寺
전라남도의 무형문화재,全羅南道無形文化財
전라남도의 민속문화재,全羅南道民俗文化財
전라남도의 유형문화재,全羅南道有形文化財
전라북도의 기념물,全羅北道記念物
전라북도의 민속문화재,全羅北道民俗文化財
전라북도의 유형문화재,全羅北道有形文化財
서울신서초등학교,ソウル新西初等学校
서울신석초등학교,ソウル新石初等学校
서울애화학교,ソウル愛話学校
서울언북초등학교,ソウルオンブク小学校
서울여자상업고등학교,ソウル女子商業高等学校
서울역 압사 사건,ソウル駅圧死事故
서울영등포소방서,永登浦消防署
서울영상고등학교,ソウル映像高等学校
서울용산소방서,ソウル龍山消防署
서울장신대학교,ソウル長神大学
서울재동초등학교,ソウル斎洞初等学校
서울전자고등학교,ソウル電子高等学校
서울정애학교,ソウル精愛学校
서울정진학교,ソウル精進学校
서울종합예술학교,ソウル総合芸術学校
서울중랑소방서,ソウル中浪消防署
서울중앙지방검찰청,ソウル中央地方検察庁
서울중평초등학교,ソウル中平初等学校
서울지방국세청,ソウル地方国税庁
쌀박물관,米博物館
쓰레기 종량제,大韓民国でのリサイクル
아동·청소년의 성보호에 관한 법률,児童・青少年の性保護に関する法律
아라동,我羅洞
아람산 (용인시),アラム山
아름동,アルム洞
아산신도시,牙山新都市
유신고등학교,裕信高等学校
유어면,遊漁面
유천동,柳川洞
유한공업고등학교,柳韓工業高等学校
제1훈련소,第1訓練所
육군사관학교 육군박물관,陸軍士官学校陸軍博物館
육사로,陸史路
육영재단,育英財団
윤돌섬,尹乭島
율곡 사업,栗谷事業
율도 (목포시),栗島
율목동,栗木洞
매탄동,梅灘洞
매탄고등학교,梅灘高等学校
매탄중학교 축구부,梅灘中学校サッカー部
맹동면,孟洞面
머니투데이,マネー・トゥデイ
메디컬잡,メディカルジョブ
멜론,Melon
대한민국 19대 국회,大韓民国第19代国会
대한민국 제19대 국회의원 목록 (지역구별),大韓民国第19代国会議員一覧
대한민국 헌법 제4호,大韓民国憲法第4号
대한민국 제3대 민의원,大韓民国第3代国会
대한민국 제5대 국회,大韓民国第5代国会
대한민국 제7대 국회,大韓民国第7代国会
대한민국의 지방법원,大韓民国の地方法院
대한민국 체신부,大韓民国逓信部
대한민국 통상산업부,通商産業部
대한민국 통일원,統一院
대한민국 해무청,海務庁
대한민국 해운항만청,海運港湾庁
대한민국역사박물관,大韓民国歴史博物館
대한민국의 감사원장,大韓民国監査院長
대한민국의 경제부총리,経済副総理
대한민국의 경찰청장,大韓民国の警察庁長
대한민국의 고등학교,大韓民国の高等学校
대한민국의 고용노동부 장관,雇用労働部長官
대한민국 국무총리비서실,大韓民国国務総理秘書室
대한민국 국방부 유해발굴감식단,国防部遺骸発掘鑑識団
대한민국 국제관함식,大韓民国国際観艦式
대한민국 국토통일원,国土統一院
대한민국 국회 교육문화체육관광위원회,教育文化体育観光委員会
대한민국 국회 국토교통위원회,国土交通委員会
대한민국 국회 기획재정위원회,企画財政委員会
대한민국 국회 국회운영위원회,国会運営委員会
대한민국 국회 과학기술정보방송통신위원회,科学技術情報放送通信委員会
대한민국 국회 보건복지위원회,保健福祉委員会
대한민국 국회 외교통일위원회,外交統一委員会
대한민국 국회 상임위원회,国会常任委員会
대한민국 국회 여성가족위원회,女性家族委員会
대한민국 국회 정무위원회,政務委員会
대한민국 국회 산업통상자원중소벤처기업위원회,産業通商資源中小ベンチャー企業委員会
행정안전위원회,行政安全委員会
대한민국 국회 환경노동위원회,環境労働委員会
대한민국 국회입법조사처,国会立法調査処
대한민국 기획예산위원회,企画予算委員会
대한민국 기획처,企画処
대한민국 노동부,大韓民国労働部
아주대학교 법학전문대학원,亜洲大学校法学専門大学院
아주대학교병원,亜洲大学校医療院
아차산로,阿且山路
아현동 도시가스 폭발 사고,阿峴洞都市ガス爆発事故
악양면,岳陽面
안곡고등학교,安谷高等学校
안국동 윤보선가,安国洞尹潽善家
안동민속박물관,安東民俗博物館
안동여자고등학교,安東女子高等学校
안동시장,安東市長
롯데슈퍼,ロッテスーパー
롯데푸드,ロッテフード
리그 오브 레전드 챔피언스 코리아,League of Legends Champions Korea
리얼미터,リアルメーター
마곡대교,麻谷大橋
마두동,馬頭洞
대한수학회,大韓数学会
대한스키협회,大韓スキー協会
대한여자기독교청년회연합회,大韓女性キリスト教青年会連合会
대한예수교장로회(개혁),大韓イエス教長老会（改革）
대한예수교장로회(대신),大韓イエス教長老会（大神）
대한예수교장로회(백석),大韓イエス教長老会（白石）
대한예수교장로회(전도),大韓イエス教長老会（伝道総会）
대한전문건설협회,大韓専門建設協会
주택사업공제조합,住宅都市保証公社
대한청년단,大韓青年団
대한카누연맹,大韓カヌー連盟
대한택견연맹,大韓テッキョン会
대한민국의 부총리 겸 기획재정부 장관,大韓民国企画財政部長官
대한민국의 사적 (제1호 ~ 제100호),大韓民国の史蹟 (第1号 - 第100号)
대한민국의 식품의약품안전처장,食品医薬品安全処長
대한민국의 행정안전부 장관,行政安全部長官
대한민국의 행정안전부 차관,行政安全部次官
대한민국의 외교부 장관,大韓民国外交部長官
대한민국의 외교부 차관,大韓民国外交部次官
대한민국의 우주 개발,韓国の宇宙開発
월호동,月湖洞
위도 (부안군),蝟島
위도면,蝟島面
위례성대로,慰体城大路
위례산,慰礼山
위미중학교,為美中学校
위봉사,威鳳寺
유구읍,維鳩邑
유니텔,ユニテル
육군미사일전략사령부,ミサイル司令部 (韓国陸軍)
남원읍성,南原邑城
남원중학교 (제주),南元中学校
남일면,南一面
남제동,南蹄洞
남조선과도입법의원,南朝鮮過渡立法議院
남지고등학교,南旨高等学校
남평읍,南平邑
문산제일고등학교,ムン山第一高等学校
문산읍,文山邑
문수산,文殊山
문수산,文秀山
문정고등학교,文井高等学校
문창고등학교,聞昌高等学校
문창동,文昌洞
문태고등학교,文泰高等学校
문학동,文鶴洞
문학과지성사,文学と知性社
문학동네,文学トンネ
문학산,文鶴山
문현고등학교,文賢高等学校
문화고등학교,慶州文化高校
문화동,文化洞
문화동,文化洞
물금 나들목,勿禁インターチェンジ
미당문학상,未堂文学賞
대한민국 대통령비서실,大韓民国大統領秘書室
대한민국 동력자원부,動力資源部
대한민국 사회부,社会部
대한민국 상공부,商工部
대한민국 산업자원부,産業資源部
수도포병여단,首都砲兵旅団
수도군단,首都軍団
대한민국 여성부,女性部
대한민국 예산청,予算庁
외교안보연구소,外交安保研究所
육군교육사령부,陸軍教育司令部 (韓国陸軍)
대한민국 정부의 기자실과 기자단,大韓民国の政府プレスルームと記者団
대한민국 제10대 국회,大韓民国第10代国会
대한민국 제12대 국회,大韓民国第12代国会
대한민국 제14대 국회,大韓民国第14代国会
대한민국 제16대 국회,大韓民国第16代国会
대한민국 제17대 국회,大韓民国第17代国会
경상남도경찰청,慶南地方警察庁
경상북도 소방본부,慶尚北道消防本部
경상남도 소방본부,慶尚南道消防本部
경산경찰서,慶山警察署
경주경찰서,慶州警察署
부여경찰서,扶餘警察署
정부조직법,政府組織法
천마산역,天摩山駅
정선경찰서,旌善警察署
일본 역사 잔재,日帝残滓
쇠말뚝,日帝風水謀略説
한일공동승차권,日韓共同きっぷ
한일 대륙붕 협정,日韓大陸棚協定
한일역사공동연구위원회,日韓歴史共同研究
한일어업협정,日韓漁業協定
