Dortmund,多特蒙德
Grasbrunn,格拉斯布伦
Rehling,雷林格
Kumhausen,库姆豪森
Bahnhof München Karlsplatz,慕尼黑卡爾廣場站
Jesus Freaks,耶稣怪胎国际
Deutscher Dom,德国主教座堂
Geilenkirchen,盖伦基尔兴
Sarrasani,萨拉萨尼马戏团
Kerken,克尔肯
Issum,伊苏姆
Baden,巴登
ASV Durlach,杜拉赫体育俱乐部
ASV Feudenheim,福伊登海姆体育俱乐部
ASV Herzogenaurach,黑措根奥拉赫体育俱乐部
Steinbach,施泰因巴赫 (埃爾瑟河支流)
Zwenkauer See,茨文考湖
Kabardiner,卡巴爾達人
Eitensheim,艾滕斯海姆
Gladbach,格拉德巴赫河
ASG Vorwärts Dessau,德绍前进
Örtze,厄爾策河
ASV Neumarkt,诺伊马克特体育俱乐部
Bedburg-Hau,贝德布尔格-豪
Cinema for Peace,和平電影院
Personennamendatei,命名規範檔案
7000 Eichen,給卡塞爾的7000棵橡樹
Bodenkirchen,博登基兴
Schlacht bei Breitenfeld,布賴滕費爾德戰役
Neustadt,新城
Zionskirche,锡安堂
Putzbrunn,普茨布伦
National-Zeitung,國家時代報
Schönstedt,申斯特
Französischer Dom,法国主教座堂
Staatsoper Hannover,漢諾威歌劇院
Baierbach,拜埃尔巴赫
Walkerszeller Bach,瓦爾克斯采巴赫河
Denkendorf,登肯多夫 (巴伐利亞)
Kevelaer,克费拉埃尔
Zinnowitz,齐诺维茨
ATP Challenger Braunschweig,斯帕卡森公开赛
ATP Challenger Heilbronn,Intersport海布隆公開賽
A-Junioren-Bundesliga,19歲以下德甲聯賽
Peene-Werft,佩讷造船厂
Mallersdorf-Pfaffenberg,马莱尔斯多尔夫-普法芬贝尔格
Team Milram,米拉姆车队
Transnet,德国铁路工会
Dörphof,德尔福夫
56. Infanterie-Division,德國國防軍陸軍第56步兵師
Schweriner SC,施威林女排俱樂部
Au,坳
707. Infanterie-Division,第707步兵師
Hirschgarten,鹿园
Hopferau,霍普费劳
Schaezlerpalais,谢茨勒宫
Zipser Mühlbach,齊普瑟米爾巴赫河
ASV Wuppertal,伍珀塔尔综合体育俱乐部
Ösper,厄斯珀河
Ulster,烏爾斯特河
Moritzbastei,莫里茨棱堡
Stralsunder Rathaus,施特拉爾松德市政廳
Straßenbahn Dresden,德勒斯登路面電車
Münchner Freiheit,慕尼黑自由广场
Tokyopop,TOKYOPOP
Wendelstein 7-X,文德尔施泰因7-X
Simetsberg,錫梅茨貝格山
BG Karlsruhe,卡爾斯魯厄籃球隊
Weimarer Fürstengruft,大公国王侯墓室
Hoher Fricken,上弗里肯山
Selbitz,塞爾比茨河
Stunde Null,時間零
Rheurdt,罗伊尔特
Zirkow,齐尔科
ATSV Wurzen,武尔岑综合体操及体育俱乐部
ATS Kulmbach 1861,库尔姆巴赫体操及体育俱乐部
Jungle World,叢林世界
Mittenwaldbahn,米滕瓦爾德鐵路
Maximilianstraße,马克西米利安街
DR-Baureihe E 11,德国国营铁路E11型电力机车
Herbertstraße,赫伯特街
Zwittebach,斯維塔夫卡河
Zwochauer See,茨沃豪湖
Zwota,斯瓦塔瓦河
Bedburg,贝德堡
Kabinett Merkel I,第一次默克尔内阁
Gemeinde in Deutschland,德國市鎮
U-Bahnhof Alt-Mariendorf,旧马林多夫站
Zwingenberg,茨温根贝尔格
Zwiesel,茨維瑟爾山 (基姆高山脈)
Blomberg,布隆貝格山
Marienkirche,圣马利亚教堂（多特蒙德）
Zirchow,齐尔肖
Dreiländerbrücke,三国桥
Stephansposching,斯特凡斯波兴
Salvatorkirche,救主堂 (杜伊斯堡)
Hohenzollern-Haigerloch,霍亨索伦-海格尔洛赫
Fußball-Bundesliga 2001/02 (Frauen),2001年至2002年德国女子足球甲级联赛
Melanchthonhaus Wittenberg,梅兰希通故居
Leiningen,莱宁根
Tirschenreuth,蒂申罗伊特
Ziskensee,齊斯肯湖 (奧得-施普雷縣)
Bahnstrecke Neustadt–Wissembourg,葡萄酒之路旁诺伊施塔特－维桑堡铁路
Passau Hauptbahnhof,帕绍火车总站
Augsburger Eiskanal,奥格斯堡埃斯运河
ATP Düsseldorf,杜塞爾多夫網球公開賽
Terra Wortmann Open,哈雷公開賽
ATP München,BMW公开赛
Grünten,格林滕山
Remlingen,雷姆林根
Zwirnsee,茨維恩湖
Jesenwang,耶森旺
Städtische Galerie im Lenbachhaus und Kunstbau München,伦巴赫美术馆
Abenberg,阿本贝格
Goldberger See,戈爾德貝格湖 (路德維希斯盧斯特-帕爾希姆縣)
KATRIN,卡爾斯魯厄氚中微子實驗
Nauener Tor,瑙恩门
Großer Daumen,大道門山
Zwilling J. A. Henckels,雙人牌
Eisenbahn-Bundesamt,德国联邦铁路局
U 32,德國海軍潛艇U-32
Hopfensee,霍普芬湖
Schafreuter,沙羅伊特山
Bahnhof Berlin Mexikoplatz,柏林墨西哥廣場車站
Friederspitz,弗里德峰
Tagebau Garzweiler,加兹韦勒露天褐煤矿
Sauerbruch Hutton,布魯爾荷頓建築師事務所
Schlacht bei Höchstädt,胡赫斯特戰役
Schöppenstedt,舍彭斯特
Köpenicker SC,科佩尼克体育俱乐部
Loopebach,洛佩巴赫河
Sommerach,索梅拉
Aa,阿河 (默訥河)
Sendling,森德林
Wörner,沃爾訥山
Klammspitze,克拉姆峰
Heimgarten,海姆加滕山
Risserkogel,里瑟科格爾山
Kölner Karneval,科隆狂欢节
OBI,欧倍德
Oberliga Westfalen,威斯特法伦足球高级联赛
Zitadelle Mainz,美因茨要塞
Zitadelle Petersberg,彼得斯贝格要塞
Zitadelle Spandau,斯潘道要塞
Zitadelle Wesel,韦塞尔要塞
Museum Abteiberg,阿布泰貝格博物館
Mühlenbach,米伦巴赫
Soiernspitze,索伊爾恩峰
Burghausen,布尔格豪森
Aa,阿河 (內特河支流)
Bergen,贝根
Deutsche Volleyball-Bundesliga,德国女排甲级联赛
Deutsche Volleyballnationalmannschaft der Männer,德國國家男子排球隊
Deutsche Volleyballnationalmannschaft der Frauen,德国国家女子排球队
Parkstetten,帕尔克斯特滕
Stedesdorf,施特德斯多尔夫
Dresdner SC,德累斯顿足球俱乐部
Moosach,莫萨赫区
Bahnhof Berlin-Hermsdorf,柏林-黑姆斯多夫車站
DB-Baureihe 225,德国铁路225型柴油机车
AVR (Jülich),AVR反應堆
Aa,阿河 (韋勒河支流)
Aabach,阿巴赫河 (阿夫特河支流)
Reichsabtei Herford,赫爾福德修道院
Schwanenburg,天鵝城堡
Ise,伊瑟河 (阿勒爾河支流)
Universitätsklinikum Hamburg-Eppendorf,汉堡-埃彭多夫大学医院
Rheinbahn AG,萊茵鐵路
Achslach,阿斯拉
Bistum Passau,天主教帕紹教區
Radio-Sinfonieorchester Stuttgart,斯图加特广播交响乐团
Füssen,菲森
Palling,帕林格
Partnach,帕爾特納赫河
Truppenübungsplatz Griesheim,格里斯海姆机场
Badersee,巴德湖
Kürten,屈尔滕
Zwölfjahreswertung,十二年期总评定
Zwönitz,茨沃尼茨河
Leichlingen,莱希林根
Odenthal,奥登塔尔
Zitadelle Jülich,于利希要塞
Kammel,卡梅爾河
Ilmenau,伊尔默瑙
Neue Staatsgalerie Stuttgart,斯图加特州立绘画馆
Fußball-Bundesliga 1998/99 (Frauen),1998年至1999年德国女子足球甲级联赛
EBS Universität für Wirtschaft und Recht,欧洲商学院 (德国)
Fußball-Bundesliga 2002/03 (Frauen),2002年至2003年德国女子足球甲级联赛
Fußball-Bundesliga 2000/01 (Frauen),2000年至2001年德国女子足球甲级联赛
Fußball-Bundesliga 2004/05 (Frauen),2004年至2005年德国女子足球甲级联赛
Aabach,阿巴赫河 (黑瑟爾河)
Gesundheitssystem Deutschlands,德国医疗制度
Bahnhof Hamburg-Harburg Rathaus,哈爾堡政府站
Synagoge Rykestraße,里克大街犹太会堂
6. Panzergrenadierdivision,第 6 装甲掷弹兵师（德国联邦国防军）
6. Reserve-Division,德意志帝國第六預備師
Fußball-Westfalenliga,威斯特法伦足球联赛
Große Karausche,大卡勞舍湖
IPPNW,国际防止核战争医生组织
Busverkehr in München,慕尼黑巴士交通
Rösrath,勒斯拉特
Krakower See,克拉科湖
Neustadt an der Waldnaab,瓦尔德纳布河畔诺伊施塔特
Overath,奥费拉特
Brigach,布里加赫河
Dobbertiner See,多伯廷湖
Aalbach,阿爾巴赫河
Schöngeising,申盖辛格
Aachener Königspfalz,亞琛宮
Museumsufer,法蘭克福博物館岸
Außerfernbahn,外费恩铁路
DB-Baureihe 215,德国联邦铁路215型柴油机车
Rossmann,羅斯曼
Haus des Rundfunks,柏林廣播大樓
Aachen-Lütticher Möbel,列日-亚琛风格
AachenMünchener,亚琛慕尼黑
Aachen Hauptbahnhof,亚琛火车总站
Zittauer Gebirge,齐陶山
Aach,阿赫 (莱茵兰-普法尔茨州)
Cammin,卡明 (罗斯托克县)
Württemberg-Hohenzollern,符腾堡-霍恩佐伦
Heinkel He 177,He 177轟炸機
One,德國公廣播聯盟第一頻道
European Air Express,歐洲航空快線
Bahnstrecke Würzburg Hbf–Aschaffenburg Hbf,美因－施佩萨尔特铁路
Dom zu Halberstadt,哈伯斯塔特主教座堂
Hochplatte,霍赫普拉特山 (阿默高山脈)
Fuhne,富讷河
Politik in Hamburg,汉堡政府
Burscheid,布尔沙伊德
Oberdolling,上多林格
Hohenwestedt,霍亨韦斯特
Eichenau,艾歇瑙
DFB-Pokal 2005/06,2005年至2006年德国足协杯
Kampenwand,坎彭萬德山
Türkenfeld,蒂尔肯费尔德
Brüeler Bach,布呂爾巴赫河
oberdeutsche Mundarten,上部德語
Technische Hochschule Rosenheim,罗森海姆工程技术大学
Roseninsel,羅森島
Bayerisch Gmain,拜埃里施格迈因
Polzow,波尔措
Schwebebahn Dresden,德勒斯登懸浮列車
Breg,布雷格河
Deutsche Fußballnationalmannschaft (U-20-Männer),德国20岁以下国家足球队
VfL Köln 1899,科隆1899
Milower Land,米洛韦尔兰
Dietenheim,迪滕海姆
Lauben,劳本
Enzklösterle,恩茨克勒斯特尔莱
Neue Synagoge,柏林新犹太会堂
Güsten,居斯滕
Temnitzquell,特姆尼茨库埃尔
Großobringen,格罗索布林根
Zöschingen,策欣根
St. Georg,聖喬治教堂
Feldberg,菲爾德山
Hof Hauptbahnhof,霍夫火车总站
Lenne,倫訥河 (威悉河支流)
Bückeburger Aue,比克堡奧厄河
Franz-Eher-Verlaga,弗朗茨·厄尔与继承人出版社
Aarbergen,阿尔贝尔根
Lahntal,拉恩塔尔
Egling,埃格林格
Hohe Kisten,上基斯滕山
AlliiertenMuseum,盟军博物馆
Fußball-Hessenliga,黑森上級聯賽
Fliegerhorst Wittmundhafen,维特蒙德港空军基地
Königlich Hannöversche Staatseisenbahnen,汉诺威皇家国家铁路
Dorf Mecklenburg,多夫梅克伦堡
Eusternbach,奧伊斯滕巴赫河
U-Bahnhof HafenCity Universität,港城大學站
U-Bahnhof Überseequartier,远洋社区站
2. Basketball-Bundesliga,第二篮球联邦联赛
Max-Planck-Institut für Astronomie,马克斯·普朗克天文研究所
2. Bundesliga Pool,德国台球乙级联赛
U4,漢堡地鐵4號線
Oberweser,上韦塞尔
Zähringer,柴林根王朝
Peetzsee,佩茨湖
2. Panzerarmee,德國第2裝甲軍團
Red Bull Arena,红牛竞技场
Rathaus Aachen,亚琛市政厅
Eichstegen,艾希斯特根
Zörbig,策尔比希
Obernheim-Kirchenarnbach,奥贝恩海姆-基尔歇纳恩巴赫
VfB Homberg,VfB洪贝格
Bahnstrecke Neu-Ulm–Kempten,新乌尔姆－肯普滕铁路
Zülow,曲洛
Aiplspitz,艾普爾峰
Wendelsheim,文德尔斯海姆
Westliche Karwendelspitze,西卡文德爾峰
Rot-Weiß Lüdenscheid,红白吕登沙伊德
Ihagee,Ihagee
Nied,尼德河
Hallstadt,哈尔斯塔特
Sunflowers,向日葵娱乐互动软件
Baiern,拜埃尔恩
Prien,普林河
Velgast,费尔加斯特
Fußball-Landesliga Niedersachsen,下萨克森足球州级联赛
Silberturm,银塔
St. Paul,圣保禄堂
WHU – Otto Beisheim School of Management,奥托贝森管理研究院
Black Forest Games,黑森林游戏
Hardenbergstraße,哈登贝格街
Aalkistensee,阿爾基斯滕湖
Aalto-Theater,阿尔托剧院
Aar,阿爾河 (迪爾河支流)
Aar,阿爾河 (蘭河支流)
Dhünn,丁恩河 (伍珀河支流)
Grohe,德國高儀集團
Verfassung der Freien und Hansestadt Hamburg,汉堡宪法
Züblin,旭普林
Zölkow,策尔科
Zöllnitz,策尔尼茨
Strübbel,施特吕贝尔
Groß Offenseth-Aspern,格罗斯奥芬塞特-阿斯佩尔恩
Großefehn,格罗塞费恩
Österreichische Botschaft in Berlin,奧地利駐德國大使館
Tiergartentunnel,蒂尔加滕隧道
Kreuzkirche,圣十字教堂
Suhrkamp Verlag,苏尔坎普出版社
Schloss Glienicke,格林尼克宮
Höllental,霍伦塔勒山谷
Dorfen,多尔芬
DFB-Pokal 2011/12 (Frauen),2011年至2012年德国足协杯
Schussen,舒森河
Steinau an der Straße,施泰瑙安德尔施特拉塞
Liste der Städte in Deutschland,德國城市列表
Altenkirchen,阿尔滕基兴 (梅前州)
Thierbach,蒂爾巴赫河 (美因河支流)
Großer Auerberg,大奥尔山
Max-Planck-Institut für Kernphysik,马普核物理研究所
Stadion Niederrhein,下莱茵体育场
Fußball-Oberliga Nordost,德国足球东北高级联赛
Fischerbach,菲舍尔巴赫
Falknerei,鷹匠
DFB-Pokal 2012/13,2012年至2013年德国足协杯
Alte Mainbrücke,老美茵桥
Synagoge Worms,沃姆斯猶太會堂
Berching,贝尔欣格
Bundesminister,德国联邦部长
Villa Stuck,斯托克别墅
Garching bei München,加兴
Tierpark Hellabrunn,海拉布伦动物园
24-Stunden-Rennen auf dem Nürburgring,紐博格林24小時耐力賽
DTM,德國房車賽
252. Infanterie-Division,德國國防軍陸軍第252步兵師
253. Infanterie-Division,德國國防軍陸軍第253步兵師
Schweich,施魏希
Grove,格罗沃
Rheingau,莱茵高地区
Natendorf,纳滕多尔夫
TSF Ditzingen,迪琴根
Art Cologne,科隆藝術展
Wildberg,维尔德贝尔格
SpVgg 07 Ludwigsburg,路德维希堡足球俱乐部
n-tv,n-tv
Wiesenbronn,维森布龙
Ilberstedt,伊尔贝尔斯特
Thierhaupten,蒂劳普滕
Hammelburg,哈梅尔堡
Bahnstrecke Magdeburg – Leipzig Messe Süd,馬德堡-萊比錫線
Wietze,維策河 (阿勒爾河支流)
Friedrichsgabekoog,弗里德里希斯加贝科格
207. Infanterie-Division,德國國防軍陸軍第207步兵師
Bahnhof Donaueschingen,多瑙艾辛根车站
Bund Deutscher Jugend,德意志青年团
EarthTV,瞬間看地球
archINFORM,archINFORM
Kurfürstliches Palais,特里爾選帝侯宮
Norddeutscher Fußball-Verband,北德足球协会
Altfraunhofen,旧弗劳恩霍芬
Radio Wolga,伏尔加广播电台
tz,Tz报
Wettersteingebirge,韋特施泰因山脈
Olympische Sommerspiele 1972/Ringen,1972年夏季奧林匹克運動會摔跤比賽
Ergolding,埃尔戈尔丁格
Züssow,屈索夫
beyerdynamic,拜亚动力
Ortenburg,奥尔滕堡
Manroland,曼罗兰
Fußball-Weltmeisterschaft 1974/Gruppe I,1974年國際足協世界盃第1組
Weser-Flugzeugbau,威塞爾
Frankfurt-Preungesheim,普罗恩格斯海姆
DFB-Pokal 2001/02,2001年至2002年德国足协杯
Hoffnungskirche,潘科希望教堂
München-Unterhaching,下哈兴
Schnellfahrstrecke Köln–Aachen,科隆－亞琛高速鐵路
Straßenbahn Chemnitz,開姆尼茨電車
Halloren Schokoladenfabrik,哈雷巧克力工廠
Funtenseetauern,豐滕塞陶恩山
VfB Pößneck,珀斯内克运动竞赛俱乐部
Bahnstrecke München–Treuchtlingen,因戈尔施塔特-特罗伊赫特林根铁路
SV Neukirchen,新基兴体育俱乐部
Kernkraftwerk Neckarwestheim,内卡韦斯特海姆核电站
Aartalsee,阿塔爾湖
Schloss Suresnes,苏雷内斯城堡
Aasbüttel,阿斯比特尔
Ulsnis,乌尔斯尼斯
Federsee,費德湖
Bahnhof Berlin Heidelberger Platz,柏林海德堡广场车站
Hasseler Tunnel,哈塞尔隧道
Geiselbach,盖塞尔巴
Askanischer Platz,阿斯坎尼广场
Feldkirchen,费尔德基尔兴
Preußen Münster,普鲁士明斯特足球俱乐部
Operation Gomorrha,汉堡大轰炸
Alte Synagoge,舊猶太會堂
Aasee,阿湖 (明斯特)
Aasee,阿湖 (博爾肯郡)
Prinzipalmarkt,中央市場
Regesta Imperii,帝国志
Union Böckingen,博钦根联盟
Hallescher FC,哈雷斯徹足球俱樂部
Ilm,伊爾姆河
Museum Wiesbaden,威斯巴登博物馆
Rhein-Main-Bahn,莱茵-美因铁路
Kässbohrer Fahrzeugwerke,凱斯鮑爾
Züsch,曲施
U1,漢堡地鐵1號線
Züsow,曲索
Uhlsport,优斯宝
Untergiesing-Harlaching,下吉辛
dba,德国三角洲航空
Weimar (Lahn),魏马尔
Neckarelz,内卡雷尔兹
Aegidienkirche,圣阿吉迪教堂
Deutzer Brücke,道伊澤爾橋
Tour de France 1907,1907年環法自由車賽
Tour de France 1909,1909年環法自由車賽
BMW-Motorrad,宝马摩托
Heinrich-Heine-Universität Düsseldorf,杜塞尔多夫大学
Bundesliga 2001/02,2001年至2002年德国足球甲级联赛
Eutiner Schloss,奥伊廷城堡
Friedrichstraße,弗里德里希大街
Aasee,阿湖
Burg Falkenstein,法尔肯斯泰因城堡
Bundeskanzleramt,德国总理府
Monumenta Germaniae Historica,德意志历史文献
Teltow,泰尔托
Blohm + Voss,布洛姆－福斯
Zollkriminalamt,德國海關調查局
Zollparlamentswahl 1868,1868年德意志關稅同盟議會選舉
DFB-Pokal 2010/11 (Frauen),2010年至2011年德国足协杯
213. Infanterie-Division,德國國防軍陸軍第213步兵師
Vietnamesen,京族
FSV Zwickau,茨维考足球俱乐部
FC Emmendingen,埃门丁根足球俱乐部
Regen,雷根河
Max-Planck-Medaille,马克斯·普朗克奖章
Exter,埃克斯特河
Mehe,梅厄河
Ruhstorf an der Rott,罗特河畔鲁斯托夫
Aassee,阿斯湖
DFL-Ligapokal,德國足球協會聯賽盃
Allershausen,阿莱尔斯豪森
Dollart,多拉特湾
Altmühl,阿爾特米爾河
Friedrichshain,腓特烈斯海恩
Box Office Germany Award,德國博基獎
Universität Mannheim,曼海姆大学
Zollbahnhof Homburg (Saar) West,洪堡西管制站
Frankenau,弗兰克瑙
Hamel,哈默爾河
Ehrenberg,埃伦贝格_(图林根州)
Bahnhof Siegburg/Bonn,西格堡/波恩车站
Bonn-Bad Godesberg,波恩-巴特戈德斯贝格车站
Plankenstein,普蘭肯施泰因山
Buchloe,布洛埃
Bahnpark Augsburg,奥格斯堡铁路公园
Öjendorfer See,厄延多夫湖
Transmediale - Festival für Medienkunst und digitale Kultur,跨媒体艺术节
tagesschau24,今日新聞24
Anhalt-Köthen,安哈尔特-克滕
Erzbistum Berlin,天主教柏林总教区
IF Industrie Forum Design,國際論壇設計
Polenz,波倫茨河
Albsfelde,阿尔布斯费尔德
Bewährungsbataillon,惩戒营
Medipolis SC Jena,耶拿科學城
Freenet AG,Freenet AG
trivago,Trivago
Lufthansa Cargo,汉莎货运航空
Hausbay,豪斯拜
Lüssow,吕索 (前波美拉尼亚-吕根县)
Tecklenburger Land,特克伦堡乡
Hans-Walter-Wild-Stadion,漢斯-禾達·懷特球場
Pinakothek der Moderne,现代艺术陈列馆
Bistum Würzburg,天主教维尔茨堡教区
Museum für Tierkunde Dresden,德累斯顿自然历史博物馆
Niesgrau,尼斯格劳
Westerau,韦斯特劳
Welgesheim,韦尔格斯海姆
Auer Dult,坳的年集
Hohenölsen,霍黑内尔森
Oberweiler im Tal,上魏莱尔伊姆塔尔
Classic production osnabrück,CPO唱片公司
rbb Fernsehen,柏林-勃兰登堡电视台
Metronom Eisenbahngesellschaft,节拍器铁路公司
Ab jetzt...Demokratie durch Volksabstimmung,从现在开始...经过民主公投
Waggonfabrik Talbot,塔尔博特车辆厂
Agritechnica,汉诺威国际农机展
Rubihorn,魯比山
Mecklenburger Bucht,梅克倫堡灣
Flughafen Nürnberg,纽伦堡机场
Vogelsberg,福格爾斯山
Seeon-Seebruck,塞翁-塞布鲁克
Q Cells,韩华新能源
geobra Brandstätter Stiftung & Co. KG,布蘭德施泰特集團
Dauair,道尔航空
Olympia-Einkaufszentrum,奧林匹亞購物中心
Bremer Brücke,奥斯纳电信竞技场
GamesTM,GamesTM
Kruchten,克鲁滕
Mainleus,迈因洛伊斯
75. Infanterie-Division,德國國防軍陸軍第75步兵師
Friedenspreis des Deutschen Buchhandels,德國書商和平獎
Niederschlesisch-Märkische Eisenbahn,下西里西亚－马尔基施铁路
Freiburger Münster,弗赖堡主教座堂
Gamescom,Gamescom
SSV Jahn Regensburg,雷根斯堡足球俱乐部
alex,Alex列车
Kirchanschöring,基希安舍灵
Documenta 12,文献十二
Ammersee,阿默湖
Maxhütte-Haidhof,马克斯许特-海德霍夫
Poseritz,波塞里茨
6. Infanterie-Division,德國國防軍陸軍第6步兵師
Erzbistum München und Freising,天主教慕尼黑-弗赖辛总教区
Bahnstrecke Mering–Weilheim,阿默湖铁路
Tour de France 1906,1906年環法自由車賽
Tour de France 1908,1908年環法自由車賽
Justus-Liebig-Universität Gießen,吉森大学
Berlin-Brandenburgische Akademie der Wissenschaften,柏林－布蘭登堡科學院和人文學院
Zoo Dortmund,多特蒙德动物园
Altefähr,阿尔特费尔
Aying,艾因格
Surberg,苏尔贝尔格
Württemberg-Baden,符腾堡-巴登
St. Ludwig,圣路易堂
Winterrieden,温特里登
Uber Arena,柏林O2世界體育館
Photokina,世界影像博覽會
hr-Sinfonieorchester,法蘭克福廣播交響樂團
Luhnstedt,卢恩斯特
Erzbistum Bamberg,天主教班贝格总教区
Zolling,措林格
Schermützelsee,謝米策爾湖
Bistum Speyer,天主教施派尔教区
Milbertshofen-Am Hart,米贝茨霍芬-哈特畔
Brunnthal,布伦塔尔
Bad Schönborn,巴德申博尔恩
