Angela Merkel,アンゲラ・メルケル
Horst Wendlandt,ホルスト・ヴェンドランド
Josef Rusnak,ジョセフ・ラスナック
Johann Tetzel,ヨハン・テッツェル
Baldur von Schirach,バルドゥール・フォン・シーラッハ
Kurt Binder,クルト・ビンダー
Gottfried Böhm,ゴットフリート・ベーム
Edmund Forster,エドムント・フォルスター
Wolfgang Schivelbusch,ヴォルフガング・シベルブッシュ
Wilhelm Frick,ヴィルヘルム・フリック
Arnold Matthias Brunckhorst,アルノルト・マティアス・ブルンクホルスト
Hans-Peter Dürr,ハンス・ペーター・デュル
Anna Dogonadze,アンナ・ドゴナゼ
Edward Goschen,エドワード・ゴッシェン
Meinhard von Gerkan,マインハルト・フォン・ゲルカン
Marcel Nguyen,マゼル・ニューエン
Richard Huelsenbeck,リヒャルト・ヒュルゼンベック
Anatole Lapine,アナトール・ラピーン
Wolfgang Heinz,ヴォルフガング・ハインツ
Harald Philipp,ハラルト・フィリップ
Bernhard Stempfle,ベルンハルト・シュテンプフル
Salomon Ludwig Steinheim,ザーロモン・シュタインハイム
Elsa Gindler,エルザ・ギンドラー
Sebastian Jung,セバスティアン・ユング
Albert Ellmenreich,アルベルト・エルメンライヒ
Andreas Baader,アンドレアス・バーダー
Dieter Bohlen,ディーター・ボーレン
August von Mackensen,アウグスト・フォン・マッケンゼン
Katja Kassin,カーチャ・カッシン
Mohamed Zidan,モハメド・ジダン
Henricus Martellus Germanus,ヘンリックス・マルテルス
Ida Ehre,イーダ・エーレ
Carl von Bach,カール・フォン・バッハ
Sonny Kittel,ゾニー・キッテル
Michael Naumann,ミヒャエル・ナウマン
Katharina von Kleve,カタリーナ・フォン・クレーフェ
Katharina Focke,カタリーナ・フォッケ
Werner Hinz,ヴェルナー・ヒンツ
Friedrich Scharf,フリードリヒ・シャルフ
Geoffrey Rudolph Elton,ジョフリー・エルトン
Robert Lusser,ロベルト・ルッサー
Heinrich August Winkler,ハインリヒ・アウグスト・ヴィンクラー
Harald Leipnitz,ハラルド・ライプニッツ
Adolf Arndt,アドルフ・アルント
Hanno Koffler,ハンノ・コフラー
Torsten Amft,トルステン・アムフト
Rudolf Franz Lehnert,ルドルフ・フランツ・レーネルト
Friedrich Heitmann,フリードリヒ・ハイトマン
Jürgen Klopp,ユルゲン・クロップ
Anton Storch,アントン・シュトルフ
Doris Kunstmann,ドリス・クンシュトマン
Eduard Meyer,エドゥアルト・マイヤー
Dieter Oesterlen,ディーター・エースターレン
Auguste Dorothea von Braunschweig-Wolfenbüttel,アウグステ・ドロテア・フォン・ブラウンシュヴァイク＝ヴォルフェンビュッテル
Johann Scheubel,ヨハン・ショイベル
Mesut Özil,メスト・エジル
Ernst III.,エルンスト3世
Alexander von Oettingen,アレクサンダー・フォン・エッティンゲン
Rudi Cerne,ルディ・ツェルネ
Karl Böhm,カール・ベーム
Carsta Löck,カルスタ・レツク
Hans Stiebner,ハンス・スティーブナー
Sabine Hack,ザビーネ・ハック
Georg Johann II.,ゲオルク・ヨハン2世 (プファルツ＝リュッツェルシュタイン公)
Heinrich Albert,ハインリヒ・アルベルト
Thomas Oppermann,トマス・オッペルマン
Karl-Theodor zu Guttenberg,カール＝テオドール・ツー・グッテンベルク
Erich Bachem,エーリッヒ・バッヘム
Karl-Siegmund Litzmann,カール＝ジークムント・リッツマン
Uta Taeger,ウタ・タジェール
August Schenk,アウグスト・シェンク
Friedrich Wilhelm Lübke,フリードリッヒ＝ヴィルヘルム・リュプケ
Ernst Breit,エルンスト・ブライト
Philipp Hofmann,フィリップ・ホフマン
Ernest Cassel,アーネスト・カッセル
Eitel Friedrich von Hohenzollern,アイテル・フリードリヒ・フォン・ホーエンツェレルン
August Föppl,アウグスト・オットー・フェップル
Walter Tollmien,ヴァルテル・トルミーン
Philipp II.,フィリップ2世
Arnd Meier,アルント・メイヤー
Otto Haupt,オットー・ハウプト
Egon Reinert,エゴン・ライネルト
Ludwig Guttmann,ルートヴィヒ・グットマン
Ernst Gabor Straus,エルンスト・G・シュトラウス
Dorothea Susanne von der Pfalz,ドロテア・ズザンナ・フォン・デア・プファルツ
Carl de Vogt,カール・デ・フォグト
Kuno Meyer,クノ・マイアー
Hans Scherenberg,ハンス・シェレンベルク
Heinrich Bernhard Rupp,ハインリヒ・ベルンハルト・ルップ
Palina Rojinski,パリーナ・ロジンスキー
Sigismund von Reitzenstein,ジギスムント・フォン・ライツェンシュタイン
Hans Werner Henze,ハンス・ヴェルナー・ヘンツェ
Johann Georg Faust,ゲオルク・ファウスト
Hermann Eppenhoff,ヘルマン・エッペンホフ
Eberhard Gienger,エバーハルト・ギンガー
Leon Lichtenstein,レオン・リヒテンシュタイン
Käthe Bosse-Griffiths,ケーテ・ボッセ＝グリフィス
Wladimir Kaminer,ヴラディーミール・カミナー
Rafik Schami,ラフィク・シャミ
Hans Werner Richter,ハンス・ヴェルナー・リヒター
W. G. Sebald,W・G・ゼーバルト
Christiane Felscherinow,クリスティアーネF.
Volker Rühe,フォルカー・リューエ
Heinz Kühn,ハインツ・キューン
Kay One,キー・ワン
Wolfgang Kieling,ヴォルフガング・キーリング
Walter Arendt,ウォルター・アーレント
Horst Faas,ホースト・ファス
Regina Schleicher,レギーナ・シュライヒャー
Gert Fröbe,ゲルト・フレーベ
Joachim Wach,ヨアヒム・ワッハ
Lena Möllers,レーナ・メラース
Johann Smidt,ヨハン・シュミット
Friedrich Karl Joseph von Erthal,フリードリヒ・カール・ヨーゼフ・フォン・エルタール
Herbert Hoffmann,ハルベルト・ホフマン
Christian Brückner,クリスティアン・ブリュックナー
Max Tidof,マックス・ティドフ
Sophie von Braunschweig-Lüneburg,ゾフィー
Thomas Wessinghage,トーマス・ヴェシングハーゲ
Ulrich Graf,ウルリヒ・グラーフ
Otto Thorbeck,オットー・トアベック
Wilfried Hochholdinger,ヴィルフリード・ホッホホルディンガー
Walter Grotrian,ヴァルター・グロトリアン
Emilia Schüle,エミリア・シューレ
Alfred Körte,アルフレッド・ケルテ
Gerhard Glogowski,ゲルハルト・グロゴフスキ
Ulrich II.,ウルリヒ2世
Rudolf Höß,ルドルフ・フェルディナント・ヘス
Jürgen Stroop,ユルゲン・シュトロープ
Mayer Amschel Rothschild,マイアー・アムシェル・ロートシルト
Heiko Vogel,ハイコ・フォーゲル
Johannes Trautloft,ハンネス・トラウトロフト
Karl Loewenstein,カール・レーヴェンシュタイン
Lothar Ahrendt,ロタール・アーレント
Murat Bosporus,ムーラット・ボスポラス
Friedrich V.,フリードリヒ5世 (バーデン＝ドゥルラハ辺境伯)
Thomas Sylvester Barthel,トーマス・バルテル
Sylvia Nasar,シルヴィア・ネイサー
Briana Banks,ブリアナ・バンクス
Heidemarie Wieczorek-Zeul,ハイデマリー・ヴィーチョレック＝ツォイル
Karl Gratz,カール・グラッツ
Bernd Brunnhofer,ベルント・ブルンホーファー
Karin Baal,カーリン・バール
Walther Fischer von Weikersthal,ヴァルター・フィッシャー・フォン・ヴァイカースタール
Angela Schanelec,アンゲラ・シャーネレク
Ralf Dahrendorf,ラルフ・ダーレンドルフ
Thure Riefenstein,トゥーレ・リーフェンシュタイン
Hans Fiederer,ハンス・フィーデラー
Karl Ludwig Nessler,カール・ルードヴィッヒ・ネスラー
Selma Ergeç,セルマ・エルゲチュ
Michael Cretu,マイケル・クレトゥ
Ralf Stegner,ラルフ・ステグナー
Augusta von Sachsen-Gotha-Altenburg,オーガスタ・オブ・サクス＝ゴータ
Heinrich I.,ハインリヒ1世 (ヘッセン方伯)
Dieter Wisliceny,ディーター・ヴィスリツェニー
Josef Ganz,ヨーゼフ・ガンツ
Julius Streicher,ユリウス・シュトライヒャー
Bruno Meissner,ブルーノ・マイスナー
Klaus Grünberg,クラウス・グリュンベルグ
Benno Vigny,ベノ・ヴィグニー
Gerolf Steiner,ゲロルフ・シュタイナー
Ulrike Mai,ウルリケ・マイ
Antje Möldner-Schmidt,アンチュ・メルドナー＝シュミット
Carl Wilhelm Petersen,カール・ヴィルヘルム・ペーターゼン
Karl Meiler,カール・マイラー
ATB,アンドレ・タンネバーガー
Moses Mendelssohn,モーゼス・メンデルスゾーン
Sebastian Edathy,セバスティアン・エダティー
Hans Lange,ハンス・ランゲ
Peter Hintze,ペーター・ヒンツェ
Wolfgang Rihm,ヴォルフガング・リーム
Wilhelm von Gloeden,ヴィルヘルム・フォン・グレーデン
Paul van Dyk,ポール・ヴァン・ダイク
Franz Kielhorn,フランツ・キールホルン
Barnaby Metschurat,バーナビー・メッチェラート
Hans Schuberth,ハンス・シューベルト
Richard Kruspe,リヒャルト・Z・クルスペ
Oceana,オツェアナ
Rudolf Jahn,ルドルフ・ヤーン
Werner Klumpp,ヴェルナー・クランプ
Karl Wilhelm Reinmuth,カール・ラインムート
Anke Engelke,アンケ・エンゲルケ
Erich Büttner,エーリッヒ・ビュトナー
Roderich von Erckert,ローデリヒ・フォン・エルケルト
Heinrich Köhler,ハインリヒ・ケーラー
Herbert Ehrenberg,ヘルベルト・エーレンベルク
Heinrich Rickert,ハインリヒ・リッケルト
Rolf Agop,ロルフ・アゴップ
Viktor de Kowa,ヴィクトル・デ・コーヴァ
Hannes Heer,ハンネス・ヘーア
Ignaz Kiechle,イグナーツ・キーヒレ
Jens Klingmann,イェンス・クリングマン
Bruno Lohse,ブルーノ・ローゼ
Mutz Greenbaum,マッツ・グリーンバウム
Anna von Croÿ,アンナ・フォン・ポンメルン
Udo Kier,ウド・キア
Wilhelm Krause,ヴィルヘルム・クラウゼ
Hans Georg Wunderlich,ハンス・ゲオルク・ヴンダーリヒ
Arthur Abraham,アルツール・アブラハム
Wilhelm Foerster,ヴィルヘルム・フェルスター
Renate Ewert,レナーテ・エバート
Hans Deinzer,ハンス・デインツァー
Klaus Staeck,クラウス・シュテーク
Oliver Hassencamp,オリヴァー・ハッセンキャンプ
Clemens Mayer,クレメンス・マイヤー
Leonhard Frank,レオンハルト・フランク
Ernst Ziehm,エルンスト・ツィーム
Jakob Böhme,ヤーコプ・ベーメ
Roman Lob,ローマン・ロープ
Albert Dulk,アルベルト・ドゥルク
Johann Max Emanuel Plenge,ヨハン・プレンゲ
Herluf Bidstrup,ハールフ・ビストルップ
Chris Kaman,クリス・ケイマン
Raoul Hausmann,ラウル・ハウスマン
Benedikt Taschen,ベネディクト・タッシェン
Kurt Magnus,クルト・マグヌス
Alexander Held,アレクサンダー・ヘルト
Dietrich Fischer-Dieskau,ディートリヒ・フィッシャー＝ディースカウ
Fatih Akin,ファティ・アキン
Oskar Schröder,オスカー・シュレーダー
Humbert Achamer-Pifrader,フンベルト・アーハマー＝ピフラーダー
Yasemin Şamdereli,ヤセミン・サムデレリ
Johannes Lepsius,ヨハネス・リプシウス
Meryem Uzerli,メルイェム・ウゼルリ
Franz Schafheitlin,フランツ・シャフハイトリーン
Claudia Häusler,クラウディア・ホイズラー
Widukind Lenz,ウィドゥキント・レンツ
Friedrich Thielen,フリードリヒ・ティーレン
Herbert Wehner,ヘルベルト・ヴェーナー
Herbert Linden,ヘルベルト・リンデン
O. E. Hasse,O・E・ハッセ
Oliver Bendt,オリヴァー・ベント
Simon VI.,ジーモン6世 (リッペ伯)
Albert Osswald,アルベルト・オスヴァルト
Max Duttenhofer,マックス・フォン・ドゥッテンホーファー
Laura Tonke,ローラ・トンケ
Karl Brandt,カール・ブラント
Günther XLI.,ギュンター41世 (シュヴァルツブルク＝アルンシュタット伯)
Konrad II. von Riesenberg,コンラート2世 (ヒルデスハイム司教)
Fritz Sauckel,フリッツ・ザウケル
Theodor Sparkuhl,セオドア・スパークール
Benjamin Heisenberg,ベンヤミン・ハイゼンベルク
Jürgen Drews,ユルゲン・ドリューズ
Malu Dreyer,マル・ドライヤー
Ludwig Stumpfegger,ルートヴィヒ・シュトゥンプフエッガー
Max Schmeling,マックス・シュメリング
Johann Haller,ヨハン・ハーラー
Heinz Rudolf Kunze,ハインツ・ルドルフ・クンツェ
Arnold Sommerfeld,アルノルト・ゾンマーフェルト
Peter Gingold,ピーター・ギンゴルト
Karl Woermann,カール・ヴェールマン
Wolfgang Wodarg,ヴォルフガング・ワダルグ
Willi Domgraf-Fassbaender,ヴィリ・ドムグラーフ＝ファスベンダー
Klaus Graf,クラウス・グラウ
Jutta Claricia von Thüringen,ユッタ (ホーエンシュタウフェン家)
Kai Wiesinger,カイ・ヴィージンガー
Ernst II. von Sachsen,エルンスト2世 (マクデブルク大司教)
Marc Basseng,マルク・バッセン
Veronika Neugebauer,ヴェロニカ・ノイゲバウアー
Martin Stadtfeld,マルティン・シュタットフェルト
Samuel von Schmettau,サミュエル・フォン・シュメッタウ
Klaus Barbie,クラウス・バルビー
Karl Jatho,カール・ヤトー
Regina Burchardt,レギーナ・ブルヒアルト
Edzard Reuter,エツァルト・ロイター
Karl Brugmann,カール・ブルークマン
Hartmut Michel,ハルトムート・ミヒェル
Cuno Hoffmeister,クーノ・ホフマイスター
Katrin Heß,カトリン・ヘス
Friedrich Franz Bauer,フリードリヒ・フランツ・バウアー
Fritz Pfleumer,フリッツ・フロイマー
Hans Zehrer,ハンス・ツェーラー
Carl Krauch,カール・クラウホ
Othmar Mága,オトマール・マーガ
Carl Eitz,カール・アイツ
Winfried Zillig,ヴィンフリート・ツィリヒ
Daniela Götz,ダニエラ・ゲッツ
Golo Mann,ゴーロ・マン
Friedrich Jeckeln,フリードリヒ・イェッケルン
Arthur Werner,アルトゥール・ヴェルナー
Theo Saevecke,テオドール・ゼーフェッケ
Karl von Bardeleben,カール・フォン・バルデレーベン
Karsten Brodowski,カルステン・ブロドフスキー
Hanna Ralph,ハンナ・ラルフ
Rolf Hansen,ロルフ・ハンゼン
Oskar Sala,オスカル・ザラ
Friedrich Anton,フリードリヒ・アントン
Irma von Cube,イルマ・フォン・クーベ
Willibrord Benzler,ヴィリブロルト・ベンツラー
Katharina Schmid,カタリナ・アルトハウス
