Douglas Adams,ダグラス・アダムズ
Pamela Brown,パメラ・ブラウン
John Ireland,ジョン・アイアランド
Paul Bailey,ポール・ベイリー
Juliet Mitchell,ジュリエット・ミッチェル
Chris Gauthier,クリス・ゴージェ
Andrew Lockley,アンドリュー・ロックリー
Danny Byrd,ダニー・バード
C.J. Lewis,C.J.ルイス
Robert Glenister,ロバート・グレニスター
Simon Templar,サイモン・テンプラー
Mark Spencer,マーク・スペンサー
Marie Adelaide Belloc Lowndes,マリー・ベロック＝ローンズ
Edith Penrose,エディス・ペンローズ
Tony Pierce-Roberts,トニー・ピアース＝ロバーツ
Mary Gentle,メアリ・ジェントル
Dean Holdsworth,ディーン・ホールズワース
Trevor Bolder,トレヴァー・ボルダー
Paul Flynn,ポール・フリン
Owen Smith,オーウェン・スミス
Derrick De Marney,デリック・デ・マーニー
Miles Dempsey,マイルズ・デンプシー
Dougray Scott,ダグレイ・スコット
Ciaran Carson,キアラン・カーソン
Amanda Hale,アマンダ・ヘイル
Gordon Pirie,ゴードン・ピリー
Edmund Clerihew Bentley,E・C・ベントリー
Don Foster,ドン・フォスター
"Edmund FitzAlan-Howard, 1st Viscount FitzAlan of Derwent",フィッツァラン子爵
Campino,カンピーノ
Len Harvey,レン・ハーベイ
Tom Carroll,トム・キャロル
Andrew Macdonald,アンドリュー・マクドナルド
Andrew Manze,アンドルー・マンゼ
Thomas Lipton,トーマス・リプトン
Lawrence Johnston,ローレンス・ジョンストン
Terry Rawlings,テリー・ローリングス
Andrew Poppy,アンドリュー・ポピー
John Wood,ジョン・ウッド
George Freeman,ジョージ・フリーマン
"Andrew Cavendish, 11th Duke of Devonshire",アンドルー・キャヴェンディッシュ (第11代デヴォンシャー公爵)
"Andrew McIntosh, Baron McIntosh of Haringey",アンドリュー・マッキントッシュ
Michael O'Connor,マイケル・オコナー
Andy Meyrick,アンディ・メイリック
Garth Jennings,ガース・ジェニングス
Charles D. Hall,チャールズ・D・ホール
Rachael Stirling,レイチェル・スターリング
Emlyn Hughes,エムリン・ヒューズ
Andrew Oldcorn,アンドリュー・オールドコーン
George Monbiot,ジョージ・モンビオット
Darren Shahlavi,ダーレン・シャラヴィ
Richard Fuller,リチャード・フラー
Roger Gale,ロジャー・ゲイル
Mike Gapes,マイク・ゲープス
Amanda Abbington,アマンダ・アビントン
Amanda Barrie,アマンダ・バリー
Tim Bowler,ティム・ボウラー
Robert Walker,ロバート・ウォーカー
Gary Gibbons,ゲイリー・ギボンズ
Nicholas Soames,ニコラス・ソームズ
Estelle Winwood,エステル・ウィンウッド
Rachel Whiteread,レイチェル・ホワイトリード
Perce Blackborow,パース・ブラックボロ
Andrew Parrott,アンドリュー・パロット
Andrew Powell,アンドリュー・パウエル
Anna Soubry,アンナ・スーブリー
Dan Hardy,ダン・ハーディ
Rachel Atherton,レイチェル・アサートン
Robert Flello,ロバート・フレロ
William Alwyn,ウィリアム・オルウィン
Percy F. Frankland,パーシー・F・フランクランド
Mark Francois,マーク・フランソワ
James Bernard,ジェームズ・バーナード
Terence Judd,テレンス・ジャッド
Kirsty Mitchell,カースティ・ミッチェル
Glyn Simon,グリン・サイモン
Joe Elliott,ジョー・エリオット
David Wetherall,デイヴィッド・ウェザロール
Daniel Miller,ダニエル・ミラー
Kenny Baker,ケニー・ベイカー
Amanda Root,アマンダ・ルート
Garth Ennis,ガース・エニス
Tom Chilton,トム・チルトン
Marjorie Fielding,マージョリー・フィールディング
Mylo,Mylo
Jack Taylor,ジャック・テイラー
Barbara Erskine,バーバラ アースキン
Graham Gouldman,グレアム・グールドマン
Warren Ellis,ウォーレン・エリス
Tony Palmer,トニー・パーマー
Wunmi Mosaku,ウンミ・モサク
Andrew Motion,アンドリュー・モーション
Tony Sheridan,トニー・シェリダン
J. J. C. Smart,ジョン・ジェイミーソン・カーズウェル・スマート
Pat Glass,パット・グラス
Steve Currie,スティーヴ・カーリー
John Glen,ジョン・グレン
Henry Winter,ヘンリー・ウィンター
David Smiley,デイヴィッド・スマイリー
Andrew Shovlin,アンドリュー・ショブリン
Ian Paul Griffin,イアン・P・グリフィン
Andrew Sherratt,アンドリュー・シェラット
Neil McCarthy,ニール・マッカーシー
John Leckie,ジョン・レッキー
T. H. White,T・H・ホワイト
Andrew Smith,アンドリュー・スミス
Paul Webster,ポール・ウェブスター
Ben Youngs,ベン・ヤングス
Yasmin Le Bon,ヤスミン・ル・ボン
Nik Kershaw,ニック・カーショウ
Mary Glindon,メアリー・グリンドン
Amanda de Cadenet,アマンダ・デ・カディネット
Jimmy Johnstone,ジミー・ジョンストン
Michael Pertwee,マイケル・パートウィー
Jennie Muskett,ジェニー・マスケット
Mike Alexander,マイク・アレキサンダー
Jackie Trent,ジャッキー・トレント
Julian Smith,ジュリアン・スミス
Guy Berryman,ガイ・ベリーマン
Helen MacInnes,ヘレン・マッキネス
Branwell Brontë,ブランウェル・ブロンテ
Amanda Pays,アマンダ・ペイズ
Louise Leakey,ルイーズ・リーキー
Martin Potter,マーティン・ポッター
George Claridge Druce,ジョージ・クラリッジ・ドゥルース
John Wisdom,ジョン・ウィズダム
Phil Jones,フィル・ジョーンズ
Sheila Sherwood,シーラ・シャーウッド
Anne Robinson,アン・ロビンソン
June Tabor,ジューン・テイバー
Max Mallowan,マックス・マローワン
Frances Kirwan,フランシス・カーワン
Lobsang Rampa,ロブサン・ランパ
David Gauke,デービッド・ゴーク
Anne McLaren,アン・マクラーレン
Christopher Logue,クリストファー・ローグ
Andrew George,アンドリュー・ジョージ (政治家)
Andy Slaughter,アンディ・スローター
Dennis Skinner,デニス・スキナー
Steve Marriott,スティーヴ・マリオット
Andrew Ruhemann,アンドリュー・ルヘマン
Thomas Cavalier-Smith,トーマス・キャバリエ＝スミス
Mark Garnier,マーク・ガーナー
Michael Jeffery,マイケル・ジェフリー
Gary Naysmith,ギャリー・ネイスミス
Roger Godsiff,ロジャー・ゴジフ
Chris Skidmore,クリス・スキッドモア
Carmen Ejogo,カルメン・イジョゴ
Conrad Williams,コンラッド・ウィリアムズ
Charlie Cox,チャーリー・コックス
Healey Willan,ヒーリー・ウィラン
W. Morgan Sheppard,ウィリアム・モーガン・シェパード
Andrew Forsyth,アンドリュー・ラッセル・フォーサイス
Billy Walker,ビリー・ウォーカー
Meave Leakey,ミーヴ・リーキー
Zac Goldsmith,ザカリアス・フランク・ゴールドスミス
Helen Goodman,ヘレン・グッドマン
Miles Aldridge,マイルズ・オルドリッジ
Jeff Minter,ジェフ・ミンター
Tommy Burns,トミー・バーンズ
Joe Hulme,ジョー・ハルム
Duncan McKenzie,ダンカン・マッケンジー
Archie Gemmill,アーチー・ゲミル
Arthur Holmes,アーサー・ホームズ
Gavin Shuker,ゲイビン・シャカー
Jeremy Irvine,ジェレミー・アーヴァイン
Russ Abbot,ラス・アボット
Bernard Verdcourt,バーナード・ヴェルドコート
Ian McDonald,イアン・マクドナルド
Alexis Korner,アレクシス・コーナー
Damian Green,ダミアン・グリーン
Lilian Greenwood,リリアン・グリーンウッド
Nia Griffith,ニア・グリフィス
Andrew Griffiths,アンドルー・グリフィスズ
Ben Gummer,ベン・ガマー
Tobias Matthay,トバイアス・マッセイ
Richard J. Evans,リチャード・J・エヴァンス
William Brodrick,ウィリアム・ブロッドリック
Tom Sykes,トム・サイクス
Jimmie Nicol,ジミー・ニコル
Teddy Morgan,テディ・モーガン
Paul Abbott,ポール・アボット
"Freeman Freeman-Thomas, 1st Marquess of Willingdon",フリーマン・フリーマン＝トーマス
Skye Bennett,スカイ・ベネット
Christopher Alexander,クリストファー・アレグザンダー
Arthur Smith Woodward,アーサー・スミス・ウッドワード
Roy Goodman,ロイ・グッドマン
Anthony Harvey,アンソニー・ハーヴィー
Andrew Taylor,アンドリュー・テイラー (1986年生まれのサッカー選手)
Gary Mills,ゲイリー・ミルズ
Sabrina,サブリナ
Ernie Harper,アーネスト・ハーパー
Oliver Gavin,オリバー・ギャビン
Alex Garland,アレックス・ガーランド
Jonathan Marray,ジョナサン・マレー
Andrew Sullivan,アンドリュー・サリバン
Goldie,ゴールディー
Gary McSheffrey,ギャリー・マクシェフリー
Jeff Ward,ジェフ・ワード
Antony C. Sutton,アントニー・C・サットン
Heather Hunte,ヘザー・ハント
Harriet Shaw Weaver,ハリエット・ショー・ウィーヴァー
Erin Pizzey,エリン・ピゼイ
Carole Shelley,キャロル・シェリー
Trevor Griffiths,トレヴァー・グリフィス
Robert Goodwill,ロバート・グッドウィル
Keith Simpson,キース・シンプソン
Evelyn Underhill,イーヴリン・アンダーヒル
Amara Karan,アマラ・カラン
Ernesto Laclau,エルネスト・ラクラウ
Marti Webb,マーティ・ウェブ
Fearne Cotton,ファーン・コットン
Sydney Chaplin,シドニー・チャップリン
John Bond,ジョン・ボンド
Dorothy Shepherd-Barron,ドロシー・シェパード＝バロン
Barbara Gaskin,バーバラ・ガスキン
Janet Simpson,ジャネット・シンプソン
Martin Barre,マーティン・バー
Jayne Atkinson,ジェイン・アトキンソン
Helen Grant,ヘレン・グラント
James Gray,ジェームズ・グレイ
Gwen Cooper,グウェン・クーパー
Beverley Knight,ビヴァリー・ナイト
Simon Best,サイモン・ベスト
Martin Hayes,マーティン・ヘイズ
Dave Legeno,デイブ・レジェノ
Andy Ward,アンディ・ウォード
Frances Hardinge,フランシス・ハーディング
Darren Allison,ダレン・アリソン
Christopher Fry,クリストファー・フライ
James Judd,ジェームズ・ジャッド
Eric Bogle,エリック・ボーグル
Moira Redmond,モイラ・レッドモンド
Sam Gyimah,サム・ジーマー
Wayne Brown,ウェイン・ブラウン
Frederick Humphreys,フレデリック・ハンフリーズ
Andrew Trimble,アンドリュー・トリンブル
Kay Stammers,ケイ・スタマーズ
Ronan Parke,ロナン・パーク
Jay Bothroyd,ジェイ・ボスロイド
Dean Whitehead,ディーン・ホワイトヘッド
Dawn Shadforth,ドーン・シャドフォース
Jim Murray,ジム・マレー
David Hemery,デビッド・ヘメリー
Algernon Blackwood,アルジャーノン・ブラックウッド
Russell Watson,ラッセル・ワトソン
Dave Whitcombe,デイブ・ウィットコム
Lorne Balfe,ローン・バルフェ
Antony Hamilton,アントニー・ハミルトン (俳優)
Anthony Jenkinson,アンソニー・ジェンキンソン
Antony Lambton,アンソニー・ラムトン (第6代ダラム伯爵)
David Burrows,デヴィッド・バロウズ
Yvonne Mitchell,イヴォンヌ・ミッチェル
Margaret MacDonald,マーガレット・マクドナルド
Anthony Blunt,アンソニー・ブラント
Andrew V. McLaglen,アンドリュー・V・マクラグレン
Lauren Brooke,ローレン・ブルック
Philippa Pearce,アン・フィリッパ・ピアス
Tim Severin,ティム・セヴェリン
Penelope Wilton,ペネロープ・ウィルトン
Jack Rowley,ジャック・ローリー
Sylvester McCoy,シルヴェスター・マッコイ
Martina Cole,マーティナ・コール
Barry Hawkins,バリー・ホーキンズ
Ryan Day,ライアン・デイ
Bertie Mee,バーティー・ミー
Joan Trimble,ジョアン・トリンブル
Peter F. Hamilton,ピーター・F・ハミルトン
David Bruce,デヴィッド・ブルース
Andrew Triggs Hodge,アンドリュー・トリッグズ＝ホッジ
Jack Gold,ジャック・ゴールド
Sarah Boyack,サラ・ボヤック
Paddy Lowe,パディ・ロウ
Eddy Grant,エディ・グラント
Anne Heywood,アン・ヘイウッド
Lee Camp,リー・キャンプ
Alec Shelbrooke,アレック・シェルブルック
Eric Baker,エリック・ベイカー
Alan McManus,アラン・マクマナス
Jackie Baillie,ジャッキー・ベイリー
Hermann Arthur Jahn,ハーマン・アーサー・ヤーン
Willie Miller,ウィリー・ミラー
Peter Taylor,ピーター・テイラー
William Speirs Bruce,ウィリアム・スペアズ・ブルース
Jemma Palmer,ジェマ・パーマー
"Andrew Weir, 1st Baron Inverforth",アンドリュー・ウィアー (初代インヴァーフォース男爵)
Antony Tudor,アントニー・チューダー
Ann Lee,アン・リー
David Deutsch,デイヴィッド・ドイッチュ
Robert Halfon,ロバート・ハルフォン
Speech Debelle,スピーチ・デベル
Suzie Toase,スージー・トース
June Chadwick,ジューン・チャドウィック
Ralph H. Fowler,ラルフ・フォウラー
Angus Charles Graham,アンガス・チャールズ・グレアム
Jimmy Somerville,ジミー・ソマーヴィル
Jacqueline Durran,ジャクリーヌ・デュラン
Marianela Núñez,マリアネラ・ヌニェス
Ben Daniels,ベン・ダニエルズ
"Alan Haworth, Baron Haworth",アラン・ハワース (ハワース男爵)
Badly Drawn Boy,バッドリー・ドローン・ボーイ
