"Гройс, Борис Ефимович",鮑里斯·格羅伊斯
Алексей Алексеевич Кузьмицкий,阿列克谢·阿列克谢耶维奇·库兹米茨基
"Малинецкий, Георгий Геннадьевич",格奧爾基·根那季耶維奇·馬利涅茨基
"Малинин, Евгений Васильевич",叶夫根尼·瓦西里耶维奇·马利宁
"Ковлягин, Анатолий Фёдорович",阿纳托利·费奥多罗维奇·科夫利亚金
Алла Григорьевна Ковнир,阿拉·科夫尼尔
Александр Яковлевич Ковалёв,亚历山大·雅科夫列维奇·科瓦廖夫
Юлия Олеговна Ковальчук,尤利娅·科瓦尔丘克
Юрий Валентинович Ковальчук,尤里·科瓦利丘克
"Малофеев, Константин Валерьевич",康斯坦丁·马洛费耶夫
"Малышкин, Олег Александрович",奥列格·亚历山德罗维奇·马雷什金
Юлия Коган,尤利娅·高根
Уршула Магдалена Малка,乌尔苏拉·马格达莱纳·马尔卡
"Малышев, Юрий Николаевич",尤里·尼古拉耶维奇·马雷舍夫
Елена Васильевна Малышева,埃琳娜·瓦西里耶芙娜·马丽舍娃
"Каган, Юрий Моисеевич",尤里·穆塞朱维茨·卡甘
Зоя Александровна Кайдановская,佐亚·凯达诺威斯卡亚
"Линдт, Ирина Викторовна",伊琳娜·林德特
"Линник, Виктор Алексеевич",维克托·林尼克
"Линшиц, Игорь Леонидович",伊戈爾·林雪特斯
"Кулаков, Владимир Григорьевич",弗拉基米尔·格里戈里耶维奇·库拉科夫
Амаду Васильевич Мамадаков,阿马杜·马马达科夫
"Кузьмин, Иосиф Иосифович",约瑟夫·约瑟夫维奇·库兹明
Олег Николаевич Кожемяко,奥列格·科热米亚科
"Куликов, Александр Владимирович",亞歷山大‧庫力科夫
Ульяна Николаевна Нигматуллина,烏利亞娜·尼格馬圖林娜
Юлия Вячеславовна Липницкая,尤利婭·利普尼茨卡婭
"Липкин, Семён Израилевич",S.I. 利普金
"Липко, Александр Валерьевич",亞歷山大·利普科
Мария Григорьевна Куликова,玛丽亚·库里科娃
Валентина Александровна Малявина,瓦伦蒂娜·玛利亚维那
"Лобов, Владимир Николаевич",弗拉基米尔·尼古拉耶维奇·洛博夫
"Кожушаная, Надежда Павловна",娜杰日达·科朱沙娜娅
Николай Михайлович Козак,尼古莱·科扎克
Кирилл Михайлович Козаков,基里尔·科扎科夫
Павел Лобков,帕维尔·洛布科夫
Василий Николаевич Лихачёв,瓦西里·利哈乔夫
Виталий Викторович Лихачёв,维塔利·利哈乔夫
"Липатов, Александр Евгеньевич",亞歷山大·利帕托夫
Павел Михайлович Литвинов,帕维尔·利特维诺夫
Владимир Стефанович Литвиненко,弗拉基米爾·利特維年科
Леонид Иванович Калашников,列奥尼德·卡拉什尼科夫
"Калашников, Вячеслав Андреевич",維亞切斯拉夫·安德烈耶維奇·卡拉什尼科夫
Андрей Дмитриевич Козенко,安德烈·科津科
Владимир Игоревич Кожин,弗拉基米尔·伊戈列维奇·科任
Михаил Михайлович Калиничев,米哈伊尔·卡里尼切夫
Лидия Милюзина,莉迪娅·米利齐纳
Виктор Германович Казанцев,維克托·卡贊采夫
Анна Логинова,安娜·洛姬諾娃
Александр Анатольевич Миндадзе,亚历山大·明达泽
Виталий Викторович Минаков,维塔利·米那空弗
"Мирзоев, Владимир Владимирович",弗拉基米尔·米尔佐耶夫
Марина Васильевна Ковтун,玛丽娜·瓦西里耶夫娜·科夫通
Дмитрий Павлович Коган,德米特里·柯崗
Михаил Сергеевич Козлов,米哈伊尔·谢尔盖耶维奇·科兹洛夫
"Козлов, Михаил Михайлович",米哈伊尔·米哈伊洛维奇·科兹洛夫
Александр Петрович Козлов,亚历山大·彼得罗维奇·科兹洛夫
"Козлов, Алексей Михайлович",阿列克謝·米哈伊洛維奇·科茲洛夫
"Мамедалиев, Гейдар Нураддин оглы",盖达尔·马梅达利耶夫
Дмитрий Ильич Козлов,德米特里·伊里奇·科兹洛夫
Марина Алексеевна Литвинович,玛丽娜·利特维诺维奇
Олег Владимирович Литвишко,奥列格·弗拉基米罗维奇·利特维什科
"Литовская, Мария Аркадьевна",玛丽亚·阿尔卡季耶夫娜·利托夫斯卡娅
Борис Васильевич Щербаков,鲍里斯·谢尔巴科夫
Анатолий Николаевич Пахомов,阿纳托利·帕霍莫夫
Анатолий Евгеньевич Локоть,阿纳托利·洛科季
Сергей Лобан,谢尔盖·洛班
"Лихоносов, Виктор Иванович",V.I. 利霍诺索夫
Александр Павлович Ломинский,亚历山大·罗敏斯基
Ольга Ломоносова,奥尔加·罗蒙诺索娃
"Марданшин, Рафаэль Мирхатимович",拉斐尔·马尔丹申
"Калмыков, Юрий Хамзатович",尤里·卡尔梅科夫
Игорь Витальевич Миркурбанов,伊戈尔·米尔库巴诺夫
"Маркин, Владимир Иванович",弗拉基米尔·马尔
"Мансуров, Иван Алексеевич",伊万·阿列克谢耶维奇·曼苏罗夫
Владимир Владимирович Лопатин,弗拉基米尔·弗拉基米罗维奇·洛帕廷
"Шевченко, Елена Николаевна",愛蓮娜·希切恩科
Валерий Васильевич Козлов,瓦列里·瓦西列維奇·科茲洛夫
"Ломакин, Сергей Леонидович",谢尔盖·列昂尼多维奇·洛马金
"Мамонов, Виктор Иванович",维克多·马莫诺夫
"Мамонтов, Аркадий Викторович",阿尔卡季·维克托罗维奇·马蒙托夫
Алексей Анатольевич Колган,亚历山大·科尔根
"Михайлов, Вячеслав Саввич",维亚切斯拉夫·萨维奇·米哈伊洛夫
"Михайлов, Евгений Эдуардович",叶夫根尼·爱德华多维奇·米哈伊洛夫
"Миронов, Борис Николаевич",鲍里斯·尼古拉耶维奇·米罗诺夫
"Миронов, Владимир Васильевич",弗拉基米尔·瓦西里耶维奇·米罗诺夫
"Лодкин, Юрий Евгеньевич",尤里·叶夫根尼耶维奇·洛德金
"Маренков, Владимир Петрович",弗拉基米尔·马连科夫
"Лосик, Олег Александрович",奧列格·亞歷山德羅維奇·洛希克
"Лосюков, Александр Прохорович",亚历山大·洛休科夫
Анна Семёновна Каменкова-Павлова,安娜·卡缅科娃
"Колесников, Иван Сергеевич",伊万·科列斯尼科夫
Виктор Кокшаров,维克多·阿纳托利耶维奇·科克沙罗夫
Михаил Кокшенов,米哈伊尔·科克舍诺夫
"Мисник, Борис Григорьевич",鲍里斯·米斯尼克
"Михайлов, Виктор Григорьевич",维克托·格里戈里耶维奇·米哈伊洛夫
"Козловский, Евгений Александрович",叶夫根尼·科兹洛夫斯基
"Михайлов, Александр Николаевич",亚历山大·尼古拉耶维奇·米哈伊洛夫
Кокошин Андрей Афанасьевич,安德烈·科科申
Татьяна Евгеньевна Михалкова,塔季扬娜·米哈尔科娃
"Михайлова, Екатерина Илларионовна",叶卡捷琳娜·米哈伊洛娃－德敏
"Михайлова, Евгения Исаевна",叶夫根尼娅·伊萨耶芙娜·米哈伊洛娃
Анна Михайловская,安娜·米哈伊洛夫斯卡娅
Сергей Николаевич Колосов,謝爾蓋·科洛索夫
Николай Васильевич Коломейцев,尼古拉·瓦西里耶维奇·科洛梅伊采夫
"Коломейцев, Александр Владимирович",亞歷山大‧柯洛梅特謝夫
"Митрохин, Николай Александрович",尼古拉·米特罗欣
Надежда Маркина,娜齐达·马奇纳
"Лукашук, Игорь Иванович",I. I. 卢卡舒克
"Мартынов, Дмитрий Александрович",德米特里·马蒂诺夫
"Мартынов, Равиль Энверович",拉维尔·马尔特诺夫
"Колесниченко, Вадим Васильевич",瓦季姆·瓦西里耶维奇·科列斯尼琴科
Николай Александрович Колесов,尼古拉·亚历山德罗维奇·科列索夫
"Митиенко, Татьяна Викторовна",塔季扬娜·米蒂恩科
"Митин, Сергей Герасимович",谢尔盖·格拉西莫维奇·米京
Василий Петрович Марков,瓦西里·彼得洛维奇·马尔可夫
Александр Маршал,亞歷山大·馬爾紹
"Луньков, Николай Митрофанович",尼古拉·米特罗法诺维奇·卢尼科夫
"Мишина, Татьяна Николаевна",塔季亞娜·米申娜
Марина Девовна Лошак,玛丽娜·洛沙克
"Лубенников, Иван Леонидович",伊万·卢本尼科夫
