Douglas Adams,더글러스 애덤스
David Willcocks,데이비드 윌콕스
Lady Sarah Chatto,레이디 사라 차토
"John Neal (footballer, born 1932)",존 닐 (축구인)
John Lightfoot,존 라이트풋
Small Is Beautiful,작은 것이 아름답다 (경제학)
John Ogdon,존 오그돈
Jim Peters (athlete),짐 피터스 (육상 선수)
Alex Clare,알렉스 클레어
John Braine,존 브레인
Lee Evans (comedian),리 에번스 (희극인)
Glenn Roeder,글렌 로더
David Nicholls (writer),데이비드 니컬스
Dougie Poynter,더기 포인터
John Burnet (classicist),존 버넷
Robert Stevenson (filmmaker),로버트 스티븐슨 (영화 감독)
W. K. C. Guthrie,W. K. C. 거스리
Jimmy Ruffell,지미 러펠
"Joe Smith (football forward, born 1889)",조 스미스 (1889년)
Tom Fletcher,톰 플레처
Danny Jones,대니 존스
Donald Tovey,도널드 토비
Charley Boorman,찰리 부어먼
Julian Richings,줄리언 리칭스
Stevie Young,스티비 영
Matthew Marsden,매슈 마즈든
Una Stubbs,우나 스텁스
David Sullivan (businessman),데이비드 설리번
Tim Rice-Oxley,팀 라이스 옥슬리
Shaun Derry,숀 데리
Will Poulter,윌 폴터
Tom Wisdom,톰 위즈덤
Mark Bunn (English footballer),마크 번
Rory Kinnear,로리 키니어
Robbie Jarvis,로비 자비스
Freddie Stroma,프레디 스트로마
Nile Ranger,나일 레인저
Jeff Rawle,제프 롤
Clint Hill (footballer),클린트 힐 (축구 선수)
Ronnie Scott,로니 스콧
Jake Bugg,제이크 버그
Harry Pollitt,해리 폴릿 (정치인)
John Haigh,존 조지 헤이그
Peter Coates,피터 코츠
Tom Chaplin,톰 채플린
Peter Geach,피터 기치
Louise Brealey,루이즈 브릴리
Bellatrix Lestrange,벨라트릭스 레스트랭
David Morrissey,데이비드 모리시
Rob Terry,롭 테리
Laurence Fox,로런스 폭스
Nazanin Boniadi,나자닌 보니아디
Lembit Öpik,렘비트 오픽
Harry Judd,해리 저드
Alastor Moody,앨러스터 무디
Tamer Hassan,타머 해선
Jessica Sula,제시카 술라
Will Merrick,윌 메릭
Thom Latimer,케네스 캐머런
Charles Jarrott,찰스 재롯
Mark Thompson (media executive),마크 톰프슨
Georgia King,조지아 킹
Adam Godley,애덤 고들리
Amber Beattie,앰버 비티
Guy Ryder,가이 라이더
Brett Pitman,브렛 피트만
Spider-Woman (Jessica Drew),스파이더우먼 (제시카 드루)
Ruta Gedmintas,루타 게드민터스
Charles Evans (mountaineer),찰스 에번스 (산악인)
Cecil Day-Lewis,세실 데이 루이스
Tom Cairney,톰 케어니
Doug Livingstone,더그 리빙스턴
Rafe Spall,레이프 스폴
Tom Hopper,톰 호퍼
James Fox (singer),제임스 폭스 (가수)
Elise Christie,엘리스 크리스티
John Carver (footballer),존 카버 (축구인)
Ella Purnell,엘라 퍼넬
Christina Cole,크리스티나 콜
"Michael Brown (footballer, born 1977)",마이클 브라운 (축구 선수)
Joseph Mawle,조지프 몰
Dee Murray,디 머리
Michal Martychowiec,미하우 마르티호비에츠
John Carver (Plymouth Colony governor),존 카버
Denis Lawson,데니스 로슨
Denis Noble,데니스 노블
Ian Evatt,이언 에버트
Vic Watson,빅 왓슨
Eleanor Matsuura,엘리너 마츠라
Finlay Currie,핀레이 커리
Peter Winch,피터 윈치
Matt Berry,맷 베리
Jack Huston,잭 휴스턴
Jamie Mackie,제이미 매키
Steven Brand,스티븐 브랜드
Newt Scamander,뉴트 스캐맨더
Dave Rowntree,데이브 론트리
Neil Taylor (footballer),닐 테일러
Marmaduke Pickthall,마르마두크 피크탈
Greg Ellis (actor),그레그 엘리스
Richard Ayoade,리처드 아이오아디
Peter Chelsom,피터 첼섬
Simon Woods,사이먼 우즈
W. T. Tutte,윌리엄 토머스 텃
Mick Jones (Foreigner guitarist),믹 존스 (포리너)
Wes Morgan,웨스 모건
Husayn Rosowsky,후세인 로조스키
C. H. Dodd,C. H. 다드
Reuben Goodstein,루벤 루이스 굿스타인
Jonathan Barnes,조너선 반스
John Houghton (physicist),존 호턴 (물리학자)
Andrew Ridgeley,앤드루 리즐리
Paul Arthurs,폴 아서스
Fou Ts'ong,푸총 (피아노 연주자)
Thomas Turgoose,토머스 터구스
Ross McCall,로스 매콜
Simon Townshend,사이먼 타운젠드
George Harris (actor),조지 해리스 (배우)
Tim Pigott-Smith,팀 피곳 스미스
Tom Rob Smith,톰 롭 스미스
Trevor Nunn,트레버 넌
James Davis (fencer),제임스앤드루 데이비스
Murray Gold,머리 골드
John Mathieson (cinematographer),존 매시슨
George E. P. Box,조지 박스
Jeremy Sheffield,제러미 셰필드
Hughie Gallacher,휴이 갤러처
Tom Richards (athlete),톰 리처즈
Brian George,브라이언 조지
Charles Saatchi,찰스 사치
Adam Wakeman,애덤 웨이크먼
Steven Knight,스티븐 나이트
Hero Fiennes Tiffin,히어로 파인스 티핀
Steven Whittaker,스티븐 휘테커
Pete Willis,피트 윌리스
Dan Stevens,댄 스티븐스
Charlie Spedding,찰리 스페딩
John Curry,존 커리
"Victor Bulwer-Lytton, 2nd Earl of Lytton",제2대 리턴 백작 빅터 불워리턴
Steve Kean,스티브 킨
Dominic Scott,도미닉 스콧
Michael Gray (DJ),마이클 그레이 (DJ)
Evey Hammond,이비 해먼드
MiChi,MiCHi
Nicola Roberts,니컬라 로버츠
Lord Nicholas Windsor,니콜라스 윈저 경
Michelle Duncan,미셸 덩컨
Cara Delevingne,카라 델레바인
Martin Sorrell,마틴 소럴
Holly Willoughby,홀리 윌러비
Nikon El Maestro,니콘 예브티치
Josh Bowman,조시 보먼
Luke Daniels,루크 대니얼스
Leigh Halfpenny,리 하프페니
Paul Smith (fashion designer),폴 스미스 (패션 디자이너)
Jimmy Lawrence,지미 로렌스
John Page (figure skater),존 페이지
Four Tet,포 텟
Michael Oakeshott,마이클 오크숏
Chip (rapper),칩 (래퍼)
Alan McGee,앨런 맥기
Richie Faulkner,리치 폴크너
Ted Heath (bandleader),테드 히스
James Faulkner (actor),제임스 포크너 (배우)
Robyn Miller,로빈 밀러
Kenneth Cranham,케네스 크래넘
Garry Monk,개리 몽크
Derek Parfit,데렉 파핏
Joe Jackson (musician),조 잭슨 (음악가)
Ugo Ehiogu,우고 에히오구
Vince Taylor,빈스 테일러
Kevin Macdonald (director),케빈 맥도널드 (영화 감독)
John Waite,존 웨이트
The Stig,더 스티그
Jonathan Cake,조너선 케이크
Kieran Trippier,키런 트리피어
Frank Calder,프랭크 콜더
Tom Holland (author),톰 홀랜드 (작가)
Joe Gilgun,조 길건
David Bamber,데이비드 뱀버
Clifford Curzon,클리퍼드 커즌
David Mackenzie (director),데이비드 매켄지 (영화 감독)
Charles Gray (actor),찰스 그레이 (배우)
Abdullah Yusuf Ali,압둘라 유수프 알리
Rick Parfitt,릭 파핏
Christian McKay,크리스천 매케이
Ian Livingstone,이언 리빙스턴
Maurice Evans (actor),모리스 에반스
Peter Wingfield,피터 윙필드
Superintendent Battle,배틀 총경
Paul Whitehouse,폴 화이트하우스
John Wain,존 웨인 (문학가)
Tom Ellis (actor),톰 엘리스
Peter Green (historian),피터 그린 (역사학자)
Thomas Arnold (bobsleigh),토머스 아널드 (봅슬레이 선수)
Nigel Olsson,나이절 올슨
Rodney Soher,로드니 소허
"Peter Wilson (soccer, born 1947)",피터 윌슨
Jimmy Carr,지미 카
Graeme McDowell,그레임 맥다월
John Betjeman,존 베처먼
Mark Bowen (footballer),마크 보언
Chris Mears (diver),크리스 미어스
John O. Westwood,존 O. 웨스트우드
Michael Green (physicist),마이클 보리스 그린
James Dyson,제임스 다이슨
James Finlayson (actor),제임스 핀레이슨 (배우)
"David Armstrong-Jones, 2nd Earl of Snowdon",제2대 스노든 백작 데이비드 암스트롱존스
Merveille Lukeba,머벌리 루케바
Stephen Norrington,스티븐 노링턴
Michael Mann (sociologist),마이클 만 (사회학자)
Ronnie Browne,로니 브라운
Willie Applegarth,윌리 애플가스
Kai Owen,카이 오언
Eric Dier,에릭 다이어
David Trench,데이비드 트렌치
Jack Churchill,잭 처칠
Jim Cheung,짐 청
Donald Davies,도널드 데이비스 (컴퓨터 과학자)
Adrian Scarborough,에이드리언 스카버러
Francis Glisson,프랜시스 글리슨
Jackie McMullan,재키 맥멀런
Harvey Goldstein,하비 골드스타인
Momus (musician),모머스
Niall McGinn,나이얼 맥긴
Fad Gadget,패드 가제트
Bruce Forsyth,브루스 포사이스
Kristian Digby,크리스천 딕비
C. H. Douglas,클리퍼드 휴 더글러스
Cliff Jones (Welsh footballer),클리프 존스
Norman Douglas,노먼 더글러스
Stephen Hough,스티븐 허프
Corinna Lawrence,코리나 로런스
Frank Kermode,프랭크 커모드
Frank Butler (writer),프랭크 버틀러
John Herdman,존 허드먼
Eric Fellner,에릭 펠너
Peter Cook (architect),피터 쿡
Franz Drameh,프랜즈 드러메이
Jimmy Lai,지미 라이
Liam Garrigan,리엄 개리건
Narcissa Malfoy,나시사 말포이
Ian Wilmut,이언 윌머트
Laurence McKeown,로렌스 맥케온
Clive Standen,클라이브 스탠든
Jill Johnston,질 존스턴
Jim Dale,짐 데일
Jerome Flynn,제롬 플린
Roger Michell,로저 미첼
Julian Gilbey,줄리언 길베이
James McArthur,제임스 매카서
W. V. D. Hodge,윌리엄 밸런스 더글러스 호지
Scarlett Byrne,스칼릿 번
Douglas Slocombe,더글러스 슬로컴
Jeremy Spencer,제레미 스펜서
John Nicks,존 닉스
Eleanor Tomlinson,엘리너 톰린슨
Tom Vek,톰 벡
Harold Goodwin (English actor),해롤드 굿윈 (영국 배우)
Alex Jennings,앨릭스 제닝스
Anohni,아노니
Michael E. Rodgers,마이클 E. 로저스
Mr Hudson,미스터 허드슨
Tariq Anwar (film editor),타릭 앤워
John Cardy,존 카디
John Cairney,존 케어니
John Davenport (minister),존 데이븐포트
John Crank,존 크랭크
Seamus McGarvey,셰이머스 맥가비
Ralph Ineson,랠프 이네슨
Sam Taylor-Johnson,샘 테일러존슨
Sean Harris,숀 해리스
Sam Torrance,샘 토런스
John Boyega,존 보예가
Henry Jackman,헨리 재크먼
"Lee Grant (footballer, born 1983)",리 그랜트 (축구 선수)
John Crocker,존 크로커
Percy Alexander MacMahon,퍼시 알렉산더 맥메이헌
Hugh Fraser (actor),휴 프레이저
J. L. Ackrill,J. L. 아크릴
John Loder (actor),존 로더
Michael Sheard,마이클 쉬어드
Philip Jackson (actor),필립 잭슨
Harry Edward,해리 에드워드
Grant Hanley,그랜트 핸리
Michael Balcon,마이클 밸컨
Henry Tandey,헨리 텐디
Alastair Mackenzie,앨러스터 매켄지
Margaretta Scott,마가레타 스콧
Louis Hayward,루이스 헤이워드
Gemma Merna,제마 메르나
Michael Fisher,마이클 피셔
Gemma Whelan,제마 웰런
Ryan Shotton,라이언 쇼튼
George Coulouris,조지 컬러리스
Harry Cording,해리 코딩
Eamonn Walker,에이먼 워커
Iddo Goldberg,이도 골드버그
J. Michael Kosterlitz,마이클 코스털리츠
John O'Keefe (neuroscientist),존 오키프
Henry Green,헨리 그린
John Murphy (composer),존 머피 (작곡가)
John Oliver,존 올리버
David Taylor (Welsh footballer),데이비드 테일러 (웨일스의 축구인)
Doug Williams (wrestler),더그 윌리엄스 (프로레슬링 선수)
Kyle Lafferty,카일 래퍼티
Gordon Milne,고든 밀른
Nigel Barker (photographer),나이절 바커 (사진가)
Gregor Fisher,그레고르 피셔
James Hayter (actor),제임스 헤이터
John Shrapnel,존 슈라프넬
Kenneth J. Alford,케네스 앨퍼드
Lemar,르마
Jonathan Glazer,조너선 글레이저
John Robinson (bishop of Woolwich),존 A. T. 로빈슨
Michael Dobbs,마이클 돕스
Howard Marks,하워드 마크스
R. Palme Dutt,R. 팜 덧
Sally Phillips,샐리 필립스
Hilde Holger,힐데 홀거
Adi Granov,아디 그라노브
Heston Blumenthal,헤스턴 블루먼솔
Maurice Roëves,모리스 로이브스
York Bowen,요크 보웬
W. D. Ross,W. D. 로스
Lisa Backwell,리사 백웰
Hugh Grant (business executive),휴 그랜트 (기업인)
Geoff Barrow,제프 배로
Leon Britton,리언 브리턴
Stuart Dryburgh,스튜어트 드라이버그
Gethin Anthony,게딘 앤서니
Craig Dawson,크레이그 도슨
Mark Venturini,마크 벤투리니
Richard Hoggart,리차드 호가트
Peter Bull,피터 불
Sean Pertwee,숀 퍼트위
Nathan Dyer,네이선 다이어
Paweł Pawlikowski,파베우 파블리코프스키
Paul Freeman (actor),폴 프리먼
Julie Gardner,줄리 가드너
Poppy Delevingne,파피 델레바인
Harry Eden,해리 이든
Natalie J. Robb,내털리 J. 로브
A. C. Gimson,앨프리드 김슨
Giuseppe Wilson,주세페 윌손
Ken Matthews (race walker),켄 매슈스
Gregory Winter,그레고리 윈터
Terry Hall (singer),테리 홀 (가수)
Karl Darlow,칼 달로
Louise Bond-Williams,루이즈 본드윌리엄스
Sophie Troiano,소피 트로이아노
Sophie Williams,소피 윌리엄스
Natalia Sheppard,내털리아 셰퍼드
Anna Bentley,애나 벤틀리
Mike Tindall,마이크 틴들
John C. Raven,존 레이븐
Kevin Bishop,케빈 비숍
Frank Adams,존 프랭크 애덤스
Ray Cooper,레이 쿠퍼
Kriss Akabusi,크리스 아카부시
Michael Duff (physicist),마이클 제임스 더프
Ken Hutchison,켄 허치슨
Kate Abdo,케이트 압도
Alexi Murdoch,알렉시 머독
Laura Haddock,로라 해덕
Sharon Osbourne,샤론 오스본
Kate O'Toole (actress),케이트 오툴
Chris Wolstenholme,크리스 볼첸홈
Langley Kirkwood,랭글리 커크우드
"Sir George Thomas, 7th Baronet",조지 앨런 토머스
Tim Booth,팀 부스
Francis Hughes,프랜시스 휴스
Samuel West,새뮤얼 웨스트
Richard Henderson (biologist),리처드 헨더슨
Jacob Anderson,제이콥 앤더슨
Roger Rees,로저 리스
Leon Barnett,레온 바넷
Alan Mannus,앨런 매너스
Jamaal Lascelles,자말 라셀스
Jim Bellamy,제임스 벨러미
Nikki Amuka-Bird,니키 아무카버드
Mike Summerbee,마이크 서머비
William Barclay (theologian),윌리암 바클레이
James Tomkins (footballer),제임스 톰킨스
James Villiers,제임스 빌러스
Zandra Rhodes,잔드라 로즈
Jackie Collins,재키 콜린스
Wilfred Mott,윌프레드 모트
Jane Hawking,제인 와일드 호킹
William J. Porter,윌리엄 J. 포터
Richard Holloway,리처드 홀러웨이
Alan Fletcher (graphic designer),앨런 플레처
Peter Hitchens,피터 히친스
Hewlett Johnson,휼렛 존슨
Aled Jones,알레드 존스
Tobias Menzies,토비어스 멘지스
Tom Mann,톰 만
Keith Flint,키스 플린트
Michael O'Neill (footballer),마이클 오닐 (축구인)
Riz Ahmed,리즈 아메드
Richard A. Flavell,리차드 플라벨
Danny Drinkwater,대니 드링크워터
James Bond (literary character),제임스 본드 (문학 등장인물)
Barry Hughes,배리 휴스
Sam Totman,샘 토트먼
Samuel Insull,새뮤얼 인설
Louise Roe,루이즈 로
Graham Adams,그레이엄 애덤스
Jourdan Dunn,조던 던
Erin O'Connor,에린 오코너
Aden Gillett,아든 질렛
Tom Holland,톰 홀랜드 (배우)
Ed Stoppard,에드 스토파드
Oliver O'Donovan,올리버 오도노반
Reg Evans,레그 에번스
"Jacob Rothschild, 4th Baron Rothschild",제4대 로스차일드 남작 제이콥 로스차일드
John Stones,존 스톤스
Moira MacTaggert,모이라 맥태거트
Robin Cousins,로빈 커즌스
Carole Ann Ford,캐럴 앤 포드
Robert Bathurst,로버트 배서스트
Cathy Murphy,캐시 머피
Ryan Jack,라이언 잭
William Garbutt,윌리엄 가벗
Olivia Hallinan,올리비아 핼리넌
Zoe Telford,조 텔퍼드
Jeremy Bulloch,제러미 불럭
Billie Myers,빌리 마이어스
Ralph Miliband,랄프 밀리밴드
Ron Donachie,론 도나치
Nico Mirallegro,니코 미랠그로
Nicolas Coster,니콜라스 코스터
Thomas F. Torrance,토머스 F. 토렌스
Rowan Joffé,로언 조페이
Waris Hussein,워리스 후세인
Daniel Bennett (footballer),대니얼 베넷
Vas Blackwood,바스 블랙우드
Ryan Bennett,라이언 베넷
Pat McGeown,팻 맥게온
Alex Norton,알렉스 노튼
Paddy Quinn (Irish republican),패디 퀸
Paul Anderson (actor),폴 앤더슨 (배우)
James Watkins (director),제임스 왓킨스
Amelia Bones,아멜리아 본즈
Jameela Jamil,자밀라 자밀
Emma Pierson,엠마 피어슨
William Marlowe,윌리엄 말로
Martin Rennie (football manager),마틴 레니
"Ruth Lister, Baroness Lister of Burtersett",루스 리스터
Ziauddin Sardar,지아우딘 사르디르
Sarah Lancashire,세라 랭커셔
Conway Tearle,콘웨이 티얼리
June Duprez,준 듀프레이
Sarah Churchill (actress),사라 처칠
David Sharp (mountaineer),데이비드 샤프 (산악인)
Allan Williams,앨런 윌리엄스
Christopher Robin Milne,크리스토퍼 로빈 밀른
Tom Mison,톰 마이슨
Smith Wigglesworth,스미스 위걸즈워스
Melia Kreiling,멜리아 크레일링
Manfred Mann (musician),맨프레드 맨 (음악가)
Timothy Laurence,티머시 로런스
Robin Holliday,로빈 홀리데이
Hugh Keays-Byrne,휴 키스번
Miranda Hart,미란다 하트
Andrew Parker Bowles,앤드루 파커 볼스
Lady Margarita Armstrong-Jones,레이디 마가리타 암스트롱존스
Hermione Norris,허마이어니 노리스
James Dunn (theologian),제임스 던 (신학자)
Michael Houghton,마이클 호턴 (바이러스학자)
Michael Marmot,마이클 마멋
Stephen Mangan,스티븐 맹건
Jonny Williams,조니 윌리엄스
Nigel Planer,나이절 플레이너
Tom Meighan,톰 메이건
Jacob Butterfield,제이콥 버터필드
Joe Cornish,조 코니시
Arthur Pink,아더 핑크
Mickey Thomas (footballer),미키 토머스 (축구인)
Felicity Kendal,펄리시티 켄달
Rose Tyler,로즈 타일러
William Rowley,윌리엄 롤리
Ruth Winch,루스 윈치
Tim Ingold,팀 잉골드
Danielle Lloyd,대니엘 로이드
Mike McFarlane,마이크 맥팔레인
Robert Black (colonial administrator),로버트 블랙
Timothy Carlton,티머시 칼턴
Dyfnwal Hen,더픈왈 1세 헨
Ritchie Coster,리치 코스터
Tom Burke (actor),톰 버크 (배우)
Peter Dyneley,피터 다인리
Katy Brand,케이티 브랜드
"Norton Knatchbull, 3rd Earl Mountbatten of Burma",제3대 마운트배튼오브버마 백작 노턴 내치불
Peter Marler,피터 말러
Ian Abercrombie,이언 애버크롬비
India Hicks,인디아 힉스
