Paris,巴黎
Saint-Marc-sur-Seine,塞纳河畔圣马克
Lourenties,卢朗蒂
Espondeilhan,埃斯蓬代扬
Vinassan,维纳桑
Lacommande,拉科芒德
Aranc,阿朗
expresso,濃縮咖啡
Saint-Dizier,聖迪濟耶
Orret,奥雷
Behonne,伯奥讷
Verneuil-sur-Vienne,维埃纳河畔韦尔讷伊
Chinon,希农
Anglefort,昂格勒福尔
Villaines-en-Duesmois,维莱讷昂迪埃穆瓦
Neuilly-en-Donjon,讷伊昂东容
Poiseul-la-Ville-et-Laperrière,普瓦瑟勒城和拉佩里耶尔
Sainte-Gemme-Martaillac,圣热姆-马尔塔亚克
Lée,莱村
Cheppy,谢皮
Vazeilles-Limandre,瓦泽耶-利芒德尔
Oloron-Sainte-Marie,奥洛龙-圣玛丽
Vaudoncourt,沃东库尔
Les Bordes,莱博尔德
Olmet-et-Villecun,奥尔梅和维勒坎
Saint-Genest,圣热内斯
Parly,帕尔利
Saint-Georges-Lagricol,圣乔治拉格里科勒
Louchy-Montfand,卢希-蒙方
Argis,阿尔日斯
SC Bastia,巴斯蒂亚运动俱乐部
Châtillon-sur-Chalaronne,沙拉罗讷河畔沙蒂永
Mayreville,迈尔维尔
Semond,瑟蒙
Association médicale mondiale,世界醫學協會
Moncel-lès-Lunéville,蒙塞勒莱吕内维尔
Rostrenen,罗斯特勒南
Château-Thierry,蒂耶里堡
Armix,阿尔米
Bergues,贝尔格
Pinel-Hauterive,皮内勒-欧特里沃
Belmont-sur-Vair,韦尔河畔贝尔蒙
Vierzon,维耶尔宗
La Villeneuve-les-Convers,孔韦尔新城
Le Cros,勒克罗
Tasso,塔索
Grande Chartreuse,查尔特勒隧道
Bohas-Meyriat-Rignat,博阿-梅里亚-里尼亚
Draguignan,德拉吉尼昂
Petit-Bersac,小贝尔萨克
canton de Frontenay-Rohan-Rohan,弗龙特奈罗昂罗昂县
Saint-Solve,圣索尔夫
Castets-en-Dorthe,卡斯泰茨昂多尔特
Marcillé-Raoul,马尔西耶拉乌勒
Cornil,科尔尼勒
Valignat,瓦利尼亚
Saint-Fargeol,圣法若勒
Ban-de-Sapt,邦德萨
Clamart,克拉马
Saint-Géraud-de-Corps,圣热罗德科尔
Waly,瓦利
Bazas,巴扎斯
Paray-sous-Briailles,帕赖苏布里亚耶
Saint-Georges-Blancaneix,圣若尔热布朗卡内
arrondissement de Saint-Nazaire,圣纳泽尔区
Saint-Aubin-des-Landes,圣欧班德朗德
Châtillon-sous-les-Côtes,沙蒂永苏莱科特
Saint-Étienne-la-Geneste,圣埃蒂安拉热内斯特
Compiègne,贡比涅
Tremblay,特朗布莱
Houdreville,乌德勒维尔
Fossès-et-Baleyssac,福塞和巴莱萨克
Teillet-Argenty,泰耶-阿尔让蒂
île Amsterdam,阿姆斯特丹岛
Athlétic Club arlésien,阿尔勒-阿维尼翁田径俱乐部
Arnon,阿爾農河
2e régiment étranger de parachutistes,法國外籍兵團第2外籍傘兵團
Créon,克雷翁
bataille de Dunkerque,敦刻尔克战役
Vilosnes-Haraumont,维洛讷-阿罗蒙
Arnay-sous-Vitteaux,阿尔奈苏维托
Hénon,埃农
Lys,利斯河
Le Pizou,勒皮祖
Vaudeville-le-Haut,上沃德维尔
JS Baco,JS巴高
Lagney,拉涅
Verrières,韦里耶尔
Comberanche-et-Épeluche,孔布朗什和埃普吕什
Saint-Hilaire-Taurieux,圣伊莱尔托里约
Les Graulges,莱格罗尔日
arrondissement français,法國的區
Temple-Laguyon,唐普勒拉吉永
Sept-Frères,塞特弗雷尔
L'Abergement-de-Varey,拉贝热芒德瓦雷
Saint-Méloir-des-Bois,圣梅卢瓦代布瓦
Plessala,普莱萨拉
Saints-en-Puisaye,皮赛地区圣
Évry,埃夫里
Ercé-près-Liffré,利夫雷附近埃尔塞
Moutiers-en-Puisaye,皮赛地区穆捷
Monterfil,蒙泰尔菲勒
Saint-Saud-Lacoussière,圣索-拉库西耶尔
Saint-Front-de-Pradoux,圣弗龙德普拉杜
Monviel,蒙维耶勒
Sainte-Marie-de-Vaux,圣玛丽德沃
Arbigny,阿尔比尼
Saint-Amand-de-Vergt,圣阿芒德韦尔
Mercœur,梅克尔
Saint-Christoly-Médoc,圣克里斯托利-梅多克
Cousances-lès-Triconville,库桑斯-莱特里孔维尔
Omps,翁普
Mandres-en-Barrois,巴鲁瓦地区芒德尔
championnat du monde masculin de handball 1970,1970年世界男子手球錦標賽
Livré-sur-Changeon,尚容河畔利夫雷
Saint-Méard-de-Gurçon,圣梅阿尔德居尔松
Pierrefitte,皮埃尔菲特
Wildenstein,维尔登什泰因
Saint-Maudez,圣莫代
Marbache,马尔巴什
Langast,朗加
groupe B de la Coupe du monde de football 1998,1998年國際足協世界盃B組
Saint-Trojan,圣特罗让
Fougueyrolles,富盖罗勒
Essé,埃塞
Saint-Caprais-de-Lerm,圣卡普赖德莱尔姆
traité de Nice,尼斯条约
Fontaines-en-Duesmois,迪埃斯穆瓦地区丰泰内
Lindry,兰德里
Dammarie-lès-Lys,达马里莱利斯
Marcillé-Robert,马尔西耶罗贝尔
Saint-Rémy-en-Rollat,罗拉地区圣雷米
3e arrondissement de Marseille,马赛第三区
3e arrondissement de Paris,巴黎第三区
Malemort-sur-Corrèze,科雷兹河畔马勒莫尔
Chouvigny,舒维尼
Marcheprime,马舍普里姆
Bourbon-l'Archambault,波旁拉尔尚博
Saint-Péran,圣佩朗
Lavau,拉沃
Allas-les-Mines,阿拉斯莱米讷
Villey-le-Sec,维莱勒塞克
Saint-Marc-sur-Couesnon,库埃农河畔圣马克
Saint-Sauveur-de-Puynormand,圣索沃尔-德皮诺尔芒
Cérilly,塞里伊
Lagarde-Enval,拉加尔德昂瓦勒
Plestan,普莱唐
Brem-sur-Mer,滨海布雷姆
Asnières-sur-Saône,索恩河畔阿涅尔
Podensac,波当萨克
Vigny,维尼
Égliseneuve-d'Entraigues,埃格利斯讷沃-当特赖格
Montautour,蒙托图尔
Monéteau,莫内托
Souvigny,苏维尼
Saint-Bonnet-Tronçais,圣博内特龙赛
Fouesnant,富埃南
Saint-Éloy-les-Tuileries,圣埃卢瓦莱蒂勒里
Liourdres,利乌德尔
Montegrosso,蒙泰格罗索
Azerailles,阿兹拉耶
Ambrugeat,昂布吕雅
Saulxures-lès-Nancy,索尔叙尔莱南锡
Madecourt,马德库尔
Daglan,达格朗
Soucy,苏西
Le Plessis-Luzarches,勒普莱西吕扎什
Saint-Supplet,圣叙普莱
Bellerive-sur-Allier,阿列河畔贝尔里夫
Lucy-sur-Cure,屈尔河畔吕西
Uruffe,于吕夫
Latour-en-Woëvre,瓦夫尔地区拉图尔
Pommeret,波姆雷
Coat-Méal,科阿特梅阿勒
Lavaur,拉沃尔
Briec,布列克
Pierregot,皮埃尔戈
Forcelles-sous-Gugney,福尔塞勒苏居涅
Moutiers,穆捷
Puxieux,皮克雪
Petit-Failly,小法伊
Longuenesse,隆格内斯
Ronquerolles,龙克罗勒
arènes d'Arles,阿尔勒竞技场
Saint-Vincent-de-Paul,圣樊尚德保罗
Tollaincourt,托兰库尔
Coubjours,库茹尔
Villecien,维勒西安
Lagraulière,拉格罗利耶尔
Saint-Martin-de-Lerm,圣马丹德莱尔姆
Daignac,代尼亚克
Saint-Brieuc-de-Mauron,圣布里厄德莫龙
Appoigny,阿普瓦尼
Montagrier,蒙塔格里耶
Renty,朗蒂
Lafage-sur-Sombre,松布尔河畔拉法日
Pierres,皮埃尔
Saint-Léon,圣莱昂
Removille,勒莫维尔
Thiembronne,蒂扬布罗讷
Roscoff,罗斯科夫
Nonards,诺纳尔
Chauffecourt,绍夫库尔
Rosières-aux-Salines,罗西耶尔欧萨利讷
Saint-Aubin-de-Lanquais,圣欧班德朗凯
élection présidentielle française de 2007,2007年法国总统选举
Laires,莱尔
Digne-les-Bains,迪涅莱班
Cunlhat,坎亚
Liernolles,列尔诺勒
aéroport de Paris-Orly,巴黎－奥利机场
Saint-Péray,圣佩赖
Gesnes-en-Argonne,阿戈讷地区热讷
Lamarche,拉马什
Montastruc,蒙塔斯特吕克
Poussignac,普西尼亚克
Alençon,阿朗松
Mont-lès-Lamarche,蒙莱拉马什
Lunéville,吕内维尔
Liouc,利乌克
Houéville,韦维尔
Laperche,拉佩尔什
Chassagne,沙萨涅
16e arrondissement de Paris,巴黎十六区
Celles,塞勒
Saint-Léger,圣莱热
Ladignac-sur-Rondelles,龙代勒河畔拉迪尼亚克
Villefranche-sur-Saône,索恩河畔自由城
Cavaillon,卡瓦永
Sainte-Colombe,圣科隆布
Merry-sur-Yonne,约讷河畔梅里
Corbeil-Essonnes,科尔贝伊-埃松
Sartes,萨尔特
Herbeuville,埃尔伯维尔
Madaillan,马达扬
plateau des Guyanes,圭亚那地盾
Lacapelle-Viescamp,拉卡佩勒维耶斯康
Loisey-Culey,卢瓦塞-屈莱
Lavelanet,拉沃拉内
Cambrai,康布雷
Gif-sur-Yvette,伊韦特河畔日夫
Preures,普勒尔
La Houssière,拉乌西耶尔
Vacqueville,瓦克维尔
Rilhac-Treignac,里亚克特雷尼亚克
Aigues-Vives,艾格维沃
Saint-Léon,圣莱昂
Aubie-et-Espessas,欧比和埃斯佩萨斯
Villeneuve-les-Genêts,热内新城
Aubiac,欧比亚克
Valigny,瓦利尼
Vauquois,沃夸
Saint-Jean-de-Maurienne,圣让德莫里耶讷
Saint-Omer,圣奥梅尔
Domjulien,栋于连
La Boussac,拉布萨克
Monthureux-le-Sec,蒙蒂勒勒塞克
Fresnes-en-Woëvre,瓦夫尔地区弗雷讷
La Ferté-Saint-Aubin,圣欧班堡
Champagnac,尚帕尼亚克
Saint-Julien-d'Eymet,圣瑞利安代梅
Montignargues,蒙蒂尼亚尔格
Saint-Hippolyte-de-Caton,圣伊波利特德卡通
Callac,卡拉克
Thonne-la-Long,托讷拉隆
Viadeo,Viadeo
6e arrondissement de Marseille,马赛第六区
Voinémont,瓦内蒙
Chilhac,希亚克
Lagrasse,拉格拉斯
Bagnolet,巴尼奥莱
rade de Brest,布雷斯特湾
Achères,阿谢尔
Savignac-de-Nontron,萨维尼亚克德农特龙
Gournay-sur-Marne,马恩河畔古尔奈
Saint-Ouen-sur-Seine,塞纳河畔圣旺
Saint-Ciers-sur-Gironde,吉伦特河畔圣西耶
Sigalens,西加朗
Bourgoin-Jallieu,布尔关雅略
Gugney,居涅
Saint-Pierre-de-Mons,圣皮埃尔德蒙
6e arrondissement de Paris,巴黎第六区
Saint-Maximin,圣马克西曼
La Seyne-sur-Mer,濱海拉塞訥
La Chapelle-Marcousse,拉沙佩勒马尔库斯
Gignat,日尼亚
Cachan,卡尚
Lixy,利克西
Houdelmont,乌代尔蒙
Saumane,索马讷
Croignon,克鲁瓦尼翁
Cornillé,科尔尼耶
Moncel-sur-Vair,韦尔河畔蒙塞勒
Vigneulles,维尼厄勒
Cénac,塞纳克
Kernascléden,凯纳斯克莱登
Turenne,蒂雷讷
Auch,欧什
Sardan,萨尔当
Le Folgoët,勒福尔瓜特
Le Bouillon,勒布永
Braud-et-Saint-Louis,布罗和圣路易
mont Ventoux,Ventoux山
mer d'Iroise,伊鲁瓦斯湾
Bernouil,贝尔努伊
Andernos-les-Bains,昂代诺斯莱班
Deauville,多维尔
Rambucourt,朗比库尔
Saint-André-du-Bois,圣安德烈迪布瓦
Foucaucourt-sur-Thabas,塔巴河畔富科库尔
Laroque,拉罗克
Baron,巴龙
Bazoilles-et-Ménil,巴祖瓦耶和梅尼勒
Porte de Saint-Ouen,聖旺門站
Le Pout,勒普
Île-Molène,伊勒莫莱讷
Attignat,阿蒂尼亚
Villenave-de-Rions,维勒纳夫德里翁
Le Change,勒尚日
1er régiment parachutiste d'infanterie de marine,第一團海軍陸戰隊傘兵
Dommartin-sur-Vraine,弗赖讷河畔多马坦
Avensan,阿旺桑
Hanvec,昂韦克
La Rouvière,拉鲁维耶尔
La Malène,拉马莱讷
Billiat,比利亚
Treignac,特雷尼亚克
Périgny,佩里尼
Tanville,唐维尔
Châteaudun,沙托丹
Jonville-en-Woëvre,瓦夫尔地区容维尔
Saint-Lô,圣洛
Martignargues,马蒂尼亚尔格
aérodrome de Futuna Pointe Vele,富圖納機場
Cabara,卡巴拉
Vigneulles-lès-Hattonchâtel,维尼厄勒-莱阿通沙泰勒
Confort-Meilars,孔福尔梅拉尔
Arbent,阿尔邦
Le Neufour,勒讷富尔
Bassanne,巴萨讷
Thonne-les-Près,托讷莱普雷
Dombasle-en-Xaintois,克桑图瓦地区栋巴斯尔
Pantin,庞坦
Chalamont,沙拉蒙
Créhen,克雷昂
Lachalade,拉沙拉德
Ségur-le-Château,塞居尔堡
Domrémy-la-Pucelle,栋雷米拉皮塞勒
Ormes-et-Ville,奥尔姆和维尔
Sartrouville,薩特魯維爾
Salazac,萨拉扎克
calendrier républicain,法國共和曆
Lecques,莱克
Vouthon-Haut,上武通
Rogéville,罗热维尔
Nant-le-Grand,大楠村
Cléry-le-Petit,小克莱里
Soulignac,苏利尼亚克
Saint-Julien-de-la-Nef,圣于连德拉内夫
Aix-les-Bains,艾克斯莱班
Saint-Genès-de-Castillon,圣热内斯-德卡斯蒂永
Argenteuil,阿让特伊
Châtillon-en-Michaille,米沙耶地区沙蒂永
Mauressargues,莫雷萨尔格
Saint-Théodorit,圣泰奥多里
Mercœur,梅克尔
Naucelles,诺塞勒
Saucède,索塞德
Bar-sur-Aube,奥布河畔巴尔
Archives nationales,法國國家檔案館
canton d'Aubusson,欧比松县
Neuffons,纳丰
Crépy-en-Valois,瓦卢瓦地区克雷皮
Urville,于尔维尔
Preignac,普雷尼亚克
aéroport de Wallis-Hihifo,馬塔烏圖機場
Longeville-en-Barrois,巴鲁瓦地区隆日维尔
SÉCAM,SECAM制式
Heillecourt,埃耶库尔
Saint-Amand-Montrond,聖阿芒蒙龍
Villebramar,维勒布拉马尔
Tourcoing,圖爾寬
Gogney,戈涅
Laneuveville-devant-Bayon,拉讷沃维尔-德旺巴永
Belleherbe,贝勒埃尔布
Nasbinals,纳斯比纳勒
Saint-Geniès-de-Malgoirès,圣热涅斯-德马尔瓜雷斯
Cabanac-et-Villagrains,卡巴纳克和维拉格兰
Condé-sur-Marne,马恩河畔孔代
Peumerit-Quintin,珀姆里特坎坦
Saint-Mihiel,圣米耶勒
Peaugres,波格尔
French Pro Championship,法國職業網球錦標賽
Thierville-sur-Meuse,默兹河畔蒂耶维尔
2e armée,法國第2軍團
Grenoble Foot 38,格勒诺布尔足球俱乐部
Mécrin,梅克兰
Saint-Jean-de-Muzols,圣让德米佐勒
Courcelles,库尔塞勒
Vassincourt,瓦桑库尔
Reffroy,雷夫鲁瓦
Sarras,萨拉斯
Tavignano,塔維尼亞諾河
stade Numa-Daly,努馬達利洋球場
traité de Sèvres,色佛尔条约
Côte d'Azur,蔚藍海岸
Francescas,弗朗塞斯卡
Billom,比永
championnat d'Europe de football 1984,1984年欧洲足球锦标赛
Olliergues,奥列格
province de France,行省
Brossainc,布罗桑克
2e arrondissement de Marseille,马赛第二区
Batasuna,巴斯克独立党
Saint-Jean-Kerdaniel,圣让凯尔达涅勒
Saint-Laurent-du-Plan,圣洛朗迪普朗
Loc-Envel,洛克恩韦勒
AJ Auxerre,欧塞尔足球俱乐部
Plougonvelin,普卢贡沃兰
Institut polytechnique des sciences avancées,高等科学技术学院
2e arrondissement de Paris,巴黎第二区
Ban-sur-Meurthe-Clefcy,默尔特河畔邦-克莱夫西
Lichos,利绍斯
Plaintel,普兰泰勒
Benquet,邦凯
Saint-Méloir-des-Ondes,圣梅卢瓦德松德
Fontainebleau,枫丹白露
Tourzel-Ronzières,图尔泽勒-龙济耶尔
pointe des Espagnols,西班牙人角
Goulet de Brest,布雷斯特海峡
Audignon,欧迪尼翁
Samatan,萨马唐
Bayeux,巴约
Artiguelouve,阿蒂格卢沃
Lahayville,拉艾维尔
communauté de communes de la Picardie verte,绿皮卡第公共社区
Saint-Cirgues-de-Prades,圣西尔格德普拉德
Dinteville,丹特维尔
Le Crest,勒克雷斯
Bentayou-Sérée,邦塔尤-塞雷
Les Andelys,莱桑德利
Coadout,科阿杜
Vervezelle,韦尔沃泽勒
Tour de l'Avenir,未来自行车赛
Teillay,泰耶
Kernilis,凯尔尼利斯
Samadet,萨马代
Bora-Bora,博拉博拉岛
Condom,孔東
Gazeran,加兹朗
Saint-Quentin,聖康坦
Lumio,卢米奥
Vaudeville,沃德维尔
Frouard,弗鲁阿尔
Moulis-en-Médoc,梅多克地区穆利斯
Colombier-le-Cardinal,科隆比耶-勒卡尔迪纳勒
Dieppe,迪耶普
Andance,昂当斯
Palasca,帕拉斯卡
Leintrey,兰特雷
Baguer-Morvan,巴盖尔莫尔旺
Garches,加尔什
Tréveray,特雷沃赖
Les Pradeaux,莱普拉多
Serrières,塞里耶尔
hôpital Esquirol,埃斯基罗尔医院
Windward Islands,向风群岛
Vacherauville,瓦什罗维尔
Lougratte,卢格拉特
bois de Boulogne,布洛涅森林
Argagnon,阿尔加尼翁
Grandval,格朗瓦勒
Aubagne,欧巴涅
La Baussaine,拉博赛讷
Guimaëc,吉梅克
Lesparre-Médoc,莱斯帕尔梅多克
Champagne,香槟
Laval,拉瓦勒
Hengoat,恩戈阿特
Pleugueneuc,普勒格讷克
Penvénan,彭韦南
Moulainville,穆兰维尔
Novacelles,诺瓦塞勒
Die,迪镇
Saint-Gaudens,圣戈当
Coggia,科贾
Limony,利莫尼
Rethel,勒泰勒
parc de la Villette,维莱特公园
Nyons,尼永斯
Poussay,普赛
Saint-Jean-de-Beauregard,圣让德博尔加尔
Meillon,梅永
Saint-Trimoël,圣特里莫埃勒
2e division blindée,法國第2裝甲師
Sedan,色当
Pamiers,帕米耶
Villamée,维拉梅
Félines,费利讷
Puymiclan,皮米克朗
franc français,法国法郎
îles Tuamotu,土阿莫土群岛
Tarbes,塔布
Moussages,穆萨日
Saxon-Sion,萨克松雄
Parey-Saint-Césaire,帕雷圣塞赛尔
Louppy-le-Château,卢皮堡
Coulvain,库尔万
Foix,富瓦
Le Puy-en-Velay,勒皮
Maisoncelles-la-Jourdan,迈松塞勒拉茹尔当
Arces-Dilo,阿尔斯-迪洛
Létricourt,莱特里库尔
Plouvorn,普卢沃恩
Mognéville,莫涅维尔
Guebwiller,盖布维莱尔
Niort,尼奥尔
Gerbéviller,热贝维莱
Le Plessis-Bouchard,勒普莱西布沙尔
Castetner,卡斯泰特内
Vouziers,武济耶
La Celle,拉塞勒
OGC Nice,尼斯蔚藍海岸奧林匹克體操俱樂部
Peyrestortes,佩雷斯托尔特
Castétis,卡斯泰蒂斯
Cadillon,卡迪永
Ploulec'h,普卢莱克
Harville,阿尔维尔
Billère,比耶尔
Saint-Germain-en-Laye,圣日耳曼昂莱
ancien canton français,县
Largentière,拉让蒂耶尔
Chilly-Mazarin,希伊-马萨林
Saint-Laurent-Bretagne,圣洛朗-布列塔尼
aéroport de Brive-Vallée de la Dordogne,布里夫-蘇伊拉克機場
Espiute,埃斯皮于特
Neuvillers-sur-Fave,法沃河畔纳维莱尔
Vignes,维涅
Dracy,德拉西
Damigny,达米尼
Lavastrie,拉瓦斯特里
Ollainville,奥兰维尔
Vervins,韦尔万
Ski de fond aux Jeux olympiques d'hiver de 1924 – 50 km hommes,1924年冬季奥林匹克运动会越野滑雪比赛 - 男子50千米
basilique Saint-Denis,圣德尼圣殿
Saint-Boès,圣博埃斯
Claracq,克拉拉克
canton de Challans,沙朗县
liste des communes de Tarn-et-Garonne,塔恩-加龙省市镇列表
Les Noces de Cana,迦拿的婚禮
Bonnieux,博尼约
Moulins,穆兰
Prégilbert,普雷日尔贝
Cholet,紹萊
Intercontinental Le Mans Cup,利曼洲際盃
université de Paris,巴黎大学
Coulonces,库隆斯
Briis-sous-Forges,布里苏福尔日
Bernos-Beaulac,贝尔诺斯-博拉克
Saint-Germain-d'Ectot,圣日耳曼代克托
Cricqueville-en-Bessin,贝桑地区克里克维尔
Bathelémont,巴泰莱蒙莱博泽蒙
Fontenoy-sur-Moselle,摩泽尔河畔丰特努瓦
Dompierre,栋皮埃尔
Montbard,蒙巴爾
Forges-les-Bains,福尔日莱班
Lez,莱兹河
Milly-sur-Bradon,布拉东河畔米利
Charmois,沙尔穆瓦
Charcenne,沙尔塞讷
Hannonville-Suzémont,阿农维尔-叙泽蒙
Frebécourt,弗勒贝库尔
Hellfest,地獄盛宴音樂節
Zénith,泽尼特演艺中心
Zénith de Paris,巴黎天頂體育館
Lupcourt,吕普库尔
Mazères,马泽尔
Saint-Clément,圣克莱芒
ordre royal et militaire de Saint-Louis,聖路易教團
Longpont-sur-Orge,奥尔日河畔隆蓬
Pouillenay,普耶奈
Saint-Péver,圣佩韦
Groupement des écoles d'aéronautique,航空学校集团
Dorceau,多尔索
Uzos,于佐斯
Saponay,萨波奈
Faverolles,法沃罗勒
Fel,费勒
Hillion,伊利永
Cuq,屈克
Soisy-sur-École,埃科勒河畔苏瓦西
Balinghem,巴兰冈
Pugnac,皮尼亚克
camp de Drancy,德朗西拘留營
Cissac-Médoc,锡萨克梅多克
Venarey-les-Laumes,沃纳雷莱洛姆
Saint-Quentin-sur-le-Homme,圣康坦叙勒奥姆
Arudy,阿吕迪
Beynac-et-Cazenac,贝纳克和卡兹纳克
Guibeville,吉布维尔
Langourla,朗古尔拉
Bellevesvre,贝勒韦夫尔
Lalande-de-Pomerol,拉朗德德波姆罗勒
Troussey,特鲁塞
Riocaud,里奥科
Maison-Maugis,迈松莫日
Blamont,布拉蒙
Consenvoye,孔桑瓦
Burey-en-Vaux,比雷昂沃
Internationaux de France de tennis 2010,2010年法國網球公開賽
Gauriac,戈里亚克
Trieux,特里约
Rhône-Poulenc,罗纳-普朗克公司
Montabard,蒙塔巴尔
Luçon,呂松
Pédernec,佩代尔内克
Bouray-sur-Juine,瑞讷河畔布赖
Savas,萨瓦
Champdor,尚多尔
Camiran,卡米朗
Le Dôme,馬塞巨蛋
Moutrot,穆特罗
Rurutu,魯魯圖島
Feings,凡村
Lisses,利斯
Saint-Jacut-de-la-Mer,滨海圣雅屈
canton de Decize,德西兹县
Estos,埃斯托斯
Montmerrei,蒙梅雷
Garrigues,加里格
Cubry,屈布里
Mont-Ormel,蒙托尔梅勒
Perrou,佩鲁
Moiron,穆瓦龙
Montgaudry,蒙戈德里
Jailly-les-Moulins,雅伊莱穆兰
Villeneuve,维勒讷沃
canton d'Aurec-sur-Loire,卢瓦尔河畔欧雷克县
Ceyzériat,塞泽里亚
château d'Ussé,於塞城堡
Frespech,弗雷斯佩克
Moulins-sur-Orne,奥恩河畔穆兰
Tour de France 1992,1992年環法自由車賽
Saint-Lormel,圣洛尔梅勒
Henvic,昂维克
Corseul,科尔瑟勒
Saint-Pey-de-Castets,圣佩德卡斯泰特
Caux,科镇
Vianne,维亚讷
Margueron,马尔格龙
La Prénessaye,拉普雷内赛
Taillecavat,塔耶卡瓦
Championnats du monde d'haltérophilie 1906,1906年世界举重锦标赛
Domvallier,栋瓦利耶
Lay-Saint-Remy,莱圣雷米
Tréduder,特雷迪代尔
Chalo-Saint-Mars,沙洛圣马尔
Simacourbe,锡马库尔布
Sauvelade,索沃拉德
golfe du Lion,利翁灣
Langueux,朗格
Gosné,戈内
Pailloles,帕约勒
Mardilly,马尔迪伊
Étais-la-Sauvin,埃泰拉索万
mont Bénara,贝纳拉山
Nages-et-Solorgues,纳日和索洛尔格
Sauveterre-de-Béarn,索沃泰尔德贝阿恩
Condat-sur-Vienne,维埃纳河畔孔达
Vix,维村
Trungy,特兰日
Ouillon,乌永
championnat de France de football 1982-1983,1982–83法甲球季
Damvillers,当维莱尔
Charix,沙里
Verneuil-Moustiers,韦尔讷伊穆斯捷
Daft Punk,蠢朋克
Taden,塔当
Bar-le-Duc,巴勒迪克
Saint-Anthème,圣昂泰姆
Maconcourt,马孔库尔
Jurques,瑞尔克
Noron-la-Poterie,诺龙拉波特里
Neuilly-le-Bisson,讷伊莱比松
Le Faouët,勒法韦特
Valfroicourt,瓦尔弗鲁瓦库尔
Cauzac,科扎克
Rouperroux,鲁佩鲁
Nied,尼德河
Neauphe-sous-Essai,诺夫苏塞赛
Saint-Pierre,圣皮埃尔
Montilly-sur-Noireau,努瓦罗河畔蒙蒂伊
Pussay,皮赛
Bain-de-Bretagne,布列塔尼地区班
Saint-Thurien,圣蒂里安
Trégastel,特雷加斯泰勒
Neuvy-au-Houlme,讷维欧乌尔姆
Saint-Vigor-le-Grand,大圣维戈尔
Roucamps,鲁康
Pont-Croix,蓬克鲁瓦
Carsac-Aillac,卡尔萨克-阿亚克
athlétisme aux Jeux olympiques d'été de 1924,1924年夏季奧運田徑比賽
Sauzet,索泽
Montaut,蒙托
Danvou-la-Ferrière,当武-拉费里耶尔
Veaunes,沃讷
Roiville,鲁瓦维尔
Roche-Charles-la-Mayrand,罗什夏尔-拉迈朗
César de la meilleure photographie,凱薩獎最佳攝影獎
Union internationale des architectes,国际建筑师协会
Neauphe-sur-Dive,迪沃河畔诺夫
Essegney,埃斯涅
Saint-Denoual,圣德努阿勒
