George Washington,조지 워싱턴
Michael Brecker,마이클 브레커
Genndy Tartakovsky,겐디 타타코프스키
Clay Aiken,클레이 에이킨
Harold Ramis,해럴드 레이미스
Heather Tom,헤더 톰
Michael E. Brown,마이클 E. 브라운
Patrick McGoohan,패트릭 맥구언
Chamillionaire,카밀리어네어
Eric Lloyd,에릭 로이드
Jeff Hanneman,제프 한네만
Edward Drinker Cope,에드워드 드링커 코프
Charles M. Schulz,찰스 M. 슐츠
Kid Cudi,키드 커디
George Wallace,조지 월리스
George Lakoff,조지 레이코프
Frank Drake,프랭크 드레이크
Victoriano Huerta,빅토리아노 우에르타
Emperor Norton,조슈아 에이브러햄 노턴
Aaron Sorkin,에런 소킨
Sonny Rollins,소니 롤린스
Evan Lysacek,에번 라이서첵
Cody Rhodes,코디 로즈
Nick Cravat,닉 그라뱃
Liberace,리버라치
Charles Augustus Briggs,찰스 브릭스
Tommy Bolin,토미 볼린
Sonny Liston,소니 리스턴
Mark St. John,마크 세인트 존
Lewis Hine,루이스 하인
Minoru Yamasaki,미노루 야마사키
Harry Hillman,해리 힐먼
Martin Sheridan,마틴 셰리든
Charley Paddock,찰리 패덕
Anna Deavere Smith,안나 디버리 스미스
Levi P. Morton,리바이 P. 모턴
John Nance Garner,존 낸스 가너
John Schneider (screen actor),존 슈나이더
Jack Klugman,잭 클러그먼
Tony Randall,토니 랜들
Cornelius Vanderbilt,코닐리어스 밴더빌트
Corin Nemec,코린 네멕
George W. Crawford,조지 W. 크로퍼드
Harry Connick Jr.,해리 코닉 주니어
Murder of Joseph Augustus Zarelli,상자 속 소년
Thomas R. Marshall,토머스 R. 마셜
Vitaly Scherbo,비탈리 셰르보
Nguyễn Văn Thiệu,응우옌반티에우
Tommy Dreamer,타미 드리머
Jason Schwartzman,제이슨 슈워츠먼
Don S. Davis,돈 S. 데이비스
Duane Allman,듀안 올맨
Richard Burr,리처드 버
Tim O'Reilly,팀 오라일리
Edwin S. Porter,에드윈 S. 포터
Thomas Curtis (athlete),토머스 커티스
Gabe Newell,게이브 뉴얼
Christopher Gorham,크리스토퍼 고럼
Peter MacNicol,피터 맥니콜
Simon Helberg,사이먼 헬버그
Danny Aiello,대니 아이엘로
Shawn Crahan,숀 크레이언
Jerry Falwell,제리 폴웰
Ben Moody,벤 무디
Eric Singer,에릭 싱어
William Shirley,윌리엄 셜리
John Armstrong Sr.,존 암스트롱
Joe Santos,조 산토스
Oliver Sipple,올리버 시플
Roy O. Disney,로이 O. 디즈니
Wilmer Valderrama,윌머 발더라마
Ryan Seacrest,라이언 시크레스트
Tom Kenny,톰 케니
Brad Garrett,브래드 개릿
Larry the Cable Guy,래리 더 케이블 가이
Stephen Colletti,스티븐 콜레티
Brian Littrell,브라이언 리트럴
James Cromwell,제임스 크롬웰
Ali Hillis,앨리 힐리스
Tom Berenger,톰 베렌저
Brandon Routh,브랜던 라우스
Rex Tillerson,렉스 틸러슨
Tito Larriva,티토 라리바
Lynda Day George,린다 데이 조지
Shelton Benjamin,셸턴 벤저민
Bryan Danielson,대니얼 브라이언
Mario Lanza,매리오 랜저
David Filo,데이비드 파일로
P. G. T. Beauregard,피에르 보우리가드
Maxwell D. Taylor,맥스웰 테일러
Eric Dane,에릭 데인
Anthony Anderson,앤서니 앤더슨
Nouriel Roubini,누리엘 루비니
William Clark,윌리엄 클라크 (탐험가)
Dwight Schultz,드와이트 슐츠
Jack Welch,잭 웰치
Sam Huntington,샘 헌팅턴
Curtis Callan,커티스 캘런
George McGovern,조지 맥거번
Joe Montana,조 몬태나
David Lee Roth,데이비드 리 로스
King C. Gillette,킹 C. 질레트
Albert Ellis,앨버트 엘리스
Mortimer J. Adler,모티머 J. 애들러
Mel Sheppard,멜 셰퍼드
Berry Gordy,베리 고디
Vannevar Bush,버니바 부시
Tamara Tunie,타마라 투니
Daniel Dae Kim,대니얼 대 킴
Jamie Hyneman,제이미 하이네만
Travie McCoy,트래비 매코이
Tommy Lee,토미 리
Ellery Harding Clark,엘러리 하딩 클라크
Thomas Burke (athlete),토머스 버크 (육상 선수)
Luke Benward,루크 벤워드
Dean Edwards,딘 에드워즈
John Gotti,존 고티
Israel Kirzner,이즈리얼 커즈너
René Auberjonois,러네이 오베어전와
George Benson,조지 벤슨
Nick Cannon,닉 캐넌
Pierre Omidyar,피에르 오미디아
Henry Knox,헨리 녹스
Steve Ditko,스티브 딧코
Othniel Charles Marsh,오스니얼 찰스 마시
Howard H. Aiken,하워드 에이컨
Mark Dacascos,마크 다카스코스
George Mikan,조지 마이컨
James Patrick Stuart,제임스 패트릭 스튜어트
Mark Felt,마크 펠트
Trinh Xuan Thuan,찐 쑤언 투언
Donald O'Connor,도널드 오코너
Lee J. Cobb,리 J. 코브
Leon Czolgosz,리언 촐고츠
John Shanks,존 생크스
Mitch McConnell,미치 매코널
Paul Ekman,폴 에크만
Dom DeLuise,돔 더루이즈
Cesar Chavez,세자르 차베스
Philip Sheridan,필립 셰리든
Michel Fokine,미하일 포킨
Vincent Schiavelli,빈센트 스키아벨리
Lead Belly,레드 벨리
Benjamin Lee Whorf,벤자민 리 워프
Jason White (Green Day guitarist),제이슨 화이트 (음악가)
Morris Swadesh,모리스 스와데시
Alice Cooper,앨리스 쿠퍼
Marissa Ribisi,마리사 리비시
Paula Jai Parker,폴라 자이 파커
Anton Yelchin,안톤 옐친
Edward Zwick,에드워드 즈윅
Shannon Leto,섀넌 레토
Ronnie Van Zant,로니 반 잰트
Joe Dumars,조 듀마스
Howard Stern,하워드 스턴
MC Ren,MC 렌
Dan Balan,단 벌란
Paul Desmond,폴 데즈먼드
Robert Bloch,로버트 블록
George Macready,조지 맥크리디
Kyrie Irving,카이리 어빙
Thomas Wolfe,토머스 울프
Gregory Bateson,그레고리 베이트슨
Buddy Guy,버디 가이
Robert Anton Wilson,로버트 앤턴 윌슨
Leo McCarey,리오 매케리
Ronald Wayne,로널드 웨인
Kevin Roche,케빈 로시
James Deen,제임스 딘 (포르노 배우)
Johnny Winter,조니 윈터
Harry Shum Jr.,해리 셤 주니어
Eric F. Wieschaus,에릭 F. 위샤우스
Tony Yayo,토니 야요
Angelique Pettyjohn,안젤리크 페티존
A Martinez,에이 마르티네즈
AZ (rapper),AZ (래퍼)
Aviva Baumann,애비바 보먼
Ralph Ellison,랠프 엘리슨
Andy Kaufman,앤디 카우프만
David Krumholtz,데이비드 크럼홀츠
Kenneth Waltz,케네스 왈츠
David Price (baseball),데이비드 프라이스 (야구 선수)
Joe McCarthy (baseball manager),조 매카시
Peter Elias,피터 일라이어스
Robert Earl Keen,로버트 얼 킨
William Sloane Coffin,윌리엄 슬론 코핀
J. Barkley Rosser,존 버클리 로서
Elston Howard,엘스턴 하워드
Home Run Baker,홈런 베이커
Kenny Werner,케니 워너
Trevor Fehrman,트레버 퍼먼
Alan Mulally,앨런 멀러리
R. L. Stine,R. L. 스타인
George Lindbeck,조지 린드벡
Melissa McBride,멀리사 맥브라이드
Davis Cleveland,데이비스 클리블랜드
Brian Myers,커트 호킨스
Nick Lachey,닉 러셰이
Matt Bloom,맷 블룸
Ben E. King,벤 E. 킹
John Stamos,존 스테이모스
Bruce Boxleitner,브루스 복스라이트너
Antal Doráti,안탈 도라티
Brandon T. Jackson,브랜던 T. 잭슨
Bill Watterson,빌 워터슨
John Vincent Atanasoff,존 빈센트 아타나소프
Harry Dean Stanton,해리 딘 스탠턴
Eben Moglen,이벤 모글렌
Gangsta Boo,갱스타 부
Chris Webber,크리스 웨버
Aaron Burr Sr.,애런 버 1세
Aaron Carter,에런 카터
Fareed Zakaria,파리드 자카리아
Kevin McHale (actor),케빈 맥헤일 (배우)
Mark Salling,마크 샐링
Jason Biggs,제이슨 비그스
Vikki Carr,비키 카
J. Lawton Collins,J. 로턴 콜린스
Michael Freedman,마이클 프리드먼
Sam Kinison,샘 키니슨
Mel Ferrer,멜 퍼레어
Adam Dunn,애덤 던
Lily Rabe,릴리 레이브
Doug Liman,더그 라이먼
Tim "Ripper" Owens,팀 오언스
Walter Bedell Smith,월터 베델 스미스
Fred MacMurray,프레드 맥머리
Michael Urie,마이클 유리
Beast (Marvel Comics),비스트 (마블 코믹스)
Aaron Hernandez,애런 헤르난데즈
The Ultimate Warrior,얼티미트 워리어
Luther Burbank,루서 버뱅크
Perry Como,페리 코모
Judd Winick,저드 위닉
Tim McGraw,팀 맥그로
David O. Russell,데이비드 O. 러셀
John Paul Jones,존 폴 존스 (군인)
Nassim Nicholas Taleb,나심 니컬러스 탈레브
Enrico Bombieri,엔리코 봄비에리
Huey Long,휴이 롱
Brian McBride,브라이언 맥브라이드
Robert Christgau,로버트 크리스트가우
Alan Tudyk,앨런 튜딕
Woody Herman,우디 허먼
Jack DeJohnette,잭 디조넷
Ben Johnson (actor),벤 존슨 (배우)
Charlie Christian,찰리 크리스천
Phil LaMarr,필 러마
Frank Jarvis (athlete),프랭크 자비스
Albert Brooks,앨버트 브룩스
Balthazar Getty,밸세이저 게티
Aaron Peirsol,에런 피어솔
Aaron Rodgers,에런 로저스
Michael C. Williams (actor),마이클 C. 윌리엄스
Melissa Sagemiller,멀리사 세이지밀러
Harry Reid,해리 리드
Evgeni Malkin,예브게니 말킨
Erving Goffman,어빙 고프먼
Harold Lasswell,해럴드 라스웰
Bob Saget,밥 서겟
Thomas S. Monson,토머스 S. 몬슨
Gordon Bunshaft,고든 번샤프트
Wallace Carothers,월리스 캐러더스
Sanford B. Dole,샌퍼드 돌
Tom Bosley,톰 보즐리
Michael Trevino,마이클 트레비노
Aaron Norris,애론 노리스
Aaron Neville,에런 네빌
Xavier Cugat,사비에르 쿠가트
DJ AM,애덤 골드스타인
Stephen Dorff,스티븐 도프
Jason Reitman,제이슨 라이트먼
Aaron Paul,에런 폴
Edward Burns,에드워드 번스
Gray Davis,그레이 데이비스
Aaron Miller (ice hockey),에런 밀러
Laz Alonso,라즈 알론소
Arthur M. Wolfe,아서 M. 울프
Efim Zelmanov,예핌 젤마노프
David Mumford,데이비드 멈퍼드
Richard Borcherds,리처드 보처즈
Aaron Beck,에런 벡
Leslie Groves,레슬리 그로브스
Scott Caan,스콧 칸
Aaron Staton,에런 스테이턴
Aaron Swartz,에런 스워츠
Ellison Onizuka,엘리슨 오니즈카
Helen Mirren,헬렌 미렌
Elmore James,엘모어 제임스
Ben McKenzie,벤저민 매켄지
Aaron Russo,아론 루소
Aaron Schneider,에런 슈나이더
George Crumb,조지 크럼
Frank Klepacki,프랭크 클레패키
Benny Carter,베니 카터
Proof (rapper),프루프 (래퍼)
Jeff Fahey,제프 페이히
Ethan Suplee,이선 수플리
Robert Parish,로버트 패리시
Adam Irigoyen,애덤 이리고이언
Andy Hurley,앤디 헐리
Tom Sizemore,톰 시즈모어
Ian Crocker,이언 크로커
William C. McCool,윌리엄 맥콜
Rainn Wilson,레인 윌슨
Adam Gregory (actor),애덤 그레고리
Adam Greenberg (cinematographer),애덤 그린버그
Phil Anselmo,필 안젤모
Rockmond Dunbar,록먼드 던바
Heath Slater,히스 슬레이터
William Thurston,윌리엄 서스턴
Curtis T. McMullen,커티스 맥멀런
Levon Helm,레번 헬름
Bruce Dern,브루스 던
John Laurinaitis,존 로리네이티스
Charles W. Morris,찰스 윌리엄 모리스
Edwin Howard Armstrong,에드윈 하워드 암스트롱
Jermaine Dupri,저메인 듀프리
Fabolous,패볼러스
Adam G. Sevani,애덤 G. 세버니
Kenneth McMillan (actor),케네스 맥밀란
Randy Jackson (Jacksons singer),랜디 잭슨 (1961년)
Anderson Silva,안데르송 시우바
Laurence Luckinbill,로런스 러킨빌
Kasey Keller,케이시 켈러
Dustin Rhodes,더스틴 로즈
Andy Samberg,앤디 샘버그
David Otunga,데이비드 오텅가
Marvin Harris,마빈 해리스
Wayne Allwine,웨인 올와인
Heber Doust Curtis,히버 다우스트 커티스
Ad-Rock,애덤 호로비츠
Jello Biafra,젤로 비아프라
Julien Green,쥘리앵 그린
Eugene V. Debs,유진 데브스
Lew Wallace,루 월리스
Drew Carey,드루 케리
Lou Gehrig,루 게릭
Elgin Baylor,엘진 베일러
Martin Brodeur,마르탱 브로되르
Thomas Merton,토머스 머턴
Adam Jones (musician),애덤 존스 (음악가)
Jerry Trainor,제리 트레이너
Arne Duncan,안 덩컨
Noah Gray-Cabey,노아 그레이 케이비
Jose Pablo Cantillo,호세 파블로 칸틸로
James Kyson,제임스 기선 리
Ricky Nelson,리키 넬슨
Aarti Mann,아르티 만
Aaron Schroeder,에런 슈로더
Tate Donovan,테이트 도너번
Misha Collins,미샤 콜린스
Barry Bonds,배리 본즈
Barry Manilow,배리 매닐로
Maurice Sendak,모리스 센댁
Myer Prinstein,마이어 프린스타인
Ted Nugent,테드 뉴전트
Aaron Stanford,에런 스탠퍼드
Yokozuna (wrestler),요코주나 (프로레슬링 선수)
Shing-Tung Yau,야우싱퉁
Josh Hartnett,조시 하트넷
Ricky Schroder,릭 슈로더
Chris Masters,크리스 매스터스
Jackie Earle Haley,재키 얼 헤일리
Robert Vaughn,로버트 본
Sarah Lassez,사라 라세즈
Aasif Mandvi,아시프 맨드비
Leonard Frey,레너드 프레이
Osceola,오세올라
Jason Scott Lee,제이슨 스콧 리
Nathan Sivin,네이선 시빈
E. L. Doctorow,E. L. 닥터로
Patrick Stump,패트릭 스텀프
Michael W. Smith,마이클 W. 스미스
Mark Kelly,마크 켈리
Christopher McDonald,크리스토퍼 맥도널드
Elvin Jones,엘빈 존스
Jaume Collet-Serra,자우메 코예트세라
Aaron Yoo,에런 유
Adam Hann-Byrd,애덤 핸버드
Mel Blanc,멜 블랭크
Graham Nash,그레이엄 내시
Louis Wolheim,루이스 울하임
Adina Howard,아디나 하워드
Hal Holbrook,핼 홀브룩
Wayne Morris,웨인 모리스
John Ritter,존 리터
Elliott Gould,엘리엇 굴드
Donald Faison,도널드 페이손
Paul Volcker,폴 볼커
Adam LaVorgna,애덤 래보나
William Forsythe (actor),윌리엄 포사이스 (배우)
Adam Lamberg,애덤 램버그
David M. Brown,데이비드 맥도월 브라운
Gary Locke,게리 로크
Jeff Porcaro,제프 포카로
Adam Kubert,애덤 큐버트
Dennis Haysbert,데니스 헤이스버트
Pete Docter,피트 닥터
Cesar Millan,시저 밀란
Frank Ocean,프랭크 오션
Gary Ridgway,게리 리지웨이
Thomas Nagel,토마스 네이글
Michael Richards,마이클 리처즈
Tom Hulce,톰 훌스
A. E. van Vogt,A. E. 밴보트
James Brolin,제임스 브롤린
Royce da 5′9″,로이스 다 5'9"
John Waters,존 워터스
Anthony Edwards (actor),앤서니 에드워즈
Stephen Cole Kleene,스티븐 클레이니
Tory Belleci,토리 벨레치
Bill Joy,빌 조이
Nolan Bushnell,놀런 부슈널
Seymour Papert,시모어 페퍼트
Jensen Huang,젠슨 황
Hillary Scott,힐러리 스콧
Stephen Foster,스티븐 포스터
Noah Wyle,노아 와일리
John Forsythe,존 포사이드
Russ Meyer,러스 메이어
Jason Momoa,제이슨 모모아
Jeannot Szwarc,자노 슈와르크
Patrick Kane,패트릭 케인
Matt Bomer,맷 보머
Eric Kripke,에릭 크립키
Christopher Guest,크리스토퍼 게스트
Vladimir Kozlov,블라디미르 코즐로프
Mickey Spillane,미키 스필레인
Len Wiseman,렌 와이즈먼
Chris Noth,크리스 노스
Tito Jackson,티토 잭슨
John Cheever,존 치버
Colby O'Donis,콜비 오도니스
Dr. Luke,닥터 루크
Raviv Ullman,리키 울먼
Eddie Lewis (American soccer),에디 루이스
Robert Kanigher,로버트 캐니거
Adam Pally,애덤 팰리
Jeremy Shada,제러미 셰이다
Bradley Pierce,브래들리 피어스
MF Doom,MF DOOM
Macdonald Carey,맥도널드 케리
Jimmy Fallon,지미 팰런
Oswald Avery,오즈월드 에이버리
Robert Garrett,로버트 개릿
Roscoe Arbuckle,로스코 아버클
Paul Castellano,폴 카스텔라노
Nick Stahl,닉 스탈
Stephen Smale,스티븐 스메일
Jesse Douglas,제시 더글러스
James Dwight Dana,제임스 드와이트 대너
Irwin Shaw,어윈 쇼
Jeremy Piven,제러미 피번
David Brin,데이비드 브린
Sugar Ray Leonard,슈거 레이 레너드
Julian Casablancas,줄리언 카사블랑카스
Don Schollander,돈 숄랜더
Eddie Cahill,에디 케이힐
Adam Nelson,애덤 넬슨
Garry Marshall,게리 마셜
Stacy Keach,스테이시 키치
Danny McBride,대니 맥브라이드
Ub Iwerks,어브 아이웍스
Ricardo Chavira,리카르도 안토니오 차비라
Alessandro Nivola,알레산드로 니볼라
James Levine,제임스 리바인
George Clinton (funk musician),조지 클린턴 (음악가)
Walter Hill,월터 힐
Jeffrey Donovan,제프리 도너번
Adam McMullen,애덤 맥뮬런
Walter Pidgeon,월터 피전
Dalton Trumbo,돌턴 트럼보
Adam Przeworski,아담 쉐보르스키
Silas Weir Mitchell (actor),사일러스 위어 미첼 (배우)
Eddie Cantor,에디 캔터
Matt Grevers,맷 그리버스
Paul Gilbert,폴 길버트
Peter Sarsgaard,피터 사즈가드
Danny Huston,대니 휴스턴
Mark Eaton,마크 이턴
Peter Boyle,피터 보일
Jim Lee,짐 리
Richard Avedon,리처드 애버던
Carl Macek,칼 마섹
Jack Dorsey,잭 도시
Richard Jordan Gatling,리처드 조던 개틀링
Abba P. Lerner,아바 러너
James Franco,제임스 프랭코
Abbie Cobb,애비 코브
Abbie Hoffman,애비 호프먼
Andrei Okounkov,안드레이 오쿤코프
Van Heflin,밴 헤플린
Adam Rayner,애덤 레이너
Robert Ryan,로버트 라이언
Divine (performer),디바인 (배우)
C. S. Lee,C. S. 리
László Lovász,로바스 라슬로
Abby Aldrich Rockefeller,애비 올드리치 록펠러
Israel Gelfand,이즈라일 겔판트
Abby Dalton,애비 돌턴
George Gallup,조지 갤럽
Bugsy Siegel,벅시 시걸
Gutzon Borglum,거츤 보글럼
Wilfrid Voynich,빌프리트 보이니치
Elmore Leonard,엘모어 레너드
David Byrne,데이비드 번
Bill McCutcheon,빌 맥커천
Francis Collins,프랜시스 콜린스
Leo Gordon,리오 고든
David Farragut,데이비드 패러거트
Samuel Langley,새뮤얼 피어폰트 랭글리
Marc Webb,마크 웨브
Oscar Isaac,오스카 아이작
Gale Harold,게일 해럴드
Eddie Kaye Thomas,에디 케이 토머스
Adam Rodriguez,애덤 로드리게스
Charles Coburn,찰스 코번
James Gandolfini,제임스 갠돌피니
Michael Scofield,마이클 스코필드
Fred Ward,프레드 워드
Adam Rippon,애덤 리펀
Barry Pepper,배리 페퍼
Joseph Hooker,조셉 후커
Hiram Maxim,하이럼 스티븐스 맥심
Daniel Pearl,대니얼 펄
William Labov,윌리엄 라보프
Wes Studi,웨스 스투디
Tyga,타이가 (가수)
Mark Indelicato,마크 인델리카토
Ed Gein,에드 게인
Beau Bridges,보 브리지스
Charles Ives,찰스 아이브스
G. Stanley Hall,그랜빌 스탠리 홀
Brandon Flowers,브랜던 플라워스
Ritchie Valens,리치 밸런스
Freddie Prinze Jr.,프레디 프린즈 주니어
Blake Griffin,블레이크 그리핀
Edward Thorndike,에드워드 손다이크
Hikaru Nakamura,히카루 나카무라
Rex Stout,렉스 스타우트
Brian Krause,브라이언 크라우스
Bill Pullman,빌 풀먼
Audie Murphy,오디 머피
Marvin Hamlisch,마빈 햄리시
Adam Wylie,애덤 와일리
Adam West,애덤 웨스트
Trevor Lissauer,트레버 리자우어
Greg Grunberg,그레그 그런버그
Jeremy Lin,제러미 린
Anthony Franciosa,앤서니 프랜시오사
Hal Ashby,할 애슈비
Stewart Copeland,스튜어트 코플랜드
Burl Ives,벌 아이브스
Edward Furlong,에드워드 펄롱
