Douglas Adams,道格拉斯·亚当斯
Robert Hinde (British Army officer),罗伯特·欣德
Philip Hubble,菲利普·哈布尔
Belle White,贝尔·怀特
John Lander (rower),约翰·兰德
Ross Wallace,羅斯·瓦雷斯
Ross Rennie,羅斯·雷尼
Edward Pepper,爱德华·佩珀
Alfred Messenger,艾尔弗雷德·梅辛杰
John Whitaker (gymnast),约翰·惠特克·(体操运动员)
Samuel Walker (gymnast),塞缪尔·沃克
Phelan Hill,费伦·希尔
A. L. Morton,阿瑟·莫尔顿
William MacKune,威廉·麦丘恩
Charles Luck,查尔斯·勒克
Jack MacBryan,杰克·麦克布赖恩
Karl Vernon,卡尔·弗农
Rosalind Pitt-Rivers,羅莎琳德·皮特-里弗斯
Scott Arfield,斯科特·阿菲爾德
Georgina Harland,乔治娜·哈兰
Samir Carruthers,薩米爾·卡魯瑟斯
Sarah Hardcastle,萨拉·哈德卡斯尔
Cissie Stewart,茜茜·斯图尔特
Samuel Roukin,萨缪尔·罗金
Sean Morrison (footballer),肖恩·莫里森
Philip Wadler,菲利普·瓦德勒
William Fison,威廉·法伊森
Graham Brookhouse,格雷厄姆·布鲁克豪斯
Graeme Smith (swimmer),格雷姆·史密斯
Simon Ferry,西蒙·費里
Gregor Tait,格雷戈尔·泰特
Steve Parry (swimmer),史蒂夫·帕里
Reginald Potts,雷金纳德·波茨
Edward Potts (gymnast),爱德华·波茨
Henry Oberholzer,亨利·奥伯霍尔泽
Trevor Pinch,特雷弗·平奇
Sharon Hunt,莎伦·亨特
Donald Gollan,唐纳德·高兰
Pippa Wilson,皮帕·威尔逊
Lloyd Owen,勞埃德·歐文
Ruaridh Jackson,盧阿里迪·傑克遜
Rupert Young,魯伯特·揚
Po-Chih Leong,梁普智
Conor McAleny,康納爾·麥卡萊尼
Russell Stannard,拉塞尔·斯坦纳德
Stuart Dallas,斯圖爾特·達拉斯
"Stuart Gray (footballer, born 1960)",斯图尔特·格雷·(1960年)
Craig Clunas,柯律格
George Alexander (lacrosse),乔治·亚历山大
Timothée Jordan,蒂莫泰·若尔丹
Tom Coe (water polo),汤姆·科
"Tom Bradshaw (footballer, born 1992)",湯姆·布拉德肖
"Victor Rothschild, 3rd Baron Rothschild",第三代罗斯柴尔德男爵维克多·罗斯柴尔德
Michael McGovern (footballer),邁克爾·麥戈文
Jan Morris,珍·莫里斯
Alan Newton (cyclist),艾伦·牛顿
Ben Hamer,本·哈默
Tavis Knoyle,塔維斯·諾伊爾
Scott Barron,斯科特·巴隆
Scott Lawson,斯科特·羅森
Scott Williams (rugby union),斯科特·威廉姆斯
Sean Ellis,西恩·艾利斯·(導演)
Sebastian Armesto,塞巴斯蒂安·阿梅斯托
Bill Hoskyns,比尔·霍斯金斯
Shane Higgs,沙恩·希捷士
Toby Young,托比·揚
James Morrison (golfer),詹姆斯·莫里森·(高爾夫球手)
Tony Caig,安东尼·佳格
Trevor Morley,特雷弗·莫利
Sam Vesty,山姆·維斯提
Sally Carr,莎莉·卡爾
Sam Burgess,山姆·伯吉斯
Simon Danielli,西蒙·達利埃利
Simon Easterby,西蒙·伊斯特比
Lee Tomlin,李爾·湯連
Billy Knight (tennis),比利·奈特·(網球運動員)
Sarah Winckless,萨拉·温克利斯
Scott Golbourne,斯科特·戈爾德博尼
James Danielli,詹姆斯·丹尼尔利
Richie Ramsay,里奇·拉姆齊
Shauna Coxsey,肖娜·考克斯
Sidnie Manton,西德妮·曼顿
William Frederick Travers O'Connor,威廉·鄂康诺
"Jake Taylor (footballer, born 1991)",傑克·泰勒
Roger Collins,罗杰·柯林斯
"William Anderson (cricketer, born 1859)",威廉·安德森·(板球运动员)
"Jimmy Davidson (footballer, born 1925)",吉米·戴维森
Jimmy Binning,吉米·宾宁
Robert Kowalski,罗伯特·科瓦尔斯基
Joe Partington,喬·帕丁頓
Johnny Anderson (footballer),约翰尼·安德森
Aaron Morris (footballer),阿隆·莫里斯
Aaron McLean,阿隆·麦克林
Aaron Cresswell,艾朗·基士維
Owen O'Malley,欧文·欧玛利
Michael Oliver (referee),米高·奧利華
Con O'Neill (diplomat),歐念儒
Martin Ennals,马丁·恩纳尔斯
Robin Atkin Downes,羅賓·亞金·道恩斯
Shaun Ellis (wolf researcher),肖恩·埃利斯
Alex Smithies,阿萊克斯·史密夫亞斯
Adrian Parker,阿德里安·帕克
Adam Moffat,阿當·摩菲
John Lyall,約翰·里爾
Alfred Richard Orage,阿尔弗雷德·理查德·奥雷吉
Oxxxymiron,Oxxxymiron
June Croft,琼·克罗夫特
Luke Roberts (actor),盧克·羅伯斯
Antony Jay,安东尼·杰伊
Allan Jay,艾伦·杰伊
Andrew Astbury,安德鲁·阿斯特伯里
Stuart Hogg,斯圖爾特·霍格
Rosalind Hicks,羅莎琳·希克斯
Adam Thomas,亞當·托馬斯
"Patrick Balfour, 3rd Baron Kinross",帕特里克·贝尔福
Kate Allenby,凯特·艾伦比
George Rudé,乔治·鲁德
Margaret Kelly (swimmer),玛格丽特·凯利-霍曼
Stephen Webb (scientist),史蒂芬·韋伯
Stephen Myler,斯蒂芬·邁勒
Jeremy Hardy,杰瑞米·哈迪
Alan Combe,阿倫·甘比
John Pelling (fencer),约翰·佩林
Alexander Vlahos,亞歷山大·維拉赫斯
Stuart Armstrong,斯圖爾特·阿姆斯特朗
A. W. F. Edwards,A·W·F·爱德华兹
Irene Steer,艾琳·斯蒂尔
Belle Moore,贝尔·穆尔
Lachlan Nieboer,拉克蘭·尼布爾
Lee Lucas,李·盧卡斯
William Smith (field hockey),威廉·史密斯·(曲棍球运动员)
Gerald Logan,杰拉尔德·洛根
John Bennett (field hockey),约翰·本内特
Harvey Wood,哈维·伍德
Charles Atkin,查尔斯·阿特金
Reginald Crummack,雷金纳德·克拉马克
Kevin Keen,奇雲·基恩
Tony Bellew,東尼·貝婁
Emma Bonney,艾瑪·邦尼
Syd King,席德·京治
Eoin Morgan,伊恩·摩根
Ben Mee,本·梅
Ben Pipes,本·派普斯
"Billy Jones (footballer, born 1987)",比利·瓊斯
Louis Tomlinson,路易·湯姆林森
Alice Patten,彭雅思
Wendy Fraser,温迪·弗雷泽
Michael Frank Goodchild,迈克尔·弗兰克·古德柴尔德
Zayn Malik,贊恩·馬利克
Thomas Barclay (missionary),湯瑪斯·巴克禮
Harry Styles,哈利·斯泰爾斯
"Nathaniel Rothschild, 5th Baron Rothschild",内森尼尔·菲利普·维克托·詹姆斯·罗斯柴尔德
Kieron Richardson,基倫·理查森
Frederick Handley Page,弗雷德里·亨德里·佩奇
Jordan Brown (snooker player),喬丹·布朗·(司諾克運動員)
"James Gascoyne-Cecil, 4th Marquess of Salisbury",第四代梳士巴利侯爵詹姆斯·蓋斯科因-塞西爾
Thomas Howes (actor),托馬斯·豪伊斯
Tom Thorpe,湯姆·索普
Matt Ritchie,马特·里奇
Tyger Drew-Honey,泰格·德魯-哈尼
Michael Hoppé,迈克尔·霍普
Michael Morrison (footballer),迈克尔·莫里森
Adam Hart-Davis,亚当·哈特-戴维斯
Miles Hilton-Barber,邁爾斯·希爾頓-巴伯
G. R. Hawting,G.R.霍廷
Konni Zilliacus,小科尼·齐利亚克斯
Neil Mochan,尼尔·莫肯
David Dawnay,戴维·道内
Thom Evans,索姆·伊萬斯
Mark Beevers,馬克·貝維斯
Sammy Lee (footballer),森美·李爾
Caucher Birkar,考切尔·比尔卡尔
A. K. Warder,安東尼·渥德爾
Michael Howard (fencer),迈克尔·霍华德·(击剑运动员)
David Akers-Jones,鍾逸傑
Brian Jacks,布赖恩·杰克斯
Brydan Klein,布萊頓·克賴因
Neil Cochran,尼尔·科克伦
Liam Plunkett,利安·普倫科特
John Erickson (historian),約翰·埃里克森
Hollie Steel,荷莉·史蒂爾
Nick Love,尼克·拉夫
Sharon Rendle,莎伦·伦德尔
Harold Evans,哈羅德·埃文斯
Barry Sloane,巴里·斯隆
Deji Oshilaja,阿德吉·奥希拉贾
Adeel Akhtar,阿黛爾·阿赫塔爾
"Adam Webster (footballer, born 1995)",阿當·韋斯達
Chris Cook (swimmer),克里斯·库克
Chris Maxwell (footballer),克里斯·馬克思維爾
Chris Dickson (footballer),克里斯·迪克森
Pascal Langdale,帕斯卡爾·蘭格戴爾
Courtenay Taylor,考特尼·泰勒
Colin Wells (historian),科林·韦尔斯
Conor McLaughlin,科諾·麥勞夫林
Paul Easter,保罗·伊斯特尔
Anthony Taylor (referee),安東尼·泰萊
Stephen Tweedie,史提芬·崔迪
Cheryl Campbell,彻丽尔·坎贝尔
Peter Clarke (footballer),彼德·奇勒
Paul Rideout,保羅·列度奧
Paul Howe,保罗·豪
Dave Whelan,戴夫·惠蘭
Boris Uvarov,鲍里斯·乌瓦罗夫
Sarah Willis (hornist),莎拉·威利斯·(音樂家)
Sarah Bakewell,莎拉·贝克韦尔
Aden Flint,阿登·弗林特
Barton Biggs,巴顿·比格斯
Ralph Stevenson,施諦文
Ralph Evans (boxer),拉尔夫·埃文斯·(拳击运动员)
Adrian Jardine,阿德里安·贾丁
Gareth Evans (filmmaker),加雷斯·埃文斯
"Joe Riley (footballer, born 1991)",乔·莱利·(1991年)
Robbie Kay,羅比·凱
Adam Forshaw,亞當·福紹
Ray Freeman,雷·弗里曼
Peter Pawlett,彼得·帕萊特
Patrick McGuinness,帕特里克·麦吉尼斯
Craig Alcock,克雷格·阿爾科克
Rory Donnelly,羅伊·多内利
Daisy Dick,黛西·迪克
Craig Forsyth,克雷格·福赛思
Lady Cynthia Asquith,辛西娅·阿斯奎斯
Aiden O'Brien,艾登·奥布莱恩
Francis Cornish (diplomat),鄺富劭
Ann Parker Bowles,安·帕克·鮑爾斯
Adrian Ellison,阿德里安·埃利森
Ryan Mason,賴恩·美臣
Richard Bloomfield,理查德·布魯姆菲爾德
Karl Davies,卡爾·戴維斯
Sam Winnall,山姆·溫納爾
Adrian Slack,阿德里安·斯莱克
James Allison (motorsport),詹姆斯·艾利森·(動力運動)
Philip Grierson,菲利普·格里尔森
Peter Hartley (footballer),彼德·哈特利
Elizabeth Ferris (diver),伊丽莎白·费里斯
Dan Potts (footballer),丹·樸斯
"Adam Campbell (footballer, born 1995)",亞當·坎貝爾·(足球運動員)
Matty Kennedy,馬修·肯尼迪
Dale Carrick,戴爾·卡里克
Lee Jordan (Harry Potter),李·乔丹
Daniel McBreen,丹尼尔·麦克布林
Adam Tse,謝志強·(足球運動員)
Daniel Lafferty,丹尼爾·拉費迪
Daniel Alfei,丹尼爾·阿爾費
Daniel Topolski,丹尼尔·托波尔斯基
Adebayo Akinfenwa,阿德巴约·阿金芬瓦
Charles Currey,查尔斯·柯里
Maria Catalano,瑪莉亞·卡塔拉諾
Lennox Cowie,伦诺克斯·考伊
Sally Jewell,薩莉·朱厄爾
David Gandy,大衛·甘迪
Alan Bowness,艾伦·鲍尼斯
David Mathers (footballer),戴维·马瑟斯
"Serena Armstrong-Jones, Countess of Snowdon",斯諾登伯爵夫人塞雷娜·阿姆斯特朗-瓊斯
Aileen McGlynn,艾琳·麦格林
Mike Kenny (swimmer),迈克·肯尼
Kelly Fisher,凱莉·費雪
Jamie Walker (footballer),傑米·沃克
Charles Ingram,查爾斯·英格拉姆
Tom Adeyemi,汤姆·阿德耶米
James Gareth Endicott,文幼章
Richard Hull (writer),李察·霍爾
Rhoys Wiggins,羅伊斯·威金斯
Richard Phelps (pentathlete),理查德·费尔普斯
Albert Kempster,艾伯特·肯普斯特
Paul Cockshott,保罗·科克肖特
Danny Handling,丹尼·漢度寧
"Robert Reed, Baron Reed of Allermuir",韋彥德
Alec Scott,亚历克·斯科特
Alan Barrett (rower),艾伦·巴雷特
Alan Donald,唐納德·(英國駐華大使)
Alberto Rodrigues,羅理基·(醫生)
Helen Czerski,海伦·切尔斯基
Teodor Shanin,特奥多尔·沙宁
Michael Shelton,迈克尔·谢尔顿
Conrad Shawcross,康拉德·肖克罗斯
Albert Pollard,阿尔伯特·F·波拉德
Derek Adams,戴歷·阿當斯
Ernest Roney,欧内斯特·罗尼
Alan McClatchey,艾伦·麦克拉奇
"Alan Martin (footballer, born 1989)",阿倫·馬田
Cecil Potter,西爾·波特
George Jobey,喬治·約比
Alex Inglethorpe,阿莱克斯·英格尔索普
Alex Cairns,阿歷士·卡利斯
Alex Dunbar,阿萊克斯·鄧達
Alistair Potts,阿利斯泰尔·波茨
Frederick Chapman (footballer),弗雷德里克·查普曼
Mervyn Day,摩雲·地
Edgar Burgess,埃德加·伯吉斯
Zoe Robinson,佐伊·鲁宾逊
A. M. Williamson,愛麗絲·妙麗葉兒·威廉森
Alan Huggins,赫健士
Alan Macfarlane,艾伦·麦克法兰
Alan Mackin (tennis),艾倫·麥卡林
Alison Richard,艾莉森·理查德
Alison Sheppard,艾莉森·谢泼德
Alison Ramsay,艾莉森·拉姆齐
Alister Allan,阿利斯特·艾伦
John Moores (British businessman),約翰·摩爾斯·(商人)
Alistair Sinclair,阿利斯泰爾·辛克萊爾
Stephen Blackmore,史蒂芬·布萊克莫爾
Alex Goode,阿歷克斯·古德
Alan Pownall,亞倫·鮑納爾
Allen Whitty,艾伦·惠蒂
Alex Pritchard,亞歷士·比查特
A. E. Coppard,阿佛列·愛德嘉·柯伯德
John Motson,约翰·莫特森
Walter Allen,沃尔特·艾伦
Allan Whitwell,艾伦·惠特韦尔
Lee Mason,李·美臣
"Alexander Douglas-Hamilton, 16th Duke of Hamilton",第十六代漢密爾頓公爵亞歷山大·道格拉斯-漢密爾頓
Ian Banbury,伊恩·班伯里
John R. Napier,约翰·R·内皮尔
Hugh Norman-Walker,羅樂民
Alan Whicker,艾伦·威克
"Countess Zaria of Orange-Nassau, Jonkvrouwe van Amsberg",莎莉亞·(荷蘭女伯爵)
Aaron Taylor-Sinclair,艾朗·泰萊-冼佳亞
Aaron Shingler,阿隆·辛格勒
Aaron Phipps,阿龙·菲普斯
Alan Saunders (police officer),亞倫·桑達士
Alan Warren (sailor),艾伦·沃伦
Andrew Samuels,安德魯·沙繆斯
"Andrew Roberts, Baron Roberts of Belgravia",貝爾格萊維亞的羅伯茨男爵安德魯·羅伯茨
Adam Collin,亞當·科林
Alex Revell,亞歷山大·利維爾
Alexander Kellas,亞歷山大·米歇爾·凱拉斯
Amy Smith (swimmer),埃米·史密斯
Abu Ogogo,阿布·奥戈戈
Andy Couzens,安迪·卡曾斯
Amy Elizabeth Thorpe,艾米·伊丽莎白·索普
Andy Halliday,安迪·哈里德雷
Alan Tudge,阿蘭·塔吉
Andrew Walls,安德魯·華爾斯
Adam Reach,亞當·里奇
Andrew West (linguist),魏安
Andrew Willis (swimmer),安德魯·威利斯
Adam Rutherford,亚当·卢瑟福
"Alexander Thynn, 7th Marquess of Bath",第七代巴斯侯爵亞歷山大·錫恩
Andre Gray,安德烈·格雷
Anatol Yusef,阿納托爾·優素福
Alexandra Bastedo,亚历山德拉·巴斯蒂杜
Alastair Burnet,阿里斯戴尔·伯奈特
Alastair Stewart,阿拉斯泰爾·斯圖爾特
Andy Byford,安迪·拜福德
Andy Jameson,安迪·詹姆森
Anthony Galsworthy,高德年
Andy McDonald (politician),安迪·麥克唐納
Anthony Lamb (botanist),安东尼·兰姆
Andy Drury,安迪·德魯里
Alfred Mellows,艾尔弗雷德·梅洛斯
Aml Ameen,艾繆·艾敏
Andy Thorn (footballer),安迪·索恩
Anthony Pagden,安东尼·帕戈登
Arthur de Carle Sowerby,索威比
Ashley Eastham,阿什利·伊斯特漢姆
Anthony Grey,安東尼·格雷
Andrea Allan,安德里亚·艾伦
Andrea Dennis,安德烈娅·丹尼斯
Arthur Rook (equestrian),阿瑟·鲁克
Andrew Green (Formula One),安德鲁·格林
Andrew Hayden-Smith,安德魯·海登-史密斯
"Alf Bishop (footballer, born 1884)",阿尔夫·毕晓普
Alfred Hui,許廷鏗
Asha Philip,亚莎·菲利普
"Andy Robinson (footballer, born 1979)",安迪·羅賓遜
Andrew Cave-Brown,安祖·基夫布朗
Andrew Colin,安德魯·科林
Andy Peebles,安迪·皮布林斯
Andrew Henderson (botanist),安德鲁·詹姆斯·亨德森
Arthur Wiggins,阿瑟·威金斯
Andy Yiadom,安迪·亞當
Andrew Berry (biologist),安德鲁·贝瑞
Andrew Agnew (actor),安德鲁·阿格纽
Arthur Sulley,阿瑟·萨利
Arthur T. F. Reynolds,林得时
Ashley Taylor Dawson,阿什利·泰勒·道森
Anton Blackwood,安東·布力活特
Ashleigh Nelson (sprinter),阿什莉·尼尔逊
Ann Bishop (biologist),安·毕肖普
Andrew Lindsay,安德鲁·林赛
Andrew Leung,梁君彥
Andrew Li,李國能
"Archibald Sinclair, 1st Viscount Thurso",第一代瑟索子爵阿奇博尔德·辛克莱
Archibald Symington,阿奇博·希明頓
Dan Evans (tennis),丹·埃文斯
Andrew Justice,安德鲁·贾斯蒂斯
Antoinette Sandbach,宋碧芝
Mark Bonnar,马克·伯纳尔
Baden Baden-Powell,貝登·貝登堡
Tao Ho,何弢
Bert Lipsham,伯特·立沙姆
Bert Hoskins,艾伯特·霍金斯
Axel Firsoff,菲尔索夫陨击坑
Angela Saini,安琪拉·賽尼
Andrew Pink,安德魯·品克
Barbara Hambly (field hockey),芭芭拉·汉布利
Anna Jones (journalist),安娜·琼斯
Ian Henderson (footballer),伊恩·軒達臣
Arlene Foster,阿琳·福斯特
Barry Dagger,巴里·达格尔
Barry Douglas,巴里·道格拉斯
Bert Stansfield,貝特·史坦菲爾德
John Bowman (footballer),約翰·鮑曼·(足球運動員)
Ann Dowling,安道琳
Ann Moore (equestrian),安·穆尔
Archie MacDonald (wrestler),阿奇·麦克唐纳
Australians in the United Kingdom,在英國的澳大利亞人
Deborah Charlesworth,德博拉·查尔斯沃思
Bertram Lenox Simpson,辛博森
Anna Pinnock,安娜·平诺克
Anna Wilson-Jones,安娜·威尔逊-琼斯
Barry Evans (actor),巴里·埃文斯
Bertie Hill,伯蒂·希尔
Anne Warburton,安妮·沃伯頓
Bettany Hughes,贝塔妮·休斯
Betty Clemo,莫蘭詩
Bob Jones (sound engineer),鲍勃·琼斯
Bob Harris (footballer),鮑勃·哈里斯
Basil Brown,巴兹尔·布朗
Bel Powley,蓓尔·宝利
Bee Wilson,比·威尔逊
Bridget Parker (equestrian),布丽奇特·帕克
Ben Bussey,本·伯西
Arthur Edward Grasett,賈乃錫
Arthur Gostick Shorrock,邵涤源
Ben Fogle,本·福格尔
Bill Roscoe,比尔·罗斯科
Bill Rowe (sound engineer),比尔·罗维
Bill Shorten,比尔·萧藤
Anthony Bolton,安東尼·波頓
Anthony Browne (politician),安東尼·布朗尼
Bobby Thomson,巴比·湯森
Brian Whitehouse,布莱恩·怀特豪斯
Brennan Dickenson,本·狄金森
"Ben Davies (footballer, born 1995)",賓·戴維斯·(1995年出生足球員)
Ben Davis (cinematographer),本·戴維斯·(電影攝影師)
Ben Lewis (Australian actor),班·路易斯
Ben Stokes,本·斯托克斯
Bristol Museum %26 Art Gallery,布里斯托尔城市博物馆与美术馆
British Jamaicans,牙買加裔英國人
Bradley Dack,布拉德利·德克
Ben Hunt-Davis,本·亨特-戴维斯
Brook Bernacchi,貝納祺
Arthur Mapp,阿瑟·马普
Arthur Marwick,亞瑟·馬威克
Bruce Hapke,布魯斯·哈普克
Bruce Logan (rower),布鲁斯·洛根
Ben Polak,本·波拉克
Bryan Dutton,鄧守仁
Bryan Clarke,布莱恩·坎贝尔·克拉克
Bryan Fowler,布赖恩·福勒·(马球运动员)
Edmund Curtis,艾德蒙·柯蒂斯
Brendan Patricks,布倫丹·派翠克
Richard Olaf Winstedt,理查德·温斯泰德
Bryn Vaile,布林·韦尔
Bradley Walsh,布拉德利·沃爾什
Brady Haran,布雷迪·哈蘭
Geoff Mulgan,周若剛
Susan Bassnett,苏珊·巴斯奈特
Brendan Galloway,布倫丹·加路維
Brian Hanrahan,布莱恩·哈纳罕
Jocelyn Rae,乔斯琳·雷
Callum Reilly,卡勒姆·賴利
Brian Brinkley,布赖恩·布林克利
Charles Curtis (botanist),查尔斯·柯蒂斯·(植物学家)
Charles Goodhart,查尔斯·古德哈特
Calum Woods,卡拉姆·伍兹
Brian Clarke,布萊恩·克拉克
Charles A. Foster,查爾斯·A·福斯特
Bert Gosnell,艾伯特·高斯奈
Charles Bungay Fawcett,查尔斯·邦盖·福西特
Callum Wilson,卡勒姆·威尔逊
Callum McCaig,卡倫·麥克格
Sheila Jeffreys,希拉·杰弗里斯
Billy Knott,比利·克諾特
"Billy King (footballer, born 1994)",比利·金
Judith Mackay,麥龍詩迪
Chloe Sims,克蘿伊·西姆斯
Chow Chung-kong,周松崗
Victoria Williamson,维多利亚·威廉姆森
Maxwell Eley,马克斯韦尔·埃利
Charles Edwards (actor),查爾斯·愛德華茲·(英國演員)
"Ian Jones (sportsman, born 1934)",伊恩·琼斯
John Coulson,約翰·庫爾森
Jack Richardson (chemical engineer),傑克·理查森·(化學工程師)
Callum Harriott,卡林·哈里奧特
Charles Firth (historian),查尔斯·哈丁·费尔斯
Charles Hercules Read,查尔斯·赫拉克勒斯·里德
Brian Sparrow,布莱恩·斯帕鲁
Chris Baillieu,克里斯·贝利厄
Chris Fusaro,克里斯·富薩羅
Blair Currie,布萊爾·庫里
Bruce Leung,梁小龍
Chris Draper,克里斯·德雷珀·(帆船运动员)
Edd Gould,埃德·古尔德
Charles Leaf,查尔斯·利夫
Charles Luard,盧押
Brian Lloyd (rower),查尔斯·劳埃德
Caroline Jordan,卡罗琳·乔丹
Caroline Pidgeon,卡洛琳·皮金
Brian Priestman,布萊恩·普里斯特曼
Chris David (sound engineer),克里斯·大卫
Canning Fok,霍建寧
Caolan Lavery,卡奥蘭·拉維利
Bob Braithwaite,鲍勃·布雷思韦特
Bob Corish,罗伯特·科瑞什
Bob Day,鮑勃·戴伊
Chris Henry (rugby union),克里斯·亨利
Bob Crow,鮑勃·克勞
Blake Harrison,布莱克·哈里森
Clare Rewcastle Brown,凯丽·鲁卡瑟
Charles Taylor (physicist),查尔斯·A·泰勒
Claire Hamilton,克莱尔·汉密尔顿
