Figueras,菲格拉斯
Niebla,涅夫拉
Aldealafuente,阿尔德亚拉丰特
Aeropuerto de Ibiza,Ibiza（IBZ）
Peñalba,佩尼亚尔瓦
Secastilla,塞卡斯蒂利亚
Aeropuerto de Fuerteventura,富埃特文图拉机场
Aeropuerto de Granada,格蘭納達
Anchuras,安丘拉斯
Quintanar de la Sierra,金塔纳尔德拉谢拉
Torre la Ribera,托雷拉里韦拉
Valle de Lierp,巴列德列尔普
Isábena,伊萨韦纳
Premios Fotogramas de Plata,普拉塔攝影獎
Golfo de Rosas,羅塞斯灣
Valverde del Fresno,巴尔韦尔德德尔夫雷斯诺
Gallegos del Pan,加列戈斯德尔潘
Alconaba,阿尔科纳瓦
Málaga,马拉加酒
Parque del Laberinto de Horta,奧爾塔迷宮公園
Calzada de Calatrava,卡尔萨达德卡拉特拉瓦
Almarza,阿尔马萨
Partido Pirata,海盗党
Ducado de Alburquerque,阿尔布克尔克公爵
Batalla de Brihuega,布里韋加戰役
Cambrils,坎夫里尔斯
Valle de Bardají,巴列德瓦尔达希
Santaliestra y San Quílez,桑塔列斯特赖圣基莱斯
Els Quatre Gats,四只猫
Escuela de Salamanca,薩拉曼卡學派
Emakumeen Euskal Bira,女子环巴斯克自行车赛
Monesma y Cajigar,莫内斯迈卡希加尔
Vencillón,本西利翁
Guisona,吉索纳
Peralta de Calasanz,佩拉尔塔德卡拉桑斯
Canfranc,坎弗兰克
Foro Asturias,阿斯圖里亞斯論壇
Sociedad Estatal de Participaciones Industriales,西班牙國有工業控股公司
Antella,安特利亚
Iberdrola,伊比德羅拉
comarca de España,县
Movida madrileña,马德里运动
Castejón de Sos,卡斯特洪德索斯
Viacamp y Litera,比亚坎皮利特拉
Castelflorite,卡斯特尔夫洛里特
Laredo,拉雷多
El Correo,邮报
El Deseo,慾望電影公司
Cristo de la Luz,光辉基督清真寺
Universidad Internacional Menéndez Pelayo,梅嫩德斯·佩拉约国际大学
Villamartín,比利亚马尔廷
Turbón,圖爾邦山
parque nacional de la Sierra de Guadarrama,瓜達拉馬國家公園
Estadio de Sarriá,薩里亞體育場
San Mateo,桑特马特乌德尔迈斯特拉特
Yesa,耶萨
Perarrúa,佩拉鲁阿
Lanaja,拉纳哈
Montesclaros,蒙特斯克拉罗斯
elecciones generales de España de 2004,2004年西班牙大選
Almajano,阿尔马哈诺
Unión del Pueblo Navarro,納瓦拉人民聯盟
Aeródromo de Teruel,特鲁埃尔机场
Aeropuerto de Valladolid,巴利亚多利德机场
Pinar de Chamartín,查馬丁松林站
Castroserracín,卡斯特罗塞拉辛
Alegría de Álava,阿莱格里亚-杜兰特西
Aeropuerto de Reus,雷烏斯
FON,FON
Alcázar de Toledo,托莱多城堡
cultura de España,西班牙文化
Batalla de las Superficies,場地之戰
Arenillas,阿雷尼利亚斯
Santa Fe del Panadés,圣费德尔佩内德斯
Valencia de las Torres,巴伦西亚德拉斯托雷斯
Peralta,佩拉尔塔
Obanos,奥瓦诺斯
Vuelo 610 de Iberia,西班牙國家航空610號班機空難
La Boquería,博蓋利亞市場
Allariz,阿利亚里斯
Alentisque,阿伦蒂斯克
momias guanches,关契斯人的木乃伊
Protocolo de Tánger,丹吉尔协定
Vocento,沃森特集團
Base Aérea de Getafe,赫塔菲空軍基地
Abejar,阿韋哈爾
Murueta,穆鲁埃塔
Totanés,托塔内斯
Nuevo Baztán,新巴斯坦
San Vicente de Alcántara,圣比森特德亚尔坎塔拉
Santa Comba,圣孔瓦
Rascafría,拉斯卡夫里亚
San Agustín del Guadalix,圣阿古斯廷德尔瓜达利斯
Hernani,埃尔纳尼
Riotorto,里奥托尔托
Fuerza Nueva,新力量 (西班牙)
Mercado del Born,生於市場
El Mundo,世界报
Villagarcía de Arosa,比利亚加西亚-德阿罗萨
San Miguel de Corneja,圣米格尔德科尔内哈
Hoyorredondo,奥约雷东多
Sansol,桑索尔
Petilla de Aragón,佩蒂利亚德阿拉贡
Santiso,桑蒂索
Villanueva de San Juan,比利亚努埃瓦德圣胡安
Cabezas de Alambre,卡韦萨斯德亚兰夫雷
Cardeñajimeno,卡尔德尼亚希梅诺
Rois,罗伊斯
Solana de los Barros,索拉纳德洛斯瓦罗斯
Talayuela,塔莱韦拉
Santoña,桑托尼亚
Instinción,因斯廷西翁
Sober,索韦尔
Lodosa,洛多萨
Lerín,莱林
Uterga,乌特尔加
Arganza,阿尔甘萨
Valdevimbre,巴尔德温夫雷
Adradas,阿德拉达斯
Aeropuerto de Sevilla,塞維亞
Fútbol Club Barcelona,巴塞罗那足球俱乐部室内足球队
Estadio Anxo Carro,安肖·卡罗球场
Estadio Municipal de Anduva,安杜瓦市政球场
Pico Viñamala,维涅马勒峰
San Martín de Unx,圣马尔廷德温斯
Canencia,卡嫩西亚
Asedio del Santuario de Nuestra Señora de la Cabeza,卡貝薩聖母聖所圍困戰
Conferencia de Paz de Madrid,1991年馬德里會議
Minas de Riotinto,米纳斯德里奥廷托
La Bañeza,拉瓦涅萨
Moeche,莫埃切
Órdenes,奥尔德斯
Candeleda,坎德莱达
Carracedelo,卡拉塞德洛
Echauri,埃乔里
Villatuerta,比利亚图埃尔塔
Carucedo,卡鲁塞多
puente del Alamillo,阿拉米略桥
Universiada de Invierno 1981,1981年冬季世界大學生運動會
Ames,阿梅斯
Catedral de Nuestra Señora de la Asunción de Santander,桑坦德主教座堂
Batalla de Montiel,蒙铁尔战役
Cardeñosa de Volpejera,卡尔德尼奥萨德沃尔佩赫拉
Bentarique,本塔里克
Bayarque,巴亚尔克
Fuente de Piedra,丰特德彼德拉
Club Deportivo Alcalá,阿爾卡拉
Calasparra Fútbol Club,卡拉斯帕拉
Masters de Madrid 2010,2010年馬德里大師賽
Gutierre-Muñoz,古铁雷-穆尼奥斯
Sigeres,西赫雷斯
As Pontes de García Rodríguez,蓬特斯德加尔西亚罗德里格斯
As Somozas,索莫萨斯
Parcent,帕尔森特
Onda,翁达
línea 2 del Metro de Barcelona,巴塞隆拿地鐵
línea 5 del Metro de Barcelona,巴塞隆拿地鐵5號線
línea 1 del Metro de Barcelona,巴塞隆拿地鐵1號線
Vozmediano,博斯梅迪亚诺
Puerto de Barcelona,巴塞隆納港
Mugardos,穆加尔多斯
San Saturnino,圣萨图尔尼诺
Ribera del Fresno,里韦拉德尔夫雷斯诺
Fontiveros,丰蒂韦罗斯
Fabero,法韦罗
Hinojosa del Campo,伊诺霍萨德尔坎波
Ingenio,因赫尼奥
Pinell de Bray,埃尔皮内利德夫赖
Moya,莫亚
Molinos de Duero,莫利诺斯德杜埃罗
Segura de León,塞古拉德莱翁
Olimpiada Popular,人民奧林匹克運動會
El Escorial,埃莱斯科里亚尔
Real Balompédica Linense,林恩斯
Camporrélls,坎波雷利斯
Arjona,阿尔霍纳
Tuineje,图伊内赫
La Fatarella,拉法塔雷利亚
Madarcos,马达尔科斯
Sella,塞利亚
Palacio de la Aljafería,阿爾哈發利亞宮
First meeting of the Internet Governance Forum,互联网管理论坛
Lucainena de las Torres,卢凯内纳德拉斯托雷斯
Echalar,埃查拉尔
Valle de Valdebezana,巴列德瓦尔德韦萨纳
Corullón,科鲁利翁
Castrocontrigo,卡斯特罗孔特里戈
Campeonato Mundial de Atletismo en Pista Cubierta de 1991,1991年世界室内田径锦标赛
Universiada de Invierno 1995,1995年冬季世界大學生運動會
Monfero,蒙费罗
Navaridas,纳瓦里达斯
OHL,OHL
Paz y tregua de Dios,上帝的和平
Base Aérea de Morón,莫龍空軍基地
Estadio Romano,罗马诺体育场
Mascaraque,马斯卡拉克
Tranvía de Jaén,哈恩電車
Zaratán,萨拉坦
Gran Premio de Cataluña de Motociclismo,加泰隆尼亞賽大獎賽
Gumiel de Mercado,古米耶尔德梅尔卡多
Oquillas,奥基利亚斯
Val de San Martín,巴尔德圣马尔廷
Fréscano,弗雷斯卡诺
Los Barrios,洛斯巴里奥斯
Premio Nadal,纳达尔奖
Turre,图雷
Plan España,国际培幼会
Museo Arqueológico Nacional,西班牙國立考古博物館
Kelme,卡尔美
Puente Viesgo,蓬特维耶斯戈
Santiurde de Toranzo,桑蒂乌尔德德托兰索
Sitio arqueológico de Atapuerca,阿塔普埃尔卡山
Olmedillo de Roa,奥尔梅迪略德罗阿
Reinoso de Cerrato,雷诺索德塞拉托
Supermercados Dia,Dia
Sierra de Alcubierre,阿爾庫維耶雷山脈
Castil de Vela,卡斯蒂尔德韦拉
Telescopio Solar Sueco,瑞典太陽望遠鏡
Oroso,奥罗索
Laracha,拉拉查
Fuente Palmera,丰特帕尔梅拉
Fuente Obejuna,丰特奥韦胡纳
Mazaricos,马萨里科斯
Hoyos del Collado,奥约斯德尔科利亚多
Cuevas del Valle,库埃瓦斯德尔瓦列
La Solana,拉索拉纳
Cegama,塞加马
Sancti-Spíritus,桑克蒂-斯皮里图斯
San Pedro de Mérida,圣佩德罗德梅里达
Aznalcázar,阿斯纳尔卡萨尔
Ferrocarril de Sóller,索列爾鐵路
Algarrobo,阿尔加罗沃
Yepes,耶佩斯
Tormellas,托尔梅利亚斯
Cigoitia,锡戈伊蒂亚
Villabuena de Álava,比利亚武埃纳-德阿拉瓦
El Hoyo de Pinares,埃尔奥约德皮纳雷斯
Diputación Provincial de Barcelona,巴塞罗那省议会
Olula del Río,奥卢拉德尔里奥
Felix,费利斯
Banco Español de Algas,西班牙海藻数据库
Porreras,波雷雷斯
Cóbdar,科夫达尔
Armuña de Almanzora,阿尔穆尼亚德亚尔曼索拉
Yécora,耶科拉
Zalduendo de Álava,萨尔敦多德阿拉瓦
Mora de Ebro,莫拉德夫雷
Calzada del Coto,卡尔萨达德尔科托
Moreda de Álava,莫雷达德阿拉瓦
Castil de Peones,卡斯蒂尔德佩奥内斯
Jurisdicción de Lara,胡里斯迪克西翁德拉拉
Meaño,梅亚尼奥
Junquera de Ambía,克孙凯拉德亚恩维亚
Villamañán,比利亚马尼扬
Puente de Domingo Flórez,蓬特德多明戈夫洛雷斯
Villaturiel,比利亚图列尔
Valdepolo,巴尔德波洛
Laroya,拉罗亚
Bayárcal,巴亚卡尔
Cadrete,卡德雷特
Torrelapaja,托雷拉帕哈
Alicún,阿利昆
La Granjuela,拉格兰胡埃拉
Salvaleón,萨尔瓦莱翁
Santibáñez del Val,桑蒂瓦涅斯德尔瓦尔
El Barco de Valdeorras,奥瓦尔科德瓦尔德奥拉斯
Olmillos de Muñó,奥尔米略斯德穆尼奥
Encío,恩西奥
Ibeas de Juarros,伊韦亚斯德华罗斯
Lúcar,卢卡尔
Peñarrubia,佩尼亚鲁维亚
Valdesamario,巴尔德萨马里奥
Chercos,切尔科斯
Aragüés del Puerto,阿拉格斯德尔普埃尔托
Lluchmayor,柳克马霍尔
Villanueva de Jiloca,希洛卡新镇
Villarroya del Campo,比利亚罗亚德尔坎波
Pedroso de Acim,佩德罗索德亚西姆
Compromís,承諾聯盟
Final de la Liga Europa de la UEFA 2011-12,2012年歐洲聯賽決賽
Cantoria,坎托里亚
Cabeza del Caballo,卡韦萨德尔卡瓦略
Villanueva de Gállego,加列戈新镇
Fayón,法伊翁
Manchones,曼乔内斯
Tierga,铁尔加
Líjar,利哈尔
Fondón,丰东
Final de la Copa de Campeones de Europa 1955-56,1956年欧洲冠军杯决赛
Villarquemado,比利亚尔克马多
Salvatierra de los Barros,萨尔瓦铁拉德洛斯瓦罗斯
Hornachuelos,奥尔纳丘埃洛斯
Campo Lameiro,坎波拉梅罗
Gondomar,贡多马尔
La Muela,拉穆埃拉
Alzo,阿尔索
Los Corrales de Buelna,洛斯科拉莱斯德武埃尔纳
Anievas,阿涅瓦斯
Colindres,科林德雷斯
Arnuero,阿尔努埃罗
Talamantes,塔拉曼特斯
Silleda,锡列达
Urdiales del Páramo,乌尔迪亚莱斯德尔帕拉莫
Esgos,埃斯戈斯
Astigarraga,阿斯蒂加拉加
Remolinos,雷莫利诺斯
Castro Caldelas,卡斯特罗卡尔德拉斯
La Merca,阿梅尔卡
Albanchez,阿尔万切斯
Villa de Cruces,比拉德克鲁塞斯
Moraña,莫拉尼亚
Cabuérniga,卡武埃尔尼加
Lanciego,兰谢戈
Gérgal,赫尔加尔
Piratas de Galicia,加利西亞海盜黨
Los Llanos de Tormes,洛斯利亚诺斯德托尔梅斯
Universidad de Navarra,納瓦拉大學
Sena de Luna,塞纳德卢纳
Santa Cruz del Retamar,圣克鲁斯德尔雷塔马尔
Carballino,奥卡尔瓦利尼奥
Carballeda de Valdeorras,卡尔瓦列达德瓦尔德奥拉斯
Muiños,穆伊尼奥斯
Padrenda,帕德伦达
Ajofrín,阿霍夫林
Madridejos,马德里德霍斯
Oquendo,奥肯多
Castroverde,卡斯特罗韦尔德
Argoños,阿尔戈尼奥斯
Bárcena de Cicero,巴尔塞纳德西塞罗
Urrea de Jalón,乌雷亚德哈隆
Vera de Moncayo,贝拉德蒙凯奥
Leaburu,莱阿武鲁
Plenas,普莱纳斯
Monegrillo,莫内格里略
Nuez de Ebro,努埃斯德埃夫罗
Bernedo,贝尔内多
Elciego,埃尔谢戈
batalla de Bailén,拜倫戰役
Torre Emperador Castellana,太空塔
Torre Picasso,畢卡索大樓
Archidiócesis de Granada,天主教格拉纳达总教区
catedral de San Martín,歐倫塞主教座堂
Erytheia,厄律提亚
Archidiócesis de Barcelona,天主教巴塞罗那总教区
Archidiócesis de Burgos,天主教布尔戈斯总教区
Montalbán de Córdoba,蒙塔尔万德科尔多瓦
Iruraiz-Gauna,伊鲁赖斯-高纳
Castrelo del Valle,卡斯特雷洛多瓦尔
Cenlle,森列
Seseña,塞塞尼亚
Cabra,卡夫拉
PS10,PS10太陽能發電塔
Almatret,阿尔马特雷特
Poblado de Cala Morell,卡拉莫若爾聚居地
Legorreta,莱戈雷塔
Ainzón,阿因松
Lumbrales,伦夫拉莱斯
Premio Goya a la mejor interpretación masculina de reparto,哥雅獎最佳男配角
Eskalera Karakola,埃斯卡莱拉卡拉科拉
Centro de Supercomputación de Galicia,加利西亞超級計算中心
Alesón,阿莱松
El Astillero,埃拉斯蒂列罗
Camaleño,卡马莱尼奥
Alzaga,阿尔萨加
Archidiócesis de Tarragona,天主教塔拉戈纳总教区
Archidiócesis de Santiago de Compostela,天主教圣地亚哥-德孔波斯特拉总教区
Archidiócesis de Zaragoza,天主教萨拉戈萨总教区
Archidiócesis de Sevilla,天主教塞维利亚总教区
Hernialde,埃尔尼亚尔德
Brea de Aragón,布雷亚德亚拉贡
Galbárruli,加尔瓦鲁利
Rúa,阿鲁阿
Leiro,莱罗
Querol,克罗尔
Borjas Blancas,莱斯沃尔赫斯夫兰克斯
Narón,纳龙
Albíztur,阿尔维斯图尔
Torralba de los Frailes,托拉尔瓦德洛斯夫赖莱斯
Cola Cao,高乐高
Archidiócesis de Mérida-Badajoz,天主教梅里达-巴达霍斯总教区
Academia del Aragonés,阿拉贡语言学院
archidiócesis de Oviedo,天主教奥维耶多总教区
Lucena de Jalón,哈隆河畔卢塞纳
Belaunza,贝劳恩萨
San Bartolomé de Corneja,圣巴尔托洛梅德科尔内哈
Collado del Mirón,科利亚多德尔米龙
Pascualcobo,帕斯夸尔科沃
Espinosa de los Caballeros,埃斯皮诺萨德洛斯卡瓦列罗斯
Alhabia,阿尔阿维亚
Viator,比亚托尔
Isasondo,伊萨松多
Gaviria,加维里亚
Benizalón,贝尼萨隆
Alsodux,阿尔索杜斯
Guardamar del Segura,瓜尔达马尔德尔塞古拉
Alonsótegui,阿隆索特吉
Torralba de Calatrava,托拉尔瓦德卡拉特拉瓦
Val de San Lorenzo,巴尔德圣洛伦索
Moraleja,莫拉莱哈
Carballedo,卡尔瓦列多
Cillorigo de Liébana,西略里戈德列瓦纳
Bareyo,巴雷奥
Tabernas,塔韦尔纳斯
San Juan del Puerto,圣胡安-德尔普埃托
El Gastor,埃尔加斯托尔
Partido Popular Catalán,加泰羅尼亞人民黨
Fuentes de Oñoro,丰特斯德奥尼奥罗
Alboloduy,阿尔沃洛杜伊
Perdiguera,佩尔迪格拉
Moneva,莫内瓦
Mianos,米亚诺斯
Valle de Ricote,里科特谷
Estadio El Molinón-Enrique Castro Quini,莫利農球場
Donjimeno,东希梅诺
San Esteban de Zapardiel,圣埃斯特万德萨帕尔迭尔
Ayala,阿亚拉
Grandes y San Martín,格兰德西圣马尔廷
Piedralaves,彼德拉拉韦斯
San Esteban de los Patos,圣埃斯特万德洛斯帕托斯
Palacio Real de El Pardo,埃尔帕尔多皇宫
Cabana de Bergantiños,卡瓦尼亚德韦尔甘蒂托斯
Palacio de la Moncloa,蒙克洛亞宮
Museo Picasso Málaga,马拉加毕加索博物馆
Hurtumpascual,乌尔通帕斯夸尔
Sotillo de la Adrada,索蒂略德拉德拉达
Mainar,迈纳尔
Berástegui,贝拉斯特吉
Rábade,拉瓦德
Palenciana,帕伦西亚纳
Carnota,卡尔诺塔
archidiócesis de Valencia,天主教巴伦西亚总教区
Archidiócesis de Valladolid,天主教巴利亚多利德总教区
Diócesis de Málaga,天主教马拉加教区
San Mateo de Gállego,圣马特奥德加列戈
Larraul,拉劳尔
Elvillar,埃尔维利亚尔
Azuaga,阿苏阿加
Cerveruela,塞尔韦鲁埃拉
Pozuel de Ariza,波苏埃尔德亚里萨
Encinas Reales,恩西纳斯雷亚莱斯
Hazas de Cesto,阿萨斯德塞斯托
Cuartango,夸尔坦戈
Alconera,阿尔科内拉
Arraya-Maestu,阿拉亚-马埃斯图
Rioja,里奥哈
Alcolea,阿尔科莱亚
Elgueta,埃尔格塔
Mallén,马连
Sociedad Deportiva Compostela,孔波斯特拉足球俱乐部
Higuera de Vargas,伊格拉德瓦尔加斯
Retascón,雷塔斯孔
Acered,阿塞雷德
Oña,奥尼亚 (西班牙)
Dodro,多德罗
Arrazua-Ubarrundia,阿拉苏阿-乌瓦伦迪亚
Casariche,卡萨里切
Moraleja de Matacabras,莫拉莱哈德马塔卡夫拉斯
Salvadiós,萨尔瓦迪奥斯
Portillo de Toledo,波尔蒂略德托莱多
Berantevilla,贝兰特维利亚
Castro de Rey,卡斯特罗德雷
Estadio Carlos Belmonte,卡洛斯·贝尔蒙特球场
Estadio Cartagonova,卡塔戈诺瓦球场
Estadio El Alcoraz,阿尔科拉斯体育场
Estadio Helmántico,尼曼迪高球場
Estadio Las Gaunas,拿斯格洛斯球場
Villarrubia de Santiago,比利亚鲁维亚德桑蒂亚戈
Los Navalmorales,洛斯纳瓦尔莫拉莱斯
Quismondo,基斯蒙多
Mezalocha,梅萨洛查
Chodes,乔德斯
Aguilón,阿吉隆
Santa Cruz de Moncayo,圣克鲁斯德蒙凯奥
Marchena,马尔切纳
Ontígola,翁蒂戈拉
Castellar de la Frontera,卡斯特利亚尔德拉夫龙特拉
Lobera de Onsella,洛韦拉德翁塞利亚
Anento,阿嫩托
Baños de Valdearados,巴尼奥斯德瓦尔德亚拉多斯
Grisaleña,格里萨莱尼亚
Garganta del Villar,加尔甘塔德尔维利亚尔
Purchena,普尔切纳
Los Pintanos,洛斯平塔诺斯
Oseja,奥塞哈
Olula de Castro,奥卢拉德卡斯特罗
Alegría de Oria,奥里亚河畔阿莱格里亚
El Grove,埃尔格罗韦
Antas,安塔斯
Coliseum Alfonso Pérez,佩雷斯球場
Sarreaus,萨雷亚乌斯
Villares de la Reina,比利亚雷斯德拉雷纳
Añón de Moncayo,阿尼翁德蒙凯奥
Canillas de Río Tuerto,图埃尔托河畔卡尼利亚斯
Villarejo,比利亚雷霍
Oria,奥里亚
Nombrevilla,农夫雷维利亚
Ohanes,奥阿内斯
Urcabustaiz,乌尔卡武斯泰斯
Cerceda,塞尔塞达
Coristanco,科里斯坦科
El Rubio,埃尔鲁维奥
Estaca de Bares,埃斯塔卡德巴雷斯角
Boqueijón,博凯洪
Cazalla de la Sierra,卡萨利亚德拉谢拉
Cripán,克里潘
Carmonita,卡尔莫尼塔
Coria del Río,科里亚德尔里奥
San Martín de la Virgen de Moncayo,圣马尔廷德拉维尔亨德蒙凯奥
Balconchán,巴尔孔钱
Noblejas,诺夫莱哈斯
Alameda de la Sagra,阿拉梅达德拉萨格拉
Cospeito,科斯佩托
El Cerro de Andévalo,埃尔塞罗德亚恩德瓦洛
Donvidas,东维达斯
Yecla,耶克拉
Antas de Ulla,安塔斯德乌利亚
Comarca de Antequera,安特克拉郡
Estación de Canillejas,卡尼列哈斯站
Edificabilidad,建筑容积率
Palmeral de Elche,埃尔切的棕榈林
Oza de los Ríos,奥萨德洛斯里奥斯
Aspárrena,阿斯帕雷纳
Estadio de Pasarón,帕薩龍市政球場
Estadio Santo Domingo,圣多明戈市政球场
Estadio Nuevo Vivero,新比韦罗球场
Estadio Carlos Tartiere,卡洛斯·塔尔蒂埃雷球场
Estadio Municipal Álvarez Claro,阿尔瓦雷斯·克拉罗市政体育场
Vendrell,埃尔文德雷利
Montroig,蒙特-罗伊格德尔坎普
Estadio de Mendizorroza,門迪索羅薩球場
Estadio Municipal de Butarque,布塔克爾市政球場
Estadio Municipal de Chapín,查平体育场
Ahigal,阿伊加尔
Arco romano de Cabanes,卡本尼斯拱門
Manjabálago y Ortigosa de Rioalmar,曼哈瓦拉戈
Orellana la Vieja,旧奥雷利亚纳
Hinojosa del Valle,伊诺霍萨德尔瓦列
Esparragalejo,埃斯帕拉加莱霍
Farlete,法尔莱特
Benifallim,贝尼法利姆
Navardún,纳瓦尔敦
