Kazimierz III Wielki,卡齐米日三世
André Dej,安德烈·德伊
Radosław Majecki,拉多斯瓦夫·馬耶茨基
Daria Pikulik,达里娅·皮库利克
Jan Pawlowski,Jan Pawlowski
Bartosz Skwarczek,巴托茨·斯克沃泽克
Tadeusz Michalik,塔德乌什·米哈利克
Robert Ciborowski,罗伯特·齐博罗夫斯基
Tomasz Oświeciński,托马斯·奥斯维辛斯基
Dominik Olejniczak,多米尼克·奥列杰尼扎克
Maria Wierzbowska,玛丽亚·维日博夫斯卡
Krzysztof Piątek,克日什托夫·皮亚特克
Mateusz Biskup,马特乌什·比斯库普
Patryk Lipski,帕特里克·利普斯基
Mirosław Ziętarski,米罗斯瓦夫·津塔尔斯基
Piotr Michalski,皮奥特尔·米哈尔斯基
Michał Rozmys,米哈乌·罗兹米斯
Aleksandra Ciupa,亞歷山德拉·丘帕
Artur Mikołajczewski,阿图尔·米科瓦伊切夫斯基
Miłosz Jankowski,米沃什·扬科夫斯基
Mateusz Wilangowski,马特乌什·维兰戈夫斯基
Mateusz Borkowski,马特乌什·博尔科夫斯基
Gromee,格羅米
Adam Fronczak,福隆查克
Kamil Jóźwiak,卡米爾·約維亞克
Jarosław Wołejko,雅罗斯瓦夫·沃列科
Aleksandra Gaworska,亚历山德拉·加沃尔斯卡
Alina Scholtz,阿林娜·紹爾茨
Mateusz Surma,马特乌斯
Robert Gumny,罗伯特·古姆尼
Iga Świątek,伊加·斯維亞特克
Paweł Łukasz Urban,帕偉鄂本
Dariusz Kałuża,達理阿·卡盧扎
Jacek Andrzejewski,亚切克·安杰耶夫斯基
Jacek Wróbel,亚采克·弗罗贝尔
Dorota Kobiela,多洛塔·科别拉
Bartosz Bielenia,巴托斯·比莱尼亚
Tomasz Włosok,托马斯·沃洛索克
Mariusz Wodzicki,馬里烏什·沃季基
Szymon Żurkowski,西蒙·祖科夫斯基
Łukasz Wolsztyński,武卡什·沃尔什滕斯基
Norbert Huber,诺贝特·胡贝尔
Maria Uszacka,玛丽亚·乌萨卡
Bogusław Szmygin,博古斯瓦夫·什梅金
Jędrzej Taranek,耶德杰伊·塔拉内克
Patrycja Bereznowska,帕特里夏·別列茲諾斯卡
Tomasz Kaczmarek,托马什·卡兹马雷克
Roxana Trojanowska,罗克萨娜·特罗亚诺斯卡
Kryscina Cimanouska,克里斯蒂娜･齐马努斯卡娅
Magdalena Świerczyńska,马格达莱纳·斯维尔琴斯卡
Paweł Śmiłowski,帕维尔·斯梅洛夫斯基
Jacek Kołumbajew,亚采克·科勒姆巴耶夫
Aleksandra Wałaszek,亚历山德拉·瓦拉塞克
Anna Zamecka,安娜·扎梅卡
Maria Gorzechowska,玛丽亚·戈热霍夫斯卡
Kamil Lemieszewski,卡米尔·雷米泽斯基
Tekla Juniewicz,泰克拉·朱尼維茨
Tomasz Młynarski,托马斯·姆拉尔斯基
Katarzyna Zillmann,卡塔日娜·齐尔曼
Kaja Ziomek,卡娅·焦梅克
Przemysław Płacheta,比森斯瓦夫·派捷達
Mateusz Sochowicz,马特乌斯·索乔维奇
Andrzej Kaleta,安杰伊·卡莱塔
Marta Wieliczko,玛尔塔·维利奇科
Stanislaw Knapowski,斯塔尼斯瓦夫·克納波夫斯基
Anna Puławska,安娜·普瓦夫斯卡
Dominika Włodarczyk,多米尼卡·普托
Adam Sobczak,亚当·索布查克
Zofia Żuchowska,苏菲雅·茹诃夫斯卡
Nela Mała Reporterka,張諾連
Max Stryjek,馬克斯·斯特里耶克
Juliusz Kühl,尤利乌什·库尔
Marzena Diakun,马泽娜·迪亚昆
Joanna Dittmann,约安娜·迪特曼
Lanberry,Małgorzata Uściłowska
Olga Michałkiewicz,奥尔加·米哈乌凯维奇
Eva Kotchever,伊娃·科切弗
Tymoteusz Puchacz,蒂莫西·波查茨
Justyna Iskrzycka,尤斯蒂娜·伊斯克日茨卡
Paulina Paszek,宝琳娜·帕谢克
Piotr Rosinski,彼得·罗辛斯基
Kamil Miazek,卡美·米亞斯基
Mateusz Żukowski,马特乌什·佐柯斯基
Olivia Różański,奥利维娅·鲁然斯基
Natalia Kaczmarek,娜塔莉亞·卡奇馬雷克
Andżelika Wójcik,安杰莉卡·武伊齐克
Janusz Cieszyński,雅努什·切申斯基
Łukasz Szumowski,武卡什·舒莫夫斯基
Krzysztof Szczepaniak,克日什托夫·什泽帕尼亚克
Kamila Kamińska,卡米拉·卡米斯卡
Piotr Domalewski,皮特·多马列夫斯基
Małgorzata Gorol,马尔戈扎塔·戈罗尔
Tadeusz Kościński,科什辛基
Maria Dębska,玛利亚·德布斯卡
Mirosław Gajewski,林誉平
Beata Jaczewska,雅慈芙絲卡
Jan Lewan,揚·勒萬
Filip Lato,菲利普·拉托
Krzysztof Szumski,克日什托夫·舒姆斯基
Julia Wieniawa,朱莉娅·维尼瓦
Jakub Różalski,雅库布·罗扎尔斯基
Ania Kinski,安妮亚·金斯基
Karolina Bosiek,卡罗利娜·博谢克
Jakub Moder,雅各布·莫德爾
Michał Woś,米哈乌·沃希
Daniel Michalski,丹尼尔·米哈尔斯基
Aleksandra Zamojska,亚历珊德拉·扎莫伊斯卡
Helena Wiśniewska,海伦娜·维希涅夫斯卡
Magdalena Kajrowicz,马格达莱娜·卡伊罗维奇
Piotr Walczak,瓦查克
Anna Mubanga Beya,安娜·穆邦加
Aleksandra Goszczyńska,亚历山德拉·戈斯琴斯卡
Aleksandra Kowalczuk,亚历山德拉·科瓦尔楚克
Patrycja Adamkiewicz,帕特蕾恰·亚当凯维奇
Wiktoria Dąbczyńska,维多利亚·达布琴斯卡
Anna Bochnakowa,安娜博克纳克
Katarzyna Ucherska,卡塔日娜·乌切尔斯卡
Jakub Kumoch,古天卫
Jan Hołub,扬·霍武布
Kamil Grabara,加巴拿
Pia Skrzyszowska,皮娅·斯克日绍夫斯卡
Gosia Rdest,戈西亞·路德斯特
Marlena Milwiw,玛琳娜·米尔维
Katarzyna Zdziebło,卡塔日娜·兹齐布沃
Kamil Semeniuk,卡米爾·塞梅紐克
Aleksandra Zamachowska,亚历山德拉·亚雷茨卡
Tomasz Bartnik,湯瑪斯·巴特尼克
Jakub Piotrowski,雅各布·彼得羅夫斯基
Paweł Pogorzelski,帕维尔·波戈热尔斯基
Zofia Malisz,索菲亚·马利兹
Szymon Stułkowski,西滿·斯圖烏科夫斯基
Michał Kosiński,邁克爾·科辛斯基
Jan Kwieciński,贾恩·夸耶西因斯基
Jakub Wieczorek,雅库布·维克佐雷克
Aleksander Kocwa,亚历山大·科茨瓦
Jarosław Stasielak,贾罗斯瓦夫·斯塔西拉克
Jerzy Dzięgielewski,耶尔齐·吉耶列夫斯基
Adrian Benedyczak,阿德里安·本內迪扎克
Maja Chwalińska,玛雅·赫瓦林斯卡
Dariusz Kowaluk,達留什·科瓦盧克
Marcin Patrzałek,马尔钦·帕特扎莱克
Barbara Hermel-Niemczyk,芭尔芭拉·涅姆奇克
Kamil Bortniczuk,卡米尔·博尔特尼丘克
Elżbieta Wójcik,埃尔日别塔·武伊齐克
Joanna Ostrowska,喬安娜·奧斯特羅斯卡
Roksana Węgiel,罗沙娜·维奇尔
Laura Breszka,劳拉·布雷斯卡
Halina Słojewska,哈利娜·斯洛耶夫斯卡
Grzegorz Morawski,莫戈莳
Marek Wejtko,魏馬克
Aleksandra Dulkiewicz,亚历山德拉·杜尔凯维奇
Franciszek Honiok,弗朗齊歇克·翰尼歐克
Mateusz Bogusz,馬迪奧斯·波古斯
Jekatierina Kurakowa,叶卡捷琳娜 ·库拉科娃
Lukasz Kuczynski,武卡什·库琴斯基
Adam Bralczyk,亚当•布拉尔赤克
Magdalena Stysiak,瑪格達萊娜·斯蒂亞克
Magdalena Różańska,玛格达莱娜·罗赞斯卡
Edward Wolanin,爱德华·沃拉宁
Małgorzata Tomaszewska,瑪烏戈扎塔·托馬謝夫斯卡
Monika Chabel,莫妮卡·哈贝尔
Kacper Kozłowski,卡斯珀·科兹洛夫斯基
Mateo Klimowicz,马特奥·克利莫维奇
Maciej Glamowski,马切依·格拉莫夫斯基
Zbigniew Dembowski,兹比格涅夫·邓鲍夫斯基
Weronika Humaj,韦罗妮卡·胡玛
Dominika Jablonska,多米尼卡·贾布伦斯卡
Arkadiusz Okroj,阿爾卡迪烏什·奧克羅伊
Wojciech Skibicki,亞德伯·斯基比茨基
Wiktoria Adamek,维多利亚·阿达梅克
Jakub Kiwior,雅各布·基维奥尔
Maik Nawrocki,迈克·纳夫罗茨基
Marek Ciesielczuk,马莱克•切谢尔楚克
Sławomir Mentzen,斯拉沃米爾·門岑
Aleksandra Yermak,亚历珊德拉·耶尔马克
Robert Cybulski,罗伯特·齐布尔斯基
Adrian Meronk,阿德里安·米隆克
Viki Gabor,薇琪·加博爾
Edward Szydło,爱德华·希德沃
Marcin Bułka,馬爾欽·布爾卡
Eliza Rycembel,伊丽莎·雷切姆贝尔
Paulina Gałązka,保利娜·加旺斯卡
Sylwia Zyzańska,瑟尔维娅·齐扎尼斯卡
Blanka Lipińska,布兰卡·利宾斯卡
Dagmara Kaźmierska,达格玛拉·卡兹米尔卡
Nicola Zalewski,尼科拉·扎勒维斯基
Łukasz Pieniążek,Łukasz Pieniążek
Mikołaj Chroboczek,米科拉伊·霍罗布克
Jan Sobociński,扬·索博辛斯基
Marcin Przydacz,普希達克茲
Wojciech Jama,沃伊切赫・雅玛
Krzysztof Tuduj,克齐斯茨托夫·图杜吉
Riad Haidar,里亚德·海达尔
Michał Skóraś,米哈乌·斯库拉希
Adrian Galbas,亞德·加爾巴斯
Kornelia Marczak,科內利亞·馬爾恰克
Adrianna Sułek,阿德里安娜·苏韦克
Piotr Machłajewski,皮特·马赫拉杰夫斯基
Artur Dziambor,阿图尔·齐博尔
Janusz Kowalski,雅努什·科瓦尔斯基
Andrzej Szeptycki,安杰伊·蕭普提斯基
Bartosz Białek,巴爾托什·比亞萊克
Jakub Kamiński,雅庫布·卡明斯基
Wojciech Konieczny,沃伊切赫·科涅茨尼
Małgorzata Mandola,马尔戈扎塔·曼多拉
Kamil Piątkowski,卡米爾·彼特科夫斯基
Michał Karbownik,麥克·卡博尼克
Adam Ratajczyk,亚当·拉塔伊恰克
Maksymilian Rozwandowicz,马克西米利安·罗兹旺多维奇
Jan Czarlewski,扬·查勒夫斯基
Aleksander Sikora,亞歷山大·西科拉
Konrad Berkowicz,康拉德·贝科维奇
Paweł Jabłoński,帕维尔·亞布隆斯基
Ewa Puszczyńska,伊娃·普兹钦斯卡
Piotr Kosewicz,彼得·科塞维奇
Kacper Żuk,卡斯帕·祖克
Jan Komar,揚·科瑪
Barbara Kozber,芭芭拉·科兹伯
Gabriel Slonina,加布里埃爾·斯洛尼納
Mariusz Włodarski,马里乌斯·沃达尔斯基
Arkadiusz Reikowski,阿卡迪乌斯·雷科夫斯基
Józef Jakubowski,约瑟夫·雅库博夫斯基
Barbara Białowąs,芭芭拉·比亚拉沃斯
Agata Konarska,阿加塔·科納爾斯卡
Alicja Szemplińska,艾莉莎·申普林斯卡
Anna-Maria Sieklucka,安娜-玛丽亚·西克卢卡
Marcin Malaszczak,马尔辛·马拉斯卡克
Michal Kosakowski,米哈尔·科萨科夫斯基
David Masterson,戴维·马斯特森
Michał Socha,米哈尔·索查
Adam Bab,亞當·巴布
Szlama Cwajgenhaft,什洛莫·泽夫·兹韦根哈夫特
Marta Golba,玛尔塔·戈尔巴
Karolina Muller,卡罗利娜·马勒
Maria Łukaszewicz-Chantry,玛丽·钱特里
Henryk Kozubski,亨利克·科祖布斯基
Malwina Wędzikowska,玛尔维娜·温兹科沃斯卡
Katarzyna Grabowska,卡塔基娜·格拉博斯卡
Marta Chyczewska,玛尔塔·奇切夫斯卡
Magdalena Dipont,玛格达莱娜·狄蓬
Bronisław Zeman,布羅尼斯拉夫·熱曼
Marian Cholerek,瑪麗安·喬萊克
Bartłomiej Krat,巴特洛米耶·卡特
Karolina Staniec,卡罗琳娜·斯塔涅克
Filip Gurłacz,菲利普·古拉克斯
Karolina Bacia,卡罗琳娜·巴西亚
Magdalena Górka,马格达莱纳·戈尔卡
Stanisław Frejlak,斯坦尼斯瓦夫·弗雷拉克
Zuzanna Rogulska,苏珊
Mateusz Łasowski,马特乌斯·拉索夫斯基
Natalia Jamróz,Natalia Jamróz
Andrzej Niemyt,安杰伊·涅米特
Beata Jasińska,Beata Jasińska
Karol Dziuba,卡罗尔·德兹巴
Damian Kulec,达米安·库莱克
Jarosław Brzozowski,雅羅斯瓦夫·布若佐斯基
Krzysztof Gawlikowski,石施道
Kasha Bajor,卡莎·巴约
Julia Słupecka,Julia Słupecka
Marcel Lotka,马塞尔·洛特卡
Jeremy Sochan,傑瑞米·索汗
Sandra Drzymalska,桑德拉·兹马尔斯卡
Daniel Berlinski,Daniel Berlinski
Leszek Sibilski,莱谢克·西比尔斯基
Tomasz Krzemieniecki,托马斯·克泽米涅尼基
Polska 2050,波兰2050
Maciej Dawidek,维德克
Bogumił Rychłowski,博古米尔·雷赫沃夫斯基
Jakub Żytecki,雅各布·伊泰基
Franciszek Stachowiak,弗朗齐舍克·斯塔霍维亚克
Bart Voitila,巴特·沃伊特拉
Katarzyna Redzisz,卡西亚·雷吉兹
Damian Żurek,达米安·茹雷克
Bartosz M. Kowalski,巴托斯·M·科瓦尔斯基
Olivia Masoja,奥利维亚·马索亚
Weronika Falkowska,维罗妮卡·法尔科夫斯卡
Martyna Kubka,玛蒂娜·库布卡
Justyna Szczudlik,诗丽娜
Krzysztof Chmielewski,克日什托夫·赫梅莱夫斯基
Aneta Wojtaszek,阿内塔·沃伊塔泽克
Kinga Gacka,金加·加茨卡
Jakub Majerski,雅各布·马耶尔斯基
Magdalena Kozber-Żarów,玛格达莱娜·科兹伯
Krzysztof Kozber,科兹贝尔
Daria,达里娅
Sebastian Dela,塞巴斯蒂安·代拉
Oliwia Bieniuk,奥利维亚·比尼乌克
Krystian Ochman,克里斯提安·奧赫曼
Sara James,莎拉·詹姆士
Wacław Kondek,瓦茨瓦夫·康德克
Martyna Byczkowska,马蒂娜·比茨科斯卡
Michał Niewiński,米哈乌·涅温斯基
Karolina Pisarek,卡洛琳娜·皮薩列克
Jerzy Knothe,耶日·克诺泰
Józef Jakubowski,约瑟夫·雅库博夫斯基
Antonina Łuszczykiewicz,陆安宁
Milkwish,Milkwish
Weronika Ewald,维罗妮卡·埃瓦尔德
Przemysław Pawlak,普熱梅斯瓦夫·帕夫拉克
Ewa Placzynska,伊娃·普拉钦斯卡
Michał Derenicz,狄伦尼
Stanisław de Rosset,德罗塞
Patrycja Topajew,帕特里夏·托帕朱
Maciej Gaca,梅西亚
Florian Buks,博克斯
Stefan Kwiatkowski,科维亚特科夫斯基
Tomasz Wiktorowski,托马什·维克托罗夫斯基
Monika Frajczyk,莫妮卡·弗莱奇克
Eugeniusz Wiśniewski,维西聂夫斯基
Agnieszka Buczyńska,阿格涅什卡·布琴斯卡
Ksawery Masiuk,克萨韦里·马休克
Filip Grzegorzewski,高哲夫
Karolina Żebrowska,卡罗琳娜·热布罗斯卡
Piotr Wiśnicki,彼得·维希尼茨基
Trill Pem,特里尔·佩姆
Blanka Stajkow,布兰卡·斯塔科夫
Marcin Oleksy,馬爾欽·奧萊克西
Janusz Jarecki,亚努斯·亚雷茨基
Monika Smolar,莫妮卡·斯莫拉
Aleksander Leskowicz,亚历山大·莱斯科维奇
Aleksandra Zamojska,亚历珊德拉·扎莫伊斯卡
Zuzanna Jankowska,祖札娜·詹科斯卡
Marissa,玛丽莎
Anna Ścigalska,安娜·西格尔斯卡
Marta Stalmierska,玛尔塔·斯塔米尔斯卡
Jan Cięciara,简·奇西亚拉
Beata Bandurska,比阿塔·班杜尔斯卡
kets4eki,kets4eki
Andrzej Domański,安杰伊·多曼斯基
Kamila Urzędowska,卡米拉·乌任多夫斯卡
Adam Dyszlewski,狄时籁
