日本,일본
昆布盛駅,곤부모리역
相見駅,아이미역
黒川駅・(香川県),구로카와역 (가가와현)
近鉄生駒線,긴테쓰 이코마선
とうきょうスカイツリー駅,도쿄 스카이트리역
淀江駅,요도에역
大阪湾,오사카만
坪尻駅,쓰보지리역
近鉄鈴鹿線,긴테쓰 스즈카선
野田内閣・(第2次改造),노다 내각 (제2차 개조)
別保駅,벳포역
西和田駅,니시와다역
下市駅,시모이치역
尾幌駅,오보로역
落石駅,오치이시역
国道26号,국도 제26호선 (일본)
近鉄山田線,긴테쓰 야마다선
御来屋駅,미쿠리야역 (돗토리현)
下北条駅,시모호조역
足利駅,아시카가역
金蔵寺駅,곤조지역
讃岐財田駅,사누키사이다역
浦安駅・(鳥取県),우라야스역 (돗토리현)
箸蔵駅,하시쿠라역
厚床駅,앗토코역
糸魚沢駅,이토이자와역
北檜山町,기타히야마정
静内町,시즈나이정
大成町,다이세이정
風連町,후렌정
虻田町,아부타정
朝日町・(北海道),아사히정 (홋카이도)
熊石町,구마이시정
大滝村・(北海道),오타키촌 (홋카이도)
雲仙市,운젠시
穂別町,호베쓰정
上磯町,가미이소정
洞爺村,도야촌 (홋카이도)
上田駅,우에다역 (나가노현)
電撃文庫,전격 문고
日本の国立公園,일본의 국립공원
千葉工業大学,지바 공업대학
栗林公園,리쓰린 공원
建徳,겐토쿠 (난초)
天神橋筋六丁目駅,덴진바시스지 6초메역
丸岡城,마루오카성
応仁,오닌
京都市営地下鉄東西線,교토 시영 지하철 도자이선
寛正,간쇼
弘治・(日本),고지 (센고쿠 시대)
大船駅,오후나역
矢立肇,야타테 하지메
築上町,지쿠조정
筑紫郡,지쿠시군
オーガスト・(ブランド),어거스트 (브랜드)
築上郡,지쿠조군
筑北村,지쿠호쿠촌
小県郡,지사가타군
筑前町,지쿠젠정
栗橋町,구리하시정
龍谷大前深草駅,류코쿠다이마에후카쿠사역
富士河口湖町,후지카와구치코정
琴海町,긴카이정
高松宮殿下記念世界文化賞,다카마쓰노미야 전하기념 세계문화상
稚内市,왓카나이시
池の浦駅,이케노우라역
南浦和駅,미나미우라와역
泊村,도마리촌
京王堀之内駅,게이오 호리노우치역
立川市,다치카와시
浦賀駅,우라가역
近鉄丹波橋駅,긴테쓰탄바바시역
損保ジャパン本社ビル,손포재팬 닛폰코아 본사 빌딩
祖谷口駅,이야구치역
諫早駅,이사하야역
歯舞村,하보마이촌
下山事件,시모야마 사건
飛鳥山公園,아스카야마 공원
近鉄南大阪線,긴테쓰 미나미오사카선
土佐大津駅,도사오쓰역
三縄駅,미나와역
犀潟駅,사이가타역
下士別駅,시모시베쓰역
日本留学試験,일본 유학 시험
フジテック,후지테크
朝日町・(福井県),아사히정 (후쿠이현)
大洲藩,오즈번 (이요국)
蹴上駅,게아게역
文化庁,일본 문화청
北川辺町,기타카와베정
厄神駅,야쿠진역
富士町・(佐賀県),후지정 (사가현)
万博記念公園駅・(大阪府),반파쿠키넨코엔역 (오사카부)
白川郷,시라카와고
大和町・(佐賀県),야마토정 (사가현)
足利市駅,아시카가시역
七五三,시치고산
千早赤阪村,지하야아카사카촌
大野城・(越前国),오노성 (후쿠이현)
桂川駅・(京都府),가쓰라가와역 (교토부)
龍谷大学,류코쿠 대학
千葉テレビ放送,지바 TV
高槻駅,다카쓰키역 (오사카부)
福山城・(備後国),후쿠야마성
早良区,사와라구
今治城,이마바리성
西大路駅,니시오지역
上北郡,가미키타군
松前城,마쓰마에성
宇都宮大学,우쓰노미야 대학
日本社会党,일본사회당
当用漢字,당용한자
宇都宮線,우쓰노미야선
福岡城,후쿠오카성
木曽山脈,기소산맥
飛騨山脈,히다산맥
国鉄EF81形電気機関車,일본국유철도 EF81형 전기 기관차
父島,지치지마섬
享徳,교토쿠
大阪市立大学,오사카 시립 대학
宮内庁,일본 궁내청
徳川御三家,도쿠가와 고산케
正平・(日本),쇼헤이
興国,고코쿠
Key・(ゲームブランド),Key (기업)
宝徳,호토쿠
日本一ソフトウェア,니폰이치 소프트웨어
夷隅郡,이스미군
テレビ神奈川,TV 가나가와
神奈川区,가나가와구
BS-TBS,BS-TBS
仲御徒町駅,나카오카치마치역
元亀,겐키
嵯峨野線,사가노선
南阿佐ケ谷駅,미나미아사가야역
三ノ輪駅,미노와역
新福島駅,신후쿠시마역
神戸駅・(兵庫県),고베역 (효고현)
八丁堀駅,핫초보리역
峰山藩,미네야마번 (단고국)
承応,조오 (에도 시대)
延文,엔분
宝永,호에이
嘉慶・(日本),가케이
総武快速線,소부 쾌속선
天和・(日本),덴나
秩父郡,지치부군
万治,만지 (연호)
延宝,엔호
元文,겐분
松本山雅FC,마쓰모토 야마가 FC
寛延,간엔
永和・(日本),에이와
寛保,간포
こどもの日,어린이날 (일본)
嘉永,가에이
西本願寺,니시혼간지
弘和,고와 (1381년)
永徳,에이토쿠
日本野球機構,일본 야구 기구
松前郡,마쓰마에군
パパドル!,파파돌!
名寄高校駅,나요로고등학교역
大日本愛国党,대일본애국당
長崎電気軌道,나가사키 전기 궤도
山形自動車道,야마가타 자동차도
近鉄長野線,긴테쓰 나가노선
名寄駅,나요로역
多寄駅,다요로역
名鉄竹鼻線,메이테쓰 다케하나선
瑞穂駅,미즈호역
泰阜村,야스오카촌
繁藤駅,시게토역
ゆうばり国際ファンタスティック映画祭,유바리 국제 판타스틱 영화제
豊永駅,도요나가역
高知城,고치성
長浜城・(近江国),나가하마성
龍野藩,다쓰노번
スーパーはくと,슈퍼 하쿠토
あさま,아사마 (열차)
国立公文書館,일본 국립 공문서관
彦根城,히코네성
小伝馬町駅,고덴마초역
築地駅,쓰키지역
神谷町駅,가미야초역
島根大学,시마네 대학
茨木駅,이바라키역
愛西市,아이사이시
陸前高田市,리쿠젠타카타시
安城市,안조시
羽村市,하무라시
長府藩,조후번
加賀藩,가가번
尼崎藩,아마가사키번
日本の犯罪と治安,일본의 범죄
金野駅,긴노역
小田原藩,오다와라번
花王,카오
岡山藩,오카야마번
膳所藩,제제번
塩釜口駅,시오가마구치역
ナゴヤドーム前矢田駅,나고야돔마에야다역
岡崎城,오카자키성
船岡駅・(宮城県),후나오카역 (미야기현)
二条城,니조성
三陸はるか沖地震,산리쿠 먼바다 지진
小田原城,오다와라성
岡山城,오카야마성
A3チャンピオンズカップ2004,2004년 A3 챔피언스컵
松代藩,마쓰시로번
福井藩,후쿠이번
三ツ沢上町駅,미쓰자와카미초역
八事日赤駅,야고토닛세키역
弘前藩,히로사키번
国際花と緑の博覧会,국제 꽃과 초록의 박람회
西高蔵駅,니시타카쿠라역
千歳山・(沖縄県),지토세산 (오키나와현)
徳山藩,도쿠야마번
熱田神宮西駅,아쓰타진구니시역
大館能代空港,오다테 노시로 공항
本渡市,혼도시
松江藩,마쓰에번
下北半島国定公園,시모키타한토 국정공원
元中,겐추
日本の経済史,일본의 경제사
Yahoo!・JAPAN,야후! 재팬
応安,오안 (연호)
LUMIX,루믹스
寛文,간분
文和,분나
カラーテレビゲーム,컬러 TV 게임
四谷三丁目駅,요쓰야산초메역
東京メトロ銀座線,도쿄 메트로 긴자선
海老江駅,에비에역
Osaka・Metro南港ポートタウン線,오사카 메트로 난코 포트타운선
片町線,가타마치선
ケツメイシ,게쓰메이시
大阪天満宮駅,오사카텐만구역
山科駅,야마시나역
Osaka・Metro千日前線,오사카 메트로 센니치마에선
入谷駅・(東京都),이리야역 (도쿄도)
新中野駅,신나카노역
京橋駅・(大阪府),교바시역 (오사카부)
慶安,게이안
明和,메이와
至徳・(日本),시토쿠
貞治,조지 (난보쿠초 시대)
暦応,랴쿠오
北新地駅,기타신치역
康応,고오
正保,쇼호
貞享,조쿄 (에도 시대)
国立競技場駅,고쿠리쓰쿄기조역
中井駅,나카이역
内閣総理大臣,일본의 내각총리대신
砂田橋駅,스나다바시역
西区・(大阪市),니시구 (오사카시)
一宮市,이치노미야시
石巻市,이시노마키시
地下鉄サリン事件,도쿄 지하철 사린 사건
水戸藩,미토번
人形町駅,닌교초역
新宿三丁目駅,신주쿠산초메역
日本選手権シリーズ,일본 시리즈
いわき市,이와키시
関東地震,간토 대지진
早稲田大学,와세다 대학
ラッツ%26スター,랫츠 %26 스타
鉄道総合技術研究所,철도종합기술연구소
鳥取藩,돗토리번
琉球独立運動,류큐 독립운동
静岡新聞,시즈오카 신문
中日新聞,주니치 신문
北日本,북일본
DHC,DHC (기업)
八ヶ岳,야쓰가타케산
郵政省,일본 우정성
在日ロシア人,재일 러시아인
芝公園駅,시바코엔역
はやぶさ・(探査機),제20호 과학위성 하야부사
外苑前駅,가이엔마에역
中野坂上駅,나카노사카우에역
自衛隊,자위대
東京都立大学・(2020-),도쿄 도립대학
富山大学,도야마 대학
東京メトロ丸ノ内線,도쿄 메트로 마루노우치선
奈良女子大学,나라 여자대학
東京メトロ東西線,도쿄 메트로 도자이선
隠岐空港,오키 공항
鳥取大学,돗토리 대학
ビジュアルアーツ,비주얼 아츠
通天閣,쓰텐카쿠
関西大学,간사이 대학
立正大学,릿쇼 대학
横浜スタジアム,요코하마 스타디움
熊本大学,구마모토 대학
犬神,견신
九州工業大学,규슈 공업대학
東金線,도가네선
京阪神,게이한신
千早城,지하야성
名古屋工業大学,나고야 공업대학
徳島大学,도쿠시마 대학
トイズファクトリー,토이스 팩토리
小笠原村,오가사와라촌
千代田町,지요다정
洞爺湖町,도야코정
シング・(企業),CING
太地町,다이지정
知多半島,지타반도
GIZA・studio,GIZA studio
忍城,오시성
古川橋駅,후루카와바시역
大島支庁・(東京都),오시마 지청 (도쿄도)
心斎橋駅,신사이바시역
堺筋本町駅,사카이스지혼마치역
保谷市,호야시
東京テレポート駅,도쿄 텔레포트역
同人ゲーム,동인 게임
成田空港駅,나리타 공항역
糸魚川静岡構造線,이토이가와-시즈오카 구조선
中越地方,주에쓰 지방
東武伊勢崎線,도부 이세사키선
中央林間駅,주오린칸역
畿内,기나이
海浜幕張駅,가이힌마쿠하리역
京王相模原線,게이오 사가미하라선
博多南駅,하카타미나미역
仙川駅,센가와역
京王動物園線,게이오 도부쓰엔선
天竜峡駅,덴류쿄역
第2次小泉内閣,제2차 고이즈미 내각
千代駅,지요역
東日本橋駅,히가시니혼바시역
幕張本郷駅,마쿠하리혼고역
京王八王子駅,게이오 하치오지역
第19回参議院議員通常選挙,제19회 일본 참의원 의원 통상선거
羽田空港第1・第2ターミナル駅,하네다 공항 제1·제2터미널역
越中国,엣추국
台場駅,다이바역 (도쿄도)
京急空港線,게이큐 공항선
名古屋市営地下鉄名城線,나고야 시영 지하철 메이조선
文藝春秋,분게이슌주
肥前国,히젠국
明大前駅,메이다이마에역
佐渡空港,사도 공항
桜美林大学,오비린 대학
内子町,우치코정
2006年自由民主党総裁選挙,2006년 일본 자유민주당 총재 선거
練馬春日町駅,네리마카스가초역
落合南長崎駅,오치아이미나미나가사키역
西新宿五丁目駅,니시신주쿠 5초메역
新江古田駅,신에고타역
J1リーグ,J1리그
ゆうちょ銀行,유초 은행
長門国,나가토국
陸奥国,무쓰국
甲子園口駅,고시엔구치역
平戸島,히라도섬
東大前駅,도다이마에역
房総半島,보소반도
奥尻町,오쿠시리정
暴走族,폭주족
三田駅・(東京都),미타역
南日本,남일본
国家公安委員会,일본 국가공안위원회
日高市,히다카시
泉岳寺駅,센가쿠지역
麻生内閣,아소 내각
国民栄誉賞,국민영예상
岡崎藩,오카자키번
西区・(さいたま市),니시구 (사이타마시)
東京メトロ千代田線,도쿄 메트로 지요다선
三宅島,미야케섬
日本製鉄,일본제철
大里郡,오사토군
堺田駅,사카이다역
大和路線,야마토지선
Superfly,Superfly (밴드)
久慈郡,구지군
比企郡,히키군
参勤交代,참근교대
北硫黄島,기타이오섬
根室本線,네무로 본선
梅田スカイビル,우메다 스카이 빌딩
明石城,아카시성
隼人,하야토
オリエンタルエアブリッジ,오리엔탈 에어 브리지
鹿苑寺,로쿠온지
枚方市,히라카타시
イオン・(企業),이온 (기업)
船橋市,후나바시시
名神高速道路,메이신 고속도로
北星学園大学,호쿠세이 가쿠엔 대학
鳴子火山群,나루코산
舞岡駅,마이오카역
日本の民族問題,일본의 민족 문제
信越化学工業,신에쓰 화학공업
宮川町,미야가와쵸
水晶島,탄필레바섬
三井物産,미쓰이 물산
スパイラル・(建築物),스파이럴 (건축물)
釧路市,구시로시
津軽海峡,쓰가루 해협
弓道,규도
成田市,나리타시
つくば市,쓰쿠바시
別府市,벳푸시
エー・シー・ジー・ティー,에이·시·지·티
RKB毎日放送,RKB 마이니치 방송
陸奥湾,무쓰만
城ヶ島,조가섬
陣屋,진야
貝塚市,가이즈카시
盛岡藩,모리오카번
町奉行,정봉행
Elements・Garden,Elements Garden
墨俣城,스노마타성
大洲城,오즈성
関西学院大学,간세이 가쿠인 대학
弁天台場,벤텐다이바
せたな町,세타나정
備後福山藩,빈고 후쿠야마번
高松藩,다카마쓰번
アクアプラス,아쿠아플러스
長浜駅,나가하마역
坂田駅,사카타역 (시가현)
