Idioma catalán,加泰罗尼亚语
Cillorigo de Liébana,西略里戈德列瓦纳
Bareyo,巴雷奥
Viator (Almería),比亚托尔
Alhabia,阿尔阿维亚
Santo Domingo-Caudilla,桑托多明戈-考迪利亚
Sotresgudo,索特雷斯古多
Los Tojos,洛斯托霍斯
Arapiles,阿拉皮莱斯
Benavides,贝纳维德斯
Samper de Calanda,桑佩尔德卡兰达
Bagüés,巴格斯
El Vallecillo,埃尔瓦列西略
Trazo (La Coruña),特拉索·(拉科鲁尼亚省)
Vedra,贝德拉
San Millán de Lara,圣米良德拉拉
Valdeprado del Río,滨河巴尔德普拉多
Las Rozas de Valdearroyo,拉斯罗萨斯德瓦尔德亚罗约
Tordómar,托尔多马尔
Torrelara,托雷拉拉
Penagos,佩纳戈斯
San Roque de Riomiera,圣罗克德里奥米耶拉
Sordillos,索尔迪略斯
Santa Cruz de la Salceda,圣克鲁斯德拉萨尔塞达
Santa María del Mercadillo,圣玛丽亚-德尔梅卡迪略
Santa Gadea del Cid,圣加德亚德尔西德
Arcicóllar,阿尔西科利亚尔
Carmena,卡尔梅纳
Videmala,比德马拉
Vezdemarbán,贝斯德马尔万
Maire de Castroponce,迈雷德卡斯特罗蓬塞
La Aldehuela,拉尔德韦拉
El Gastor,埃尔加斯托尔
Ohanes,奥阿内斯
Olula de Castro,奥卢拉德卡斯特罗
Urcabustaiz,乌尔卡武斯泰斯
Herrera de los Navarros,埃雷拉德洛斯纳瓦罗斯
Sojuela,索胡埃拉
Alberite,阿尔韦里特
Galapagar,加拉帕加尔
Aldeanueva de Ebro,埃布罗新村
Agón,阿贡·(萨拉戈萨省)
Rueda de Jalón,鲁埃达德哈隆
Sada (La Coruña),萨达·(拉科鲁尼亚省)
San Millán (Álava),圣米良
Coca de Alba,科卡德亚尔瓦
Jaraba,哈拉瓦
Aladrén,阿拉德伦
Olmedo de Camaces,奥尔梅多德卡马塞斯
Aldehuela de la Bóveda,阿尔德韦拉德拉沃韦达
Gomecello,戈梅塞略
Manganeses de la Polvorosa,曼加内塞斯德拉波尔沃罗萨
Muelas del Pan,穆埃拉斯德尔潘
Villavendimio,比利亚文迪米奥
La Orbada,劳尔瓦达
La Rinconada de la Sierra,拉林科纳达德拉谢拉
Cabezabellosa de la Calzada,卡韦萨韦略萨德拉卡尔萨达
Cristóbal (Salamanca),克里斯托瓦尔-德拉赛拉
Encinas de Abajo,下恩西纳斯
San Bartolomé de las Abiertas,圣巴尔托洛梅德拉萨维耶尔塔斯
Berrocal de Salvatierra,贝罗卡尔德萨尔瓦铁拉
Chagarcía Medianero,查加尔西亚梅迪亚内罗
Moraleja (Cáceres),莫拉莱哈
Carballedo,卡尔瓦列多
Casas de Fernando Alonso,卡萨斯德费尔南多阿隆索
Contamina,孔塔米纳
Pleitas,普莱塔斯
Estremera,埃斯特雷梅拉
Villar del Rey,雷伊村
El Burgo de Ebro,埃尔武尔戈德埃夫罗
Bordalba,博尔达尔瓦
Pina de Ebro,皮纳德埃夫罗
Fuenteliante,丰特利安特
Cordovilla (Salamanca),科尔多维利亚
Herguijuela del Campo,埃尔吉胡埃拉德尔坎波
Fuentes de Ropel,丰特斯德罗佩尔
Herguijuela de Ciudad Rodrigo,埃尔吉胡埃拉德休达德罗德里戈
Herguijuela de la Sierra,埃尔吉胡埃拉德拉谢拉
Armenteros,阿尔门特罗斯
Encinas de Arriba,上恩西纳斯
Hinojosa de Duero,杜罗河畔伊诺霍萨
Tinieblas de la Sierra,蒂涅夫拉斯德拉谢拉
Santibáñez de Vidriales,桑蒂瓦涅斯德维德里亚莱斯
Fonfría (Zamora),丰弗里亚
Marjaliza,马尔哈利萨
San Mamés de Burgos,圣马梅斯德武尔戈斯
Valderrobres,巴尔德罗夫雷斯
Caminreal,卡明雷亚尔
Riofrío de Aliste,里奥夫里奥德亚利斯特
El Piñero,埃尔皮涅罗
Bustillo del Oro,布斯蒂略德洛罗
Fresno de la Ribera,弗雷斯诺德拉里韦拉
Villaminaya,比利亚米奈阿
Nuévalos,努埃瓦洛斯
Garciotum,加尔西奥图姆
Santa María del Campo,圣玛丽亚德尔坎波
San Vicente del Valle,圣比森特德尔瓦列
San Cristóbal de Entreviñas,圣克里斯托瓦尔登特雷维尼亚斯
Villar de Fallaves,法利亚韦斯村
Santa María de Valverde (Zamora),圣玛丽亚-德巴尔韦德
Sarracín,萨拉辛
Marrupe,马鲁佩
Villazopeque,比利亚索佩克
Sacedón,萨塞东
Salinillas de Bureba,萨利尼利亚斯德武雷瓦
Segurilla,塞古里利亚
Vilviestre del Pinar,比尔维耶斯特雷德尔皮纳尔
Santa María del Invierno,圣玛丽亚-德尔因维耶尔诺
Caleruela,卡莱鲁埃拉
San Adrián de Juarros,圣阿德里安德华罗斯
Bueña,布埃尼亚
Fuentespalda,丰特斯帕尔达
Castellote,卡斯特略特
Celadas,塞拉达斯
Bádenas,巴德纳斯
Berge,贝尔赫
Santa Olalla de Bureba,圣奥拉利亚德武雷瓦
Lucillos,卢西略斯
Frías de Albarracín,弗里亚斯-德阿尔瓦拉辛
Cedrillas,塞德里利亚斯
Fuenferrada,丰费拉达
Sanzoles,桑索莱斯
Pinilla de Toro,皮尼利亚德托罗
Melgar de Tera,梅尔加尔德特拉
Madridanos,马德里达诺斯
Monfarracinos,蒙法拉西诺斯
Fresno de la Polvorosa,弗雷斯诺德拉波尔沃罗萨
Barrachina,巴拉奇纳
Alfambra,阿尔凡夫拉
Blancas,布兰卡斯
Cretas,克雷塔斯
Cuevas de Almudén,库埃瓦斯德亚尔穆登
Entrala,恩特拉拉
Alloza,阿略萨
Alcaine,阿尔凯内
Corbalán,科尔瓦兰
Lerga,莱尔加
Alcira,阿尔西拉
Aeropuerto de Tenerife Norte-Ciudad de La Laguna,特內里費北部機場
Castillo de Villamalefa,卡斯蒂略德维利亚马莱法
Villaquilambre,比利亚基兰夫雷
Arroyo del Ojanco,阿罗约德洛汉科
Costa Cálida,温暖海岸
Ribera Baja (Álava),里韦拉巴哈
Cazalla de la Sierra,卡萨利亚德拉谢拉
El Rubio,埃尔鲁维奥
Láncara,兰卡拉
Fresneda de la Sierra (Cuenca),弗雷斯内达德拉谢拉
Navacepedilla de Corneja,纳瓦塞佩迪利亚德科尔内哈
Línea de alta velocidad La Sagra-Toledo,馬德里—托萊多高速鐵路
Pradoluengo,普拉多伦戈
Purchena,普尔切纳
Lapuebla de Labarca,拉普埃夫拉-德拉瓦尔卡
Cerezo de Abajo,下塞雷索
Losacino,洛萨西诺
Castelserás,卡斯特尔塞拉斯
Fútbol base del Fútbol Club Barcelona,拉瑪西亞
Donvidas,东维达斯
Lasarte-Oria,拉萨尔特-奥里亚
Santo Adriano,桑托阿德里亚诺
Cospeito,科斯佩托
Navia de Suarna,纳维亚德苏阿尔纳
Coria del Río,滨河科里亚
Miño (La Coruña),米尼奥·(拉科鲁尼亚省)
Viñegra de Moraña,比涅格拉德莫拉尼亚
Pilas,皮拉斯·(塞维利亚省)
Conquista (Córdoba),孔基斯塔·(西班牙)
Vimianzo,比米安索
Villar de Corneja,科尔内哈村
Tamarón,塔马龙
Cebolla (Toledo),塞沃利亚
Anguciana,安古西亚纳
Torre del Compte,托雷德尔孔普特
Torrelaguna,托雷拉古纳
Cerecinos del Carrizal,塞雷西诺斯德尔卡里萨尔
Villanueva de Campeán,坎佩安新镇
Brime de Urz,布里梅德乌尔斯
Cabañas de Sayago,卡瓦尼亚斯-德萨亚戈
Pozoantiguo,波索安蒂果
Casariche,卡萨里切
Portillo de Toledo,波尔蒂略德托莱多
El Pedroso,埃尔佩德罗索
Encinasola (Huelva),恩西纳索拉
Orol,欧罗尔
El Cerro de Andévalo,埃尔塞罗德亚恩德瓦洛
Paderne de Allariz,帕德尔内德亚利亚里斯
Pol (Lugo),波尔·(卢戈省)
Mombeltrán,蒙韦尔特兰
Peraleda del Zaucejo,佩拉莱达德尔绍塞霍
Frades,夫拉德斯
Tobar,托瓦尔
Tejada (Burgos),特哈达
Casavieja,卡萨维耶哈
Aveinte,阿文特
Bordón,博尔东
Castejón de Tornos,卡斯特洪德托尔诺斯
Belmonte de San José,贝尔蒙特德圣霍塞
Montearagón,蒙特亚拉贡
Camarillas,卡马里利亚斯
Cascante del Río,卡斯坎特德尔里奥
Molezuelas de la Carballeda,莫莱苏埃拉斯德拉卡尔瓦列达
El Ofre,奧弗雷峰
Villaseco del Pan,比利亚塞科德尔潘
Jambrina,汉夫里纳
Castronuevo,卡斯特罗努埃沃
Torres del Carrizal,托雷斯德尔卡里萨尔
Fuente Encalada,丰滕卡拉达
Cubo de Benavente,库沃德韦纳韦恩特
Villardondiego,比利亚尔东迭戈
Calzadilla de Tera,卡尔萨迪利亚德特拉
Saldaña de Burgos,萨尔达尼亚德武尔戈斯
Nogales (Badajoz),诺加莱斯
Barcience,巴尔先塞
Puebla del Maestre,马埃斯特雷镇
Helechosa de los Montes,埃莱乔萨德洛斯蒙特斯
Garlitos,加尔利托斯
La Parra (Badajoz),拉帕拉
Hinojosa del Valle,伊诺霍萨德尔瓦列
Nigrán,尼格兰
Moaña,莫阿尼亚
Calatorao,卡拉托劳
Estamariu,埃斯塔马留
Cabra de Mora,卡夫拉德莫拉
Torre de Don Miguel,托雷德东米格尔
Argente,阿尔亨特
Villamontán de la Valduerna,比利亚蒙坦德拉瓦尔杜埃尔纳
Nava de Roa,纳瓦德罗阿
Villazala,比利亚萨拉
Alpartir,阿尔帕尔蒂尔
Castelnou,卡斯特尔诺
Romanillos de Atienza,罗马尼略斯德亚蒂恩萨
Esparragalejo,埃斯帕拉加莱霍
Orellana la Vieja,旧奥雷利亚纳
Escorihuela,埃斯科里韦拉
Alcalá de la Selva,塞尔瓦堡
Albentosa,阿尔文托萨
Salmerón (Guadalajara),萨尔梅龙
Pizarral,皮萨拉尔
Salmoral,萨尔莫拉尔
Higuera de la Serena,伊格拉德拉塞雷纳
Puebla de la Reina,雷纳镇
Palomeque,帕洛梅克
Torrecilla de la Jara,托雷西利亚德拉哈拉
Bulbuente,布尔文特
Villaquirán de la Puebla,比利亚基兰德拉普埃夫拉
Vinaceite,比纳塞特
Castel de Cabra,卡夫拉堡
La Miñosa,拉米尼奥萨
Hijes,伊赫斯
Galve de Sorbe,加尔韦德索尔韦
Allepuz,阿列普斯
Alacón,阿拉孔
San Vitero,圣比特罗
Quintanilla de Urz,金塔尼利亚德乌尔斯
Salce (Zamora),萨尔塞·(萨莫拉省)
Puerto Seguro,普埃尔托塞古罗
Salcedillo (Teruel),萨尔塞迪略
Valderrodrigo,巴尔德罗德里戈
Pedroche,佩德罗切
Carrión de los Céspedes,卡里翁德洛斯塞斯佩德斯
Mazarete,马萨雷特
El Olivar (Guadalajara),埃洛利瓦尔
La Olmeda de Jadraque,劳尔梅达德哈德拉克
Villar de Samaniego,萨马涅戈村
Villares de Yeltes,比利亚雷斯德埃尔特斯
Ventosa del Río Almar,阿尔马河畔本托萨
Flores de Ávila,夫洛雷斯德亚维拉
Diego del Carpio,迭戈德尔卡尔皮奥
Cisla,锡斯拉
Riosa,里奥萨
Agullent,阿古连特
Lazcano,拉斯卡诺
Viso del Marqués,比索德尔马尔克斯
Numancia de la Sagra,努曼西亚德拉萨格拉
Crevillente,克雷维连特
Porriño,波里尼奥
Malcocinado,马尔科西纳多
Manchita,曼奇塔
Ormáiztegui,奥尔迈斯特吉
Guardia Civil,西班牙国民警卫队
Aldeanueva del Codonal,科多纳尔新村
Alajeró,阿拉赫罗
Bandera de la Comunidad Valenciana,瓦倫西亞區旗
El Fresno,埃尔夫雷斯诺
Constanzana,孔斯坦萨纳
Pueblica de Valverde,普埃夫利卡德瓦尔韦尔德
Quiruelas de Vidriales,基鲁埃拉斯德维德里亚莱斯
San Agustín del Pozo,圣阿古斯廷德尔波索
El Barraco,埃尔瓦拉科
Encinedo,恩西内多
Villamartín de Valdeorras,比拉马尔廷德瓦尔德奥拉斯
Torre los Negros,托雷洛斯内格罗斯
Tormón,托尔蒙
Mora (Toledo),莫拉·(托莱多省)
Santa Colomba de las Monjas,圣科隆瓦德拉斯蒙哈斯
Vadillo de la Guareña,巴迪略德拉瓜雷尼亚
Tapioles,塔皮奥莱斯
El Bollo,埃尔博略
Páramo (Lugo),奥帕拉莫
Fernán Núñez,费尔南-努涅斯
Zahínos,萨伊诺斯
Villamanrique,比利亚曼里克
Cañada Vellida,卡尼亚达韦利达
Villarrubia de los Ojos,比利亚鲁维亚德洛索霍斯
San Martín de Pusa,普萨河畔圣马丁
Crivillén,克里维连
Fuentes Calientes,丰特斯卡连特斯
Torremenga,托雷门加
Layos,拉约斯
Villarta de San Juan,比利亚尔塔德圣胡安
Sanlúcar la Mayor,大桑卢卡尔
Hornachos,奥尔纳乔斯
El Castillo de las Guardas,埃尔卡斯蒂略德拉斯瓜尔达斯
Villasabariego (León),比利亚萨瓦列戈
Aldea en Cabo,阿尔德亚恩卡沃
Las Herencias,拉斯埃伦西亚斯
Aldeanueva de Barbarroya,巴瓦罗亚新村
Maceda,马塞达
Villarrasa (municipio),比利亚拉萨
Oencia,奥恩西亚
Paredes de Escalona,帕雷德斯德埃斯卡洛纳
Santa Bárbara de Casa,圣巴巴拉德卡萨
Río (Orense),滨河圣胡安
Castillo de Bayuela,巴尤埃拉堡
Voto (Cantabria),博托
Albarreal de Tajo,阿尔瓦雷亚尔德塔霍
El Pedregal,埃尔佩德雷加尔
La Yunta,莱温塔
Corduente,科尔敦特
Escariche,埃斯卡里切
Estriégana,埃斯特列加纳
Congostrina,孔戈斯特里纳
Megina,梅希纳
Las Inviernas,拉辛维耶尔纳斯
Copernal,科佩尔纳尔
Villabuena del Puente,比利亚武埃纳德尔蓬特
Tabera de Abajo,下塔韦拉
Samir de los Caños,萨米尔德洛斯卡尼奥斯
San Cebrián de Castro,圣塞夫里安德卡斯特罗
Tenebrón,特内夫龙
Villamayor de Campos,坎波斯大镇
Cervo (Lugo),塞尔沃
Arroba de los Montes,阿罗瓦德洛斯蒙特斯
Irueste,伊鲁埃斯特
Montarrón,蒙塔龙
Matarrubia,马塔鲁维亚
Lorenzana (Lugo),洛伦萨
Folgoso de Caurel,福尔戈索多科雷尔
Mairena del Aljarafe,迈雷纳德拉尔哈拉费
Lantarón,兰塔龙
Saviñao,奥萨维尼奥
Hiendelaencina,延德莱恩西纳
Jadraque,哈德拉克
Escopete,埃斯科佩特
Zaldivia,萨尔迪维亚
Ibarra (Guipúzcoa),伊瓦拉·(吉普斯夸省)
La Toba (Guadalajara),拉托瓦
Driebes,德列韦斯
Mochales,莫查莱斯
Villarrín de Campos,比利亚林德坎波斯
Villadepera,比利亚德佩拉
Pobladura del Valle,波夫拉杜拉德尔瓦列
San Esteban del Molar,圣埃斯特万德尔莫拉尔
Zamarra,萨马拉·(萨拉曼卡省)
Revellinos,雷韦利诺斯
La Bodera,拉沃德拉
Esplegares,埃斯普莱加雷斯
Fuentelviejo,丰特尔维耶霍
Valdescorriel,巴尔德斯科列尔
Vega de Tera,贝加德特拉
Santa Croya de Tera,圣克罗亚德特拉
Trabada (Lugo),特拉瓦达
Pantón,潘通·(卢戈省)
Villárdiga,比利亚尔迪加
San Miguel del Valle,圣米格尔德尔瓦列
Vallesa de la Guareña,巴列萨德拉瓜雷尼亚
Mohedas de la Jara,莫埃达斯德拉哈拉
Pelahustán,佩拉乌斯坦
Noez,诺埃斯
Elgóibar,埃尔戈伊瓦尔
Cestona,塞斯托纳
Motiloa,穆蒂洛阿
Bubierca,布维耶尔卡
Huelma,韦尔马
Valdepeñas de Jaén,巴尔德佩尼亚斯德海恩
Cabolafuente,卡沃拉丰特
Uceda,乌塞达
Huarte,瓦尔特·(纳瓦拉)
Eslava (Navarra),埃斯拉瓦
Olazagutía,奥拉萨古蒂亚
Carranque,卡兰克
Villanueva de la Torre (Guadalajara),托雷新镇
Villarejo de Montalbán,比利亚雷霍德蒙塔尔万
Sabiote,萨维奥特
Lupión,卢皮翁
Villanueva de la Fuente,丰特新镇
Huecas,韦卡斯
Villalba de la Sierra,比利亚尔瓦德拉谢拉
Valdecuenca,巴尔德昆卡
Vinaixa,比奈克萨
Gascueña de Bornova,加斯库埃尼亚德沃尔诺瓦
La Huerce,拉韦尔塞
Humanes,乌马内斯
Ezcabarte,埃斯卡瓦尔特
Ezprogui,埃斯普罗吉
Ciriza,锡里萨
Cañete de las Torres,卡涅特-德拉斯托雷斯
Castro del Río,里奥堡·(科尔多瓦省)
Olaberría,奥拉韦里亚
Villarejo de Salvanés,比利亚雷霍-德萨尔瓦内斯
Motrico,莫特里科
Espiel,埃斯彼尔
Cizúrquil,锡苏基尔
Arenas (Málaga),阿雷纳斯
Ibros,伊夫罗斯
Pozo Alcón,波索阿尔孔
Villanueva de la Reina,雷纳新镇
Jódar,霍达尔
Embid,恩维德
Masegoso de Tajuña,马塞戈索德塔胡尼亚
Villanueva del Arzobispo,阿索维斯波新镇
Huérmeces del Cerro,韦尔梅塞斯德尔塞罗
La Mierla,拉米耶尔拉
El Ordial,埃洛尔迪亚尔
Piñel de Arriba,上皮涅尔
Villabrágima,比利亚布拉希马
Roselló,罗塞略
Villarmentero de Esgueva,比利亚尔门特罗德埃斯格瓦
Verdú,贝尔杜
Pitarque,皮塔尔克
Zarapicos,萨拉皮科斯
Mirabueno,米拉武埃诺
Puebla de San Medel,圣梅德尔镇
Chantada,钱塔达
Tomares,托马雷斯
Fuente la Lancha,丰特拉兰查
Higuera de Llerena,伊格拉德列雷纳
Paterna del Río,滨河帕特纳
Las Tres Villas,拉斯特雷斯维利亚斯
Caparroso,卡帕罗索
Gaztelu (Guipúzcoa),加斯特卢
Elgorriaga,埃尔戈里亚加
Pechina (Almería),佩奇纳
Padules,帕杜莱斯
Uleila del Campo,乌莱拉德尔坎波
Feria (Badajoz),费里亚
Villar de Domingo García,多明戈加尔西亚村
Valverdejo,巴尔韦德霍
Vallat,巴利亚特
La Coronada,拉科罗纳达
Garbayuela,加尔瓦伊韦拉
El Coronil,埃尔科罗尼尔
Villaverde y Pasaconsol,比利亚韦尔德帕萨孔索尔
Villarejo de Fuentes,比利亚雷霍德丰特斯
Vistabella del Maestrazgo,比斯塔韦利亚-德尔马埃斯特拉斯戈
Valsalobre,巴尔萨洛夫雷
Puebla de Arenoso,阿雷诺索镇
Valdetórtola,巴尔德托尔托拉
Villarejo de la Peñuela,比利亚雷霍德拉佩纽埃拉
Villores,比略雷斯
Valdemoro-Sierra,巴尔德莫罗-谢拉
Pinell,皮内利德索尔索内斯
Villaescusa de Haro,比利艾斯库萨德阿罗
Villar del Infantado,因凡塔多村
Villalgordo del Marquesado,比利亚尔戈尔多德尔马尔克萨多
Víllora,比略拉
Anguix,安吉斯
Noja,诺哈
Falces,法尔塞斯
Eulate,欧拉特
Miranda de Arga,阿尔加河畔米兰达
Meira (Lugo),梅拉·(卢戈省)
Arauzo de Miel,阿劳索德米耶尔
Idiazábal (Guipúzcoa),伊迪亚萨瓦尔
Cabanillas del Campo,卡瓦尼利亚斯德尔坎波
Torremanzanas,托雷曼萨纳斯
El Casar,埃尔卡萨尔
Asteasu,阿斯特阿苏
Atáun,阿陶恩
Burela,布雷拉
Maranchón,马兰琼
Fuencemillán,丰塞米良
El Cardoso de la Sierra,埃尔卡尔多索德拉谢拉
Lage (La Coruña),拉谢
Irijoa,伊里霍阿
La Acebeda,拉阿塞韦达
La Estrada,拉埃斯特拉达
Escobar de Campos,埃斯科瓦尔德坎波斯
Destriana,德斯特里亚纳
Villagatón,比利亚加通
Poblete,波夫莱特
La Puerta de Segura,拉普埃尔塔德塞古拉
Membrilla,门夫里利亚
Alhama de Aragón,阿尔阿马德亚拉贡
Fuenllana,丰利亚纳
Fuente el Fresno,丰特-埃尔弗雷斯诺
Rielves,列尔韦斯
Los Cortijos,洛斯科尔蒂霍斯
Valdeande,巴尔德亚恩德
Zuñeda,苏涅达
Herreruela de Oropesa,埃雷鲁埃拉德奥罗佩萨
Lillo (Toledo),利略
Noalejo,诺阿莱霍
Jérez del Marquesado,赫雷斯德尔马尔克萨多
Valverde de la Vera,巴尔韦德德拉贝拉
Villamesías,比利亚梅西亚斯
Granátula de Calatrava,格拉纳图拉德卡拉特拉瓦
Torreperogil,托雷佩罗希尔
Horcajo de los Montes,奥尔卡霍德洛斯蒙特斯
Carrizosa,卡里索萨
Tobarra,托瓦拉
Piélagos,彼拉戈斯
Blascomillán,布拉斯科米良
Cabezas del Villar,卡韦萨斯德尔维利亚尔
Cantiveros,坎蒂韦罗斯
Bohoyo,博奥约
Cabizuela,卡维苏埃拉
Manzaneque,曼萨内克
Cardiel de los Montes,卡尔迭尔德洛斯蒙特斯
Arija,阿里哈
Villafufre,比利亚富夫雷
Pozohondo,波索奥恩多
Vallibona,巴利沃纳
Valverde de Júcar,巴尔韦德德胡卡尔
Villares del Saz,比利亚雷斯德尔萨斯
Villacarriedo,比利亚卡列多
Reocín,雷奥辛
Tresviso,特雷斯维索
Bercial de Zapardiel,贝尔西亚尔德萨帕尔迭尔
Atalaya (Badajoz),阿塔莱阿
Alfarnate,阿尔法尔纳特
Monda,蒙达
Villanueva del Trabuco,特拉武科新镇
Navalcarnero,纳瓦尔卡内罗
Hoya-Gonzalo,奥亚-贡萨洛
Albelda de Iregua,阿尔韦尔达德雷瓜
Busto de Bureba,布斯托德武雷瓦
Abezames,阿韦萨梅斯
El Burgo,埃尔武尔戈·(马拉加省)
Alfarnatejo,阿尔法尔纳特霍
Cómpeta,孔佩塔
Ardales,阿尔达莱斯
Valles de Palenzuela,巴列斯德帕伦苏埃拉
Villaespasa,比利艾斯帕萨
Brazacorta,布拉萨科尔塔
Arauzo de Salce,阿劳索德萨尔塞
Bascuñana,巴斯库尼亚纳
Aguilar de Bureba,阿吉拉尔德武雷瓦
Barbadillo del Pez,巴尔瓦迪略德尔佩斯
Bahabón de Esgueva,巴阿翁德埃斯格瓦
Altable,阿尔塔夫莱
Alfoz de Quintanadueñas,阿尔福斯德金塔纳杜埃尼亚斯
Pujerra,普赫拉
Arriate (Málaga),阿里亚特
Alpandeire,阿尔潘德雷
Benamocarra,贝纳莫卡拉
Valdehúncar,巴尔德温卡尔
Semillas (Guadalajara),塞米利亚斯
Morenilla,莫雷尼利亚
El Pobo de Dueñas,埃尔波沃德杜埃尼亚斯
Muduex,穆杜埃斯
Iniéstola,伊涅斯托拉
Jirueque,希鲁埃克
Villayerno Morquillas,比利艾埃尔诺莫尔基利亚斯
Pavías,帕维亚斯
Sotillo de las Palomas,索蒂略德拉斯帕洛马斯
Robledo del Mazo,罗夫莱多德尔马索
Cabezamesada,卡韦萨梅萨达
Alcañizo,阿尔卡尼伊索
Villasbuenas de Gata,比利亚斯武埃纳斯德加塔
Almohaja,阿尔莫阿哈
Hinojosa de San Vicente,伊诺霍萨德圣比森特
Villa del Rey,比利亚德尔雷
Montalvos,蒙塔尔沃斯
Valderredible,巴尔德雷迪夫莱
Aldeanueva de San Bartolomé,圣巴托洛梅新村
Yunclillos,伊温克利略斯
Villalbilla de Gumiel,比利亚尔维利亚德古米耶尔
Almensilla,阿尔门西利亚
Aguadulce (Sevilla),阿瓜杜尔塞
Peñas de San Pedro,佩尼亚斯德圣佩德罗
Villar de Canes,比拉尔德卡内斯
Villas de la Ventosa,比利亚斯德拉文托萨
Villar del Humo,乌莫村
Ulea,乌莱亚
Establés,埃斯塔夫莱斯
Tresjuncos,特雷斯洪科斯
Villanueva de Gumiel,古米耶尔新镇
Villaverde del Monte,比利亚韦尔德德尔蒙特
Villaescusa la Sombría,比利艾斯库萨拉松夫里亚
Barrios de Colina,巴里奥斯德科利纳
Berberana,贝尔韦拉纳
Berlangas de Roa,贝尔兰加斯德罗阿
Aguas Cándidas,阿瓜斯坎迪达斯
Sierra de la Albera,阿爾貝拉山脈
Villegas (Burgos),比列加斯
Igualeja,伊瓜莱哈
Villariezo,比利亚列索
Villagalijo,比利亚加利霍
Villafruela (Burgos),比利亚弗鲁埃拉
Vileña,比莱尼亚
Rezmondo,雷斯蒙多
Fuentelahiguera de Albatages,丰特拉伊格拉德亚尔瓦塔赫斯
Rublacedo de Abajo,下鲁夫拉塞多
Villamayor de Treviño,特雷维尼奥大镇
Heras de Ayuso,埃拉斯德亚尤索
Millana,米利亚纳
Mohernando,莫埃尔南多
Miralrío,米拉尔里奥
