Osasco,奥萨斯库
Itanhomi,伊塔尼奥米
Alegre (Espírito Santo),阿萊格雷
Nova Canaã,新卡纳昂
Viana (Maranhão),维亚纳·(马拉尼昂州)
Novo Santo Antônio (Mato Grosso),新聖安東尼奧·(馬托格羅索州)
Petrolândia (Pernambuco),彼得罗兰迪亚
Rosário (Maranhão),罗萨里奥·(巴西)
Democracia Cristã (Brasil),基督教民主
Movimento Revolucionário Oito de Outubro,十月八日革命运动
Salgueiro Atlético Clube,萨尔盖鲁竞技俱乐部
Campeonato Brasileiro de Futebol de 2008 - Série A,2008年巴西足球甲级联赛
Copacabana Palace,科帕卡瓦纳宫
Santo Afonso (Mato Grosso),桑托阿方索
Moreno,莫雷努
Primavera do Leste,东普里马韦拉
Marcelândia,马塞兰迪亚
Nova Nazaré,新纳扎雷
Sorriso,索里苏
Corguinho,科爾吉紐
Porto Esperidião,埃斯佩里迪昂港
Guarantã do Norte,北瓜兰唐
Rosário Oeste,西罗萨里奥
Glória d'Oeste,西格洛里亚
São José dos Quatro Marcos,圣若泽-杜斯夸特鲁马尔库斯
Cruzeiro da Fortaleza,克鲁赛罗-达福塔莱萨
Guarará,瓜拉拉
Ferros,费鲁斯
Itaverava,伊塔韦拉瓦
Pains,佩恩斯
Florestal,弗洛雷斯塔尔
Jacinto (Minas Gerais),雅辛托
Coronel Pacheco,帕切科上校镇
Capitão Enéas,埃内阿斯上尉镇
Capinópolis,卡皮诺波利斯
Capetinga,卡佩廷加
Esmeraldas (Minas Gerais),埃斯梅拉达斯·(巴西)
Passa Vinte,帕萨文蒂
Formiga (Minas Gerais),福米加
Pavão (Minas Gerais),帕旺·(米納斯吉拉斯州)
Caiana,卡亚纳
Bom Jardim de Minas,邦雅尔丁-迪米纳斯
Augusto de Lima,奥古斯托德利马
Claro dos Poções,克拉鲁-杜斯波松伊斯
Barão de Monte Alto,巴朗德蒙特阿尔托
Magalhães de Almeida,马加良伊斯-迪阿尔梅达
Conceição do Lago Açu,康塞桑-杜拉古阿苏
Governador Archer,阿谢尔州长镇
Matões,马通伊斯
Lagoa Grande do Maranhão,马拉尼昂州大拉戈阿
Governador Edison Lobão,埃迪松·洛邦州长市
Mata Roma,马塔罗马
Itinga do Maranhão,马拉尼昂州伊廷加
Corrente (Piauí),科伦蒂
Relações internacionais do Brasil,巴西外交
Cristal (Rio Grande do Sul),克里斯塔尔
Baraúna (Paraíba),巴拉乌纳
São Ludgero (Santa Catarina),圣卢德热鲁
Carmo da Mata,卡尔穆-达马塔
Delfinópolis,德尔菲诺波利斯
Brasilândia de Minas,布拉西兰迪亚德米纳斯
Guajará (Amazonas),瓜雅拉
Quixelô,基谢洛
Itapiranga (Amazonas),伊塔皮蘭加·(亞馬遜州)
Aquidauana,阿基道阿納
Capim Branco,卡平布兰库
Cordisburgo,科迪斯堡
Cônego Marinho,科内古-马里尼奥
Descoberto,德斯科贝图
Santa Luzia (Bahia),圣卢西亚·(巴伊亚州)
Curral de Cima,库拉尔-迪西马
Jequiá da Praia,热基亚-达普赖亚
Baixio (Ceará),拜肖
Indiaroba,印第亞羅巴
Luís Eduardo Magalhães (Bahia),路易斯爱德华多马加良伊斯
Novo Horizonte do Oeste,西新奧里藏特
Esperantinópolis,埃斯佩兰蒂诺波利斯
Montadas,蒙塔达斯
Itapeva (São Paulo),伊塔佩瓦·(聖保羅州)
Cajazeiras,卡雅泽拉斯
Maués (Amazonas),毛埃斯
Maracaju,馬拉卡茹·(南馬托格羅索州)
Centralina,森特拉利纳
Buritis (Minas Gerais),布里蒂斯·(米納斯吉拉斯州)
Argirita,阿尔日里塔
Buriticupu,布里蒂库普
Buriti Bravo,布里蒂布拉沃
Codó,科多·(马拉尼昂州)
Macambira,馬坎比拉
Carmésia,卡梅西亚
Bueno Brandão,布埃诺布兰当
Buritizeiro,布里蒂泽鲁
Caetanópolis,卡埃塔诺波利斯
Nossa Senhora das Graças (Paraná),诺萨塞尼奥拉-达斯格拉萨斯
Barro Alto (Goiás),上巴魯·(戈亞斯州)
Biquinhas,比基尼亚斯
Campos Gerais,坎普斯热拉斯
Congonhal,孔戈尼亚尔
Cuparaque,库帕拉克
Gararu,加拉魯
Rosário do Catete,卡特特的羅薩里奧
Vale do Paraíso (Rondônia),瓦萊杜帕拉伊蘇·(朗多尼亞州)
Japaratuba,雅帕拉圖巴
Malhador,馬利亞多爾
Sidrolândia,錫德羅蘭迪亞
São José do Xingu,圣若泽-杜辛古
Araguaiana,阿拉瓜亚纳
Córrego Novo,新科雷古
Datas (Minas Gerais),达塔斯
Divino das Laranjeiras,迪维努-达斯拉兰热拉斯
Antônio Prado de Minas,安东尼奥普拉多德米纳斯
Carmo do Paranaíba,巴拉那伊巴河畔卡尔穆
Congonhas do Norte,北孔戈尼亚斯
Bicas,比卡斯
Bonfinópolis de Minas,邦菲诺波利斯-迪米纳斯
Borda da Mata,博尔达达马塔
Campo Azul,坎普阿苏尔
Capela Nova,新卡佩拉
Divino (Minas Gerais),迪维努
Cachoeira da Prata,卡舒埃拉达普拉塔
Conceição do Mato Dentro,康塞桑-杜马图登特鲁
Curral de Dentro,库拉尔-迪登特鲁
Coqueiral (Minas Gerais),科凯拉尔
Córrego do Bom Jesus,科雷古-邦热苏斯
Brumado,布鲁马杜
Cafarnaum (Bahia),卡法瑙恩
Senhor do Bonfim (Bahia),邦芬先生城
Monte Santo,圣山镇
Juru,茹鲁
Alvarães (Amazonas),阿爾瓦朗伊斯·(亞馬遜州)
Assaré,阿萨雷
Junqueiro,容凯鲁
Boa Viagem (Ceará),博阿维亚任
Santa Brígida (Bahia),圣布里日达
Anapurus,阿纳普鲁斯
Apicum-Açu,阿皮库姆—阿苏
Aldeias Altas,阿尔代亚斯阿尔塔斯
Água Doce do Maranhão,马拉尼昂州阿瓜多西
Palmácia,帕尔马西亚
Uruoca,乌鲁奥卡
Itaitinga,伊泰廷加
Pacoti,帕科蒂
Paraipaba,帕赖帕巴
Jupi,茹皮
Custódia,库斯托迪亚
São Joaquim do Monte,圣若阿金-杜蒙蒂
Pilar (Alagoas),皮拉尔·(巴西)
Guia Lopes da Laguna,吉亞洛佩斯達拉古納
Porto Murtinho,穆爾蒂紐港
Vicentina,維森蒂納
Conceição dos Ouros,康塞桑-杜斯欧鲁斯
Alpercata,阿尔佩卡塔
Conselheiro Pena,佩纳顾问城
Cascalho Rico,卡斯卡柳里库
Cordislândia,科尔迪斯兰迪亚
Carandaí,卡兰达伊
Couto de Magalhães de Minas,科图马加良伊斯-迪米纳斯
Barroso,巴罗苏
Assunção (Paraíba),阿孙桑
Catolé do Rocha,卡图莱杜罗卡
São José de Princesa,圣若泽-迪普林塞萨
Zabelê (Paraíba),扎贝莱
Microrregião do Vale do Açu,阿蘇谷
Pinhão (Sergipe),皮尼昂·(塞爾希培州)
Rio Negro (Mato Grosso do Sul),內格羅河·(南馬托格羅索州)
Novo Santo Antônio (Piauí),新聖安東尼奧·(皮奧伊州)
Transferência da corte portuguesa para o Brasil,葡萄牙王室遷移至巴西
Queimadas (Bahia),凯马达斯
Monteiro,蒙泰鲁
Nazaré (Bahia),纳扎雷
Acarape,阿卡拉皮
Cachoeira Grande,大卡绍埃拉
Centro Novo do Maranhão,马拉尼昂州新森特罗
Brejo dos Santos,布雷茹-杜斯桑托斯
Altamira do Maranhão,马拉尼昂州阿尔塔米拉
Fátima (Bahia),法蒂玛·(巴伊亚)
Matões do Norte,北马通伊斯
Santa Quitéria do Maranhão,马拉尼昂河畔圣基特里亚
Parnarama,帕纳拉马
Belágua,贝拉瓜
Amapá do Maranhão,阿马帕杜马拉尼扬
Buritirana,布里蒂拉纳
Anajatuba,阿纳雅图巴
Bela Vista do Maranhão,马拉尼昂州贝拉维斯塔
Salgado (Sergipe),薩爾加杜
Aquidabã,阿基達邦
Cedro de São João,聖若昂的塞德魯
Carira,卡里拉
Santa Maria Madalena (Rio de Janeiro),圣玛丽亚-马达莱纳
Milagres do Maranhão,马拉尼昂河畔米拉格里斯
Cantagalo (Paraná),坎塔加盧·(巴拉那州)
Pedrinhas,佩德里尼亞斯
Rio Acaraú,阿卡拉烏河
Aricanduva,阿里坎杜瓦
Naviraí,納維拉伊
Angélica (Mato Grosso do Sul),安熱利卡·(南馬托格羅索州)
Coxim (Mato Grosso do Sul),科欣
Belmiro Braga,贝尔米罗布拉加
Arapuá,阿拉普阿
Carangola,卡兰戈拉
Cocalinho,科卡利纽
Lagoa Mundaú,蒙達烏潟湖
Jacuípe,雅库伊皮
Ribeira (São Paulo),里贝拉·(圣保罗州)
Barra de Santana,巴拉迪桑塔纳
Bela Vista de Minas,贝拉维斯塔-迪米纳斯
Meridiano 45 W,西经45度线
Paralelo 23 S,南緯23度線
Araguanã (Maranhão),阿拉瓜南·(馬拉尼昂州)
Cacimbinhas,卡辛比尼亚斯
Delmiro Gouveia (Alagoas),德尔米鲁戈韦亚
Carneiros,卡尔内鲁斯
Caldas Brandão,卡尔达斯布兰当
Santa Maria do Cambucá,圣玛丽亚-杜坎布卡
Verdejante,韦尔德然蒂
Toritama,托里塔马
Pedra (Pernambuco),佩德拉
Guaíra (São Paulo),瓜伊拉·(聖保羅州)
Lagoa do Ouro,拉戈阿-杜欧鲁
Monteirópolis,蒙泰罗波利斯
Matriz de Camaragibe,马特里斯-迪卡马拉基比
Boqueirão,博凯朗
Água Branca (Alagoas),阿瓜布兰卡
Cajazeirinhas,卡雅泽里尼亚斯
São Simão (São Paulo),聖西芒·(聖保羅州)
Antônio Olinto (Paraná),安東尼奧·奧林托鎮
Poção (Pernambuco),波康
Pirambu,皮蘭布
Dormentes,多门蒂斯
Barra de Guabiraba,巴拉德瓜比拉巴
Belém do Piauí,贝伦杜皮奥伊
Camocim de São Félix,卡莫辛迪圣费利什
Buíque,布伊基
Nilo Peçanha (Bahia),尼卢佩萨尼亚
Avelino Lopes,阿韦利诺洛佩斯
Picos,皮科斯·(皮奧伊州)
Jaguaruana,雅瓜鲁阿纳
Itarema,伊塔雷马
Quixadá,基沙达
Aratuba,阿拉图巴
Barra (Bahia),巴拉·(巴西)
Fátima (Tocantins),法蒂馬·(托坎廷斯州)
Varjão,瓦尔让
Panelas,帕内拉斯
Chã de Alegria,尚迪阿莱格里亚
Vertente do Lério,韦尔滕蒂杜莱留
Serrita,塞里塔
Orobó,奥罗博
Lagoa dos Gatos,拉戈阿-杜斯加图斯
Águas Belas (Pernambuco),阿瓜斯贝拉斯
Barreira (Ceará),巴雷拉·(塞阿拉州)
Montanha (Espírito Santo),蒙塔尼亞·(聖埃斯皮里圖州)
Tacaimbó,塔卡因博
Euclides da Cunha (Bahia),欧克利迪斯-达库尼亚
Riacho de Santana (Bahia),里亚舒-迪圣安娜
Paralelo 2 S,南纬2度线
Copa do Brasil de Futebol de 2012,2012年巴西杯
Meridiano 38 W,西經38度線
Campeonato Mundial de Voleibol Masculino Sub-21 de 2011,2011年世界青年男子排球錦標賽
Meridiano 35 W,西经35度线
Boca do Acre,阿克雷港
Atalaia do Norte,北阿塔拉亞
Pilão Arcado,皮朗阿尔卡杜
Meridiano 70 W,西经70度线
Meridiano 60 W,西经60度线
Meridiano 50 W,西经50度线
Tonantins,托南廷斯
Belém do São Francisco,圣弗朗西斯科河畔贝伦
Santa Fé (Paraná),圣菲·(巴西)
Nazaré da Mata,纳扎雷-达马塔
Monte Negro,蒙特內格羅·(朗多尼亞州)
Nova Brasilândia d'Oeste,西新巴西蘭迪亞
Santarém Novo,新桑塔倫
São Sebastião (Alagoas),圣塞巴斯蒂昂
Porto da Folha,福利亞港
Rio Trombetas,特龍貝塔斯河
Itatira,伊塔蒂拉
Divinésia,迪维内西亚
Conceição do Pará,康塞桑-杜帕拉
Comercinho,科梅西纽
Bom Jesus da Penha,邦热苏斯达佩尼亚
Cristiano Otoni,克里斯蒂亚诺奥托尼
Bugre (Minas Gerais),布格雷
Rio Brilhante,里奧布里朗蒂·(南馬托格羅索州)
Cristais (Minas Gerais),克里斯泰斯
Campo Novo do Parecis,帕雷西斯河畔新坎波
Cássia (Minas Gerais),卡西亚
Amparo do Serra,安帕罗达塞拉
Carmo da Cachoeira,卡尔穆-达卡舒埃拉
Amaralina,阿马拉利那
Maurilândia,毛里兰迪亚
Rubiataba,鲁比亚塔巴
Pequi (Minas Gerais),佩基
Campo Grande (Alagoas),大坎波
Meridiano 52 W,西經52度線
Meridiano 62 W,西經62度線
Meridiano 57 W,西經57度線
Meridiano 54 W,西經54度線
Meridiano 61 W,西經61度線
Meridiano 56 W,西經56度線
Entre Rios (Santa Catarina),恩特雷里烏斯·(聖卡塔琳娜州)
Três Marias (Minas Gerais),三玛丽亚镇
São Carlos (Santa Catarina),圣卡洛斯·(巴西)
Barra Bonita (Santa Catarina),巴拉博尼塔·(聖卡塔琳娜州)
Mortugaba,莫尔图加巴
Potiraguá,波蒂拉瓜
Licínio de Almeida,利西尼奥德阿尔梅达
Livramento de Nossa Senhora,利夫拉门图-德诺萨塞尼奥拉
São Tomé (Rio Grande do Norte),聖多美·(北里約格朗德州)
Laranjeiras,拉蘭熱拉斯·(塞爾希培州)
Carutapera,卡鲁塔佩拉
Roteiro (Alagoas),罗泰鲁
Rio Paru,帕鲁河
Meridiano 67 W,西經67度線
Upaon-Açu,聖路易斯島·(巴西)
Meridiano 69 W,西經69度線
Ilha Caviana,卡維亞納島
Meridiano 68 W,西經68度線
Laje (Bahia),拉日
Paramirim,帕拉米林
Várzea da Roça,瓦尔泽阿-达罗萨
Santana (Bahia),圣安娜·(巴伊亚州)
Filadélfia (Bahia),菲拉德尔菲亚·(巴伊亚)
Anchieta (Espírito Santo),安謝塔·(聖埃斯皮里圖州)
São Domingos (Bahia),圣多明戈斯
Doverlândia,多韦兰迪亚
São Sebastião do Uatumã,聖塞巴斯蒂昂杜瓦圖芒
Poções,波松伊斯
Jandaia (Goiás),然达亚
São Gabriel (Bahia),聖加布里埃爾·(巴伊亞州)
Cajueiro (Alagoas),卡茹埃鲁
São Tomé (Paraná),圣多美·(巴拉那州)
Heliópolis (Bahia),埃利奥波利斯
Edealina,埃德阿利纳
Palminópolis,帕尔米诺波利斯
Tanque Novo,新坦基
Nhamundá,尼亞蒙達
Terra Rica,特拉里卡
Jacarezinho,雅卡雷济纽
Camutanga,卡穆坦加
Humberto de Campos (Maranhão),温贝托-迪坎普斯
Maravilha (Alagoas),马拉维利亚
Tururu,图鲁鲁
Curuçá,庫魯薩
Escadaria Selarón,塞勒隆阶梯
Cerro Azul (Paraná),塞魯阿蘇爾·(巴拉那州)
Umbuzeiro (Paraíba),温布泽鲁
Dona Inês,唐娜伊内斯
Pentecoste,庞特科斯蒂
Pinheiros (Espírito Santo),皮涅伊羅斯·(聖埃斯皮里圖州)
Rede Bandeirantes,旗手电视台
Cultura do Brasil,巴西文化
Jandaíra (Rio Grande do Norte),然達伊拉·(北里約格朗德州)
Novo Aripuanã,新阿里普阿南
Rio Preto da Eva,里奧普雷托達伊娃
Pauini,保伊尼
Palmas de Monte Alto,帕尔马斯-迪蒙蒂阿尔图
Muquém do São Francisco,穆肯-迪圣弗朗西斯科
Urandi,乌兰迪
Macururé,马库鲁雷
Jardinópolis (Santa Catarina),雅爾迪諾波利斯·(聖卡塔琳娜州)
Retirolândia,雷蒂罗兰迪亚
Ermo,埃尔莫
Presidente Castello Branco,卡斯特魯·布朗庫總統鎮·(聖卡塔琳娜州)
Marema,马雷马
Monte Carlo (Santa Catarina),蒙蒂卡卢
Atalanta,阿塔兰塔·(巴西)
Macieira (Santa Catarina),马西埃拉
Ceres (Goiás),塞雷斯·(戈亞斯州)
Eldorado (Mato Grosso do Sul),埃爾多拉多·(南馬托格羅索州)
Santa Helena (Santa Catarina),聖埃倫娜·(聖卡塔琳娜州)
Coelho Neto (Maranhão),科埃柳内图
Viana (Espírito Santo),維亞納·(聖埃斯皮里圖州)
Campos Sales (Ceará),坎普斯萨利斯
Quixabeira (Bahia),基沙贝拉
Cariús,卡里乌斯
São João da Paraúna,圣若昂-达帕拉乌纳
Remanso,雷曼苏
Tapauá,塔保阿
Indiara,因迪亚拉
Jundiá (Alagoas),容迪亚
Nina Rodrigues (Maranhão),尼纳罗德里格斯
Itiquira,伊蒂基拉
Balsas,巴尔萨斯
Alto Parnaíba,上巴纳伊巴
São Rafael (Rio Grande do Norte),圣拉斐尔·(北大河州)
Arari,阿拉里
Tauá,陶阿
Antonina do Norte,北安东尼娜
Ararendá,阿拉伦达
Barroquinha,巴罗基尼亚
Meridiano 53 W,西經53度線
Meridiano 55 W,西经55度线
Meridiano 59 W,西經59度線
Meridiano 64 W,西經64度線
Meridiano 58 W,西經58度線
Meridiano 65 W,西经65度线
Laranjal (Paraná),拉然雅爾·(巴拉那州)
Érico Cardoso,埃里库卡尔多苏
Sento Sé,森图塞
Planaltino,普拉纳蒂努
Imbuia (Santa Catarina),因布亞·(聖卡塔琳娜州)
Tubarão (Santa Catarina),图巴朗
Sobral (Ceará),索布拉尔
Maravilha (Santa Catarina),馬拉維利亞·(聖卡塔琳娜州)
Novo Horizonte (São Paulo),新奧里藏特·(聖保羅州)
Farias Brito (Ceará),法里亚斯布里图
Itapajé,伊塔帕热
Branquinha,布兰基尼亚
Viçosa do Ceará,维索萨-杜塞阿拉
Chã Preta,尚普雷塔
Uruburetama,乌鲁布雷塔马
Fortim,福廷
Baturité,巴图里特
Riacho de Santana (Rio Grande do Norte),里亞舒迪聖安娜·(北里約格朗德州)
Capistrano,卡皮斯特拉努
General Sampaio,桑帕尤将军村
Apiacá,阿皮亞卡·(聖埃斯皮里圖州)
Maribondo,马里邦杜
Barra de São Francisco,巴拉迪聖弗蘭西斯科
Pojuca,波茹卡
Aquiraz,阿基拉斯·(巴西)
Varzedo,瓦尔泽杜
Carauari,卡拉瓦里·(巴西)
Santo Estêvão (Bahia),圣埃斯特旺
Aracruz,阿拉克魯斯·(聖埃斯皮里圖州)
Marcionílio Souza,马西奥尼柳索扎
Sapeaçu,萨佩阿苏
Nova Viçosa,新维索萨
Saubara,绍巴拉
Pacajus,帕卡茹斯
Cariré,卡里雷
Alto Santo,圣阿尔图
Presidente Kennedy (Espírito Santo),肯尼迪總統城·(聖埃斯皮里圖州)
Araripe,阿拉里皮
Ereré,埃雷雷
São Vicente (Rio Grande do Norte),圣维森特·(北大河州)
Posse (Goiás),波塞·(戈亞斯州)
Central (Bahia),森特拉爾·(巴伊亞州)
Sonora (Mato Grosso do Sul),索諾拉·(南馬托格羅索州)
Pacatuba (Ceará),帕卡图巴
São João Batista (Santa Catarina),聖若昂巴蒂斯塔·(聖卡塔琳娜州)
Ipirá,伊皮拉
Serra Dourada,塞拉多拉达
Lajedo do Tabocal,拉热杜-杜塔博卡尔
Maetinga,马埃廷加
Piripá,皮里帕
São Miguel das Matas,圣米格尔-达斯马塔斯
Teofilândia,特奥菲兰迪亚
Maracanaú,马拉卡纳乌
Afonso Cláudio,阿風索克勞迪歐
Miguel Calmon,米格尔-卡尔蒙
Serra Preta,塞拉普雷塔
Tanquinho,坦基纽
Muniz Ferreira,穆尼斯费雷拉
Iúna,伊烏納
Quijingue,基任吉
São Sebastião do Passé,圣塞巴斯蒂昂-杜帕塞
Ouro Verde (São Paulo),欧鲁韦尔迪
Caturité,卡图里特
Jaramataia,雅拉马塔亚
São Roque (São Paulo),圣罗克·(圣保罗州)
Olho d'Água das Flores,奥柳达瓜-达斯弗洛里斯
São Miguel dos Campos,圣米格尔-杜斯坎普斯
Juazeirinho,茹阿泽里纽
Cachoeira dos Índios,卡舒埃拉杜斯因迪奥斯
Pocinhos,波西纽斯
Bela Cruz,贝拉克鲁斯·(巴西)
Bernardino Batista,伯纳迪诺巴蒂斯塔
Alcantil,阿尔坎蒂尔
Crateús,克拉特乌斯
Altaneira,阿尔塔内拉
Santana do Ipanema,圣安娜杜伊帕内马
Matina,马蒂纳
Inhapi,伊尼亚皮
Ibateguara,伊巴特瓜拉
Saboeiro,萨布埃鲁
Faro (Pará),法魯·(帕拉州)
Saúde (Bahia),薩烏德·(巴伊亞州)
Mostra Internacional de Cinema de São Paulo,圣保罗国际电影节
Microrregião da Chapada do Apodi,阿波迪的沙帕達
Ubajara,乌巴雅拉
Praia Grande (Santa Catarina),大普拉亞·(聖卡塔琳娜州)
Bebedouro (São Paulo),貝貝多魯
Mulungu do Morro,穆伦古-杜莫鲁
Maiquinique,迈基尼基
Castelo (Espírito Santo),卡斯特盧·(聖埃斯皮里圖州)
Piatã,皮亚唐
Dom Pedro (Maranhão),唐佩德罗
Nova Russas,新鲁萨斯
Camargo (Rio Grande do Sul),卡马戈
Campeonato Brasileiro de Futebol de 2012 - Série A,2012年巴西足球甲级联赛
Brejo Santo,布雷茹桑托
Pão de Açúcar (Alagoas),庞迪阿苏卡尔
Quiterianópolis,基特里亚诺波利斯
Ipu,伊普
Granjeiro,格兰热鲁
Guaraciaba do Norte,北瓜拉西亚巴
Jaguaretama,雅瓜雷塔马
Deputado Irapuan Pinheiro,德普塔杜伊拉普安皮涅鲁
Coreaú,科雷奥
Lamarão,拉马朗
Lagoa Real,拉戈阿雷亚尔
Niquelândia,尼克兰迪亚
Ipixuna,伊皮舒納
Joaquim Gomes,若阿金戈麦斯
Jaborandi (Bahia),雅博兰迪
Eusébio (Ceará),欧塞比乌
Caridade (Ceará),卡里达迪
Edéia,埃德亚
Medeiros Neto,梅代鲁斯内图
Riachão do Jacuípe,里亚尚-杜雅库伊皮
Parque Nacional da Lagoa do Peixe,貝謝湖國家公園
Aliança Renovadora Nacional,國家革新聯盟
Eleições no Brasil,巴西選舉
Salgadinho (Pernambuco),薩爾加迪尼奧·(伯南布哥州)
Casserengue,卡塞伦格
Areia (Paraíba),阿雷亚
Santa Luzia do Norte,北圣卢西亚
Catingueira,卡廷盖拉
Croatá,克罗阿塔
Palestina (São Paulo),帕萊斯蒂納·(聖保羅州)
Urucará,烏魯卡拉
Cacimba de Dentro,卡辛巴迪登特罗
Caiçara (Paraíba),凯萨拉·(帕拉伊巴州)
Alagoa Nova,新阿拉戈阿
Jacaré dos Homens,雅卡雷-杜斯奥门斯
Microrregião de Pau dos Ferros,保杜斯費魯斯·(小區)
Microrregião de Umarizal,烏馬里扎爾·(小區)
Parque Nacional da Chapada Diamantina,迪亞曼蒂納高地國家公園
Souto Soares,索图索阿里斯
Paratinga,帕拉廷加
Santaluz,圣卢斯·(巴伊亚州)
Pindaí,平达伊
Campeonato Brasileiro de Futebol de 2011 - Série A,2011年巴西足球甲级联赛
Parque Nacional das Sempre-Vivas,森普雷維瓦斯國家公園
Redenção (Ceará),雷登桑
Planalto da Borborema,博爾博雷馬高原
Macarani,马卡拉尼
Malhada de Pedras,马利亚达-迪佩德拉斯
São Felipe (Bahia),圣费利佩
Nova Redenção,新雷登桑
Campeonato Mundial de Judô Masculino de 1965,1965年世界柔道锦标赛
Língua aruá,阿拉瓦語
Mirante (Bahia),米兰蒂
Morpará,莫尔帕拉
Pindobaçu,平多巴苏
Ecoporanga,埃科波蘭加·(聖埃斯皮里圖州)
Urucurituba,烏魯庫里圖巴
Itaguaçu,伊塔瓜蘇
Hidrolina,伊德罗利纳
São Gonçalo dos Campos,圣贡萨洛-杜斯坎普斯
Lista de primeiros-ministros do Brasil,巴西总理
Guarabira,瓜拉比拉
Senador Pompeu,蓬佩乌参议员镇
João Dourado,若昂杜拉杜
Paraibano (Maranhão),帕赖巴努
Ribeira do Pombal,里贝拉-杜蓬巴尔
Nordestina (Bahia),诺尔德斯蒂纳
Fonte Boa (Amazonas),方特堡·(亞馬遜州)
Indiana (São Paulo),印第安納·(聖保羅州)
Santa Inês (Paraná),聖伊內斯·(巴拉那州)
Nova Aurora (Paraná),新奧羅拉·(巴拉那州)
Mucambo (Ceará),穆坎布
Iporã,伊波朗
Poço de José de Moura,波苏-迪若泽-迪莫拉
Barra de São Miguel (Alagoas),巴拉-迪圣米格尔·(阿拉戈斯州)
Intentona Comunista,1935年巴西共产主义起义
Lagarto (Sergipe),拉加爾托·(塞爾希培州)
Paço de São Cristóvão,圣克里斯托旺宫
Ibatiba,伊巴蒂巴
Santanópolis,桑塔诺波利斯
Pedrão,佩德朗
Turvelândia,图尔韦兰迪亚
Itapicuru (Bahia),伊塔皮库鲁
Jiquiriçá,日基里萨
Jucuruçu,茹库鲁库
Figueirão,菲蓋朗
Tailândia (Pará),泰蘭迪亞·(帕拉州)
Polícia Federal (Brasil),联邦警察·(巴西)
Monte Alegre (Pará),蒙特阿萊格雷·(帕拉州)
Alenquer (Pará),阿倫克爾·(帕拉州)
