室伏広治,무로후시 고지
海本慶治,가이모토 게이지
湯浅政明,유아사 마사아키
池田輝政,이케다 데루마사
橋口たかし,하시구치 다카시
瀬戸春樹,세토 하루키
辻本茂輝,쓰지모토 시게키
小林成光,고바야시 마사미쓰
渡辺光輝,와타나베 미쓰테루
平瀬智行,히라세 도모유키
平岡靖成,히라오카 야스나리
熊谷浩二,구마가이 고지
佐藤一樹,사토 가즈키 (1974년)
武宮正樹,다케미야 마사키
勝矢寿延,가쓰야 도시노부
河井継之助,카와이 츠기노스케
大木喬任,오키 다카토
赤嶺真吾,아카미네 신고
奥野誠一郎,오쿠노 세이이치로
石丸清隆,이시마루 기요타카
原田慎太郎・(サッカー選手),하라다 신타로
岡中勇人,오카나카 하야토
清水直右衛門,시미즈 나오에몬
藤原得郎,후지와라 도쿠로
下村幸男,시모무라 유키오
磯山さやか,이소야마 사야카
浜崎昌弘,하마자키 마사히로
伊東輝悦,이토 데루요시
内山篤,우치야마 아쓰시
チョー・(俳優),조 (배우)
佐々木雅尚,사사키 마사나오
足利道夫,아시카가 미치오
角中勝也,가쿠나카 가쓰야
豪鬼,아쿠마
廣山望,히로야마 노조미
澤野弘之,사와노 히로유키
菊池利三,기쿠치 도시미
御厨景,미쿠리야 게이
辛島啓珠,가라시마 게이주
公文裕明,구몬 히로아키
光岡眞矢,미쓰오카 신야
町田忠道,마치다 다다미치
吉村寿洋,요시무라 도시히로
平山智規,히라야마 도모노리
小川雅己,오가와 마사키
森川拓巳,모리카와 다쿠미
和多田充寿,와타다 미쓰토시
氏家英行,우지이에 히데유키
大谷一二,오타니 이치지
大柴克友,오시바 가쓰토모
鈴木悟・(サッカー選手),스즈키 사토루
城定信次,조조 신지
三浦文丈,미우라 후미타케
梅山修,우메야마 오사무
谷真一郎,다니 신이치로
片桐且元,가타기리 가쓰모토
小島伸幸,고지마 노부유키
串田アキラ,쿠시다 아키라
檜山修之,히야마 노부유키
木戸衣吹,키도 이부키
手塚聡,데즈카 사토시
森雅之・(俳優),모리 마사유키 (배우)
荒川美穂,아라카와 미호
坂上是則,사카노우에노 고레노리
花江夏樹,하나에 나츠키
渡辺広大,와타나베 고다이
川尻善昭,카와지리 요시아키
三宅ひとみ・(1992年生),미야케 히토미 (1992년)
藤原定方,후지와라노 사다카타
伊藤卓・(サッカー選手),이토 스구루
宮澤浩,미야자와 히로시 (축구 선수)
古賀聡,고가 사토시
幸田将和,고다 마사카즈
野々村芳和,노노무라 요시카즈
菅野賢一,스가노 겐이치
渡辺卓・(サッカー選手),와타나베 다쿠
高田昌明,다카다 마사아키
向島建,무코지마 다쓰루
安永聡太郎,야스나가 소타로
森下仁志,모리시타 히토시
塚本秀樹,쓰카모토 히데키
栗田泰次郎,구리타 다이지로
山崎光太郎,야마자키 고타로
長橋康弘,나가하시 야스히로
平松康平,히라마쓰 고헤이
長田道泰,오사다 미치야스
池田伸康,이케다 노부야스
福永泰,후쿠나가 야스시
光岡昌美,미쓰오카 마사미
根引謙介,네비키 겐스케
広江礼威,히로에 레이
渡部香生子,와타나베 가나코
岡山哲也,오카야마 데쓰야
田畑昭宏,다바타 아키히로
壬生忠岑,미부노 다다미네
篠田正浩,시노다 마사히로
関根忍,세키네 시노부
神田勝夫,간다 가쓰오
高桑大二朗,다카쿠와 다이지로
堀井岳也,호리이 가쿠야
松波正信,마쓰나미 마사노부
室井市衛,무로이 이치에이
久野智昭,구노 도모아키
壬生忠見,미부노 다다미
藤原敦忠,후지와라노 아쓰타다
平兼盛,다이라노 가네모리
藤原朝忠,후지와라노 아사타다
田北雄気,다키타 유키
堀孝史,호리 다카후미
西野努,니시노 쓰토무
飯島寿久,이이지마 가즈히사
渡辺淳一・(サッカー選手),와타나베 준이치 (축구 선수)
木山隆之,기야마 다카시
松井玲奈,마츠이 레나
近藤真彦,콘도 마사히코
野村豊和,노무라 도요카즈
三宅諒,미야케 료
鬼木達,오니키 도루
坂田昌一,사카타 쇼이치
千田健太,지다 겐타
恵慶,에교
鶴見修治,쓰루미 슈지
山本昌邦,야마모토 마사쿠니
我謝よしか,가자 레이라니
菅野裕二,스가노 유지
三木清,미키 기요시
しげの秀一,시게노 슈이치
郷里大輔,고리 다이스케
宮村優子・(声優),미야무라 유코
三浦しをん,미우라 시온
吉原由香里,요시하라 유카리
西ヶ谷隆之,니시가야 다카유키
藤吉信次,후지요시 신지
深川友貴,후카가와 도모타카
小島光顕,고지마 미쓰아키
寺田登,데라다 노보루
デーモン閣下,데몬 각하
加藤竜二,가토 류지
内藤就行,나이토 나루유키
高田哲也,다카다 데쓰야
前田浩二,마에다 고지
尾崎加寿夫,오자키 가즈오
高橋秀人,다카하시 히데토
高師康,다카모로 고
トーゴ・イガワ,이가와 토고
橋田壽賀子,하시다 스가코
岡本かの子,오카모토 가노코
桜井政博,사쿠라이 마사히로
山口敏弘,야마구치 도시히로
金澤宏,가나자와 히로시
佐藤慶明,사토 요시아키
加茂健,가모 다케시
稲垣理一郎,이나가키 리이치로
長谷川一夫,하세가와 카즈오
村田雄介,무라타 유스케
里谷多英,사토야 다에
吉野作造,요시노 사쿠조
佐々成政,삿사 나리마사
喜安浩平,키야스 코헤이
松室麻衣,마츠무로 마이
織田信行,오다 노부유키
前田利長,마에다 도시나가
辰野金吾,다쓰노 긴고
南条文雄,난조 분유
くじら・(声優),쿠지라
ドラえもん・(キャラクター),도라에몽 (등장인물)
骨川スネ夫,왕비실
中丸雄一,나카마루 유이치
奥野僚右,오쿠노 료스케
市道真央,이치미치 마오
桂秀樹,가쓰라 히데키
石川康,이시카와 고
横山貴之,요코야마 다카유키
緒方洪庵,오가타 고안
藤原忠平,후지와라노 다다히라
藤原顕光,후지와라노 아키미쓰
藤原基経,후지와라노 모토쓰네
野口幸司,노구치 고지
高橋茂・(サッカー選手),다카하시 시게루
松永章,마쓰나가 아키라 (1948년)
大石信幸,오이시 노부유키
護良親王,모리요시 친왕
前田治,마에다 오사무
りんたろう,린 타로
白鳥哲,시라토리 테츠
奥浩哉,오쿠 히로야
吉田秀彦,요시다 히데히코
大村和市郎,오무라 와이치로
こだま兼嗣,코다마 켄지
瀧本美織,타키모토 미오리
小杉十郎太,코스기 쥬로타
松風雅也,마츠카제 마사야
茅野愛衣,카야노 아이
小池唯,코이케 유이
織田秀信,오다 히데노부
藤原純友,후지와라노 스미토모
村上信五,무라카미 싱고
山本裕典,야마모토 유스케
植村花菜,우에무라 카나
北条泰時,호조 야스토키
上原美優,우에하라 미유
ヤス・(イラストレーター),야스 (일러스트레이터)
白鳥庫吉,시라토리 구라키치
私市淳,키사이치 아츠시
霜月はるか,시모츠키 하루카
石黒昇,이시구로 노보루
石神良訓,이시가미 요시노리
松浦敏夫,마쓰우라 도시오
川中香緖里,가와나카 가오리
鈴木清順,스즈키 세이준
森直樹・(1977年生のサッカー選手),모리 나오키 (1977년)
松本暁司,마쓰모토 교지
桜井繁,사쿠라이 시게루
白石隼也,시라이시 슌야
田中英雄,다나카 히데오
織田信孝,오다 노부타카 (1558년)
山田隆裕,야마다 다카히로
小澤竜己,고자와 류키
紅音ほたる,아카네 호타루
水野忠政,미즈노 다다마사
黒田硫黄,구로다 이오
髙田延彦,타카다 노부히코
加茂周,가모 슈
杉浦重剛,스기우라 주고
松平信康,마쓰다이라 노부야스 (1559년)
山田長政,야마다 나가마사
織田信広,오다 노부히로
柳楽優弥,야기라 유야
中村蒼,나카무라 아오이
岡野功,오카노 이사오
川口春奈,카와구치 하루나
黒川智花,쿠로카와 토모카
野津道貫,노즈 미치쓰라
宮本正男,미야모토 마사오
井上円了,이노우에 엔료
和波智広,와나미 도모히로
加藤雅也,카토 마사야
永井秀樹,나가이 히데키
小野道風,오노노 도후
西野朗,니시노 아키라
鈴木正治,스즈키 마사하루
島清興,시마 기요오키
澤潟節,사와가타 세쓰
飯島真理,이이지마 마리
涼宮ハルヒ,스즈미야 하루히
山本鈴美香,야마모토 스미카
西原久美子,니시하라 쿠미코
米林宏昌,요네바야시 히로마사
相沢舞,아이자와 마이
金子修介,가네코 슈스케
伊達輝宗,다테 데루무네
下川健一,시모카와 겐이치
那須与一,나스노 요이치
有本欽隆,아리모토 킨류
富田晋伍,도미타 신고
瀬名さくら,세나 사쿠라
羽根直樹,하네 나오키
田中麗奈,다나카 레나
陣内孝則,진나이 타카노리
杉本有美,스기모토 유미
出羽重遠,데와 시게토
吉岡秀隆,요시오카 히데타카
平教経,다이라노 노리쓰네
山中毅,야마나카 쓰요시
中川亜紀子,나카가와 아키코
内田眞由美,우치다 마유미
奥真奈美,오쿠 마나미
崇仁親王妃百合子,다카히토 친왕비 유리코
五十嵐一,이가라시 히토시
本多知恵子,혼다 치에코
藤原公任,후지와라노 긴토
棚橋弘至,다나하시 히로시
上野優作,우에노 유사쿠
入江徹,이리에 도루
實好礼忠,사네요시 노리타다
有馬賢二,아리마 겐지
野村道子,노무라 미치코
斉藤俊秀,사이토 도시히데
谷中治,다니나카 오사무
高山忠雄,다카야마 다다오
都並敏史,쓰나미 사토시
川西隆,가와니시 다카시
草尾毅,쿠사오 타케시
熊井俊一,구마이 슌이치
橋本晃一,하시모토 코이치
鶴ひろみ,츠루 히로미
奥平信昌,오쿠다이라 노부마사
井出多米夫,이데 다메오
大山義松,오야마 요시마쓰
曽我町子,소가 마치코
山下敬吾,야마시타 게이고
藤沢秀行,후지사와 히데유키
大竹英雄,오타케 히데오
田嶋幸三,다시마 고조
電通,덴쓰
蛯原友里,에비하라 유리
沢口靖子,사와구치 야스코
明智小五郎,아케치 고고로
小田さくら,오다 사쿠라
田村淳,타무라 아츠시
瀬戸朝香,세토 아사카
草野博紀,쿠사노 히로노리
増田順一,마스다 준이치
一柳慧,이치야나기 토시
平岡祐太,히라오카 유타
夏木マリ,나츠키 마리
森本敏,모리모토 사토시
長野博,나가노 히로시
公文公,구몬 도루
外池大亮,도노이케 다이스케
中野希望,나카노 노조미
三木露風,미키 로후
多田葵,타다 아오이
副島博志,소에지마 히로시
聡太郎,야스다 소타로
長岡半太郎,나가오카 한타로
山本梓,야마모토 아즈사
笠原隆,가사하라 다카시
三宅二郎,미야케 지로
名取武,나토리 다케시
神田清雄,간다 기요오
安部輝雄,아베 데루오
三崎四郎,미사키 시로
篠崎三郎,시노사키 사부로
西川潤之,니시카와 준지
小桜エツコ,코자쿠라 에츠코
アツミサオリ,아츠미 사오리
花原勉,하나하라 쓰토무
伊集院静,이주인 시즈카
スタニスラフ・ブーニン,스타니슬라프 부닌
豊臣秀長,도요토미 히데나가
森岡浩之,모리오카 히로유키
蘇我馬子,소가노 우마코
上杉景虎,우에스기 가게토라
藤原定子,후지와라노 데이시
中西重忠,나카니시 시게타다
皆川ヨ子,미나가와 요네
増山江威子,마스야마 에이코
藤原兼輔,후지와라노 가네스케
鬼頭莫宏,키토 모히로
茶野隆行,자노 다카유키
久保山由清,구보야마 요시키요
宮地利雄,미야지 도시오
波戸康広,하토 야스히로
堺井秀雄,사카이 히데오
原田福三郎,하라다 후쿠사부로
酒井友之,사카이 도모유키
八田卯一郎,핫타 우이치로
日高卯三郎,히다카 우사부로
近藤台五郎,곤도 다이고로
橘ケンチ,타치바나 켄치
EXILE・TETSUYA,TETSUYA (댄서)
黒木啓司,쿠로키 케이지
EXILE・NESMITH,NESMITH (가수)
朝倉保,아사쿠라 다모쓰
小林直己,NAOKI (가수)
EXILE・SHOKICHI,SHOKICHI
EXILE・NAOTO,NAOTO
福田徳三,후쿠다 도쿠조
福本和夫,후쿠모토 가즈오
以仁王,모치히토 왕
栗本薫,구리모토 가오루
谷口圭,다니구치 게이
森崎和江,모리사키 가즈에
青木要三,아오키 요조
堀池巧,호리이케 다쿠미
田坂和昭,다사카 가즈아키
森村誠一,모리무라 세이이치
鈴木重義・(サッカー選手),스즈키 시게요시
須藤茂光,스도 시게미쓰
安斎伸彰,안자이 노부아키
中矢力,나카야 리키
伊藤賢治,이토 켄지
糸井重里,이토이 시게사토
鬼塚英吉,오니즈카 에이키치
大滝麻未,오타키 아미
安藤昌益,안도 쇼에키
青木喜久代,아오키 기쿠요
EXILE・ATSUSHI,ATSUSHI (음악가)
南波杏,난바 안
安達謙蔵,아다치 겐조
大原さやか,오하라 사야카
武田英明,다케다 히데아키
小林優子,코바야시 유코
ちばてつや,지바 데쓰야
KENSO・(プロレスラー),스즈키 겐조 (프로레슬링 선수)
鳥居強右衛門,토리이 스네에몬
梶野智幸,가지노 도모유키
佐野達,사노 도루
松野太紀,마츠노 타이키
安達祐実,아다치 유미
さいとう・たかを,사이토 타카오
小原乃梨子,오하라 노리코
中原茂,나카하라 시게루
小林昭二,코바야시 아키지
新山千春,니이야마 치하루
督姫,도쿠히메 (1565년)
瀬上純,세노우에 준
黒田慶樹,구로다 요시키
勝生真沙子,카츠키 마사코
浅野綱長,아사노 쓰나나가
浅野長直,아사노 나가나오 (1610년)
丘浅次郎,오카 아사지로
百々麻子,도도 아사코
荒木村重,아라키 무라시게
在原元方,아리와라노 모토카타
片桐淳至,가타기리 아쓰시
Dream・Aya,타카모토 아야
浅野長矩,아사노 나가노리
池田光政,이케다 미쓰마사
井上政重,이노우에 마사시게
殷富門院大輔,인푸몬인노 다이후
