George Washington,ジョージ・ワシントン
Abraham Baldwin,エイブラハム・ボールドウィン
Joseph Stilwell,ジョセフ・スティルウェル
Noname Jane,ノーネーム・ジェーン
Jessie Andrews,ジェシー・アンドリュース
Margaret Lindsay,マーガレット・リンゼイ
Shelley Hack,シェリー・ハック
Heather Angel (actress),ヘザー・エンジェル
Dean Koontz,ディーン・R・クーンツ
Corinne Griffith,コリンヌ・グリフィス
Katharine Cornell,キャサリン・コーネル
Murray Rothbard,マレー・ロスバード
Chace Crawford,チェイス・クロフォード
Afrika Bambaataa,アフリカ・バンバータ
Levi Leipheimer,リーヴァイ・ライプハイマー
Jeremy Sumpter,ジェレミー・サンプター
Michael Dorn,マイケル・ドーン
Dylan Walsh,ディラン・ウォルシュ
Tim Kang,ティム・カン
Whitney Eugene Thayer,ホイットニー・ユージン・セイヤー
Burt Young,バート・ヤング
John Scalise,アルバート・アンセルミ、ジョン・スカリーゼ
Louis Gossett Jr.,ルイス・ゴセット・ジュニア
Michael Jeter,マイケル・ジェッター
Nat Turner,ナット・ターナー
Brad Dourif,ブラッド・ドゥーリフ
Apolo Ohno,アポロ・アントン・オーノ
Laeta Kalogridis,レータ・カログリディス
Carol Sloane,キャロル・スローン
Michael Emerson,マイケル・エマーソン
Ken Anderson (wrestler),ケン・アンダーソン
Judith Merril,ジュディス・メリル
Marshall Allman,マーシャル・オールマン
Alvin Toffler,アルビン・トフラー
Omar Epps,オマー・エップス
William H. Seward,ウィリアム・スワード
Paul Rudd,ポール・ラッド
Robert Byrd,ロバート・バード
Wayne Shorter,ウェイン・ショーター
Jelly Roll Morton,ジェリー・ロール・モートン
Peter Eisenman,ピーター・アイゼンマン
Leo Fender,レオ・フェンダー
Jeff Koons,ジェフ・クーンズ
Penny Hardaway,ペニー・ハーダウェイ
Adolph Green,アドルフ・グリーン
Nathan Kress,ネイサン・クレス
Abraham Buford II,エイブラハム・ビュフォード
Henry Clay Ide,ヘンリー・クレイ・アイド
Evelyn Venable,イヴリン・ヴェナブル
Colleen Hanabusa,コリーン・ハナブサ
Julie Kent (dancer),ジュリー・ケント・(バレエダンサー)
Nick Searcy,ニック・サーシー
Ignazio Lupo,イニャツィオ・ルポ
Abraham Polonsky,エイブラハム・ポロンスキー
Avrom Reyzen,アブラハム・レイゼン
Abraham Robinson,アブラハム・ロビンソン
Genndy Tartakovsky,ゲンディ・タルタコフスキー
Michael Brecker,マイケル・ブレッカー
Mark St. John,マーク・セント・ジョン
Clifton Sprague,クリフトン・スプレイグ
Clay Aiken,クレイ・エイケン
Kevin Moore,ケヴィン・ムーア
Jeffrey Goldstone,ジェフリー・ゴールドストーン
Edward Weston,エドワード・ウェストン
Ben Riley,ベン・ライリー
James Denton,ジェームズ・デントン
Dan Simmons,ダン・シモンズ
Greg Bear,グレッグ・ベア
Abraham Cooper (rabbi),エイブラハム・クーパー
Jeremy Bonderman,ジェレミー・ボンダーマン
David Henry Hwang,デイヴィッド・ヘンリー・ウォン
Abraham Cahan,エイブラハム・カーハン
Abraham Beame,エイブラハム・ビーム
Abraham Clark,エイブラハム・クラーク
Elon Musk,イーロン・マスク
A. Merritt,エイブラハム・メリット
Joe Niekro,ジョー・ニークロ
Robert Brenner,ロバート・ブレナー
Irwin Kostal,アーウィン・コスタル
Earnie Shavers,アーニー・シェーバース
Dick Dale,ディック・デイル
Freddie Hubbard,フレディ・ハバード
Kenny Clarke,ケニー・クラーク
Kerry King,ケリー・キング
Kevin Love,ケビン・ラブ
James J. Braddock,ジェームス・J・ブラドック
Jameer Nelson,ジャミーア・ネルソン
Thomas Mitchell (actor),トーマス・ミッチェル
Michael Angarano,マイケル・アンガラノ
Linda Emond,リンダ・エモンド
Gladys Vanderbilt Széchenyi,グラディス・ヴァンダービルト・セーチェーニ
Joe Mantegna,ジョー・マンテーニャ
Joe DiMaggio,ジョー・ディマジオ
Tyson Chandler,タイソン・チャンドラー
Bam Margera,バム・マージェラ
Arnold Vosloo,アーノルド・ヴォスルー
Chris Penn,クリス・ペン
Adam Savage,アダム・サヴェッジ
Tom Morello,トム・モレロ
Christy Walton,クリスティ・ウォルトン
James Irwin,ジェームズ・アーウィン
Jonathan Brandis,ジョナサン・ブランディス
James Russell (baseball),ジェームズ・ラッセル
George William Knox,ジョージ・ウィリアム・ノックス
Tempest Storm,テンペスト・ストーム
Benjamin Smith Barton,ベンジャミン・スミス・バートン
Helene Hanff,ヘレーン・ハンフ
Scott Williamson,スコット・ウィリアムソン
Jeff Russell,ジェフ・ラッセル
Tito Puente,ティト・プエンテ
Dexter Holland,デクスター・ホーランド
Iyaz,Iyaz
Charles McGraw,チャールズ・マッグロー
Antonio McDyess,アントニオ・マクダイス
Dimitri Tiomkin,ディミトリ・ティオムキン
Kwame Brown,クワミ・ブラウン
Daniel Chorzempa,ダニエル・コルゼンパ
Michael Nunn,マイケル・ナン
Abraham Zapruder,エイブラハム・ザプルーダー
Kurtwood Smith,カートウッド・スミス
Kate Smith,ケイト・スミス
Marty Friedman,マーティ・フリードマン
Harpo Marx,ハーポ・マルクス
Allen Dulles,アレン・ウェルシュ・ダレス
Chubby Checker,チャビー・チェッカー
Johnny Ramone,ジョニー・ラモーン
Tom Hamilton (musician),トム・ハミルトン
Alan Menken,アラン・メンケン
Michael Imperioli,マイケル・インペリオリ
Richard Winters,リチャード・ウィンターズ
Viscera (wrestler),ネルソン・フレイジャー・ジュニア
Bobby Lashley,ボビー・ラシュリー
Abraham H. Taub,アブラハム・H・タアブ
Eugene Rabinowitch,ユージン・ラビノウィッチ
Malcolm Frager,マルコム・フレイジャー
Craig T. Nelson,クレイグ・T・ネルソン
Charles Durning,チャールズ・ダーニング
Lewis Hine,ルイス・ハイン
Minoru Yamasaki,ミノル・ヤマサキ
Marvin Leonard Goldberger,マービン・レオナード・ゴールドバーガー
Harry Hillman,ハリー・ヒルマン
Jim Hines,ジム・ハインズ
Bill Withers,ビル・ウィザース
Jonathan Frakes,ジョナサン・フレイクス
Martin Sheridan,マーチン・シェリダン
Charley Paddock,チャールズ・パドック
Asa Gray,エイサ・グレイ
Rick Husband,リック・ハズバンド
Dee Dee Ramone,ディー・ディー・ラモーン
Raphael Sbarge,ラファエル・スバージ
Daniel Wu,呉彦祖
John Scalzi,ジョン・スコルジー
9th Wonder,9th・Wonder
Alexander Markovich Polyakov,アレクサンドル・ポリャコフ
Jon Arbuckle,ジョン・アーバックル
Rick Ross,リック・ロス
Sammy Davis Jr.,サミー・デイヴィスJr.
Lee Strasberg,リー・ストラスバーグ
Kimberly Po,キンバリー・ポー
Fred Thompson,フレッド・トンプソン
Barry Sonnenfeld,バリー・ソネンフェルド
Sung Kang,サン・カン
A. J. Pierzynski,A.J.ピアジンスキー
Mercedes Lackey,マーセデス・ラッキー
George W. Crawford,ジョージ・ウォーカー・クロウフォード
Murder of Joseph Augustus Zarelli,ボーイ・イン・ザ・ボックス
James Madison Porter,ジェイムズ・マディソン・ポーター
Fredric Jameson,フレドリック・ジェイムソン
Christopher Gorham,クリストファー・ゴーラム
Immortal Technique,イモータル・テクニック
Matthew Saad Muhammad,マシュー・サード・ムハマド
Wilton Felder,ウィルトン・フェルダー
James Tillis,ジェームス・ティリス
Jeff Baker,ジェフ・ベイカー
Gideon Granger,ギデオン・グレンジャー
Mack Sennett,マック・セネット
Robert Hoffman (actor),ロバート・ホフマン・(1980年生の俳優)
John Taylor (athlete),ジョン・テイラー・(陸上選手)
Gerald Wallace,ジェラルド・ウォレス
Rex Tillerson,レックス・ティラーソン
Joe Santos,ジョー・サントス
William E. Ward,ウィリアム・E・ウォード
Roy O. Disney,ロイ・O・ディズニー
Gabe Newell,ゲイブ・ニューウェル
John Wayne Gacy,ジョン・ゲイシー
Benedict Arnold,ベネディクト・アーノルド
Leigh Brackett,リイ・ブラケット
Rob Zombie,ロブ・ゾンビ
Jim Ross,ジム・ロス
Stanley Williams,スタンリー・ウィリアムズ
Roswell Rudd,ラズウェル・ラッド
Jesse Metcalfe,ジェシー・メトカーフ
Jermaine Jackson,ジャーメイン・ジャクソン
William Shirley,ウィリアム・シャーリー
Lloyd Bridges,ロイド・ブリッジス
John Armstrong Sr.,ジョン・アームストロング・(大陸軍少将)
John Horgan (journalist),ジョン・ホーガン
Lawrence Summers,ローレンス・サマーズ
A. J. Allmendinger,A.J.アルメンディンガー
A. J. Burnett,A.J.バーネット
David Scott,デイヴィッド・スコット
Ira Levin,アイラ・レヴィン
Sam Brownback,サム・ブラウンバック
Jimmy Hoffa,ジミー・ホッファ
Thomas Hicks (athlete),トーマス・ヒックス
Yeiki Kobashigawa,エイキ・コバシガワ
Raul Julia,ラウル・ジュリア
James W. Good,ジェイムズ・ウィリアム・グッド
Stephen Girard,スティーブン・ジラード
Tadd Fujikawa,タッド・フジカワ
A.C. Green,A.C.グリーン
A. D. Flowers,A・D・フラワーズ
Bart Giamatti,A・バートレット・ジアマッティ
Dean Karnazes,ディーン・カーナーシス
Joe Haldeman,ジョー・ホールドマン
Wilmer Valderrama,ウィルマー・バルデラマ
Ray Kurzweil,レイ・カーツワイル
Greyson Chance,グレイソン・チャンス
Umaga (wrestler),エディ・ファトゥ
Isiah Thomas,アイザイア・トーマス
Rahm Emanuel,ラーム・エマニュエル
Deron Williams,デロン・ウィリアムス
Brad Garrett,ブラッド・ギャレット
Larry the Cable Guy,ラリー・ザ・ケーブル・ガイ
Colin Hanks,コリン・ハンクス
Tom Ford,トム・フォード
Abe Goff,エイブ・ゴフ
George McGovern,ジョージ・マクガヴァン
Brian Welch,ブライアン・ウェルチ
Topher Grace,トファー・グレイス
A%2B (rapper),A%2B・(ラッパー)
Stephen Colletti,スティーブン・コレッティ
Jack Parsons,ジャック・パーソンズ
Dick Twardzik,ディック・ツワージク
James Bjorken,ジェームズ・ビョルケン
Joe Bonamassa,ジョー・ボナマッサ
Fred Guy,フレッド・ガイ
Emmanuelle Chriqui,エマニュエル・シュリーキー
Matt Sydal,マット・コークラン
Joss Whedon,ジョス・ウェドン
Edwin S. Porter,エドウィン・S・ポーター
Eli Yablonovitch,エリー・ヤブロノビッチ
Thomas Curtis (athlete),トーマス・カーティス
David Filo,デビッド・ファイロ
Laurell K. Hamilton,ローレル・K・ハミルトン
Willow Smith,ウィロー・スミス
Stanley Mandelstam,スタンレー・マンデリシュターム
Leon Czolgosz,レオン・チョルゴッシュ
Andranik,アンドラニク・オザニアン
Robert Elswit,ロバート・エルスウィット
Charles Dillon Perrine,チャールズ・パーライン
Mitch Pileggi,ミッチ・ピレッジ
Mike Muuss,マイク・ムース
Goran Višnjić,ゴラン・ヴィシュニック
David Stern,デビッド・スターン
Terrence Trammell,テレンス・トランメル
Red Mitchell,レッド・ミッチェル
Stirling Silliphant,スターリング・シリファント
Abe Reles,エイブ・レルズ
Irving Baxter,アーヴィング・バクスター
Luke Perry,ルーク・ペリー
Luke Benward,ルーク・ベンワード
Tommy Lee,トミー・リー
Lucien Ballard,ルシアン・バラード
Isidore Mankofsky,イシドア・マンコフスキー
Walt Morey,ウォルト・モーレー
Mark Felt,マーク・フェルト
Joe Montana,ジョー・モンタナ
Arthur Melvin Okun,アーサー・オーカン
George Gaynes,ジョージ・ゲインズ
William Hoyt (athlete),ウェルス・ホイト
Jeffrey Dahmer,ジェフリー・ダーマー
Caspar Wistar (physician),キャスパー・ウィスター・(医師)
Liberace,リベラーチェ
Tim O'Reilly,ティム・オライリー
Harlan Coben,ハーラン・コーベン
Walter Chrysler,ウォルター・クライスラー
Nelson Goodman,ネルソン・グッドマン
Abe Attell,エイブ・アッテル
Perez Hilton,ペレス・ヒルトン
A. J. DeLaGarza,アドルフ・デラガルサ
A. James Hudspeth,ジェームズ・ハズペス
Bear Bryant,ベア・ブライアント
Boris Kaufman,ボリス・カウフマン
Opal Hill,オパール・ヒル
Richard Carlson (author),リチャード・カールソン・(作家)
John Frizzell (composer),ジョン・フリッゼル
Marvin Johnson (boxer),マービン・ジョンソン
Liev Schreiber,リーヴ・シュレイバー
Garrett Hedlund,ギャレット・ヘドランド
Anna Easteden,アンナ・イーストエデン
Chelsea Manning,チェルシー・マニング
William Mapother,ウィリアム・メイポーザー
Matthew Modine,マシュー・モディーン
Abe Vigoda,エイブ・ヴィゴダ
Benjamin Lee Whorf,ベンジャミン・ウォーフ
Michael Steele,マイケル・スティール
Lon Chaney Jr.,ロン・チェイニー・ジュニア
Alice Cooper,アリス・クーパー
Reggie Wayne,レジー・ウェイン
Dom DeLuise,ドム・デルイーズ
Saul Kripke,ソール・クリプキ
Chauncey Billups,チャウンシー・ビラップス
Floyd Mayweather Jr.,フロイド・メイウェザー・ジュニア
Art Clokey,アート・クローキー
Kevin Nash,ケビン・ナッシュ
John Myung,ジョン・マイアング
Randy Newman,ランディ・ニューマン
Abel Kiviat,アベル・キヴィアット
Bill Nunn,ビル・ナン
Sammy Nestico,サミー・ネスティコ
Michael E. Brown,マイケル・ブラウン・(天文学者)
