Leandro Damião,レアンドロ・ダミアン・ダ・シウバ・ドス・サントス
Ricardo Lewandowski,リカルド・レヴァンドフスキ
Ricardo Lobo,リカルド・ロボ
DeRose,DeRoseデローゼ
Maurício dos Santos Nascimento,マウリシオ・ドス・サントス・ナシメント
Ricardo Goulart,リカルド・グラール
Rigan Machado,リガン・マチャド
Anderson Souza Conceição,アンデルソン・ソウザ・コンセイソン
Vítor Martins,ビクター・マーティン
Belmiro de Almeida,ベウミーロ・デ・アルメイダ
Ana Paula Tabalipa,アナ・ポーラ・タバリパ
Maurício do Valle,マウリシオ・ド・ヴァジェ
Maurizio Sandro Sala,マウリツィオ・サンドロ・サラ
Ricardo Wéslei Campelo,リカルド・ウェズレイ・カンペーロ
Richard Almeida de Oliveira,ヒシャルジ・アウメイダ・ジ・オリヴェイラ
Ricardo Divila,リカルド・ディビラ
Matheus Humberto Maximiano,マテウス・ウンベルト・マシミアノ
Michel Alves,ミシェウ・アウベス
Rubens Ricupero,ルーベンス・リクペロ
Miguel Torres de Andrade,ミゲル・トーレス・ジ・アンドラーデ
Milhem Cortaz,ミリェム・コルタス
André Fernandes de Sousa,アンドレ・フェルナンデス・デ・ソウサ
André Garolli,アンドレ・ガローリ
Teresa Surita,テレサ・スリタ
Alberto Carlos Félix da Silva,アルベルト・カルロス・フェリックス・ダ・シウヴァ
Rodrigo Junior Paula Silva,ジゴン
Rodrigo Medeiros,ホドリゴ・メディロス
Rodrigo Ely,ロドリゴ・エリー
Rodrigo Fernandes Valete,ロドリゴ・フェルナンデス・バレーテ
Roan Carneiro,ホアン・カルネイロ
Beto Almeida,ロベルト・デ・アルメイダ
Rodrigo Galo Brito,ロドリゴ・ガロ・ブリト
Rodrigo Hardy Araújo,ロドリゴ・ハルディ・アラウージョ
Roberto Orlando Affonso Júnior,ホベルト・オルランド・アフォンソ・ジュニオール
Márcio Máximo,マルシオ・マシモ
Márcia Goldschmidt,マーシャ・ゴールドシュミット
André Valadão,アンドレ・ヴァラダン
Rodrigo Amarante,ロドリゴ・アマランテ
Rodrigo Teixeira Pereira,ロドリゴ・テイシェイラ・ペレイラ
Rogério Duprat,ホジェリオ・ドゥプラ
Rodolfo Vieira,ホドルフォ・ヴィエイラ
Bezerra,ベゼハ
Márcio José Lisboa Fortes Filho,マルシオ・ジョゼ・リズボア・フォルチズ・フィーリョ
Mário dos Santos Júnior,マリオ・ドス・サントス
Bruce Gomlevsky,ブルース・ゴムレフスキー
Bolívar Modualdo Guedes,ボリヴァール・モドゥアウド・ゲデス
Romero Mendonça Sobrinho,ロメリート
Roger Gaúcho,ホージェル・ホベルト・ドス・サントス
Romulo Barral,ホムロ・バッハウ
Narubodin Weerawatnodom,ナルバディン・ウィーラワットノドム
Rosinha de Valença,ホジーニャ・ジ・ヴァレンサ
Sandro Silva de Souza,サンドロ・シルバ・デ・ソウザ
Everaldo Matsuura,松浦エベラルド
Luiz Felipe Fonteles,ルイス・フェリペ・フォンテレス
Rui Falcão,ルイ・ファルカン
Bruno Covas,ブルーノ・コーバス
Maria Martins,マリア・マルティンス
Rony Jason,ロニー・ジェイソン
Darlan Romani,ダルラン・ロマニ
Antonio Pitanga,アントニオ・ピタンガ
Luiz Garcia Jr.,ルイス・ガルシアJr.
Tutinha,Tutinha
Ney Santanna,ネイ・サンタナ
Antônio Bivar,アントニオ・ビヴァール
Róbson Michael Signorini,ロブソン・ミシャエウ・シグノリーニ
Nildeson da Silva Melo,ニウデソン・ダ・シウヴァ・メロ
Cadu Paschoal,カドゥ・パスチョアル
Mário Sabino Júnior,マリオ・サビーノ
Sheslon Lucas Lima Santana,シェスロン・ルーカス・リマ・サンタナ
Bruno Araújo,ブルーノ・アラウージョ
Saulo Ribeiro,サウロ・ヒベイロ
Severino Cavalcanti,セベリーノ・カバルカンティ
Sérgio Manoel Barbosa Santos,セルジオ・マノエル・バルボサ・サントス
Sérgio Moraes (lutador),セルジオ・モラエス
Silas Rondeau,サイラス・ロンデアル
Bárbara de la Fuente,バーバラ・デ・ラ・フェンテ
Bruno Rangel Domingues,ブルーノ・ランゲル・ドミンゲス
Sebastião de Freitas Couto Júnior,セバスチアン・ジ・フレイタス・コウト・ジュニオール
Simone Alves da Silva,シモーネ・ダ・シウヴァ
Sérgio Lopes,セルジオ・ロペス
Caio Gullane,カイオ・ガレイン
Stênio Yamamoto,ステーニオ・ヤマモト
Carlo Mossy,カルロ・モッシー
Simone Spoladore,シモーネ・スポラドーレ
Carlos Alberto Pereira Silvestre,カルロス・アウベルト・ペレイラ・シウヴェストリ
Carlos Barbosa Gonçalves,カルロス・バルボーザ・ゴンサルヴェス
Bárbara Paz,バーバラ・パズ
Sérgio Rezende,セルジオ・レゼンジ
Sérgio Ricardo,セルジオ・ヒカルド
Carlos Alberto da Silva,カルロス・アウベルト・ダ・シウヴァ
Talles Henrique Cunha,タレス・エンリケ・ダ・クーニャ・カルモ
Tammy Di Calafiori,タミー・ディ・カラフィオーリ
Carlos Alberto (ator),カルロス・アウベルト (俳優)
Wellington Saci,ウェリントン・アレクシオ・ドス・サントス
Carlos Alberto de Sousa,カルロス・アウベルト・ジ・ソウザ
Cristiano Felício,クリスティアーノ・フェリシオ
Tarsis Humphreys,ターシス・フンフェリー
Thaís Duarte Guedes,タイス・デュアルチ・グウェデス
Cristina Ranzolin,クリスティーナ・ランゾリン
Mauro Mendes,マウロ・メンデス・フェレイラ
Antônio Nunes,アントニオ・ヌーネス
Cássio Reis,カッシオ・レイス
Catia Fonseca,カティア・フォンセカ
Thiago Humberto,チアゴ・ウンベルト・ゴメス
Thereza Imanishi-Kari,テレザ・イマニシ＝カリ
Eduardo (rapper),エドゥアルド
Carlos Emiliano Pereira,カルロス・エミリアーノ・ペレイラ
Antonio Thomaz Santos de Barros,アントニオ・トマス・サントス・デ・バロス
Théo de Barros,テオ・ジ・バホス
Acyr Marques,アシール・マルケス
Ada Chaseliov,エイダ・チャセリオフ
Thiago de Jesús dos Santos,チアゴ・デ・ジェズス・サントス
Thiago dos Santos Costa,チアゴ・ドス・サントス・コスタ
Antônio Gonzaga Almeida,アントニオ・ゴンサガ・アウメイダ
Toninho Horta,トニーニョ・オルタ
Acleisson Scaion,アクレイソン・スカイオン
Ada Mello,アダ・メーロ
Ticão,チカオ
Dado Cavalcanti,ダド・カヴァウカンチ
Tizuka Yamasaki,チズカ・ヤマザキ
Dalva Maria Carvalho Mendes,ダルヴァ・マリア・カルヴァリョ・メンデス
Ubiratan Guimarães,ウビラタン・ギマランイス
Uendel Pereira Gonçalves,ウエンデル・ペレイラ・ゴンサルベス
Ugo Marotta,ウゴ・マロッタ
Aragoney da Silva Santos,アラゴネイ・ダ・シルバ・サントス
César Cals,セザール・カルス
Dadi Carvalho,ダヂ
Afonso Poyart,アフォンソ・ポヤルト
Daniel Ganjaman,ダニエル・ガンジャマン
Daniel Munduruku,ダニエル・ムンドゥルク
Carlos Moura Dourado,カルロス・モウラ・ドラード
Vadão (treinador de futebol),オズバウド・フメイロ・アウバレス
Vagner da Silva,ヴァグネル
Adrian Jaoude,アドリアン・ジャウジ
Daniel Weksler,ダニエル・ウェクスラー
Valdir Joaquim de Moraes,ヴァウジール・ジ・モラエス
Valesca Popozuda,ファレスカ・ポポズダ
Carlos Souza,カルロス・ソウザ
Vanusa,ヴァヌーザ
Daniela Duarte,ダニエラ・グラシンド
Vilson Xavier de Menezes Júnior,ヴィウソン・シャヴィエル・ジ・メネゼス・ジュニオール
Marçalzinho,アーマンド・マーサル
Carlos Átila,カルロス・アティラ
Daniel Jobim,ダニエル・ジョビン
Arthur Verocai,アルトゥール・ヴェロカイ
Airton Ravagniani,アイルトン・ラヴァグニャーニ
Danielle Zangrando,ダニエリ・ザングランド
Vitor Hugo dos Santos,ヴィクトル・ウーゴ・ドス・サントス
Vitor Miranda,ヴィトー・ミランダ
Vitor Negrete,ビトー・ネグレート
Fernandes,フェルナンジェス
Vladimir Herzog,ウラジーミル・ヘルツォーク
Fernanda Tinti,フェルナンダ・ティンティ
Fernanda Young,フェルナンダ・ヤング
Vinicius Magalhães (Draculino),ヴィニシウス・マガリャエス (1971年生)
Vinícius Machado,ヴィンシアス・マチャド
Victor Assis Brasil,ヴィクトル・アシス・ブラジル
Geddel Vieira Lima,ジェデル・ビエイラ・リマ
Vinny Magalhães,ヴィニシウス・マガリャエス (1984年生)
Fernando Anitelli,フェルナンド・アニテッリ
Deivid Willian da Silva,デイヴィド・ヴィリアン・ダ・シウヴァ
Del Rangel,デル・ランゲル
Edla Van Steen,エドラ・ヴァン・ステーン
Edson Porto,エジソン・ブレビオ・ポルト
Castrinho,カストリーニョ
Edu Guedes,エドゥ・ゲデス
Celino Dias,セリーノ・ディアス
Gena,ジェニヴァル・コスタ・ジ・バロス・リマ
Diego Cerri,ディエゴ・チェッリ
Demétrio José Xavier,デメトリオ・ホセ・ザビエル
Fernando Diniz,フェルナンド・ジニス・シウヴァ
Fernando de Souza Barros,フェルナンド・デ・ソウザ・バロス
Eduardo Cunha,カルロス・エドゥアルド・クーニャ・ダ・ヴェイラ
Fernando Marchiori Lavagnoli,フェルナンド・マルシオーリ・ラヴァグノーリ
Gerardo Juraci Campelo Leite,ジェラルド・ジュラシー・カンペロ・レイテ
Eduardo Souto Neto,エドゥアルド・ソウト・ネト
Egídio Michaelsen,エジディオ・ミカエルセン
Clara Camarão,クララ・カマラン
Dionísio Azevedo,ディオニシオ・アゼベド
Fernando Vannucci,ヴァヌチ
Hugo de Araújo Faria,ウーゴ・デ・アラウホ・ファリア
Gilmar Dal Pozzo,ジルマール・ダル・ポッゾ
Eliomar de Lima,エリオマル・デ・リマ
Giovanni Augusto,ジオヴァンニ・アウグスト・オリヴェイラ・カルドソ
Cláudio Cruz,クラウディオ・クルス
Eliezer Murilo Engelmann,エリエゼル・ムリロ・エンジェルマン
Floriano Peixoto Faria Lima,フロリアーノ・ペイショト・ファリア・リマ
Floriano de Lima Brayner,フロリアーノ・デ・リマ・ブレイナー
Fluvia Lacerda,フルヴィア・ラセルダ
Hélio Viana,エリオ・ヴィアナ
Flávio Bolsonaro,フラビオ・ボルソナロ
Djalma Marinho,ジャルマ・マリーニョ
Flávio Shiró,フラビオ・シロー
Hylka Maria,ヒルカ・マリア
Ilka Soares,イルカ・ソアレス
Donizete Amorim,アンデルソン・レアウ・ジ・アモリム
Flávio Venturini,フラヴィオ・ヴェントゥリーニ
Dona Zica,ドナ・ジカ
Douglas Santos,ドウグラス・ドス・サントス・ジュスチーノ・ジ・メロ
Francisco Doratioto,フランシスコ・ドラティオト
Gladson Cameli,グラッドソン・カメリ
Ione Borges,イオネ・ボルヘス
Paulo Rodrigues,パウロ・ロドリゲス
Duda Yankovich,ドゥダ・ヤンコビッチ
Emília Barreto,エミーリア・バレット
Gregório Duvivier,グレゴリオ・デュヴィヴィエ
Emilio Vieira,エミリオ・ヴィエイラ
Duarte Huet de Bacelar Pinto Guedes,ドゥアルテ・ウエト・デ・バセラル・ピント・ゲデス
Duca Leindecker,デュッカ・ライエンデッカー
Dudu Surita,ドゥドゥ・スリタ
Dudu Pelizzari,ドゥドゥ・ペリザーリ
Décio Freitas,デシオ・フレイタス
Déa Selva,デア・セルバ
Inês Galvão,イネス・ガウヴォン
Enrico Vio,エンリコ・ヴィオ
Erica Sena,エリカ・デ・セナ
Francisco Diá,フランシスコ・ジア
Décio Villares,デシオ・ヴィラレス
Rodrigo Maia,ロドリゴ・マイア
J. Borges,J. ボルジェス
Guy Loup,ガイ・ルー
Gérson Andreotti,ジェルソン・ロドリゲス・アンドレオッチ
Itamar Schülle,イタマル・スシューレ
Ivanildo Duarte Pereira,イヴァニウド・ドゥアルチ・ペレイラ
Francisco Silva,フランシスコ・シルバ
Jakson Follmann,ジャクソン・フォルマン
Ivana Jinkings,イヴァナ・ジンキングス
Ivo Müller,イヴォ・ミューラー
John Ulhoa,ジョン・ウリョア
John Lineker,ジョン・リネカー
Jaime Portela de Melo,ハイメ・ポルテラ・デ・メロ
John Doo,ジョン・ドゥー
Francisco Pereira Pinto,フランシスコ・ペレイラ・ピント
Haroldo Lobo,ハロルド・ロボ
Jorginho Gomes,ジョルジーニョ・ゴメス
Jorginho Mello,ジョルジーニョ・メロ
Leonardo Henrique Santos de Souza,レオナルド・エンリケ・サントス・デ・ソウザ
Joseval Peixoto,ホセヴァル・ペイショト
François-René Moreaux,フランソワ＝ルネ・モロー
Jair Bolsonaro,ジャイール・ボルソナーロ
Helena Palomanes,ヘレナ・パロマネス
José Augusto Bezerra de Medeiros,ジョゼ・アウグスト・べゼーラ・デ・メデイロス
Fábio da Silva Azevedo,ファビオ・ダ・シウヴァ・アゼヴェド
Fátima Bezerra,マリア・デ・ファティマ・ベゼーラ
Fábio Porchat,ファビオ・ポルチャト
Fábio Riodi Yassuda,ファビオ・ヤスダ
Felipe Amorim,フェリペ・ダ・シルバ・アモリム
Henri Pagnoncelli,アンリ・パグノンチェリ
Evson,エブソン・パトリシオ・ヴァスコンセロス・ド・ナシメント
Helton Leite,エウトン・ブランチ・アレイショ・レイチ
Jeferson De,ジェフェルソン・デ
Heriberto da Cunha,エリベルト・ダ・クーニャ
Fabio Mechetti,ファビオ・メケッティ
Gabriel Migliori,ガブリエル・ミグリオリ
Hemerson Maria,エメルソン・ジョゼ・マリア
Henan Faria da Silveira,エナン・ファリア・ダ・シウヴェイラ
Henik Luiz Andrade,ヘニキ・ルイス・ジ・アンドラージ
Juliana Salimeni,ジュリアナ・サリメニ
Joaquim Correia de Melo,ジョアキン・コレア・デ・メッロ
Fernanda Andrade,フェルナンダ・アンドラーデ
Julinho Camargo,ジュリーニョ・カマルゴ
Rildo de Andrade Felicissimo,ヒウド・ジ・アンドラージ・フェリシッシモ
Felipe Wu,フェリペ・ウー
José Carlos Carvalho,ホセ・カルロス・カルヴァーリョ
Joaquim Marques Batista de Leão,ジョアキン・マルケス・バティスタ・デ・レオン
Jurandir Bizarria Mamede,ジュランディール・マミエジ
José Carlos de Carvalho Júnior,ジョゼ・カルロス・デ・カルヴァーリョ
Gabriel de Toledo Piza,ガブリエル・デ・トレド・ピザ・エ・アルメイダ
Juliano Cazarré,ジュリアーノ・カザヘー
José Pereira Filgueiras,ジョゼ・ペレイラ・フィルゲイラス
Joaquim Nabuco,ジョアキン・ナブーコ
Marco Altberg,マルコ・アウチベルギ
Joaquim de Magalhães Cardoso Barata,マガリャエンイス・バラタ
Juliano Moreira,ジュリアーノ・モレイラ
José Teixeira,ジョゼ・デ・ソウザ・テイシェイラ
José Rubens Chachá,ホセ・ルーベンス・チャチャ
José Fernando de Saxe-Coburgo-Gota,ジョゼ・フェルナンド・デ・サクセ＝コブルゴ＝ゴータ
José Feliciano Fernandes Pinheiro,ジョゼ・フェリシアノ・フェルナンデス・ピニェイロ
