Dortmund,多特蒙德
Aebtissinwisch,埃布蒂辛维施
Ohlstadt,奥尔施塔特
Altes Gymnasium Oldenburg,奧爾登堡老高校
U-Bahnhof Stiglmaierplatz,施蒂格尔迈尔广场站
Knittelsheim,克尼特尔斯海姆
Kleine Örtze,小厄爾策河
Neubrunn (Unterfranken),新布伦
International Arctic Science Committee,國際北極科學委員會
Altes Palais (Berlin),舊宮·(柏林)
Bahnhof München Marienplatz,慕尼黑玛利亚广场车站
Schloss vor Husum,胡蘇姆城堡
Tremsbüttel,特雷姆斯比特尔
World Games 1989,1989年世界運動會
Ralingen,拉林根
"Hochschule für Musik, Theater und Medien Hannover",汉诺威音乐、戏剧与媒体学院
Wolfsburg Hauptbahnhof,沃尔夫斯堡火车总站
Arabische Christen,阿拉伯基督徒
Landkreis Parchim,帕尔希姆县
U-Bahnhof Kreillerstraße,克莱勒大街站
U-Bahnhof Josephsplatz,约瑟夫广场站
U-Bahnhof Josephsburg,约瑟夫堡站
U-Bahnhof Hohenzollernplatz (München),霍亨索伦广场站
U-Bahnhof Maillingerstraße,迈灵大街站
Wiedey,維代河
Amstelbach,阿姆施泰爾巴赫河
Fränkische Rezat,法蘭克尼亞雷扎特河
Stolper See,施托爾普湖
Karl-Liebknecht-Haus,卡尔·李卜克内西大楼
Kraftwerk Rostock,羅斯托克發電廠
Russische Gedächtniskirche,圣阿列克谢俄罗斯纪念教堂
Wenzendorf,文岑多夫
Silberner Bär/Beste Darstellerin,最佳女演員銀熊獎
Westerrade,韦斯特拉德
Glückstadt,格吕克施塔特
Römisches Theater Mainz,羅馬劇場·(美因茨)
JadeWeserPort,亚德港
Leuchtturm Westerheversand,韋斯特雷費爾燈塔
Ratzeburger See,拉策堡湖
Neue Residenz (Bamberg),新宫殿·(班贝格)
Kleiner Plöner See,小普倫湖
Kiel Hauptbahnhof,基尔火车总站
Kirchgellersen,基希盖勒森
Falkenbach (Omersbach),法爾肯巴赫河·(奧默斯巴赫河支流)
Budenbach,布登巴赫
Gerstengrund,盖斯滕格伦德
Hochvogel,霍赫福格爾山
Faber-Castell,輝柏嘉
Möttingen,默廷根
Groß Roge,大罗格
Ruppertsweiler,鲁珀茨韦勒
Internationale Vegetarier-Union,国际素食联盟
Este (Fluss),埃斯特河
Amerdingen,阿默丁根
Stamsried,施塔姆斯里德
Königsdorf (Oberbayern),柯尼希斯多夫
Altes Rathaus (Göttingen),舊市政廳·(哥廷根)
Altes Rathaus (Hannover),舊市政廳·(漢諾威)
Altes Rathaus (Bamberg),老市政厅·(班贝格)
Altes Rathaus (Düsseldorf),杜塞尔多夫老市政厅
U-Bahnhof Messestadt Ost,展览城东站
U-Bahnhof Untersbergstraße,翁特贝格大街站
U-Bahnhof Messestadt West,展览城西站
U-Bahnhof Moosfeld,莫斯费尔德站
U-Bahnhof Bonner Platz,波恩广场站
U-Bahnhof Giselastraße,吉瑟拉大街站
U-Bahnhof Karl-Preis-Platz,卡尔·普莱斯广场站
Dill (Fluss),迪爾河
Leuchsenbach,洛伊希森巴赫河
Kirschweiler,基施韦勒
Schenkenberg (Uckermark),申肯贝格
Denkte,登克特
Beratzhausen,贝拉茨豪森
U-Bahnhof Petuelring,佩图埃尔环路站
U-Bahnhof Silberhornstraße,西尔伯霍恩大街站
Altersbach,阿尔特尔斯巴赫
U-Bahnhof Königsplatz,国王广场站
Alt Duvenstedt,旧杜文施泰特
Alt Bukow,旧布科
Alt Krenzlin,旧克伦茨林
Alt-Mölln,旧默尔恩
Altes Rathaus (München),慕尼黑旧市政厅
Alt Meteln,旧梅特尔恩
Aegidientorplatz,阿吉定门广场
Rhein-Main Air Base,莱茵-美茵空军基地
Magdeburg Hauptbahnhof,马格德堡火车总站
Forum Media Group,福兰媒体集团
Helvetia (Zug),赫尔维蒂亚号列车
Kölpinsee (Mecklenburg),克爾平湖
Schloss Benrath,本拉特宮
Altes Rathaus (Leipzig),莱比锡老市政厅
Germanisches Nationalmuseum,日耳曼國家博物館
Mediolanum (Zug),米迪奥拉姆号列车
Alt Sührkow,旧叙尔科
Jeetzel,耶策爾河
Thalia Theater (Hamburg),塔利亚剧院
Prinzregententheater,攝政王劇院
Münchner Verkehrsgesellschaft,慕尼黑交通公司
Alter Wochowsee,舊沃肖湖
Alterkülz,旧屈尔茨
Sonntagshorn,松塔格斯山
Kurfürstliches Schloss (Mainz),美茵茨選帝侯宮
Museum Fünf Kontinente,五大洲博物馆
Luhe (Ilmenau),盧厄河
Bahnhof Berlin Brandenburger Tor,柏林勃兰登堡门站
Ebertstraße (Berlin),艾伯特大街
Aerzen,埃尔岑
Aerologic,邏輯航空
Mangfallgebirge,芒法爾山脈
Kalbach,卡尔巴赫
Tarnitz,塔爾尼茨河
Oberwambach,上万巴赫
Kunstgewerbemuseum Berlin,柏林装饰艺术博物馆
Alt Bennebek,旧本讷贝克
Schortens,绍尔滕斯
Olympiapark (München),奧林匹克公園·(慕尼黑)
Blauer Enzian (Zug),蓝龙胆号列车
Alte Brücke (Heidelberg),老桥·(海德堡)
Demen,代门
Westdeutsche Länder,德國舊聯邦州
Alte Brücke (Frankfurt am Main),法蘭克福老橋
Amt Burg-Sankt Michaelisdonn,布尔格-圣米夏埃利斯东
Twiste (Oste),特維斯特河
Paul-Ehrlich-und-Ludwig-Darmstaedter-Preis,保罗·埃尔利希和路德维希·达姆施泰特奖
Geschichte der Eisenbahn in Deutschland,德國鐵路運輸史
Fernmeldeturm Nürnberg,紐倫堡電訊塔
SV Darmstadt 98,达姆施塔特98体育俱乐部
Seukendorf,索伊肯多夫
Affolderner See,阿福爾登湖
Affler,阿夫勒
Affinger Bach,阿芬巴赫河
Mauermuseum,查理檢查哨博物館
Afferbach,阿弗巴赫河
Affinghausen,阿芬豪森
Alt Tellin,旧泰林
Alt Tucheband,旧图赫班德
U-Bahnhof Garching,加兴站
Alt Zachun,旧察洪
U-Bahnhof Fröttmaning,弗吕马宁站
U-Bahnhof Garching-Forschungszentrum,加兴科教中心站
Altdorf (Pfalz),阿尔特多夫·(莱茵兰-普法尔茨州)
Benediktenwand,貝內迪克滕萬德山
Museum für Moderne Kunst,現代藝術博物館·(法蘭克福)
Rotwand (Bayern),羅特萬德山·(巴伐利亞)
Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,塔尔基兴-上森德灵-福斯滕里德-菲尔斯滕里德-索尔恩
Stift Niedermünster (Regensburg),雷根斯堡下明斯特修道院
Amt Büsum-Wesselburen,比苏姆-韦瑟尔布伦
U-Bahnhof Michaelibad,米夏埃利游泳馆站
U-Bahnhof Quiddestraße,克维德大街站
U-Bahnhof Friedenheimer Straße,弗里登海姆大街站
St. Kastor (Koblenz),聖卡斯托爾教堂
Kloster St. Ulrich und Afra (Augsburg),聖烏爾里希和聖阿夫拉修道院
St. Severin (Köln),圣塞味利圣殿
St. Kunibert (Köln),聖庫尼伯特教堂
Dialog im Dunkeln,黑暗中對話體驗館
Arnspitzgruppe,阿恩施皮茨山脈
Blunk,布伦克
Sülzetal,叙尔策塔尔
Bistum Görlitz,天主教格尔利茨教区
Altdöberner See,阿爾特德伯恩湖
Altdöbern,旧德伯恩
Altdorf bei Nürnberg,纽伦堡附近阿尔特多夫
U-Bahnhof Brudermühlstraße,兄弟磨坊大街站
U-Bahnhof Basler Straße,巴塞尔大街站
U-Bahnhof Aidenbachstraße,埃登巴赫大街站
U-Bahnhof Implerstraße,因普勒大街站
U-Bahnhof Thalkirchen,塔尔基兴站
Bahnhof Bietigheim-Bissingen,比蒂格海姆-比辛根车站
U-Bahnhof Machtlfinger Straße,马赫特芬大街站
U-Bahnhof Forstenrieder Allee,福斯滕里德大道站
Niederbrombach,下布龙巴赫
Knöringen,克讷林根
Ehrenberger Bach,埃倫貝格巴赫河
Casumer Bach,卡蘇姆巴赫河
Paderborner Dom,帕德伯恩主教座堂
Oggelshausen,奥格尔斯豪森
Philippsheim,菲利普斯海姆
Alt Zauche-Wußwerk,旧曹赫-武斯韦克
Büdingen,比丁根
Bargstall,巴格施塔尔
Burladingen,布拉丁根
U-Bahnhof Schwanthalerhöhe,施万塔勒高地站
Stadtkirche Lutherstadt Wittenberg,城市教堂·(维滕贝格)
U-Bahnhof Therese-Giehse-Allee,特蕾泽·吉泽大道站
Althornbach,旧霍恩巴赫
Althüttendorf,旧许滕多夫
U-Bahnhof Laimer Platz,莱姆广场站
U-Bahnhof Westendstraße,韦斯滕德大街站
U-Bahnhof Lehel,莱赫尔站
Amt Kirchspielslandgemeinden Eider,艾德
U-Bahnhof Neuperlach Zentrum,新佩拉赫中心站
Schloßbrücke (Berlin-Mitte),宫殿桥
Hochgrat,霍赫格拉特山
Industrielle Revolution in Deutschland,德国产业革命
Schloss Lieser,利瑟城堡
Selsingen,塞尔辛根
Alte Hessel,舊黑瑟爾河
Alte Handelsbörse (Leipzig),老交易所·(莱比锡)
Perlachturm,佩拉赫塔
Preussag,普罗伊萨格
Kaltenlengsfeld,卡尔滕伦斯费尔德
Brohl-Lützing,布罗尔-吕青
Altes Schloss Stuttgart,老王宫·(斯图加特)
Althegnenberg,旧黑格嫩贝格
Fußball-Bundesliga 1999/2000,1999年至2000年德國足球甲級聯賽
Alte Emscher,舊埃姆舍河
St. Pauli-Landungsbrücken,圣保利栈桥
Verkehrsmuseum Nürnberg,紐倫堡交通博物館
Stadtlauringen,施塔特劳林根
Landkreis Ludwigslust,路德维希斯卢斯特县
Altkalen,旧卡伦
Wehringen,韦林根
Schaeffler-Gruppe,舍弗勒
Tonndorf (Thüringen),通多夫
DB-Baureihe 151,德国联邦铁路151型电力机车
Reiskirchen,赖斯基兴
Augusteum und Lutherhaus Wittenberg,路德之家
Militärhistorisches Museum der Bundeswehr,联邦国防军军事史博物馆
Marta Herford,MARTa·Herford
Fensdorf,芬斯多夫
Delvenau,代爾沃瑙河
Weiße Mulde,白穆爾德河
Achberg,阿赫贝格
Audi-Sportpark,奥迪体育公园
Alte Waage (Leipzig),老天平所·(莱比锡)
Alte Weser (Dreye),阿爾特悉湖
Alte Mainbrücke Kitzingen,基青根旧主桥
Tokio Hotel,东京饭店
Altlandsberg,旧兰茨贝格
Schloss Ludwigslust,路德維希盧斯特宮
Eppendorf SE,艾本德
Altniederländische Sprache,古荷兰语
Marburger Tapetenfabrik,玛堡壁纸厂
Bahnhof München-Moosach,慕尼黑莫萨赫车站
Altmannstein,阿尔特曼施泰因
LiMux,LiMux
Altlay,阿尔特莱
Altmärkische Wische,阿尔特梅尔基舍维舍
Oos (Fluss),奧斯河·(德國)
Maxim Gorki Theater,高爾基劇院
Amt Neuhaus,阿姆特诺伊豪斯
Deutsches Panzermuseum Munster,德国坦克博物馆
Niedernhall,尼登哈尔
U-Bahnhof Scheidplatz,沙伊德广场站
U-Bahnhof Gern,盖恩站
U-Bahnhof Westfriedhof,西部陵园站
U-Bahnhof Kolumbusplatz,哥伦布广场站
U-Bahnhof Rotkreuzplatz,红十字广场站
Kulturforum Berlin,柏林文化广场
Hörup,赫鲁普
Ampfing,安普芬
Walsheim,瓦尔斯海姆
Weinbach,魏恩巴赫
Rheingau (Weinanbaugebiet),莱茵高·(葡萄酒产区)
Alte Oper,法蘭克福舊歌劇院
Alte Nikolaikirche,老圣尼古拉堂
Alte Münze (München),旧铸币厂
Burgkunstadt,布格昆施塔特
Alte Synagoge (Erfurt),舊猶太會堂·(愛爾福特)
Verwaltungsgliederung Deutschlands,德國行政區劃
Jakobsdorf,雅各布斯多夫·(梅克伦堡-前波美拉尼亚州)
Bötersen,伯特森
Altleiningen,旧莱宁根
Altmark,阿特馬克
"Altenau (Oker, Wolfenbüttel)",阿爾特瑙河
Alteglofsheim,旧埃格洛夫斯海姆
Altenahr,阿尔滕阿尔
Şehitlik-Moschee,塞特利克清真寺
DB-Baureihe 103,德国联邦铁路103型电力机车
Born a. Darß,达尔斯半岛博恩
Teufelsbach (Müggenbach),托伊費爾斯巴赫河·(莫斯巴赫河支流)
Kudensee (Gemeinde),库登塞
Passow (Mecklenburg),帕索·(梅克伦堡-前波美拉尼亚州)
Altenbach (Main),阿爾滕巴赫河·(美因河支流)
U-Bahnhof Onkel Toms Hütte,汤姆叔叔的小屋站
Altmärkische Höhe,阿尔特梅基舍赫厄
Görwihl,格维尔
Solnhofener Plattenkalk,索爾恩霍芬石灰岩
Hahn (Hunsrück),哈恩·(莱茵兰-普法尔茨)
Altenau,阿尔特瑙
Altenbamberg,旧班贝格
Altomünster,阿尔托明斯特
Ernst Eulenburg (Musikverlag),歐伊倫堡出版社
Kurfürstliches Schloss (Koblenz),科布倫茨選帝侯宮
Altenberga,阿尔滕贝尔加
Altenberg (Erzgebirge),阿尔滕贝格·(萨克森州)
Schlacht bei Abensberg,阿本斯贝格之战
U-Bahnhof Prinzregentenplatz,摄政王广场站
U-Bahnhof Böhmerwaldplatz,波西米亚森林广场站
Ebern,埃伯恩
Bünsdorf,宾斯多夫
Waldburg (Württemberg),瓦尔德堡
Ockenheim,奥肯海姆
Altstadt (München),老城·(慕尼黑)
Preußische Ostbahn,普魯士東方鐵路
Altenbeuthen,旧博伊滕
Leutershausen,洛伊特斯豪森
Gerolstein,盖罗尔施泰因
Karl-Marx-Haus,马克思故居
Theaterfigurenmuseum Lübeck,吕贝克戏剧木偶博物馆
Max-Planck-Institut für Physik,马克斯·普朗克物理学研究所
Isen (Fluss),艾辛河·(德國)
Amelinghausen,阿默灵豪森
Universität Ingolstadt,英戈尔施塔特大学
Ameisnockenkopf,阿邁斯諾肯山
Rathaus (Nürnberg),纽伦堡市政厅
Museum Kunstpalast,藝術宮博物館
Doberaner Münster,多伯蘭大教堂
Altenbuch,阿尔滕布赫
Max-Joseph-Platz,马克斯·约瑟夫广场
Oder (Rhume),奧得河·(魯默河支流)
Altrich,阿尔特里希
Altenfeld (Großbreitenbach),阿尔滕费尔德
Bockenau,博克瑙
Lehel,莱赫尔
Altstadt (Düsseldorf),杜塞尔多夫老城
Altshauser Weiher,阿爾茨豪森湖
U-Bahnhof Richard-Strauss-Straße,理查德·施特劳斯大街站
Amt Wachsenburg,阿姆特瓦克森堡
Bahnhof Gießen,吉森车站
MFS (Label),MFS·(公司)
Aggenstein,阿根施泰因山
Agger,阿格河
FC Nöttingen,诺廷根足球俱乐部
2. Fußball-Bundesliga 1994/95,1994年至1995年德國足球乙級聯賽
2. Fußball-Bundesliga 2002/03,2002年至2003年德國足球乙級聯賽
Gedächtniskirche der Protestation (Speyer),抗議紀念教堂
2. Fußball-Bundesliga 1995/96,1995年至1996年德國足球乙級聯賽
Schwerin Hauptbahnhof,什未林火车总站
Pader,帕德河
Altstrimmig,旧施特里米希
DQS,德國體系認證集團
DB Mobility Logistics,德铁机动物流
Mewa Arena,美瓦竞技场
Siemens Mobility,西门子交通集团
Linz am Rhein,莱茵河畔林茨
Hessisches Staatstheater Wiesbaden,威斯巴登黑森州立劇院
Bahnhof Fulda,富尔达车站
Solms-Braunfels,索爾姆斯-布勞恩費爾斯
Altenhausen,阿尔滕豪森
Altenglan,阿尔滕格兰
Altscheid,阿尔特沙伊德
Agethorst,阿格特霍斯特
Ahbach (Kabeisemannsbach),阿巴赫河·(埃姆舍爾河支流)
Ahausen,阿豪森
Gelsenkirchen Hauptbahnhof,盖尔森基兴火车总站
Koenig %26 Bauer,高宝股份公司
Schloss Pillnitz,皮爾尼茨宮
Amerang,阿默朗
Deutsche Gesellschaft für Internationale Zusammenarbeit,德国技术合作公司
Militärischer Abschirmdienst,军事反情报局·(德国)
Grüne Zitadelle von Magdeburg,綠色要塞
U-Bahnhof Olympiazentrum,奥林匹克中心站·(慕尼黑地铁)
Agathenburg,阿加滕堡
Altengottern,旧戈滕
Osnabrück Hauptbahnhof,奥斯纳布吕克火车总站
Schloss Meseberg,梅澤貝格宮
Mümling,米姆靈河
U-Bahnhof Klinikum Großhadern,大哈登医院站
Aglasterhausen,阿格拉斯特豪森
Lesum,萊蘇姆河
Altstädtische Hauptwache,舊城主崗哨·(德勒斯登)
Bahnhof Frankfurt (Oder),法蘭克福車站
Freiburger Bächle,人工街溪
Doggerbank,多格浅滩
S-Bahn Rostock,羅斯托克城市快鐵
Gesellschaft für musikalische Aufführungs- und mechanische Vervielfältigungsrechte,音乐演出和作品复制权协会
S-Bahn Hannover,漢諾威城市快鐵
S-Bahn Rhein-Ruhr,萊茵—魯爾城市快鐵
DR-Baureihe E 16,德意志国铁路E16型电力机车
Bahnstrecke Rosenheim–Kufstein Grenze,罗森海姆—库夫施泰因铁路
Bahnstrecke München–Rosenheim,慕尼黑—罗森海姆铁路
Hollern-Twielenfleth,霍伦-特维伦弗莱特
Pemfling,佩姆夫灵
Traitsching,特赖青
Hindenburgdamm,兴登堡堤道
Hamme (Fluss),哈默河
Deutsches Militärordinariat,天主教德國軍中教長區
Wümme,维默河
BMW 3er,BMW·3系列
Straßenbahn Potsdam,波茨坦有轨电车
S. Fischer Verlag,S·菲舍爾出版社
Dr. Hoch’s Konservatorium,霍赫音乐学院
Technische Universität Clausthal,克劳斯塔尔工业大学
Altwarmbüchener See,阿爾特瓦爾姆比興湖
Altusried,阿尔图斯里德
Altwarp,旧瓦尔普
Neanderthal Museum,尼安德特人博物馆
Hochschule für Wirtschaft und Recht Berlin,柏林經濟與法律應用科學大學
Heller (Sieg),黑勒河
Wisper,維斯珀河
Lauchert,勞赫特河
Schwarzbach (Blies),施瓦茨河
Sacrower See,薩克羅湖
Amtssee (Chorin),阿姆茨湖
Kicker (Sportmagazin),踢球者
Ahlden (Aller),阿尔登
Ahle (Schwülme),阿勒河·(施維爾默河支流)
Ahlder Pool,阿爾德湖
Ahlbeck (bei Ueckermünde),阿尔贝克
Ahler Bruchgraben,阿勒布魯赫格拉本河
"Ahlersbach (Kinzig, Schlüchtern-Herolz)",阿勒斯巴赫河·(金齊希河支流)
Ahlefeld-Bistensee,阿勒费尔德-比斯滕塞
"Ahlersbach (Kinzig, Schlüchtern-Niederzell)",阿勒斯巴赫河·(金齊希河支流，施呂希滕)
Ahlerstedt,阿勒施泰特
Altweidelbach,旧魏德尔巴赫
Altwigshagen,阿尔特维希斯哈根
Köln-Innenstadt,内城区·(科隆)
Mariensäule (Trier),马林柱
Ihme,伊默河
Gose (Abzucht),戈瑟河
Alb (Hochrhein),阿尔布河·(高莱茵)
Diehl Defence,迪爾防務
Lutter (Lachte),盧特河·(拉赫特河支流)
2. Fußball-Bundesliga 2012/13,2012年至2013年德国足球乙级联赛
Saalbach (Rhein),薩爾巴赫河
Platz des 18. März,三月十八日广场
Amtzell,阿姆特采尔
Bergpark Wilhelmshöhe,威廉丘山地公园
2. Fußball-Bundesliga 2001/02,2001年至2002年德國足球乙級聯賽
An den Fleischbänken,肉铺广场·(纽伦堡)
An der Poststraße,安代波斯特施特拉瑟
Eibelstadt,艾伯尔施塔特
Berlin-Warszawa-Express,柏林-华沙快车
Ilme,伊爾默河
Galenbecker See,加倫貝克湖
Olef (Fluss),奧勒夫河
Schnellfahrstrecke Nürnberg–Erfurt,紐倫堡—埃爾福特高速鐵路
Bechtsrieth,贝希茨里特
Rüdenhausen,吕登豪森
Wittendörp,维滕德普
Osterburg (Altmark),奥斯特堡
Ehekirchen,埃厄基兴
Willanzheim,维兰茨海姆
Meßstetten,梅斯施泰滕
Waldenbuch,瓦尔登布赫
Höchenschwand,赫兴施万德
Diez,迪茨
Esselbach,埃瑟尔巴赫
Roth,罗特·(德国)
Bexbach,贝克斯巴赫
Stiefenhofen,施蒂芬霍芬
Frankfurt-Altstadt,法兰克福老城
Park Sanssouci,無憂宮公園
Reiss-Engelhorn-Museen,赖斯·恩格尔霍恩博物馆群
Hochschule für Musik Carl Maria von Weber Dresden,德累斯顿卡尔·马利亚·冯·韦伯音乐学院
Avira,Avira
Moosach (Isar),莫薩赫河
2. Fußball-Bundesliga 1997/98,1997年至1998年德國足球乙級聯賽
2. Fußball-Bundesliga 1999/2000,1999年至2000年德國足球乙級聯賽
Jümme (Fluss),于默河·(萊達河支流)
Helmstedt,黑尔姆施泰特
Dassel,达瑟尔
SV Wiesbaden,威斯巴登体育俱乐部
Thalys,大力士高速列车
Bauknecht,波克耐希特
2. Fußball-Bundesliga 1996/97,1996年至1997年德國足球乙級聯賽
Bergische Universität Wuppertal,伍珀塔尔大学
Dümmersee,迪默湖
Waldnaab,瓦爾德納布河
Schneckenlohe,施内肯洛厄
Lauenbrück,劳恩布吕克
Ohrenbach,奥伦巴赫
G. Henle Verlag,G·亨乐出版社
OWL Arena,OWL體育場
Eisenberg (Thüringen),艾森貝格·(圖林根)
Bad Gandersheim,巴特甘德斯海姆
Breitbrunn (Unterfranken),布赖特布伦
Lutherstadt Eisleben,路德城艾斯莱本
Rügland,吕格兰·(巴伐利亚州)
Windelsbach,温德尔斯巴赫
Japan-Tag,杜塞爾多夫日本節
2. Fußball-Bundesliga 1998/99,1998年至1999年德國足球乙級聯賽
Klassisches Weimar,古典魏玛
Japanisches Palais,日本宮
Heidelberg Hauptbahnhof,海德堡火车总站
Edition Peters,彼得斯出版社
2. Fußball-Bundesliga 2000/01,2000年至2001年德國足球乙級聯賽
2. Fußball-Bundesliga 1975/76,1975年至1976年德國足球乙級聯賽
Hamburg-Marathon,汉堡马拉松
Alveser See,阿瓦沃斯湖
Alveslohe,阿尔沃斯洛厄
Burg Stahleck (Bacharach),斯塔萊克城堡
Burg Vischering,維舍林城堡
Otzweiler,奥茨韦勒
Waidhaus,魏德豪斯
Weißenbrunn,魏森布伦
Alfeld (Leine),阿尔费尔德
Jüterbog,于特博格
Margetshöchheim,马格茨赫希海姆
Berghaupten,贝格豪普滕
Wirsberg,维尔斯贝格
Sittensen,锡滕森
Kellmünz an der Iller,伊勒河畔凯尔明茨
Böbing,伯宾
Verden (Aller),费尔登
Remagen,雷马根
Riedbach,里德巴赫
Lengenbostel,伦根博斯特尔
Engelschoff,恩格尔绍夫
Wagenfeld,瓦根费尔德
Fischach,菲沙赫
Eschach (bei Schwäbisch Gmünd),埃沙赫
Göggingen (Württemberg),格京根
Havelberg,哈弗尔贝格
Buchhofen,布赫霍芬
Teistungen,泰斯通根
Freihung,弗赖翁·(上普法尔茨行政区)
Huglfing,胡格尔芬
Bischbrunn,比施布伦
Nebra (Unstrut),内布拉
Kellinghusen,凯灵胡森
Trendelburg,特伦德尔堡
Weißenstadt,魏森施塔特
Universität Koblenz-Landau,科布伦茨-兰道大学
Else (Werre),埃爾瑟河
Martinsheim,马丁斯海姆
Häusern,霍伊瑟恩
Ringsberg,灵斯贝格
Gallileo,伽利略大厦
DG Flugzeugbau,DG飞机制造公司
