Județul Alba,阿爾巴縣
"Parța, Timiș",帕爾察鄉
"Comuna Ivești, Vaslui",伊韋什蒂鄉·(瓦斯盧伊縣)
"Comuna Rafaila, Vaslui",拉法伊拉鄉
"Comuna Sânger, Mureș",聖傑爾鄉
"Comuna Prăjeni, Botoșani",普勒熱尼鄉
"Comuna Dersca, Botoșani",代爾斯卡鄉
"Comuna Valea Mărului, Galați",默魯盧伊鄉
"Comuna Bujoreni, Teleorman",布若雷尼鄉·(特列奧爾曼縣)
"Comuna Văleni, Vaslui",沃萊尼鄉·(瓦斯盧伊縣)
"Comuna Bogdana, Vaslui",博格丹納鄉·(瓦斯盧伊縣)
"Comuna Tudor Vladimirescu, Galați",圖多爾弗拉迪米雷斯庫鄉·(加拉茨縣)
"Comuna Priseaca, Olt",普里塞亞卡鄉
"Comuna Prigoria, Gorj",普里戈里亞鄉
"Comuna Pristol, Mehedinți",普里斯托爾鄉
"Comuna Priboieni, Argeș",普里博耶尼鄉
"Comuna Smulți, Galați",斯穆爾齊鄉
"Cudalbi, Galați",庫達爾比鄉
"Suraia, Vrancea",蘇拉亞鄉
"Comuna Cazasu, Brăila",卡扎蘇鄉
"Comuna Adunații-Copăceni, Giurgiu",阿杜納齊-科珀切尼鄉
"Comuna Alimpești, Gorj",阿林佩什蒂鄉
"Comuna Aninoasa, Gorj",阿尼諾阿薩鄉·(戈爾日縣)
"Comuna Albota, Argeș",阿爾博塔鄉
"Comuna Almașu, Sălaj",阿爾馬舒鄉
"Comuna Osica de Sus, Olt",上奧西卡鄉
"Comuna Arefu, Argeș",阿雷富鄉
"Comuna Osica de Jos, Olt",下奧西卡鄉
"Comuna Orlea, Olt",奧爾萊亞鄉
"Comuna Arcani, Gorj",阿爾卡尼鄉·(戈爾日縣)
"Comuna Ostra, Suceava",奧斯特拉鄉·(蘇恰瓦縣)
"Comuna Oteșani, Vâlcea",奧泰沙尼鄉
"Comuna Ostroveni, Dolj",奧斯特羅韋尼鄉
"Comuna Paltin, Vrancea",帕爾廷鄉
"Comuna Oșești, Vaslui",奧謝什蒂鄉
"Comuna Panaci, Suceava",帕納奇鄉
"Comuna Sacoșu Turcesc, Timiș",薩科舒圖爾切斯克鄉
"Comuna Sasca Montană, Caraș-Severin",薩斯卡蒙塔訥鄉
"Comuna Scundu, Vâlcea",斯昆杜鄉
"Comuna Santa Mare, Botoșani",聖馬雷鄉
"Comuna Scoarța, Gorj",斯夸爾察鄉
"Comuna Stoina, Gorj",斯托伊納鄉
"Comuna Stoenești, Olt",斯托埃內什蒂鄉·(奧爾特縣)
"Comuna Stolnici, Argeș",斯托爾尼奇鄉
"Comuna Straja, Suceava",斯特拉扎鄉·(蘇恰瓦縣)
"Comuna Studina, Olt",斯圖迪納鄉
"Comuna Viziru, Brăila",維濟魯鄉
"Comuna Dângeni, Botoșani",登傑尼鄉
"Comuna Vinderei, Vaslui",溫代雷鄉
"Comuna Daia, Giurgiu",達亞鄉
"Comuna Gohor, Galați",戈霍爾鄉
"Comuna Pârteștii de Jos, Suceava",下珀爾泰什蒂鄉
"Comuna Racșa, Satu Mare",拉克沙鄉
"Comuna Pușcași, Vaslui",普什卡希鄉
"Comuna Păltiniș, Caraș-Severin",珀爾蒂尼什鄉·(卡拉什-塞維林縣)
"Comuna Mileanca, Botoșani",米良卡鄉
"Comuna Oancea, Galați",萬恰鄉
"Comuna Nămoloasa, Galați",訥莫洛阿薩鄉
"Comuna Slobozia Conachi, Galați",斯洛博齊亞科納基鄉
"Comuna Pogana, Vaslui",波加納鄉
"Comuna Pădureni, Vaslui",珀杜雷尼鄉·(瓦斯盧伊縣)
"Comuna Havârna, Botoșani",哈沃爾納鄉
"Comuna Tătărăni, Vaslui",韃靼勒尼鄉
"Comuna Tutova, Vaslui",圖托瓦·(瓦斯盧伊縣)
"Comuna Drânceni, Vaslui",德倫切尼鄉
"Comuna Fărău, Alba",弗勒烏鄉
"Comuna Gârbova, Alba",格爾博瓦鄉
"Comuna Doștat, Alba",多什塔特鄉
"Comuna Galda de Jos, Alba",下加爾達鄉
"Comuna Hopârta, Alba",霍珀爾塔鄉
"Comuna Gârda de Sus, Alba",上格爾達鄉
"Comuna Horea, Alba",霍雷亞鄉·(阿爾巴縣)
"Comuna Ighiu, Alba",伊吉烏鄉
"Comuna Siliștea, Teleorman",錫利什泰亞鄉·(特列奧爾曼縣)
"Comuna Scurtu Mare, Teleorman",大斯庫爾圖鄉
"Comuna Seaca, Teleorman",塞亞卡鄉·(特列奧爾曼縣)
"Comuna Scăești, Dolj",斯克埃什蒂鄉
"Comuna Seaca, Olt",塞亞卡鄉·(奧爾特縣)
"Comuna Crăciunelu de Jos, Alba",下克勒丘萊盧鄉
"Comuna Cut, Alba",庫特鄉·(阿爾巴縣)
"Comuna Ciuruleasa, Alba",丘魯萊亞薩鄉
"Comuna Daia Română, Alba",達亞羅馬訥鄉
"Comuna Siminicea, Suceava",錫米尼恰鄉
"Comuna Siliștea Gumești, Teleorman",錫利什泰亞古梅什蒂鄉
"Comuna Slatina, Suceava",斯拉蒂納鄉·(蘇恰瓦縣)
"Comuna Slatina-Timiș, Caraș-Severin",斯拉蒂納-蒂米什鄉
"Comuna Stejaru, Teleorman",斯泰亞魯鄉·(特列奧爾曼縣)
"Comuna Sprâncenata, Olt",斯普倫切納塔鄉
"Comuna Spineni, Olt",斯皮內尼鄉
"Comuna Slivilești, Gorj",斯利維萊什蒂鄉
"Comuna Spulber, Vrancea",斯普爾貝爾鄉
"Comuna Stejari, Gorj",斯泰扎里鄉
"Comuna Întregalde, Alba",恩特雷加爾代鄉
"Comuna Jidvei, Alba",日德韋鄉
"Comuna Livezile, Alba",利韋濟萊鄉·(阿爾巴縣)
"Comuna Lopadea Nouă, Alba",新洛帕迪亞鄉
"Comuna Mihalț, Alba",米哈爾茨鄉
"Comuna Meteș, Alba",梅泰什鄉
"Comuna Mogoș, Alba",莫戈什鄉
"Comuna Mirăslău, Alba",米勒斯勒烏鄉
"Comuna Ciugud, Alba",丘古德鄉
"Comuna Almașu Mare, Alba",大阿尔马舒乡
"Comuna Cherechiu, Bihor",凱雷基烏鄉
"Comuna Măldăeni, Teleorman",默爾德埃尼鄉
"Comuna Bistra, Alba",比斯特拉乡
"Comuna Berghin, Alba",贝尔金乡
"Comuna Blandiana, Alba",布兰迪亚纳乡
"Comuna Avram Iancu, Alba",阿夫拉姆·伊安库乡
"Comuna Bucium, Alba",布丘姆鄉·(阿爾巴縣)
"Comuna Ceru-Băcăinți, Alba",切魯-伯克齊鄉
"Comuna Cetatea de Baltă, Alba",切塔泰亞巴爾特
"Comuna Cenade, Alba",切纳德乡
"Comuna Ocoliș, Alba",奧科利什鄉
"Comuna Noșlac, Alba",諾什拉克鄉
"Comuna Poiana Vadului, Alba",波亞納瓦杜盧伊鄉
"Comuna Ohaba, Alba",奧哈巴鄉
"Comuna Săliștea, Alba",瑟利什泰亞鄉
"Comuna Scărișoara, Alba",斯克里什瓦拉鄉·(阿爾巴縣)
"Comuna Ponor, Alba",波諾爾鄉·(阿爾巴縣)
"Comuna Săsciori, Alba",瑟斯喬里鄉
"Comuna Sâncel, Alba",聖切爾鄉
"Comuna Sântimbru, Alba",聖廷布魯鄉·(阿爾巴縣)
"Comuna Sohodol, Alba",索霍多爾鄉
"Comuna Stremț, Alba",斯特雷姆茨鄉
"Comuna Stănilești, Vaslui",斯特尼萊什蒂鄉
"Comuna Suceveni, Galați",蘇切韋尼鄉
"Comuna Stulpicani, Suceava",斯圖爾皮卡尼鄉
"Comuna Stănești, Gorj",斯特內什蒂鄉·(戈爾日縣)
"Comuna Suharău, Botoșani",蘇哈勒烏鄉
"Comuna Suhurlui, Galați",蘇胡爾盧伊鄉
"Comuna Sulița, Botoșani",蘇利察鄉
"Comuna Balc, Bihor",巴爾克鄉·(比霍爾縣)
"Comuna Copăcel, Bihor",科珀切爾鄉
"Comuna Ciumeghiu, Bihor",丘梅吉烏鄉
"Comuna Derna, Bihor",代爾納鄉·(比霍爾縣)
"Comuna Criștioru de Jos, Bihor",下克里什蒂奧魯鄉
"Comuna Diosig, Bihor",迪奧西格鄉
"Comuna Șpring, Alba",什普林鄉
"Comuna Unirea, Alba",烏尼雷亞鄉·(阿爾巴縣)
"Comuna Șugag, Alba",舒加格鄉
"Comuna Vladimirescu, Arad",弗拉迪米雷斯庫鄉·(阿拉德縣)
"Comuna Băbana, Argeș",伯巴納鄉
"Comuna Căteasca, Argeș",克泰亞斯卡鄉
"Comuna Bârla, Argeș",伯爾拉鄉
"Comuna Oarja, Argeș",瓦里亞鄉
"Comuna Rătești, Argeș",勒泰什蒂鄉
"Comuna Merișani, Argeș",梅里沙尼鄉
"Comuna Poiana Lacului, Argeș",波亞納拉庫盧伊
"Comuna Dâmbovicioara, Argeș",登博維奇瓦拉鄉
"Comuna Rucăr, Argeș",魯克爾鄉
"Comuna Vidra, Alba",维德拉乡
"Comuna Vințu de Jos, Alba",下溫楚鄉
"Comuna Valea Lungă, Alba",長谷鄉·(阿爾巴縣)
"Comuna Apateu, Arad",阿帕泰烏鄉
"Comuna Sacu, Caraș-Severin",薩庫鄉·(卡拉什-塞維林縣)
"Comuna Saelele, Teleorman",薩埃萊萊鄉
"Comuna Salcia, Teleorman",薩爾恰鄉·(特列奧爾曼縣)
"Comuna Sadova, Suceava",薩多瓦鄉·(蘇恰瓦縣)
"Comuna Sadova, Dolj",薩多瓦鄉·(多爾日縣)
"Comuna Ungheni, Argeș",溫蓋尼鄉·(阿爾傑什縣)
"Comuna Gioseni, Bacău",吉奧塞尼鄉
"Comuna Stoenești, Argeș",斯托埃內什蒂鄉·(阿爾傑什縣)
"Comuna Suseni, Argeș",蘇塞尼鄉·(阿爾傑什縣)
"Comuna Românești, Botoșani",羅馬內什蒂鄉·(博托沙尼縣)
"Comuna Rusca Montană, Caraș-Severin",魯斯卡蒙塔訥鄉
"Comuna Runcu, Vâlcea",倫庫鄉·(沃爾恰縣)
"Comuna Roseți, Călărași",羅塞齊鄉
"Comuna Rotunda, Olt",羅通達鄉·(奧爾特縣)
"Comuna Rădăuți-Prut, Botoșani",勒德烏齊-普魯特鄉
"Comuna Râu Sadului, Sibiu",勒烏薩杜盧伊鄉
"Comuna Râca, Argeș",勒卡鄉
"Comuna Răchiți, Botoșani",勒基齊鄉
"Comuna Răcășdia, Caraș-Severin",勒克什迪亞鄉
"Comuna Radovan, Dolj",拉多萬鄉·(多爾日縣)
"Comuna Ramna, Caraș-Severin",拉姆納鄉·(卡拉什-塞維林縣)
"Comuna Rebricea, Vaslui",雷布里恰鄉
"Comuna Racovița, Vâlcea",拉科維察鄉·(沃爾恰縣)
"Comuna Români, Neamț",羅默尼鄉·(尼亞姆茨縣)
"Comuna Recea, Argeș",雷恰鄉·(阿爾傑什縣)
"Comuna Rociu, Argeș",羅丘鄉
"Comuna Roma, Botoșani",羅馬鄉·(博托沙尼縣)
"Comuna Săulești, Gorj",瑟烏萊什蒂鄉
"Comuna Sânmihaiu Almașului, Sălaj",聖米哈尤阿爾馬舒盧伊鄉
"Comuna Sârbeni, Teleorman",瑟爾貝尼鄉
"Comuna Săcelu, Gorj",瑟切盧鄉
"Comuna Tomnatic, Timiș",托姆納蒂克鄉
"Comuna Traian, Olt",特拉揚鄉·(奧爾特縣)
"Comuna Topana, Olt",托帕納鄉·(奧爾特縣)
"Comuna Tomești, Timiș",托梅什蒂鄉·(蒂米什縣)
"Comuna Traian, Teleorman",特拉揚鄉·(特列奧爾曼縣)
"Comuna Tomești, Iași",托梅什蒂鄉·(雅西縣)
"Comuna Tigveni, Argeș",蒂格韋尼鄉
"Comuna Teregova, Caraș-Severin",泰雷戈瓦鄉
"Comuna Topleț, Caraș-Severin",托普萊茨鄉
"Comuna Todireni, Botoșani",托迪雷尼鄉
"Comuna Turburea, Gorj",图尔布雷亚乡
"Comuna Troianul, Teleorman",特羅亞努爾鄉
"Comuna Turcinești, Gorj",圖爾西內什蒂鄉
"Comuna Topolovățu Mare, Timiș",大托波洛沃楚鄉
"Comuna Telești, Gorj",泰萊什蒂鄉
"Comuna Sălățig, Sălaj",瑟勒齊格鄉
"Comuna Teasc, Dolj",泰亞斯克鄉
"Comuna Teiu, Argeș",泰尤鄉·(阿爾傑什縣)
"Comuna Udești, Suceava",烏代什蒂鄉
"Comuna Tătărăștii de Sus, Teleorman",上韃靼勒什蒂鄉
"Comuna Tălpaș, Dolj",特爾帕什鄉
"Comuna Uda-Clocociov, Teleorman",烏達-克洛科喬夫鄉
"Comuna Tătărăștii de Jos, Teleorman",下韃靼勒什蒂鄉
"Comuna Tâmna, Mehedinți",特姆納鄉
"Comuna Tăcuta, Vaslui",特庫塔鄉
"Comuna Târnova, Caraș-Severin",特爾諾瓦鄉·(卡拉什-塞維林縣)
"Comuna Tămădău Mare, Călărași",大特默德烏鄉
"Comuna Ineu, Bihor",伊內烏鄉·(比霍爾縣)
"Comuna Holod, Bihor",霍洛德鄉·(比霍爾縣)
"Comuna Husasău de Tinca, Bihor",胡薩瑟烏德廷卡鄉
"Comuna Bucerdea Grânoasă, Alba",布切爾迪亞格勒諾阿瑟鄉
"Comuna Lăzăreni, Bihor",勒澤雷尼鄉
"Comuna Valea Danului, Argeș",達努盧伊鄉
"Comuna Vadu Moldovei, Suceava",瓦杜摩爾多瓦鄉
"Comuna Vaideeni, Vâlcea",瓦伊代埃尼鄉
"Comuna Săcădat, Bihor",瑟克達特鄉
"Comuna Pomezeu, Bihor",波梅澤烏鄉
"Comuna Rieni, Bihor",列尼鄉
"Comuna Răbăgani, Bihor",勒伯加尼鄉
"Comuna Remetea, Bihor",雷梅泰亞鄉·(比霍爾縣)
"Comuna Pocola, Bihor",波科拉鄉·(比霍爾縣)
"Comuna Unirea, Dolj",烏尼雷亞鄉·(多爾日縣)
"Comuna Unțeni, Botoșani",溫采尼鄉
"Comuna Ulma, Suceava",烏爾馬鄉·(蘇恰瓦縣)
"Comuna Urzica, Olt",烏爾濟卡鄉
"Comuna Pietroasa, Bihor",彼得羅阿薩鄉·(比霍爾縣)
"Comuna Nojorid, Bihor",諾若里德鄉
"Comuna Lunca, Bihor",倫卡鄉·(比霍爾縣)
"Comuna Olcea, Bihor",奧爾恰鄉
"Comuna Zorleni, Vaslui",佐爾萊尼鄉
"Comuna Zamostea, Suceava",扎莫斯泰亞鄉
"Comuna Vărădia, Caraș-Severin",沃勒迪亞鄉
"Comuna Zâmbreasca, Teleorman",曾布雷亞斯卡鄉
"Comuna Întorsura, Dolj",恩托爾蘇拉鄉
"Comuna Șendreni, Galați",申德雷尼鄉
"Comuna Zorlențu Mare, Caraș-Severin",大佐爾倫楚鄉
"Comuna Zăpodeni, Vaslui",澤波代尼鄉
"Comuna Zvoriștea, Suceava",茲沃里什泰亞鄉
"Comuna Șișești, Mehedinți",希謝什蒂鄉·(梅赫丁茨縣)
"Comuna Izvoarele, Teleorman",伊茲瓦雷萊鄉·(特列奧爾曼縣)
Strada Iuliu Maniu din Cluj-Napoca,尤利乌·马纽街·(克卢日-纳波卡)
"Comuna Cornereva, Caraș-Severin",科爾內雷瓦鄉
"Comuna Durnești, Botoșani",杜爾內什蒂鄉
"Comuna Hilișeu-Horia, Botoșani",希利謝烏-霍里亞鄉
"Comuna Cristești, Botoșani",克里斯泰什蒂鄉·(博托沙尼縣)
"Comuna Cristinești, Botoșani",克里斯蒂內什蒂鄉
"Comuna Coșula, Botoșani",科舒拉鄉
"Comuna Salva, Bistrița-Năsăud",薩爾瓦鄉·(比斯特里察-訥瑟烏德縣)
"Comuna Corni, Botoșani",科爾尼鄉·(博托沙尼縣)
"Comuna Broscăuți, Botoșani",布羅斯克烏齊鄉
"Comuna Corlăteni, Botoșani",科爾勒泰尼鄉·(博托沙尼縣)
"Comuna Știubieni, Botoșani",什蒂烏別尼鄉
"Comuna Vlădeni, Botoșani",弗勒代尼鄉·(博托沙尼縣)
"Comuna Trușești, Botoșani",特魯謝什蒂鄉
"Comuna Păltiniș, Botoșani",珀爾蒂尼什鄉·(博托沙尼縣)
"Comuna Nicșeni, Botoșani",尼克謝尼鄉
"Comuna Mitoc, Botoșani",米托克鄉·(博托沙尼縣)
"Comuna Cornea, Caraș-Severin",科爾內亞鄉·(卡拉什-塞維林縣)
"Comuna Ciudanovița, Caraș-Severin",丘達諾維察鄉
"Stâlpu, Buzău",斯特爾普鄉
"Comuna Glodeanu-Siliștea, Buzău",格洛代亞努-錫利什泰亞鄉
"Budila, Brașov",布迪拉鄉
"Comuna Lăpușnicu Mare, Caraș-Severin",大勒普什尼庫鄉
"Comuna Fârliug, Caraș-Severin",弗爾柳格鄉
"Comuna Coronini, Caraș-Severin",科羅尼尼鄉
"Comuna Măureni, Caraș-Severin",默烏雷尼鄉
"Comuna Ștefan cel Mare, Neamț",斯特凡大公村鄉·(尼亞姆茨縣)
"Comuna Șuici, Argeș",舒伊奇鄉
"Comuna Știuca, Timiș",什蒂烏卡鄉
"Comuna Braloștița, Dolj",布拉洛什蒂察鄉
"Comuna Botoșești-Paia, Dolj",博托謝什蒂-帕亞鄉
"Comuna Breasta, Dolj",布雷亞斯塔鄉
"Comuna Slobozia Moară, Dâmbovița",斯洛博齊亞莫阿勒鄉
"Comuna Ocnița, Dâmbovița",奧克尼察鄉·(登博維察縣)
"Comuna Castranova, Dolj",卡斯特拉諾瓦鄉
"Comuna Cerăt, Dolj",切勒特鄉
"Comuna Catane, Dolj",卡塔內鄉
"Comuna Daneți, Dolj",達內茨鄉
"Comuna Calopăr, Dolj",卡洛珀爾鄉
"Comuna Ghercești, Dolj",蓋爾切什蒂鄉
"Goicea, Dolj",戈伊恰鄉
"Comuna Ghidici, Dolj",吉迪齊鄉
"Comuna Leu, Dolj",萊烏鄉·(多爾日縣)
"Comuna Gângiova, Dolj",根吉奧瓦鄉
"Comuna Vitănești, Teleorman",維特內什蒂鄉
"Comuna Valu lui Traian, Constanța",瓦盧盧伊特拉揚鄉
"Comuna Vlăsinești, Botoșani",弗勒西內什蒂鄉
"Comuna Valea Mare, Vâlcea",大谷鄉·(沃爾恰縣)
"Comuna Vela, Dolj",韋拉鄉·(多爾日縣)
"Comuna Verești, Suceava",韋雷什蒂鄉
"Comuna Vedea, Teleorman",韋代亞鄉·(特列奧爾曼縣)
"Comuna Vânători, Vrancea",沃訥托里鄉·(弗朗恰縣)
"Comuna Socol, Caraș-Severin",索科爾鄉
Limba tătară dobrogeană,罗马尼亚鞑靼语
"Comuna Voinești, Vaslui",沃伊內什蒂鄉·(瓦斯盧伊縣)
"Comuna Vorniceni, Botoșani",沃爾尼切尼鄉·(博托沙尼縣)
"Comuna Vorona, Botoșani",沃羅納鄉·(博托沙尼縣)
"Comuna Vutcani, Vaslui",武特卡尼鄉
"Comuna Voloiac, Mehedinți",沃洛亞克鄉
"Comuna Mischii, Dolj",米斯基鄉
"Comuna Lipovu, Dolj",利波武鄉
"Comuna Melinești, Dolj",梅利內什蒂鄉
"Comuna Moțăței, Dolj",莫策采伊鄉
"Comuna Maglavit, Dolj",馬格拉維特鄉
Sinagoga Mare din Constanța,大猶太會堂·(康斯坦察)
"Comuna Gepiu, Bihor",傑皮烏鄉
"Comuna Bulz, Bihor",布爾茲鄉
"Comuna Cetariu, Bihor",切塔里烏鄉
"Comuna Sâmbăta, Bihor",森伯塔鄉
"Comuna Suplacu de Barcău, Bihor",巴爾克烏河畔蘇普拉庫鄉
"Comuna Tarcea, Bihor",塔爾恰鄉
"Comuna Sălard, Bihor",瑟拉爾德鄉
"Comuna Sălacea, Bihor",瑟拉恰鄉
"Comuna Ticvaniu Mare, Caraș-Severin",大蒂克瓦紐鄉
"Comuna Văliug, Caraș-Severin",沃利烏格鄉
"Comuna Vrani, Caraș-Severin",弗拉尼鄉
"Comuna Vermeș, Caraș-Severin",韋爾梅什鄉
"Comuna Mehadia, Caraș-Severin",梅哈迪亞鄉
"Comuna Șopotu Nou, Caraș-Severin",新紹波圖鄉
"Comuna Sichevița, Caraș-Severin",錫凱維察鄉
"Comuna Prigor, Caraș-Severin",普里戈爾鄉
"Comuna Brăduț, Covasna",布勒杜茨鄉
"Comuna Bixad, Covasna",比克薩德鄉·(科瓦斯納縣)
"Comuna Comandău, Covasna",科曼德烏鄉
"Comuna Catalina, Covasna",卡塔利納鄉·(科瓦斯納縣)
"Comuna Poian, Covasna",波揚鄉
"Comuna Sânzieni, Covasna",聖濟耶尼鄉
"Comuna Ozun, Covasna",奧尊鄉
"Comuna Turia, Covasna",圖里亞鄉·(科瓦斯納縣)
"Comuna Belin, Covasna",貝林鄉·(科瓦斯納縣)
"Comuna Barcani, Covasna",巴爾卡尼鄉·(科瓦斯納縣)
"Comuna Hăghig, Covasna",赫吉格鄉
"Comuna Estelnic, Covasna",埃斯泰尼克鄉
"Comuna Dobârlău, Covasna",多伯爾勒烏鄉
"Comuna Micfalău, Covasna",米克法勒烏鄉
"Comuna Lemnia, Covasna",萊姆尼亞鄉
"Comuna Tinca, Bihor",廷卡鄉
"Comuna Tăuteu, Bihor",特烏泰烏鄉
"Comuna Tărcaia, Bihor",特爾卡亞鄉
"Comuna Coșbuc, Bistrița-Năsăud",科什布克鄉·(比斯特里察-訥瑟烏德縣)
"Comuna Tileagd, Bihor",蒂萊亞格德鄉
"Comuna Crivăț, Călărași",克里沃茨·(克勒拉希縣)
"Comuna Chirnogi, Călărași",基爾諾吉鄉
"Comuna Chiselet, Călărași",基塞萊特鄉
"Comuna Ciocănești, Călărași",喬克內什蒂·(克勒拉希縣)
"Fundeni, Călărași",豐代尼鄉·(克勒拉希縣)
"Comuna Căscioarele, Călărași",克斯喬阿雷萊鄉
"Comuna Runcu Salvei, Bistrița-Năsăud",倫庫薩爾韋伊鄉
"Comuna Poiana Ilvei, Bistrița-Năsăud",波亞納伊爾韋伊鄉
"Comuna Rebra, Bistrița-Năsăud",雷布拉鄉
"Comuna Ileana, Călărași",伊萊亞納鄉·(克勒拉希縣)
"Ștefan cel Mare, Călărași",斯特凡大公村鄉·(克勒拉希縣)
"Comuna Ștefan Vodă, Călărași",斯特凡大公鄉·(克勒拉希縣)
"Comuna Ulmeni, Călărași",烏爾梅尼鄉·(克勒拉希縣)
"Comuna Gălbinași, Călărași",格爾比納希鄉·(克勒拉希縣)
"Comuna Zăbala, Covasna",澤巴拉鄉
"Comuna Zagon, Covasna",扎貢鄉
"Comuna Cojasca, Dâmbovița",科亞斯卡鄉
"Comuna Valea Mare, Covasna",大谷鄉·(科瓦斯納縣)
"Comuna Conțești, Dâmbovița",孔采什蒂鄉·(登博維察縣)
"Comuna Vârtop, Dolj",沃爾托普鄉
"Comuna Valea Stanciului, Dolj",斯坦丘盧伊鄉
"Comuna Vârvoru de Jos, Dolj",下沃爾沃魯鄉
"Comuna Teslui, Dolj",泰斯盧伊鄉·(多爾日縣)
"Comuna Secu, Dolj",塞庫鄉
"Comuna Șimnicu de Sus, Dolj",上希姆尼庫鄉
"Comuna Seaca de Câmp, Dolj",塞亞卡德肯普鄉
"Comuna Sopot, Dolj",索波特鄉·(多爾日縣)
"Comuna Terpezița, Dolj",泰爾佩濟察鄉
"Comuna Poiana Mare, Dolj",大波亞納鄉
"Comuna Rast, Dolj",拉斯特鄉·(多爾日縣)
"Comuna Piscu Vechi, Dolj",舊皮斯庫鄉
"Comuna Negoi, Dolj",內戈伊鄉
"Comuna Murgași, Dolj",穆爾加希鄉
"Comuna Bărbătești, Gorj",伯爾伯泰什蒂鄉·(戈爾日縣)
"Comuna Schela, Galați",斯凱拉鄉·(加拉茨縣)
"Comuna Godinești, Gorj",戈迪內什蒂鄉
"Comuna Ciuperceni, Gorj",丘佩爾切尼鄉·(戈爾日縣)
"Comuna Fărcășești, Gorj",弗爾克謝什蒂鄉
"Comuna Iepurești, Giurgiu",耶普雷什蒂鄉
"Comuna Peștișani, Gorj",佩什蒂沙尼鄉
"Comuna Runcu, Gorj",倫庫鄉·(戈爾日縣)
"Comuna Negomir, Gorj",內戈米爾鄉
"Comuna Roșia de Amaradia, Gorj",羅希亞德阿馬拉迪亞鄉
"Comuna Lelești, Gorj",萊萊什蒂鄉
Eparhia Sfântul Vasile cel Mare de București,希臘禮天主教布加勒斯特教區
"Comuna Mireșu Mare, Maramureș",大米雷舒鄉
"Comuna Oarța de Jos, Maramureș",下瓦爾察鄉
"Comuna Bălăcița, Mehedinți",伯勒西察鄉
"Comuna Bâcleș, Mehedinți",伯克萊什鄉
"Comuna Bâlvănești, Mehedinți",伯爾沃內什蒂鄉
"Gheorghe Doja, Ialomița",蓋奧爾蓋多亞鄉·(雅洛米察縣)
"Grindu, Ialomița",格林杜鄉·(雅洛米察縣)
"Comuna Jilavele, Ialomița",日拉韋萊鄉
"Gheorghe Lazăr, Ialomița",格奧爾基拉澤爾鄉·(雅洛米察縣)
"Giurgeni, Ialomița",久爾傑尼鄉
"Colelia, Ialomița",科萊利亞鄉
"Bucu, Ialomița",布庫鄉·(雅洛米察縣)
"Comuna Făcăeni, Ialomița",弗克埃尼鄉
"Comuna Dridu, Ialomița",德里杜鄉
"Cocora, Ialomița",科科拉鄉·(雅洛米察縣)
"Comuna Lespezi, Iași",萊斯佩濟鄉
"Vlădeni, Ialomița",弗勒代尼鄉·(雅洛米察縣)
"Dobrovăț, Iași",多布羅沃茨鄉
"Roșiori, Ialomița",羅肖里鄉·(雅洛米察縣)
"Ograda, Ialomița",奧格拉達鄉
"Moldoveni, Ialomița",摩爾多韋尼鄉·(雅洛米察縣)
"Movila, Ialomița",莫維拉鄉·(雅洛米察縣)
"Maia, Ialomița",馬亞鄉·(雅洛米察縣)
"Manasia, Ialomița",馬納西亞鄉
"Comuna Miloșești, Ialomița",米洛謝什蒂鄉
"Comuna Șcheia, Iași",什凱亞鄉·(雅西縣)
"Copăceni, Ilfov",科珀切尼鄉·(伊爾福夫縣)
"Comuna Țibănești, Iași",齊伯內什蒂鄉
"Moșna, Iași",莫什納鄉·(雅西縣)
"Comuna Șipote, Iași",希波泰鄉
"Comuna Ariniș, Maramureș",阿里尼什鄉
"Comuna Bocicoiu Mare, Maramureș",大博西科尤鄉
"Comuna Dascălu, Ilfov",達斯克盧鄉·(伊爾福夫縣)
"Dărăști-Ilfov, Ilfov",德勒什蒂-伊爾福夫鄉
"Comuna Cicârlău, Maramureș",錫克爾勒烏鄉
"Comuna Fălcoiu, Olt",弗爾科尤鄉
"Comuna Găvănești, Olt",格沃內什蒂鄉
"Comuna Izvoarele, Olt",伊茲瓦雷萊鄉·(奧爾特縣)
"Giuvărăști, Olt",久沃勒什蒂鄉
"Comuna Icoana, Olt",伊夸納鄉
"Comuna Samarinești, Gorj",薩馬里內什蒂鄉
"Comuna Surani, Prahova",蘇拉尼鄉·(普拉霍瓦縣)
"Comuna Bilbor, Harghita",比爾博爾鄉
"Comuna Urdari, Gorj",烏爾達里鄉
"Comuna Văgiulești, Gorj",沃久萊什蒂鄉
"Comuna Cozmeni, Harghita",科茲梅尼鄉
"Comuna Ciceu, Harghita",奇切烏鄉
"Comuna Ciucsângeorgiu, Harghita",丘克聖喬治烏鄉
"Comuna Corund, Harghita",科倫德鄉
"Comuna Devesel, Mehedinți",代韋塞爾鄉
"Comuna Dârvari, Mehedinți",德爾瓦里鄉
"Comuna Butoiești, Mehedinți",布托耶什蒂鄉
"Comuna Gogoșu, Mehedinți",戈戈舒鄉·(梅赫丁茨縣)
"Comuna Greci, Mehedinți",格雷奇鄉·(梅赫丁茨縣)
"Comuna Izvoru Bârzii, Mehedinți",伊茲沃魯伯爾濟鄉
"Comuna Isverna, Mehedinți",伊斯韋爾納鄉
"Comuna Eșelnița, Mehedinți",埃謝爾尼察鄉
"Comuna Mugeni, Harghita",穆傑尼鄉
