日本,일본
沖ノ鳥島,오키노토리 암초
在日トルコ人,재일 터키인
七宗町,히치소정
昭和村,쇼와촌
富加町,도미카정
びわ湖放送,비와코 방송
東船橋駅,히가시후나바시역
陸奥湾,무쓰만
盛岡藩,모리오카번
城ヶ島,조가섬
RKB毎日放送,RKB 마이니치 방송
町奉行,마치부교
河津町,가와즈정
東山区,히가시야마구
阿久比町,아구이정
蟹江町,가니에정
松崎町,마쓰자키정
川根本町,가와네혼정
南津軽郡,미나미쓰가루군
北津軽郡,기타쓰가루군
山本郡,야마모토군
東白川郡,히가시시라카와군
黒磯市,구로이소시
多可郡,다카군
大宮市,오미야시
小倉北区,고쿠라키타구
西伊豆町,니시이즈정
飛島村,도비시마촌
大口町,오구치정
西彼杵郡,니시소노기군
久米南町,구메난정
若桜町,와카사정
和気町,와케정
板野郡,이타노군
三好郡,미요시군
四万十町,시만토정
和賀郡,와가군
日本三名園,일본 3대 정원
浦和美園駅,우라와미소노역
信州新町,신슈신정
天竜市,덴류시
八日市市,요카이치시
ひめじ別所駅,히메지벳쇼역
箱根温泉,하코네 온천
二本松藩,니혼마쓰번
ニッポン放送,닛폰 방송
名古屋テレビ放送,나고야 TV 방송
日本標準時,일본 표준시
一関藩,이치노세키번
鰍沢町,가지카자와정
東加古川駅,히가시카코가와역
魚住駅,우오즈미역
土山駅,쓰치야마역
六甲道駅,롯코미치역
佐賀駅,사가역
栗東駅,릿토역
南区,미나미구
三朝町,미사사정
新庄村,신조촌
藤沢町,후지사와정
西粟倉村,니시아와쿠라촌
濃尾平野,노비평야
須磨海浜公園駅,스마카이힌코엔역
北区,기타구
太子橋今市駅,다이시바시이마이치역
美原区,미하라구
高月町,다카쓰키정
西浅井町,니시아자이정
日本の鉄道,일본의 철도
山王パークタワー,산노 파크 타워
象印マホービン,조지루시
陣屋,진야
エー・シー・ジー・ティー,에이·시·지·티
貝塚市,가이즈카시
日本ニュースネットワーク,닛폰 뉴스 네트워크
揖斐川町,이비가와정
池田町,이케다정
東員町,도인정
西区,니시구
富士見町,후지미정
揖斐川,이비강
モスバーガー,모스버거
南大東島,미나미다이토섬
鳴沢村,나루사와촌
山中湖村,야마나카코촌
七ヶ宿町,시치카슈쿠정
川本町,가와모토정
安田町,야스다정
江府町,고후정
清水五条駅,기요미즈고조역
民社党,민사당
北大東島,기타다이토섬
帝人,테이진
青笹駅,아오자사역
赤坂駅,아카사카역
御着駅,고차쿠역
甲南山手駅,고난야마테역
二子玉川駅,후타코타마가와역
野洲駅,야스역
塩屋駅,시오야역
中区,나카구
蒲生四丁目駅,가모 4초메역
高市郡,다카이치군
勝浦郡,가쓰우라군
日本万国博覧会,1970년 세계 박람회
日本国際賞,일본국제상
幕張駅,마쿠하리역
新検見川駅,신케미가와역
山形藩,야마가타번
智頭町,지즈정
奥出雲町,오쿠이즈모정
吉備中央町,기비추오정
多気町,다키정
川島町,가와지마정
天龍村,덴류촌
谷川駅,다니카와역
藍本駅,아이모토역
八頭郡,야즈군
日野郡,히노군
平田市,히라타시
相野駅,아이노역
宝塚駅,다카라즈카역
SBIホールディングス,SBI 홀딩스
コム・デ・ギャルソン,꼼데가르송
小田急ロマンスカー,오다큐 로망스카
共同テレビジョン,쿄도 텔레비전
日野町,히노정
八頭町,야즈정
日高村,히다카촌
北松浦郡,기타마쓰우라군
綾川町,아야가와정
ポケモン,포켓몬 컴퍼니
奥入瀬川,오이라세강
早川町,하야카와정
日吉津村,히에즈촌
市川三郷町,이치카와미사토정
宮城野区,미야기노구
東京国際映画祭,도쿄 국제 영화제
浅香駅,아사카역
亀岡駅,가메오카역
千代川駅,지요카와역
巌流島,후나시마섬
岐阜薬科大学,기후 약과대학
下関市立大学,시모노세키 시립 대학
蘇我氏,소가 가문
東京農業大学,도쿄 농업대학
小机駅,고즈쿠에역
日暮里・舎人ライナー,도쿄 도 교통국 신교통 닛포리·도네리 라이너
桜島駅,사쿠라지마역
膳所駅,제제역
篠原駅,시노하라역
両津市,료쓰시
舞子駅,마이코역
近江八幡駅,오미하치만역
守山駅,모리야마역
安治川口駅,아지카와구치역
名鉄岐阜駅,메이테쓰기후역
近鉄名古屋駅,긴테쓰나고야역
南伊勢町,미나미이세정
久留米駅,구루메역
郡,일본의 군
稲毛駅,이나게역
仙洞御所,센토 어소
皇室,일본 황실
湯梨浜町,유리하마정
美郷町,미사토정
南部町,난부정
海草郡,가이소군
桃谷駅,모모다니역
加古川駅,가코가와역
北葛城郡,기타카쓰라기군
弁天町駅,벤텐초역
上野市,우에노시
遠賀郡,온가군
福江市,후쿠에시
東彼杵郡,히가시소노기군
八女郡,야메군
南松浦郡,미나미마쓰우라군
鹿児島空港,가고시마 공항
高知空港,고치 공항
第23回参議院議員通常選挙,제23회 일본 참의원 의원 통상선거
田川郡,다가와군
京都郡,미야코군
昭和町,쇼와정
丹波山村,다바야마촌
湯沢町,유자와정
王滝村,오타키촌
日本の人口統計,일본의 인구 통계
関東平野,간토평야
環境省,일본 환경성
造幣局,일본 조폐국
芦原橋駅,아시하라바시역
西九条駅,니시쿠조역
河北郡,가호쿠군
羽咋郡,하쿠이군
下高井郡,시모타카이군
北広島町,기타히로시마정
松川村,마쓰카와촌
今立郡,이마다테군
南蛮貿易,남만무역
綾歌郡,아야우타군
南山大学,난잔 대학
下諏訪町,시모스와정
小海町,고우미정
代々木公園,요요기 공원
長洲町,나가스정
横浜市営地下鉄グリーンライン,요코하마 시 교통국 지하철 그린 라인
播但線,반탄선
駒澤大学,고마자와 대학
東北学院大学,도호쿠 가쿠인 대학
倉賀野駅,구라가노역
高麗川駅,고마가와역
寄居駅,요리이역
三池郡,미이케군
棚倉藩,다나구라번
備後福山藩,후쿠야마번
福島藩,후쿠시마번
石高,고쿠다카
小浜城,오바마성
NHK総合テレビジョン,NHK 종합 텔레비전
南関町,난칸정
玉東町,교쿠토정
大津町,오즈정
後楽園駅,고라쿠엔역
上野広小路駅,우에노히로코지역
名東郡,묘도군
那賀郡,나카군
美馬郡,미마군
津南町,쓰난정
聖籠町,세이로정
上市町,가미이치정
七宝町,싯포정
湖北町,고호쿠정
虎姫町,도라히메정
小坂井町,고자카이정
木之本町,기노모토정
紀の川,기노 강
駿河区,스루가구
下関駅,시모노세키역
Jリーグカップ/コパ・スダメリカーナ王者決定戦,J리그컵 / 코파 수다메리카나 챔피언십
二条駅,니조역
福岡教育大学,후쿠오카 교육대학
緑区,미도리구
山辺郡,야마베군
武蔵高萩駅,무사시타카하기역
訓令式ローマ字,훈령식 로마자 표기법
クールジャパン,쿨 재팬
鹿島郡,가시마군
能美郡,노미군
鳳珠郡,호스군
三重郡,미에군
摂津本山駅,셋쓰모토야마역
大久保駅,오쿠보역
熊毛郡,구마게군
大島郡,오시마군
宝殿駅,호덴역
南彦根駅,미나미히코네역
南草津駅,미나미쿠사쓰역
北浜駅,기타하마역
岐南町,기난정
栄村,사카에촌
輪之内町,와노우치정
和水町,나고미정
百里飛行場,이바라키 공항
菊陽町,기쿠요정
広尾駅,히로오역
嘉穂郡,가호군
木島平村,기지마다이라촌
色麻町,시카마정
太秦駅,우즈마사역
あさま山荘事件,아사마 산장 사건
馬堀駅,우마호리역
和歌山駅,와카야마역
長居駅,나가이역
園部駅,소노베역
嵯峨嵐山駅,사가아라시야마역
花園駅,하나조노역
神通川,진즈강
雄勝郡,오가치군
瀬戸内町,세토우치정
阿蘇くじゅう国立公園,아소쿠주 국립공원
城下町,조카마치
水戸駅,미토역
山門郡,야마토군
宇和島城,우와지마성
ワコール,와코루
平井駅,히라이역
今治藩,이마바리번
長泉町,나가이즈미정
大桑村,오쿠와촌
山ノ内町,야마노우치정
朝日町,아사히정
倶知安町,굿찬정
安芸太田町,아키오타정
出雲崎町,이즈모자키정
ニセコ町,니세코정
神埼郡,간자키군
佐田岬半島,사다미사키반도
九十九島,구주쿠섬
弥彦線,야히코선
大安寺,다이안지
北郷町,기타고정
大井川,오이강
三内丸山遺跡,산나이마루야마 유적
南那珂郡,미나미나카군
岩手大学,이와테 대학
加世田市,가세다시
大島支庁,오시마 지청
西海国立公園,사이카이 국립공원
甲州街道,고슈 가도
勝央町,쇼오정
中央区,주오구
宇多津町,우타즈정
津野町,쓰노정
本所吾妻橋駅,혼조아즈마바시역
上中里駅,가미나카자토역
佐倉藩,사쿠라번
沖縄県の歴史,류큐 제도의 역사
CON-CANムービーフェスティバル,CON-CAN 온라인 국제 단편 영화제
日本の学校制服,일본 교복
鷲宮町,와시미야정
菊池市,기쿠치시
小野市,오노시
名鉄名古屋駅,메이테쓰나고야역
あおなみ線,나고야 임해 고속 철도 니시나고야코선
熊野町,구마노정
八木駅,야기역
三国ヶ丘駅,미쿠니가오카역
菊川駅,기쿠카와역
野尻町,노지리정
我孫子駅,아비코역
出水郡,이즈미군
八代郡,야쓰시로군
カトリック東京大司教区,가톨릭 도쿄 대교구
仁多郡,니타군
尾瀬国立公園,오제 국립공원
府中町,후추정
聚楽第,주라쿠다이
スッタニパータ,숫타니파타
大蔵省,일본 대장성
牛郎織女,견우직녀
東本願寺,히가시혼간지
北鎌倉駅,기타카마쿠라역
川上村,가와카미촌
道志村,도시촌
舟橋村,후나하시촌
身延町,미노부정
シャフト,샤프트
琴浦町,고토우라정
日南町,니치난정
川崎区,가와사키구
犬上郡,이누카미군
富山地方鉄道,도야마 지방 철도
ユニバーサルシティ駅,유니버설시티역
森ノ宮駅,모리노미야역
彦根駅,히코네역
大正駅,다이쇼역
日高郡,히다카군
南巨摩郡,미나미코마군
北都留郡,기타쓰루군
北牟婁郡,기타무로군
天竜区,덴류구
揖斐郡,이비군
猿楽,사루가쿠
安八郡,안파치군
本巣郡,모토스군
中新川郡,나카니카와군
丹波大山駅,단바오야마역
柏原駅,가이바라역
丹波竹田駅,단바타케다역
市島駅,이치지마역
黒井駅,구로이역
平城山駅,나라야마역
太白区,다이하쿠구
泉区,이즈미 구 (센다이 시)
吉野熊野国立公園,요시노쿠마노 국립공원
新島村,니지마촌
三方上中郡,미카타카미나카군
丹生郡,뉴군
愛知郡,에치군
様似郡,사마니군
同志社大学,도시샤 대학
清水メガシティピラミッド,시미즈 메가시티 피라미드
渡嘉敷島,도카시키섬
長野新幹線,나가노 신칸센
大雪山,다이세쓰산
大雪山国立公園,다이세쓰산 국립공원
鷹取駅,다카토리역
アイムエンタープライズ,아임 엔터프라이즈
栃尾市,도치오시
稲枝駅,이나에역
瀬田駅,세타역
大津駅,오쓰역
天満橋駅,덴마바시역
下滝駅,시모타키역
篠崎駅,시노자키역
度会郡,와타라이군
玉造駅,다마쓰쿠리역
西区,니시구
東区,히가시구
尾西市,비사이시
岩国城,이와쿠니성
桐花章,동화장
山田市,야마다시
奈良線,나라선
福島大学,후쿠시마 대학
湊町リバープレイス,미나토마치 리버 플레이스
ミス・ユニバース・ジャパン,미스 재팬
延享,엔쿄
HY,HY
南小国町,미나미오구니정
英田郡,아이다군
苫田郡,도마타군
久米郡,구메군
加賀郡,가가군
岩美郡,이와미군
伊都郡,이토군
東松浦郡,히가시마쓰우라군
下益城郡,시모마시키군
速見郡,하야미군
三養基郡,미야키군
曽於郡,소오군
ダイキン工業,다이킨 공업
土佐町,도사정
西彼杵半島,니시소노기반도
火国,히국
ポルノグラフィティ,포르노그라피티
南アルプス国立公園,미나미알프스 국립공원
朝霧駅,아사기리역
北魚沼郡,기타우오누마군
ライオン,라이온
大阪城公園駅,오사카조코엔역
南牟婁郡,미나미무로군
西八代郡,니시야쓰시로군
諏訪郡,스와군
北区,기타구
葵区,아오이구
大日本印刷,다이닛폰 인쇄
醍醐寺,다이고지
太政大臣,태정대신
函館市文学館,하코다테시 문학관
緑区,미도리구
日本橋区,니혼바시구
今金町,이마카네정
大島町,오시마정
富山城,도야마성
日本財団,일본재단
時代祭,지다이마쓰리
七支刀,칠지도
上越新幹線,조에쓰 신칸센
伯耆町,호키정
小谷村,오타리촌
大台町,오다이정
浄土真宗,정토진종
ミッチェル,미첼
近畿大学,긴키 대학
総合車両製作所,종합차량제작소
大正大学,다이쇼 대학
南京町,고베 차이나타운
大曲市,오마가리시
牛深市,우시부카시
石川市,이시카와시
具志川市,구시카와시
東予市,도요시
国分市,고쿠부시
吉富駅,요시토미역
鶴見事故,쓰루미 사고
アリスソフト,앨리스소프트
岡田藩,오카다번
名港線,나고야 시 교통국 지하철 메이코 선
門司区,모지구
姶良町,아이라정
石狩平野,이시카리평야
アーティゾン美術館,브리지스톤 미술관
大和ハウス工業,다이와 하우스 공업
小さき兄弟会,작은형제회
東京工科大学,도쿄 공과대학
西伯郡,사이하쿠군
