반기문,潘基文
하재숙,ハ・ジェスク
하재영,ハ・ジェヨン
이상익,李相翊
이상철 (1893년),李相喆
이상헌 (성우),イ・サンホン
이상훈,李相勲
이상훈 (희극인),イ・サンフン (コメディアン)
이상희 (1938년),李祥羲
이상희,イ・サンヒ
이샘,リセム
이생강,李生剛
이서영,イ・ソヨン
이서현,李敍顕
이엘,イ・エル
이연수 (배우),イ・ヨンス
이연수 (야구 선수),李然洙
이영근 (1924년),李永根
조장혁,チョ・ジャンヒョク
조재룡 (배우),チョ・ジェリョン
조재천,曺在千
조재호 (야구 선수),趙在浩
조정린,チョ・ジョンリン
양영주,梁瑛注
양영준,ヤン・ヨンジュン
양영은,梁映恩
양우조,楊宇朝
양일동,梁一東
양일환,梁日煥
양재인,ヤン・ジェイン
양전백,梁甸伯
양정모,梁正模
한보배,ハン・ボベ
한상대,韓相大
한상헌,ハン・サンホン
한선교,韓善教
한성주,ハン・ソンジュ
한성준,韓成俊
한성호,ハン・ソンホ
한성훈,韓成勲
한신 (1922년),韓信
한신 (성우),ハンシン
한신정,ハン・シンジョン
한연수,韓ヨンス (放送人)
한영복,韓永福
한영수,韓英洙
한태일,ハン・テイル（韓兌一）
한희,ハン・ヒ
함명수,咸明洙
함세웅,咸世雄
함종빈,咸鍾贇
함준호,咸俊鎬
함효주,ハム・ヒョジュ
한정동,韓晶東
한정애,韓貞愛
한지승,ハン・ジスン
한지환 (운동가),韓志煥
한진희,ハン・ジニ
이시영,李時英
이시종,李始鍾
이신범,李信範
이아롬,イ・アロム
이아이 (배우),イ・アイ
이애숙,李愛淑
이양구,李洋球
이양하,李敭河
이양호 (1937년),李養鎬
이언주,李彦周
조원환,曺元煥
여윤미,ヨ・ユンミ
여인국 (정치인),余仁国
여현수,ヨ・ヒョンス
연병호,延秉昊
연제민,延濟民
염경엽,廉京燁
양택조,ヤン・テクチョ
양현아,梁鉉娥
양휘웅,梁輝雄
양희은,ヤン・ヒウン
어약선,魚躍善
엄병학,厳秉学
조한철,チョ・ハンチョル
조항조,チョ・ハンジョ
조해녕,曹海寧
조현룡,趙顯龍
조현민,チョ・ヒョンミン
한영우,韓永愚
한예린,ハン・イェリン
윤지유,ユン・ジユ
한완상,韓完相
한웅규,韓雄奎
한유라,ハン・ユラ
한인숙,ハン・インスク
한인수 (배우),ハン・インス
조윤선,趙允旋
조윤제 (1952년),チョ・ユンジェ
조윤형,趙尹衡
조은령,イ・スークイオン
조이진,チョ・イジン
이선주,イ・ソンジュ
이선호 (1981년),イ・ソンホ
이선호 (성우),イ・ソノ
이선희,李善熙
이성가,李成佳
이성구 (1895년),李成九
이성권 (1968년),李成権
이성구 (1942년),李声九
이성근 (1938년),李聖根
이성득 (정치인),李聖得
이성민 (야구 선수),李星民
이성부,李盛夫
조형곤,チョ・ヒョンゴン
조흔파,趙欣坡
조희봉,チョ・ヒボン
좌승희,左承喜
주경철,朱京哲
주기용,朱基瑢
이영하 (스피드 스케이팅 선수),李ヨンハ
이영희 (1910년),李泳熙
이영희 (1943년),李永熙
이영희,李寧熙
이예린,イ・イェリン
이예춘,イ・イェチュン
이완구 (1950년),李完九
양민석,ヤン・ミンソク
양세찬,ヤン・セチャン
양세형,ヤン・セヒョン
한은서,ハン・ウンソ
양수경,ヤン・スギョン
양순직,楊淳稙
양승관,梁承グァン
양승학,梁承鶴
허옥경,許鈺卿
허영호,許永鎬
허의도,許義道
허준,ホ・ジュン
권오현 (기업인),権五鉉
염우량,廉友良
염지윤,ヨム・ジユン
염홍철,廉弘喆
예수정,イェ・スジョン
예아라,イェ・アラ
예종석 (1953년),芮鍾碩
홍경인,ホン・ギョンイン
홍라희,洪羅喜
홍문종,洪文鐘
홍사덕,洪思徳
손비야,孫菲雅
여욱환,ヨ・ウックァン
조용준,趙容浚
조용호 (1989년),趙容浩
조우리,チョ・ウリ
조우종,チョ・ウジョン
조원우,趙原佑
조원진,趙源震
이영섭 (1919년),李英燮
이영수 (목사),李永壽
이영욱 (1980년),李永旭
이영은,イ・ヨンウン
이영자,イ･ヨンジャ
이영준,李栄俊
이영찬 (1959년),李永燦
이영철,イ・ヨンチョル
이영하,イ・ヨンハ
예춘호,芮春浩
예학영,イェ・ハギョン
오근섭,オ・グンソプ
오규원,呉圭原
오나라 (뮤지컬 배우),オ・ナラ
오나미,オ・ナミ
오대석,呉大錫
한영애,ハン・ヨンエ
한예리,ハン・イェリ
한영준,韓英俊
한예원,ハン・イェウォン
한재림,ハン・ジェリム
이용준 (1911년),李容俊
이용진,イ・ヨンジン
이용희,李用熙
이웅평,李雄平
이원 (시인),イ・ウォン
이원도,李元道
이원발,イ・ウォンバル
이완호,イ・ワノ
이외수,李外秀
이요한 (1899년),李要漢
이용 (1923년),李龍
이용문,李龍文
이용복,イ・ヨンボク
이용섭,李庸燮
이용우 (배우),イ・ヨンウ
이용주,イ・ヨンジュ
이명희,イ・ミョンヒ
홍성민 (야구 선수),洪成民
홍성철,洪性澈
홍세완,洪世完
홍소영,ホン・ソヨン
홍수정,ホン・スジョン
홍순칠,洪淳七
허승민,許勝玟
허공 (가수),ホ・ゴン
허구연,許龜淵
허기호,ホ・ギホ
허련,許練
허문회,許文會
허문도,許文道
허민 (희극 배우),許敏
허삼수,許三守
허새롬,ホ・セロム
허수경 (시인),許秀卿
김승수,キム・スンス
조정치,チョ・ジョンチ
조주영,趙柱泳
조중현 (1895년),趙重顕
조진래,趙辰来
조창인,趙昌仁
조태열,趙兌烈
조태일,趙泰一
허광희,許侊熙
허준석,ホ・ジュンソク
허준영,許准栄
허진규,許鎭奎
허참,ホ・チャム
허태열,ホ・テヨル
허평환,許坪桓
허화평,許和平
현기환,玄伎煥
현길언,玄吉彦
현석,ヒョン・ソク
주다하,チュ・ダハ
주병선,ジュ・ビョンソン
주승용,朱昇鎔
주아성,チュ・アソン
현석호,玄錫虎
현숙희,ヒョン・スッキ (女優)
현애자,玄愛子
현오봉,玄梧鳳
현영원,玄永源
현재윤,玄在潤
현정건,玄鼎健
현준호,玄俊鎬
현철 (1891년),玄哲
현진영,ヒョン・ジニョン
혜문,慧門
주진우,ジュ・ジンウ
주호민,チュ・ホミン
지달수,池達洙
지미애,チ・ミエ
지상욱,池尚昱
지승민,池承珉
주영복,周永福
주영훈,ジュ・ヨンフン
주진모 (1958년),チュ・ジンモ
주증녀,チュ・ジュンニョ
이재오,李在五
홍영표,洪永杓
홍요섭,ホン・ヨソプ
홍원기 (방송인),ホン・ウォンギ
홍익표 (1910년),洪翼杓
홍익표,洪翼杓
홍일권,ホン・イルグォン
홍재성,洪在星
홍종철,洪種哲
홍종인,洪鍾仁
엄수정,オム・スジョン
엄유신,オム・ユシン
엄주명,嚴柱明
엄태항,厳泰恒
엄현경,オム・ヒョンギョン
여건욱,呂虔旭
홍서율,ホン・ソユル
홍진기,洪璡基
홍진표,洪溍杓
홍진욱,ホン・ジヌク
홍창선,洪昌善
홍찬,洪燦
홍창섭,洪昌燮
홍학표,ホン・ハクピョ
홍희숙,ホン・ヒスク
지현옥,池賢玉
이지훈,イ・ジフン
진경,チン・ギョン
진념,陳稔
진동규,陳東圭
진보 (가수),チンボ
김재인,キム・ジェイン
김재춘,曺興萬
김정복,金井復
김정일,金炡一
김종갑,金鍾甲
김종국,金鍾国 (1956年生)
김종대,キム・ジョンデ
김종률,金鍾律
김종민,金鍾民
김종욱,金鐘ウク
김종익,金鍾翊
김성한,金聖翰
김세연,金世淵
김세윤,キム・セユン
김세의,金世毅
김소영,キム・ソヨン
김수정,金水正
김순옥,キム・スノク
김승환,キム・スンファン
김안중,金安重
김양,金揚
김의성,キム・ウィソン
김일우,キム・イル
김일중,キム・イルチュン
김재건,キム・ジェゴン
김재경,金在庚
김재섭,金在燮
김재수,金在水
황애덕,黄愛徳
황우슬혜,ファンウ・スルヘ
황윤호,黄潤鎬
황의종,黄義宗
황인용,黄仁龍
황인철,黄仁喆
황정민,黃廷珉
김용철,金勇澈
김용희,金用熙
김원해,キム・ウォネ
김원효,キム・ウォンヒョ
김윤형,キム・ユニョン
김은정,キム・ウンジョン
김응국,金応国
김지훈,金志勲
차미리사,車美理士
차범석,車凡錫
차예린,チャ・イェリン
차용애,車容愛
웅기,ウンギ
김종인,金鍾仁
김종천,金鍾千
김주현,金住ヒョン
김주호,金周浩
김준,キム・ジュン
김준,キム・ジュン
김준기,金俊起
김준현,キム・ジュニョン (コメディアン)
김준희,キム・ジュニ
김중위,金重緯
김지연,キム・ジヨン
김지원,金智媛
김지형,金知衡
박혜자,朴恵子
박은선,朴恩善
고원희,コ・ウォニ
김일우,キム・イル
진석중,陳石中
진선미,陳善美
진선규,チン・ソンギュ
진성준,陳声準
진성욱,陳成昱
진성호,秦聖昊
진아름,チン・アルム
진양혜,秦良恵
진영,陳永
진영수,チン・ヨンス
차명주,車明珠
황금별,ファン・ヒョウン
후인정,侯寅廷
배도환,ペ・ドファン
이연화,李蓮花
진유영,チン・ユヨン
진의장,陳義丈
진재영,チン・ジェヨン
진주,チンジュ
진헌식,陳憲植
차광수,チャ・クァンス
차규헌,車圭憲
차다혜,チャ・ダヘ
지은희,池銀姫
지일주,チ・イルチュ
지창수,池昌洙
문필희,文弼姫
김진영,金眞英
김진태,金鎮太
김철수,金哲洙
김초혜,金初蕙
김충식,金忠植
김태년,金太年
김태정,金泰政
김태종,キム・テジョン
김태환,金泰煥
김태훈,キム・テフン
김태희,キム・テヒ
김평호,金平鎬
김학의,金学義
김해진,金海鎭
김혁,キム・ヒョク
김현미,金賢美
이일화,イ・イルファ
김정민,キム・ジョンミン
최일남,崔一男
한수산,韓水山
윤봉길 (1983년),ユン・ボンギル
추예진,チュ・イェジン
류의현,リュ・ウイヒョン
이경자,李璟子
유안진,柳岸津
김신용,金信龍
채종국,蔡鍾国
최병주,崔丙柱
최상덕,崔尚徳
최상학,チェ・サンハク
최상용,崔相龍
최상수,崔常寿
최상훈,チェ・サンフン
차현우,チャ・ヒョヌ
찰리 박,チャーリー・パク
채동하,チェ・ドンハ
채은성,蔡銀成
채일병,蔡日炳
허순영,ホ・スニョン
배민희,裵珉姫
신재범,申在範
허영숙,ホ・ヨンスク
김재환,金載煥
황미나,黄美那
손호준,ソン・ホジュン
황교안,黄教安
황동규,黄東奎
황목치승,荒木治丞
육우당,ユン・ヒョンソク
박종규,朴鐘圭
최동준,チェ・ドンジュン
최다인,チェ・ダイン
최덕린,崔徳隣
최덕문,チェ・ドクムン
최덕희,チェ・ドクィ
최독견,崔獨ケン
최동석,崔東錫
김영석,金永錫
김영석,金栄錫
김영식,金永植
김영신,金栄伸
김영주,金栄珠
김영준,金永駿
김영후,金永厚
김영훈,金泳勲
김옥길,金玉吉
김용갑,金容甲
김용남,金勇男
김용민,金容敏
김용순,金容珣
김용우,金用雨
김용준,キム・ヨンジュン
김용철,金容喆
현쥬니,チュニ
조윤환,趙允煥
황병영,ファン・ビョンヨン
황병승,ファン・ビョンスン
황병태,黄秉泰
황산덕,黃山德
황산성,黄山城
황상민,黄相旻
황상무,黃相武
황선미,黄善美
황선혜,黄善恵
황선자,黄善子
황세옥,ファン・セオク
황신덕,黄信徳
천종호,チョン・ジョンホ
최각규,崔珏圭
최경록,崔慶禄
최경자,崔敬子
최경철,崔敬哲
최경환 (야구 선수),崔景煥
최광수 (건축가),チェ・クァンス
최광수 (공무원),崔侊洙
최용민,チェ・ヨンミン
천보근,チョン・ボグン
단지,タンジ
도지원,ト・ジウォン
금단비,クム・ダンビ
최광희,チェ・ガンヒ
최국현,崔国鉉
최규성,崔圭成
최규옥,崔圭鈺
최기문,崔基文
최기환,崔基煥
황정순,ファン・ジョンスン
황정은,ファン・ジョンウン
황진수,黄眞秀
황철곤,黄喆坤
황태민,ファン・テミン
황헌,黄憲
황현산,黄鉉産
천정배,千正培
채태인,蔡泰仁
천경자,千鏡子
천계영,千桂永
천관우,千寛宇
천명훈,チョン・ミョンフン
천병희,千丙熙
천세기,千世基
천신일,千信一
천운영,千雲寧
천은숙,千銀淑
정우,チョン・ウ
강은탁,カン・ウンタク
인교진,イン・ギョジン
정준영,チョン・ジュンヨン
맹형규,孟亨奎
명화섭,明華燮
문병호,文炳浩
문승원,文昇元
문형표,文亨杓
문희갑,文熹甲
민경진,ミン・ギョンジン
민병훈,閔丙勳
민복기,閔復基
민욱,ミン・ウク
진서연,チン・ソヨン
한희,ハン・ヒ
허경환,ホ・ギョンファン
안홍진,アン・ホンジン
배그린,ペ・グリン
차서원,チャ・ソウォン
최우제,チェ・ウジェ
신혁,シン・ヒョク
최령,チェ・リョン
최명헌,崔明憲
최희서,チェ・ヒソ
최문경 (1909년),崔文卿
이승윤,イ・スンユン
아영,アヨン
장효진,チャン・ヒョジン
지대한,チ・デハン
지우,ジウ
이택돈,李宅敦
이필곤,李弼坤
이하율,イ・ハユル
이해봉,李海鳳
이해원,李海元
이향원,李鄕園
이현승,イ・ヒョンスン
이현주,イ・ヒョンジュ
김흥기,キム・フンギ
김희정,金姫廷
나광남,羅光男
나승일,羅承日
나희필,羅熙弼
남경읍,ナム・ギョンウプ
남대식,南大植
홍순창,ホン・スンチャン
김현숙,金賢淑
김현승,金顕承
김현웅,金賢雄
김현철,キム・ヒョンチョル
김혜림,金恵琳
김혜선,金恵善
김호선,キム・ホソン
김호식,金昊植
김홍성,キム・ホンソン
김홍신,金洪信
김홍집,金弘集
김홍집,キム・ホンジプ
김화중,金花中
김효진,キム・ヒョジン
류택현,柳沢鉉
노수산나,ノ・スサンナ
노인환,盧仁煥
노재원,盧載源
노진환,魯璡煥
노창희,盧昌熹
노태돈,盧泰敦
노현정,盧賢貞
민도희,ミン・ドヒ
류길재,柳吉在
류정한,リュ・ジョンハン
임지현,林志弦
임세미,イム・セミ
임수민,林秀玟
임윤선,林允宣
임재철,林載哲
임종룡,任鍾龍
임종석,任鍾晳
박수연,朴秀雲
신재필,申栽必
김범용,金範容
이태호,李太浩
김현훈,金炫訓
배후민,裴厚民
재효,ジェヒョ
최능진,崔能鎮
서현우,ソ・ヒョヌ
석광렬,ソク・グァンニョル
최무성,チェ・ムソン
박병윤,朴炳潤
주민희,チュ・ミンヒ
박경국,朴景国
박경철,パク・キョンチョル
박경추,朴勍趨
박광남,パク・クァンナム
박남춘,朴南春
박명성,朴明誠
박명재,朴明在
박병배,朴炳培
최미선,チェ・ミソン
임오경,林五卿
박완수,朴完洙
민병대,閔丙大
김동균,キム・ドンギュン
김동주,キム・ドンジュ
정진규,鄭鎭圭
하근찬,河瑾燦
최준석,崔俊蓆
김광림,金光林
김하기,金河杞
김용택,金龍澤
이혜훈,李恵薫
이호성,イ・ホソン
이호영,李浩永
이호진,李豪鎮
이홍규,李弘圭
이환의,李桓儀
인병선,印炳善
임성민,イム・ソンミン
지유,チユ
조규철,チョ・ギュチョル
조양자,チョ・ヤンジャ
앤드류 최,アンドリュー・チェ
정욜,チョン・ヨル
케네스 배,ケネス・ベ
윤소희,ユン・ソヒ
김민영,キム・ミニョン
로티플 스카이,Rottyful Sky
김세열,キム・セヨル
송수권,宋秀權
송기숙,宋基淑
박영한,朴栄漢
박재삼,朴在森
오탁번,呉鐸藩
박세혁,朴世爀
박순자,朴順子
박승민,朴承珉
박승숙,朴承淑
