Douglas Adams,더글러스 애덤스
David Bamber,데이비드 뱀버
Steven Brand,스티븐 브랜드
Dave Rowntree,데이브 론트리
Daniel Levy,대니얼 레비
Tom Hopper,톰 호퍼
David Mackenzie,데이비드 매켄지
Laurence Fox,로런스 폭스
Malcolm Sargent,맬컴 사전트
Peter Scott,피터 스콧
Robert Thurston Dart,서스턴 다트
Nigel Terry,나이절 테리
James Cosmo,제임스 코스모
Billy Davies,빌리 데이비스
Andrew Ridgeley,앤드루 리즐리
Countess Luana of Orange-Nassau,루아나 판 오라녜나사우
Paul Arthurs,폴 아서스
Newt Scamander,뉴트 스커맨더
Jack Huston,잭 휴스턴
Mickey Smith,미키 스미스
Brian Barnes,브라이언 반스
Herbert Howells,허버트 하월스
Rafe Spall,레이프 스폴
Matt Berry,맷 베리
M. John Harrison,M. 존 해리슨
Henry Taylor,헨리 테일러
Jonathan Barnes,조너선 번스
Christopher Freeman,크리스토퍼 프리먼
Neil Taylor,닐 테일러
Reuben Goodstein,루벤 루이스 굿스타인
Bill Paterson,빌 패터슨
Bill Roberts,윌리엄 로버츠
Christopher Maltman,크리스토퍼 몰트먼
Gary O'Neil,게리 오닐
Fou Ts'ong,푸충
Whose Body?,시체는 누구?
Adam Wakeman,애덤 웨이크먼
Jimmy Finlayson,제임스 핀레이슨 (배우)
Dennis Mortimer,데니스 모티머
Billy Currie,빌리 커리
Chris Mears,크리스 미어스
Steve Kean,스티브 킨
Terry Wogan,테리 우건
Razaaq Adoti,라자크 아도 티
Geoffrey West,제프리 웨스트
Derek Watkins,데릭 왓킨스
Tom Whiteside,톰 화이트사이드
John Houghton,존 호턴
Jack Tresadern,잭 트레사던
Billy Moore,빌리 무어
Ted Hufton,테드 허프튼
Daisy Lowe,데이지 로
Peter Capaldi,피터 카팔디
Peter Wilson,피터 윌슨
Paul Stewart,폴 스튜어트
Freddie Boath,프레디 보아스
Graeme McDowell,그레임 맥다월
Jimmy Carr,지미 카
"David Armstrong-Jones, 2nd Earl of Snowdon",제2대 스노든 백작 데이비드 암스트롱존스
Craig Noone,크레이그 눈
Billy Brown,빌리 브라운
Mark Bowen,마크 보언
Jack Smith,잭 스미스
Billy Butler,빌리 버틀러
Harry Nuttall,해리 넛틀
Bob Haworth,밥 하워스
Billy Jennings,빌리 제닝스
Syd Bishop,시드 비숍
"Victor Bulwer-Lytton, 2nd Earl of Lytton",빅터 불워 리턴
Dominic Scott,도미닉 스콧
Jimmy Perry,지미 페리
Ted Vizard,테드 비자드
Posy Simmonds,포지 시먼스
Hugh Greene,휴 그린
Elliot Cowan,엘리엇 카원
Bruno Heller,브루노 헬러
Percy Hobart,퍼시 호바트
John Richardson,존 리처드슨
Dean Hammond,딘 해먼드
Diana Forbes-Robertson,다이애나 포브스로버트슨
Helen Cherry,헬렌 체리
Dave Sexton,데이브 섹스턴
John Selden,존 셀든
Norman Read,노먼 리드
William Empson,윌리엄 엠프슨
Serge Pizzorno,세르지오 피조르노
Nicola Wheeler,니컬라 휠러
Dick Morrissey,딕 모리시
Tommy Docherty,토미 도허티
Bob Peck,밥 펙
Lord Nicholas Windsor,니콜라스 윈저 경
Michael Gray,마이클 그레이
Alex McCarthy,알렉스 맥카시
Donald Wilson,도널드 윌슨
Bobby Smith,보비 스미스
Jim Cheung,짐 청
Samuel Barnett,사무엘 바넷
Bobby Lockwood,보비 록우드
Freddie Bartholomew,프레디 바소로미우
Cliff Jones,클리프 존스
Julian Baggini,줄리안 배기니
Clark Tracey,클라크 트레이시
Isaac Hempstead-Wright,아이작 헴프스테드라이트
Garth Crooks,가스 크룩스
Jack Churchill,잭 처칠
Nikon El Maestro,니콘 예브티치
Steve Bould,스티브 볼드
John Bagot Glubb,존 바고트 글러브
Alastair Sim,앨러스터 심
Kenneth Cranham,케네스 크랜햄
Frank Finlay,프랭크 핀레이
William Playfair,윌리엄 플레이페어
Fran Healy,프랜시스 힐리
Clive Russell,클라이브 러셀
Clive Brook,클라이브 브룩
Clifford Hugh Douglas,클리퍼드 휴 더글러스
George MacKay,조지 매케이
Roger Ashton-Griffiths,로저 애슈턴그리피스
Bradley Wright-Phillips,브래들리 라이트필립스
Pat Finucane,패트릭 피누케인
Brad Kavanagh,브래드 캐버나
Harry Kane,해리 케인
Shane Ferguson,셰인 퍼거슨
Jake Forster-Caskey,제이크 포스터캐스키
Gillian Merron,질리언 메런
Neil MacGregor,닐 맥그리거
Bobby Tambling,바비 탬블링
Bobby Wellins,보비 웰린스
Tony Moore,토니 무어
Peter Sallis,피터 샐리스
Francis L. Sullivan,프란시스 L. 설리번
Hugh Padgham,휴 패덤
Jonny Howson,조니 하우슨
Steve Lillywhite,스티브 릴리와이트
Joe Meek,조 믹
John Bostock,존 보스톡
Maurice Evans,모리스 에반스
Salvador Moncada,살바도르 몽카다
Charles Coulson,찰스 콜슨
Jaime Winstone,제이미 윈스톤
Sean Teale,숀 틸
Warren Christie,워런 크리스티
Sam Jackson,샘 잭슨
David Bailey,데이비드 베일리
Hugh Mitchell,휴 미첼
Paul Smith,폴 스미스
Mike Doyle,마이크 도일
John Callen,존 캘런
Tim Sherwood,팀 셔우드
Ewan Stewart,유언 스튜어트
Colin Friels,콜린 프릴스
Colin Bell,콜린 벨
Colin Greenland,콜린 그린랜드
David Stockdale,데이비드 스톡데일
Michael Johnson,마이클 존슨
Rupert Wainwright,루퍼트 웨인라이트
Simon Russell Beale,사이먼 러셀 빌
Don Douglas,돈 더글러스
Simon Grayson,사이먼 그레이슨
Vanessa White,버네사 화이트
Nathan Baker,나단 베이커
Rory McCann,로리 매캔
Alexander Dalgarno,알렉산더 델가노
David Burke,데이비드 버크
Harold Bride,해럴드 브라이드
Emily Head,에밀리 헤드
David Cotterill,데이비드 코터릴
Ivor Bolton,아이버 볼턴
Bill Milner,빌 밀너
Frank Calder,프랭크 칼더
Robert Aickman,로버트 에이크먼
Colin Ward,콜린 워드
Dennis Robertson,데니스 로버트슨
Peter Saville,피터 새빌
Betsy Braddock,사일록
Matthew Nathan,매슈 네이선
Michael Coulter,마이클 콜터
Jon Hopkins,존 홉킨스
Tom Holland,톰 홀랜드
John Obadiah Westwood,존 O. 웨스트우드
Martin Lowry,마틴 라우리
Thomas Herring,토머스 허링
Martin Walsh,마틴 월시
Jon Harris,존 해리스
Michael Bisping,마이클 비스핑
Don McCullin,돈 맥쿨린
Hugh Fraser,휴 프레이저
Philip Jackson,필립 잭슨
Michael Sheard,마이클 쉬어드
Marsha Ambrosius,마샤 앰브로시어스
Nigel Kneale,나이절 닐
Brendan Coyle,브렌던 코일
W. Brian Arthur,W. 브라이언 아서
John Mortimer,존 모티머
William Robertson,윌리엄 로버트슨
Robert Newton,로버트 뉴턴
Eamonn Walker,에이먼 워커
Harry Cording,해리 코딩
Harvey Jason,하비 제이슨
Donald Davies,도널드 데이비스
Louis Hayward,루이스 헤이워드
Norma Heyman,노마 헤이먼
Joe Ingles,조 잉글스
Laya Lewis,라야 루이스
Mick Audsley,믹 오즐리
Luke Goss,루크 고스
Carolyn Seymour,캐롤린 세이무어
Brian Bolland,브라이언 볼런드
John Alexander,존 알렉산더
Margaretta Scott,마가레타 스콧
Jim Carter,짐 카터
David Barron,데이비드 배런
Mary Forbes,메리 포브스
Laurence Halsted,로렌스 할스테드
Adrian Scarborough,에이드리언 스카버러
Antonio Pappano,안토니오 파파노
Alastair Mackenzie,앨러스터 매켄지
Ciarán McMenamin,시어런 맥미너민
Conleth Hill,콘리스 힐
Stephen Hough,스티븐 허프
Jamie Dornan,제이미 도넌
Brian Newbould,브라이언 뉴볼드
Norman Douglas,노먼 더글러스
Kristian Digby,크리스천 딕비
Cyriak,시리아크 해리스
"Frederick Curzon, 7th Earl Howe",프레더릭 커즌
Conyers Kirby,랠프 커비
Brian McCardie,브라이언 맥카디
Bruce Forsyth,브루스 포사이스
Young MC,영 MC
James Hope Grant,제임스 호프 그랜트
Seth Lakeman,세스 레이크먼
Harvey Goldstein,하비 골드스타인
George Adam,조지 애덤
Clive Merrison,클라이브 메리슨
Peter Cook,피터 쿡
Sidney Merlin,시드니 멀린
Steven Lewington,스티븐 레윙턴
Robert Morrison MacIver,로버트 모리슨 매키버
Bridget Jones,브리짓 존스
Albert Austin,앨버트 오스틴
Jackie McMullan,재키 맥멀런
Alex James,앨릭스 제임스
Paul Rhys,폴 리즈
William Quash,윌리엄 쿼시
Graham Higman,그레이엄 히그먼
Narcissa Malfoy,나시사 말포이
John Marston,존 마스턴
Matthew Bourne,매슈 본
Ashley Madekwe,애슐리 매덱
Jason Hughes,제이슨 휴즈
Douglas Dryburgh,더글러스 드라이버그
E. V. Knox,E. V. 녹스
Nick Moran,닉 모런
Frank Harper,프랭크 하퍼
Jesse Quin,제시 퀸
Jamie Draven,제이미 드레이븐
James Hayter,제임스 헤이터
Dave Mason,데이브 메이슨
Rob Elliot,롭 엘리엇
Nigel Hitchin,나이절 히친
Henry Green,헨리 그린
Christian Cooke,크리스천 쿡
Stuart Craig,스튜어트 크레이그
Larissa Wilson,라리사 윌슨
Douglas Slocombe,더글러스 슬로컴
Eddie Clarke,에디 클라크
Guy Burgess,가이 버지스
Dennis Brain,데니스 브레인
Tim Harford,팀 하포드
Lemar,르마
Vic Buckingham,빅 버킹엄
Florrie,플로리
Leroy Lita,리로이 리타
Rick Savage,릭 새비지
Sean Pertwee,숀 퍼트위
Declan Rudd,데클런 러드
Duncan Mackay,던컨 매카이
James McArthur,제임스 매카서
Julian Gilbey,줄리언 길베이
George Fenton,조지 펜턴
Ronan Rafferty,로넌 래퍼티
John Shrapnel,존 슈라프넬
Danny Cohen,대니 코언
Paweł Pawlikowski,파베우 파블리코프스키
Adrian Conan Doyle,에이드리언 코넌 도일
Jimmy Brain,지미 브레인
Kenneth J. Alford,케네스 앨퍼드
Maurice Pryce,모리스 프라이스
George Rodger,조지 로저
Oliver Norwood,올리버 노우드
Quentin Crisp,퀜틴 크리스프
Paul Freeman,폴 프리먼
Malcolm Macdonald,맬컴 맥도널드
Meredith Belbin,메러디스 벨빈
Alex Jennings,앨릭스 제닝스
Willie Young,윌리 영
Filius Flitwick,필리어스 플리트윅
Mark Rowlands,마크 롤랜즈
Iwan Rheon,이완 레온
Nathan Dyer,네이선 다이어
Drummond Matthews,드러먼드 매슈스
ANOHNI,아노니
Gary Gardner,게리 가드너
Francis King,프랜시스 킹
"Jeff Rooker, Baron Rooker",루커 남작 제프 루커
Jon Finch,존 핀치
Diana Quick,다이애나 퀵
Gethin Anthony,게딘 앤서니
Alex Neil,앨릭스 닐
Barty Crouch,바티 크라우치
Malcolm Allison,맬컴 앨리슨
Ronald Lacey,로널드 레이시
Roy Matthews,로이 매슈스
Poppy Delevingne,파피 델레바인
Harry Eden,해리 이든
Nicholas Kemmer,니컬러스 케머
F. F. E. Yeo-Thomas,F. F. E. 요토머스
Egon Pearson,이건 피어슨
Sam Taylor-Johnson,샘 테일러존슨
Tommy Bing,토미 빙
Jack Rosenthal,잭 로즌솔
Sebastian Faust,제바스티안 파우스트
Robert Rock,로버트 록
Ewan MacDonald,유언 맥도널드
Ray Clarke,레이 클라크
Kristen Bjorn,크리스틴 비에른
Richard Henderson,리처드 헨더슨
Roger Rees,로저 리스
Kelly Matthews,켈리 매슈스
Sean Harris,숀 해리스
Peter Porter,피터 포터
Ralph Ineson,랠프 이네슨
Ludo Bagman,루도 배그먼
Frank Morley,프랭크 몰리
Neil Cross,닐 크로스
Nikki Amuka-Bird,니키 아무카버드
Jacob Anderson,제이콥 앤더슨
Ray Cooper,레이 쿠퍼
Jamaal Lascelles,자말 라셀스
Alexi Murdoch,알렉시 머독
Leslie Bricusse,레슬리 브리커스
William Eccles,윌리엄 에클즈
Gregor Fisher,그레고르 피셔
Martin Jarvis,마틴 자비스
Kriss Akabusi,크리스 아카부시
Frank Adams,존 프랭크 애덤스
Giuseppe Wilson,주세페 윌슨
Alfred C. Gimson,앨프리드 김슨
Samantha Murchison,서맨사 머치슨
Luke Mably,루크 매블리
Richard Greene,리처드 그린
Trent Ford,트렌트 포드
Maxwell Caulfield,맥스웰 콜필드
Josh West,조시 웨스트
Jim Bellamy,제임스 벨러미
Sue Nye,수 나이
Raymond Huntley,레이먼드 헌틀리
Andy Parsons,앤디 파슨스
Tim Booth,팀 부스
William Barclay,윌리암 바클레이
James Dryburgh,제임스 드라이버그
Mike Tindall,마이크 틴달
Francis Hughes,프랜시스 휴즈
John Carlyle Raven,존 레이븐
John Neal,존 닐
Small Is Beautiful,작은 것이 아름답다
Otto Skutsch,오토 슈쿠치
John Lightfoot,존 라이트풋
Tom Wisdom,톰 위즈덤
George Alan Thomas,조지 앨런 토머스
Jamie Murphy,제이미 머피
Will Poulter,윌 폴터
Alan Mannus,앨런 매너스
Jake West,제이크 웨스트
Robbie Jarvis,로비 자비스
Robin Driscoll,로빈 드리스콜
Lord Peter Wimsey,피터 윔지 경
James Villiers,제임스 빌러스
Jamie Hepburn,제이미 헵번
Matthew Marsden,매슈 마즈든
Shaun Derry,숀 데리
Julian Richings,줄리언 리칭스
Una Stubbs,우나 스텁스
Stevie Young,스티브 영
Freddie Stroma,프레디 스트로마
Rory Kinnear,로리 키니어
Richard Hoggart,리차드 호가트
Jake Bugg,제이크 버그
Harry Pollitt,해리 폴릿
"Oliver Eden, 8th Baron Henley",제8대 헨리 남작 올리버 이든
Samuel West,새뮤얼 웨스트
Jack Scanlon,잭 스캔론
Finlay Currie,핀레이 커리
James Tomkins,제임스 톰킨스
Jeff Rawle,제프 롤
Wes Morgan,웨스 모건
Martin McCann,마틴 맥캔
Clara Oswald,클라라 오스왈드
Ana Mulvoy Ten,애나 멀보이 텐
Ronnie Scott,로니 스콧
Nile Ranger,나일 레인저
Clint Hill,클린트 힐
Vernon Handley,버넌 핸들리
Husayn Rosowsky,후사인 로소우스키
James-Andrew Davis,제임스-앤드류 데이비스
Eleanor Matsuura,엘리너 마츠라
Janty Yates,잰티 예이츠
W. T. Tutte,윌리엄 토머스 텃
Richard Holloway,리처드 홀러웨이
Jane Wilde Hawking,제인 와일드 호킹
Lee Johnson,리 존슨
Tom Butler,톰 버틀러
Ronald Pope,로널드 포프
Ian Evatt,이언 에버트
Shade,셰이드
Alan Fletcher,앨런 플레처
Martin Sorrell,마틴 소럴
Holly Willoughby,홀리 윌러비
Jason Goodwin,"굿윈, 제이슨,"
Cara Delevingne,카라 델러빈
Michelle Duncan,미셸 덩컨
William J. Porter,윌리엄 J. 포터
Greg Winter,그레고리 윈터
Hewlett Johnson,휼렛 존슨
Simon Fisher-Becker,사이먼 피셔베커
Jason Matthews,제이슨 매슈스
Michael O'Neill,마이클 오닐
Michael Brown,마이클 브라운
Joseph Mawle,조지프 몰
Elise Christie,엘리스 크리스티
John Carver,존 카버 (축구인)
Keith Flint,키스 플린트
Ronnie Dix,로니 딕스
Jez Bragg,제즈 브래그
Luke Daniels,루크 대니얼스
Elizabeth Jenkins,엘리자베스 젱킨스
Gus Macdonald,거스 맥도널드
Lizzy Hawker,리지 호커
Leigh Halfpenny,리 하프페니
Jerome Flynn,제롬 플린
Jenny Randerson,제니 랜더슨
Jill Johnston,질 잔스턴
Ella Purnell,엘라 퍼넬
James Phelps,제임스 펠프스
Sam Totman,샘 토트먼
Abbie Simpson,애비 심슨
Jim Dale,짐 데일
Felix Aylmer,필릭스 에일머
Guy Barker,가이 바커
Jim McManus,짐 맥매너스
John Herdman,존 허드먼
Greg Ellis,그레그 엘리스
Trevor Nunn,트레버 넌
Richard Ayoade,리처드 아이오와디
Peter Chelsom,피터 첼섬
Wilfrid Hyde-White,윌프리드 하이드 - 화이트
Trish Johnson,트리시 존슨
Simon Woods,사이먼 우즈
Robbie Brace,로비 브레이스
The Stig,더 스티그
Jimmy Gardner,지미 가드너
Ross McCall,로스 매콜
Steven Whittaker,스티븐 휘테커
Terence Alexander,테런스 알렉산더
George Harris,조지 해리스
Tim Pigott-Smith,팀 피곳 스미스
Thomas Turgoose,토머스 터구스
Simon Townshend,사이먼 톤젠드
Peter Cox,피터 콕스
Liam Garrigan,리엄 개리건
Clive Standen,클라이브 스탠든
Hero Fiennes Tiffin,히어로 파인스 티핀
Stanley Sadie,스탠리 세이디
Tom Rob Smith,톰 롭 스미스
Pete Willis,피트 윌리스
John Sessions,존 세션스
Donald Mallard,도널드 맬러드
Julie Gardner,줄리 가드너
Scarlett Byrne,스칼릿 번
Steven Knight,스티븐 나이트
Ollie Barbieri,올리 바비에리
Vince Taylor,빈스 테일러
Emily Cox,에밀리 콕스
Nicholas Parsons,니컬러스 파슨스
Josh Bowman,조시 보먼
Harold Goodwin,해롤드 굿윈
Garry Monk,개리 몽크
Harry Andrews,해리 앤드루스
Eleanor Tomlinson,엘리너 톰린슨
Jonathan Cake,조너선 케이크
Laura Hird,로라 허드
Langley Kirkwood,랭글리 커크우드
Iain Gray,이언 그레이
Tom Vek,톰 벡
Tavish Scott,태비시 스콧
A. C. Ewing,A. C. 유잉
John Crank,존 크랭크
Steven Mackintosh,스티븐 매킨토시
John Boyega,존 보예가
Kendall Gill,켄들 길
John Cairney,존 케어니
Griffin,그리핀
Nick Yates,닉 예이츠
Sharon Osbourne,샤론 오즈번
Michael Mann,마이클 맨
John Cardy,존 카디
Ronnie Browne,로니 브라운
John Davenport,존 데이븐포트
Robyn Miller,로빈 밀러
James Faulkner,제임스 포크너
Michelle Paver,미셸 페이버
Laura Haddock,로라 해덕
Tom Ellis,톰 엘리스
Peter Green,피터 그린
Frank Mann,프랭크 맨
Murray Melvin,머리 멜빈
Peter Bowles,피터 볼스
Ugo Ehiogu,우고 에히오구
Kai Owen,카이 오언
Lee Chapman,리 채프먼
John Dick,존 딕
Wilfrid Lawson,윌프리드 로슨
Superintendent Battle,배틀 총경
Paul Whitehouse,폴 화이트하우스
John Waite,존 웨이트
John Wain,존 웨인
Thomas Arnold,토머스 아널드
Nigel Olsson,나이절 올슨
Rodney Soher,로드니 소허
Kevin Macdonald,케빈 맥도널드
John Leeson,존 리슨
Rob Hopkins,롭 홉킨스
Stephen Norrington,스티븐 노링턴
Lee Ingleby,리 잉글리비
Michael Green,마이클 그린
Merveille Lukeba,머벌리 루케바
John Barry,존 배리
John Horler,존 홀러
James Dyson,제임스 다이슨
Len Skeat,렌 스키트
Lee Grant,리 그랜트
Leon Barnett,레온 바넷
Graeme Dey,그레임 데이
William Archibald Spooner,윌리엄 아치볼드 스푸너
Francis Glisson,프랜시스 글리슨
J. L. Ackrill,J. L. 아크릴
John Loder,존 로더
David Trench,데이비드 트렌치
Eric Dier,에릭 다이어
Willie Applegarth,윌리 애플가스
Andrew Morgan,앤드루 모건
Paul Way,폴 웨이
Jake Madden,제이크 매든
John Hollis,존 홀리스
Nicholas Grimshaw,니컬러스 그림쇼
Gregory Cooke,그레고리 쿡
John McEnery,존 맥케너리
Alfred Burke,앨프리드 버크
John Murphy,존 머피
Rodney Atkinson,로드니 앳킨슨
Michael Kosterlitz,마이클 코스털리츠
Henry Holland,헨리 홀랜드
Frank Butler,프랭크 버틀러
Les Bubb,레스 버브
Lethal Bizzle,리설 비즐
Mike Summerbee,마이크 서머비
Mark Lewis Jones,마크 루이스 존스
Henry Tandey,헨리 텐디
Corinna Lawrence,코린나 로렌스
John O'Keefe,존 오키프
Eric Fellner,에릭 펠너
John Oliver,존 올리버
Jackie Collins,재키 콜린스
Nina Carter,니나 카터
