Klaus Ernst,클라우스 에른스트
Frank Engel,프랑크 엥겔
Rudolf Smend,카를 프리드리히 루돌프 스멘트
Fritz Gansberg,프리츠 가네베르크
Christoph Maria Herbst,크리스토프 마리아 허스트 스트
Hans-Dietrich Genscher,한스디트리히 겐셔
Klaus Ensikat,클라우스 엔지카트
Klaus Bodinger,클라우스 보딩거
Ralf Schmitz,랄프 슈미츠
Song Du-yul,송두율
Frank Deppe,프랑크 데페
Erich von Holst,에리히 폰 홀스트
Fritz Tillmann,프리츠 틸만
Tim Pritlove,팀 프리트로브
Lars Windhorst,랄스 빈트호르스트
Martin Kriele,마르틴 크릴레
Julian Sensley,줄리안 센슬리
Harald von Hirschfeld,하랄트 폰 히르슈펠트
Martin Sperr,마르틴 슈페르
Franz Urban Pappi,프란츠 파피
Tim Seyfi,팀 세피
Bodo Ramelow,보도 라멜로프
Wolfgang Ziffer,볼프강 치퍼
Jürgen Knieper,위르겐 크니퍼
Richard Hey,리하르트 하이
Willi Eichler,빌리 아이흘러
Bodo Schäfer,보도 섀퍼
Irina Liebmann,이리나 리프만
Ulrike Beisiegel,울리케 바이지겔
Wolfgang Vogel,볼프강 포겔
Maria Sebaldt,마리아 세발트
Uwe Bohm,우베 봄
Anja Langer,아냐 랑거
Vera Lengsfeld,베라 렝스펠트
Mathias Döpfner,마티아스 되프너
Wilhelm Beyer,빌헬름 바이어
Robert Leipertz,로베르트 라이페르츠
Arthur Brauss,아르투어 브라우스
Harry Blum,하리 블룸
Wilhelm Berning,빌헬름 베르닝
Michael Fuchs,마이클 푹스
Elisabeth Böckel,엘리자베트 뵈켈
Gerald Asamoah,게랄트 아자모아
Egino Weinert,에기노 바이너트
Anton Hofreiter,안톤 호프라이터
Jan Volker Röhnert,얀 폴커 로네르트
Grete Heublein,그레테 호이블라인
Peter Lohmeyer,페터 로마이어
Richard Gölz,리하르트 괼츠
Gitta Lind,기타 린트
Leopold Horner,레오폴트 호르너
Heinrich II.,하인리히 2세
Wolfgang Schirmacher,볼프강 시르마허
Monika Baumgartner,모니카 바움가트너
Gerold von Braunmühl,게롤트 폰 브라운뮐
Katharina Schüttler,카타리나 쉬틀러
Heinz Eckner,하인츠 에크너
Clemens Meyer,클레멘스 마이어
Richard Müller,리하르트 뮐러
Hermine Sterler,헤르민 스터러
Ikaros Bigi,이카로스 비기
Janina Uhse,야니나 우제
Alois Kottmann,알로이스 코트만
Dietrich von Apolda,아폴다의 디트리히
Jan Friesinger,얀 프리징거
Peter Lerche,페터 레르헤
Kim Gloss,킴 글로스
Kevin Horlacher,케빈 호를라허
Stefan Kießling,슈테판 키슬링
Christoph M. Ohrt,크리스토프 M. 오트
Monika Frimmer,모니카 프리머
Max Bruch,막스 브루흐
Jörg Wontorra,외르크 본토라
Holger Höhne,홀거 회네
Bernhard Mann,베른하르트 만
Tanja Wedhorn,타냐 베트호른
Heike Langguth,하이케 랑구트
Michael J. G. Gleissner,미하엘 글라이스너
Jan van Weyde,얀 반 웨이드
Theophil Großgebauer,테오필 그로쓰게바우어
Wiebke Puls,비프케 풀스
Markus Rehm,마르쿠스 렘
Agnes Fink,아그네스 핑크
Klaus Weinand,클라우스 바이난트
Paula Kalenberg,파울라 칼렌베르크
Maryam Zaree,마리암 자리
Elisabeth Volkmann,엘리자베트 폴크만
Anna Loos,안나 루스
Johannes Neumann,요하네스 노이만
Diethard Hellmann,디트하르트 헬만
Marlon Kittel,말론 키텔
Ludwig Blochberger,루트비히 블로흐베르거
Angelika Brunkhorst,앙겔리카 브룽크호르스트
Magdalena Parys,마그달레나 파리스
Annette Dasch,아네테 다슈
Tatiani Katrantzi,타티 아니 카 틀란티
Sandra Maischberger,잔드라 마이슈베르거
Ingo Potrykus,잉고 포트리쿠스
Christiane Krüger,크리스티아네 크뤼거
Robert Zimmer,로버트 짐머
Herfried Münkler,헤르프리트 뮝클러
Hans-Laurin Beyerling,한스 로린 베이옐링
Rüdiger Frank,뤼디거 프랑크
Désirée Nick,데 저리 닉
Horst Krause,호르스트 크라우세
Harald Neubauer,하랄트 노이바워
Mick Werup,믹 워럽
Markus Dieckmann,마르쿠스 디크만
Britta Kamrau,브리타 캄라우
Gerd Gigerenzer,게르트 기거렌처
Brigitte Kronauer,브리기테 크로나워
Hans-Joachim Plötz,한스요아힘 플뢰츠
Harald Martenstein,하랄트 마르텐슈타인
Benjamin Reichert,베냐민 라이헤르트
Friedrich Kambartel,프리드리히 캄바르텔
Hanna Solf,하나 졸프
Miriam Meckel,미리암 메켈
Florentine Lahme,피렌체 라메
Heinz Werner Kraehkamp,하인츠-베르너 크라에캄프
Birgit Vanderbeke,비르기트 판더베케
Sandra Neumann,잔드라 묄러
Jil Funke,질 푼케
Axel Stein,악셀 슈타인
Tatjana Trieb,타티아나 촬영
Ulrike C. Tscharre,울리케 C. 차레
Alexa Maria Surholt,알렉사 마리아 서홀트
Joachim Paul Assböck,요아힘 파울 아스뵈크
Holger Waldenberger,홀거 발덴베르거
Martin Heisenberg,마르틴 하이젠베르크
Jördis Triebel,외르디스 트리벨
Berivan Kaya,베리반 카야
Peter Spahn,페터 슈판
Philipp Brammer,필립 브래머
Erna Sellmer,에르나 젤머
Angela Roy,안젤라 로이
Wolfgang Bächler,볼프강 바츨러
Samuel Finzi,자무엘 핀치
Fritzi Haberlandt,프리치 하베를란트
Markus Boysen,마르쿠스 보이센
Jan Henrik Stahlberg,얀 헨릭 스탈베르그
Jan Hatzius,얀 하치우스
Rainer Penkert,라이너 펭케르트
Alina Levshin,알리나 렙신
Ute Frevert,우테 프레베르트
Bruno Eyron,브루노 아이론
Klaus Zander,클라우스 찬더
Paul Linz,파울 린츠
Jens Hartwig,옌스 하르트비히
Björn Böhning,뵈른 보닝
Ruth Zechlin,루트 체힐린
Jürgen Hambrecht,위르겐 함브레히트
Hel Braun,헬 브라운
Thomas Harlan,토마스 할란
Manuel Friedrich,마뉴엘 프리드리히
Uwe Wolf,우베 볼프
Boleslaw Barlog,보레슬라브 바로그
Oscar Müller,오스카어 뮐러
Jeanette Zwingenberger,자네트 츠빙겐베르거
Heiko Maas,하이코 마스
Heinrich der Löwe,하인리히 사자공
Julia Eichhorn,율리아 아이히호른
Gudrun Beckmann,구드룬 베크만
Ludwig Doerr,루트비히 되어
Konstantin Krause,콘스탄틴 크라우제
Carl Jaffe,칼 자페
Eckart von Hirschhausen,에카르트 폰히르슈하우젠
Sarah Tkotsch,자라 트코치
Jochen Busse,요헨 부세
Claudia Schoppmann,클라우디아 쇼프만
Till Schmerbeck,슈머 벡까지
Maria Rowohlt,마리아 로볼트
Hans Peter Keller,한스 페터 켈러
Joachim Herrmann,요아힘 헤르만
Jim Boeven,짐 보이븐
Matthias Mann,마티아스 만
Franziska Meyer Price,프란지스카 메이어 프라이스
Oskar Lafontaine,오스카르 라퐁텐
Alexander Kiersch,알렉산더 키르 치
Walter Kohl,발터 콜
Ercan Durmaz,에크란 두르마즈
Thomas Böttger,토마스 뵈트거
Laura-Charlotte Syniawa,라우라샤를로테 시니아바
Ferdinand Broili,페르디난트 브로일리
Gerhard Bienert,게르하르트 비네르트
Adam von Bremen,아담 폰 브레멘
Aykut Kayacık,아이컷 카야킥
Alexander Liebreich,알렉산더 리브라이히
Melika Foroutan,멜리카 포루탄
Berrit Arnold,베리트 아르놀트
Anke Sevenich,안케 세븐 니치
Maxi Warwel,맥시 워 웰
Robert Graf,로베르트 그라프
Daisy Earles,데이지 얼스
Gundula Korte,군둘라 코르테
Helmut Krausser,헬무트 크라우서
David Benedek,다비트 베네데크
Gernot Roll,게르노 롤
Uta Briesewitz,우타 브리제비츠
Claus Westermann,클라우스 베스터만
Steffi Jacob,슈테피 야코프
Agnieszka Brugger,아그니에슈카 브루거
Teresa Weißbach,테레자 바이스바흐
Otto Haxel,오토 학셀
Klaas Heufer-Umlauf,클라스 호퍼 순환
Hans Gerle,한스 게를레
Dirk Lottner,디르크 로트너
Klaus Ferdinand Hasselmann,클라우스 하셀만
Kay Sabban,케이 세이반
Georgi Schischkoff,게오르기 시슈코프
Niklas Kohrt,니클라스 코 트르
Gisbert Wüstholz,기스베르트 뷔스트홀츠
Florian Fromlowitz,플로리안 프롬로비츠
Agnes Krumwiede,아그네스 크룸비데
Andrea Kathrin Loewig,안드레아 카트린 뢰비히
Thomas Goppel,토마스 고펠
Karl Heinrich Gräffe,카를 하인리히 그레페
Claudio Pizarro,클라우디오 피사로
Hermann Dietrich,헤르만 디트리히
Sebastian Schipper,제바스티안 시퍼
Gwendolyn von Ambesser,그벤돌린  폰 암베서
Julia Hummer,율리아 후머
Jens Winter,옌스 빈터
Edgar Selge,에드가 셀지
Dagmar Manzel,다그마 만첼
Dieter Dorn,디터 돈
Bernd Herzsprung,베른 드 헤르츠 스프룽
Christa Linder,크리스타 린더
Hans-Jürgen Heidenreich,한스위르겐 하이덴라이히
Tilly Lauenstein,틸리 라우엔스테인
Sarah Sorge,자라 조르게
Helmut Uhlig,헬무트 울리히
Nesrin Şamdereli,네스린 삼데렐리
Gisa Zach,기자 자크
Nadine Warmuth,나딘 바르무트
Stephanie Mayr,슈테파니 마이어
Jürgen Kramny,위르겐 크라미
Hermann Max,헤르만 막스
Jan Kobow,얀 코보프
Hanne Wieder,하네 비더
Michael Brynntrup,마이클 브린 트 트럽
Susanne Stadlmüller,주자네 슈타들뮐러
Siemen Rühaak,시멘 뤼하악
Henning Venske,헤닝 벤스케
Axel Berg,악셀 베르크
Eva Kryll,에바 크릴
Michael Pappert,미하엘 파페르트
Ilona Grübel,일로 그린벨트
Rüdiger Joswig,루디거 조스위그
Hans Walter Wolff,한스 월터 울프
Peter Schöttler,페터 쇠틀러
Philip Heintz,필리프 하인츠
Wilhelm Pauck,빌헬름 포크
Johanna Schall,요한나 숄
Josef Heynert,조세프 헤너트
Oliver Stokowski,올리버 슈토코프스키
Peter Kent,페터 켄트
Günther Jerschke,귄터 예르슈케
Maria Körber,마리아 코 베르
Andreas Strodl,안드레아스 슈트로들
Sophia Thomalla,조피아 토말라
Udo Kroschwald,우도 크로슈발트
Michael Kind,미하엘 킨트
Hermann Giefer,헤르만 지퍼
Uta Kargel,우타 카겔
Ernst Fuchs,어네스트 푹스
Helin Evrim Sommer,에브림 조머
Ralph Kretschmar,랄프 크 레치 마흐
Benjamin Tewaag,벤 테아 그
Düzen Tekkal,뒤첸 테칼
Carl August Benjamin Siegel,카를 아우구스트 베냐민 지겔
Eckhard Freise,에크하르트 프라이제
Robert Gradmann,로베르트 그라트만
Hertha Thiele,헤르타 틸레
Gina-Lisa Lohfink,지나 - 리사 로프 휜크
Christopher Buchholz,크리스토퍼 부츠홀즈
Kai Pflaume,카이 플라우메
Horst Kummeth,호르스트 쿠메트
Oliver Stritzel,올리버 슈트리첼
Jürgen Tonkel,위르겐 통켈
Jörg Bode,외르크 보데
Bert Goebel,베르트 괴벨
Peter Ketnath,피터 케 나트
Paul Maximilian Schüller,폴 막시밀리안 슐러
Johanna Gastdorf,요하나 가스트도프
Philipp von Schwaben,슈바벤의 필립
Norbert Weisser,노르베르트 바이서
Franz-Josef Dickhut,프란츠요젭 딕훗
Stephanie Japp,스테파니 얍
Veronika Fitz,베로니카 피츠
Stephanie Stumph,슈테파니 슈툼프
Birgit Prinz,비르기트 프린츠
Volker Lechtenbrink,볼커 레츠텐브린크
Timo Uster,티모 우스터
Anton Feichtner,안톤 피치너
Linn Reusse,린 리우스
Erich Hallhuber,에리히 할후버
Angelika Dubinski,앙겔리카 두빈스키
Claus Wilcke,클로스 윌케
Johannes Wallmann,요한네스 발만
Eleonore Weisgerber,엘레 오 노어 위스 저버
Stefan Gödde,슈테판 괴데
Niklas Frank,니클라스 프랑크
Albrecht Dold,알브레히트 돌트
Martin Zeil,마르틴 차일
Karl August Freyer,아우구스트 프라이어
Hermann Danuser,헤어만 다누저
Fahri Yardım,파리 야르딤
Christian Thomas,크리스티안 토마스
Fritz Odemar,프리츠 오데마어
Maxim Mehmet,맥심 메멧
Annette Seemann,아네테 제만
Nicole Marischka,니콜 마리츠카
Mirjana Bogojevic,미랴나 보고예비치
Max von Thun,막스 폰 툰
Manfred Steinbach,만프레트 슈타인바흐
Linus Lichtschlag,리누스 리히트슐라크
Max Pruss,맥스 프러스
Adolf Lampe,아돌프 람페
Hanfried Lenz,한프리트 렌츠
Christian Baude,크리스티안 바우데
Robert Habeck,로베르트 하베크
Silke Nowitzki,질케 노비츠키
Rüdiger Heinze,뤼디거 에인세
Andrea Thomas,안드레아 토마스
Anny Schlemm,아니 슐렘
Sibylle Lewitscharoff,지빌레 레비츠샤로프
Werner Weinhold,베르너 바인홀트
Jeanette Hain,제넷 하인
Franz Penzoldt,프란츠 펜촐트
Dietlinde Turban,디틀린데 투르반
Bernd Wittenburg,베르늩 비텐부르크
Peter Becker,페터 베커
Arne Thoms,아르네 톰스
Arthur Kaufmann,아르투르 카우프만
Franz Walter,프란츠 발터
Hans Lilie,한스 릴리에
Volker Ludwig,폴커 루트비히
Gustav Wunderwald,구스타프 분더발트
Fritz Lenz,프리츠 렌츠
Will Dohm,빌 돔
Peter Fulde,페터 풀데
Wolfgang Kunkel,볼프강 쿵켈
Hans Günter Michelsen,한스 귄터 미헬센
Barbara Lahr,바바라 라르
Sabine Christiansen,사빈 크리스티안 슨
Karl Lieffen,카를 리펜
Jennipher Antoni,예니퍼 안토니
Harry Rowohlt,하리 로볼트
Ayşe Polat,에이스 폴랏
Mats Hummels,마츠 후멜스
Jordan Carver,조단 카버
Hans Sahl,한스 잘
Pietro Lombardi,피에트로 롬바르디
Aylin Tezel,아일린 테젤
Vera Int-Veen,베라 인 - 빈
Klaus Fichtel,클라우스 피히텔
Michael Tarnat,미하엘 타르나트
Sebastian Kehl,제바스티안 켈
Jochen Hörisch,요헨 회리슈
Max Picard,막스 피카르트
Heiko Westermann,하이코 베스테르만
Willi Schulz,빌리 슐츠
Renate Schroeter,레나테 슈뢰더
Heinrich VI.,하인리히 6세
Manfred Kyber,만프레트 키버
Marko Marin,마르코 마린
Kevin-Prince Boateng,케빈프린스 보아텡
Franz von Papen,프란츠 폰 파펜
Leopold I.,레오폴트 1세
Matthias Matussek,마티아스 마투세크
Tatjana Clasing,타탸나 클라징
Michael Rensing,미하엘 렌징
Hennes Weisweiler,헤네스 바이스바일러
Norbert Siegmann,노르베르트 지크만
Jupp Heynckes,유프 하인케스
Holger Badstuber,홀거 바트슈투버
Marco Reus,마르코 로이스
Friederike Kempter,프리데리케 켐프터
Otto IV.,오토 4세
Friedrich I.,프리드리히 1세
Stephan Zacharias,슈테판 차하리아스
Hjalmar Schacht,얄마르 샤흐트
Heinrich Hoffmann,하인리히 호프만
Theodor W. Adorno,테오도어 아도르노
Jérôme Boateng,제롬 보아텡
Hans von Aachen,한스 폰 아헨
Kevin Trapp,케빈 트라프
Kevin Kurányi,케빈 쿠라니
Agnes Sorma,아그네스 조르마
Arnd Neuhaus,아른트 노이하우스
Hans Hermann Schaufuß,한스 헤르만 샤우푸스
Marcell Jansen,마르첼 얀젠
Benedikt Höwedes,베네딕트 회베데스
Lars Bender,라르스 벤더
Leonie Benesch,레오니 베네슈
Konrad II.,콘라트 2세
Ulrike Adeberg,울리케 아데베르크
Andrea Diewald,안드레아 디발트
Wilhelm Manske,빌헬름 만스케
Hans Jörg Butt,한스외르크 부트
Karl-Heinz Rummenigge,카를하인츠 루메니게
Oliver Bierhoff,올리버 비어호프
Oliver Neuville,올리버 뇌빌
Christoph Metzelder,크리스토프 메첼더
Emil Nolde,에밀 놀데
Alexander Böhm,알렉산더 뵘
Bernd Schneider,베른트 슈나이더
Boris Kodjoe,보리스 코조
Felix Magath,펠릭스 마가트
Heinrich III.,하인리히 3세
Matthias Heidemann,마티아스 하이데만
Ilse Aigner,일제 아이그너
Konstantin von Neurath,콘스탄틴 폰 노이라트
Leó Szilárd,레오 실라르드
Jack Steinberger,잭 스타인버거
Martin Niemöller,마틴 니묄러
Marcel Schmelzer,마르첼 슈멜처
Otto Dix,오토 딕스
Irmela Hijiya-Kirschnereit,이르멜라 히지야키르슈네라이트
Rotraut Susanne Berner,로트라우트 수잔네 베르너
Lothar Vosseler,로타르 보셀러
Herwart Koppenhöfer,헤르바르트 코펜회퍼
Klaus Schütz,클라우스 쉬츠
Mehmet Scholl,메흐메트 숄
Piotr Trochowski,피오트르 트로호프스키
Dennis Aogo,데니스 아오고
Hans Arp,장 아르프
Cristina do Rego,크리스치나 두 헤구
Dieterich Buxtehude,디트리히 북스테후데
Yun I-sang,윤이상
Joseph Beuys,요제프 보이스
Carl Schuricht,카를 슈리히트
Henry van de Velde,앙리 반 데 벨데
Nena,네나
Johann Tobias Mayer,요한 토비아스 마이어
Salomon Bochner,잘로몬 보흐너
Iris von Arnim,이리스 폰아르님
Lorielle London,로리엘 런던
Werner Krusche,베르너 크루쉐
Kamil Běhounek,카밀 베호우네크
Daniel Libeskind,대니얼 리버스킨드
Karlheinz Stockhausen,카를하인츠 슈토크하우젠
Erwin Wickert,에르빈 비케르트
Christiane Jentsch,크리스티아네 옌치
Friedrich Gottlieb Klopstock,프리드리히 고틀리프 클롭슈토크
Aribert Heim,아리베르트 하임
Karl Philipp Moritz,카를 필리프 모리츠
Fred Uhlman,프레드 울만
Arnold Schönberg,아르놀트 쇤베르크
Paula Schramm,폴라 슈람
Matthias Grünewald,마티아스 그뤼네발트
Nikolaus von Kues,니콜라우스 쿠자누스
Roman Weidenfeller,로만 바이덴펠러
Lewon Aronjan,레본 아로니안
Albert O. Hirschman,앨버트 허쉬만
Klaus Meine,클라우스 마이네
Till Lindemann,틸 린데만
Andreas Köpke,안드레아스 쾨프케
René Adler,레네 아들러
Ron-Robert Zieler,론로베르트 칠러
Diego Contento,디에고 콘텐토
Marita Koch,마리타 코흐
Alfred von Tirpitz,알프레트 폰 티르피츠
Hans Luther,한스 루터
Bill Kaulitz,빌 카울리츠
Else Elster,엘제 엘스터
Heinrich Brüning,하인리히 브뤼닝
Antonia Lottner,안토니아 로트너
Friedrich Heusler,프리드리히 호이슬러
Otto Klemperer,오토 클렘퍼러
Ulrich Horstmann,울리히 호르스트만
Melitta Berg,멜리타 베르크
Stef Wertheimer,스테프 베르트하이머
Renate Krößner,레나테 크뢰스너
Manfred Bischoff,만프레트 비쇼프
Christian Lorenz,크리스티안 플라케 로렌츠
Pina Bausch,피나 바우슈
Axel Springer,악셀 스프링거
August von Goethe,아우구스트 폰 괴테
Robert Huth,로베르트 후트
Ingeborg Danz,잉게보르크 단츠
André Previn,앙드레 프레빈
Sebastian Boenisch,제바스티안 뵈니슈
Dieter Enders,디터 엔더스
Kurt Landauer,쿠르트 란다워
Monika Lundi,모니카 룬디
Ulrich Roth,울리히 로트
Walter Koppel,월터 코펠
Sophie Dorothea Ulrike Alice von Preußen,프로이센의 소피아
Gustav Krupp von Bohlen und Halbach,구스타프 크루프 폰 보흘렌 운트 할바흐
