Lionel Messi,リオネル・メッシ
Paolo Garbisi,パオロ・ガルビシ
Samuele Mulattieri,サムエレ・ムラッティエーリ
Wilfried Gnonto,ウィルフリード・ニョント
Alessandro Fusco (rugbista 1999),アレッサンドロ・フスコ
Nicola Valente (calciatore),ニコラ・ヴァレンテ
Lucy Salani,ルーシー・サラーニ
Caleb Okoli,カレブ・オコリ
Giacomo Quagliata,ジャコモ・クアッリャータ
Emanuele Valeri,エマヌエーレ・ヴァレーリ
Manuel Zuliani,マヌエル・ズリアーニ
Giacomo Nicotera,ジャコモ・ニコテーラ
Peppe (fumettista),ペッペ・(漫画家)
Nicolò Cambiaghi,ニコロ・カンビアーギ
Fabrizio Romano (giornalista),ファブリツィオ・ロマーノ
Lorenzo Lucca,ロレンツォ・ルッカ
Teresa Fumarola,テレサ・フマロラ
Sergio Franzoi,セルジオ・フランツォイ
Fabio Miretti,ファビオ・ミレッティ
Khaby Lame,カベンネ・ラメ
Christian Parlati,クリスティアン・パルラティ
Mattia Viti,マッティア・ヴィーティ
Dino Lamb,ディノ・ラム
Alice Bellandi,アリーチェ・ベッランディ
Edoardo Bove,エドアルド・ボーヴェ
Samuele Vignato,サムエレ・ヴィニャート
Loveth Omoruyi,ラブス・オモルイ
Gaetano Oristanio,ガエターノ・オリスターニオ
Martín Satriano,マルティン・サトリアーノ
Tommaso Baldanzi,トンマーゾ・バルダンツィ
Laura Imai Messina,ラウラ・今井・メッシーナ
Lorenzo Cannone,ロレンツォ・カンノーネ
Matteo Cancellieri,マッテオ・カンチェッリエーリ
Ida Zoccarato,イダ・ゾッカラット
Giorgio Scalvini,ジョルジョ・スカルヴィーニ
Cher Ndour,シェール・エンドゥール
Franco Carboni,フランコ・カルボーニ
Fabio Chiarodia,ファビオ・キアロディア
Cristian Volpato,クリスティアン・ヴォルパート
Lorenzo Pani,ロレンツォ・パーニ
Maria Sole Ferrieri Caputi,マリア・ソーレ・フェリエリ・カプティ
Filippo Terracciano,フィリッポ・テッラッチャーノ
Alessandro Garbisi,アレッサンドロ・ガルビシ
Federico Gatti,フェデリコ・ガッティ
Assunta Scutto,アッスンタ・スクット
Alessandro Zanoli,アレッサンドロ・ザノーリ
Giacomo Da Re,ジャコモ・ダ・レ
Filippo Missori,フィリッポ・ミッソーリ
Andrea Kimi Antonelli,アンドレア・キミ・アントネッリ
Cesare Casadei,チェーザレ・カザデイ
Gian Carlo Riccardi,Gian・Carlo・Riccardi
Simone Pafundi,シモーネ・パフンディ
Luca Koleosho,ルカ・コレオショ
Jordan River,Jordan・River
Ekaterina Antropova,エカテリーナ・アントロポワ
Francesco Calzona,フランチェスコ・カルツォーナ
Doriano Sulis,ドリアーノ・スリス
Lorenzo Malagrida,ロレンツォ・マラグリダ
Giovanni Fabbian,ジョヴァンニ・ファッビアン
Matteo Prati,マッテオ・プラティ
Francesco Camarda,フランチェスコ・カマルダ
Michael Kayode,マイケル・カヨーデ
Davide Bartesaghi,ダヴィデ・バルテサーギ
