François Hollande,フランソワ・オランド
Gilles Leroy,ジル・ルロワ
Gustave Zédé,ギュスターヴ・ゼデ
Jérôme-Martin Langlois,ジェローム＝マルタン・ラングロワ
Salomé Haller,サロメ・アレール
Emmanuèle Bernheim,エマニュエル・ベルナイム
Antoni Clavé,アントン・クレイヴ
Louis de Bourbon,ルイ・ド・ブルボン＝コンデ
Mickaël Delage,ミカエル・ドラージュ
Albert Champion,アルベール・シャンピオン
Noëlle Boisson,ノエル・ボワソン
Franck Sauzée,フランク・ソゼー
André-Charles-Victor Reille,アンドレ・シャルル・ヴィクトル・レイユ
Michel Marie Claparède,ミシェル・マリー・クラパレード
Didier Agathe,ディディエ・アガテ
Jean Chalopin,ジャン・シャロピン
Jean de La Varende,ジャン・ド・ラ・ヴァランド
Nicolas Dessum,ニコラ・デッスム
Jean-Pierre Claris de Florian,ジャン＝ピエール・クラリス・ド・フロリアン
Jean-Marc Mormeck,ジャン＝マルク・モルメク
Jacques-François Dugommier,ジャック・フランソワ・デュゴミエ
Jacques Cathelineau,ジャック・カトリノー
Maurice d'Elbée,モーリス・ジゴ・デルベ
François Baron-Renouard,バロン＝フランソワ・ルヌアール
Jean-Christophe Grangé,ジャン＝クリストフ・グランジェ
Charles Duclerc,シャルル・デュクレール
Maurice de Guérin,モーリス・ド・ゲラン
René de Goulaine de Laudonnière,ロードニエール
Ben l'Oncle Soul,ベン・ロンクル・ソウル
Charles-Hugues de Bourbon-Parme,カルロス・ウゴ・デ・ボルボン＝パルマ
Anka Muhlstein,アンカ・ミュルシュタイン
Jules Vallès,ジュール・ヴァレ
Edmond Duvernoy,エドモン・デュヴェルノワ
Alexandre Marcel,アレクサンドル・マルセル
Henry Padovani,ヘンリー・パドゥバーニ
Jean II d'Auvergne,ジャン2世
Jacques Gondouin,ジャック・ゴンドワン
Jean Richepin,ジャン・リシュパン
Norbert Eschmann,ノルベルト・エシュマン
Olivier Dahan,オリヴィエ・ダアン
Tsilla Chelton,ツィラ・シェルトン
Jean Fautrier,ジャン・フォートリエ
Jean Lecanuet,ジャン・レカヌエット
Henri Dupuy de Lôme,アンリ・デュピュイ・ド・ローム
Marcel Griaule,マルセル・グリオール
Jean-Marc Barr,ジャン＝マルク・バール
Jeanne Samary,ジャンヌ・サマリー
Henri d'Orléans,アンリ
Serge Klarsfeld,セルジュ・クラルスフェルト
Rémi Pauriol,レミ・ポリオル
Damien Gaudin,ダミアン・ゴダン
Pierre Woodman,ピエール・ウッドマン
Paul Scarron,ポール・スカロン
Jean-François Klobb,ジャン＝フランソワ・クロブ
Francis Ponge,フランシス・ポンジュ
Paul Philippe Cret,ポール・クレ
Pierre Delanoë,ピエール・ドラノエ
Raimond-Bérenger III de Provence,レーモン・ベランジェ2世 (プロヴァンス伯)
Louis François de Monteynard,ルイ・フランソワ・ド・モンティナール
Jean Ragnotti,ジャン・ラニョッティ
Marc Madiot,マルク・マディオ
Fulgence Ouedraogo,フュルジャンス・ウエドゥラオゴ
Robert Lynen,ロベール・リナン
Robert Marjolin,ロベール・マルジョラン
Jacques Bonhomme,ギョーム・カルル
Ludovic Assémoassa,ルドヴィク・アセモアッサ
Daniel Wildenstein,ダニエル・ウィルデンシュタイン
Édouard Bureau,ルイ・エドゥアール・ビューロー
Yolande de Dreux,ヨランド・ド・ドルー (ブルゴーニュ公妃)
Joseph Joubert,ジョセッフ・ジュウベエル
Hippolyte Petitjean,イポリット・プティジャン
Michel Ordener,ミシェル・オルデネ
Paul Nizan,ポール・ニザン
Henri Meilhac,アンリ・メイヤック
Fatou,ピエール・ファトゥ
Patrick Poivre d'Arvor,パトリック・ポワーヴル・ダルヴォール
Albert Cossery,アルバート・コセリー
Roger Peyrefitte,ロジェ・ペルフィット
Paul Renouard,ポール・ルヌアール
Paul-Armand Challemel-Lacour,ポール＝アルマン・シャルメル＝ラクール
Pierre-Alain Frau,ピエール＝アラン・フロー
Christophe Honoré,クリストフ・オノレ
Kuami Agboh,クアミ・アグボー
Jacques Mauduit,ジャック・モーデュイ
Philippe Bonnardel,フィリップ・ボンナルデル
David B.,ダビッド・ベー
Benoît Vaugrenard,ブノワ・ヴォグルナール
Stéphane Diagana,ステファン・ディアガナ
Selim Benachour,セリム・ベナシュール
Joël Bats,ジョエル・バツ
Jean Allemane,ジャン・アルマーヌ
Jean-Jacques Barré,ジャン＝ジャック・バール
Cyril Dumoulin,シリル・デュムラン
Léo Malet,レオ・マレ
Jean Guitton,ジャン・ギトン
Denis Lenoir,デニス・レノア
Jean Ier de Bourbon,ジャン1世
Mathieu d'Alsace,マチュー・ダルザス
Henriette Louise de Waldner de Freundstein,ヘンリエッタ・フォン・オーベルキルヒ
Charles Estienne,シャルル・エチエンヌ
Louis François Joseph de Bourbon-Conti,ルイ・フランソワ2世
Pierre Benoit,ピエール・ブノア
Antoine-Jean Amelot de Chaillou,アントワーヌ＝ジャン・アムロー・ド・シェルー
Charles Lecocq,アレクサンドル・シャルル・ルコック
Antoine Chézy,アントワーヌ・シェジー
Edgar Quinet,エドガール・キネ
Yves Boisset,イヴ・ボワッセ
Marcel Camus,マルセル・カミュ
Pierre Dumont,ピエール・デュモン
Marie Thérèse de Choiseul,マリー・テレーズ・ド・ショワズール
Félix Baciocchi,フェリーチェ・バチョッキ
Pierre Auger,ピエール・オージェ
Pierre Terrail de Bayard,ピエール・テライユ
Édouard Detaille,エドゥアール・デタイユ
Ghani Yalouz,ガニ・ヤルー
André Miquel,アンドレ・ミケル
Pierre Michelot,ピエール・ミシュロ
Paul Bazelaire,ポール・バズレール
William Klein,ウィリアム・クライン
Pellegrino Rossi,ペッレグリーノ・ロッシ
Sébastien Chavanel,セバスチャン・シャヴァネル
Jules Baillaud,ジュレー・バイヨー
Jean Markale,ジャン・マルカル
Albert Wolff,アルベール・ヴォルフ
Ash Crimson,アッシュ・クリムゾン
Dalida,ダリダ
Rémi Mathis,レミ・マチス
Ludovic Halévy,リュドヴィク・アレヴィ
Benoît Magimel,ブノワ・マジメル
Nicolas Vogondy,ニコラ・ヴォゴンディ
"Luc de Clapiers, marquis de Vauvenargues",リュック・ド・クラピエ・ド・ヴォーヴナルグ
Alain Terzian,アラン・テルジアン
Juliette Mayniel,ジュリエット・メニエル
Margit Saad,マルギット・ザート
Gavroche,ガヴローシュ
François Gagnepain,フランソワ・ガニュパン
Bernard Blier,ベルナール・ブリエ
Roger Brunet,ロジェ・ブリュネ
Antonin Marmontel,アントナン・マルモンテル
Armand Barbès,アルマン・バルベス
Henri d'Orléans,アンリ・ドルレアン
Narcisse Díaz de la Peña,ナルシス・ディアズ・ド・ラ・ペーニャ
Geoffrey Kondogbia,ジョフレイ・コンドグビア
Thomas Corneille,トマ・コルネイユ
Jacques Peletier du Mans,ジャック・ペルチエ・デュ・マン
Michel de L'Hospital,ロピタル
Jules Crevaux,ジュール・クレボー
Harry Baur,アリ・ボール
Michel Deville,ミシェル・ドヴィル
Jean-Antoine-Marie Idrac,ジャン＝アントワーヌ・マリー・イドラック
Victorin de Joncières,ヴィクトラン・ジョンシエール
Liudolf de Zutphen,リウドルフ (ズトフェン領主)
Angiolo Vestris,アンジョロ・ヴェストリス
Joseph-Hugues Fabisch,ジョセフ・ファビッシュ
Cyrille Thouvenin,シリル・トーヴナン
Hugues de Cluny,クリュニーのユーグ
Henri Jeanson,アンリ・ジャンソン
Antonin Proust,アントナン・プルースト
Simon de Dammartin,シモン・ド・ダンマルタン
Antonio Barberini,アントニオ・バルベリーニ
Léon-Paul Fargue,レオン＝ポール・ファルグ
Eugène Devéria,ウジェーヌ・デヴェリア
Simon Marmion,シモン・マルミオン
Armand Blanchonnet,アルマン・ブランショネ
Lucia Sanchez,ルシア・サンチェス
Zhang Chongren,張充仁
Jacques Deray,ジャック・ドレー
Yoann Maestri,ヨアン・マエストリ
Michel de Castelnau Mauvissière,ミシェイル・ド・カステルノー
Gilles Lellouche,ジル・ルルーシュ
Barbara Laage,バルバラ・ラージ
Elizabeth F. Neufeld,エリザベス・F・ニューフェルド
Jean-Paul Costa,ジャン＝ポール・コスタ
Nikita Mandryka,ニキータ・マンドリカ
Jacques Doriot,ジャック・ドリオ
Youssouf M'Changama,ユスフ・ムチャンガマ
Victor Loret,ヴィクトル・ロレ
Hubert Lagardelle,ユベール・ラガルデル
Yvan Attal,イヴァン・アタル
Charles de Brimeu,シャルル・ド・ブリモー
Florent Emilio Siri,フローラン・エミリオ・シリ
René-Louis de Girardin,ルネ・ド・ジラルダン
Hubert Ponscarme,ユベール・ポンスカルメ
Jules Andrieu,ジュール・アンドリュー
Mohamed M'Changama,モハメド・ムチャンガマ
Joseph Sima,ヨゼフ・シーマ
Karim Belkhadra,カリム・ベルガドラ
Henri Christiné,アンリ・クリスティーネ
Armand Gaston Maximilien de Rohan,アルマン・ガストン・マクシミリアン・ド・ロアン
Georges Wilson,ジョルジュ・ウィルソン
Armand Gensonné,A.ジャンソネ
Ted Lapidus,テット・ラピドス
Jean-François Lefebvre de La Barre,ジャン＝フランソワ・ド・ラ・バール
Sylvain Lévi,シルヴァン・レヴィ
Lawrence Johnston,ローレンス・ジョンストン
Yacine Qasmi,ヤシン・カスミ
François Cluzet,フランソワ・クリュゼ
François Gabriel de Bray,フランツ・ガブリエル・フォン・ブライ
Denise Colomb,ドゥニーズ・コロン
Alexandre Bisson,アレクサンドル・ビッソン
Stanislas de Guaita,スタニスラス・ド・ガイタ
Mahamat Saleh Haroun,マハマト＝サレ・ハルーン
Joseph Poniatowski,ユゼフ・ミハウ・ポニャトフスキ
Maurice Vaïsse,モーリス・ヴァイス
Pierre Péan,ピエール・ペアン
Pierre d'Aubusson,ピエール・ドビュッソン
Anthony Mfa Mezui,アントニー・ムファ・メズィ
Adrien Proust,アドリヤン・プルースト
Jean Hyppolite,ジャン・イポリット
Justine Lévy,ジュスティーヌ・レヴィ
Charles Lanrezac,シャルル・ランレザック
Philippe Bugalski,フィリップ・ブガルスキー
Norbert Gœneutte,ノルベール・グヌット
Pierre-Jules Hetzel,P＝J・エッツェル
Jean-Bertrand Pontalis,ジャン＝ベルトラン・ポンタリス
Abdelkader Oueslati,アブデルカデル・オウェスラティ
Alexandre Trauner,アレクサンドル・トローネル
Charles Cagniard de Latour,シャルル・カニャール・ド・ラ・ツール
Pierre Etchebaster,ピエール・エチュバステール
Arnaud Di Pasquale,アルノー・ディ・パスカル
Stéphane Robert,ステファン・ロベール
Jean-Joseph Carriès,ジャン＝ジョゼフ・カリエス
Jean-Daniel Cadinot,ジャン＝ダニエル・キャディノット
Jean-Baptiste Colbert de Seignelay,ジャン＝バティスト・コルベール
Louis-Antoine Garnier-Pagès,ルイ＝アントワーヌ・ガルニエ＝パージェス
Jacques Frantz,ジャック・フランツ
Eyal Sivan,エイアル・シヴァン
James Mark Baldwin,ジェームズ・マーク・ボールドウィン
Georges Mandjeck,ジョルジュ・マンジューク
Armand Jean Le Bouthillier de Rancé,アルマン・ジャン・ル・ブティリエ・ド・ランセ
Antoine Culioli,アントワーヌ・キュリオリ
David Douillet,ダビド・ドゥイエ
Joseph Oller,ジョセフ・オレール
Charles de Brosses,シャルル・ド・ブロス
Manuel da Costa,マヌエル・ダ・コスタ
Henri de Marcy,アンリ・ド・マーシー
Louis-Bernard Guyton-Morveau,ルイ＝ベルナール・ギトン・ド・モルボー
Georges Politzer,ジョルジュ・ポリツェル
Gérard de Lally-Tollendal,ジェラール・ド・ラリー＝トランダル
Henri Martin,アンリ・マルタン
Joseph Halévy,ジョゼフ・アレヴィ
Vincent Péricard,ヴァンサン・ペリカール
Céline Tran,カツニ
Françoise Gilot,フランソワーズ・ジロー
Pierre Brice,ピエール・ブリース
Claude Nicolas Ledoux,クロード・ニコラ・ルドゥー
Philippe Sarde,フィリップ・サルド
Jean-Pierre Soisson,ジャン＝ピエール・ソワソン
Michèle Audin,ミシェル・オーダン
Arnaud Démare,アルノー・デマル
Alexeï Tchitchibabine,アレクセイ・チチバビン
Christian Prudhomme,クリスティアン・プリュドム
Michel Carré,ミシェル・カレ
Blaise Diagne,ブレーズ・ジャーニュ
Urbain Grandier,ユルバン・グランディエ
René Duguay-Trouin,ルネ・デュゲイ＝トルーアン
William Bonnet,ウィリアム・ボネ
Jacques Champion de Chambonnières,ジャック・シャンピオン・ド・シャンボニエール
Odilon Barrot,オディロン・バロー
Achille Murat,アシル・ミュラ
Maurice de Gandillac,モーリス・パトロニエ・ド・ガンディヤック
Armand Lanoux,アルマン・ラヌー
Armand Lévy,アルマン・レヴィ
Vlado Perlemuter,ヴラド・ペルルミュテール
J.-H. Rosny aîné,J・H・ロニー兄
Jean-Paul Gobel,ジャン＝ポール・ゴベル
Grégory Baugé,グレゴリー・ボジェ
Pierre Jurieu,ピエール・ジュリュー
Renaud Capuçon,ルノー・カピュソン
Jacques Babinet,ジャック・バビネ
Antoine Denis Chaudet,アントワーヌ＝ドニ・ショーデ
Armand Trousseau,アルマン・トルーソー
Charles Pasqua,シャルル・パスクワ
Armand de Kersaint,アルマン・ド・ケルサン
Armand de Las Cuevas,アルマン・ド・ラス・クエヴァ
Georges Lecomte,ジョルジュ・ルコント
Dora Doll,ドラ・ドル
Alphonse Milne-Edwards,アルフォンス・ミルン＝エドワーズ
Emma Daumas,エマ・ドーマス
Pierre-Gaspard Chaumette,ピエール・ガスパール・ショーメット
Brigitte Engerer,ブリジット・エンゲラー
Joseph-Marie Amiot,ジョゼフ＝マリー・アミオ
Marcel Brion,マルセル・ブリヨン
Géraldine Nakache,ジェラルディン・ナカシュ
Pierre Brunet,ピエール・ブリュネ
Jean Wiener,ジャン・ヴィエネル
Fabre d'Églantine,ファーブル・デグランティン
Georges Catroux,ジョルジュ・カトルー
Sabine Quindou,サビヌ・カンドゥー
Eugène Demarçay,ウジェーヌ・ドマルセー
Jules Bastien-Lepage,ジュール・バスティアン＝ルパージュ
Armand de Gontaut-Biron,アルマン・ド・ゴントー＝ビロン
Armand Augustin Louis de Caulaincourt,アルマン・オーギュスタン・ルイ・ド・コランクール
Louis Pergaud,ルイ・ペルゴー
Wala,ワラ (コルビー修道院長)
Michel de Certeau,ミシェル・ド・セルトー
