Marsilly (Moselle),马尔西伊·(摩泽尔省)
Sainte-Chapelle,聖禮拜堂
Trémons,特雷蒙·(洛特-加龙省)
Montot (Côte-d'Or),蒙托·(科多尔省)
Esbarres,埃巴尔
Échenon,埃什农
Charrey-sur-Saône,索恩河畔沙雷
Brazey-en-Plaine,布拉泽昂普莱讷
Saint-Frézal-d'Albuges,圣弗雷扎勒-达尔比日
Omelmont,奥梅尔蒙
Bagnols-les-Bains,巴尼奥勒莱班
Mousson (Meurthe-et-Moselle),穆松
Le Recoux,勒雷库
Île Europa,欧罗巴岛
Gueytes-et-Labastide,盖特和拉巴斯蒂德
La Gouesnière,拉古埃尼耶尔
Saint-Palais (Gironde),圣帕莱·(吉伦特省)
Biarrotte,比亚罗特
Saint-Viance,圣维扬斯
Saint-Nazaire-le-Désert,圣纳泽尔勒代塞尔
Saint-Uze,圣于兹
Saint-Vincent-la-Commanderie,圣樊尚拉科芒德里
Pencran,庞克朗
Saint-Thomas-en-Royans,鲁瓦扬地区圣托马
Solérieux,索莱里约
Salles-sous-Bois,萨勒苏布瓦
Souspierre,苏斯皮耶尔
Drapeau basque,巴斯克旗幟
Villenave-d'Ornon,维勒纳沃多农
Eurocopter EC225 Super Puma,歐直EC225超級美洲獅直升機
Plourin-lès-Morlaix,普卢兰莱莫尔莱
Tréguier,特雷吉耶
Tourliac,图尔利亚克
Lormont,洛尔蒙
Quimperlé,坎佩莱
Ligne C du RER d'Île-de-France,法兰西岛大区快铁C线
Bénesse-Maremne,贝内斯马雷讷
Châtenay-Malabry,沙特奈马拉布里
Longjumeau,隆瑞莫
Ozon (Ardèche),奥宗·(阿尔代什省)
Béchamps,贝尚
Saint-Pierre-sur-Dropt,德罗河畔圣皮埃尔
Montluçon,蒙吕松
Vayres (Haute-Vienne),韦尔·(上维埃纳省)
Fraimbois,弗兰布瓦
Saillat-sur-Vienne,维埃纳河畔萨亚
Lussat (Creuse),吕萨·(克勒兹省)
Saint-Maur-des-Fossés,圣莫代福塞
Sourzac,苏尔扎克
Pouxeux,普克瑟
Saint-Front-sur-Nizonne,尼佐讷河畔圣弗龙
Tour de France 2011,2011年环法自行车赛
Saint-Chamond,圣沙蒙
Bataille de Poitiers (1356),普瓦捷战役
Vitrac (Dordogne),维特拉克
Archipel Crozet,克罗泽群岛
Villiers-le-Bel,维利耶勒贝勒
Falaise (Calvados),法莱斯
Miramas,米拉马斯
Orly,奥利·(马恩河谷省)
Saint-Médard-de-Guizières,圣梅达尔-德吉济耶尔
Serves-sur-Rhône,罗讷河畔塞尔沃
Seuil-d'Argonne,阿戈讷地区瑟伊
Bonnencontre,博南孔特尔·(科多尔省)
Bousselange,布斯朗日
Broin,布鲁万
Chivres,希夫尔
Bagnot,巴尼奥
Auvillars-sur-Saône,索恩河畔欧维拉尔
Chamblanc,尚布朗
Barisey-la-Côte,巴里塞拉科特
La Souterraine (Creuse),拉苏泰赖讷
Moutier-Rozeille,穆捷罗泽耶
La Villeneuve (Creuse),拉维勒讷沃·(克勒兹省)
Corgengoux,科尔让古
Saint-Étienne-de-Fursac,圣艾蒂安德菲尔萨克
Dannemarie (Doubs),达讷马里·(杜省)
Stade Océane,奧西恩體育場
Saint-Roman,圣罗芒·(德龙省)
Tour de France 2012,2012年环法自行车赛
Liste des communes de l'Aisne,埃纳省市镇列表
La Chaudière,拉绍迪耶尔
Suze-la-Rousse,叙兹拉鲁斯
Saint-Nazaire-en-Royans,鲁瓦扬地区圣纳泽尔
Saint-Loubès,圣卢贝斯
Montreuil (Seine-Saint-Denis),蒙特勒伊·(塞纳-圣但尼省)
Mégalopole européenne,蓝香蕉
Lagnieu,拉尼约
Gissey-sous-Flavigny,日塞苏弗拉维尼
Grignon (Côte-d'Or),格里尼翁·(科多尔省)
Lapleau,拉普洛
Chenaud,舍诺·(多尔多涅省)
Quirbajou,基尔巴茹
Lignan-de-Bordeaux,利尼昂德波尔多
Stade Malherbe Caen,卡昂馬萊伯體育會
Saint-Amand-Jartoudeix,圣阿芒雅尔图代
Vieux-Viel,旧维耶勒
Ploumilliau,普卢米约
Grésigny-Sainte-Reine,格雷西尼圣雷娜
Parcé,帕尔塞·(伊勒-维莱讷省)
Parc des Princes,王子公园体育场
Saint-Martin-Terressus,圣马丹泰雷叙
Clichy,克利希
Bars (Dordogne),巴尔·(多尔多涅省)
La Neuveville-sous-Châtenois,拉讷沃维尔-苏沙特努瓦
Saint-Germain-du-Pinel,圣日耳曼迪皮内勒
Lassy (Ille-et-Vilaine),拉西·(伊勒-维莱讷省)
Menaucourt,默诺库尔
Saint-Julien-le-Vendômois,圣朱利安勒旺多穆瓦
Beauregard-et-Bassac,博雷加尔和巴萨克
Uzerche,于泽什
Mouthier-en-Bresse,布雷斯地区穆捷
Trugny,特吕尼
Grosbois-lès-Tichey,格罗布瓦莱蒂谢
Lechâtelet,勒沙特莱·(科多尔省)
Labergement-lès-Seurre,拉贝热芒莱瑟尔
Lanthes,朗特
Jallanges,雅朗日
Labruyère (Côte-d'Or),拉布吕耶尔·(科多尔省)
Pouilly-sur-Saône,索恩河畔普伊
Montmain (Côte-d'Or),蒙曼·(科多尔省)
Saint-Michel-de-Plélan,圣米歇尔德普莱朗
Saint-Laurent-Médoc,圣洛朗梅多克
Seurre,瑟尔·(科多尔省)
Languenan,朗格南
Saint-Dizier-les-Domaines,圣迪济耶莱多迈讷
Îles Glorieuses,格洛里厄斯群岛
Caumont (Gironde),科蒙·(吉伦特省)
Lanhélin,朗埃兰
Saint-Père-Marc-en-Poulet,圣佩尔马克昂普莱
Espelette,埃斯珀莱特
Barsac (Gironde),巴尔萨克
La Chapelle-aux-Filtzméens,拉沙佩勒-欧菲尔斯梅昂
Mauléon-Licharre,莫莱翁-利沙尔
Semur-en-Auxois,欧苏瓦地区瑟米尔
Abzac (Gironde),阿布扎克
Allouis,阿卢伊
Haute-Normandie,上诺曼底
Pépieux,佩皮约
Lescouët-Gouarec,莱斯库埃特古阿雷克
Tichey,蒂谢
Saint-Antoine (Gironde),圣安托万·(吉伦特省)
Roisel,鲁瓦塞勒
Civrac-de-Blaye,锡夫拉克德布莱
Basse-Normandie,下诺曼底
Locmélar,洛克梅拉尔
Lampaul-Plouarzel,朗波勒普卢阿泽勒
Nord-Pas-de-Calais,北部-加来海峡
Aubazines,欧巴济讷
Boussac-Bourg,布萨克堡
Bouniagues,布尼亚格
Louches,卢什
Guyancourt,吉扬库尔
Tir à la corde aux Jeux olympiques de 1900,1900年夏季奧林匹克運動會拔河比賽
Vieille-Église,旧埃格利斯
Issigeac,伊西雅克
Availles-sur-Seiche,塞什河畔阿瓦耶
Colroy-la-Grande,大科尔鲁瓦
Bussy-le-Repos (Yonne),比西勒勒波
Guillon,吉永
Convention nationale,国民公会
Cessy,塞西
Vernon (Eure),韦尔农
Île Juan de Nova,新胡安岛
France au Moyen Âge,中世纪的法国
Goumois,古穆瓦
Le Chesnay,勒谢奈
Monbalen,蒙巴朗
Sains (Ille-et-Vilaine),桑·(伊勒-维莱讷省)
Sauveterre-la-Lémance,索沃泰尔拉莱芒斯
Nompatelize,农帕特利兹
Moineville,穆瓦讷维尔
Gaujac (Lot-et-Garonne),戈雅克·(洛特-加龙省)
Vaudémont,沃代蒙
Saint-Denis-lès-Sens,圣但尼莱桑斯
Sauvigny-le-Bois,索维尼勒布瓦
Tende (Alpes-Maritimes),唐德
Pays celtiques,凱爾特地區
La Garenne-Colombes,拉加雷訥科隆布
Challex,沙莱克斯
Landévennec,朗代韦内克
Saint-André-des-Eaux (Côtes-d'Armor),圣安德烈代索·(阿摩尔滨海省)
Marpiré,马尔皮雷
Soubrebost,苏布雷博斯·(克勒兹省)
La Fontenelle (Ille-et-Vilaine),拉丰特内勒·(伊勒-维莱讷省)
Villamblard,维朗布拉尔
Saint-Hilaire-de-la-Noaille,圣伊莱尔德拉诺阿耶
Saint-Sauveur (Gironde),圣索沃尔·(吉伦特省)
Fromental (Haute-Vienne),弗罗芒塔勒
Stade Vélodrome,韋洛德羅姆球場
Le Vermont,勒韦尔蒙·(孚日省)
Gévezé,热沃泽
Les Souhesmes-Rampont,莱苏埃姆-朗蓬
Monfréville,蒙夫雷维尔
Juillé (Deux-Sèvres),瑞耶·(德塞夫勒省)
Tatinghem,塔坦盖姆
Bondy,邦迪
Abbécourt,阿贝库尔
Brignon,布里尼翁
Mirabel-et-Blacons,米拉贝勒和布拉孔
Saint-Sulpice (Savoie),圣叙尔皮斯·(萨瓦省)
Gare de Paris-Bercy-Bourgogne-Pays d'Auvergne,巴黎贝尔西-勃艮第-奥弗涅地区站
Franconville (Val-d'Oise),弗朗孔维尔
Montfermeil,蒙费梅伊
Saint-Léger-Magnazeix,圣莱热马尼亚泽
Belpech,贝尔佩什
Nouvelle Vague,法國新浪潮
Trédrez-Locquémeau,特雷德雷兹-洛凯莫
Chirac (Lozère),希拉克·(洛泽尔省)
Ambronay,昂布罗奈
Département et région d'outre-mer,海外省
Eybouleuf,埃布勒夫
Allainville (Yvelines),阿兰维尔
Saint-Grégoire (Ille-et-Vilaine),圣格雷瓜尔
Lussac-les-Églises,吕萨克莱塞格利斯
Ruffiac (Lot-et-Garonne),吕菲亚克·(洛特-加龙省)
Outriaz,乌特里亚兹
Corbonod,科尔博诺
Beaupont,博蓬
Thérouanne,泰鲁阿讷
Villeneuve-sur-Allier,阿列河畔新城
Lumbres,兰布尔
Calorguen,卡洛尔冈
Fréhel (Côtes-d'Armor),弗雷埃勒
Corlier,科尔利耶
Ua Huka,瓦胡卡島
Labouquerie,拉布克里
Mas-de-Londres,马斯德隆德尔
Évosges,埃沃日
Musée zoologique de la ville de Strasbourg,斯特拉斯堡动物学博物馆
Abbaye de Cluny,克呂尼修道院
Landavran,朗达夫朗
Martigues,马蒂格
Flaux,弗洛
Vézénobres,韦泽诺布尔
Marzens,马尔藏斯
Salperwick,萨尔佩维克
Rodilhan,罗迪扬
Poilhes,普瓦耶·(埃罗省)
La Tour-sur-Orb,奥尔布河畔拉图尔
Junas,瑞纳斯
Saint-Suliac,圣叙利亚克
Assemblée nationale (France),國民議會·(法國)
Vergéal,韦尔热阿勒
Aiguines,艾吉讷
Saint-Georges-du-Bois (Maine-et-Loire),圣乔治迪布瓦·(曼恩-卢瓦尔省)
Dennebrœucq,代讷布勒克
Montdardier,蒙达尔迪耶
Laval-en-Belledonne,拉瓦勒昂贝勒多讷
Le Pradal,勒普拉达勒
Orano Démantèlement,核燃料总公司
Lizy-sur-Ourcq,乌尔克河畔利济
Terreur (Révolution française),恐怖时期·(法国大革命)
Brielles,布列勒
Le Petit-Fougeray,小富日赖
Saint-Julien-d'Armagnac,圣于连达马尼亚克
Seninghem,瑟南冈
Azat-Châtenet,阿扎沙特内
Mana (Guyane),馬納
Thiat,蒂亚·(上维埃纳省)
Saint-Symphorien-sur-Couze,库兹河畔圣桑福里安
Bibliothèque nationale de France,法國國家圖書館
Montauriol (Aude),蒙托里奥勒·(奥德省)
Saint-Vincent-d'Olargues,圣樊尚多拉尔格
Vendres,旺德尔
Messeix,默塞·(多姆山省)
Royères,鲁瓦耶尔
Île du Diable,魔鬼岛
Morlaix,莫尔莱
Lucy-le-Bois,吕西勒布瓦
Guillac (Gironde),吉亚克·(吉伦特省)
Deux-Jumeaux,德瑞莫
Châteaulin,沙托兰
Ouessant,韦桑
Armeau,阿尔莫·(桑斯区)
Perrigny-sur-Armançon,阿尔芒松河畔佩里尼
Saint-Pierre-de-Buzet,圣皮埃尔德比泽
Le Mesnil-Auzouf,勒梅尼勒欧祖夫
Saubusse,索比斯
Ferrières (Meurthe-et-Moselle),费里耶尔·(默尔特-摩泽尔省)
Blanquefort (Gironde),布朗克福尔
Azincourt,阿赞库尔
Bourg-Saint-Maurice,圣莫里斯堡
Voiron,瓦龙
Pont-Aven,蓬塔旺
Annonay,阿诺奈
Grigny (Essonne),格里尼
Beaumetz-lès-Aire,博梅斯莱艾尔
Vallon-Pont-d'Arc,瓦隆蓬达尔克
Neffiès,内菲耶斯
Vougy (Haute-Savoie),武日·(上萨瓦省)
Prix Ampère de l'Électricité de France,法國電力安培獎
Bezons,伯宗·(瓦兹河谷省)
Bagnères-de-Luchon,巴涅尔德吕雄
Saint-Médard-en-Jalles,圣梅达尔昂雅勒
Beautiran,博蒂朗
Ardres,阿德尔
Salon de peinture et de sculpture,巴黎沙龍
Lancieux,朗雪
Arbrissel,阿布里塞勒
Baudignan,博迪尼昂
Ambléon,昂布莱翁
Rarécourt,拉雷库尔
Aigues-Mortes,艾格莫尔特
Auzances,欧藏斯
Langouet,朗古埃特
Saint-Julien-la-Genête,圣瑞利安拉热内特·(克勒兹省)
Guingamp,甘岡
Lacapelle-Biron,拉卡佩勒比龙
Domecy-sur-Cure,屈尔河畔多姆西
Bassas da India,印度礁
Réhon,雷翁
Loupian,卢皮扬
Lavardac,拉瓦达克
Saint-Gonlay,圣贡莱
Lussagnet,吕萨涅
Castelnaudary,卡斯泰尔诺达里
Mance (Meurthe-et-Moselle),芒斯·(默尔特-摩泽尔省)
Grand-Brassac,大布拉萨克
Papauté d'Avignon,亞維農教廷
Canal du Midi,米迪运河
Saint-Germain-sur-Ille,伊勒河畔圣日耳曼
Saint-Sylvestre (Haute-Vienne),圣西尔韦斯特
Saint-Martial-sur-Isop,伊索普河畔圣马夏尔
Saint-Maurice-la-Souterraine,圣莫里斯-拉苏泰赖讷
Croix (Nord),克鲁瓦
Saclay,萨克雷·(法国)
Calvi,卡尔维
Vincennes,万塞讷
Peuvillers,珀维莱尔·(默兹省)
Saumur,索米尔
Douai,杜埃
Gex,热克斯
Cabourg,卡堡
Bâgé-le-Châtel,巴热勒沙泰勒
Saint-Priest-sous-Aixe,圣普列斯特苏赛克斯
Cagnes-sur-Mer,滨海卡涅
Octon,奥克通
Pulnoy,皮尔努瓦
Neuilly-sur-Marne,马恩河畔讷伊
5e arrondissement de Paris,巴黎第五区
Clermont-l'Hérault,克莱蒙莱罗
Audincthun,欧丹克坦
Rocher du Diamant,钻石岩
Rennes-sur-Loue,卢河畔雷恩
Fléchin,弗莱尚
Costa (Haute-Corse),科斯塔·(上科西嘉省)
Auriolles,欧里奥勒
Vernusse,韦尔尼斯
Arrondissement de Rouen,鲁昂区
Louroux-de-Bouble,卢鲁德布布勒
Naves (Allier),纳沃·(阿列省)
Toulon-sur-Allier,阿列河畔土伦
Roquebrune-Cap-Martin,羅克布呂訥-卡普馬丹
Carpentras,卡庞特拉
Mougins,穆然
Nouvoitou,努瓦图
Festival de Cannes 1999,第52屆坎城影展
Couquèques,库凯克
Amayé-sur-Seulles,瑟勒河畔阿马耶
Grands Prix automobiles de la saison 1907,1907年大奖赛赛季
Romans-sur-Isère,伊泽尔河畔罗芒
Volontaires (métro de Paris),志願者站
Maxent,马克桑
Clairavaux,克莱拉沃
Blaye,布莱
Pont-de-l'Arche,蓬德拉尔什
Saint-Hilaire-Foissac,圣伊莱尔富瓦萨克
Coutances,库唐斯
Nicole (Lot-et-Garonne),尼科勒
Pagney-derrière-Barine,帕涅代里耶尔巴里讷
Grayssas,格赖萨
Le Faou,勒福·(菲尼斯泰尔省)
Ognéville,奥涅维尔
Brannay,布拉奈
Vire,维尔·(卡尔瓦多斯省)
Langoat,朗戈阿特
Saint-Briac-sur-Mer,滨海圣布里亚克
Salles-sur-l'Hers,埃尔斯河畔萨勒
Ermont,埃尔蒙
Cousances-les-Forges,库桑斯莱福日
La Forclaz (Haute-Savoie),拉福尔克拉
Mandelieu-la-Napoule,芒德略拉纳普勒
Équipe de Tahiti de football,塔希提足球代表队
Anglade,昂格拉德
Route de l'ambre,琥珀之路
Pierrefitte-sur-Aire,艾尔河畔皮埃尔菲特
Saint-Marien,圣马里安·(克勒兹省)
Angomont,昂戈蒙
Janailhac,雅纳亚克
Étouvy,埃图维
Méligny-le-Grand,大梅利尼
Domeyrot,多梅罗
Frères Montgolfier,孟格菲兄弟
Tiercelet (Meurthe-et-Moselle),蒂耶尔瑟莱
Saint-Ouen-des-Besaces,圣旺德伯萨斯
Sos (Lot-et-Garonne),索斯·(洛特-加龙省)
Courgenay (Yonne),库尔热奈·(约讷省)
Anould,阿努尔德
Routier (Aude),鲁捷
Saint-Bonnet-près-Bort,博尔附近圣博内
La Brionne,拉布里奥讷
Mistral (vent),密史脱拉风
La Graverie,拉格拉沃里
Granges-sur-Aube,奥布河畔格朗日
Fargues (Gironde),法尔格
Cambes-en-Plaine,康布昂普莱讷
Bléré,布莱雷
Accons,阿孔·(阿尔代什省)
Carry-le-Rouet,卡里勒鲁埃
Fontenay-sous-Bois,丰特奈苏布瓦
Lattes,拉特·(埃罗省)
Collège de France,法兰西公学院
Saint-Hilaire-la-Treille,圣伊莱尔拉特雷耶
Lizières,利济耶尔
Saint-Georges-Nigremont,圣乔治尼格勒蒙
Villedaigne,维勒代涅
Chaumont (Haute-Marne),肖蒙
Saint-Georges-d'Orques,圣乔治多尔克
Sainte-Radegonde (Dordogne),圣拉德贡德·(多尔多涅省)
La Roche-l'Abeille,拉罗什拉贝耶
Apremont (Ain),阿普勒蒙·(安省)
Eyrein,埃兰·(科雷兹省)
Saint-Germain-de-Belvès,圣日耳曼德贝尔韦斯
Miraval-Cabardès,米拉瓦勒卡巴代斯
Puechredon,皮埃克雷东·(加尔省)
Brouzet-lès-Alès,布鲁泽莱萨莱斯
Saint-Dézéry,圣代泽里
Lipp,力普啤酒館
Championnats du monde d'athlétisme 2003,2003年世界田徑錦標賽
Hyds,伊·(阿列省)
Ivry-sur-Seine,塞纳河畔伊夫里
Montenoy,蒙特努瓦·(默尔特-摩泽尔省)
Rueil-Malmaison,吕埃-马尔迈松
Villegailhenc,维勒加扬克
Vaudeurs,沃德尔
Suresnes,敘雷訥
Armentières,阿尔芒蒂耶尔
Briançon,布里扬松
Neuviller-sur-Moselle,摩泽尔河畔讷维莱
Brioude,布里尤德
Boismont (Meurthe-et-Moselle),布瓦蒙·(默尔特-摩泽尔省)
Cuzorn,屈佐恩
Saint-Chaptes,圣沙普特
Annéot,阿内奥
Festival de Cannes 1965,第18屆坎城影展
Ozerailles,奥兹拉耶
Les Petits Chanteurs de Saint-Marc,法國聖馬克兒童合唱團
Boisseron,布瓦斯龙
Saint-Alpinien,圣阿尔皮尼安
Saint-Martin-Sepert,圣马丁瑟佩尔
Bort-les-Orgues,博尔莱索格
Cergy,塞尔吉
Limousis,利穆西
Brabant-le-Roi,布拉邦勒鲁瓦
Langres,朗格勒
Beney-en-Woëvre,瓦夫尔地区伯内
Allemand supérieur,上部德語
Guillerval,吉莱尔瓦勒
Saint-Félix (Allier),圣费利克斯·(阿列省)
Saint-Vincent-sur-Jard,圣樊尚叙雅尔
Prix Jean-Nicod,尚尼科德獎
Treignat,特雷尼亚
Saint-Juéry (Lozère),圣瑞埃里·(洛泽尔省)
Soultzmatt,苏尔茨马特
Laroque-de-Fa,拉罗克德法
Le Breil-sur-Mérize,梅里兹河畔勒布雷伊
Le Bourg-d'Hem,勒布尔当
Saint-Silvain-Montaigut,圣西尔万蒙泰居
Millau,米约
Provins,普罗万
Cesson,塞松
Passy-sur-Seine,塞纳河畔帕西
Rozelieures,罗泽略尔
Arrondissement de Nevers,讷韦尔区
Saint-Bonnet-de-Salendrinque,圣博内德萨朗德兰克
Blangy-sous-Poix,布朗日苏普瓦
La Réole,拉雷奥勒
Saint-Méard,圣梅阿尔
Saint-Maurice-sous-les-Côtes,圣莫里斯苏莱科特
Janaillat,雅纳亚
Sougraigne,苏格赖涅
Artemare,阿特马尔
Les Plantiers,莱普朗捷
Verfeuil,韦尔弗伊
Saint-Nazaire-des-Gardies,圣纳泽尔代加尔迪
Luc-sur-Orbieu,奥尔比约河畔吕克
Villeneuve-la-Dondagre,栋达格尔新城
Baie d'Audierne,欧迪耶讷湾
Souilhanels,苏亚内勒
Châtelblanc,沙泰尔布朗
Trausse,特罗斯
Saint-Jean-de-Maruéjols-et-Avéjan,圣让德马吕埃若勒和阿韦让
Saint-Pol-de-Léon,圣波勒德莱昂
Potelières,波特利耶尔
Perros-Guirec,佩罗斯吉雷克
Saint-Martial (Gard),圣马夏尔·(加尔省)
Saint-Julien-d'Ance,圣于连当斯
Sainte-Cécile-d'Andorge,圣塞西尔当多尔日
Fatu Huku,法圖烏庫島
Quissac (Gard),基萨克
Murviel-lès-Béziers,米尔维耶勒-莱贝济耶
Bouzemont,布兹蒙
La Grand-Combe,拉格朗孔布
Montregard,蒙勒加尔
Nonette (Puy-de-Dôme),诺内特
Puginier,皮日尼耶
Névian,内维扬
La Bosse (Doubs),拉博斯·(杜省)
Nantua,楠蒂阿
Mancieulles,芒雪勒
Verdenal,韦尔德纳勒
Saint-Germain (Meurthe-et-Moselle),圣日耳曼·(默尔特-摩泽尔省)
Arracourt,阿拉库尔
Réchicourt-la-Petite,小雷希库尔
Prémilhat,普雷米亚
Diou (Allier),迪乌
Saint-Sauvier,圣索维耶
Châtel-de-Neuvre,沙泰勒德讷夫尔
Vesoul,沃苏勒
Montluel,蒙吕埃勒
Virieu-le-Grand,大维里约
Parignargues,帕里尼亚尔格
Bellenaves,贝勒纳沃
Fournès,富尔内斯
Chavornay (Ain),沙沃尔奈·(安省)
Chamblet,尚布莱
Anglefort,昂格勒福尔
Villasavary,维拉萨瓦里
Roquefort-de-Sault,罗克福尔德索
Vinassan,维纳桑
Aranc,阿朗·(安省)
Batilly (Meurthe-et-Moselle),巴蒂伊
Ladapeyre,拉达佩尔
France d'outre-mer,法国海外部分
Vallière,瓦利耶尔
Mérial,梅里亚勒
Saint-Étienne-lès-Remiremont,圣艾蒂安-莱勒米尔蒙
Vareilles (Creuse),瓦雷耶
Bouriège,布列日
Bourg-de-Péage,佩阿日堡
Ligne de Paris-Nord à Lille,巴黎—里尔铁路
Plougonver,普卢贡韦尔
Douarnenez,杜瓦讷内
Lamballe (commune déléguée),朗巴勒
Saulxerotte,索克塞罗特
Plonévez-du-Faou,普洛内韦迪富
Grimaucourt-près-Sampigny,桑皮尼附近格里莫库尔
Quéménéven,凯梅内旺
Charencey (Côte-d'Or),沙朗塞·(科多尔省)
Saint-Caradec,圣卡拉代克
Dirinon,迪里农
Plouézec,普卢埃泽克
Port-Launay,洛奈港
Dinéault,迪内欧勒
Tréguennec,特雷盖内克
Festival de Cannes 1991,第44屆坎城影展
Vulaines-lès-Provins,维莱讷莱普罗万
Retournac,勒图尔纳克
Montord,蒙托尔·(阿列省)
Paray-le-Frésil,帕赖勒弗雷西勒
Venas,韦纳
Gémenos,热姆诺斯
Malvalette,马尔瓦莱特
Saint-Paul-de-Tartas,圣保罗德塔尔塔斯
Saint-Simon (Cantal),圣西蒙·(康塔尔省)
Montusclat,蒙蒂斯克拉
Salettes (Haute-Loire),萨莱特
Verneuil-sur-Vienne,维埃纳河畔韦尔讷伊
Château-Thierry,蒂耶里堡
Mayreville,迈尔维尔
Monviel,蒙维耶勒
Clamart,克拉马
Chinon,希农
Draguignan,德拉吉尼昂
Waly (Meuse),瓦利·(默兹省)
Armix,阿尔米
Sainte-Marie-de-Vaux,圣玛丽德沃
Sept-Frères,塞特弗雷尔
Île Amsterdam,阿姆斯特丹岛
Arrondissement français,区·(法国)
Castets-en-Dorthe,卡斯泰昂多尔特
Saint-Christoly-Médoc,圣克里斯托利梅多克
Cancale,康卡勒
Saint-Nazaire-d'Aude,圣纳泽尔多德
Saint-Trojan (Gironde),圣特罗让
Fossès-et-Baleyssac,福塞和巴莱萨克
Houdreville,乌德勒维尔
Saint-Méen,圣梅昂·(菲尼斯泰尔省)
Lignairolles,利涅罗勒·(奥德省)
Créon (Gironde),克雷翁
Vilosnes-Haraumont,维洛讷-阿罗蒙
Saint-Front-de-Pradoux,圣弗龙德普拉杜
Jouac,茹阿克
Cheppy,谢皮·(默兹省)
Villers-devant-Dun,维莱德旺丹
Lons-le-Saunier,隆斯勒索涅
Cléder,克莱代尔
Y (Somme),伊村
Pont-l'Évêque (Calvados),蓬莱韦克
Football Club de Metz,梅斯足球俱乐部
Élancourt,埃朗库尔
Alène,阿莱讷河·(阿龙河支流)
Chalonnes-sur-Loire,卢瓦尔河畔沙洛讷
Saint-Rémy-de-Provence,普罗旺斯地区圣雷米
Grand Prix automobile de France 1989,1989年法國大獎賽
Saint-Georges-d'Aurac,圣乔治多拉克
Salzuit,萨尔聚
Chatou,沙图
Marcheprime,马舍普里姆
Cousances-lès-Triconville,库桑斯莱特里孔维尔
Podensac,波当萨克
Mandres-en-Barrois,巴鲁瓦地区芒德尔
Malemort-sur-Corrèze,科雷兹河畔马勒莫尔
Saint-Martin-de-Fugères,圣马丁德菲热尔
Le Monteil (Haute-Loire),勒蒙泰伊
Saint-Martin-du-Boschet,圣马丹迪博谢
Grand Prix automobile de France 2001,2001年法國大獎賽
Montigny-le-Bretonneux,蒙蒂尼勒布勒托讷
Eaubonne,欧博讷
Hénin-Beaumont,埃南-博蒙
Anduze,昂迪兹
Saint-Bérain,圣贝兰
Sainte-Sigolène,圣西戈莱娜
Frémécourt,弗雷梅库尔
Pexiora,佩克西奥拉
Chalon-sur-Saône,索恩河畔沙隆
Faux-Mazuras,福马聚拉
Malval,马尔瓦勒·(克勒兹省)
Saint-Martin-de-Lerm,圣马丹德莱尔姆
Appoigny,阿普瓦尼
Lavau (Yonne),拉沃·(约讷省)
Saint-Sauveur-de-Puynormand,圣索沃尔-德皮诺尔芒
Ambrugeat,昂布吕雅
Grand Prix automobile de France 2003,2003年法国大奖赛
Grand Prix automobile de France 2004,2004年法国大奖赛
Grand Prix automobile de France 2002,2002年法国大奖赛
Saint-Martin-Lys,圣马丹利斯
Espezel,埃斯珀泽勒
Villelongue-d'Aude,维勒隆格多德
Daignac,代尼亚克
Lupersat,吕佩尔萨
Istres,伊斯特爾
Citou,锡图
Posanges,波桑日
Goussainville (Val-d'Oise),古桑维尔
Villepinte (Seine-Saint-Denis),维勒潘特
Montrouge,蒙鲁日
Fraisse-sur-Agout,阿古河畔弗赖斯
Liste des communes de l'Ariège,阿列日省市镇列表
Coren,科朗·(康塔尔省)
Wissous,维苏
Saulxures-lès-Nancy,索尔叙尔莱南锡
