大圍站,大囲駅
扬州大明寺,大明寺・(揚州市)
菜市口站,菜市口駅
天水圍,天水囲
江苏沙钢集团,江蘇沙鋼集団
香港特別行政區政務司司長,香港特別行政区政務司司長
海思半導體,HiSilicon
香港迪士尼樂園酒店,香港ディズニーランド・ホテル
八大部,八大部
香港迪士尼樂園鐵路,香港ディズニーランド鉄道
中华人民共和国民用航空业,中華人民共和国の航空
中国地理标志产品,地理表示製品・(中華人民共和国)
柯士甸道,柯士甸道
中澳关系,豪中関係
中华人民共和国知识产权法,中国の知的財産権問題
粤港澳大湾区城际铁路,粤港澳大湾区都市間鉄道
万年寺,万年寺・(峨眉山市)
中华人民共和国道路交通安全法,中華人民共和国道路交通安全法
甘河,甘河
佐丹奴,ジョルダーノ・(アパレル)
大王庄站,大王荘駅
北京地铁大兴线,北京地下鉄大興線
大新站·(深圳市),大新駅・(深圳市)
晋控煤业,大同炭田
中车大同电力机车,中国中車大同電力機車
大屯路东站,大屯路東駅
苍南站,蒼南駅
大沙地站,大沙地駅
大望路站,大望路駅
大沙東站,大沙東駅
大商集团,大商グループ
大石站·(地铁),大石駅・(広州市)
八达岭站,八達嶺駅
百鸽笼站,百鴿籠駅
B股·(中國),B株
大兴善寺,大興善寺
白堆子站,白堆子駅
百度知道,百度知道
市政署大樓,民政総署大楼
艾马克,アイマク
伯多祿五世劇院,ドン・ペドロ5世劇場
玫瑰聖母堂·(澳門),聖ドミニコ教会・(マカオ)
乳扇,ルーシャン
康家语,康家語
上海动物园,上海動物園
中朝鸭绿江界河公路大桥,新鴨緑江大橋
临江鸭绿江大桥,臨江鴨緑江大橋
首都医科大学,首都医科大学
图们国境大桥,図們国境大橋
長惠國際大橋,長恵国際大橋
集安鸭绿江国境铁路大桥,集安鴨緑江国境鉄道大橋
俄罗斯驻上海总领事馆,在上海ロシア総領事館
华清池,華清池
沙基慘案,沙基事件
2013年中国大奖赛,2013年中国グランプリ
白马镇·(乐山市),白馬鎮・(楽山市)
登良站,登良駅
灯市口站,灯市口駅
圖們江大橋,図們江大橋
低涌站,低涌駅
德州东站,徳州東駅
登州路站,登州路駅
慈幼英文學校,慈幼英文学校
白石洲站,白石洲駅
白云文化广场站,白雲文化広場駅
白石龍站,白石竜駅
白云大道北站,白雲大道北駅
白石桥南站,白石橋南駅
中华人民共和国国防委员会,中華人民共和国国防委員会
白云公园站,白雲公園駅
定远站,定遠駅
迪士尼碼頭,ディズニーランド・リゾート・ピア
高士威道,高士威道
西双版纳嘎洒国际机场,シーサンパンナ・ガサ空港
中建岛,トリトン島
中国南极昆仑站,崑崙基地
兰州中川国际机场,蘭州中川空港
合和中心,ホープウェル・センター
合肥骆岗国际机场,合肥駱崗国際空港
汕头外砂机场,汕頭外砂空港
中国中央电视台新闻频道,CCTV-13
南宁吴圩国际机场,南寧呉圩国際空港
贵阳龙洞堡国际机场,貴陽龍洞堡国際空港
东北财经大学出版社,東北財経大学出版社
光棍节,光棍節
八里桥站·(北京市),八里橋駅
中华人民共和国企业破产法,中華人民共和国破産法
长春西站,長春西駅
长沙学院,長沙大学
昌岗站,昌崗駅
长龙站,長竜駅
长沙医学院,長沙医学院
长沙理工大学,長沙理工大学
长虹公园站,長虹公園駅
长春大学,長春大学
长春基督教会,長春キリスト教会
长春桥站,長春橋駅
长江学者奖励计划,長江学者奨励計画
长椿街站,長椿街駅
包兰铁路,包蘭線
长安大学,長安大学
包頭站,包頭駅
宝华站,宝華駅
宝光寺,宝光寺・(成都市)
宝岗大道站,宝崗大道駅
宝鸡南站,宝鶏南駅
主席短途獎,チェアマンズスプリントプライズ
趵突泉,趵突泉
包头东站,包頭東駅
冠軍一哩賽,チャンピオンズマイル
陳瑞祺永援中學,陳瑞祺永援中学
倡棋杯,倡棋杯中国プロ囲棋選手権戦
淮安涟水国际机场,淮安漣水空港
港澳客輪碼頭,マカオ・フェリー・ターミナル
2010年舟曲泥石流灾害,舟曲土石流災害
弘法寺·(深圳),弘法寺・(深圳市)
东四十条站,東四十条駅
东四站,東四駅
东山区·(广州市),東山区・(広州市)
长寿路站·(广州),長寿路駅・(広州市)
东山口站,東山口駅
坂田站·(深圳地铁),坂田駅・(深圳地下鉄)
廣九直通車,広九直通列車
任法融,任法融
宝体站,宝体駅
中央精神文明建设指导委员会,中国共産党中央精神文明建設指導委員会
下川岛,下川島
中南大学,中南大学
中共中央办公厅警卫局,中国共産党中央弁公庁警衛局
中华人民共和国国务院总理,国務院総理
锦江乐园,錦江楽園
香港1號幹線,香港1号幹線
湖南第一师范学院,湖南第一師範学院
中国—加拿大关系,中加関係
阿拉山口市,阿拉山口市
大鐘寺站,大鐘寺駅
大瑶镇,大瑶鎮
曹庄站,曹荘駅
草埔站,草埔駅
沧州西站,滄州西駅
漁農界功能界別,漁業・農業
保險界功能界別,保険・(職能団体枠)
翡翠台,翡翠台
中国—古巴关系,中国とキューバの関係
大行政区,大行政区
顺丰航空,順豊航空
北宫门站,北宮門駅
北海北站,北海北駅
常营站,常営駅
北戴河站,北戴河駅
长阳站·(北京市),長陽駅・(北京市)
八一女排,八一女子排球
北滘镇,北滘鎮
孔慶東辱罵港人事件,孔慶東香港人侮辱事件
朝安站,朝安駅
潮陽站,潮陽駅
南京朝天宫,朝天宮
潮汕铁路,潮汕鉄道
潮汕站,潮汕駅
常州站,常州駅
汲水門大橋,汲水門大橋
太古城,太古城
中国香港圣殿,中国香港神殿
歼-5,J-5・(航空機)
呼和浩特白塔国际机场,フフホト白塔国際空港
香港濕地公園,香港湿地公園
中環及灣仔填海計劃,中環と湾仔の埋め立て計画
东涌站·(广州),東涌駅・(広州市)
北京地铁昌平线,北京地下鉄昌平線
中央财经大学,中央財経大学
衛藏方言,ウ・ツァンチベット語
东风汽车有限公司,東風汽車有限公司
沈阳东关教会,東関教会
东风本田汽车,東風本田汽車
东海路站,東海路駅
東單,東単
东圃站,東圃駅
东南角站,東南角駅
东平湖,東平湖
东角头站,東角頭駅
東麗開發區站,東麗開発区駅
龙漕路站,竜漕路駅
寧波櫟社國際機場,寧波櫟社国際空港
沙田馬場,沙田競馬場
雅鲁藏布江,ヤルンツァンポ川
国家会议中心·(中国大陆),北京国家会議センター
香港駕駛執照,香港駕駛執照
伊吾保卫战,伊吾の戦い
東興之戰,東興の戦い
狄道之战,狄道の戦い
昌平站·(铁路),昌平駅
汶水路站,汶水路駅
石龙路站,石竜路駅
衡山路站·(上海市),衡山路駅
樟木镇·(聂拉木县),ダム鎮
会展中心站·(深圳市),会展中心駅・(深圳市)
延长路站,延長路駅
通河新村站,通河新村駅
喜靈洲,喜霊洲
汉中路站,漢中路駅
金鐘,金鐘
白加道站,白加道駅
大良街道,大良街道
辽河油田,遼河油田
中国铁路北京局集团,中国鉄路北京局集団有限公司
北京地铁S1线,北京地下鉄S1線
北京市地铁运营有限公司,北京市地鉄運営
北京市郊铁路,北京市郊外鉄道
北京人民艺术剧院,北京人民芸術劇院
京台高速铁路,京台高速鉄道
京通铁路,京通線
北京邮电大学,北京郵電大学
成都体育学院,成都体育学院
动物园站·(北京市),動物園駅・(北京市)
四川省成都市第七中学,成都市第七中学
成都东站,成都東駅
四川省成都市树德中学,成都樹徳中学
京原铁路,京原線
中国铁路成都局集团,中国鉄路成都局集団有限公司
成都信息工程大学,成都信息工程大学
北京联合大学,北京連合大学
成貴客運專線,成貴旅客専用線
城西站·(海南),城西駅・(海南省)
陈塘庄站,陳塘荘駅
成都理工大学,成都理工大学
北京东站,北京東駅
柴灣,柴湾
花園道三號,シティバンクタワー
2008年胶济铁路列车相撞事故,山東省列車衝突事故
瞿塘峡,瞿塘峡
鑽石山,鑽石山
全聚德,全聚徳
Z97/98次列車,京九直通列車
筲箕灣,筲箕湾
北京一号,北京-1
北桥站,北橋駅
五四广场,五四広場
北京北站,北京北駅
阜阳机场,阜陽西関空港
万州五桥机场,万州五橋空港
齐齐哈尔三家子机场,チチハル三家子空港
中国女子排球超级联赛,中国バレーボールリーグ
韶关站,韶関駅
迷離大宅,ミスティック・マナー
中國東方航空5210號班機空難,中国東方航空5210便墜落事故
源深体育中心,上海浦東源深体育場
北京现代汽车,北京現代
北京金融街,北京金融街
北京林业大学,北京林業大学
屯馬綫,屯馬線
辽东学院,遼東学院
东湖樱花园,東湖桜花園
陈家祠站,陳家祠駅
車公廟站·(深圳市),車公廟駅・(深圳市)
車陂站,車陂駅
华东政法大学,華東政法大学
车公庄站,車公荘駅
北京大学东门站,北京大学東門駅
上海体育馆,上海体育館
英东体育场,英東体育場
格尔木机场,ゴルムド空港
陕西省体育场,陝西省体育場
广佛地铁,広仏地下鉄
昆明拓东体育场,昆明拓東体育場
關閘,ボーダーゲート
龙泉驿足球场,成都竜泉駅足球場
深圳北站,深圳北駅
深圳湾体育中心,深圳湾体育中心
聖老楞佐堂·(澳門),聖ローレンス教会
北苑路北站,北苑路北駅
蚌埠南站,蚌埠南駅
北新桥站,北新橋駅
北岳庙,北岳廟
全国男子篮球联赛,ナショナル・バスケットボール・リーグ・(中国)
北京天文馆,北京天文館
南區足球會,南区足球会
香港仔運動場,香港仔運動場
中共中央统一战线工作部,中国共産党中央統一戦線工作部
金龙联合汽车,金龍客車
上海共青国家森林公园,上海共青森林公園
中国石油大学（北京）,中国石油大学・(北京)
临沂启阳国际机场,臨沂沭埠嶺空港
镇江经济技术开发区,鎮江新区
塞北管理区,塞北管理区
建國忠靈廟,建国忠霊廟
察北管理区,察北管理区
张家口经济技术开发区,張家口市高新技術産業開発区
香港超級聯賽,香港プレミアリーグ
涡扇-13,WS-13・(エンジン)
龍抬頭,龍擡頭
2010年亞洲運動會壘球比賽,2010年アジア競技大会におけるソフトボール競技
中国运载火箭技术研究院,中国運載火箭技術研究院
阿含·桐山杯中日冠军对抗赛,阿含・桐山杯日中決戦
中国工程物理研究院,第9学会
中华艺术宫,中華芸術宮
丹东站,丹東駅
中国空间技术研究院,中国空間技術研究院
中海石油化學,中海石油化学
交通银行大楼·(上海),旧交通銀行ビル
中国足球协会会员协会冠军联赛,中国サッカー協会会員協会チャンピオンズリーグ
丹阳北站,丹陽北駅
乐桥站,楽橋駅
常州北站,常州北駅
廊坊站,廊坊駅
湖北省博物馆,湖北省博物館
金陵协和神学院,金陵協和神学院
镇江南站,鎮江南駅
成都地铁2号线,成都地下鉄2号線
济南西站,済南西駅
2012年啟豐二號船員登上釣魚島事件,香港活動家尖閣諸島上陸事件
俸伯站,俸伯駅
淞沪线,淞滬鉄道
宁波大学,寧波大学
中國科學社,中国科学社
北京市郊铁路S2线,北京市郊外鉄道S2線
天津南站,天津南駅
天津团泊足球场,天津団泊足球場
中粮集团,中糧集団
中国环球电视网·(频道),CGTN・(TVチャンネル)
杜甫草堂,杜甫草堂博物館
无锡东站,無錫東駅
晓港站,暁港駅
松江南站,松江南駅
中化集团,中国中化集団
庆盛站·(地铁),慶盛駅・(広州地下鉄)
稻田站·(中国),稲田駅・(北京市)
中国医科大学,中国医科大学
中國通用航空2755號班機空難,中国通用航空7552便離陸失敗事故
国展站·(北京市),国展駅
大剧院站·(广州),大劇院駅・(広州市)
广西民族大学,広西民族大学
广大铁路,広大線
光熙門站,光煕門駅
广西医科大学,広西医科大学
中國西北航空2119號班機空難,中国西北航空2119便離陸失敗事故
中國西北航空2303號班機空難,中国西北航空2303便墜落事故
228国道·(1981年),G228国道・(1981年)
中國國家京劇院,中国国家京劇院
中国黄金集团,中国黄金集団
粤海铁路,粤海線
中國北方航空6901號班機空難,中国北方航空6901便墜落事故
中国移动多媒体广播,CMMB
淄博市体育中心体育场,淄博市体育中心
粤汉铁路,粤漢線
中国电影集团,中国電影集団
中华门·(南京),中華門
深圳体育场,深圳体育場
屯門公路,屯門公路
春运,春運
三通,三通
徽州,徽州・(安徽省)
本溪路站,本渓路駅
愛州,愛州
中国飞龙专业航空,中国飛龍専業航空
中國通信服務股份有限公司,中国通信服務
宝杨路站,宝楊路駅
海心沙·(天河区),海心沙島・(天河区)
淮海中路,淮海路・(上海)
赤峰路站,赤峰路駅
银川河东国际机场,銀川河東国際空港
卫河,衛河
延安西路站·(上海市),延安西路駅
參合陂之戰,参合陂の戦い
建国门·(北京),建国門
二沙島,二沙島
五女山城,五女山
曲阜师范大学,曲阜師範大学
上海当代艺术馆,上海当代芸術館
周恩来邓颖超纪念馆,周恩来鄧穎超紀念館
呼和浩特体育场,フフホト体育場
塔院寺,塔院寺
白马乡·(西昌市),白馬郷・(西昌市)
中日韩自由贸易区,日中韓自由貿易協定
白马乡·(华池县),白馬郷・(華池県)
梅集铁路,梅集線
美童公学,上海アメリカンスクール
飛瀨,飛瀬
武林传奇,Legend・Fighting・Championship
沖北岩,沖の北岩
辽宁工业大学,遼寧工業大学
仁慈堂大樓,仁慈堂大楼
郴州西站,郴州西駅
新疆维吾尔自治区博物馆,新疆ウイグル自治区博物館
恩阳区,恩陽区
中国—不丹关系,中国とブータンの関係
芳村区,芳村区
郭公庄站,郭公荘駅
鼓楼站·(天津市),鼓楼駅・(天津市)
