Maryse Bastié,마리즈 바스티에
Henri Alekan,앙리 아르캉
Philippe Nauche,필리프 노슈
Maxence Fermine,막상스 페르민
François Bruhat,프랑수아 브뤼아
Roland de La Poype,롤랑 드라폴리프
Frédéric Weis,프레데리크 바이스
Christian Bourquin,크리스티앙 부르캥
Jules Mathé,쥘 마테
Pierre Blanchar,피에르 블랑샤르
Thérèse de France,프랑스 공주 테레즈
Richard Berry,리샤르 베리
Cyprien Katsaris,시프리앙 카차리스
Roger Godement,로제 고드망
Cédric Anger,세드릭 앙제
Cédric Burdet,세드리크 뷔르데
Éleuthère Mascart,엘뢰테르 마스카르
Jean-Louis Verdier,장루이 베르디에
Roger Karoutchi,로제 카루치
Huang Yong Ping,황융핑
Michel Destot,미셸 데스토
Valérie Damidot,발레리 다미도
Céline Sallette,셀린 살레트
Cédric Paty,세드리크 파티
Lalaina Nomenjanahary,랄라이나 노메자나하리
Alexis Chauvet,샤를알렉시 쇼베
Pierre-Max Dubois,피에르 막스 뒤부아
Sacha Sosno,사샤 소스노
Rémy Riou,레미 리우
Philippe Gaubert,필리프 고베르
Mehdi Abeid,메디 아베이드
Louis de France,도팽 루이
Gérard Larcher,제라르 라르셰
Cédric Kahn,세드리크 칸
Jules Ferry,쥘 페리
Évariste de Parny,에바리스트 드 파르니
Jacques Fieschi,자크 피에쉬
Stéphane Le Foll,스테판 르폴
Pierre Lhomme,피에르 롬
Józef Czapski,유제프 찹스키
Gérard Souzay,제라르 수제
Guillaume IV de Toulouse,기욤 4세 드 툴루즈 백작
Charles-Augustin Sainte-Beuve,샤를 오귀스탱 생트뵈브
Franck Piccard,프랑크 피카르
Raynald Denoueix,레날 드누에
Charles Angrand,샤를 앙그랑
Cédric Bakambu,세드리크 바캄부
Nguyễn Văn Thinh,응우옌반틴
Raymond Gallois-Montbrun,레몽 갈루아몽브룅
Alfred Bruneau,알프레드 브뤼노
René Daumal,르네 도말
Henry Becque,앙리 베크
Vincent Peillon,뱅상 페용
Adolphe Joseph Thomas Monticelli,아돌프 조제프 토마 몽티셀리
Nicolas Grimal,니콜라 그리말
Romain Alessandrini,로메인 알레산드리니
Patrick Blossier,파트리크 블로시에
Joël Pommerat,조엘 폼라
Philippe Le Guay,필립 르 게이
Charles Dédéyan,찰스 데데얀
Jean-Pierre Kalfon,장 피에르 칼폰
René Lorin,르네 로랭
Patrice Garande,파트리스 가랑드
Fabrice Soulier,파브리스 술리에
Jean Baptiste Antoine Suard,장바티스트앙투안 쉬아르
Jules Danbé,쥘 당베
Louis Viannet,루이 비아네
Annie Ernaux,아니 에르노
Laurent Imbert,로랑조제프마리위스 앵베르
Sophie de France,프랑스 공주 소피
Michel Ancel,미셸 앙셀
Florian Maurice,플로리앙 모리스
Guillaume Tirel,기욤 티렐
Jean Ribault,장 리보
Charles II d'Albret,샤를 2세 달브레
Charles II d'Amboise de Chaumont,샤를 2세 당부아즈
Charles-Irénée Castel de Saint-Pierre,아베 드 생피에르
Yves Beneyton,예브 베네이통
Gaston Lenôtre,가스통 르노트르
Laurent Lucas,로랑 뤼카스
Paul Paray,폴 파레
Steeve Yago,스티브 야고
Christophe Cavard,크리스토프 카바르
Gérald Passi,제랄드 파씨
Charles Dubois,샤를 뒤부아
Albert Rust,알베르 뤼스
Lucien-Louis Bonaparte,뤼시엥 루이 조제프 나폴레옹 보나파르트
Charles Delaunay,샤를 들로네
Philippe Besson,필리프 베송
Jean-Jacques Nattiez,장자크 나티에
Frédéric Gorny,프레데리크 고르니
Xavier Marmier,그자비에 마르미에
Jean-Christophe Simond,장크리스토프 시몽
Jean Martin,장 마르탱
Louis Visconti,루이 비스콩티
Gilles de Robien,질 드로비앵
Henri Génès,앙리 제네스
Daniel Ducruet,다니엘 듀크루엣
Lionel Nallet,리오넬 날레
Jacques Faty,쟈크 파티
Xavier Gens,그자비에 장스
Jean-Philippe Fleurian,장필리프 플뢰리앙
Charles Matton,샤를 마통
Charles Lamoureux,샤를 라무뢰
Louis-Vincent Thomas,루이뱅상 토마
Philippe Nahon,필립 나혼
Maryan Wisniewski,마량 위스니에스키
Noël Mamère,노엘 마메르
Oscar Temaru,오스카르 테마루
Henri Capitant,앙리 카피탕
Bastien Dubois,바스티앵 뒤부아
Charles de Gaulle,샤를 드골
Charles de Gontaut-Biron,비론 공작 샤를 드 곤트
Darry Cowl,대리 코울
Charles Étienne Brasseur de Bourbourg,샤를 에티엔 브라쇠르 드 부르부르
Jean Cassou,장 카수
Maurice Ronet,모리스 로네
Charles Philipon,샤를 필리퐁
Paul Chabas,폴 에밀 샤바
Yvon Le Roux,이봉 르 루
Jean Eustache,장 외스타슈
Nicolas Jenson,니콜라 장송
Bruno Martini,브뤼노 마르티니
Niels Schneider,닐스 슈네데르
René Guissart,르네 기사르
Gaston Billotte,가스통 비요트
David Benyamine,다비드 베니아민
David Chassé,다비드 헨드리크 샤세
David Charvet,다비드 샤르베
Roger Vitrac,로제 비트라크
Esther Benbassa,에스테르 벤바사
Fernand Meyssonnier,페르난도 메이소니나
David Michel,데이빗 미셸
Jean Cabannes,장 카반
Siméon-François Berneux,시메옹프랑수아 베르뇌
Naji Hakim,나지 하킴
Maurice Lafont,모리스 라퐁
Daniel Halévy,다니엘 알레비
Haider Ackermann,하이더 아커만
Daniel Prévost,데니에르 프레보스트
Jean-Cyril Spinetta,장시릴 스피네타
Edmond Delfour,에드몽 델푸르
Ferdinand Carré,페르디낭 카레
Henri Ponsot,앙리 퐁소
Richard Morris Hunt,리처드 모리스 헌트
Thierry Lincou,티에리 랭쿠
Cino Del Duca,치노 델두카
Edmond Abelé,에드몽 아블레
Marco Enríquez-Ominami,마르코 엔리케스오미나미
Jean-Pierre Amat,장피에르 아마
Pierre-André Taguieff,피에르앙드레 타기에프
Georges Pitoëff,조르주 피토에프
Bernard,베른하르트
Demba Touré,뎀바 투레
Louis Nicolas Victor de Félix d'Ollières,루이 니콜라 빅토르 드 펠릭스 드 오리에르
Bruno Putzulu,브루노 푸트줄루
Jean-Claude Mézières,장클로드 메지에레
Georges Wolinski,조르주 볼린스키
François Heutte,프랑수아 외트
Paul Sauvage,폴 소바주
Jaque Catelain,자크 카틀렝
François Georges Auguste Dauverné,프랑수아 도베르네
Claude Mazauric,클로드 마조리크
Rainald von Broyes,기사 르노
Nicolas Duvauchelle,니콜라 뒤보셸
Denis Ménochet,데니스 메노쳇
Lucien Lambert,뤼시앵 랑베르
Victoire de France,프랑스 공주 빅투아르
Jean-Joseph Benjamin-Constant,장조제프 뱅자맹콩스탕
Pierre Fauchard,피에르 포샤르
Stéphane Moucha,스테판 무카
Denis Podalydès,드니 포달리데스
Georges Thierry d'Argenlieu,조르주 티에리 다르장리외
Denise François-Geiger,드니즈 프랑수아제제르
Sébastien Faure,세바스티앙 포르
Olivier Veigneau,올리비에 베뇨
Mustapha Yatabaré,무스타파 야타바리
Christian Marquand,크리스티앙 마르캉
Christian Manon,크리스티앙 마농
Bruno Dumont,브뤼노 뒤몽
Fortuné du Boisgobey,포르튀네 뒤 부아고베
Jean-Pierre Dionnet,장피에르 디오네
Raël,클로드 보리롱
Denis Lavant,드니 라방
Pierre-François-Xavier de Charlevoix,피에르프랑수아그자비에 드 샤를부아
Joseph Ducreux,조제프 뒤크뢰
Mac Tyer,맥 타이어
Sébastien Corchia,세바스티앙 코르치아
Gilbert de Montpensier,질베르 드 몽팡시에
Nikolai Fraiture,니콜라이 프레이처
Léon Duguit,레옹 뒤귀
Philippe Descola,필리프 데스콜라
Jean Casadesus,장 카자드쥐
Pierre Raffin,피에르 라팽
René Petit,르네 프티
Henri de Castries,앙리 드카스트르
Gérard Schivardi,제라르 시바르디
Robert Pandraud,로베르 팡드로
Christophe Borbiconi,크리스토프 보르비코니
Pierre Gaultier de Varennes et de La Vérendrye,피에르 고티에 드 바렌
Gilles Chabrier,질 샤브리에
Vincent Courtillot,뱅상 쿠르티요
Didier Bourdon,디디에 부르동
Christine de France,프랑스의 마리아 크리스티나
Christophe Kempé,크리스토프 캉페
Charles Percier,샤를 페르시에
Aurélien Lugné-Poe,오렐리앙 뤼네 포
Henri Casadesus,앙리 카자드쥐
Christophe Rinero,크리스토프 리네로
Germain Boffrand,제르맹 보프랑
Sébastien Flute,세바스티앵 플뤼트
Ludmilla Pitoëff,루드밀라 피토에프
Christophe Jaffrelot,크리스토프 자프렐로
Catulle Mendès,카튈 멘데스
Samuel Benchetrit,사무엘 벤체트리트
Massadio Haïdara,마사디오 아이다라
Diafra Sakho,디아프라 사코
Didier Diderot,디디에 디드로
Didier Daeninckx,디디에 다냉크스
Didier Sornette,디디에 소네트 (Didier Sornette)
Désiré Barodet,데지레 바로데
Octave Feuillet,옥타브 푀예
Michel Delpech,미셸 델페치
Louis II de La Trémoille,루이 2세 드 라 트레무아유
Anne-Élisabeth de France,프랑스 공주 안 엘리자베트
René Dedieu,르네 드디외
Pierre Hadot,피에르 아도
Philippine Leroy-Beaulieu,필리핀 르루아볼리외
Albert Gaudry,알베르 고드리
Pierre Gaspard-Huit,피에르 가스파르위
Claude Bartolone,클로드 바르톨론
Claude Bernard,Claude Bernard
Camille Doucet,카미유 두세
Robert Combas,로베르 콩바스
Serge Latouche,세르주 라투슈
Martial Solal,마르시알 솔랄
Romain Amalfitano,로맹 아말피타노
Samba Diakité,삼바 디아키테
Alain-Philippe Malagnac,알랭필리프 말라냐크
Gabriel de Guilleragues,가브리엘 드 기유라그
Léonard Victor Charner,레오나르 샤르네르
Jean-Pierre Ponnelle,장피에르 폰넬
Maurice de Germiny,모리스 드제르미니
Laurent Fressinet,로랑 프레시네
Jordy,조르디
Xavier Beauvois,그자비에 보브와
Jean-Michel di Falco,장미셸 디팔코
François-Auguste Biard,프랑수아오귀스트 비아르
Claude Chabauty,클로드 샤보티
Jean Raspail,장 라스파유
Geneviève Cluny,준비에브 클뤼니
Patrick Devedjian,파트리크 드베지앙
Ishak Belfodil,이사크 벨포딜
Sami Frey,사미 프레이
Pierre-Henri Hugoniot,피에르앙리 위고니오
Paul Meurisse,폴 뫼리스
Jacques Bouveresse,자크 부브레스
Claude Lancelot,클로드 랑슬로
Raoul Diagne,라울 디아뉴
Jules Barthélemy-Saint-Hilaire,쥘 바르텔미생틸레르
Delvin Ndinga,델뱅 은딩가
Fabien Gilot,파비앵 질로
Jean-Paul Bertrand-Demanes,장폴 베르트랑드만
Francis Huster,프란시스 허스터
Hugues de Rouen,후고 (루앙 주교)
Dominique Sourdel,도미니크 수르델
Damia,마리 루이즈 다미앙
Dominique Colonna,도미니크 콜로나
Claude Dauphin,클로드 도팽
Pascal Lainé,빠스깔 레네
Jonathan Lacourt,조나탕 라쿠르
Jérôme Golmard,제롬 골마르
Josselin Ouanna,조슬랭 우아나
Fernand Pelloutier,페르낭 펠루티에
Lew Kowarski,루 코바르스키
Guillaume Raoux,기욤 라우
Maurice Nadeau,모리스 나다 우
Louis Mermaz,루이 메르마즈
Henri Vilbert,앙리 빌베르
Louis-Nicolas Cabat,루이니콜라 카바
Samson François,상송 프랑수아
Claude-Louis Mathieu,클로드루이 마티외
Noël Coypel,노엘 쿠아펠
Jean-Marie Souriau,장마리 수리오
Jean Prodromidès,장 프로드로미데스
Claude Rich,클로드 리치
Patrick Ollier,파트리크 올리에
Roland Dyens,롤랑 디앙스
Maurice Sand,모리스 상드
René Le Hénaff,르네 르에나프
Albert Mayaud,알베르 마요
Ernest Labrousse,에르네스트 라브루스
Philippe Lacoue-Labarthe,필리프 라쿠라바르트
Claude Papi,클로드 파피
Pierre Bayard,피에르 바야르
Nicolas Faret,니콜라 파레
Vincent Guérin,뱅상 게랭
Jean-Marie Bastien-Thiry,장 바스티앙티리
Pierre Robert Olivétan,피에르 로베르 올리베탕
Jean-François Domergue,장프랑수아 도메르게
Pierre Carrier-Belleuse,피에르 카리에벨뢰즈
Paul Jamin,폴 자맹
Alexandre Balthazar Laurent Grimod de La Reynière,알렉상드르 발타자르 로랑 그리모 드 라레니에르
Clément Turpin,클레망 튀르팽
Neal Maupay,닐 모페이
Bernard Pivot,베르나르 피보
Sylvie Andrieux,실비 앙드리외
Matthieu Valverde,마티외 발베르드
Cécile Cassel,세실 카셀
Pierre Lazareff,피에르 라자레프
Stéphane Noro,스테판 노로
Noël Nicolas Coypel,노엘니콜라 쿠아펠
Jean-Auguste Margueritte,장오귀스트 마르그리트
Neeskens Kebano,네스켄스 케바노
Louis de Bourbon,수아송 공작 루이
Patrick Cubaynes,파트리크 퀴벤
Henri d'Arbois de Jubainville,앙리 다르부아 드 쥐뱅빌
Vincent Moon,Vincent Moon
Edmond Locard,에드몽 로카르
Jean-Jacques Marcel,장자크 마르셀
Clémentine Poidatz,클레망틴 푸아다츠
Auguste-Léopold Protet,오귀스트 레오폴드 프로테
Jérôme Lindon,제롬 랭동
Edmond Richard,에드몬드 리차드
Steve Missillier,스티브 미실리에
Vincent Gragnic,뱅상 그라니크
Édouard Fritch,에두아르 프리슈
Pierre Bernard,피에르 베르나르
Rosmah Mansor,로스마흐 만소르
Philippe Houvion,필리프 우비옹
Paula Jacques,폴 자크
Alain Decaux,알랭 드코
Sigrid Agren,시그리드 아그렌
Tomer Sisley,토머 시슬리
Louis-Antoine de Poirot,루이 앙투안 드 푸와로
Charlotte Kady,샬롯 카디
Jacques d'Armagnac,자크 다르마냐크
Pierre Moinot,피에르 무아노
Olivier Megaton,올리비에 메가통
François Deguelt,프랑소와 드겔트
Jean-Louis Fournier,장루이 푸르니에
Moïse Amyraut,모세 아미라우트
Louis Hostin,루이스 호스틴
Maurice Hauriou,모리스 오리우
Henri Nallet,앙리 날레
Bertrand Visage,베르트랑 비사주
Eugénie Blanchard,외제니 블랑샤르
Stéphane Heulot,스테판 욀로
Jean Becker,장 베케르
Alban Préaubert,알방 프레오베르
Doc Gynéco,닥 지네코
Jules de Goncourt,쥘 드 공쿠르
Ludovic-Oscar Frossard,뤼도비크오스카르 프로사르
Luc Merenda,뤽 메렌다
Frédéric Blanc,프레데리크 블랑
Jean-François Larios,장프랑수아 라리오
Armand Peugeot,아르망 푸조
Emmanuelle Coubat,에마뉘엘 쿠바
Christian Noyer,크리스티앙 누아예
Roger Courtois,로제 쿠르투아
Marc Lambron,마르크 랑브롱
Albert Hassler,알베르트 하슬러
Lucien Cossou,뤼시앵 코수
Gennaro Bracigliano,젠나로 브라칠리아노
Dominique Dropsy,도미니크 드로프시
Frédéric Thoraval,프레데리크 토라발
Marcel Chevalier,마르셀 슈발리에
Guillaume Bautru,기욤 보트뤼
Bernard Émié,베르나르 에미에
Frédéric Fontang,프레데리크 퐁탕
Henri de Laborde de Monpezat,덴마크 여왕 부군 헨리크
Alain Masudi,알랭 마수디
Fabrice Henry,파브리스 앙리
Frédéric Lenoir,프레데리크 르누아르
Emmanuel Breuillard,에마뉘엘 브뢰야르
Frédéric Lodéon,프레데리크 로데옹
Dominique Bathenay,도미니크 바테네
Dominique Baratelli,도미니크 바라텔리
Robert Siatka,로베르 시아카
Narcisse Girard,나르시스 지라르
Marcel Bozzuffi,마르셀 보즐피
Hippolyte Girardot,이폴리트 지라르도
Hippolyte Simon,이폴리트 시몽
Gilles Sunu,질 수누
Dominique Chauvelier,도미니크 쇼블리에
Stéphane Pétilleau,스테판 페틸로
Philippe Torreton,필립 토레톤
Emmanuel Roblès,에마뉘엘 로블레스
Stéphane Fontaine,스테판 퐁텐
Dominique Baudis,도미니크 보디
Marcel Ichac,마르셀 이샤크
Sophie Morel,소피 모렐
Michel Leblond,미셸 르블롱
Hippolyte Lucas,이폴리트 뤼카
Fabio Conversi,파비오 컨버시
Pascal Nouma,파스칼 누마
Angelo Rinaldi,앙젤로 리날디
Michel Tognini,미셸 토니니
Louis Auriacombe,루이 오리아콩브
Jean Rolin,장 롤랭
Félix Cazot,펠릭스 카조
Jean Mamy,장 마미
Félix Fourdrain,펠릭스 푸르드랭
Enzo Lefort,앙조 르포르
Dominique Jamet,도미니크 자메
Jean IV d'Armagnac,장 4세 다르마냐크
Melvil Poupaud,멜빌 푸포
Emmanuel Trélat,에마뉘엘 트렐라
Olivier Rolin,올리비에 롤랭
Félix Ravaisson,펠릭스 라베송몰리앵
Claude Ollier,클로드 올리에
Nathaniel Méchaly,나타니엘 메샬리
Alexandre Bouzaid,알렉상드르 부자이드
Erwann Le Péchoux,에르완 르 페슈
Roland Dorgelès,롤랑 도르줄레스
Maurice Rheims,모리스 림스
Gérard Laumon,제라르 로몽
Daniel Leclercq,다니엘 르클레르크
François de La Rocque,프랑수아 드 라로크
Nicolas Jalabert,니콜라 잘라베르
Hugo Becker,위고 베케르
Marius,마리우스 퐁메르시
Pierre Bernac,피에르 베르낙
Ériq Ebouaney,에릭 전부아네이
Victor Sintès,빅토르 생테
François Nourissier,프랑수아 누리시에
Jacques de Bourbon Busset,자크 드 부르봉뷔세
Gabriel Richard,가브리엘 리샤르
Isaac de Bankolé,이자크 드 방콜레
Gaston Arman de Caillavet,가스통 아르망 드 카야베
Lazare de Baïf,라자르 드 바이프
Guillaume Rippert,기욤 리페르
Gérard Defois,제라르 드푸아
Théophile Aube,테오필 오브
Hyacinthe Jadin,이아생트 자댕
Oleg Cassini,올렉 카시니
Jean-Charles de Castelbajac,장 샤를르 드 카스텔바작
Gaston Chaissac,가스통 셰사크
Gaston Dupouy,가스통 뒤푸이
Jean-Jacques Lefranc de Pompignan,퐁피냥 후작 장자크 르프랑
Hector-Irénée Sevin,엑토르 세뱅
Pierre de Bérulle,피에르 드 베륄
Alexandre Renard,알렉상드르 르나르
Jean-Baptiste Eblé,장 밥티스트 에브레
Louis-Joseph Maurin,루이조제프 모랭
Alphonse de Neuville,알퐁스 드 뇌빌
Léon Zitrone,레옹 지트론
Stanislas Merhar,스타니슬라스 메라르
Alain Vidalies,알랭 비달리스
Hervé Alicarte,에르베 알리카르트
Paul Meyer,폴 메예르
Philippe Katerine,필리프 카트린
Pierre Guffroy,피에르 귀프루아
Richard de Saint-Victor,생빅토르의 리샤르
Amandine Hesse,아망딘 에스
Jean François-Poncet,장 프랑수아퐁세
Stéphane Pignol,스테판 피뇰
Pascal Roland,파스칼 롤랑
Mathieu de Montmorency-Laval,마티외 드 몽모랑시
Jean-Jacques Schuhl,진 - 자크 쉬울
Yvon Douis,이봉 두이
Véronique Trinquet,베로니크 트링케
Paul Tapponnier,폴 타포니에
