党委书记,당 서기
秦城监狱,친청 감옥
商水县,상수이현
马村区,마춘구
华龙区,화룽구
文峰区,원펑구
林甸县,린뎬현
茄子河区,체쯔허구
江都区,장두 시
闻喜县,원시현
澳門半島,마카오반도
三门县,싼먼현
封丘县,펑추현
商城县,상청현
吉利区,지리구
禹城市,위청시
兰考县,란카오현
通许县,퉁쉬현
杞县,치현
南湖区,난후구
宁海县,닝하이현
越城区,웨청구
普陀区,푸퉈구
嵊泗县,성쓰현
衢江区,취장구
宁江区,닝장구
香港科技大學,홍콩 과학 기술 대학
抚远市,푸위안시
OPPO,오포 일렉트로닉스
鹤山区,허산구
221国道,국도 제221호선
昆明航空,쿤밍 항공
张江有轨电车,장장 노면전차
洛宁县,뤄닝현
洛龙区,뤄룽구
夏邑县,샤이현
召陵区,사오링구
江干区,장간구
西安城墙,시안성벽
武安市,우안시
颍东区,잉둥구
灵宝市,링바오시
南港島綫,남공도선
台前县,타이첸현
石龙区,스룽구
陕州区,산 현
卫东区,웨이둥구
曹杨路站,차오양루역
内黄县,네이황현
黄石港区,황스강구
凤泉区,펑취안구
修武县,슈우현
柴灣站,차이완역
大上海時代廣場,대상해시대광장
迪士尼站,디즈니 역
湖里区,후리구
缙云县,진윈현
磐安县,판안현
祁门县,치먼현
西辽河,시랴오허
平舆县,핑위현
温县,원현
原阳县,위안양현
田家庵区,톈자안구
庐江县,루장현
涡阳县,궈양현
天一阁,천일각
洮北区,타오베이구
兴城市,싱청시
欧洲E012公路,유럽 고속도로 012호선
上川岛,상촨섬
海马汽车,하이마 오토모빌
中华人民共和国文化部,중화인민공화국 문화부
比亚迪,비야디
嵩县,쑹현
牧野区,무예구
林州市,린저우시
新县,신현
郾城区,옌청구
山阳区,산양구
宛城区,완청구
民权县,민취안현
郏县,자현
伊川县,이촨현
美的集團,메이디그룹
青洲,칭자우섬
坪洲,펭자우섬
向家坝镇,시앙지바
响堂山石窟,샹탕산 석굴
南坳,남요
迎泽区,잉쩌구
元氏县,위안스현
晋源区,진위안구
長崎國旗事件,나가사키 국기 사건
逊克县,쉰커현
桃山区,타오산구
建平县,젠핑현
建昌县,젠창현
罗山县,뤄산현
浉河区,스허구
潢川县,황촨현
浚县,쉰현
桦南县,화난현
林口县,린커우현
句容市,쥐룽시
五河县,우허현
固镇县,구전현
禹会区,위후이구
兴业银行,중국흥업은행
永利澳門,윈 마카오
锦江乐园站,진장러위엔 역
中华人民共和国卫生部,중화인민공화국 위생부
西工区,시궁구
汝阳县,루양현
新安县,신안현
宜阳县,이양현
梁园区,량위안구
西华县,시화현
社旗县,서치현
孟州市,멍저우시
经开体育场,창춘 경제개발구 스타디움
无锡地铁,우시 지하철
香港站,홍콩역
九龍站,가우룽역
銅鑼灣站,퉁루오완 역
西營盤站,사이잉푼역
屯門站,툰멘 역
象山县,샹산현
秀洲区,슈저우구
南浔区,난쉰구
武陟县,우즈현
临颍县,린잉현
灵璧县,링비현
建安区,젠안구
合肥新桥国际机场,허페이 신차오 국제공항
吉林大学,지린 대학
上海大众汽车,상하이 폭스바겐
修水县,슈수이현
宿松县,쑤쑹현
彭泽县,펑쩌현
雲操作系統,AliOS
渑池县,몐츠현
荆州区,징저우구
卧龙区,워룽구
睢县,쑤이현
中国足球协会超级杯,중국 FA 슈퍼컵
长春站,창춘역
遂昌县,쑤이창현
云和县,윈허현
婺城区,우청구
涡扇-15,WS-15
桑耶寺,삼예사
阿尔巴津人,알바진인
北京广播电视台,베이징 텔레비전
阿力麻里,알말리크
馬鞍山,마온산
奧運站,올림픽역
鄢陵县,옌링현
睢阳区,쑤이양구
襄城县,샹청현
范县,판현
公安县,궁안현
房县,팡현
淮阳区,화이양현
息县,시현
天台县,톈타이현
永定区,융딩현
乐平市,러핑시
淇滨区,치빈구
沈丘县,선추현
新华区,신화구
龙安区,룽안구
赣县区,간셴구
莲花县,롄화현
怀宁县,화이닝현
莲都区,롄두구
金东区,진둥구
浦江县,푸장현
明光市,밍광시
埇桥区,융차오구
柯桥区,사오싱 현
香港西九龍站,홍콩 서 구룡 기차역
中国环球电视网法语频道,CGTN 프랑스어
中国－瑞典关系,스웨덴-중화인민공화국 관계
中国－俄罗斯边界,러시아-중화인민공화국 국경
中国中央电视台社会与法频道,CCTV-12
北京交响乐团,베이징 교향악단
香港摩天大樓,홍콩 초고층 건물 목록
峨眉山市,어메이산시
贵溪市,구이시시
依波路足球隊,해봉
西灣國殤紀念墳場,사이완 전쟁묘지
媽閣廟,아마 사원
天津航空,Tianjin Airlines
金山软件,킹소프트
清裕陵,유릉
齐北铁路,치베이 선
中国环球电视网西班牙语频道,CGTN 스페인어
柴桑区,차이쌍구
孟津区,멍진구
黎川县,리촨현
玉山县,위산현
英山县,잉산현
新宁县,신닝현
南岳区,난웨구
东宝区,둥바오구
青岛地铁,칭다오 지하철
芒市镇,망
中山公園,중산 공원
铜鼓县,퉁구현
芦溪县,루시현
湖口县,후커우현
西塞山区,시싸이산구
西平县,시핑현
平桥区,핑차오구
浔阳区,쉰양구
宁陵县,닝링현
旅顺监狱旧址,뤼순 감옥
上海外国语大学,상하이 외국어대학
永城市,융청시
遂平县,쑤이핑현
新蔡县,신차이현
西陵区,시링구
鹿邑县,루이현
光山县,광산현
太湖县,타이후현
余江区,위장현
渝水区,위수이구
浮梁县,푸량현
石城县,스청현
月湖区,웨후구
贵池区,구이츠구
南康区,난캉 시
中华庙宇,사원
中华人民共和国最高人民检察院,중화인민공화국 최고인민검찰원
双港镇,쌍항 진
愉景灣,디스커버리 베이
上蔡县,상차이현
茅箭区,마오젠구
远安县,위안안현
中国航空工业集团有限公司,중국항공공업집단공사
863计划,863 계획
上海轨道交通11号线,상하이 지하철 11호선
东经85度线,동경 85도
东经115度线,동경 115도
东经95度线,동경 95도
中国石油化工集团有限公司,중국석유화공집단공사
九校联盟,구교연맹
四川卧龙国家级自然保护区,워룽 자연 보호구
力帆汽车,리판 그룹
中华人民共和国外交部部长,중화인민공화국 외교부장
奉新县,펑신현
自治县,자치현
丰庄站,펑좡역
东经105度线,동경 105도
东经75度线,동경 75도
中国人民解放军战区,전구
获嘉县,훠자현
内乡县,네이샹현
驿城区,이청구
南召县,난자오현
网络警察,인터넷 경찰
青羊宫,청양궁
扶沟县,푸거우현
铁山区,톄산구
唐河县,탕허현
咸安区,셴안구
郧阳区,윈 현
天元区,톈위안구
秦淮区,친화이구
天心区,톈신구
洪山区,훙산구
硚口区,차오커우구
江岸区,장안구
天桥区,톈차오구
襄州区,샹저우구
华容区,화룽구
掇刀区,둬다오구
夷陵区,이링구
山城区,산청구
卢氏县,루스현
栾川县,롼촨현
舞阳县,우양현
谷城县,구청현
云梦县,윈멍현
鹤峰县,허펑현
江夏区,장샤구
历城区,리청구
新洲区,신저우구
濂溪区,루산 구
红安县,훙안현
名門世家加義,윈저 아크 카 이
北緯31度線,북위 31도
北緯21度線,북위 21도
北緯22度線,북위 22도
北緯43度線,북위 43도
玉龙雪山,옥룡설산
青衣島,칭이섬
京基100,징지100
清福陵,복릉
中國湖泊列表,중국의 호수 목록
夸父计划,과부 계획
西夏语,서하어
將軍澳,정관오
通道侗族自治县,퉁다오 둥족 자치현
惠城区,후이청구
沅陵县,위안링현
颱風溫黛,태풍 완다
彌敦道,네이선 로드
媒體素養,미디어 리터러시
湘东区,샹둥구
岳西县,웨시현
廈門話,샤먼어
上海轨道交通7号线,상하이 지하철 7호선
乌江,오강
中国共产党中央委员会主席,중국공산당 중앙위원회 주석
中国中央电视台电视剧频道,CCTV-8
电影频道,CCTV-6
大連國際貿易中心,다롄 국제무역센터
京广铁路,징광 철로
外环路站,와이환루역
沈丹客运专线,선단 고속철도
上海马戏城站,상하이마시청역
共富新村站,궁푸신춘역
宜城市,이청시
宣恩县,쉬안언현
团风县,퇀펑현
陕西南路站,산시난루 역
北緯52度線,북위 52도
彭浦新村站,펭푸신춘 역
管城回族区,관청 후이족구
高淳区,가오춘구
新密市,신미시
友誼關,우의관
瀘江,로강
梁子湖区,량쯔후구
点军区,뎬준구
五峰土家族自治县,우펑 투자족 자치현
伍家岗区,우자강구
汉川市,한촨시
晋安区,진안구
平阴县,핑인현
孝南区,샤오난구
南漳县,난장현
猇亭区,샤오팅구
二七区,얼치구
乡,향
秀屿区,슈위구
永春县,융춘현
邵阳县,사오양현
中国中央电视台科教频道,CCTV-10
五丈原,우장위안
北緯23度線,북위 23도
怀集县,화이지현
永顺县,융순현
叙永县,쉬융현
約翰威立,존 와일리 & 선즈
大帽山,타이모산
呼玛县,후마현
海阳市,하이양시
西林区,시린구
罗田县,뤄톈현
蕲春县,치춘현
京山市,징산 현
孝昌县,샤오창현
衡南县,헝난현
武平县,우핑현
衡东县,헝둥현
南靖县,난징현
峡江县,샤장현
龙南市,룽난현
遂川县,쑤이촨현
中华人民共和国宗教,중국의 종교
粉嶺,판링
八姓入闽,팔성입민
石鼓区,스구구
暨南大学,지난 대학
合肥轨道交通,허페이 지하철
贵阳轨道交通,구이양 궤도교통
哈尔滨地铁,하얼빈 지하철
西宁曹家堡机场,시닝 차오자바오 공항
亞洲公路4號線,아시안 하이웨이 4호선
九段线,남해구단선
新化县,신화현
游仙区,유셴구
澧县,리현
江阳区,장양구
鲁山县,루산현
沂南县,이난현
黄梅县,황메이현
望城区,왕청 현
偃师区,옌스시
巴彦淖尔天吉泰机场,바얀나오얼 톈지타이 공항
中国中央电视台综艺频道,CCTV-3
嘉禾望岗站,쟈허왕강 역
淞发路站,쑹파루역
中国国家女子篮球队,중국 여자 농구 국가대표팀
商河县,상허현
鼓楼区,구러우구
棲霞區,치샤구
鼓楼区,구러우구
双峰县,솽펑현
富顺县,푸순현
会同县,후이퉁현
上海浦东发展银行,상하이푸동발전은행
香港鐵路有限公司,항철공사
石林风景名胜区,윈난스린
银都路站,인두루역
澳門特別行政區行政長官,마카오의 행정장관
四川话,쓰촨어
荔城区,리청구
上杭县,상항현
松溪县,쑹시현
武陵区,우링구
犍为县,첸웨이현
蓝山县,란산현
祁阳市,치양시
弄堂,룽탕
深圳河,선전강
209国道,국도 제209호선
永登县,융덩현
祁东县,치둥현
芦淞区,루쑹구
中山陵,중산릉
桃源县,타오위안현
龙湖区,룽후구
桑植县,쌍즈현
中国中央电视台纪录频道,CCTV-9
临澧县,린리현
临武县,린우현
桂阳县,구이양현
阳东区,양둥 현
丰泽区,펑쩌구
香港天文台,홍콩 천문대
中国兵器工业集团有限公司,노린코
南县,난현
花垣县,화위안현
湘阴县,샹인현
合江县,허장현
井研县,징옌현
辰溪县,천시현
东安县,둥안현
桂东县,구이둥현
赫山区,허산구
江城区,장청구
君山区,쥔산구
蓬江区,펑장구
三元区,싼위안구
雁峰区,옌펑구
涵江区,한장구
汝城县,루청현
五通桥区,우퉁차오구
桃江县,타오장현
葛洲坝水利枢纽,거저우바 댐
中国崛起,중국의 시대
天津地铁9号线,톈진 지하철 9호선
双牌县,솽파이현
新晃侗族自治县,신황 둥족 자치현
青川县,칭촨현
零陵区,링링구
昭化区,위안바 구
源城区,위안청구
渠县,취현
美济礁,미스치프 암초
贡嘎山,궁가산
贵州茅台酒股份有限公司,귀주모태주 (기업)
台山核電站,타이산 원자력 발전소
涪城区,푸청구
威远县,웨이위안현
隆昌市,룽창시
古丈县,구장현
阳西县,양시현
汉寿县,한서우현
石门县,스먼현
茶马古道,차마고도
盐亭县,옌팅현
蓬溪县,펑시현
云城区,윈청구
塔塔尔族,중국 타타르족
商州区,상저우구
新龙县,신룽현
119电话,119
新宁镇,시닝
西藏地方,시짱 지방
坦尾站,탄웨이 역
蕉城区,자오청구
仙游县,셴유현
衡山县,헝산현
天匯,39 콘두잇 로드
香港特別行政區行政長官,홍콩의 행정장관
鹤城区,허청구
新田县,신톈현
武陵源区,우링위안구
中国航天科技集团有限公司,중국항천과기집단공사
叢林巡航,정글 크루즈
扬州,양주
四川大学,쓰촨 대학
狮泉河镇,시크안
实验系列卫星,실험 (인공위성)
中美关系,미국-중화인민공화국 관계
德生,텍선
草桥站,차오차오 역
北京地下城,북경지하성
沙市区,사스구
金寨县,진자이현
叶县,셰 현
嶺南大學,링난 대학
大新華航空,그랜드 차이나 항공
中華人民共和國死刑制度,중화인민공화국의 사형제
灵光塔,영광탑
黃金週 (中國),황금주 (휴일)
兴海县,싱하이현
鲁甸县,루뎬현
同德县,퉁더현
澳門大學,마카오 대학교
铁门关,철문관
雅砻河谷,얄룽 계곡
瓦赫吉尔山口,와흐지르 고개
北京航空航天大学,베이징 항공항천대학
中华人民共和国农业,중화인민공화국의 농업
香港機場核心計劃,홍콩 공항 핵심 프로그램
機場站,공항역
延平区,옌핑구
新罗区,신뤄구
浦城县,푸청현
开福区,카이푸구
嘉禾县,자허현
苏仙区,쑤셴구
兴教寺,흥교사
利州区,리저우구
旺苍县,왕창현
非凡航空,비바 마카오
江海区,장하이구
渭滨区,웨이빈구
三门峡水利枢纽工程,싼먼샤 댐
土尔扈特,투르구트
松潘县,쑹판현
临夏县,린샤현
麒麟区,치린구
北京欢乐谷,베이징 환러구
消防局,마카오 소방국
海思半导体有限公司,하이실리콘
天猫,티몰
法国驻华大使馆,주중국 프랑스 대사관
中央戏剧学院,중앙희극학원
蛇口工业区,서커우
延吉人民体育场,연길 인민 체육장
武氏祠,무씨사
漕宝路站,차오바오루역
中华人民共和国公安部,중화인민공화국 공안부
308国道,국도 제308호선
澳門旅遊塔會展娛樂中心,마카오 타워
兴文县,싱원현
甘孜县,간쯔현
宁洱哈尼族彝族自治县,닝얼 하니족 이족 자치현
香洲区,샹저우구
溆浦县,쉬푸현
新疆独立运动,동투르키스탄 독립운동
天宫二号,톈궁 2호
松山纜車,숭산 란처
朝鲜停战协定,한국휴전협정
成都航空,청두 항공
首都体育馆,베이징 수도 체육관
大三巴牌坊,세인트폴 성당 유적
广汽本田,광치 혼다
扶风县,푸펑현
山丹县,산단현
双江拉祜族佤族布朗族傣族自治县,솽장 라후족 와족 부랑족 다이족 자치현
恒生銀行,항셍은행
204国道,국도 제204호선
平武县,핑우현
仁寿县,런서우현
福泉市,푸취안시
武江区,우장구
剑阁县,젠거현
仁和区,런허구
香港迪士尼樂園酒店,홍콩 디즈니랜드 호텔
