陈定,チンサダ,chén dìng,chinsada
万年寺,マンネンテラ,wàn nián sì,mannentera
中华人民共和国道路交通安全法,チュウカジンミンキョウワコクドウロコウツウアンゼンホウ,zhōng huá rén mín gòng hé guó dào lù jiāo tōng ān quán fǎ,chuukajinminkyouwakokudourokoutsuuanzenhou
佐丹奴,ジョルダーノ,zuǒ dān nú,jorudāno
北京地铁大兴线,ペキンチカテツダイキョウセン,běi jīng dì tiě dà xīng xiàn,pekinchikatetsudaikyousen
晋控煤业,ダイドウタンデン,jìn kòng méi yè,daidoutanden
中车大同电力机车,チュウゴクチュウシャダイドウデンリョクキシャ,zhōng chē dà tóng diàn lì jī chē,chuugokuchuushadaidoudenryokukisha
大兴善寺,ダイコウゼンジ,dà xīng shàn sì,daikouzenji
市政署大楼,ミンセイソウショダイロウ,shì zhèng shǔ dà lóu,minseisoushodairou
艾马克,アイマク,ài mǎ kè,aimaku
玫瑰圣母堂,キヨシドミニコキョウカイ,méi guī shèng mǔ táng,kiyoshidominikokyoukai
乳扇,ルーシャン,rǔ shàn,rūshan
上海动物园,シャンハイドウブツエン,shàng hǎi dòng wù yuán,shanhaidoubutsuen
中朝鸭绿江界河公路大桥,シンカモミドリコウオオハシ,zhōng cháo yā lù jiāng jiè hé gōng lù dà qiáo,shinkamomidorikouoohashi
长惠国际大桥,チョウメグミコクサイオオハシ,cháng huì guó jì dà qiáo,choumegumikokusaioohashi
集安鸭绿江国境铁路大桥,シュウヤスカモミドリコウコッキョウテツドウオオハシ,jí ān yā lù jiāng guó jìng tiě lù dà qiáo,shuuyasukamomidorikoukokkyoutetsudouoohashi
华清池,ハナキヨシチ,huá qīng chí,hanakiyoshichi
沙基惨案,イサゴモトジケン,shā jī cǎn àn,isagomotojiken
高士威道,コウシイドウ,gāo shì wēi dào,koushiidou
东北财经大学出版社,トウホクザイケイダイガクシュッパンシャ,dōng běi cái jīng dà xué chū bǎn shè,touhokuzaikeidaigakushuppansha
中华人民共和国企业破产法,チュウカジンミンキョウワコクハサンホウ,zhōng huá rén mín gòng hé guó qǐ yè pò chǎn fǎ,chuukajinminkyouwakokuhasanhou
长沙学院,チョウイサゴダイガク,cháng shā xué yuàn,chouisagodaigaku
长沙医学院,チョウイサゴイガクイン,cháng shā yī xué yuàn,chouisagoigakuin
长江学者奖励计划,ナガエガクシャショウレイケイカク,cháng jiāng xué zhě jiǎng lì jì huà,nagaegakushashoureikeikaku
宝光寺,タカラヒカリテラ,bǎo guāng sì,takarahikaritera
主席短途奖,チェアマンズスプリントプライズ,zhǔ xí duǎn tú jiǎng,cheamanzusupurintopuraizu
弘法寺,グホウテラ,hóng fǎ sì,guhoutera
任法融,ニンホウトオル,rèn fǎ róng,ninhoutooru
中共中央办公厅警卫局,チュウゴクキョウサントウチュウオウベンオオヤケチョウケイエイキョク,zhōng gòng zhōng yāng bàn gōng tīng jǐng wèi jú,chuugokukyousantouchuuoubenooyakechoukeieikyoku
中华人民共和国国务院总理,コクムインソウリ,zhōng huá rén mín gòng hé guó guó wù yuàn zǒng lǐ,kokumuinsouri
锦江乐园,キンコウラクエン,jǐn jiāng lè yuán,kinkourakuen
保险界功能界别,ホケン,bǎo xiǎn jiè gōng néng jiè bié,hoken
翡翠台,ヒスイダイ,fěi cuì tái,hisuidai
顺丰航空,ジュンユタカコウクウ,shùn fēng háng kōng,junyutakakoukuu
孔庆东辱骂港人事件,アナケイヒガシホンコンジンブジョクジケン,kǒng qìng dōng rǔ mà gǎng rén shì jiàn,anakeihigashihonkonjinbujokujiken
汲水门大桥,キュウスイモンオオハシ,jí shuǐ mén dà qiáo,kyuusuimonoohashi
中国香港圣殿,チュウゴクホンコンシンデン,zhōng guó xiāng gǎng shèng diàn,chuugokuhonkonshinden
香港湿地公园,ホンコンシッチコウエン,xiāng gǎng shī dì gōng yuán,honkonshitchikouen
北京地铁昌平线,ペキンチカテツショウヘイセン,běi jīng dì tiě chāng píng xiàn,pekinchikatetsushouheisen
东风汽车有限公司,コチキシャユウゲンコウシ,dōng fēng qì chē yǒu xiàn gōng sī,kochikishayuugenkoushi
东风本田汽车,コチホンダキシャ,dōng fēng běn tián qì chē,kochihondakisha
东单,ヒガシタン,dōng dān,higashitan
国家会议中心,ペキンコッカカイギセンター,guó jiā huì yì zhōng xīn,pekinkokkakaigisentā
喜灵洲,キレイシュウ,xǐ líng zhōu,kireishuu
金钟,キムカネ,jīn zhōng,kimukane
大良街道,ダイラカイドウ,dà liáng jiē dào,dairakaidou
辽河油田,リョウカワユデン,liáo hé yóu tián,ryoukawayuden
北京市地铁运营有限公司,ペキンシチテツウンエイ,běi jīng shì dì tiě yùn yíng yǒu xiàn gōng sī,pekinshichitetsuunei
北京人民艺术剧院,ペキンジンミンゲイジュツゲキイン,běi jīng rén mín yì shù jù yuàn,pekinjinmingeijutsugekiin
成都体育学院,セイトタイイクガクイン,chéng dū tǐ yù xué yuàn,seitotaiikugakuin
成贵客运专线,シゲルキリョカクセンヨウセン,chéng guì kè yùn zhuān xiàn,shigerukiryokakusenyousen
中国女子排球超级联赛,チュウゴクバレーボールリーグ,zhōng guó nǚ zǐ pái qiú chāo jí lián sài,chuugokubarēbōrurīgu
源深体育中心,シャンハイホトウミナモトフカシタイイクジョウ,yuán shēn tǐ yù zhōng xīn,shanhaihotouminamotofukashitaiikujou
北京现代汽车,ペキンゲンダイ,běi jīng xiàn dài qì chē,pekingendai
北京金融街,ペキンキンユウガイ,běi jīng jīn róng jiē,pekinkinyuugai
屯马线,タムロバセン,tún mǎ xiàn,tamurobasen
辽东学院,リャオトンガクイン,liáo dōng xué yuàn,ryaotongakuin
东湖樱花园,トウコサクラハナゾノ,dōng hú yīng huā yuán,toukosakurahanazono
广佛地铁,ヒロフツチカテツ,guǎng fó dì tiě,hirofutsuchikatetsu
关闸,ボーダーゲート,guān zhá,bōdāgēto
圣老楞佐堂,ヒジリローレンスキョウカイ,shèng lǎo léng zuǒ táng,hijirirōrensukyoukai
北岳庙,キタダケビョウ,běi yuè miào,kitadakebyou
金龙联合汽车,キムリュウキャクシャ,jīn lóng lián hé qì chē,kimuryuukyakusha
上海共青国家森林公园,シャンハイドモアオシンリンコウエン,shàng hǎi gòng qīng guó jiā sēn lín gōng yuán,shanhaidomoaoshinrinkouen
建国忠灵庙,ケンコクチュウレイビョウ,jiàn guó zhōng líng miào,kenkokuchuureibyou
香港超级联赛,ホンコンプレミアリーグ,xiāng gǎng chāo jí lián sài,honkonpuremiarīgu
龙擡头,リュウタイトウ,lóng tái tóu,ryuutaitou
中国运载火箭技术研究院,チュウゴクウンノカセンギジュツケンキュウイン,zhōng guó yùn zài huǒ jiàn jì shù yán jiū yuàn,chuugokuunnokasengijutsukenkyuuin
中国空间技术研究院,チュウゴククウカンギジュツケンキュウイン,zhōng guó kōng jiān jì shù yán jiū yuàn,chuugokukuukangijutsukenkyuuin
交通银行大楼,キュウコウツウギンコウビル,jiāo tōng yín háng dà lóu,kyuukoutsuuginkoubiru
中国足球协会会员协会冠军联赛,チュウゴクサッカーキョウカイカイインキョウカイチャンピオンズリーグ,zhōng guó zú qiú xié huì huì yuán xié huì guàn jūn lián sài,chuugokusakkākyoukaikaiinkyoukaichanpionzurīgu
金陵协和神学院,キムリョウキョウワシンガクイン,jīn líng xié hé shén xué yuàn,kimuryoukyouwashingakuin
中国科学社,チュウゴクカガクシャ,zhōng guó kē xué shè,chuugokukagakusha
中国国家京剧院,チュウゴクコッカキョウゲキイン,zhōng guó guó jiā jīng jù yuàn,chuugokukokkakyougekiin
春运,ハルウン,chūn yùn,haruun
爱州,アイシュウ,ài zhōu,aishuu
中国飞龙专业航空,チュウゴクヒリュウセンギョウコウクウ,zhōng guó fēi lóng zhuān yè háng kōng,chuugokuhiryuusengyoukoukuu
中国通信服务股份有限公司,チュウゴクツウシンフクム,zhōng guó tōng xìn fú wù gǔ fèn yǒu xiàn gōng sī,chuugokutsuushinfukumu
建国门,ケンコクモン,jiàn guó mén,kenkokumon
塔院寺,トウインテラ,tǎ yuàn sì,touintera
飞濑,トビセ,fēi lài,tobise
仁慈堂大楼,ジンジドウダイロウ,rén cí táng dà lóu,jinjidoudairou
中华老字号,チュウカロウジゴウ,zhōng huá lǎo zì hào,chuukaroujigou
大慈恩寺,ダイジオンジ,dà cí ēn sì,daijionji
中移铁通,チュウコクテツドオリ,zhōng yí tiě tōng,chuukokutetsudoori
副阶周匝,モカイ,fù jiē zhōu zā,mokai
中国嘉陵,ヨシミリョウコウギョウ,zhōng guó jiā líng,yoshimiryoukougyou
中船防务,ヒロフネコクサイ,zhōng chuán fáng wù,hirofunekokusai
宝能广州国际体育演艺中心,コウシュウコクサイタイイクエンゲイチュウシン,bǎo néng guǎng zhōu guó jì tǐ yù yǎn yì zhōng xīn,koushuukokusaitaiikuengeichuushin
传祺,トランプチ,chuán qí,toranpuchi
建设型蒸汽机车,チュウゴクコクテツケンセツガタジョウキキカンシャ,jiàn shè xíng zhēng qì jī chē,chuugokukokutetsukensetsugatajoukikikansha
长沙国际金融中心,チョウイサゴコクサイキンユウチュウシン,cháng shā guó jì jīn róng zhōng xīn,chouisagokokusaikinyuuchuushin
贵广客运专线,タカヒロリョカクセンヨウセン,guì guǎng kè yùn zhuān xiàn,takahiroryokakusenyousen
归元寺,キモトゼンテラ,guī yuán sì,kimotozentera
青洲,アオシュウ,qīng zhōu,aoshuu
长昆客运专线,チョウコンリョカクセンヨウセン,cháng kūn kè yùn zhuān xiàn,choukonryokakusenyousen
开封耶稣圣心主教座堂,カイフウイエズスセイシンカテドラル,kāi fēng yē sū shèng xīn zhǔ jiào zuò táng,kaifuuiezususeishinkatedoraru
杭长客运专线,クイチョウリョカクセンヨウセン,háng cháng kè yùn zhuān xiàn,kuichouryokakusenyousen
法雨寺,ホウウテラ,fǎ yǔ sì,houutera
北京地铁房山线,ペキンチカテツボウヤマセン,běi jīng dì tiě fáng shān xiàn,pekinchikatetsubouyamasen
中国女性主义,チュウゴクニオケルフェミニズム,zhōng guó nǚ xìng zhǔ yì,chuugokuniokerufeminizumu
广州大剧院,コウシュウダイゲキイン,guǎng zhōu dà jù yuàn,koushuudaigekiin
红烧肉,ベニヤキニク,hóng shāo ròu,beniyakiniku
凤凰山,ホウオウザン,fèng huáng shān,hououzan
中国疾病预防控制中心,チュウゴクシッペイアズカボウヒカエセイチュウシン,zhōng guó jí bìng yù fáng kòng zhì zhōng xīn,chuugokushippeiazukabouhikaeseichuushin
愤青,イキドオアオ,fèn qīng,ikidooao
兰亭,ランテイ,lán tíng,rantei
常州地铁,ツネシュウチカテツ,cháng zhōu dì tiě,tsuneshuuchikatetsu
净居寺,キヨシキョテラ,jìng jū sì,kiyoshikyotera
纸馅包子虚假新闻事件,ダンボールニクマン,zhǐ xiàn bāo zǐ xū jiǎ xīn wén shì jiàn,danbōrunikuman
抵制日货,ニッポンセイヒンフバイウンドウ,dǐ zhì rì huò,nipponseihinfubaiundou
太和殿,フトカズドノ,tài hé diàn,futokazudono
玉泉山,タマイズミヤマ,yù quán shān,tamaizumiyama
香港珠海学院,タマウミガクイン,xiāng gǎng zhū hǎi xué yuàn,tamaumigakuin
何尊,ナニミコト,hé zūn,nanimikoto
熊猫金币,パンダキンカ,xióng māo jīn bì,pandakinka
扬子大楼,キュウヨウコホケンビル,yáng zǐ dà lóu,kyuuyoukohokenbiru
上海展览中心,シャンハイテンランセンター,shàng hǎi zhǎn lǎn zhōng xīn,shanhaitenransentā
天安基督教堂,テンアンドウ,tiān ān jī dū jiào táng,tenandou
香港经典杯,ホンコンクラシックカップ,xiāng gǎng jīng diǎn bēi,honkonkurashikkukappu
中联重科,チュウレンジュウカ,zhōng lián zhòng kē,chuurenjuuka
清江,キヨエ,qīng jiāng,kiyoe
海南医学院,カイナンイガクイン,hǎi nán yī xué yuàn,kainanigakuin
香港金杯,ホンコンゴールドカップ,xiāng gǎng jīn bēi,honkongōrudokappu
香港国际赛事,ホンコンコクサイキョウソウ,xiāng gǎng guó jì sài shì,honkonkokusaikyousou
小肥羊,ショウコエヒツジ,xiǎo féi yáng,shoukoehitsuji
耶稣圣心主教座堂,シンヨウナンカンテンシュキョウドウ,yē sū shèng xīn zhǔ jiào zuò táng,shinyounankantenshukyoudou
福州船政局,フクシュウセンセイキョク,fú zhōu chuán zhèng jú,fukushuusenseikyoku
欢乐干线,カンラクカンセン,huān lè gàn xiàn,kanrakukansen
马料水,バリョウスイ,mǎ liào shuǐ,baryousui
腌菜,アワサイ,yān cài,awasai
乌溪沙,カラスケイイサゴ,wū xī shā,karasukeiisago
友谊商店,ユウギショウテン,yǒu yì shāng diàn,yuugishouten
恒安国际,ツネヤスコクサイ,héng ān guó jì,tsuneyasukokusai
轩尼诗道,ノキアマシドウ,xuān ní shī dào,nokiamashidou
海康威视,ハイクビジョン,hǎi kāng wēi shì,haikubijon
高街,コウマチ,gāo jiē,koumachi
上海公共交通卡,シャンハイコウキョウコウツウカード,shàng hǎi gōng gòng jiāo tōng kǎ,shanhaikoukyoukoutsuukādo
济南府学文庙,スミミナミフガクブンビョウ,jǐ nán fǔ xué wén miào,sumiminamifugakubunbyou
城巴,シティバス,chéng bā,shitibasu
福建省奥林匹克体育中心,フッケンショウオクリンヒキカツタイイクチュウシン,fú jiàn shěng ào lín pǐ kè tǐ yù zhōng xīn,fukkenshouokurinhikikatsutaiikuchuushin
高旻寺,コウミンテラ,gāo mín sì,koumintera
长城脚下的公社,チョウジョウコミューン,cháng chéng jiǎo xià de gōng shè,choujoukomyūn
香港时间,ホンコンジカン,xiāng gǎng shí jiān,honkonjikan
董事杯,ホンコンスチュワーズカップ,dǒng shì bēi,honkonsuchuwāzukappu
进出口界功能界别,ユシュツニュウギョウ,jìn chū kǒu jiè gōng néng jiè bié,yushutsunyuugyou
上海野生动物园,シャンハイヤセイドウブツエン,shàng hǎi yě shēng dòng wù yuán,shanhaiyaseidoubutsuen
国家食品药品监督管理局,チュウカジンミンキョウワコクコッカショクヒンヤクヒンカントクカンリキョク,guó jiā shí pǐn yào pǐn jiān dū guǎn lǐ jú,chuukajinminkyouwakokukokkashokuhinyakuhinkantokukanrikyoku
中车唐山机车车辆,チュウゴクチュウシャカラヤマキドウキャクシャ,zhōng chē táng shān jī chē chē liàng,chuugokuchuushakarayamakidoukyakusha
大连中山广场近代建筑群,タイレンチュウザンヒロバキンダイケンチクグン,dà lián zhōng shān guǎng chǎng jìn dài jiàn zhù qún,tairenchuuzanhirobakindaikenchikugun
国山碑,フウゼンクニヤマヒ,guó shān bēi,fuuzenkuniyamahi
中华人民共和国移动通讯产业,チュウゴクニオケルケイタイデンワ,zhōng huá rén mín gòng hé guó yí dòng tōng xùn chǎn yè,chuugokuniokerukeitaidenwa
青泥洼桥,アオドロクボキョウ,qīng ní wā qiáo,aodorokubokyou
黑龙江朝鲜语广播,コクリュウコウチョウセンゴホウソウ,hēi lóng jiāng cháo xiān yǔ guǎng bō,kokuryuukouchousengohousou
万福寺,マンプクジ,wàn fú sì,manpukuji
陈良宇事件,シャンハイシシャカイホケンキキンジケン,chén liáng yǔ shì jiàn,shanhaishishakaihokenkikinjiken
鲁迅美术学院,ロジンビジュツガクイン,lǔ xùn měi shù xué yuàn,rojinbijutsugakuin
中国共产党中央委员会对外联络部,チュウゴクキョウサントウチュウオウタイガイレンラクブ,zhōng guó gòng chǎn dǎng zhōng yāng wěi yuán huì duì wài lián luò bù,chuugokukyousantouchuuoutaigairenrakubu
中华人民共和国海关总署,チュウカジンミンキョウワコクウミセキソウショ,zhōng huá rén mín gòng hé guó hǎi guān zǒng shǔ,chuukajinminkyouwakokuumisekisousho
中华人民共和国民法通则,チュウカジンミンキョウワコクミンポウツウソク,zhōng huá rén mín gòng hé guó mín fǎ tōng zé,chuukajinminkyouwakokuminpoutsuusoku
孔府,アナフ,kǒng fǔ,anafu
商周太阳神鸟金饰,タイヨウシントリキンパクカザリ,shāng zhōu tài yáng shén niǎo jīn shì,taiyoushintorikinpakukazari
中国人民解放军陆军勤务学院,チュウゴクジンミンカイホウグンゴツトムコウテイガクイン,zhōng guó rén mín jiě fàng jūn lù jūn qín wù xué yuàn,chuugokujinminkaihougungotsutomukouteigakuin
新华书店,シンハナショテン,xīn huá shū diàn,shinhanashoten
