热比娅·卡德尔,레비야 카디르,rè bǐ yà · kǎ dé ěr,rebiya kadireu
吐赫提·土亚兹,토흐티 툰야즈,tǔ hè tí · tǔ yà zī,toheuti tunyajeu
德穆楚克栋鲁普,데므치그돈로브,dé mù chǔ kè dòng lǔ pǔ,demeucigeudonrobeu
包尔汉·沙希迪,부르한 샤히디,bāo ěr hàn · shā xī dí,bureuhan syahidi
伊力哈木·土赫提,일함 토흐티,yī lì hā mù · tǔ hè tí,ilham toheuti
班禅额尔德尼·确吉杰布,기알첸 노르부,bān chán é ěr dé ní · què jí jié bù,gialcen noreubu
巴音朝鲁,바인차오루,bā yīn cháo lǔ,baincaoru
李旺阳事件,리왕양,lǐ wàng yáng shì jiàn,riwangyang
至善禅师,지선선사,zhì shàn chán shī,jiseonseonsa
洛桑江村,뤄쌍장춘,luò sāng jiāng cūn,rweossangjangcun
徐田龙子,쉬톈룽쯔,xú tián lóng zǐ,swityenrungjjeu
白玛赤林,바이마츠린,bái mǎ chì lín,baimaceurin
孟克巴特尔,멍커바터얼,mèng kè bā tè ěr,meongkeobateoeol
努尔·白克力,누르 베크리,nǔ ěr · bái kè lì,nureu bekeuri
赛福鼎·艾则孜,사이푸딘 아지지,sài fú dǐng · ài zé zī,saipudin ajiji
清格尔泰,칭걸테,qīng gé ěr tài,cinggeolte
阿沛·阿旺晋美,아푀 아왕직메,ā pèi · ā wàng jìn měi,apoe awangjigme
艾达·王,에이다 웡,ài dá · wáng,eida weong
端木蕻良,돤무훙량,duān mù hóng liáng,dwanmuhungryang
向巴平措,샹바핑춰,xiàng bā píng cuò,syangbapingcweo
欧阳予倩,어우양위첸,ōu yáng yǔ qiàn,eouyangwicen
木热合买提江·莫扎帕,미라흐메트잔 무제페르,mù rè hé mǎi tí jiāng · mò zhā pà,miraheumeteujan mujepereu
古力娜扎,구리나자,gǔ lì nà zhā,gurinaja
斯琴高娃,쓰친가오와,sī qín gāo wá,sseucingaowa
母其弥雅,무치미야,mǔ qí mí yǎ,mucimiya
麦迪娜·买买提,마디나 메메트,mài dí nà · mǎi mǎi tí,madina memeteu
正珠尔扎布,젱주르자브,zhèng zhū ěr zhā bù,jengjureujabeu
白银市连环杀人案,가오청융,bái yín shì lián huán shā rén àn,gaoceongyung
美,메이,měi,mei
锟,쿤,kūn,kun
迪妮格尔·衣拉木江,디니거얼 이라무장,dí nī gé ěr · yī lā mù jiāng,dinigeoeol iramujang
史蒂文·何,스티븐 히,shǐ dì wén · hé,seutibeun hi
热血公民,열혈공민,rè xuè gōng mín,yeolhyeolgongmin
义兴郡,의흥군,yì xīng jùn,yiheunggun
朝鲜民族艺术馆,조선민족예술관,cháo xiān mín zú yì shù guǎn,joseonminjogyesulgwan
荥阳郡,형양군,xíng yáng jùn,hyeongyanggun
钱江晚报,전강만보,qián jiāng wǎn bào,jeongangmanbo
东阳郡,동양군,dōng yáng jùn,dongyanggun
安重根义士纪念馆,안중근의사기념관,ān zhòng gēn yì shì jì niàn guǎn,anjunggeunyisaginyeomgwan
团结遗址,동녕단결유적,tuán jié yí zhǐ,dongnyeongdangyeolyujeog
内蒙古人民广播电台,내몽골인민방송,nèi měng gǔ rén mín guǎng bō diàn tái,naemonggolinminbangsong
中国华润大厦,중국자원본부,zhōng guó huá rùn dà shà,junggugjaweonbonbu
上海邮通科技,세기천성,shàng hǎi yóu tōng kē jì,segiceonseong
青年新政,청년신정,qīng nián xīn zhèng,ceongnyeonsinjeong
名创优品,미니소,míng chuàng yōu pǐn,miniso
广州韩国外籍人员子女学校,광저우한국학교,guǎng zhōu hán guó wài jí rén yuán zǐ nǚ xué xiào,gwangjeouhangughaggyo
中国中车,중국중차,zhōng guó zhōng chē,junggugjungca
滴滴出行,디디추싱,dī dī chū xíng,didicusing
延边朝鲜族自治州图书馆,연변도서관,yán biān cháo xiǎn zú zì zhì zhōu tú shū guǎn,yeonbyeondoseogwan
斗鱼,도우위,dòu yú,douwi
广东拼音方案,광둥병음방안,guǎng dōng pīn yīn fāng àn,gwangdungbyeongeumbangan
奇迹暖暖,아이러브니키,qí jì nuǎn nuǎn,aireobeuniki
天琴计划,텐친,tiān qín jì huà,tencin
观音殿,관음전,guān yīn diàn,gwaneumjeon
中国杯国际足球锦标赛,차이나컵,zhōng guó bēi guó jì zú qiú jǐn biāo sài,cainakeob
韬光养晦,도광양회,tāo guāng yǎng huì,dogwangyanghoe
普通话,푸퉁화,pǔ tōng huà,putunghwa
中国环球电视网,중국국제텔레비전,zhōng guó huán qiú diàn shì wǎng,jungguggugjetelrebijeon
香港众志,데모시스토,xiāng gǎng zhòng zhì,demosiseuto
荣耀终端,아너,róng yào zhōng duān,aneo
巡天号光学舱,쉰톈,xún tiān hào guāng xué cāng,swintyen
米哈游,미호요,mǐ hā yóu,mihoyo
蔚来汽车,니오,wèi lái qì chē,nio
全球速卖通,알리익스프레스,quán qiú sù mài tōng,alriigseupeureseu
气象灾害预警信号,기상재해예보신호,qì xiàng zāi hài yù jǐng xìn hào,gisangjaehaeyebosinho
索菲亚,소피아,suǒ fēi yà,sopia
抖音,틱톡,dǒu yīn,tigtog
悠星,요스타,yōu xīng,yoseuta
快手,콰이쇼우,kuài shǒu,kwaisyou
翎客航天,링크스페이스,líng kè háng tiān,ringkeuseupeiseu
国家药品监督管理局,국가약품감독관리국,guó jiā yào pǐn jiān dū guǎn lǐ jú,guggayagpumgamdoggwanrigug
柔宇科技,로욜,róu yǔ kē jì,royol
航天科工火箭技术有限公司,엑스페이스,háng tiān kē gōng huǒ jiàn jì shù yǒu xiàn gōng sī,egseupeiseu
新安郡,신안군,xīn ān jùn,sinangun
议会阵线,의회진선,yì huì zhèn xiàn,yihoejinseon
小红书,샤오훙수,xiǎo hóng shū,syaohungsu
真我,리얼미,zhēn wǒ,rieolmi
字节跳动,바이트댄스,zì jié tiào dòng,baiteudaenseu
国歌条例,국가조례,guó gē tiáo lì,guggajorye
汤旺县,탕왕현,tāng wàng xiàn,tangwanghyeon
蜻蜓计划,드래건플라이,qīng tíng jì huà,deuraegeonpeulrai
瑞幸咖啡,루이싱커피,ruì xìng kā fēi,ruisingkeopi
丰林县,펑린현,fēng lín xiàn,peongrinhyeon
厘,리,lí,ri
观塘愿景,군통미래,guān táng yuàn jǐng,guntongmirae
广汽埃安,아이온,guǎng qì āi ān,aion
南泉寺,남천사,nán quán sì,namceonsa
祝融号火星车,주룽호,zhù róng hào huǒ xīng chē,jurungho
躺平,탕핑족,tǎng píng,tangpingjog
国务院港澳事务办公室,국무원홍콩마카오사무판공실,guó wù yuàn gǎng ào shì wù bàn gōng shì,gugmuweonhongkongmakaosamupangongsil
延边博物馆,연변박물관,yán biān bó wù guǎn,yeonbyeonbagmulgwan
埃尔克森,아이커썬,āi ěr kè sēn,aikeosseon
叶刘淑仪,입라우숙이,yè liú shū yí,ibrausugi
尼科·延纳里斯,니코 예나리스,ní kē · yán nà lǐ sī,niko yenariseu
艾尔肯·阿布都拉,아르켄 압둘라,ài ěr kěn · ā bù dōu lā,areuken abdulra
司徒文俊,시토만전,sī tú wén jùn,sitomanjeon
罗范椒芬,로판지우펀,luó fàn jiāo fēn,ropanjiupeon
爱新觉罗·乌拉熙春,아이신기오로 울히춘,ài xīn jué luó · wū lā xī chūn,aisingioro ulhicun
罗杰·袁,로저 유언,luó jié · yuán,rojeo yueon
羿,예,yì,ye
努·赛伯特,눕 사이봇,nǔ · sài bǎi tè,nub saibos
蒂芬妮·埃斯佩森,티퍼니 에스펀슨,dì fēn nī · āi sī pèi sēn,tipeoni eseupeonseun
欧阳自远,어우양쯔위안,ōu yáng zì yuǎn,eouyangjjeuwian
里卡多·古拉特,히카르두 골라르트,lǐ kǎ duō · gǔ lā tè,hikareudu golrareuteu
东方闻樱,둥팡웬잉,dōng fāng wén yīng,dungpangwening
朱叶玉如,입육위,zhū yè yù rú,ibyugwi
当年明月,당녠밍웨,dāng nián míng yuè,dangnyenmingwe
学诚法师,쉬에청,xué chéng fǎ shī,swieceong
吴严彩韵,우옌차이윈,wú yán cǎi yùn,uyencaiwin
欧阳明高,어우양밍가오,ōu yáng míng gāo,eouyangminggao
雪克来提·扎克尔,쇼하라트 자키르,xuě kè lái tí · zhā kè ěr,syoharateu jakireu
鲍里斯·查哈罗夫,보리스 자하로프,bào lǐ sī · chá hā luó fū,boriseu jaharopeu
乌兰图雅,울란투야,wū lán tú yǎ,ulrantuya
利·刘易斯,리아 루이스,lì · liú yì sī,ria ruiseu
赵韩樱子,자오한잉즈,zhào hán yīng zǐ,jaohaningjeu
张杨果而,장양궈얼,zhāng yáng guǒ ér,jangyanggweoeol
我吃西红柿,워츠시훙스,wǒ chī xī hóng shì,weoceusihungseu
赛伊汀·玉素甫,제이딘 유수프,sài yī tīng · yù sù fǔ,jeidin yusupeu
乔娜·肖,조나 샤오,qiáo nà · xiào,jona syao
丹珠昂奔,단주앙번,dān zhū áng bēn,danjuangbeon
诸葛宇杰,주거위제,zhū gě yǔ jié,jugeowije
许杨玉琢,쉬양위저,xǔ yáng yù zhuó,swiyangwijeo
阿不都日衣木·艾衣提,압두레힘 헤이트,ā bù dōu rì yī mù · ài yī tí,abdurehim heiteu
李莎旻子,리사민쯔,lǐ shā mín zǐ,risaminjjeu
曾美慧孜,쩡메이후이쯔,céng měi huì zī,jjeongmeihuijjeu
佩德罗·德尔加多,페드루 델가두,pèi dé luó · dé ěr jiā duō,pedeuru delgadu
墨香铜臭,모샹퉁슈,mò xiāng tóng chòu,mosyangtungsyu
王音灵水,왕인링수이,wáng yīn líng shuǐ,wanginringsui
秦牛正威,친뉴정웨이,qín niú zhèng wēi,cinnyujeongwei
塔德亚·格雷厄姆,새디아 그레이엄,tǎ dé yà · gé léi è mǔ,saedia geureieom
迪尼格尔·依拉木江,디니거얼 이라무장,dí ní gé ěr · yī lā mù jiāng,dinigeoeol iramujang
张罗子辛,장뤄쯔신,zhāng luó zǐ xīn,jangrweojjeusin
朱颜曼滋,주옌만쯔,zhū yán màn zī,juyenmanjjeu
斯蒂文·何,스티븐 히,sī dì wén · hé,seutibeun hi
令狐嘉骏,링후자쥔,líng hú jiā jùn,ringhujajwin
严古韵琪,옌구윈치,yán gǔ yùn qí,yenguwinci
冯盛敬悦,펑성징웨,féng shèng jìng yuè,peongseongjingwe
墨宝非宝,묵보비보,mò bǎo fēi bǎo,mugbobibo
滕,텅,MODIFIED,téng,teong
尚华,상화,MODIFIED,shàng huá,sanghwa
国政,궈정,MODIFIED,guó zhèng,gweojeong
文霞,원샤,MODIFIED,wén xiá,weonsya
昱华,위화,MODIFIED,yù huá,wihwa
春秀,우춘슈,MODIFIED,chūn xiù,ucunsyu
吉龙,지룽,MODIFIED,jí lóng,jirung
艳青,옌칭,MODIFIED,yàn qīng,yencing
天祺,톈치,MODIFIED,tiān qí,tyenci
艳凤,옌펑,MODIFIED,yàn fèng,yenpeong
丹燕,단옌,MODIFIED,dān yàn,danyen
广沪,광후,MODIFIED,guǎng hù,gwanghu
士强,스창,MODIFIED,shì qiáng,seucang
家亮,자량,MODIFIED,jiā liàng,jaryang
连伟,롄웨이,MODIFIED,lián wěi,ryenwei
俊华,창,MODIFIED,jùn huá,cang
哲敏,저민,MODIFIED,zhé mǐn,jeomin
栢芝,바이즈,MODIFIED,bǎi zhī,baijeu
建滨,젠빈,MODIFIED,jiàn bīn,jenbin
忠和,우중허,MODIFIED,zhōng hé,ujungheo
祖尧,쭈야오,MODIFIED,zǔ yáo,jjuyao
翟,자,MODIFIED,zhái,ja
琳琳,린린,MODIFIED,lín lín,rinrin
俊仁,전얀,MODIFIED,jùn rén,jeonyan
蔚菁,웨이징,MODIFIED,wèi jīng,weijing
昌衡,창헝,MODIFIED,chāng héng,cangheong
仕龙,룡,MODIFIED,shì lóng,ryong
良英,량잉,MODIFIED,liáng yīng,ryanging
诒和,이허,MODIFIED,yí hé,iheo
熹平,시핑,MODIFIED,xī píng,siping
颖文,잉원,MODIFIED,yǐng wén,ingweon
宗,쭝,MODIFIED,zōng,jjung
庆后,칭허우,MODIFIED,qìng hòu,cingheou
忠奇,중치,MODIFIED,zhōng qí,jungci
好,하오,MODIFIED,hǎo,hao
匡迪,쾅디,MODIFIED,kuāng dí,kwangdi
晏,옌,MODIFIED,yàn,yen
楠楠,오난난,MODIFIED,nán nán,onannan
逸凡,우이판,MODIFIED,yì fán,uipan
鸿钧,훙쥔,MODIFIED,hóng jūn,hungjwin
那,나,MODIFIED,nà,na
跃玲,웨링,MODIFIED,yuè líng,wering
玉,위,MODIFIED,yù,wi
钊颖,자오잉,MODIFIED,zhāo yǐng,jaoing
维林,크맨,MODIFIED,wéi lín,keumaen
彦鹏,이옌펑,MODIFIED,yàn péng,iyenpeong
后军,허우쥔,MODIFIED,hòu jūn,heoujwin
力雄,리슝,MODIFIED,lì xióng,risyung
可平,커핑,MODIFIED,kě píng,keoping
艳,옌,MODIFIED,yàn,yen
焕庸,환융,MODIFIED,huàn yōng,hwanyung
彻,저,MODIFIED,chè,jeo
旭烽,쉬펑,MODIFIED,xù fēng,swipeong
宏图,훙투,MODIFIED,hóng tú,hungtu
幸娟,싱쥐안,MODIFIED,xìng juān,singjwian
小丁,오샤오딩,MODIFIED,xiǎo dīng,osyaoding
雁盛,옌성,MODIFIED,yàn shèng,yenseong
君里,쥔리,MODIFIED,jūn lǐ,jwinri
赛赛,싸이싸이,MODIFIED,sài sài,ssaissai
钰源,위위안,MODIFIED,yù yuán,wiwian
常青,오창칭,MODIFIED,cháng qīng,ocangcing
集,지,MODIFIED,jí,ji
文光,원광,MODIFIED,wén guāng,weongwang
忠,중,MODIFIED,zhōng,jung
贵鲜,구이셴,MODIFIED,guì xiān,guisyen
淦昌,간창,MODIFIED,gàn chāng,gancang
启德,치더,MODIFIED,qǐ dé,cideo
伊琳,이린,MODIFIED,yī lín,irin
广明,광밍,MODIFIED,guǎng míng,gwangming
岭东,영동,MODIFIED,lǐng dōng,yeongdong
锡联,시롄,MODIFIED,xī lián,siryen
维明,웨이밍,MODIFIED,wéi míng,weiming
勃麟,보린,MODIFIED,bó lín,borin
秋宏,추훙,MODIFIED,qiū hóng,cuhung
德福,더푸,MODIFIED,dé fú,deopu
小帅,샤오솨이,MODIFIED,xiǎo shuài,syaoswai
谈,탄,MODIFIED,tán,tan
家桢,자전,MODIFIED,jiā zhēn,jajeon
有才,유차이,MODIFIED,yǒu cái,yucai
逸,이,MODIFIED,yì,i
力平,리핑,MODIFIED,lì píng,riping
玉华,위화,MODIFIED,yù huá,wihwa
励勤,리친,MODIFIED,lì qín,ricin
芳卓,팡줘,MODIFIED,fāng zhuó,pangjweo
晓旭,샤오쉬,MODIFIED,xiǎo xù,syaoswi
兰坡,란포,MODIFIED,lán pō,ranpo
于轼,오위스,MODIFIED,yú shì,owiseu
楚良,우추량,MODIFIED,chǔ liáng,ucuryang
志健,이즈젠,MODIFIED,zhì jiàn,ijeujen
雪红,쉐훙,MODIFIED,xuě hóng,swehung
昆,쿤,MODIFIED,kūn,kun
振,전,MODIFIED,zhèn,jeon
铁映,톄잉,MODIFIED,tiě yìng,tyeing
仲夷,중이,MODIFIED,zhòng yí,jungi
步青,부칭,MODIFIED,bù qīng,bucing
烈,례,MODIFIED,liè,rye
俊龙,이쥔룽,MODIFIED,jùn lóng,ijwinrung
达裕,오다위,MODIFIED,dá yù,odawi
超豪,차오하오,MODIFIED,chāo háo,caohao
玘,치,MODIFIED,qǐ,ci
怀东,오화이둥,MODIFIED,huái dōng,ohwaidung
秋里,추리,MODIFIED,qiū lǐ,curi
文康,원캉,MODIFIED,wén kāng,weonkang
大同,다퉁,MODIFIED,dà tóng,datung
绵康,몐캉,MODIFIED,mián kāng,myenkang
绵恒,몐헝,MODIFIED,mián héng,myenheong
挺,팅,MODIFIED,tǐng,ting
铁生,톄성,MODIFIED,tiě shēng,tyeseong
仕鹏,스펑,MODIFIED,shì péng,seupeong
兆佳,우시우가이,MODIFIED,zhào jiā,usiugai
榕,룽,MODIFIED,róng,rung
展鸿,진훙,MODIFIED,zhǎn hóng,jinhung
远平,위안핑,MODIFIED,yuǎn píng,wianping
建联,젠롄,MODIFIED,jiàn lián,jenryen
崇智,충즈,MODIFIED,chóng zhì,cungjeu
克平,커핑,MODIFIED,kè píng,keoping
长卫,장웨이,MODIFIED,cháng wèi,jangwei
贻弓,이궁,MODIFIED,yí gōng,igung
泱漪,양이,MODIFIED,yāng yī,yangi
馨,신,MODIFIED,xīn,sin
富洲,푸저우,MODIFIED,fù zhōu,pujeou
逸飞,이페이,MODIFIED,yì fēi,ipei
希愈,시위,MODIFIED,xī yù,siwi
荻,디,MODIFIED,dí,di
汲清,지칭,MODIFIED,jí qīng,jicing
君舒,준수,MODIFIED,jūn shū,junsu
炳湘,빙성,MODIFIED,bǐng xiāng,bingseong
慧玲,후이링,MODIFIED,huì líng,huiring
友渔,유위,MODIFIED,yǒu yú,yuwi
春旺,춘왕,MODIFIED,chūn wàng,cunwang
鲁,루,MODIFIED,lǔ,ru
冶坪,예핑,MODIFIED,yě píng,yeping
亦昕,이신,MODIFIED,yì xīn,isin
健峰,긴풍,MODIFIED,jiàn fēng,ginpung
文君,원쥔,MODIFIED,wén jūn,weonjwin
家翘,자차오,MODIFIED,jiā qiào,jacao
佳洱,자얼,MODIFIED,jiā ěr,jaeol
乔木,차오무,MODIFIED,qiáo mù,caomu
雪松,쉐송,MODIFIED,xuě sōng,swesong
旺阳,왕양,MODIFIED,wàng yáng,wangyang
富荣,푸룽,MODIFIED,fù róng,purung
文恺,원카이,MODIFIED,wén kǎi,weonkai
珮帆,푸이판,MODIFIED,pèi fān,puipan
阮,롼,MODIFIED,ruǎn,rwan
露斐,루페이,MODIFIED,lù fěi,rupei
庆鹏,칭펑,MODIFIED,qìng péng,cingpeong
涵,오한,MODIFIED,hán,ohan
北俊,베이쥔,MODIFIED,běi jùn,beijwin
健楠,우젠난,MODIFIED,jiàn nán,ujennan
晓红,샤오훙,MODIFIED,xiǎo hóng,syaohung
文道,만다오,MODIFIED,wén dào,mandao
振梁,쩐량,MODIFIED,zhèn liáng,jjeonryang
沙,사,MODIFIED,shā,sa
祖康,주캉,MODIFIED,zǔ kāng,jukang
贝,베,MODIFIED,bèi,be
时璋,이스장,MODIFIED,shí zhāng,iseujang
正东,정둥,MODIFIED,zhèng dōng,jeongdung
玉郎,육롱,MODIFIED,yù láng,yugrong
渊洁,웬지에,MODIFIED,yuān jié,wenjie
怡濂,이롄,MODIFIED,yí lián,iryen
俊业,전입,MODIFIED,jùn yè,jeonib
希德,시더,MODIFIED,xī dé,sideo
沅君,위안쥔,MODIFIED,yuán jūn,wianjwin
硕,숴,MODIFIED,shuò,sweo
春来,오춘라이,MODIFIED,chūn lái,ocunrai
阿玉,아위,MODIFIED,ā yù,awi
凤荣,펑룽,MODIFIED,fèng róng,peongrung
浩翔,호청,MODIFIED,hào xiáng,hoceong
学忠,쉐중,MODIFIED,xué zhōng,swejung
中约,중약,MODIFIED,zhōng yuē,jungyag
庆施,칭스,MODIFIED,qìng shī,cingseu
竟成,깅싱,MODIFIED,jìng chéng,gingsing
福愉,푸위,MODIFIED,fú yú,puwi
美娟,메이귄,MODIFIED,měi juān,meigwin
伟雄,와이훙,MODIFIED,wěi xióng,waihung
精华,징화,MODIFIED,jīng huá,jinghwa
远洋,위안양,MODIFIED,yuǎn yáng,wianyang
繁玉,판위,MODIFIED,fán yù,panwi
彤彤,이퉁퉁,MODIFIED,tóng tóng,itungtung
隋,쑤,MODIFIED,suí,ssu
剑爽,이젠솽,MODIFIED,jiàn shuǎng,ijenswang
影,잉,MODIFIED,yǐng,ing
侴,처,MODIFIED,chǒu,ceo
显英,셴잉,MODIFIED,xiǎn yīng,syening
冰玉,빙위,MODIFIED,bīng yù,bingwi
丰文,오펑원,MODIFIED,fēng wén,opeongweon
小年,샤오녠,MODIFIED,xiǎo nián,syaonyen
汉铨,우혼췬,MODIFIED,hàn quán,uhoncwin
昭,자오,MODIFIED,zhāo,jao
秉林,빙린,MODIFIED,bǐng lín,bingrin
承宗,청쭝,MODIFIED,chéng zōng,ceongjjung
相龙,이샹룽,MODIFIED,xiāng lóng,isyangrung
裘,추,MODIFIED,qiú,cu
法祖,파쭈,MODIFIED,fǎ zǔ,pajju
智宏,즈훙,MODIFIED,zhì hóng,jeuhung
举能,거이낭,MODIFIED,jǔ néng,geoinang
永文,윙만,MODIFIED,yǒng wén,wingman
立中,리중,MODIFIED,lì zhōng,rijung
飞雄,페이슝,MODIFIED,fēi xióng,peisyung
栾,롼,MODIFIED,luán,rwan
菊杰,쥐제,MODIFIED,jú jié,jwije
岳峰,악봉,MODIFIED,yuè fēng,agbong
笑媚,샤오메이,MODIFIED,xiào mèi,syaomei
子侠,톰,MODIFIED,zǐ xiá,tom
欧,아,MODIFIED,ōu,a
文景,원징,MODIFIED,wén jǐng,weonjing
苦禅,쿠찬,MODIFIED,kǔ chán,kucan
玉兰,위란,MODIFIED,yù lán,wiran
和生,허성,MODIFIED,hé shēng,heoseong
光训,광쉰,MODIFIED,guāng xùn,gwangswin
根宝,건바오,MODIFIED,gēn bǎo,geonbao
瑞麟,서이런,MODIFIED,ruì lín,seoireon
德君,더쥔,MODIFIED,dé jūn,deojwin
先楚,시엔추,MODIFIED,xiān chǔ,siencu
松,쑹,MODIFIED,sōng,ssung
乃伟,이나이웨이,MODIFIED,nǎi wěi,inaiwei
锡文,시원,MODIFIED,xī wén,siweon
玉娴,육한,MODIFIED,yù xián,yughan
霏,페이,MODIFIED,fēi,pei
丽平,리핑,MODIFIED,lì píng,riping
卞,볜,MODIFIED,biàn,byen
留念,류녠,MODIFIED,liú niàn,ryunyen
逸夫,오이푸,MODIFIED,yì fū,oipu
炳林,빙린,MODIFIED,bǐng lín,bingrin
建军,젠쥔,MODIFIED,jiàn jūn,jenjwin
葆洁,바오제,MODIFIED,bǎo jié,baoje
恩庭,언팅,MODIFIED,ēn tíng,eonting
嵯,사,MODIFIED,cuó,sa
爱华,아이화,MODIFIED,ài huá,aihwa
清爽,칭솽,MODIFIED,qīng shuǎng,cingswang
小橹,샤오루,MODIFIED,xiǎo lǔ,syaoru
志康,지홍,MODIFIED,zhì kāng,jihong
发枝,팟지,MODIFIED,fā zhī,pasji
鉴林,감람,MODIFIED,jiàn lín,gamram
易希,익헤이,MODIFIED,yì xī,ighei
安忆,안이,MODIFIED,ān yì,ani
丽珠,이훙,MODIFIED,lì zhū,ihung
絜青,제칭,MODIFIED,jié qīng,jecing
书鸿,수훙,MODIFIED,shū hóng,suhung
旭智,육지,MODIFIED,xù zhì,yugji
婉娴,윈한,MODIFIED,wǎn xián,winhan
润韬,룬타오,MODIFIED,rùn tāo,runtao
超华,차오화,MODIFIED,chāo huá,caohwa
惠芬,후이펀,MODIFIED,huì fēn,huipeon
红冰,안훙빙,MODIFIED,hóng bīng,anhungbing
剑锋,젠펑,MODIFIED,jiàn fēng,jenpeong
炎培,옌페이,MODIFIED,yán péi,yenpei
爱芳,애방,MODIFIED,ài fāng,aebang
歌辛,거신,MODIFIED,gē xīn,geosin
寿斌,서우빈,MODIFIED,shòu bīn,seoubin
建嵘,젠룽,MODIFIED,jiàn róng,jenrung
晓楠,샤오난,MODIFIED,xiǎo nán,syaonan
雪桐,이쉐퉁,MODIFIED,xuě tóng,iswetung
俨少,옌사오,MODIFIED,yǎn shǎo,yensao
礼骞,라이힌,MODIFIED,lǐ qiān,raihin
伯苓,보링,MODIFIED,bǎi líng,boring
伟明,와이밍,MODIFIED,wěi míng,waiming
绿云,우뤼윈,MODIFIED,lǜ yún,urwiwin
新鹏,신펑,MODIFIED,xīn péng,sinpeong
飞轶,페이이,MODIFIED,fēi yì,peii
选平,쉬안핑,MODIFIED,xuǎn píng,swianping
莉莉,리리,MODIFIED,lì lì,riri
泽宇,쩌위,MODIFIED,zé yǔ,jjeowi
佳宇,자위,MODIFIED,jiā yǔ,jawi
希文,이시원,MODIFIED,xī wén,isiweon
尚斌,상빈,MODIFIED,shàng bīn,sangbin
洁敏,제민,MODIFIED,jié mǐn,jemin
叔平,숙평,MODIFIED,shū píng,sugpyeong
里奥,리우,MODIFIED,lǐ ào,riu
伟民,안웨이민,MODIFIED,wěi mín,anweimin
光鼐,광나이,MODIFIED,guāng nài,gwangnai
叶新,예신,MODIFIED,yè xīn,yesin
思之,쓰즈,MODIFIED,sī zhī,sseujeu
兆聪,시우충,MODIFIED,zhào cōng,siucung
永波,융보,MODIFIED,yǒng bō,yungbo
友棣,야우다이,MODIFIED,yǒu dì,yaudai
雪芬,안쉐펀,MODIFIED,xuě fēn,answepeon
翊云,이윈,MODIFIED,yì yún,iwin
灼强,줘창,MODIFIED,zhuó qiáng,jweocang
秉毅,빙이,MODIFIED,bǐng yì,bingi
望嵩,왕쑹,MODIFIED,wàng sōng,wangssung
捷,오제,MODIFIED,jié,oje
赛娟,싸이쥐안,MODIFIED,sài juān,ssaijwian
元梓,위안쯔,MODIFIED,yuán zǐ,wianjjeu
孟静,망징,MODIFIED,mèng jìng,mangjing
樾,웨,MODIFIED,yuè,we
苍,소,MODIFIED,cāng,so
海鹏,하이펑,MODIFIED,hǎi péng,haipeong
振华,이전화,MODIFIED,zhèn huá,ijeonhwa
饶,요,MODIFIED,ráo,yo
雪漫,설만,MODIFIED,xuě màn,seolman
清明,칭밍,MODIFIED,qīng míng,cingming
永达,윙닷,MODIFIED,yǒng dá,wingdas
永砯,융핑,MODIFIED,yǒng pīng,yungping
庆,칭,MODIFIED,qìng,cing
集成,잡싱,MODIFIED,jí chéng,jabsing
欣彤,신퉁,MODIFIED,xīn tóng,sintung
约翰,웨한,MODIFIED,yuē hàn,wehan
少杰,사오제,MODIFIED,shǎo jié,saoje
德慈,더츠,MODIFIED,dé cí,deoceu
雪峰,쉐펑,MODIFIED,xuě fēng,swepeong
洁冰,제빙,MODIFIED,jié bīng,jebing
朱,짐,MODIFIED,zhū,jim
小荪,추,MODIFIED,xiǎo sūn,cu
宪益,셴이,MODIFIED,xiàn yì,syeni
邝,퀑,MODIFIED,kuàng,kweong
保罗,보로,MODIFIED,bǎo luó,boro
国正,궈정,MODIFIED,guó zhèng,gweojeong
励,리,MODIFIED,lì,ri
建书,젠수,MODIFIED,jiàn shū,jensu
方舟,팡저우,MODIFIED,fāng zhōu,pangjeou
丽淇,우리치,MODIFIED,lì qí,urici
劳,라,MODIFIED,láo,ra
丽诗,오리스,MODIFIED,lì shī,oriseu
文良,원량,MODIFIED,wén liáng,weonryang
朝旭,자오쉬,MODIFIED,cháo xù,jaoswi
振声,전성,MODIFIED,zhèn shēng,jeonseong
旺,왕,MODIFIED,wàng,wang
浚龙,전룽,MODIFIED,jùn lóng,jeonrung
仕仁,이시얀,MODIFIED,shì rén,isiyan
贵仁,안구이런,MODIFIED,guì rén,anguireon
志钦,즈친,MODIFIED,zhì qīn,jeucin
治平,즈핑,MODIFIED,zhì píng,jeuping
祥志,샹즈,MODIFIED,xiáng zhì,syangjeu
卓然,줘란,MODIFIED,zhuó rán,jweoran
锦辉,감파이,MODIFIED,jǐn huī,gampai
信基,신지,MODIFIED,xìn jī,sinji
良镛,량융,MODIFIED,liáng yōng,ryangyung
銮雄,우륀훙,MODIFIED,luán xióng,urwinhung
忠尧,오중야오,MODIFIED,zhōng yáo,ojungyao
馥莉,푸리,MODIFIED,fù lì,puri
彦永,옌융,MODIFIED,yàn yǒng,yenyung
晓天,샤오톈,MODIFIED,xiǎo tiān,syaotyen
海胜,하이성,MODIFIED,hǎi shèng,haiseong
永清,융칭,MODIFIED,yǒng qīng,yungcing
继光,계광,MODIFIED,jì guāng,gyegwang
念慈,님치,MODIFIED,niàn cí,nimci
镜开,징카이,MODIFIED,jìng kāi,jingkai
