제임스 드레스녹,ジェームズ・ドレスノク,jēmuzu・doresunoku,jeimseu deureseunog
김책,キンサク,kinsaku,gimcaeg
강건,キョウケン,kyouken,ganggeon
박열,ボクレツ,bokuretsu,bagyeol
허헌,モトケン,motoken,heoheon
장웅,チョウツヨシ,choutsuyoshi,jangung
김철,キムアキラ,kimuakira,gimceol
최광,チェヒカリ,chehikari,coegwang
최현,チェケン,cheken,coehyeon
김억,キンオク,kinoku,gimeog
김옥,キンギョク,kingyoku,gimog
최휘,チェアキラ,cheakira,coehwi
백석,シライシ,shiraishi,baegseog
김웅,カネオ,kaneo,gimung
서휘,ジョアキラ,joakira,seohwi
김무정,タケチン,takechin,gimmujeong
홍창수,トクヤマアキラモリ,tokuyamaakiramori,hongcangsu
최원,チェトオ,chetoo,coeweon
안길,ヤスキチ,yasukichi,angil
장철,チョウトオル,choutooru,jangceol
임훈,ニンクン,ninkun,imhun
임화,ハヤシカズ,hayashikazu,imhwa
여정,リョセイ,ryosei,yeojeong
박훈,ボクイサオ,bokuisao,baghun
장혁,チョウカワ,choukawa,janghyeog
지균,チギュン,MODIFIED,chigyun,jigyun
희중,キチュウ,MODIFIED,kichuu,hyijung
시춘,ゼハル,MODIFIED,zeharu,sicun
재동,ザイヒガシ,MODIFIED,zaihigashi,jaedong
재완,オサムカン,MODIFIED,osamukan,jaewan
종성,ジョンソン,MODIFIED,jonson,jongseong
종아,ジョンア,MODIFIED,jona,jonga
상지,サンジ,MODIFIED,sanji,sangji
동업,ドンオプ,MODIFIED,donopu,dongeob
명승,アキラノボリ,MODIFIED,akiranobori,myeongseung
명환,ミョンファン,MODIFIED,myonfan,myeonghwan
복수,フクコトブキ,MODIFIED,fukukotobuki,bogsu
평회,タイラカイ,MODIFIED,tairakai,pyeonghoe
학서,ガクショ,MODIFIED,gakusho,hagseo
혜령,ヘリョン,MODIFIED,heryon,hyeryeong
궁,ユミ,MODIFIED,yumi,gung
재이,ジェイ,MODIFIED,jei,jaei
자열,シゲルレツ,MODIFIED,shigeruretsu,jayeol
지회,サトシカイ,MODIFIED,satoshikai,jihoe
중만,ジュンマン,MODIFIED,junman,jungman
칠용,チリョン,MODIFIED,chiryon,cilyong
응수,ウンス,MODIFIED,unsu,eungsu
제동,ジェドン,MODIFIED,jedon,jedong
종결,ジョンギョル,MODIFIED,jongyoru,jonggyeol
주남,シュウミナミ,MODIFIED,shuuminami,junam
주승,ジュスン,MODIFIED,jusun,juseung
주하,ハシラナツ,MODIFIED,hashiranatsu,juha
준배,テハン,MODIFIED,tehan,junbae
철언,テツヒコ,MODIFIED,tetsuhiko,ceoleon
도경,ドギョン,MODIFIED,dogyon,dogyeong
민중,ミンジュン,MODIFIED,minjun,minjung
선택,ゼンタク,MODIFIED,zentaku,seontaeg
준면,ジュンミョン,MODIFIED,junmyon,junmyeon
준금,チュングム,MODIFIED,chungumu,jungeum
진기,ススムモト,MODIFIED,susumumoto,jingi
진균,チンギュン,MODIFIED,chingyun,jingyun
중현,ジュンヒョン,MODIFIED,junhyon,junghyeon
금택,ニシキサワ,MODIFIED,nishikisawa,geumtaeg
원종,モトカネ,MODIFIED,motokane,weonjong
일민,イルミン,MODIFIED,irumin,ilmin
중수,ナカシゲル,MODIFIED,nakashigeru,jungsu
천석,テンスズ,MODIFIED,tensuzu,ceonseog
일재,イルチェ,MODIFIED,iruche,iljae
장호,ジャンホ,MODIFIED,janho,jangho
숙근,ヨシネ,MODIFIED,yoshine,suggeun
승근,スングン,MODIFIED,sungun,seunggeun
윤홍,ユノン,MODIFIED,yunon,yunhong
자복,シゲルフク,MODIFIED,shigerufuku,jabog
재응,ジェウン,MODIFIED,jeun,jaeeung
휘순,フィスン,MODIFIED,fisun,hwisun
흥렬,キョウレツ,MODIFIED,kyouretsu,heungryeol
덕광,トクミツ,MODIFIED,tokumitsu,deoggwang
삼룡,サムリョン,MODIFIED,samuryon,samryong
상도,アイト,MODIFIED,aito,sangdo
남치,ミナミオサム,MODIFIED,minamiosamu,namci
년설,トシユキ,MODIFIED,toshiyuki,nyeonseol
봉기,ボンギ,MODIFIED,bongi,bonggi
정세,ジョンセ,MODIFIED,jonse,jeongse
제도,セイドウ,MODIFIED,seidou,jedo
은관,インカン,MODIFIED,inkan,eungwan
희종,マレムネ,MODIFIED,maremune,hyijong
광두,クァンドゥ,MODIFIED,kuァndu,gwangdu
군기,キミキ,MODIFIED,kimiki,gungi
조호,チョホ,MODIFIED,choho,joho
병철,ハン,MODIFIED,han,byeongceol
주태,ハシラヤスシ,MODIFIED,hashirayasushi,jutae
재후,ノアツ,MODIFIED,noatsu,jaehu
정문,マサフミ,MODIFIED,masafumi,jeongmun
주실,ジュシル,MODIFIED,jushiru,jusil
찬진,チャンジン,MODIFIED,chanjin,canjin
창근,アキラネ,MODIFIED,akirane,canggeun
채은,チェウン,MODIFIED,cheun,caeeun
갑숙,ガプスク,MODIFIED,gapusuku,gabsug
정용,ジョンヨン,MODIFIED,jonyon,jeongyong
유철,ヒロシアキラ,MODIFIED,hiroshiakira,yuceol
호섭,ホソプ,MODIFIED,hosopu,hoseob
지형,ジヒョン,MODIFIED,jihyon,jihyeong
덕한,トクカン,MODIFIED,tokukan,deoghan
정국,ジョング,MODIFIED,jongu,jeonggug
종완,ジョンワン,MODIFIED,jonwan,jongwan
채헌,チェホン,MODIFIED,chehon,caeheon
수완,スワン,MODIFIED,suwan,suwan
영삼,ヨンサム,MODIFIED,yonsamu,yeongsam
희지,ヒジ,MODIFIED,hiji,hyiji
경의,ケイギ,MODIFIED,keigi,gyeongyi
인한,イナン,MODIFIED,inan,inhan
채무,チェム,MODIFIED,chemu,caemu
태령,ヤスシヤスシ,MODIFIED,yasushiyasushi,taeryeong
학봉,ツルササゲ,MODIFIED,tsurusasage,hagbong
숙향,スギャン,MODIFIED,sugyan,sughyang
영교,アキラキョウ,MODIFIED,akirakyou,yeonggyo
흥순,キョウアツシ,MODIFIED,kyouatsushi,heungsun
기빈,ミノアキラ,MODIFIED,minoakira,gibin
봉춘,ボンチュン,MODIFIED,bonchun,bongcun
미림,ビリン,MODIFIED,birin,mirim
동만,ヒガシバン,MODIFIED,higashiban,dongman
배준,ベジュン,MODIFIED,bejun,baejun
중석,ナカスズ,MODIFIED,nakasuzu,jungseog
연선,シカゼン,MODIFIED,shikazen,yeonseon
예희,イェヒ,MODIFIED,yehi,yehyi
한식,カンショク,MODIFIED,kanshoku,hansig
형관,ヒョングァン,MODIFIED,hyonguァn,hyeonggwan
호린,ホリン,MODIFIED,horin,horin
용원,リュウゲン,MODIFIED,ryuugen,yongweon
재건,ザイイヌイ,MODIFIED,zaiinui,jaegeon
한철,ハンチョル,MODIFIED,hanchoru,hanceol
해랑,ウミナミ,MODIFIED,uminami,haerang
이지,ヘイン,MODIFIED,hein,iji
금성,クムソン,MODIFIED,kumuson,geumseong
채근,アヤネ,MODIFIED,ayane,caegeun
도빈,ミチアキラ,MODIFIED,michiakira,dobin
두석,ドゥソク,MODIFIED,dusoku,duseog
호권,ゴウケン,MODIFIED,gouken,hogweon
익헌,エキケン,MODIFIED,ekiken,igheon
일봉,イルボン,MODIFIED,irubon,ilbong
현지,ヒョンジ,MODIFIED,hyonji,hyeonji
승운,カチクモ,MODIFIED,kachikumo,seungun
무송,ムソン,MODIFIED,muson,musong
철용,チョリョン,MODIFIED,choryon,ceolyong
춘연,チュンヨン,MODIFIED,chunyon,cunyeon
양자,ヤンジャ,MODIFIED,yanja,yangja
택중,タクシゲル,MODIFIED,takushigeru,taegjung
명은,ミョンウン,MODIFIED,myonun,myeongeun
도심,ドウシン,MODIFIED,doushin,dosim
호재,ホジェ,MODIFIED,hoje,hojae
금식,グムシク,MODIFIED,gumushiku,geumsig
민형,ミンヒョン,MODIFIED,minhyon,minhyeong
예준,レイジュン,MODIFIED,reijun,yejun
세령,ヨレイ,MODIFIED,yorei,seryeong
승대,スンデ,MODIFIED,sunde,seungdae
홍빈,ホンビン,MODIFIED,honbin,hongbin
지창,ジチャン,MODIFIED,jichan,jicang
호균,ホギュン,MODIFIED,hogyun,hogyun
낙서,ラクイトグチ,MODIFIED,rakuitoguchi,nagseo
선녀,ソンニョ,MODIFIED,sonnyo,seonnyeo
홍렬,ホンリョル,MODIFIED,honryoru,hongryeol
화자,ハナコ,MODIFIED,hanako,hwaja
효계,コウカツラ,MODIFIED,koukatsura,hyogye
휘재,フィジェ,MODIFIED,fije,hwijae
항선,ハンソン,MODIFIED,hanson,hangseon
항준,ハンジュン,MODIFIED,hanjun,hangjun
갑윤,カビュン,MODIFIED,kabyun,gabyun
현무,ヒョンム,MODIFIED,hyonmu,hyeonmu
영목,エイキヨシ,MODIFIED,eikiyoshi,yeongmog
성직,モリキビ,MODIFIED,morikibi,seongjig
강돈,カンアツシ,MODIFIED,kanatsushi,gangdon
강두,カント,MODIFIED,kanto,gangdu
정곤,セイヒツジサル,MODIFIED,seihitsujisaru,jeonggon
경무,ケイブ,MODIFIED,keibu,gyeongmu
계륜,ケイワ,MODIFIED,keiwa,gyeryun
종양,ジョンヤン,MODIFIED,jonyan,jongyang
재수,ノシュウ,MODIFIED,noshuu,jaesu
규광,ケイコウ,MODIFIED,keikou,gyugwang
규화,ギュファ,MODIFIED,gyufa,gyuhwa
구범,ヒサノリ,MODIFIED,hisanori,gubeom
몽근,ユメネ,MODIFIED,yumene,monggeun
몽원,ユメモト,MODIFIED,yumemoto,mongweon
종률,ジョンリュル,MODIFIED,jonryuru,jongryul
수민,スミン,MODIFIED,sumin,sumin
인규,ヒトシケイ,MODIFIED,hitoshikei,ingyu
윤소,ユンソ,MODIFIED,yunso,yunso
강석,カンイシ,MODIFIED,kanishi,gangseog
강식,ガンシク,MODIFIED,ganshiku,gangsig
강천,ガンチョン,MODIFIED,ganchon,gangceon
건개,ケンスケ,MODIFIED,kensuke,geongae
건춘,タテハル,MODIFIED,tateharu,geoncun
애연,エヨン,MODIFIED,eyon,aeyeon
양석,アキラセキ,MODIFIED,akiraseki,yangseog
난영,ランカゲ,MODIFIED,rankage,nanyeong
유화,ユファ,MODIFIED,yufa,yuhwa
대엽,デヨプ,MODIFIED,deyopu,daeyeob
덕희,ドッキ,MODIFIED,dokki,deoghyi
동관,ヒガシカン,MODIFIED,higashikan,donggwan
준용,ジュニョン,MODIFIED,junyon,junyong
중경,ジュウキョウ,MODIFIED,juukyou,junggyeong
일화,イルファ,MODIFIED,irufa,ilhwa
문성,ムンソン,MODIFIED,munson,munseong
기고,ギゴ,MODIFIED,gigo,gigo
두홍,ドゥホン,MODIFIED,duhon,duhong
말년,マルニョン,MODIFIED,marunyon,malnyeon
명호,ミョンホ,MODIFIED,myonho,myeongho
동헌,アズマケン,MODIFIED,azumaken,dongheon
문수,ブンコトブキ,MODIFIED,bunkotobuki,munsu
가열,ガヨル,MODIFIED,gayoru,gayeol
두일,ドゥイル,MODIFIED,duiru,duil
득렬,トクキヨシ,MODIFIED,tokukiyoshi,deugryeol
순우,ジュンウ,MODIFIED,junu,sunu
양락,ヤンラク,MODIFIED,yanraku,yangrag
향윤,ヒャンユン,MODIFIED,hyanyun,hyangyun
달곤,イタルヒツジサル,MODIFIED,itaruhitsujisaru,dalgon
대로,テロ,MODIFIED,tero,daero
대연,デヨン,MODIFIED,deyon,daeyeon
인기,インギ,MODIFIED,ingi,ingi
금룡,ニシキリュウ,MODIFIED,nishikiryuu,geumryong
선민,ソンミン,MODIFIED,sonmin,seonmin
혜나,ヘナ,MODIFIED,hena,hyena
호빈,ホビン,MODIFIED,hobin,hobin
상이,サンイ,MODIFIED,sani,sangi
도규,ドギュ,MODIFIED,dogyu,dogyu
상목,アイアツシ,MODIFIED,aiatsushi,sangmog
상용,アイタキ,MODIFIED,aitaki,sangyong
정승,セイウケタマワ,MODIFIED,seiuketamawa,jeongseung
인익,トラツバサ,MODIFIED,toratsubasa,inig
재곤,ジェゴン,MODIFIED,jegon,jaegon
팽,ペン,MODIFIED,pen,paeng
옥근,タマネ,MODIFIED,tamane,oggeun
우택,ウザワ,MODIFIED,uzawa,utaeg
운천,クモテン,MODIFIED,kumoten,unceon
운택,ウンテク,MODIFIED,unteku,untaeg
창영,ショウエイ,MODIFIED,shouei,cangyeong
소성,アキラモリ,MODIFIED,akiramori,soseong
헌엽,ホニョプ,MODIFIED,honyopu,heonyeob
종선,ジョンソン,MODIFIED,jonson,jongseon
석현,スズゲン,MODIFIED,suzugen,seoghyeon
달환,ダラン,MODIFIED,daran,dalhwan
명중,ミョンジュン,MODIFIED,myonjun,myeongjung
승리,スンリ,MODIFIED,sunri,seungri
승엽,スンヨプ,MODIFIED,sunyopu,seungyeob
양문,ヨシフミ,MODIFIED,yoshifumi,yangmun
주석,シュウスズ,MODIFIED,shuusuzu,juseog
춘화,ハルハナ,MODIFIED,haruhana,cunhwa
교원,キョウモト,MODIFIED,kyoumoto,gyoweon
병욱,ビョンウク,MODIFIED,byonuku,byeongug
봉걸,ボンゴル,MODIFIED,bongoru,bonggeol
부영,ブヨン,MODIFIED,buyon,buyeong
현탁,ヒョンタク,MODIFIED,hyontaku,hyeontag
흥우,キョウウ,MODIFIED,kyouu,heungu
상대,アイダイ,MODIFIED,aidai,sangdae
민자,ミンジャ,MODIFIED,minja,minja
해만,ウミマン,MODIFIED,umiman,haeman
남조,ミナミアキラ,MODIFIED,minamiakira,namjo
묵원,ムグォン,MODIFIED,muguォn,mugweon
문재,ムンジェ,MODIFIED,munje,munjae
기대,モトダイ,MODIFIED,motodai,gidae
수익,シュウツバサ,MODIFIED,shuutsubasa,suig
택수,サワシゲル,MODIFIED,sawashigeru,taegsu
범선,ハンセン,MODIFIED,hansen,beomseon
훈희,カオルヒメ,MODIFIED,kaoruhime,hunhyi
성익,ソンイク,MODIFIED,soniku,seongig
병경,ビョンギョン,MODIFIED,byongyon,byeonggyeong
수훈,シュウクン,MODIFIED,shuukun,suhun
만년,ヨロズミノル,MODIFIED,yorozuminoru,mannyeon
태근,タイネ,MODIFIED,taine,taegeun
한모,カンモ,MODIFIED,kanmo,hanmo
승학,ウケタマワガク,MODIFIED,uketamawagaku,seunghag
승형,スンヒョン,MODIFIED,sunhyon,seunghyeong
숙선,ヨシゼン,MODIFIED,yoshizen,sugseon
재숙,ジェスク,MODIFIED,jesuku,jaesug
정린,ジョンリン,MODIFIED,jonrin,jeongrin
정모,セイモ,MODIFIED,seimo,jeongmo
선교,ゼンキョウ,MODIFIED,zenkyou,seongyo
신정,シンジョン,MODIFIED,shinjon,sinjeong
지승,ジスン,MODIFIED,jisun,jiseung
신범,シンハン,MODIFIED,shinhan,sinbeom
아이,アイ,MODIFIED,ai,ai
애숙,アイヨシ,MODIFIED,aiyoshi,aesug
윤미,ユンミ,MODIFIED,yunmi,yunmi
택조,テクチョ,MODIFIED,tekucho,taegjo
휘웅,テルオ,MODIFIED,teruo,hwiung
희은,ヒウン,MODIFIED,hiun,hyieun
항조,ハンジョ,MODIFIED,hanjo,hangjo
해녕,ウミヤスシ,MODIFIED,umiyasushi,haenyeong
현민,ヒョンミン,MODIFIED,hyonmin,hyeonmin
성득,キヨシトク,MODIFIED,kiyoshitoku,seongdeug
형곤,ヒョンゴン,MODIFIED,hyongon,hyeonggon
좌,ヒダリ,MODIFIED,hidari,jwa
예춘,イェチュン,MODIFIED,yechun,yecun
세찬,セチャン,MODIFIED,sechan,secan
세형,セヒョン,MODIFIED,sehyon,sehyeong
라희,ラキ,MODIFIED,raki,rahyi
문종,ブンカネ,MODIFIED,bunkane,munjong
욱환,ウックァン,MODIFIED,ukkuァn,ughwan
학영,ハギョン,MODIFIED,hagyon,hagyeong
근섭,グンソプ,MODIFIED,gunsopu,geunseob
대석,ダイスズ,MODIFIED,daisuzu,daeseog
원도,モトミチ,MODIFIED,motomichi,weondo
원발,ウォンバル,MODIFIED,wonbaru,weonbal
외수,ソトヒデ,MODIFIED,sotohide,oesu
세완,ヨカン,MODIFIED,yokan,sewan
구연,カメフチ,MODIFIED,kamefuchi,guyeon
정치,ジョンチ,MODIFIED,jonchi,jeongci
진래,タツライ,MODIFIED,tatsurai,jinrae
태열,テヨル,MODIFIED,teyoru,taeyeol
병선,ビョンソン,MODIFIED,byonson,byeongseon
애자,アイコ,MODIFIED,aiko,aeja
정건,カナエケン,MODIFIED,kanaeken,jeonggeon
증녀,ジュンニョ,MODIFIED,junnyo,jeungnyeo
일권,イルグォン,MODIFIED,iruguォn,ilgweon
태항,タイツネ,MODIFIED,taitsune,taehang
서율,ソユル,MODIFIED,soyuru,seoyul
학표,ハクピョ,MODIFIED,hakupyo,hagpyo
희숙,ヒスク,MODIFIED,hisuku,hyisug
재춘,キョウヨロズ,MODIFIED,kyouyorozu,jaecun
종대,ジョンデ,MODIFIED,jonde,jongdae
세의,ヨアツシ,MODIFIED,yoatsushi,seyi
안중,アンシゲル,MODIFIED,anshigeru,anjung
일중,イルチュン,MODIFIED,iruchun,iljung
의종,ヨシムネ,MODIFIED,yoshimune,yijong
인용,ジンリュウ,MODIFIED,jinryuu,inyong
용애,ヨウアイ,MODIFIED,youai,yongae
중위,ジュウヌキ,MODIFIED,juunuki,jungwi
아름,アルム,MODIFIED,arumu,areum
금별,ヒョウン,MODIFIED,hyoun,geumbyeol
후,ホウ,MODIFIED,hou,hu
연화,レンゲ,MODIFIED,renge,yeonhwa
의장,ギタケ,MODIFIED,gitake,yijang
규헌,ケイケン,MODIFIED,keiken,gyuheon
학의,ガクヨシ,MODIFIED,gakuyoshi,hagyi
봉길,ボンギル,MODIFIED,bongiru,bonggil
의현,ウイヒョン,MODIFIED,uihyon,yihyeon
덕린,トクトナリ,MODIFIED,tokutonari,deogrin
덕문,ドクムン,MODIFIED,dokumun,deogmun
옥길,タマキチ,MODIFIED,tamakichi,oggil
용갑,ヨウカブト,MODIFIED,youkabuto,yonggab
용민,ヨウサトシ,MODIFIED,yousatoshi,yongmin
병영,ビョンヨン,MODIFIED,byonyon,byeongyeong
병승,ビョンスン,MODIFIED,byonsun,byeongseung
병태,ヘイタイ,MODIFIED,heitai,byeongtae
세옥,セオク,MODIFIED,seoku,seog
신덕,シントク,MODIFIED,shintoku,sindeog
보근,ボグン,MODIFIED,bogun,bogeun
단비,ダンビ,MODIFIED,danbi,danbi
세기,ヨモト,MODIFIED,yomoto,segi
교진,ギョジン,MODIFIED,gyojin,gyojin
형표,トオルシャク,MODIFIED,toorushaku,hyeongpyo
복기,フクモト,MODIFIED,fukumoto,boggi
우제,ウジェ,MODIFIED,uje,uje
명헌,アキノリ,MODIFIED,akinori,myeongheon
대한,デハン,MODIFIED,dehan,daehan
하율,ハユル,MODIFIED,hayuru,hayul
해봉,ウミオオトリ,MODIFIED,umiootori,haebong
흥기,フンギ,MODIFIED,fungi,heunggi
경읍,ギョンウプ,MODIFIED,gyonupu,gyeongeub
현웅,ケンユウ,MODIFIED,kenyuu,hyeonung
호선,ホソン,MODIFIED,hoson,hoseon
호식,ヒロシウエ,MODIFIED,hiroshiue,hosig
홍신,ヒロシシン,MODIFIED,hiroshishin,hongsin
홍집,ヒロシュウ,MODIFIED,hiroshuu,hongjib
화중,ハナナカ,MODIFIED,hananaka,hwajung
태돈,ヤスシアツシ,MODIFIED,yasushiatsushi,taedon
윤선,マコトセン,MODIFIED,makotosen,yunseon
혜훈,メグミカオル,MODIFIED,megumikaoru,hyehun
세열,セヨル,MODIFIED,seyoru,seyeol
승숙,ウケタマワヨシ,MODIFIED,uketamawayoshi,seungsug
신자,ノブコ,MODIFIED,nobuko,sinja
철희,アキラヒロシ,MODIFIED,akirahiroshi,ceolhyi
춘선,ハルサキ,MODIFIED,harusaki,cunseon
칸희,カンヒ,MODIFIED,kanhi,kanhyi
대근,デグン,MODIFIED,degun,daegeun
봉홍,タテマツヒロシ,MODIFIED,tatematsuhiroshi,bonghong
경익,キョウエキ,MODIFIED,kyoueki,gyeongig
주만,ジュマン,MODIFIED,juman,juman
경래,ギョンイクレイ,MODIFIED,gyonikurei,gyeongrae
경하,ギョンハ,MODIFIED,gyonha,gyeongha
규진,ギュジン,MODIFIED,gyujin,gyujin
용현,ヨンヒョン,MODIFIED,yonhyon,yonghyeon
제욱,ジェウク,MODIFIED,jeuku,jeug
이숙,イスク,MODIFIED,isuku,isug
진근,ジングン,MODIFIED,jingun,jingeun
준혁,チュニョク,MODIFIED,chunyoku,junhyeog
재연,ジェヨン,MODIFIED,jeyon,jaeyeon
남열,ナミョル,MODIFIED,namyoru,namyeol
현덕,ケントク,MODIFIED,kentoku,hyeondeog
승언,スンオン,MODIFIED,sunon,seungeon
병옥,ビョンオク,MODIFIED,byonoku,byeongog
찬민,チャンミン,MODIFIED,chanmin,canmin
충선,チュンソン,MODIFIED,chunson,cungseon
해상,ウミショウ,MODIFIED,umishou,haesang
미령,ミリョン,MODIFIED,miryon,miryeong
예솔,イェソル,MODIFIED,yesoru,yesol
규수,ギュス,MODIFIED,gyusu,gyusu
광한,ヒカリカン,MODIFIED,hikarikan,gwanghan
주은,イヨン,MODIFIED,iyon,jueun
나운,ナウン,MODIFIED,naun,naun
규용,ケイリュウ,MODIFIED,keiryuu,gyuyong
곧,ケン,MODIFIED,ken,god
천권,ジュンテン,MODIFIED,junten,ceongweon
윤리,タカシフチ,MODIFIED,takashifuchi,yunri
길태,ギルテジケン,MODIFIED,girutejiken,giltae
경아,キョウミヤビ,MODIFIED,kyoumiyabi,gyeonga
계옥,ケオク,MODIFIED,keoku,gyeog
국희,グッキ,MODIFIED,gukki,gughyi
기리,モトサト,MODIFIED,motosato,giri
채윤,チェユン,MODIFIED,cheyun,caeyun
다안,タアン,MODIFIED,taan,daan
동채,ヒガシサイ,MODIFIED,higashisai,dongcae
선일,ソンイル,MODIFIED,soniru,seonil
기채,モトサイ,MODIFIED,motosai,gicae
단율,ダニュル,MODIFIED,danyuru,danyul
후승,アツウケタマワ,MODIFIED,atsuuketamawa,huseung
균동,ギュンドン,MODIFIED,gyundon,gyundong
노홍,ノホン,MODIFIED,nohon,nohong
성천,ショウテン,MODIFIED,shouten,seongceon
두겸,トケン,MODIFIED,token,dugyeom
두영,ドゥヨン,MODIFIED,duyon,duyeong
점희,ジョムヒ,MODIFIED,jomuhi,jeomhyi
봉균,タテマツヒトシ,MODIFIED,tatematsuhitoshi,bonggyun
종준,ジョンジュン,MODIFIED,jonjun,jongjun
하연,ハヨン,MODIFIED,hayon,hayeon
혜상,ヘサン,MODIFIED,hesan,hyesang
흥신,オキノブ,MODIFIED,okinobu,heungsin
하남,カワオトコ,MODIFIED,kawaotoko,hanam
채환,チェファン,MODIFIED,chefan,caehwan
봉승,タテマツウケタマワ,MODIFIED,tatematsuuketamawa,bongseung
기율,モトリツ,MODIFIED,motoritsu,giyul
웅전,オタ,MODIFIED,ota,ungjeon
두열,モリレツ,MODIFIED,moriretsu,duyeol
만호,バンコウ,MODIFIED,bankou,manho
상정,ナオサダ,MODIFIED,naosada,sangjeong
광기,グァンギ,MODIFIED,guァngi,gwanggi
정선,ジョンソン,MODIFIED,jonson,jeongseon
슬비,スルビ,MODIFIED,surubi,seulbi
미성,ミソン,MODIFIED,mison,miseong
제윤,ヒトシジュン,MODIFIED,hitoshijun,jeyun
해욱,ヘウク,MODIFIED,heuku,haeug
순애,ジュンアイ,MODIFIED,junai,sunae
승남,ウケタマワオトコ,MODIFIED,uketamawaotoko,seungnam
석용,ソギョン,MODIFIED,sogyon,seogyong
석균,ソッキュン,MODIFIED,sokkyun,seoggyun
몽윤,ユメマコト,MODIFIED,yumemakoto,mongyun
장범,チャンボム,MODIFIED,chanbomu,jangbeom
문헌,ブンケン,MODIFIED,bunken,munheon
근상,ネサチ,MODIFIED,nesachi,geunsang
근직,ネタダシ,MODIFIED,netadashi,geunjig
구선,モトメゼン,MODIFIED,motomezen,guseon
보애,ボエ,MODIFIED,boe,boae
연차,フチジ,MODIFIED,fuchiji,yeonca
용찬,ヨンチャン,MODIFIED,yonchan,yongcan
종우,ソウアメ,MODIFIED,souame,jongu
찬기,サンキ,MODIFIED,sanki,cangi
용백,リュウハク,MODIFIED,ryuuhaku,yongbaeg
수부,ヒデオ,MODIFIED,hideo,subu
우열,アメレツ,MODIFIED,ameretsu,uyeol
경대,ケイダイ,MODIFIED,keidai,gyeongdae
오석,オスズ,MODIFIED,osuzu,oseog
금열,イマレツ,MODIFIED,imaretsu,geumyeol
남신,ミナミシン,MODIFIED,minamishin,namsin
순봉,シュンオオトリ,MODIFIED,shunootori,sunbong
경선,ギョンソン,MODIFIED,gyonson,gyeongseon
상권,ソウケン,MODIFIED,souken,sanggweon
희갑,ヒガプ,MODIFIED,higapu,hyigab
지명,ジミョン,MODIFIED,jimyon,jimyeong
남숙,ナムスク,MODIFIED,namusuku,namsug
상명,アイアキラ,MODIFIED,aiakira,sangmyeong
은용,ウニョン,MODIFIED,unyon,eunyong
봉성,ミネセイ,MODIFIED,minesei,bongseong
호상,ヒロシショウ,MODIFIED,hiroshishou,hosang
순,スン,MODIFIED,sun,sun
지루,ジル,MODIFIED,jiru,jiru
애실,アイミ,MODIFIED,aimi,aesil
산하,サナ,MODIFIED,sana,sanha
성식,ナルウエ,MODIFIED,naruue,seongsig
욱철,ウッチョル,MODIFIED,utchoru,ugceol
정소,セイアキラ,MODIFIED,seiakira,jeongso
두,モリ,MODIFIED,mori,du
길승,ヨシススム,MODIFIED,yoshisusumu,gilseung
화령,ファリョン,MODIFIED,faryon,hwaryeong
길용,キチヨウ,MODIFIED,kichiyou,gilyong
영배,ヨンベ,MODIFIED,yonbe,yeongbae
후정,アツキヨシ,MODIFIED,atsukiyoshi,hujeong
강우,カンアメ,MODIFIED,kaname,gangu
준보,シュンスケ,MODIFIED,shunsuke,junbo
학기,ハッキ,MODIFIED,hakki,haggi
연혜,シカメグミ,MODIFIED,shikamegumi,yeonhye
응경,ウンギョン,MODIFIED,ungyon,eunggyeong
시운,シウン,MODIFIED,shiun,siun
양식,リョウウエ,MODIFIED,ryouue,yangsig
규효,ケイコウ,MODIFIED,keikou,gyuhyo
균범,ヒトシハン,MODIFIED,hitoshihan,gyunbeom
근희,グニ,MODIFIED,guni,geunhyi
금림,グンニム,MODIFIED,gunnimu,geumrim
춘모,ハルモ,MODIFIED,harumo,cunmo
우일,ウイル,MODIFIED,uiru,uil
성엽,ナルハ,MODIFIED,naruha,seongyeob
자중,コジュウ,MODIFIED,kojuu,jajung
완국,カンクニ,MODIFIED,kankuni,wangug
완순,カンジュン,MODIFIED,kanjun,wansun
덕진,トクタツ,MODIFIED,tokutatsu,deogjin
장미,チャンミ,MODIFIED,chanmi,jangmi
영익,エイエキ,MODIFIED,eieki,yeongig
의갑,ウィガプ,MODIFIED,wigapu,yigab
병준,ビョンジュン,MODIFIED,byonjun,byeongjun
자홍,シゲルヒロシ,MODIFIED,shigeruhiroshi,jahong
승권,ウケタマワケン,MODIFIED,uketamawaken,seunggweon
통숙,ツウヨシ,MODIFIED,tsuuyoshi,tongsug
숙재,ヨシオサム,MODIFIED,yoshiosamu,sugjae
석윤,スズジュン,MODIFIED,suzujun,seogyun
철기,チョルギ,MODIFIED,chorugi,ceolgi
진경,ジンギョン,MODIFIED,jingyon,jingyeong
중화,シゲカズ,MODIFIED,shigekazu,junghwa
진범,ススムハン,MODIFIED,susumuhan,jinbeom
용판,ヨウバン,MODIFIED,youban,yongpan
웅정,ウンジョン,MODIFIED,unjon,ungjeong
을분,ウルブン,MODIFIED,urubun,eulbun
돈명,アツシアキラ,MODIFIED,atsushiakira,donmyeong
방방,ヨシヨシ,MODIFIED,yoshiyoshi,bangbang
