глюкоза,グリュコーザ,guryukōza
сергей меняйло,セルゲイ・メニャイロ,serugei・menyairo
анастасия мельникова,アナスタシア・メルニコワ,anasutashia・merunikowa
наталья рогожкина,ナターリャ・ロゴジナ,natārya・rogojina
борис невзоров,ボリス・ネフゾロフ,borisu・nefuzorofu
александр робак,アレクサンドル・ロバク,arekusandoru・robaku
кай метов,ケイ・メトフ,kei・metofu
юрий меншагин,ユーリー・メンシャギン,yūrī・menshagin
мария полицеймако,マリーナ・ポリツェマコ,marīna・poritsemako
родион нахапетов,ロジオン・ナハペトフ,rojion・nahapetofu
ирина розанова,イリーナ・ロザノワ,irīna・rozanowa
елена мизулина,エレーナ・ミズリナ,erēna・mizurina
владимир миклушевский,ウラジーミル・ミクルシェフスキー,urajīmiru・mikurushefusukī
евгений ройзман,エフゲニー・ロイズマン,efugenī・roizuman
эрнст романов,エルヌスト・ロマノフ,erunusuto・romanofu
анатолий ромашин,アナトリー・ロマシン,anatorī・romashin
михаил полторанин,ミハイル・ポルトラーニン,mihairu・porutorānin
сергей полунин,セルゲイ・ポルーニン,serugei・porūnin
илья пономарёв,イリヤ・ポノマリョフ,iriya・ponomaryofu
сергей ролдугин,セルゲイ・ロルドゥーギン,serugei・rorudūgin
александр полынников,アレクサンドル・ポリニコフ,arekusandoru・porinikofu
ева польна,エヴァ・ポルナ,eva・poruna
ирина понаровская,イリーナ・ポナロフスカヤ,irīna・ponarofusukaya
виталий попков,ヴィタリー・ポプコフ,vitarī・popukofu
лидия милюзина,リディア・ミリーザ,ridia・mirīza
нина милкина,ニーナ・ミルキナ,nīna・mirukina
юрий мешков,ユーリー・メンシコフ,yūrī・menshikofu
николай немоляев,ニコライ・ネモリャエフ,nikorai・nemoryaefu
владимир немухин,ウラジーミル・ネムーヒン,urajīmiru・nemūhin
виталий минаков,ヴィタリー・ミナコフ,vitarī・minakofu
артур парфенчиков,アルトゥル・パルフェンチコフ,aruturu・parufenchikofu
виктор низовой,ヴィクトル・ニゾボイ,vikutoru・nizoboi
аркадий ротенберг,アルカディ・ローテンベルク,arukadi・rōtenberuku
иван паршин,イワン・パクシン,iwan・pakushin
сергей паршин,セルゲイ・パクシン,serugei・pakushin
андрей руденский,アンドレイ・ルジェンスキー,andorei・rujensukī
виталий милонов,ヴィタリー・ミロノフ,vitarī・mironofu
кирилл рубцов,キリル・ルプツォフ,kiriru・ruputsofu
валентина рубцова,バレンティーナ・ルツォバ,barentīna・rutsoba
сергей пенкин,セルゲイ・ペンキン,serugei・penkin
яна рудковская,ヤナ・ルドコフスカヤ,yana・rudokofusukaya
наталья рудная,ナタリア・ルドナヤ,nataria・rudonaya
евгений пастернак,エフゲニー・パステルナーク,efugenī・pasuterunāku
игорь миркурбанов,イゴール・ミルクルバノフ,igōru・mirukurubanofu
сергей мироненко,セルゲイ・ミロネンコ,serugei・mironenko
денис паслер,デニス・パスラー,denisu・pasurā
елена никитина,エレーナ・ニキティナ,erēna・nikitina
елизавета никищихина,エリザベタ・ニキシチキナ,erizabeta・nikishichikina
алексей митрофанов,アレクセイ・ミトロファノフ,arekusei・mitorofanofu
валерий потапенко,ヴァレリー・ポタペンコ,varerī・potapenko
станислав михайлов,スタース・ミカイラブ,sutāsu・mikairabu
дарья михайлова,ダリヤ・ミハイロワ,dariya・mihairowa
александр перов,アレクサンダー・ペーロフショウサ,arekusandā・pērofushousa
юлия пересильд,ユリア・ペレシルド,yuria・pereshirudo
наталья рудова,ナタリア・ルドワ,nataria・rudowa
нина русланова,ニーナ・ルスラノワ,nīna・rusuranowa
алексей русских,アレクセイ・ルスキーフ,arekusei・rusukīfu
вячеслав рыбаков,ヴャチェスラフ・ルイバコフ,vuャchesurafu・ruibakofu
василий песков,ヴァシーリー・ペスコフ,vashīrī・pesukofu
дмитрий песков,ドミートリイ・ペスコフ,domītorii・pesukofu
валентин никулин,ワレンチン・ニクーリン,warenchin・nikūrin
гелий рябов,ゲリー・リャボフ,gerī・ryabofu
михаил руткевич,ミハイル・ルトケヴィチ,mihairu・rutokevichi
владимир петрович пресняков,ウラジーミル・ペトロヴィッチ・プレスニヤコフ,urajīmiru・petorovitchi・puresuniyakofu
елена преснякова,エレナ・プレスニヤコワ,erena・puresuniyakowa
владимир степанов,ウラジーミル・ステパノフ,urajīmiru・sutepanofu
валерий приёмыхов,ヴァレリー・プリヨミホフ,varerī・puriyomihofu
руслан проводников,ルスラン・プロボドニコフ,rusuran・purobodonikofu
виктор никонов,ヴィクトル・ニコノフ,vikutoru・nikonofu
илья сегалович,イリア・セガロビッチ,iria・segarobitchi
олег прокофьев,オレグ・プロコフィエフ,oregu・purokofiefu
татьяна проценко,タチアナ・プロツェンコ,tachiana・purotsenko
аркадий новиков,アルカディー・ノヴィコフ,arukadī・novikofu
борис новиков,ボリス・ノヴィコフ,borisu・novikofu
сергей рябков,セルゲイ・リャブコフ,serugei・ryabukofu
игорь петренко,イゴール・ペトレンコ,igōru・petorenko
даниил спиваковский,ダニール・スピヴァコフスキー,danīru・supivakofusukī
раиса рязанова,ライサ・リャザーノワ,raisa・ryazānowa
муза ниязова,ムザ・アレクセーエヴナ,muza・arekusēevuna
александр новак,アレクサンドル・ノヴァク,arekusandoru・novaku
игорь старосельцев,イゴール・スタセルツェフ,igōru・sutaserutsefu
владимир пучков,ウラジーミル・プチコフ,urajīmiru・puchikofu
пётр семак,ピョートル・セマク,pyōtoru・semaku
артём семакин,アルテム・セマキン,arutemu・semakin
юрий спиридонов,ユーリ・スピリドノフ,yūri・supiridonofu
николай стариков,ニコライ・スタリコフ,nikorai・sutarikofu
светлана рябова,スベトラーナ・リャボワ,subetorāna・ryabowa
елена прудникова,イェレーナ・プルドニコワ,yerēna・purudonikowa
виталий савельев,ヴィタリー・サヴェリエフ,vitarī・savuェriefu
андрей семёнов,アンドレイ・セミョノフ,andorei・semyonofu
анатолий торкунов,アナトリー・トルクノフ,anatorī・torukunofu
владимир торсуев,ヴラジーミル・トルスイェフ,vurajīmiru・torusuyefu
анна старшенбаум,アナ・スタルシェンバウム,ana・sutarushenbaumu
стас намин,スタス・ナミン,sutasu・namin
лионелла пырьева,リオネラ・プイリエワ,rionera・puiriewa
александра савельева,アレクサンドラ・サヴェリエワ,arekusandora・savuェriewa
ирина печерникова,イリーナ・ペクレチコワ,irīna・pekurechikowa
иван стебунов,イヴァン・ステブノーフ,ivan・sutebunōfu
леонид серебренников,レオニード・セレブレニコフ,reonīdo・sereburenikofu
людмила сенчина,リュドミラ・センチナ,ryudomira・senchina
александр торшин,アレクサンドル・トルシン,arekusandoru・torushin
валерий радаев,ワレリー・ラダーエフ,warerī・radāefu
алина сергеева,アリナ・セルゲヴァ,arina・serugeva
владимир стеклов,ウラジーミル・ステクロフ,urajīmiru・sutekurofu
игорь пушкарёв,イーゴリ・プシカリョフ,īgori・pushikaryofu
анатолий пушкин,アナトリー・プーシキン,anatorī・pūshikin
ангелина степанова,アンジェリーナ・ステパノワ,anjerīna・sutepanowa
мария степанова,マリア・ステパノヴァ,maria・sutepanova
артём сергеев,アルチョム・セルゲーエフ,aruchomu・serugēefu
константин тоцкий,コンスタンチン・トーツキー,konsutanchin・tōtsukī
