andrzej wajda,アンジェイ・ワイダ,anjei・waida
roman zambrowski,ロマン・ザンブロフスキ,roman・zanburofusuki
stanisław wiśniewski,スタニスワフ・ヴィシニェフスキ,sutanisuwafu・vishiniェfusuki
ryszard gryglewski,リシャード・グリグルフスキー,rishādo・gurigurufusukī
kazimierz mijal,カジミェシュ・ミヤル,kajimiェshu・miyaru
ryszard ochyra,ルィシャルト・オヒラ,ruィsharuto・ohira
adrianna godlewska,アドリアナ・ゴドレフスカ,adoriana・godorefusuka
konstanty laszczka,コンスタントゥ・ラシチカ,konsutantu・rashichika
róża raczyńska,ルーザ・ポトツカ,rūza・pototsuka
krzysztof globisz,クシシュトフ・グロビシュ,kushishutofu・gurobishu
krzysztof ratajski,クリストフ・ラタイスキー,kurisutofu・rataisukī
agnieszka fajlhauer,アニエスカ・ファジルハウアー,aniesuka・fajiruhauā
agnieszka glińska,アグニェシュカ・グリンスカ,aguniェshuka・gurinsuka
stanisław przespolewski,スタニスワフ・プシェスポレフスキ,sutanisuwafu・pushesuporefusuki
stanisław nowodworski,スタニスワフ・ノヴォドヴォルスキ,sutanisuwafu・novuォdovuォrusuki
stanisław jędryka,スタニスワフ・イェンドリカ,sutanisuwafu・yendorika
agnieszka kawiorska,アグニェシュカ・カヴョルスカ,aguniェshuka・kavuョrusuka
agnieszka kobus,アグニェシュカ・コブス,aguniェshuka・kobusu
stanisław michalkiewicz,スタニスワフ・ミハルキェヴィチ,sutanisuwafu・miharukiェvichi
leszek moczulski,レシェク・モチュルスキ,resheku・mochurusuki
leszek podhorodecki,レシェク・ポトホロデツキ,resheku・potohorodetsuki
agnieszka sitek,アグニェシュカ・シテク,aguniェshuka・shiteku
leszek lichota,レゼック・リコタ,rezekku・rikota
stanisława zawadzka,スタニスラワ・ザヴァツカ,sutanisurawa・zavatsuka
witold bień,ヴィトルド・ビーン,vitorudo・bīn
jan samsonowicz,ヤン・サムソノヴィチ,yan・samusonovichi
stefania sempołowska,ステファニア・センポロウスカ,sutefania・senporousuka
stefan zawadzki,シュテファン・ザワドスキ,shutefan・zawadosuki
tytus chałubiński,ティトゥス・ハウビンスキー,titusu・haubinsukī
lyda roberti,リダ・ロベルティ,rida・roberuti
ludwik stasiak,ルドヴィク・スタシャク,rudoviku・sutashaku
lucjan kydryński,ルジャン・キドリンスキ,rujan・kidorinsuki
szymon bobrowski,シモン・ボブロフスキ,shimon・boburofusuki
witold trzeciakowski,ヴィトルト・チシェチャコフスキ,vitoruto・chishechakofusuki
tadeusz rychter,タデウシュ・ルフテル,tadeushu・rufuteru
aleksander hertz,アレクサンダー・ヘルツ,arekusandā・herutsu
maciej lepiato,マチェイ・レピャト,machei・repyato
maciej gajos,マチェイ・ガヨス,machei・gayosu
tadeusz olsza,タデウシュ・オルシャ,tadeushu・orusha
jerzy waldorff,イェージー・ヴァルドルフ,yējī・varudorufu
aleksander kita,アレクサンデル・キタ,arekusanderu・kita
marcelina czartoryska,マルツェリーナ・チャルトリスカ,marutserīna・charutorisuka
marek brodzki,マレク・ブロズキ,mareku・burozuki
marcin rogacewicz,マルシン・ロガチェヴィチ,marushin・rogachevichi
wacław gajewski,ヴァツワフ・ガイェヴスキー,vatsuwafu・gayevusukī
tomasz beksiński,トマシュ・ベクシンスキ,tomashu・bekushinsuki
marek kotlinowski,マレク・コトリノフスキ,mareku・kotorinofusuki
waldemar witkowski,ヴァルデマル・ヴィトコヴスキー,varudemaru・vitokovusukī
marcin kubiak,マーティン・クビアク,mātin・kubiaku
urszula urbaniak,ウルスラ・ウルバニアク,urusura・urubaniaku
wiktor zborowski,ウィクター・ズボロースキー,wikutā・zuborōsukī
maria kownacka,マリア・コブナッカ,maria・kobunakka
waldemar maciszewski,ウラデマール・マチセウスキー,urademāru・machiseusukī
witold lesiewicz,ウィトルト・レシェウィッチ,witoruto・reshewitchi
adam bielecki,アダム・ビエレツキ,adamu・bieretsuki
adam bodnar,アダム・ボドナル,adamu・bodonaru
władysław cyganiewicz,ウラデック・ズビスコ,uradekku・zubisuko
adam bunsch,アダム・ブンシュ,adamu・bunshu
wojciech kowalski,ヴォイチェフ・コヴァルスキ,vuォichefu・kovarusuki
wojciech wiszniewski,ヴォイチェフ・ヴィシュニェフスキ,vuォichefu・vishuniェfusuki
władysław czapliński,ヴワディスワフ・チャプリンスキ,vuwadisuwafu・chapurinsuki
wojciech zamecznik,ヴォイチェフ・ザメチニク,vuォichefu・zamechiniku
aleksandra konieczna,アレクサンドラ・コニェチュナ,arekusandora・koniェchuna
władysław koba,ヴワディスワフ・コバ,vuwadisuwafu・koba
andrzej krauze,アンジェイ・クラウゼ,anjei・kurauze
aleksandra kwaśniewska,アレクサンドラ・クファシニェフスカ,arekusandora・kufashiniェfusuka
włodzimierz stefański,ヴウォジミェシュ・ステファンスキ,vuwojimiェshu・sutefansuki
andrzej kosendiak,アンジェイ・コセンジャク,anjei・kosenjaku
adam kierzkowski,アダム・キエルツコウスキ,adamu・kierutsukousuki
władysław wejtko,ウラディスラウ・ウェイトコ,uradisurau・weitoko
bohdan butenko,ボフダン・ブテンコ,bofudan・butenko
alicja sapryk,アリツィア・サプルィク,aritsia・sapuruィku
arkadiusz jakubik,アルカディウス・ヤクビク,arukadiusu・yakubiku
bronisław heyduk,ブロニスワフ・ヘイドゥク,buronisuwafu・heiduku
artur nogal,アルトゥル・ノガル,aruturu・nogaru
bożena stachura,ボジェナ・スタフーラ,bojena・sutafūra
andrzej zamilski,アンドジェイ・ザミルスキ,andojei・zamirusuki
andrzej cofalik,アンジェイ・コファリク,anjei・kofariku
barbara kurzaj,バーバラ・クルザイ,bābara・kuruzai
cezary studniak,セザリー・スタドニアック,sezarī・sutadoniakku
cecylia walewska,セシリア・ワレフスカ,seshiria・warefusuka
anna iwaszkiewicz,アンナ・イヴァシュキェヴィッチ,anna・ivashukiェvitchi
anna kazejak,アンナ・カゼジャク,anna・kazejaku
anna kalczyńska,アンナ・カルチンスカ,anna・karuchinsuka
cezary żak,ツェザリ・ザック,tsezari・zakku
bazyli samojlik,バジリ・サモイリク,bajiri・samoiriku
anna radwan,アンナ・ラドヴァン,anna・radovan
anna maria buczek,アンナ・マリア・ブチェク,anna・maria・bucheku
franciszek nowodworski,フランチセク・ノヴォドヴォルスキ,furanchiseku・novuォdovuォrusuki
benedykt fuliński,ベネディクト・フリンスキ,benedikuto・furinsuki
antoni boratyński,アントニ・ボラティンスキー,antoni・boratinsukī
antoni chrościcki,アントニ・フロシチーツキ,antoni・furoshichītsuki
gertruda kilosówna,ゲルトルーダ・キロソウナ,gerutorūda・kirosouna
bodo kox,ボーデ・コックス,bōde・kokkusu
grażyna barszczewska,グラジナ・バルシュチェフスカ,gurajina・barushuchefusuka
henryk policht,ヘンリク・ポリフト,henriku・porifuto
dariusz jemielniak,ダリウス・ジェミエルニアク,dariusu・jemieruniaku
dariusz biskupski,ダリウシュ・ビスクプスキ,dariushu・bisukupusuki
eugeniusz szermentowski,オイゲニウス・シェルメントフスキ,oigeniusu・sherumentofusuki
eugeniusz pławski,エウゲニウシュ・プワウスキ,eugeniushu・puwausuki
grzegorz gajos,グジェゴシュ・ガヨス,gujegoshu・gayosu
dariusz siastacz,ダリウス・シアスタツ,dariusu・shiasutatsu
henryk stokłosa,ヘンリク・ストクワサ,henriku・sutokuwasa
grzegorz pacek,グジェゴシュ・パセック,gujegoshu・pasekku
bogumił pawłowski,ボグミウ・パヴウォフスキ,bogumiu・pavuwofusuki
grzegorz piotrowski,グジェゴシュ・ピョトロフスキ,gujegoshu・pyotorofusuki
dawid ogrodnik,ダヴィド・オグロドニク,davido・ogurodoniku
ewa kolasińska,エヴァ・コラシンスカ,eva・korashinsuka
halina chrostowska,ハリナ・クロストフスカ,harina・kurosutofusuka
halina skoczyńska,ハリナ・スコチンスカ,harina・sukochinsuka
halina winiarska,ハリナ・ウィニアスカ,harina・winiasuka
stanisław szczotka,スタニスワフ・シュチョツカ,sutanisuwafu・shuchotsuka
fabian drzyzga,ファビアン・ジズガ,fabian・jizuga
stanisław szudrowicz,スタニスワフ・シュドロヴィッチ,sutanisuwafu・shudorovitchi
faustyna morzycka,ファウスティナ・モルジツカ,fausutina・morujitsuka
rafał maserak,ラファル・マセラク,rafaru・maseraku
sara müldner,サラ・ミュルドナー,sara・myurudonā
sandra kruk,サンドラ・クルク,sandora・kuruku
henryk grotowski,ヘンリック・グロトフスキ,henrikku・gurotofusuki
tadeusz jarecki,タデウシュ・イアレッキ,tadeushu・iarekki
regina bielska,レギナ・ビエルスカ,regina・bierusuka
rena rolska,レナ・ロルスカ,rena・rorusuka
tadeusz jędrzejczak,タデウシュ・イェジェイチャク,tadeushu・yejeichaku
henryk klawe,ヘンリク・クラーヴェ,henriku・kurāvuェ
henryk lipszyc,ヘンリク・リプシッツ,henriku・ripushittsu
stanisław barącz,スタニスワフ・バロンチ,sutanisuwafu・baronchi
stefan bratkowski,ステファン・ブラトコフスキ,sutefan・buratokofusuki
stanisława pawłowska,スタニスワヴァ・パヴウォフスカ,sutanisuwava・pavuwofusuka
tymon tymański,ティモン・ティマンスキ,timon・timansuki
tymon niesiołowski,ティモン・ニエショヴォフスキ,timon・nieshovuォfusuki
tytus woyciechowski,ティトゥス・ヴォイチェホフスキ,titusu・vuォichehofusuki
tadeusz seweryn,タデウシュ・セヴェルィン,tadeushu・sevuェruィn
stefan lubomirski,ステファン・ルボミルスキ,sutefan・rubomirusuki
roman gancarczyk,ロマン・ガナルチック,roman・ganaruchikku
tadeusz vetulani,タデウシュ・ヴェトゥラニ,tadeushu・vuェturani
romuald gutt,ロムアルド・グッド,romuarudo・guddo
stanisław karczewski,スタニスワフ・カルチェフスキ,sutanisuwafu・karuchefusuki
roman smoluchowski,ローマン・スモルコフスキー,rōman・sumorukofusukī
waldemar barwiński,ヴァルデマール・バルヴィンスキ,varudemāru・baruvinsuki
stanisław kazimierz ostrowski,スタニスワフ・カジミェシュ・オストロウスキー,sutanisuwafu・kajimiェshu・osutorousukī
stefan surzyński,ステファン・スジニスキ,sutefan・sujinisuki
waldemar kotas,ヴァルデマル・コタス,varudemaru・kotasu
stefan tyszkiewicz,ステファン・ティシュキエヴィッチ,sutefan・tishukievitchi
teofil simchowicz,テオフィル・シムコヴィッツ,teofiru・shimukovittsu
stanisław marchewka,スタニスワフ・マルヘフカ,sutanisuwafu・maruhefuka
tomasz bulik,トマシュ・ブリク,tomashu・buriku
tomasz dedek,トマシュ・デデク,tomashu・dedeku
tomasz adamczuk,トマシュ・アダムチューク,tomashu・adamuchūku
tomasz arceusz,トマシュ・アルツェウシュ,tomashu・arutseushu
tomasz borkowy,トマシュ・ボルコヴィ,tomashu・borukovi
tomasz grodzki,トマシュ・グロツキ,tomashu・gurotsuki
szymon tenenbaum,シモン・テネンバウム,shimon・tenenbaumu
witold cęckiewicz,ヴィトルド・チェンチキェヴィチ,vitorudo・chenchikiェvichi
witka kowner,ヴィクタ・ケンプナー,vikuta・kenpunā
witold abramowicz,ヴィトルト・アブラモヴィチ,vitoruto・aburamovichi
witold krzemieński,ヴィトルド・クルゼミンスキ,vitorudo・kuruzeminsuki
wojciech bruszewski,ヴォイチェフ・ブルシェヴスキ,vuォichefu・burushevusuki
wojciech birek,ウォーシエック・ビレック,wōshiekku・birekku
zdzisław wardejn,ズジスワフ・ワルディン,zujisuwafu・warudin
wojciech dziembowski,ヴォイチェフ・ジエンボウスキー,vuォichefu・jienbousukī
włodzimierz czarzasty,ヴウォジミェシュ・チャジャスティ,vuwojimiェshu・chajasuti
wiktor górka,ヴィクトル・グルカ,vikutoru・guruka
wojciech duryasz,ヴォイチェフ・ドゥルヤシュ,vuォichefu・duruyashu
zenon kowalowski,ゼノン・コヴァロフスキー,zenon・kovarofusukī
wiktor junosza piotrowski,ヴィクトル・ユノザ・ピオトロフスキ,vikutoru・yunoza・piotorofusuki
wilhelm kolberg,ヴィルヘルム・コルベルク,viruherumu・koruberuku
wojciech mecwaldowski,ヴォイチェフ・メツファルドフスキ,vuォichefu・metsufarudofusuki
tadeusz chmielewski,タデウシュ・チミエレフスキ,tadeushu・chimierefusuki
wojciech nowicki,ヴォイチェフ・ノビキ,vuォichefu・nobiki
yared shegumo,ヤレド・シェグモ,yaredo・shegumo
zofia rydet,ゾフィア・リデト,zofia・rideto
wincenty szymborski,ヴィンツェンティ・シンボースキー,vintsenti・shinbōsukī
wojciech waglewski,ヴォイチェフ・ヴァグレフスキ,vuォichefu・vagurefusuki
zygmunt chajzer,ジグムント・チェイザー,jigumunto・cheizā
filip garbacz,フィリップ・ガルバッツ,firippu・garubattsu
wojciech świtała,ヴォイチェフ・シヴィタワ,vuォichefu・shivitawa
władysław baka,ヴワディスワフ・バカ,vuwadisuwafu・baka
andrzej blumenfeld,アンジェイ・ブルーメンフェルド,anjei・burūmenferudo
gabriel leńczyk,ガブリエル・レンチク,gaburieru・renchiku
zygmunt michałowski,ジグムント・ミハウォフスキ,jigumunto・mihawofusuki
władysław blinstrub,ヴワディスワフ・ブリンストルブ,vuwadisuwafu・burinsutorubu
władysław górski,ヴワディスワフ・グルスキ,vuwadisuwafu・gurusuki
andrzej zieliński,アンジェイ・ジーリンスキー,anjei・jīrinsukī
gerard mach,ゲラルド・マック,gerarudo・makku
aniela zagórska,アニエラ・ザゴルスカ,aniera・zagorusuka
władysław dąbrowski,ヴワディスワフ・ドンブロフスキ,vuwadisuwafu・donburofusuki
łukasz krawczuk,ウカシュ・クラフチュク,ukashu・kurafuchuku
grzegorz sitarski,グルジェゴルツ・シタルスキー,gurujegorutsu・shitarusukī
łukasz płoszajski,ルカシュ・プロザイスキー,rukashu・purozaisukī
antoni pawlicki,アントニ・パヴリツキ,antoni・pavuritsuki
henryk gawroński,ヘンリック・ガヴロニスキ,henrikku・gavuronisuki
maria wasiak,マリア・ヴァシャク,maria・vashaku
adam dźwigała,アダム・ジビガワ,adamu・jibigawa
michał gryziński,ミハウ・グリジンスキー,mihau・gurijinsukī
cezary kulesza,ツェザリー・クレシャ,tsezarī・kuresha
borys budka,ボリス・ブトカ,borisu・butoka
daniel moszkowicz,ダニエル・モスコヴィッツ,danieru・mosukovittsu
zdzisław piernik,ズジスワフ・ピエルニク,zujisuwafu・pieruniku
anastasija wychodcewa,アナスタシヤ・ヴィホドツェワ,anasutashiya・vihodotsewa
paweł łukaszewski,パヴェウ・ウカシェフスキ,pavuェu・ukashefusuki
zdzisław sierpiński,ズジスワフ・シエルピンスキ,zujisuwafu・shierupinsuki
jacek petrycki,ヤツェク・ペトリツキ,yatseku・petoritsuki
konstanty kulka,コンスタンティ・クルカ,konsutanti・kuruka
hugo kolberg,フーゴ・コルベルク,fūgo・koruberuku
adam wiślicki,アダム・ウィシュリツキ,adamu・wishuritsuki
dominika sell,ドミニカ・セル,dominika・seru
jacek purchla,ヤツェク・プルフラ,yatseku・purufura
izabela kuna,イザベラ・クナ,izabera・kuna
