イチロー,ichirō
サンインカイガンコクリツコウエン,saninkaigankokuritsukouen
シンヨウキンコ,shinyoukinko
カキョウイン,kakyouin
ハクサンタイショウテン,hakusantaishouten
サクライセン,sakuraisen
コウミョウジ,koumyouji
クシタジンジャ,kushitajinja
イズモタイシャ,izumotaisha
バレーボールニッポンダンシダイヒョウ,barēbōrunippondanshidaihyou
パーフェクト・リバティーキョウダン,pāfekuto・ribatīkyoudan
エドバクフ,edobakufu
コウガドウスタジオ,kougadousutajio
オキナワシャカイタイシュウトウ,okinawashakaitaishuutou
ニッコウトウショウグウ,nikkoutoushouguu
ヤヨイジダイ,yayoijidai
ヒノジドウシャ,hinojidousha
サツタルジドウシャドウ,satsutarujidoushadou
ドウトウジドウシャドウ,doutoujidoushadou
イアイジュツ,iaijutsu
オリエンタルランド,orientarurando
ミチヒサシジドウシャドウ,michihisashijidoushadou
ヤバケイ,yabakei
フェンリル,fenriru
ウェザーニューズ,wezānyūzu
キムデジュンジケン,kimudejunjiken
ニチチョウカンケイシ,nichichoukankeishi
イワクラシセツダン,iwakurashisetsudan
ゼンリンキョウ,zenrinkyou
オオガキハン,oogakihan
イシカリシチョウ,ishikarishichou
ソラチシチョウ,sorachishichou
キネティックノベル,kinetikkunoberu
カミカワシチョウ,kamikawashichou
トトウシチョウ,totoushichou
タカダハン,takadahan
ネムロシチョウ,nemuroshichou
シリベシチョウ,shiribeshichou
クシロシチョウ,kushiroshichou
アカシハン,akashihan
ヒヤマシチョウ,hiyamashichou
ソウヤシチョウ,souyashichou
ヒダカシチョウ,hidakashichou
コクサイレンゴウダイガク,kokusairengoudaigaku
カラツクンチ,karatsukunchi
タキガワジケン,takigawajiken
アルファ・システム,arufa・shisutemu
フクオカハン,fukuokahan
ススキノ,susukino
キシンセン,kishinsen
ニシニホンテツドウ,nishinihontetsudou
マツシタセイケイジュク,matsushitaseikeijuku
ギョウセイショシ,gyouseishoshi
スガモコウチショ,sugamokouchisho
タケトミマチ,taketomimachi
カナエヤスシユタカ,kanaeyasushiyutaka
オンザキコウエンキュウギジョウ,onzakikouenkyuugijou
ミヤギスタジアム,miyagisutajiamu
ニイガタスタジアム,niigatasutajiamu
イバラキケンリツカシマサッカースタジアム,ibarakikenritsukashimasakkāsutajiamu
サッチョウドウメイ,satchoudoumei
オーディオテクニカ,ōdiotekunika
カモベツライジンシャ,kamobetsuraijinsha
キョウトダイガクスウリカイセキケンキュウジョ,kyoutodaigakusuurikaisekikenkyuujo
チョウセンダイガッコウ,chousendaigakkou
カンモンカイキョウ,kanmonkaikyou
サッポロドーム,sapporodōmu
ナガイリクジョウキョウギジョウ,nagairikujoukyougijou
ヒエジンジャ,hiejinja
カツドンブリ,katsudonburi
ベストデンキ,besutodenki
ハンキュウハンシンホールディングス,hankyuuhanshinhōrudingusu
シュトケンシントシテツドウ,shutokenshintoshitetsudou
コウトウセンモンガッコウ,koutousenmongakkou
ウチナーヤマトグチ,uchināyamatoguchi
トキワソウ,tokiwasou
イオングループ,iongurūpu
ギフマモルクニジンジャ,gifumamorukunijinja
チュウニッポン,chuunippon
ヨコハマシエイチカテツブルーライン,yokohamashieichikatetsuburūrain
タイタセン,taitasen
サンヨウデンキテツドウホンセン,sanyoudenkitetsudouhonsen
リクグンヒコウセンタイ,rikugunhikousentai
ニホンアジアコウクウ,nihonajiakoukuu
ショウガツ,shougatsu
ハナミ,hanami
チュウニチドラゴンズ,chuunichidoragonzu
イブスキマクラザキセン,ibusukimakurazakisen
コクサイネッタイモクザイキカン,kokusainettaimokuzaikikan
ツシマカイリュウ,tsushimakairyuu
コクガクインダイガク,kokugakuindaigaku
カモゴソシンシャ,kamogososhinsha
イナナミジンジャ,inanamijinja
テイジイエル,teijiieru
シマバラ,shimabara
カナガワシンブン,kanagawashinbun
ゲイノウヤマシログミ,geinouyamashirogumi
ホウヒホンセン,houhihonsen
キュウダイホンセン,kyuudaihonsen
ハシダテ,hashidate
コウセイショウ,kouseishou
ハウスショクヒン,hausushokuhin
ゴダイドコロ,godaidokoro
フジサンケイグループ,fujisankeigurūpu
ゲイビセン,geibisen
ミヤザキクウコウセン,miyazakikuukousen
ガスター,gasutā
サンノウジンジャ,sannoujinja
アスカトキヨ,asukatokiyo
オダカショウ,odakashou
ヨナグニマチ,yonagunimachi
イワキヤマジンジャ,iwakiyamajinja
ビデオリサーチ,bideorisāchi
ウエノトウキョウライン,uenotoukyourain
サンボウホンブ,sanbouhonbu
ペンテル,penteru
チュウコウムグン,chuukoumugun
センダイクウコウテツドウセンダイクウコウセン,sendaikuukoutetsudousendaikuukousen
シンケイセイデンテツ,shinkeiseidentetsu
ケイセイオシアゲセン,keiseioshiagesen
スザクモン,suzakumon
セイブハイジマセン,seibuhaijimasen
オダイバ,odaiba
ニッポンコクリョケン,nipponkokuryoken
ホングウザン,honguuzan
ヒラジロミヤ,hirajiromiya
テンポウザン,tenpouzan
ギガ,giga
ホウムダイジン,houmudaijin
ナゴヤシコウツウキョク,nagoyashikoutsuukyoku
トヤマテレビホウソウ,toyamaterebihousou
オオヤマカミジンジャ,ooyamakamijinja
チョウセンシンポウ,chousenshinpou
ヒカワジンジャ,hikawajinja
リュウキュウカイコウ,ryuukyuukaikou
イリオモテイシガキコクリツコウエン,iriomoteishigakikokuritsukouen
ニッポンテイコクシュギ,nipponteikokushugi
キノクニヤショテン,kinokuniyashoten
トウホクフリーブレイズ,touhokufurībureizu
ケビイシ,kebiishi
レンショ,rensho
ジャパンエナジー,japanenajī
ヤキュウデンドウ,yakyuudendou
ニッポンホウソウキョウカイ,nipponhousoukyoukai
ファナック,fanakku
チュウブホウメンタイ,chuubuhoumentai
ユタカクニジンジャ,yutakakunijinja
カゴシマジングウ,kagoshimajinguu
カトリックタカトリキョウカイ,katorikkutakatorikyoukai
ナミジョウグウ,namijouguu
ミヤザキジングウ,miyazakijinguu
テルクニジンジャ,terukunijinja
ホウフテンマングウ,houfutenmanguu
キリシマジングウ,kirishimajinguu
ウトジングウ,utojinguu
トサジンジャ,tosajinja
ムナカタタイシャ,munakatataisha
カサマイナリジンジャ,kasamainarijinja
ヒガシニホンリョカクテツドウ,higashinihonryokakutetsudou
キットセン,kittosen
アワシリツカキハルショウガッコウ,awashiritsukakiharushougakkou
ナラハラタケシ,naraharatakeshi
ビョウブダケ,byoubudake
フコクキョウヘイ,fukokukyouhei
スミヨシタイシャ,sumiyoshitaisha
カシマジングウ,kashimajinguu
マスミダジンジャ,masumidajinja
キキ,kiki
ミミツカ,mimitsuka
リュウキュウハン,ryuukyuuhan
リョウヒンケイカク,ryouhinkeikaku
ロッキードジケン,rokkīdojiken
ウエノトウショウグウ,uenotoushouguu
アキバサンホングウアキバジンジャ,akibasanhonguuakibajinja
コウキョ,koukyo
シズオカアサマジンジャ,shizuokaasamajinja
ニッポンアカデミーショウガイコクサクヒンショウ,nipponakademīshougaikokusakuhinshou
サングウセン,sanguusen
ブルーリボンショウ,burūribonshou
トウキョウダイガクシュッパンカイ,toukyoudaigakushuppankai
モンブカガクダイジン,monbukagakudaijin
タイセイホウカン,taiseihoukan
イクタジンジャ,ikutajinja
トヨクニジンジャ,toyokunijinja
サッポロノウガッコウ,sapporonougakkou
イシガミジングウ,ishigamijinguu
アキバサン,akibasan
ノミヤジンジャ,nomiyajinja
ジンダイジ,jindaiji
イマミヤジンジャ,imamiyajinja
オムロン,omuron
ホリプロ,horipuro
チクホウホンセン,chikuhouhonsen
ケセンヌマセン,kesennumasen
ヒサヤダイツウコウエン,hisayadaitsuukouen
ニシニホンリョカクテツドウ,nishinihonryokakutetsudou
クマノナチタイシャ,kumanonachitaisha
カマクラミヤ,kamakuramiya
ヨドゴウハイジャックジケン,yodogouhaijakkujiken
ダザイフテンマングウ,dazaifutenmanguu
キヘイタイ,kiheitai
マツオタイシャ,matsuotaisha
カシハラジングウ,kashiharajinguu
ヒョウゴケンナンブジシン,hyougokennanbujishin
イアイドウ,iaidou
コウセイトリヒキイインカイ,kouseitorihikiiinkai
キョウトフリツダイガク,kyoutofuritsudaigaku
センダイクウコウテツドウ,sendaikuukoutetsudou
ハン,han
コウセイロウドウダイジン,kouseiroudoudaijin
コクドコウツウダイジン,kokudokoutsuudaijin
ゲンカイナダ,genkainada
クルリセン,kururisen
カゴジンジャ,kagojinja
ナングウタイシャ,nanguutaisha
オオトリタイシャ,ootoritaisha
ヒロセタイシャ,hirosetaisha
ニュウトヒウリジンジャ,nyuutohiurijinja
ミナセジングウ,minasejinguu
ツシマジンジャ,tsushimajinja
クマノホングウタイシャ,kumanohonguutaisha
ニシノミヤジンジャ,nishinomiyajinja
ユフダケ,yufudake
ニチナンセン,nichinansen
タケトヨセン,taketoyosen
ニホンコウクウ,nihonkoukuu
ホッカイドウリョカクテツドウ,hokkaidouryokakutetsudou
ピンク・レディー,pinku・redī
フジデンキ,fujidenki
ワカメカリジンジャ,wakamekarijinja
アワジンジャ,awajinja
ミヤリョウドノナイ,miyaryoudononai
トキメッセ,tokimesse
シロヒゲジンジャ,shirohigejinja
ハコネジンジャ,hakonejinja
ホウゲンサツ,hougensatsu
シロミネジングウ,shirominejinguu
シンハンガ,shinhanga
オオイガワテツドウ,ooigawatetsudou
トウブサノセン,toubusanosen
セイブチチブセン,seibuchichibusen
セイブヤマグチセン,seibuyamaguchisen
タケショボウ,takeshobou
ヒジウチカイキョウ,hijiuchikaikyou
チョウセングン,chousengun
ホッカイドウジングウ,hokkaidoujinguu
ニチタイカンケイシ,nichitaikankeishi
ボクトウ,bokutou
ハンセキホウカン,hansekihoukan
キシャクラブ,kishakurabu
フロンティアワークス,furontiawākusu
ニホンビクター,nihonbikutā
サバイバルゲーム,sabaibarugēmu
タマゴカケゴハン,tamagokakegohan
コダマグン,kodamagun
トウアコウクウ,touakoukuu
キツレガワマチ,kitsuregawamachi
トヨサトマチ,toyosatomachi
サイオン,saion
アソグン,asogun
ヒガシソノギマチ,higashisonogimachi
ソフト・オン・デマンド,sofuto・on・demando
カズツジテツロウブンカショウ,kazutsujitetsuroubunkashou
イチハラリョクチウンドウコウエンリンカイキョウギジョウ,ichihararyokuchiundoukouenrinkaikyougijou
ケンリツヒロシマダイガク,kenritsuhiroshimadaigaku
ミナミサイタマグン,minamisaitamagun
テレビエヒメ,terebiehime
ニッポンタイワンコウリュウキョウカイ,nippontaiwankouryuukyoukai
ヒガシハコウソクテツドウヒガシハコウソクセン,higashihakousokutetsudouhigashihakousokusen
ジャパン・ラジオ・ネットワーク,japan・rajio・nettowāku
カシオケイサンキ,kashiokeisanki
ツキジホンガンジ,tsukijihonganji
モセウシマチ,moseushimachi
ミヤタマチ,miyatamachi
カンサイクウコウセン,kansaikuukousen
ニッケイヘイキンカブカ,nikkeiheikinkabuka
バンダイ,bandai
コドクシ,kodokushi
リクウトウセン,rikuutousen
オウムシンリキョウ,oumushinrikyou
トウキョウショウケントリヒキショ,toukyoushoukentorihikisho
オオイタアサヒホウソウ,ooitaasahihousou
フクシマチュウオウテレビ,fukushimachuuouterebi
テレビシンシュウ,terebishinshuu
ホッカイドウテレビホウソウ,hokkaidouterebihousou
クマモトアサヒホウソウ,kumamotoasahihousou
ナガノホウソウ,naganohousou
チューリップテレビ,chūripputerebi
ナラセンタンカガクギジュツダイガクインダイガク,narasentankagakugijutsudaigakuindaigaku
イワテメンコイテレビ,iwatemenkoiterebi
シノノイセン,shinonoisen
メイジジングウヤキュウジョウ,meijijinguuyakyuujou
ソラチソウゴウシンコウキョク,sorachisougoushinkoukyoku
ウミマチ,umimachi
コウガクインダイガク,kougakuindaigaku
タカビシャ,takabisha
シンチュウオウコウクウ,shinchuuoukoukuu
スタジオディーン,sutajiodīn
フェルナンデス,ferunandesu
ホクジョウセン,hokujousen
シマダマゲ,shimadamage
セキホクホンセン,sekihokuhonsen
ヤクシジ,yakushiji
ヒガシニッポンホウソウ,higashinipponhousou
フクイテレビジョンホウソウ,fukuiterebijonhousou
テレビニイガタホウソウモウ,terebiniigatahousoumou
センダイホウソウ,sendaihousou
フクシマホウソウ,fukushimahousou
エヒメアサヒテレビ,ehimeasahiterebi
シデンアラタメ,shidenaratame
カゴシマヨミウリテレビ,kagoshimayomiuriterebi
テレビヤマナシ,terebiyamanashi
ヒロシマホームテレビ,hiroshimahōmuterebi
リュウキュウアサヒホウソウ,ryuukyuuasahihousou
アイテレビ,aiterebi
イワテアサヒテレビ,iwateasahiterebi
ナガノアサヒホウソウ,naganoasahihousou
エランドールショウ,erandōrushou
シンジュクコウソクバスターミナル,shinjukukousokubasutāminaru
キハタジ,kihataji
スーパーカップ,sūpākappu
イケダユウビンキョク,ikedayuubinkyoku
ゲントオル,gentooru
ハツウマ,hatsuuma
オー・エル・エム,ō・eru・emu
タンジョウジ,tanjouji
サントリーホール,santorīhōru
サダイジン,sadaijin
セイチョウジ,seichouji
テレビイワテ,terebiiwate
テレビカナザワ,terebikanazawa
テレビシズオカ,terebishizuoka
ミニシンカンセン,minishinkansen
イシカワテレビホウソウ,ishikawaterebihousou
アオモリテレビ,aomoriterebi
アオモリアサヒホウソウ,aomoriasahihousou
ニホジャンクション,nihojankushon
ゴインターチェンジ,gointāchenji
サカミナミインターチェンジ,sakaminamiintāchenji
シノノメデイリグチ,shinonomedeiriguchi
ウラワレッドダイヤモンズ,urawareddodaiyamonzu
ニホデイリグチ,nihodeiriguchi
サカキタインターチェンジ,sakakitaintāchenji
セイブタマコセン,seibutamakosen
オオズデイリグチ,oozudeiriguchi
サンノウサイ,sannousai
スワタイシャ,suwataisha
サカパーキングエリア,sakapākingueria
