angela merkel,앙겔라 메르켈,anggelra mereukel
lothar collatz,로타어 콜라츠,rotaeo kolraceu
alfred schwarzmann,알프레트 슈바르츠만,alpeureteu syubareuceuman
walter jens,발터 옌스,balteo yenseu
martin hengel,마르틴 헹겔,mareutin henggel
michael glos,미하엘 글로스,mihael geulroseu
georg hackl,게오르크 하클,georeukeu hakeul
sara goller,자라 골러,jara golreo
wolfgang unzicker,볼프강 운치커,bolpeugang uncikeo
julius brink,율리우스 브링크,yulriuseu beuringkeu
martin schmitt,마르틴 슈미트,mareutin syumiteu
carolin dietrich,카롤린 니트라,karolrin niteura
harald schmid,하랄트 슈미트,haralteu syumiteu
rita wilden,리타 빌덴,rita bilden
thomas rupprath,토마스 루프라트,tomaseu rupeurateu
ronald pofalla,로날트 포팔라,ronalteu popalra
betty heidler,베티 하이들러,beti haideulreo
enrico kern,엔리코 케른,enriko kereun
nicolas höfler,니콜라스 회플러,nikolraseu hoepeulreo
peer steinbrück,페어 슈타인브뤼크,peeo syutainbeurwikeu
florian heller,플로리안 헬러,peulrorian helreo
elisabeth grümmer,엘리자베트 그뤼머,elrijabeteu geurwimeo
heinz keßler,하인츠 케슬러,hainceu keseulreo
werner hamacher,베르너 하마허,bereuneo hamaheo
hertha sponer,헤르타 슈포너,hereuta syuponeo
carl von linde,카를 폰 린데,kareul pon rinde
hansjürgen buchner,한스위르겐 부흐너,hanseuwireugen buheuneo
wolfgang völz,볼프강 뵐츠,bolpeugang boelceu
uta frith,우타 프리트,uta peuriteu
kevin schlitte,케빈 슐리테,kebin syulrite
wolfgang scheidel,볼프강 샤이델,bolpeugang syaidel
wolfgang danne,볼프강 다네,bolpeugang dane
walter burkert,발터 부르케르트,balteo bureukereuteu
fabian müller,파비안 뮐러,pabian mwilreo
norbert röttgen,노르베르트 뢰트겐,noreubereuteu roeteugen
peter becker,페터 베커,peteo bekeo
alexander popp,알렉산더 포프,alregsandeo popeu
sandra klösel,잔드라 클뢰젤,jandeura keulroejel
detlev blanke,데틀레프 블랑케,deteulrepeu beulrangke
rüdiger von der goltz,뤼디거 폰 데어 골츠,rwidigeo pon deeo golceu
erwin strittmatter,에르빈 슈트리트마터,ereubin syuteuriteumateo
kurt bodewig,쿠르트 보데비히,kureuteu bodebihi
helga trüpel,헬가 트뤼펠,helga teurwipel
marckevin goellner,마르크케빈 괼너,mareukeukebin goelneo
cem özdemir,젬 외즈데미르,jem oejeudemireu
michael karoli,미하엘 카롤리,mihael karolri
jürgen roters,위르겐 로터스,wireugen roteoseu
kurt beck,쿠르트 베크,kureuteu bekeu
peter schmidhuber,페터 슈미트후버,peteo syumiteuhubeo
peter rühmkorf,페터 륌코르프,peteo rwimkoreupeu
jaki liebezeit,야키 리베차이트,yaki ribecaiteu
markus rühl,마르쿠스 륄,mareukuseu rwil
uwe ampler,우베 암플러,ube ampeulreo
eugen drewermann,오이겐 드레버만,oigen deurebeoman
gesine lötzsch,게지네 뢰치,gejine roeci
august müller,아우구스트 뮐러,auguseuteu mwilreo
herbert weichmann,헤르베르트 바이히만,hereubereuteu baihiman
inge borkh,잉게 보르크,ingge boreukeu
otto heckmann,오토 헤크만,oto hekeuman
irmgard möller,이름가르트 묄러,ireumgareuteu moelreo
frank peter zimmermann,프랑크 페터 치머만,peurangkeu peteo cimeoman
patrick funk,파트리크 풍크,pateurikeu pungkeu
ludwig rellstab,루트비히 렐슈타프,ruteubihi relsyutapeu
theo waigel,테오 바이겔,teo baigel
harald welte,하랄트 벨테,haralteu belte
stephan keppler,슈테판 케플러,syutepan kepeulreo
paul peter ewald,파울 페터 에발트,paul peteo ebalteu
oskar perron,오스카어 페론,oseukaeo peron
fritz gunst,프리츠 군스트,peuriceu gunseuteu
gerda christian,게르다 크리스티안,gereuda keuriseutian
franz schlegelberger,프란츠 슐레겔베르거,peuranceu syulregelbereugeo
heinz prüfer,하인츠 프뤼퍼,hainceu peurwipeo
steffen deibler,슈테펜 다이블러,syutepen daibeulreo
stephanie storp,슈테파니 슈토르프,syutepani syutoreupeu
tomas behrend,토마스 베렌트,tomaseu berenteu
theodor liebknecht,테오도어 리프크네히트,teodoeo ripeukeunehiteu
werner naumann,베르너 노이만,bereuneo noiman
kurt christoph von schwerin,쿠르트 크리스토프 폰 슈베린,kureuteu keuriseutopeu pon syuberin
pascal roller,파스칼 롤러,paseukal rolreo
herbert windt,헤르베르트 빈트,hereubereuteu binteu
jan eichhorn,얀 아이히호른,yan aihihoreun
richard musgrave,리처드 머그스레이브,riceodeu meogeuseureibeu
andreas von bechtolsheim,안드레아스 폰 베히톨스하임,andeureaseu pon behitolseuhaim
wilhelm müller,빌헬름 뮐러,bilhelreum mwilreo
fanny chmelar,파니 슈멜라르,pani syumelrareu
johann ludwig graf schwerin von krosigk,요한 루트비히 그라프 슈베린 폰 크로지크,yohan ruteubihi geurapeu syuberin pon keurojikeu
alfred dregger,알프레트 드레거,alpeureteu deuregeo
marieelisabeth lüders,마리엘리자베트 뤼더스,marielrijabeteu rwideoseu
thomas schneider,토마스 슈나이더,tomaseu syunaideo
hans stanggassinger,한스 슈탕가싱거,hanseu syutanggasinggeo
hans eichel,한스 아이헬,hanseu aihel
herta däublergmelin,헤르타 도이블러그멜린,hereuta doibeulreogeumelrin
sabine leutheusserschnarrenberger,자비네 로이트호이서슈나렌베르거,jabine roiteuhoiseosyunarenbereugeo
rudolf kittel,루돌프 키텔,rudolpeu kitel
rudi altig,루디 알티히,rudi altihi
otto weidt,오토 바이트,oto baiteu
barbara rittner,바르바라 리트너,bareubara riteuneo
gerhard stoltenberg,게르하르트 슈톨텐베르크,gereuhareuteu syutoltenbereukeu
erich ollenhauer,에리히 올렌하워,erihi olrenhaweo
peter struck,페터 슈트루크,peteo syuteurukeu
cilly aussem,실리 아우셈,silri ausem
friedrich von esmarch,프리드리히 폰 에스마르흐,peurideurihi pon eseumareuheu
georg leber,게오르크 레버,georeukeu rebeo
walter eschweiler,발터 에슈바일러,balteo esyubailreo
frank wörndl,프랑크 뵈른들,peurangkeu boereundeul
tom reichelt,톰 라이헬트,tom raihelteu
björn engholm,비외른 엥홀름,bioereun engholreum
maria müller,마리아 뮐러,maria mwilreo
kelly trump,켈리 트럼프,kelri teureompeu
eva strittmatter,에바 슈트리트마터,eba syuteuriteumateo
heike balck,하이케 발크,haike balkeu
heidi renoth,하이디 레노트,haidi renoteu
marcus becker,마르쿠스 베커,mareukuseu bekeo
hannes wader,하네스 바더,haneseu badeo
philipp schwethelm,필리프 슈베텔름,pilripeu syubetelreum
hasso von manteuffel,하소 폰 만토이펠,haso pon mantoipel
kaiuwe von hassel,카이우베 폰 하셀,kaiube pon hasel
heinz felfe,하인츠 펠페,hainceu pelpe
jürgen möllemann,위르겐 묄레만,wireugen moelreman
harald ringstorff,하랄트 링스토르프,haralteu ringseutoreupeu
peter müller,페터 뮐러,peteo mwilreo
tom novy,톰 노비,tom nobi
elisabeth pähtz,엘리자베트 페츠,elrijabeteu peceu
michael koch,미하엘 코흐,mihael koheu
eduard study,에두아르트 슈투디,eduareuteu syutudi
ferdinand sauerbruch,페르디난트 자워브루흐,pereudinanteu jaweobeuruheu
frank emmelmann,프랑크 에멜만,peurangkeu emelman
hans matthöfer,한스 마트회퍼,hanseu mateuhoepeo
carluwe steeb,카를우베 슈테프,kareulube syutepeu
theodor blank,테오도어 블랑크,teodoeo beulrangkeu
günther jauch,귄터 야우흐,gwinteo yauheu
bernd fischer,베른트 피셔,bereunteu pisyeo
adolf kneser,아돌프 크네저,adolpeu keunejeo
jürgen schmude,위르겐 슈무데,wireugen syumude
johann friedrich gmelin,요한 프리드리히 크멜린,yohan peurideurihi keumelrin
tobias unger,토비아스 웅거,tobiaseu unggeo
august thienemann,아우구스트 티네만,auguseuteu tineman
meike babel,마이케 바벨,maike babel
markus deibler,마르쿠스 다이블러,mareukuseu daibeulreo
ricki osterthun,리키 오스테르툰,riki oseutereutun
manuel fischer,마누엘 피셔,manuel pisyeo
herbert hainer,헤르베르트 하이너,hereubereuteu haineo
hans apel,한스 아펠,hanseu apel
tobias arlt,토비아스 아를트,tobiaseu areulteu
thomas luther,토마스 루터,tomaseu ruteo
andreas schlütter,안드레아스 슐뤼터,andeureaseu syulrwiteo
jens filbrich,옌스 필브리히,yenseu pilbeurihi
marie luise kaschnitz,마리 루이제 카슈니츠,mari ruije kasyuniceu
bernd pischetsrieder,베른트 피셰츠리더,bereunteu pisyeceurideo
jürgen röber,위르겐 뢰버,wireugen roebeo
annika becker,아니카 베커,anika bekeo
dietrich stobbe,디트리히 슈토베,diteurihi syutobe
johann kasimir,존 카시미르,jon kasimireu
ludwig von sybel,루트비히 폰 지벨,ruteubihi pon jibel
bernhard walther,베른하르트 발터,bereunhareuteu balteo
matthias pintscher,마티아스 핀처,matiaseu pinceo
joachim fest,요아힘 페스트,yoahim peseuteu
ferdinand leitner,페르디난트 라이트너,pereudinanteu raiteuneo
martina strutz,마르티나 슈트루츠,mareutina syuteuruceu
alois vogl,알로이스 포글,alroiseu pogeul
alexander gerst,알렉산더 게르스트,alregsandeo gereuseuteu
arnold fanck,아르놀트 팡크,areunolteu pangkeu
jens müller,옌스 뮐러,yenseu mwilreo
tobias wendl,토비아스 벤들,tobiaseu bendeul
andreas voßkuhle,안드레아스 포스쿨레,andeureaseu poseukulre
josef fendt,요제프 펜트,yojepeu penteu
wilhelm fließ,빌헬름 플리스,bilhelreum peulriseu
bernhard rensch,베른하르트 렌슈,bereunhareuteu rensyu
frank luck,프랑크 루크,peurangkeu rukeu
armin meiwes,아르민 마이베스,areumin maibeseu
manuela henkel,마누엘라 헹켈,manuelra hengkel
christina ackermann,크리스티나 가이거,keuriseutina gaigeo
franz göring,프란츠 괴링,peuranceu goering
anke huber,앙케 후버,angke hubeo
horst ehmke,호르스트 엠케,horeuseuteu emke
alexander von falkenhausen,알렉산더 폰 팔켄하우젠,alregsandeo pon palkenhaujen
lothar de maizière,로타어 드 메지에르,rotaeo deu mejiereu
elisabeth rethberg,엘리자베트 레트베르크,elrijabeteu reteubereukeu
hermann foertsch,헤르만 푀르치,hereuman poereuci
philipp marx,필리프 마르크스,pilripeu mareukeuseu
alexander cejka,알렉스 체이카,alregseu ceika
peter hartz,페터 하르츠,peteo hareuceu
liesel westermann,리젤 베스터만,rijel beseuteoman
peter roth,페터 로트,peteo roteu
monika mann,모니카 만,monika man
hennes junkermann,한스 융커만,hanseu yungkeoman
theodor morell,테오도어 모렐,teodoeo morel
erhard eppler,에르하르트 에플러,ereuhareuteu epeulreo
rosemarie ackermann,로제마리 아커만,rojemari akeoman
henrik rödl,헨드리크 뢰들,hendeurikeu roedeul
gebhard müller,게프하르트 뮐러,gepeuhareuteu mwilreo
alexander gazsi,알렉산더 가지,alregsandeo gaji
franz josef jung,프란츠 요제프 융,peuranceu yojepeu yung
edelgard bulmahn,에델가르트 불만,edelgareuteu bulman
roger shah,로저 샤,rojeo sya
hanschristoph seebohm,한스크리스토프 제봄,hanseukeuriseutopeu jebom
annalena grönefeld,아나레나 그뢰네펠트,anarena geuroenepelteu
heinrich krone,하인리히 크로네,hainrihi keurone
hedwig dohm,헤트비히 돔,heteubihi dom
regina halmich,레기나 할미히,regina halmihi
kurt richter,쿠르트 리히터,kureuteu rihiteo
heinrich von preußen,알베르트 빌헬름 하인리히,albereuteu bilhelreum hainrihi
wolfgang thierse,볼프강 티르제,bolpeugang tireuje
gisela arendt,기젤라 아렌트,gijelra arenteu
patrick femerling,파트리크 페멀링,pateurikeu pemeolring
ernst stuhlinger,에른스트 슈툴링거,ereunseuteu syutulringgeo
paul lücke,파울 뤼케,paul rwike
curd jürgens,쿠르트 위르겐스,kureuteu wireugenseu
shawn bradley,숀 브래들리,syon beuraedeulri
rupert scholz,루페르트 숄츠,rupereuteu syolceu
hermann höcherl,헤르만 회헤를,hereuman hoehereul
raimund harmstorf,라이문트 하름슈토르프,raimunteu hareumsyutoreupeu
gerhard frey,게르하르트 프라이,gereuhareuteu peurai
viktoria von hessendarmstadt,헤센 공녀 빅토리아,hesen gongnyeo bigtoria
matthias platzeck,마티아스 플라체크,matiaseu peulracekeu
annemarie renger,아네마리 렝거,anemari renggeo
armin hary,아르민 하리,areumin hari
rudolf koch,루돌프 코흐,rudolpeu koheu
curt sachs,쿠르트 작스,kureuteu jagseu
karl ritter von goebel,카를 리터 폰 괴벨,kareul riteo pon goebel
manfred stolpe,만프레트 슈톨페,manpeureteu syutolpe
ska keller,스카 켈러,seuka kelreo
akif pirinçci,아키프 프린치지,akipeu peurinciji
hansheinrich sievert,한스하인리히 지베르트,hanseuhainrihi jibereuteu
helmut poppendick,헬무트 포펜디크,helmuteu popendikeu
hubertus heil,후베르투스 하일,hubereutuseu hail
gerhard lamprecht,게르하르트 람프레히트,gereuhareuteu rampeurehiteu
hanspeter friedrich,한스페터 프리드리히,hanseupeteo peurideurihi
käte strobel,케테 슈트로벨,kete syuteurobel
theo lingen,테오 링겐,teo ringgen
olga tschechowa,올가 체호바,olga cehoba
vera tschechowa,베라 체호바,bera cehoba
andrea henkel,안드레아 헹켈,andeurea hengkel
franz böhm,프란츠 뵘,peuranceu boem
klaus badelt,클라우스 바델트,keulrauseu badelteu
sven hannawald,스벤 하나발트,seuben hanabalteu
silke lippok,질케 리포크,jilke ripokeu
ricco groß,리코 그로스,riko geuroseu
sıla şahin,슬라 샤힌,seulra syahin
uwe barschel,우베 바르셸,ube bareusyel
alexander straub,알렉산더 슈트라우프,alregsandeo syuteuraupeu
fritz spengler,프리츠 슈펭글러,peuriceu syupenggeulreo
klaus töpfer,클라우스 퇴퍼,keulrauseu toepeo
uwe tellkamp,우베 텔캄프,ube telkampeu
hans belting,한스 벨팅,hanseu belting
ottmar liebert,오트마르 리버베르트,oteumareu ribeobereuteu
annette schavan,아네테 샤반,anete syaban
inge meysel,잉게 마이젤,ingge maijel
benjamin lauth,베냐민 라우트,benyamin rauteu
hanna neumann,하나 노이만,hana noiman
sebastian thrun,세바스찬 쓰런,sebaseucan sseureon
stefan mappus,슈테판 마푸스,syutepan mapuseu
günther oettinger,귄터 외팅거,gwinteo oetinggeo
lothar späth,로타어 슈파트,rotaeo syupateu
bernhard glass,베른하르트 글라스,bereunhareuteu geulraseu
cornelia funke,코르넬리아 풍케,koreunelria pungke
sylvia hanika,질비아 하니카,jilbia hanika
reiner haseloff,라이너 하셀로프,raineo haselropeu
rainer eppelmann,라이너 에펠만,raineo epelman
cédric makiadi,세드리크 마키아디,sedeurikeu makiadi
rita süssmuth,리타 쥐스무트,rita jwiseumuteu
wolfgang güllich,볼프강 귈리히,bolpeugang gwilrihi
claudia grunwald,클라우디아 그룬발트,keulraudia geurunbalteu
reinhold münzenberg,라인홀트 뮌첸베르크,rainholteu mwincenbereukeu
ursula holl,우르줄라 홀,ureujulra hol
klaus doldinger,클라우스 돌딩거,keulrauseu doldinggeo
felicitas woll,펠리시타스 볼,pelrisitaseu bol
anja harteros,안야 하르테로스,anya hareuteroseu
birgit hogefeld,비르기트 호게펠트,bireugiteu hogepelteu
leo geyr von schweppenburg,레오 가이어 폰 슈페펜베르크,reo gaieo pon syupepenbereukeu
guildo horn,길도 호른,gildo horeun
basilea schlink,바질레아 슐링크,bajilrea syulringkeu
fritz stern,프리츠 스턴,peuriceu seuteon
heinz erhardt,하인츠 에르하르트,hainceu ereuhareuteu
isabel mundry,이자벨 문드리,ijabel mundeuri
toni lang,토니 랑,toni rang
sylke otto,질케 오토,jilke oto
thomas prosser,토마스 프로서,tomaseu peuroseo
erich kempka,에리히 켐프카,erihi kempeuka
david möller,다비트 묄러,dabiteu moelreo
kathrin lang,카트린 랑,kateurin rang
silke spiegelburg,질케 슈피겔부르크,jilke syupigelbureukeu
benjamin sadler,벤자민 새들러,benjamin saedeulreo
peter schlickenrieder,페터 슐리켄리더,peteo syulrikenrideo
werner march,베르너 마르히,bereuneo mareuhi
julian reister,율리안 라이스터,yulrian raiseuteo
bettina bunge,베티나 붕게,betina bungge
wolfgang hilbig,볼프강 힐빅,bolpeugang hilbig
wilhelm uhde,빌헬름 우데,bilhelreum ude
patrick reimer,파트리크 라이머,pateurikeu raimeo
michael wolf,미하엘 볼프,mihael bolpeu
harald weinrich,하랄트 바인리히,haralteu bainrihi
herbert schade,헤르베르트 샤데,hereubereuteu syade
wolfgang kapp,볼프강 카프,bolpeugang kapeu
lilli schwarzkopf,릴리 슈바르츠코프,rilri syubareuceukopeu
michaela gerg,미하엘라 게르크라이트너,mihaelra gereukeuraiteuneo
erik lesser,에리크 레서,erikeu reseo
reiner schöne,순수하고 아름다운,sunsuhago areumdaun
christoph wolff,크리스토프 볼프,keuriseutopeu bolpeu
fritz hellwig,프리츠 헬비히,peuriceu helbihi
therese giehse,테레제 기제,tereje gije
mandala tayde,만다라 테이데,mandara teide
peterjürgen boock,페터위르겐 보크,peteowireugen bokeu
walter bruch,발터 브루흐,balteo beuruheu
philip gröning,필립 그로닝,pilrib geuroning
uschi disl,우시 디즐,usi dijeul
sebastian polter,제바스티안 폴터,jebaseutian polteo
conrad ansorge,콘라트 안조르게,konrateu anjoreuge
michael stich,미하엘 슈티히,mihael syutihi
albrecht wellmer,알브레히트 벨머,albeurehiteu belmeo
alexander rădulescu,알렉스 러둘레스쿠,alregseu reodulreseuku
maren fromm,마렌 프롬,maren peurom
patrik kühnen,파트리크 퀴넨,pateurikeu kwinen
mandy wötzel,만디 뵈첼,mandi boecel
david prinosil,다비트 프리노질,dabiteu peurinojil
steffen hamann,슈테펜 하만,syutepen haman
herman nohl,헤르만 놀,hereuman nol
