gerónimo,제로니모,jeronimo
julio césar chávez,훌리오 세사르 차베스,hulrio sesareu cabeseu
eugenio caballero,에우헤니오 카바예로,euhenio kabayero
paloma jiménez,팔로마 히메네즈,palroma himenejeu
pedro weber,페드로 웨버,pedeuro webeo
mollie steimer,몰리 스타이머,molri seutaimeo
robinson tejeda,로빈손 테헤다,robinson teheda
carlos bolado,카를로스 볼라도,kareulroseu bolrado
luis ernesto derbez,루이스 에르네스토 데르베스,ruiseu ereuneseuto dereubeseu
eraclio zepeda,에라클리오 세페다,erakeulrio sepeda
carlos monsiváis,카를로스 몬시바스,kareulroseu monsibaseu
adrian hong,에이드리언 홍,eideurieon hong
carmen becerra,카르멘 베체라,kareumen becera
guillermo capetillo,기예르모 카페티요,giyereumo kapetiyo
christopher von uckermann,크리스토페르 본 우케르만,keuriseutopereu bon ukereuman
khotan fernández,코탄 페르난데스,kotan pereunandeseu
agustin murillo,아구스틴 무리요,aguseutin muriyo
édgar valdez villarreal,에드가 발데즈 비야레알,edeuga baldejeu biyareal
sebastián zurita,세바스티안 취리타,sebaseutian cwirita
carmen aristegui,카르멘 아리스테기,kareumen ariseutegi
eduardo nájera,에두아르도 나헤라,eduareudo nahera
guillermo navarro,기예르모 나바로,giyereumo nabaro
angelina beloff,앙헬리나 벨로프,anghelrina belropeu
alfonso durazo,알폰소 두라소,alponso duraso
alfredo adame,알프레도 아다메,alpeuredo adame
gilberto owen,힐베르토 오웬,hilbereuto owen
manolo fábregas,마놀로 파브레가스,manolro pabeuregaseu
rené rebetez,레네 레베테스,rene rebeteseu
erick torres padilla,에리크 토레스 파디야,erikeu toreseu padiya
enrique pradere,엔리케 프라데레,enrike peuradere
gonzalo martínez ortega,곤잘로 마르티네스 오르테가,gonjalro mareutineseu oreutega
érik morales,에리크 모랄레스,erikeu moralreseu
dante delgado rannauro,단테 델가도 라나우로,dante delgado ranauro
chespirito,체스피리토,ceseupirito
jaime torres bodet,하이메 토레스 보데트,haime toreseu bodeteu
guadalupe nettel,과달루페 네텔,gwadalrupe netel
leticia huijara,레티시아 후자라,retisia hujara
sofía lama,소피아 라마,sopia rama
rodrigo abed,로드리고 아베드,rodeurigo abedeu
superbarrio gómez,수페르바리오 고메스,supereubario gomeseu
lisset,리셋,rises
esteban moctezuma,에스테반 목테수마,eseuteban mogtesuma
ada carrasco,멕시코 배우,megsiko baeu
carlos carrera,카를로스 카레라,kareulroseu karera
luis cruz,루이스 크루스,ruiseu keuruseu
susana lópez charreton,수사나 로페스 차레톤,susana ropeseu careton
armando torrea,아르만도 토레아,areumando torea
teresa margolles,테레사 마르고예스,teresa mareugoyeseu
marco estrada,마르코 에스트라다,mareuko eseuteurada
lisette morelos,리세테 모렐로스,risete morelroseu
josé joaquín moraga,호세 호아킨 모라가,hose hoakin moraga
mario almada,마리오 알마다,mario almada
david cortés,다비드 코르테스,dabideu koreuteseu
narciso elvira,나르시소 엘비라,nareusiso elbira
vanessa villela,바네사 빌라,banesa bilra
otto sirgo,오토 시르고,oto sireugo
guillermo i ortiz mayagoitia,기예르모 이베리오 오르티스 마야고이티아,giyereumo iberio oreutiseu mayagoitia
altair jarabo,알타이르 하라보,altaireu harabo
victor rabanales,빅토르 라바날레스,bigtoreu rabanalreseu
angélica aragón,앙헬리카 아라곤,anghelrika aragon
francisco gabilondo soler,프란시스코 가빌론도 솔레르,peuransiseuko gabilrondo solrereu
josé juan tablada,호세 후안 타블라다,hose huan tabeulrada
francisco gattorno,프란시스코 개토르노,peuransiseuko gaetoreuno
manuel álvarez bravo,마누엘 알바레스 브라보,manuel albareseu beurabo
yuri,유리,yuri
fernando eimbcke,페르난도 에임케,pereunando eimke
refino tamal,루피노 타마요,rupino tamayo
josé gorostiza,호세 고로스티사,hose goroseutisa
luis mendoza,루이스 멘도사,ruiseu mendosa
emmanuel lubezkii,에마누엘 루베스키,emanuel rubeseuki
rené cardona,레네 카르도나,rene kareudona
josé josé,호세 호세,hose hose
rafael sánchez navarro,라파엘 산체스 나바로,rapael sanceseu nabaro
mariana ochoa,마리아나 오초아,mariana ocoa
roberto palazuelos,로베르토 팔라수엘로스,robereuto palrasuelroseu
rob moran,롭 모란,rob moran
julio cedillo,훌리오 세디요,hulrio sediyo
miguel ángel félix gallardo,미구엘 앙헬 펠릭스 갈라르도,miguel anghel pelrigseu galrareudo
roberto gavaldón,로베르토 가발돈,robereuto gabaldon
bender bending rodríguez,벤더 벤딩 로드리게즈,bendeo bending rodeurigejeu
karen sentíes,카렌 센티에스,karen sentieseu
josefina echánove,조세피나 에카노브,josepina ekanobeu
eugenio siller,에우헤니오 시예르,euhenio siyereu
columba domínguez,콜럼바 도민게즈,kolreomba domingejeu
marco méndez,마르코 멘데스,mareuko mendeseu
homero aridjis,오메로 아리지스,omero arijiseu
iliana fox,일리아나 폭스,ilriana pogseu
damián alcázar,다미안 알카사르,damian alkasareu
roberto kobeh gónzalez,로베르토 코베 곤살레스,robereuto kobe gonsalreseu
angélica celaya,앙겔리카 셀라야,anggelrika selraya
sasha montenegro,사샤 몬테네그로,sasya montenegeuro
sharis cid,샤리스 시드,syariseu sideu
sylvia pasquel,실비아 파스켈,silbia paseukel
joaquín cosío,호아킨 코시오,hoakin kosio
yhency brazobán,옌시 브라소반,yensi beurasoban
josé luis reséndez,호세 루이스레 센데스,hose ruiseure sendeseu
laura cerón,로라 셀롱,rora selrong
angélica vale,앙헬리카 발레,anghelrika balre
álvaro enrigue,알바로 엔리게,albaro enrige
kalimba marichal,칼림바 마리찰,kalrimba marical
esteban loaiza,에스테반 로아이자,eseuteban roaija
ignacio lópez tarso,이그나시오 로페스 타르소,igeunasio ropeseu tareuso
raquel olmedo,라켈 올메도,rakel olmedo
rodrigo lópez,로드리고 로페스,rodeurigo ropeseu
josé manuel abundis,호세 마누엘 아분디스,hose manuel abundiseu
adrian cardoso,아드리안 카르도소,adeurian kareudoso
óliver pérez,올리베르 페레스,olribereu pereseu
pancho córdova,판초 코르도바,panco koreudoba
eduardo garza,에두아르도 가르자,eduareudo gareuja
donald reed,도널드 리드,doneoldeu rideu
carlos cuarón,카를로스 쿠아론,kareulroseu kuaron
humberto zurita,움베르토 취리타,umbereuto cwirita
gerardo murguía,제라르도 무르구아,jerareudo mureugua
emilio diez barroso,에밀리오 디에즈 바로소,emilrio diejeu baroso
manuel mijares,마누엘 미하레스,manuel mihareseu
arath de la torre,아라스 드 라 토레,araseu deu ra tore
arturo de córdova,아르투로 데 코르도바,areuturo de koreudoba
rodrigo plá,로드리고 플라,rodeurigo peulra
karla martínez,칼라 마르티네스,kalra mareutineseu
vibe,바이브,baibeu
alicia villarreal,알리시아 빌라리얼,alrisia bilrarieol
ernesto fonseca carrillo,에르네스토 폰세카 카릴로,ereuneseuto ponseka karilro
lucía méndez,루시아 멘데스,rusia mendeseu
espectrito,에스펙트리토,eseupegteurito
césar duarte jáquez,세사르 두아르테 하케스,sesareu duareute hakeseu
aníbal zurdo,아니발 수르도,anibal sureudo
eva aridjis,에바 아리지스,eba arijiseu
yolanda montez,욜란다 몬테스,yolranda monteseu
andrea martí,안드레아 마르티,andeurea mareuti
iván garcía,이반 가르시아,iban gareusia
ignacio flores ocaranza,이그나시오 플로레스 오카란사,igeunasio peulroreseu okaransa
estela núñez,에스텔라 누녜스,eseutelra nunyeseu
lauro salas,라우로 살라스,rauro salraseu
pamela tajonar,파멜라 타호나르,pamelra tahonareu
anna sobero,아나 소베로,ana sobero
gabriel porras,가브리엘 포라스,gabeuriel poraseu
maite embil,마이테 엠빌,maite embil
benjamín cann,벤야민 칸,benyamin kan
germán durán,헤르만 두란,hereuman duran
lilia aragón,릴리아 아라곤,rilria aragon
gabriel chavez,가브리엘 차베스,gabeuriel cabeseu
carlos garcía y bocanegra,카를로스 가르시아 이 보카네그라,kareulroseu gareusia i bokanegeura
margarita sanz,마가리타 산츠,magarita sanceu
gregorio casal,그레고리오 카잘,geuregorio kajal
ildefonso guajardo villarreal,일데폰소 과하르도 비야레알,ildeponso gwahareudo biyareal
gabriela roel,가브리엘라 로엘,gabeurielra roel
gonzalo guízar,곤살로 기사르,gonsalro gisareu
claudia sheinbaum,클라우디아 쉰바움,keulraudia swinbaum
charlyn corral,샤를린 코랄,syareulrin koral
maría aura,마리아 아우라,maria aura
juan josé rodríguez prats,후안 호세 로드리게스 프라츠,huan hose rodeurigeseu peuraceu
andrade el idolo,안드라데 시엔 알마스,andeurade sien almaseu
gustavo cárdenas gutiérrez,구스타보 카르데나스 구티에레즈,guseutabo kareudenaseu gutierejeu
horacio piña,오라시오 피냐,orasio pinya
miguel capistrán,미겔 카피스트란,migel kapiseuteuran
eduardo cisneros,에두아르도 시스네로스,eduareudo siseuneroseu
alejandro speitzer,알레한드로 스파이체르,alrehandeuro seupaicereu
mónica miguel,모미카 미구엘,momika miguel
miguel ángel yunes linares,미겔 앙헬 유네스 리나레스,migel anghel yuneseu rinareseu
luis estrada,루이스 에스트라다,ruiseu eseuteurada
alejandro marroquín,알레한드로 마로킨,alrehandeuro marokin
julio bekhor,줄리오 벡허,julrio begheo
iván castillejos,이반 카스티예호스,iban kaseutiyehoseu
samantha bricio,사만타 브리시오,samanta beurisio
kenti robles,켄티 로블레스,kenti robeulreseu
beatriz aguirre,베아트리스 아귀레,beateuriseu agwire
norma herrera,노르마 에레라,noreuma erera
norma lazareno,노르마 라사레노,noreuma rasareno
kristoff raczynski,크리스토프 라신스키,keuriseutopeu rasinseuki
quico,키코,kiko
la parkita,라 파르키타,ra pareukita
paco malgesto,파코 말헤스토,pako malheseuto
alanpeter gadiot,피터 개디오,piteo gaedio
miguel ángel reyesvarela,미겔 앙헬 레예스바렐라,migel anghel reyeseubarelra
isaac brizuela,이사크 브리수엘라,isakeu beurisuelra
ismael valadez,이스마엘 발라데스,iseumael balradeseu
sandra destenave,산드라 데스테나베,sandeura deseutenabe
manuel capetillo,마누엘 카페티요,manuel kapetiyo
lyn may,린 메이,rin mei
jonás cuarón,호나스 쿠아론,honaseu kuaron
alejandro de la madrid,알레한드로 데 라 마드리드,alrehandeuro de ra madeurideu
valeria luiselli,발레리아 루이셀리,balreria ruiselri
carlos ortiz,카를로스 오르티스,kareulroseu oreutiseu
rubí sandoval,루비 산도발,rubi sandobal
rodolfo cazaubon,로돌포 카사우본,rodolpo kasaubon
mauricio gonzález,마우리시오 곤잘레즈,maurisio gonjalrejeu
miguel couturier,미구엘 쿠투리에,miguel kuturie
maría chacón,마리아 차콘,maria cakon
joan sebastian,호안 세바스티안,hoan sebaseutian
alexandra de la mora,알렉산드라 드 라 모라,alregsandeura deu ra mora
humberto vélez,움베르토 벨레즈,umbereuto belrejeu
miguel roman,미구엘 로만,miguel roman
mauricio mancera,마우리시오 만세라,maurisio mansera
natalia juárez,나탈리아 주아레즈,natalria juarejeu
susana noriega,수사나 노리에가,susana noriega
dagoberto gama,다고베토 가마,dagobeto gama
omar fayad,오마르 파야드,omareu payadeu
pedro valtierra,페드로 발티에라,pedeuro baltiera
guillermo tovar de teresa,길레르모 토바 드 테레사,gilrereumo toba deu teresa
pepe aguilar,페페 아길라르,pepe agilrareu
patricia acevedo,패트리샤 에이스베도,paeteurisya eiseubedo
viridiana alatriste,비리디아나 알라트리스테,biridiana alrateuriseute
carlos manuel urzúa macías,카를로스 마누엘 우르수아 마시아스,kareulroseu manuel ureusua masiaseu
pilar pellicer,필러 펠리서,pilreo pelriseo
maría renée prudencio,마리아 레네 프루덴시오,maria rene peurudensio
josé manuel cruzalta,호세 마누엘 크루살타,hose manuel keurusalta
luis cessa,루이스 세사,ruiseu sesa
josé tolentino,호세 톨렌티노,hose tolrentino
reyli,레일리,reilri
sebastian hofmann,세바스티안 오프만,sebaseutian opeuman
héctor jiménez,헥터지 메네즈,hegteoji menejeu
rafael díaz,라파엘 디아스,rapael diaseu
renata zarazúa,레나타 사라수아,renata sarasua
luis videgaray caso,루이스 비데가라이 카소,ruiseu bidegarai kaso
manuel balbi,마누엘 발비,manuel balbi
armando casas,아르만도 카사스,areumando kasaseu
noé hernández,노에 에르난데스,noe ereunandeseu
ophelia pastrana,오필리아 파스트라나,opilria paseuteurana
erick chapa,에릭 차파,erig capa
miguel gonzalez,미겔 곤살레스,migel gonsalreseu
carmen sarahí,카르멘 사라이,kareumen sarai
camila fernández,카밀라 페르난데스,kamilra pereunandeseu
erick gutiérrez,에리크 구티에레스,erikeu gutiereseu
rogelio franco castán,로젤리오 프랑코 캐스탄,rojelrio peurangko kaeseutan
martín abundis,마르틴 아분디스,mareutin abundiseu
gaby lópez,가비 로페스,gabi ropeseu
gabriela bayardo,가브리엘라 슐로세,gabeurielra syulrose
rené garcía,르네 가르시아,reune gareusia
manuel garciarulfo,마누엘 가르시아룰포,manuel gareusiarulpo
luis chávez,루이스 차베스,ruiseu cabeseu
luciana silveyra,루시아나 실비아,rusiana silbia
yuya,유야,yuya
marcela guirado,마르셀라 귀라도,mareuselra gwirado
susana palazuelos,수사나 팔라수엘로스,susana palrasuelroseu
marcela rubiales,마르셀라 루비알레스,mareuselra rubialreseu
patricia azarcoya schneider,파트리샤 아자르코야 슈나이더,pateurisya ajareukoya syunaideo
antonio riestra,안토니오 리에스트라,antonio rieseuteura
rogelio hernández,세사르 몬테스,sesareu monteseu
long gutiérrez,롱 구티에레스,rong gutiereseu
cassandra ciangherotti,카산드라 치아첼로티,kasandeura ciacelroti
yuriy khovanskiy,유리 호반스키,yuri hobanseuki
flavino ríos alvarado,플라비노 리오스 알바라도,peulrabino rioseu albarado
raúl vale,라울 베일,raul beil
moisés arizmendi,모이세 아리스멘디,moise ariseumendi
alex verdugo,앨릭스 베르두고,aelrigseu bereudugo
juan carlos olivas,후안 카를로스 올리바스,huan kareulroseu olribaseu
brenda viramontes,브렌다 비라몬테스,beurenda biramonteseu
norma palafox,노르마 팔라폭스,noreuma palrapogseu
deneva cagigas,데네바 카히가스,deneba kahigaseu
tomás rojas,토마스 로자스,tomaseu rojaseu
david pablos,다비드 파블로스,dabideu pabeulroseu
gastón pavlovich,가스톤 파블로비치,gaseuton pabeulrobici
katty martínez,카티 마르티네스,kati mareutineseu
gustavo egelhaaf,구스타보 에겔하프,guseutabo egelhapeu
cristina rodlo,크리스티나 로드로,keuriseutina rodeuro
tuco salamanca,투코 살라망카,tuko salramangka
raul inglis,라울 잉글리스,raul inggeulriseu
josé alejandro garcía muñoz,호세 알레한드로 가르시아 무뇨스,hose alrehandeuro gareusia munyoseu
jessica vilchis,제시카 빌키스,jesika bilkiseu
marco polo constandse,마르코 폴로 콘스탄드세,mareuko polro konseutandeuse
humberto busto,움베르토 부스토,umbereuto buseuto
mauricio isaac,마우리시오 이삭,maurisio isag
lizbeth ovalle,리즈베스 오바예,rijeubeseu obaye
analiz sanchez,아날리스 산체스,analriseu sanceseu
gabriel santoyo,가브리엘 산토요,gabeuriel santoyo
christian lanz,크리스티앙 란스,keuriseutiang ranseu
arturo herrera gutiérrez,아르투로 에레라 구티에레스,areuturo erera gutiereseu
