김일,金日,jīn rì,gimil
강건,姜健,jiāng jiàn,ganggeon
김정,金仲,jīn zhòng,gimjeong
김철,金哲,jīn zhé,gimceol
남일,南日,nán rì,namil
백석,白石,bái shí,baegseog
허담,许锬,xǔ tán,heodam
김책,金策,jīn cè,gimcaeg
김무정,武亭,wǔ tíng,gimmujeong
서휘,徐辉,xú huī,seohwi
최휘,崔辉,cuī huī,coehwi
최광,崔光,cuī guāng,coegwang
박열,朴烈,pǔ liè,bagyeol
허헌,许宪,xǔ xiàn,heoheon
김옥,金玉,jīn yù,gimog
찰스 로버트 젱킨스,查尔斯·罗伯特·詹金斯,chá ěr sī · luó bǎi tè · zhān jīn sī,calseu robeoteu jengkinseu
최현,崔贤,cuī xián,coehyeon
안길,安吉,ān jí,angil
장철,张哲,zhāng zhé,jangceol
이찬,李灿,lǐ càn,ican
반디,潘迪,pān dí,bandi
임화,林和,lín hé,imhwa
배철,裴哲,péi zhé,baeceol
김웅,金雄,jīn xióng,gimung
채헌,彩宪,MODIFIED,cǎi xiàn,caeheon
희범,熙范,MODIFIED,xī fàn,hyibeom
상복,相福,MODIFIED,xiāng fú,sangbog
채무,采茂,MODIFIED,cǎi mào,caemu
채정,采正,MODIFIED,cǎi zhèng,caejeong
웅균,雄均,MODIFIED,xióng jūn,unggyun
양혜,良惠,MODIFIED,liáng huì,yanghye
의장,义丈,MODIFIED,yì zhàng,yijang
채선,彩仙,MODIFIED,cǎi xiān,caeseon
일섭,逸燮,MODIFIED,yì xiè,ilseob
기빈,箕彬,MODIFIED,jī bīn,gibin
주련,周莲,MODIFIED,zhōu lián,juryeon
정승,正承,MODIFIED,zhèng chéng,jeongseung
호재,豪宰,MODIFIED,háo zǎi,hojae
덕준,德俊,MODIFIED,dé jùn,deogjun
만채,万彩,MODIFIED,wàn cǎi,mancae
혜승,惠承,MODIFIED,huì chéng,hyeseung
동필,桐弼,MODIFIED,tóng bì,dongpil
두일,斗日,MODIFIED,dòu rì,duil
득렬,得洌,MODIFIED,dé liè,deugryeol
중락,重乐,MODIFIED,zhòng lè,jungrag
규엽,奎烨,MODIFIED,kuí yè,gyuyeob
금룡,锦龙,MODIFIED,jǐn lóng,geumryong
긍희,兢熙,MODIFIED,jīng xī,geunghyi
현도,贤道,MODIFIED,xián dào,hyeondo
현이,贤伊,MODIFIED,xián yī,hyeoni
지량,志良,MODIFIED,zhì liáng,jiryang
달형,达亨,MODIFIED,dá hēng,dalhyeong
대복,大馥,MODIFIED,dà fù,daebog
규헌,圭宪,MODIFIED,guī xiàn,gyuheon
상초,相楚,MODIFIED,xiāng chǔ,sangco
노근,老根,MODIFIED,lǎo gēn,nogeun
이린,珠泫,MODIFIED,zhū xuàn,irin
돈웅,炖雄,MODIFIED,dùn xióng,donung
독견,独鹃,MODIFIED,dú juān,doggyeon
명헌,明宪,MODIFIED,míng xiàn,myeongheon
대엽,大烨,MODIFIED,dà yè,daeyeob
덕진,德真,MODIFIED,dé zhēn,deogjin
동복,东馥,MODIFIED,dōng fù,dongbog
을병,乙炳,MODIFIED,yǐ bǐng,eulbyeong
인한,仁翰,MODIFIED,rén hàn,inhan
광덕,光德,MODIFIED,guāng dé,gwangdeog
다하,多荷,MODIFIED,duō hé,daha
병진,炳进,MODIFIED,bǐng jìn,byeongjin
만섭,万燮,MODIFIED,wàn xiè,manseob
말년,末年,MODIFIED,mò nián,malnyeon
매리,梅丽,MODIFIED,méi lì,maeri
명직,明稙,MODIFIED,míng zhī,myeongjig
광용,光勇,MODIFIED,guāng yǒng,gwangyong
광조,光祚,MODIFIED,guāng zuò,gwangjo
규광,圭光,MODIFIED,guī guāng,gyugwang
규봉,奎凤,MODIFIED,kuí fèng,gyubong
규화,圭禾,MODIFIED,guī hé,gyuhwa
해규,亥圭,MODIFIED,hài guī,haegyu
혁필,赫弼,MODIFIED,hè bì,hyeogpil
방현,芳铉,MODIFIED,fāng xuàn,banghyeon
진보,振宝,MODIFIED,zhèn bǎo,jinbo
현섭,贤燮,MODIFIED,xián xiè,hyeonseob
범래,泛来,MODIFIED,fàn lái,beomrae
범윤,范允,MODIFIED,fàn yǔn,beomyun
문재,文宰,MODIFIED,wén zǎi,munjae
흥찬,兴灿,MODIFIED,xīng càn,heungcan
종기,宗基,MODIFIED,zōng jī,jonggi
계영,桂永,MODIFIED,guì yǒng,gyeyeong
각규,珏圭,MODIFIED,jué guī,gaggyu
상용,相龙,MODIFIED,xiāng lóng,sangyong
승보,升辅,MODIFIED,shēng fǔ,seungbo
양홍,洋弘,MODIFIED,yáng hóng,yanghong
연옥,莲玉,MODIFIED,lián yù,yeonog
이택,利泽,MODIFIED,lì zé,itaeg
숙경,淑京,MODIFIED,shū jīng,suggyeong
철진,哲振,MODIFIED,zhé zhèn,ceoljin
효범,孝范,MODIFIED,xiào fàn,hyobeom
흥우,兴雨,MODIFIED,xīng yǔ,heungu
세환,世焕,MODIFIED,shì huàn,sehwan
상배,相培,MODIFIED,xiāng péi,sangbae
상벽,相璧,MODIFIED,xiāng bì,sangbyeog
진생,珍生,MODIFIED,zhēn shēng,jinsaeng
현서,贤书,MODIFIED,xián shū,hyeonseo
평순,平淳,MODIFIED,píng chún,pyeongsun
우식,佑湜,MODIFIED,yòu shí,usig
장열,璋烈,MODIFIED,zhāng liè,jangyeol
구식,球植,MODIFIED,qiú zhí,gusig
제민,济民,MODIFIED,jì mín,jemin
청수,淸秀,MODIFIED,qīng xiù,ceongsu
태항,泰恒,MODIFIED,tài héng,taehang
양자,洋子,MODIFIED,yáng zǐ,yangja
아민,亦山,MODIFIED,yì shān,amin
예용,礼镕,MODIFIED,lǐ róng,yeyong
용학,溶鹤,MODIFIED,róng hè,yonghag
택식,铎植,MODIFIED,duó zhí,taegsig
택조,泽助,MODIFIED,zé zhù,taegjo
휘웅,辉雄,MODIFIED,huī xióng,hwiung
봉건,凤健,MODIFIED,fèng jiàn,bonggeon
세홍,世贤,MODIFIED,shì xián,sehong
병대,丙大,MODIFIED,bǐng dà,byeongdae
기환,基焕,MODIFIED,jī huàn,gihwan
낙윤,洛允,MODIFIED,luò yǔn,nagyun
덕린,德隣,MODIFIED,dé lín,deogrin
석재,硕才,MODIFIED,shuò cái,seogjae
석제,锡济,MODIFIED,xī jì,seogje
경린,镜潾,MODIFIED,jìng lín,gyeongrin
무혁,武赫,MODIFIED,wǔ hè,muhyeog
병경,炳京,MODIFIED,bǐng jīng,byeonggyeong
종갑,钟甲,MODIFIED,zhōng jiǎ,jonggab
전백,甸伯,MODIFIED,diàn bǎi,jeonbaeg
준건,俊健,MODIFIED,jùn jiàn,jungeon
화집,和集,MODIFIED,hé jí,hwajib
귀재,贵裁,MODIFIED,guì cái,gwijae
비야,菲雅,MODIFIED,fēi yǎ,biya
균환,均桓,MODIFIED,jūn huán,gyunhwan
다정,多贞,MODIFIED,duō zhēn,dajeong
두홍,斗洪,MODIFIED,dòu hóng,duhong
종균,宗均,MODIFIED,zōng jūn,jonggyun
석필,锡弼,MODIFIED,xī bì,seogpil
선자,顺子,MODIFIED,shùn zǐ,seonja
성조,尚祖,MODIFIED,shàng zǔ,seongjo
환준,焕俊,MODIFIED,huàn jùn,hwanjun
효종,孝钟,MODIFIED,xiào zhōng,hyojong
흥종,兴琮,MODIFIED,xīng cóng,heungjong
가열,佳烈,MODIFIED,jiā liè,gayeol
미소,美素,MODIFIED,měi sù,miso
미옥,美玉,MODIFIED,měi yù,miog
환규,焕揆,MODIFIED,huàn kuí,hwangyu
중경,重卿,MODIFIED,zhòng qīng,junggyeong
병완,炳浣,MODIFIED,bǐng huàn,byeongwan
봉룡,凤龙,MODIFIED,fèng lóng,bongryong
봉원,俸源,MODIFIED,fèng yuán,bongweon
부영,富荣,MODIFIED,fù róng,buyeong
수병,铢秉,MODIFIED,zhū bǐng,subyeong
수익,秀翼,MODIFIED,xiù yì,suig
숙종,淑钟,MODIFIED,shū zhōng,sugjong
승신,承信,MODIFIED,chéng xìn,seungsin
아진,雅真,MODIFIED,yǎ zhēn,ajin
양락,阳洛,MODIFIED,yáng luò,yangrag
성가,成佳,MODIFIED,chéng jiā,seongga
무송,武颂,MODIFIED,wǔ sòng,musong
몽우,梦禹,MODIFIED,mèng yǔ,mongu
몽필,梦弼,MODIFIED,mèng bì,mongpil
영달,永达,MODIFIED,yǒng dá,yeongdal
영돈,永敦,MODIFIED,yǒng dūn,yeongdon
범모,范谟,MODIFIED,fàn mó,beommo
석문,晳文,MODIFIED,xī wén,seogmun
영완,基列,MODIFIED,jī liè,yeongwan
애숙,爱淑,MODIFIED,ài shū,aesug
양승,阳升,MODIFIED,yáng shēng,yangseung
양문,良文,MODIFIED,liáng wén,yangmun
천석,天锡,MODIFIED,tiān xī,ceonseog
명중,明中,MODIFIED,míng zhōng,myeongjung
제도,制道,MODIFIED,zhì dào,jedo
제세,济世,MODIFIED,jì shì,jese
예춘,艺春,MODIFIED,yì chūn,yecun
범균,范均,MODIFIED,fàn jūn,beomgyun
인서,仁瑞,MODIFIED,rén ruì,inseo
인익,寅翼,MODIFIED,yín yì,inig
장식,章植,MODIFIED,zhāng zhí,jangsig
장선,长善,MODIFIED,cháng shàn,jangseon
재곤,载坤,MODIFIED,zǎi kūn,jaegon
은찬,恩灿,MODIFIED,ēn càn,euncan
자복,滋福,MODIFIED,zī fú,jabog
재미,在未,MODIFIED,zài wèi,jaemi
창엽,昌烨,MODIFIED,chāng yè,cangyeob
숙근,淑根,MODIFIED,shū gēn,suggeun
승근,承根,MODIFIED,chéng gēn,seunggeun
숙선,淑善,MODIFIED,shū shàn,sugseon
양석,亮硕,MODIFIED,liàng shuò,yangseog
옥근,玉根,MODIFIED,yù gēn,oggeun
팽,彭,MODIFIED,péng,paeng
주리,茱莉,MODIFIED,zhū lì,juri
욱환,玉焕,MODIFIED,yù huàn,ughwan
영범,英范,MODIFIED,yīng fàn,yeongbeom
의돈,义敦,MODIFIED,yì dūn,yidon
인용,仁龙,MODIFIED,rén lóng,inyong
조윤,祖允,MODIFIED,zǔ yǔn,joyun
대석,大锡,MODIFIED,dà xī,daeseog
복려,福丽,MODIFIED,fú lì,bogryeo
상대,相大,MODIFIED,xiāng dà,sangdae
주홍,柱洪,MODIFIED,zhù hóng,juhong
진하,震夏,MODIFIED,zhèn xià,jinha
철곤,喆坤,MODIFIED,zhé kūn,ceolgon
금별,孝恩,MODIFIED,xiào ēn,geumbyeol
세옥,锡玉,MODIFIED,xī yù,seog
수관,树宽,MODIFIED,shù kuān,sugwan
신덕,信德,MODIFIED,xìn dé,sindeog
애덕,爱德,MODIFIED,ài dé,aedeog
현란,贤兰,MODIFIED,xián lán,hyeonran
헌엽,宪晔,MODIFIED,xiàn yè,heonyeob
기복,基福,MODIFIED,jī fú,gibog
우택,宇泽,MODIFIED,yǔ zé,utaeg
운천,云天,MODIFIED,yún tiān,unceon
운택,焕泽,MODIFIED,huàn zé,untaeg
원민,元民,MODIFIED,yuán mín,weonmin
원관,源官,MODIFIED,yuán guān,weongwan
원도,元道,MODIFIED,yuán dào,weondo
은재,恩宰,MODIFIED,ēn zǎi,eunjae
의정,义正,MODIFIED,yì zhèng,yijeong
외수,外秀,MODIFIED,wài xiù,oesu
용경,容璟,MODIFIED,róng jǐng,yonggyeong
용복,容馥,MODIFIED,róng fù,yongbog
기순,基顺,MODIFIED,jī shùn,gisun
병태,秉泰,MODIFIED,bǐng tài,byeongtae
산덕,山德,MODIFIED,shān dé,sandeog
상무,相武,MODIFIED,xiāng wǔ,sangmu
완상,完相,MODIFIED,wán xiāng,wansang
웅규,雄奎,MODIFIED,xióng kuí,unggyu
유랑,宥朗,MODIFIED,yòu lǎng,yurang
이헌,利宪,MODIFIED,lì xiàn,iheon
주한,走韩,MODIFIED,zǒu hán,juhan
진후,镇珝,MODIFIED,zhèn xǔ,jinhu
철연,喆然,MODIFIED,zhé rán,ceolyeon
인옥,仁玉,MODIFIED,rén yù,inog
일재,日载,MODIFIED,rì zǎi,iljae
형모,滢模,MODIFIED,yíng mó,hyeongmo
화갑,和甲,MODIFIED,hé jiǎ,hwagab
병상,秉相,MODIFIED,bǐng xiāng,byeongsang
응찬,应瓒,MODIFIED,yìng zàn,eungcan
복현,福贤,MODIFIED,fú xián,boghyeon
소윤,素胤,MODIFIED,sù yìn,soyun
찬석,灿锡,MODIFIED,càn xī,canseog
용득,龙得,MODIFIED,lóng dé,yongdeug
제우,昌珉,MODIFIED,chāng mín,jeu
다안,多安,MODIFIED,duō ān,daan
효빈,孝彬,MODIFIED,xiào bīn,hyobin
판락,判洛,MODIFIED,pàn luò,panrag
광옥,光玉,MODIFIED,guāng yù,gwangog
대한,大韩,MODIFIED,dà hán,daehan
갑경,甲卿,MODIFIED,jiǎ qīng,gabgyeong
장호,长镐,MODIFIED,cháng hào,jangho
장희,章熙,MODIFIED,zhāng xī,janghyi
진근,镇根,MODIFIED,zhèn gēn,jingeun
청원,清源,MODIFIED,qīng yuán,ceongweon
화령,华玲,MODIFIED,huá líng,hwaryeong
춘일,春日,MODIFIED,chūn rì,cunil
기화,琪华,MODIFIED,qí huá,gihwa
치성,致成,MODIFIED,zhì chéng,ciseong
옥경,钰卿,MODIFIED,yù qīng,oggyeong
익령,益玲,MODIFIED,yì líng,igryeong
순창,淳昌,MODIFIED,chún chāng,suncang
승빈,承彬,MODIFIED,chéng bīn,seungbin
긍하,肯夏,MODIFIED,kěn xià,geungha
희택,熙泽,MODIFIED,xī zé,hyitaeg
평환,坪桓,MODIFIED,píng huán,pyeonghwan
남섭,南燮,MODIFIED,nán xiè,namseob
태춘,泰春,MODIFIED,tài chūn,taecun
해걸,海杰,MODIFIED,hǎi jié,haegeol
덕배,德培,MODIFIED,dé péi,deogbae
나희,娜熙,MODIFIED,nà xī,nahyi
미화,美花,MODIFIED,měi huā,mihwa
주수,周秀,MODIFIED,zhōu xiù,jusu
신정,信正,MODIFIED,xìn zhèng,sinjeong
선정,善贞,MODIFIED,shàn zhēn,seonjeong
충호,忠浩,MODIFIED,zhōng hào,cungho
구연,龟渊,MODIFIED,guī yuān,guyeon
안나,安娜,MODIFIED,ān nà,anna
훈희,薰姬,MODIFIED,xūn jī,hunhyi
덕열,德烈,MODIFIED,dé liè,deogyeol
두석,斗锡,MODIFIED,dòu xī,duseog
성엽,成叶,MODIFIED,chéng yè,seongyeob
희민,禧敏,MODIFIED,xǐ mǐn,hyimin
세원,世源,MODIFIED,shì yuán,seweon
덕기,德基,MODIFIED,dé jī,deoggi
국정,国定,MODIFIED,guó dìng,gugjeong
홍준,弘濬,MODIFIED,hóng jùn,hongjun
다경,多京,MODIFIED,duō jīng,dagyeong
각경,珏卿,MODIFIED,jué qīng,gaggyeong
미려,美丽,MODIFIED,měi lì,miryeo
시호,思浩,MODIFIED,sī hào,siho
항기,恒基,MODIFIED,héng jī,hanggi
강덕,康德,MODIFIED,kāng dé,gangdeog
경섭,敬燮,MODIFIED,jìng xiè,gyeongseob
경실,敬实,MODIFIED,jìng shí,gyeongsil
상찬,相灿,MODIFIED,xiāng càn,sangcan
자균,滋均,MODIFIED,zī jūn,jagyun
자엽,滋晔,MODIFIED,zī yè,jayeob
천서,天书,MODIFIED,tiān shū,ceonseo
성덕,成德,MODIFIED,chéng dé,seongdeog
순실,顺实,MODIFIED,shùn shí,sunsil
복실,馥实,MODIFIED,fù shí,bogsil
덕홍,德弘,MODIFIED,dé hóng,deoghong
무부,茂夫,MODIFIED,mào fū,mubu
금래,锦来,MODIFIED,jǐn lái,geumrae
기만,基万,MODIFIED,jī wàn,giman
기표,基杓,MODIFIED,jī sháo,gipyo
다예,多艺,MODIFIED,duō yì,daye
기리,基利,MODIFIED,jī lì,giri
상명,相明,MODIFIED,xiāng míng,sangmyeong
은용,恩容,MODIFIED,ēn róng,eunyong
소환,昭焕,MODIFIED,zhāo huàn,sohwan
정건,鼎健,MODIFIED,dǐng jiàn,jeonggeon
대근,大根,MODIFIED,dà gēn,daegeun
세의,世毅,MODIFIED,shì yì,seyi
일권,日权,MODIFIED,rì quán,ilgweon
정봉,正封,MODIFIED,zhèng fēng,jeongbong
원래,元来,MODIFIED,yuán lái,weonrae
서은,瑞恩,MODIFIED,ruì ēn,seoeun
라희,罗喜,MODIFIED,luó xǐ,rahyi
문종,文钟,MODIFIED,wén zhōng,munjong
사덕,思德,MODIFIED,sī dé,sadeog
덕중,德中,MODIFIED,dé zhōng,deogjung
도향,道相,MODIFIED,dào xiāng,dohyang
인하,仁夏,MODIFIED,rén xià,inha
일균,镒均,MODIFIED,yì jūn,ilgyun
자중,子重,MODIFIED,zǐ zhòng,jajung
창균,昌均,MODIFIED,chāng jūn,canggyun
운정,琦拉,MODIFIED,qí lā,unjeong
학표,鹤杓,MODIFIED,hè sháo,hagpyo
혜걸,会杰,MODIFIED,huì jié,hyegeol
본준,本俊,MODIFIED,běn jùn,bonjun
명연,明渊,MODIFIED,míng yuān,myeongyeon
문용,汶镛,MODIFIED,wèn yōng,munyong
수람,成熙,MODIFIED,chéng xī,suram
호경,镐庆,MODIFIED,hào qìng,hogyeong
결호,决镐,MODIFIED,jué hào,gyeolho
노현,鲁炫,MODIFIED,lǔ xuàn,nohyeon
현화,玄和,MODIFIED,xuán hé,hyeonhwa
병하,炳夏,MODIFIED,bǐng xià,byeongha
통숙,通淑,MODIFIED,tōng shū,tongsug
춘모,春模,MODIFIED,chūn mó,cunmo
종세,钟世,MODIFIED,zhōng shì,jongse
안중,安重,MODIFIED,ān zhòng,anjung
송정,松静,MODIFIED,sōng jìng,songjeong
수휴,秀烋,MODIFIED,xiù xiāo,suhyu
아린,雅璘,MODIFIED,yǎ lín,arin
희락,熙洛,MODIFIED,xī luò,hyirag
계안,启安,MODIFIED,qǐ ān,gyean
계진,季振,MODIFIED,jì zhèn,gyejin
규효,圭孝,MODIFIED,guī xiào,gyuhyo
근희,根希,MODIFIED,gēn xī,geunhyi
금림,琴琳,MODIFIED,qín lín,geumrim
기권,基权,MODIFIED,jī quán,gigweon
방방,芳芳,MODIFIED,fāng fāng,bangbang
우형,愚衡,MODIFIED,yú héng,uhyeong
원범,元范,MODIFIED,yuán fàn,weonbeom
상곤,相坤,MODIFIED,xiāng kūn,sanggon
상만,相满,MODIFIED,xiāng mǎn,sangman
차식,车植,MODIFIED,chē zhí,casig
원전,元全,MODIFIED,yuán quán,weonjeon
문권,文权,MODIFIED,wén quán,mungweon
봉근,奉根,MODIFIED,fèng gēn,bonggeun
돈명,敦明,MODIFIED,dūn míng,donmyeong
종대,钟大,MODIFIED,zhōng dà,jongdae
애심,爱心,MODIFIED,ài xīn,aesim
초원,曹原,MODIFIED,cáo yuán,coweon
을한,乙汉,MODIFIED,yǐ hàn,eulhan
기운,基云,MODIFIED,jī yún,giun
상숙,尚玉,MODIFIED,shàng yù,sangsug
인실,仁实,MODIFIED,rén shí,insil
자영,智英,MODIFIED,zhì yīng,jayeong
범룡,范龙,MODIFIED,fàn lóng,beomryong
병묵,昞默,MODIFIED,bǐng mò,byeongmug
사권,思权,MODIFIED,sī quán,sagweon
자춘,滋春,MODIFIED,zī chūn,jacun
재서,载书,MODIFIED,zǎi shū,jaeseo
학재,鹤宰,MODIFIED,hè zǎi,hagjae
해봉,海凤,MODIFIED,hǎi fèng,haebong
향원,鄕园,MODIFIED,xiāng yuán,hyangweon
춘선,春先,MODIFIED,chūn xiān,cunseon
충렬,忠烈,MODIFIED,zhōng liè,cungryeol
칸희,管姬,MODIFIED,guǎn jī,kanhyi
승지,秀智,MODIFIED,xiù zhì,seungji
대웅,大雄,MODIFIED,dà xióng,daeung
인명,寅明,MODIFIED,yín míng,inmyeong
홍복,洪福,MODIFIED,hóng fú,hongbog
탁근,铎根,MODIFIED,duó gēn,taggeun
경빈,庆彬,MODIFIED,qìng bīn,gyeongbin
원효,元孝,MODIFIED,yuán xiào,weonhyo
일수,日秀,MODIFIED,rì xiù,ilsu
쌍숙,双淑,MODIFIED,shuāng shū,ssangsug
명관,明官,MODIFIED,míng guān,myeonggwan
재학,在鹤,MODIFIED,zài hè,jaehag
제석,济锡,MODIFIED,jì xī,jeseog
종남,种南,MODIFIED,zhǒng nán,jongnam
종백,钟伯,MODIFIED,zhōng bǎi,jongbaeg
일중,日中,MODIFIED,rì zhōng,iljung
한헌,汉宪,MODIFIED,hàn xiàn,hanheon
중위,重纬,MODIFIED,zhòng wěi,jungwi
희웅,熙雄,MODIFIED,xī xióng,hyiung
종표,钟杓,MODIFIED,zhōng sháo,jongpyo
세춘,世春,MODIFIED,shì chūn,secun
민관,敏冠,MODIFIED,mǐn guān,mingwan
헌태,宪泰,MODIFIED,xiàn tài,heontae
충빈,忠彬,MODIFIED,zhōng bīn,cungbin
남열,南烈,MODIFIED,nán liè,namyeol
용명,勇明,MODIFIED,yǒng míng,yongmyeong
민도,旻道,MODIFIED,mín dào,mindo
학도,学度,MODIFIED,xué dù,hagdo
학의,学义,MODIFIED,xué yì,hagyi
행자,幸子,MODIFIED,xìng zǐ,haengja
현웅,贤雄,MODIFIED,xián xióng,hyeonung
우일,宇日,MODIFIED,yǔ rì,uil
근지,根知,MODIFIED,gēn zhī,geunji
제하,祭夏,MODIFIED,jì xià,jeha
문표,文杓,MODIFIED,wén sháo,munpyo
필근,弼根,MODIFIED,bì gēn,pilgeun
왕석,王石,MODIFIED,wáng shí,wangseog
범승,范升,MODIFIED,fàn shēng,beomseung
익흥,益兴,MODIFIED,yì xīng,igheung
종태,钟泰,MODIFIED,zhōng tài,jongtae
본능,本绫,MODIFIED,běn líng,bonneung
두영,杜英,MODIFIED,dù yīng,duyeong
부택,富泽,MODIFIED,fù zé,butaeg
호일,浩日,MODIFIED,hào rì,hoil
봉덕,凤德,MODIFIED,fèng dé,bongdeog
준유,准宥,MODIFIED,zhǔn yòu,junyu
철부,哲夫,MODIFIED,zhé fū,ceolbu
의택,义泽,MODIFIED,yì zé,yitaeg
혜,惠,MODIFIED,huì,hye
종례,钟丽,MODIFIED,zhōng lì,jongrye
리유,里佑,MODIFIED,lǐ yòu,riyu
헌일,宪日,MODIFIED,xiàn rì,heonil
중화,重和,MODIFIED,zhòng hé,junghwa
세진,世真,MODIFIED,shì zhēn,sejin
혜훈,惠薰,MODIFIED,huì xūn,hyehun
홍규,弘圭,MODIFIED,hóng guī,honggyu
환의,桓仪,MODIFIED,huán yí,hwanyi
푸른,智由,MODIFIED,zhì yóu,pureun
진재,镇载,MODIFIED,zhèn zǎi,jinjae
승숙,承淑,MODIFIED,chéng shū,seungsug
대진,大振,MODIFIED,dà zhèn,daejin
원훈,元勋,MODIFIED,yuán xūn,weonhun
종준,钟俊,MODIFIED,zhōng jùn,jongjun
진각,镇珏,MODIFIED,zhèn jué,jingag
태동,泰东,MODIFIED,tài dōng,taedong
신자,信子,MODIFIED,xìn zǐ,sinja
양우,良雨,MODIFIED,liáng yǔ,yangu
종달,钟怛,MODIFIED,zhōng dá,jongdal
민금,玟琴,MODIFIED,mín qín,mingeum
미봉,美奉,MODIFIED,měi fèng,mibong
두열,斗烈,MODIFIED,dòu liè,duyeol
복기,复基,MODIFIED,fù jī,boggi
경추,勍趋,MODIFIED,qíng qū,gyeongcu
광남,光南,MODIFIED,guāng nán,gwangnam
여송,如松,MODIFIED,rú sōng,yeosong
동채,东采,MODIFIED,dōng cǎi,dongcae
석모,石谟,MODIFIED,shí mó,seogmo
봉홍,奉弘,MODIFIED,fèng hóng,bonghong
광한,光汉,MODIFIED,guāng hàn,gwanghan
송웅,松雄,MODIFIED,sōng xióng,songung
희갑,熹甲,MODIFIED,xī jiǎ,hyigab
현남,玄南,MODIFIED,xuán nán,hyeonnam
흥채,兴采,MODIFIED,xīng cǎi,heungcae
규찬,圭赞,MODIFIED,guī zàn,gyucan
남호,南镐,MODIFIED,nán hào,namho
덕제,德济,MODIFIED,dé jì,deogje
호식,浩植,MODIFIED,hào zhí,hosig
홍성,洪成,MODIFIED,hóng chéng,hongseong
홍신,洪信,MODIFIED,hóng xìn,hongsin
화중,花中,MODIFIED,huā zhōng,hwajung
흥기,兴基,MODIFIED,xīng jī,heunggi
규원,奎媛,MODIFIED,kuí yuàn,gyuweon
금열,今烈,MODIFIED,jīn liè,geumyeol
남신,南臣,MODIFIED,nán chén,namsin
순봉,舜凤,MODIFIED,shùn fèng,sunbong
범덕,凡悳,MODIFIED,fán dé,beomdeog
웅렬,雄烈,MODIFIED,xióng liè,ungryeol
형규,亨奎,MODIFIED,hēng kuí,hyeonggyu
여울,俪宛,MODIFIED,lì wǎn,yeoul
웅전,雄田,MODIFIED,xióng tián,ungjeon
진갑,镇甲,MODIFIED,zhèn jiǎ,jingab
규용,圭龙,MODIFIED,guī lóng,gyuyong
철기,哲基,MODIFIED,zhé jī,ceolgi
철석,铁石,MODIFIED,tiě shí,ceolseog
화,申,MODIFIED,shēn,hwa
수목,旼情,MODIFIED,mín qíng,sumog
석조,锡肇,MODIFIED,xī zhào,seogjo
중기,仲基,MODIFIED,zhòng jī,junggi
소열,沼烈,MODIFIED,zhǎo liè,soyeol
창제,昶济,MODIFIED,chǎng jì,cangje
궁연,宫演,MODIFIED,gōng yǎn,gungyeon
포동,浦洞,MODIFIED,pǔ dòng,podong
설현,雪炫,MODIFIED,xuě xuàn,seolhyeon
기율,基律,MODIFIED,jī lǜ,giyul
길태,吉泰,MODIFIED,jí tài,giltae
운학,云鹤,MODIFIED,yún hè,unhag
충선,忠善,MODIFIED,zhōng shàn,cungseon
학기,学其,MODIFIED,xué qí,haggi
명재,明在,MODIFIED,míng zài,myeongjae
병윤,炳润,MODIFIED,bǐng rùn,byeongyun
노규,鲁珪,MODIFIED,lǔ guī,nogyu
노욱,鲁旭,MODIFIED,lǔ xù,noug
옥담,玉丹,MODIFIED,yù dān,ogdam
이순,彛淳,MODIFIED,yí chún,isun
원정,媛祯,MODIFIED,yuàn zhēn,weonjeong
현덕,贤德,MODIFIED,xián dé,hyeondeog
복남,福男,MODIFIED,fú nán,bognam
성초,盛妍,MODIFIED,shèng yán,seongco
하문,夏文,MODIFIED,xià wén,hamun
항리,姮丽,MODIFIED,héng lì,hangri
남혁,南赫,MODIFIED,nán hè,namhyeog
연혜,然惠,MODIFIED,rán huì,yeonhye
범식,范植,MODIFIED,fàn zhí,beomsig
효명,敏书,MODIFIED,mǐn shū,hyomyeong
낙수,洛洙,MODIFIED,luò zhū,nagsu
경익,京益,MODIFIED,jīng yì,gyeongig
주만,柱满,MODIFIED,zhù mǎn,juman
설봉,雪峰,MODIFIED,xuě fēng,seolbong
춘광,春光,MODIFIED,chūn guāng,cungwang
유립,裕岦,MODIFIED,yù lì,yurib
정학,正赫,MODIFIED,zhèng hè,jeonghag
유태,惟台,MODIFIED,wéi tái,yutae
령우,令宇,MODIFIED,lìng yǔ,ryeongu
완영,完永,MODIFIED,wán yǒng,wanyeong
형자,炯子,MODIFIED,jiǒng zǐ,hyeongja
종익,宗益,MODIFIED,zōng yì,jongig
행석,幸锡,MODIFIED,xìng xī,haengseog
덕흠,德钦,MODIFIED,dé qīn,deogheum
근욱,槿旭,MODIFIED,jǐn xù,geunug
오석,旿锡,MODIFIED,wù xī,oseog
의락,宜洛,MODIFIED,yí luò,yirag
흥신,兴信,MODIFIED,xīng xìn,heungsin
하남,河男,MODIFIED,hé nán,hanam
재천,在天,MODIFIED,zài tiān,jaeceon
이니,升美,MODIFIED,shēng měi,ini
건표,建杓,MODIFIED,jiàn sháo,geonpyo
록기,录基,MODIFIED,lù jī,roggi
서범,瑞范,MODIFIED,ruì fàn,seobeom
승일,承日,MODIFIED,chéng rì,seungil
희필,熙弼,MODIFIED,xī bì,hyipil
현송,显松,MODIFIED,xiǎn sōng,hyeonsong
준,硕灿,MODIFIED,shuò càn,jun
