нюша,뉴샤,nyusya
мария кожевникова,마리야 코제브니코바,mariya kojebeunikoba
юрий фёдорович маликов,율리 말리 코프,yulri malri kopeu
меседа абдулларисовна багаудинова,메사 바구 디노바,mesa bagu dinoba
павел быков,파벨 비코프,pabel bikopeu
павел владимирович санаев,파벨 사나 예프,pabel sana yepeu
юлия высоцкая,율리야 비소츠카야,yulriya bisoceukaya
вячеслав буцаев,뱌체슬라프 부차예프,byaceseulrapeu bucayepeu
иван жидков,이반 지드코브,iban jideukobeu
николь госвияни,니콜 고스비아니,nikol goseubiani
нурзия багманова,누르지야 바그마노바,nureujiya bageumanoba
сергей ходос,세르게이 호도스,sereugei hodoseu
женя гребенников,제니아 그레베니코브,jenia geurebenikobeu
екатерина сканави,카티아 스카나비,katia seukanabi
ольга харлампович,올가 하를람포비치,olga hareulrampobici
лев воронин,레프 보로닌,repeu boronin
юлия гаврилова,율리야 가브릴로바,yulriya gabeurilroba
вячеслав дацик,뱌체슬라프 다치크,byaceseulrapeu dacikeu
евгения брик,예브게니야 히립스카야,yebeugeniya hiribseukaya
алимжан тохтахунов,알림잔 토흐타후노프,alrimjan toheutahunopeu
катя лель,카티아 엘,katia el
татьяна веденеева,타티야나 베네데예바,tatiyana benedeyeba
татьяна ковылина,타티야나 코빌리나,tatiyana kobilrina
наталья анненко,나탈리야 안넨코,natalriya annenko
нонна гришаева,논나 그리샤예바,nonna geurisyayeba
пётр чернышёв,피터 체르니쇼프,piteo cereunisyopeu
баста,바스타,baseuta
мария порошина,마리야 포로시나,mariya porosina
мария зверева,마리야 즈베레바,mariya jeubereba
сергей захаров,세르게이 자카로프,sereugei jakaropeu
марина зудина,마리나 주디나,marina judina
ольга серябкина,올가 세럅키나,olga seryabkina
владимир лем,블라디미르 렘,beulradimireu rem
араз агаларов,아라스 아갈라로프,araseu agalraropeu
владимир антюфеев,블라디미르 안튜페예프,beulradimireu antyupeyepeu
таир мамедов,타이르 마메도프,taireu mamedopeu
вадим красносельский,바딤 크라스노셀스키,badim keuraseunoselseuki
ирина апексимова,이리나 아펙시모바,irina apegsimoba
оксана охлобыстина,옥사나 아르부조바,ogsana areubujoba
олег шатов,올레크 샤토프,olrekeu syatopeu
анатолий антонов,아나톨리 안토노프,anatolri antonopeu
оксана почепа,옥사나 포셰파,ogsana posyepa
наталия гусева,나탈리야 무라시케비치,natalriya murasikebici
владимир фортов,블라디미르 포르토프,beulradimireu poreutopeu
михаил ардов,미하일 아르도프,mihail areudopeu
борис ардов,보리스 아르도프,boriseu areudopeu
анна ардова,안나 아르도바,anna areudoba
вячеслав дусмухаметов,비야체스라프 두스무카메모프,biyaceseurapeu duseumukamemopeu
загалав абдулбеков,자갈라프 압둘베코프,jagalrapeu abdulbekopeu
александр ведерников,알렉산드르 베데르니코프,alregsandeureu bedereunikopeu
елизавета арзамасова,리자 아르자마소바,rija areujamasoba
мира ардова,미라 아르도바,mira areudoba
анна арланова,안나 알라노바,anna alranoba
татьяна абрамова,타티야나 아브라모바,tatiyana abeuramoba
павел воля,파벨 볼랴,pabel bolrya
ольга арнтгольц,올가 아르곤,olga areugon
виктор садовничий,빅토르 사도브니치,bigtoreu sadobeunici
сергей кургинян,세르게이 쿠르기냔,sereugei kureuginyan
михаил кержаков,미하일 케르자코프,mihail kereujakopeu
павел шеремет,파벨 샤라메트,pabel syarameteu
лев лещенко,레프 레셴코,repeu resyenko
георгий габулов,게오르기 가불로프,georeugi gabulropeu
рената литвинова,레나타 리트비노바,renata riteubinoba
василий лановой,바실리 라노보이,basilri ranoboi
павел артемьевич артемьев,파벨 아르테 예프,pabel areute yepeu
александр мартынович,알략산드르 마르티노비치,alryagsandeureu mareutinobici
александр баркашов,알렉산드르 바르카쇼프,alregsandeureu bareukasyopeu
сергей светлаков,세르게이 스베틀라코프,sereugei seubeteulrakopeu
сергей дворцевой,세르게이 드보르체보이,sereugei deuboreuceboi
роман качанов,로만 카차노프,roman kacanopeu
ляйсан утяшева,랴이산 우탸셰바,ryaisan utyasyeba
елена серова,옐레나 세로바,yelrena seroba
полина агуреева,폴리나 아구레예바,polrina agureyeba
сергей пугачёв,세르게이 푸가치요프,sereugei pugaciyopeu
сергей орджоникидзе,세르게이 오르조니키제,sereugei oreujonikije
виктор калашников,빅토르 칼라시니코프,bigtoreu kalrasinikopeu
владимир хотиненко,블라디미르 호티넨코,beulradimireu hotinenko
евгений шапошников,예브게니 샤포시니코프,yebeugeni syaposinikopeu
валентин смирнитский,발렌틴 스미르니츠키,balrentin seumireuniceuki
пётр авен,페트르 아벤,peteureu aben
екатерина гусева,예카테리나 구세바,yekaterina guseba
татьяна гринденко,타티야나 그린덴코,tatiyana geurindenko
татьяна найник,타티아나 나이닉,tatiana nainig
даниил трифонов,다닐 트리프노프,danil teuripeunopeu
андрей пионтковский,안드레이 피온트콥스키,andeurei pionteukobseuki
игорь старыгин,이고리 스타리긴,igori seutarigin
хабиб нурмагомедов,하비프 누르마고메도프,habipeu nureumagomedopeu
александр сергеевич асташёнок,알렉산드르 아스타시 요크,alregsandeureu aseutasi yokeu
виктор соснора,빅토르 소스노라,bigtoreu soseunora
дина гарипова,디나 가리포바,dina garipoba
сабина ахмедова,사비나 아흐메도바,sabina aheumedoba
берл лазар,베를 라자르,bereul rajareu
анатолий бибилов,아나톨리 비빌로프,anatolri bibilropeu
елена проклова,옐레나 프로클로바,yelrena peurokeulroba
мирослава карпович,미로슬라바 카르포비치,miroseulraba kareupobici
владимир мединский,블라디미르 메딘스키,beulradimireu medinseuki
юлия снигирь,율리아 스니기르,yulria seunigireu
александр сластин,알렉산드르 슬라스틴,alregsandeureu seulraseutin
владимир яглыч,블라디미르 야글리크,beulradimireu yageulrikeu
владимир заманский,볼로디미르 자만스키,bolrodimireu jamanseuki
игорь ашманов,이고리 아시마노프,igori asimanopeu
ашурков львович,블라디미르 아슈르코프,beulradimireu asyureukopeu
алексей китаев,알렉세이 키타예프,alregsei kitayepeu
алёна бабенко,알료나 바벤코,alryona babenko
кристина бабушкина,크리스티나 바부시키나,keuriseutina babusikina
екатерина редникова,예카테리나 레드니코바,yekaterina redeunikoba
анна александровна азарова,안나 아자 로바,anna aja roba
екатерина щёкина,카탸 쇼키나,katya syokina
александр мисуркин,알렉산드르 미수르킨,alregsandeureu misureukin
надежда бабкина,나데즈다 밥키나,nadejeuda babkina
андрей макаревич,안드레이 마카레비치,andeurei makarebici
игнатий акрачков,이그나트 아카크코브,igeunateu akakeukobeu
екатерина климова,예카테리나 클리모바,yekaterina keulrimoba
шамиль тарпищев,샤밀 타르피셰프,syamil tareupisyepeu
александр лукин,알렉산드르 루킨,alregsandeureu rukin
самуил алёшин,사무일 알료신,samuil alryosin
марина александрова,마리나 알렉산드로바,marina alregsandeuroba
алексей хованский,알렉세이 코반스키,alregsei kobanseuki
олег газенко,올레크 가젠코,olrekeu gajenko
екатерина бычкова,예카테리나 비치코바,yekaterina bicikoba
анна банщикова,안나 반쉬치코바,anna banswicikoba
анна вьялицына,앤 비알리치나,aen bialricina
станислав барецкий,스타니슬라프 바레츠키,seutaniseulrapeu bareceuki
красная звезда,레드 스타,redeu seuta
иван драго,이반 드라고,iban deurago
ирина винерусманова,이리나 비네르,irina binereu
сергей алифиренко,세르게이 알리피렌코,sereugei alripirenko
фёдор кудряшов,표도르 쿠드랴쇼프,pyodoreu kudeuryasyopeu
владислав радимов,블라디슬라프 라디모프,beulradiseulrapeu radimopeu
симон набатов,사이먼 나바토프,saimeon nabatopeu
