제임스,t͡ɕeimsɯ
프랑크리,pʰɯɾaŋkʰɯɾi
뒤밀라트르,twimillatʰɯɾɯ
벨로신,pellosin
타방,tʰabaŋ
샤르다르,sjaɾɯdaɾɯ
에농,enoŋ
기예,kije
스테르스,sɯtʰeɾɯsɯ
발랑틴,pallaŋtʰin
파로바,pʰaɾoba
구르베네크,kuɾɯbenekʰɯ
코라프,kʰoɾapʰɯ
안샤를,ansjaɾɯl
에리송,eɾisoŋ
골레아,kollea
안클레르,ankʰɯlleɾɯ
쿠드레,kʰudɯɾe
에르트,eɾɯtʰɯ
가라퐁,kaɾapʰoŋ
프레뇨,pʰɯɾenjo
사른,saɾɯn
페송,pʰesoŋ
차메르,t͡ɕʰameɾɯ
베르네,peɾɯne
구넬,kunel
미귀스,migwisɯ
위공,wigoŋ
블라토,pɯllatʰo
부통,putʰoŋ
델베,telpe
파고라르조,pʰagoɾalɯdʑo
부디에,pudie
르불로,lɯbullo
지루아르,t͡ɕiɾuaɾɯ
롱프레,loŋpʰɯɾe
랄망,lalmaŋ
뤼게,lwige
르봉,lɯboŋ
트롱슈,tʰɯɾoŋsju
투이리,tʰuiɾi
사우,sau
부티크,putʰikʰɯ
다가타,tagatʰa
아르투,aɾɯtʰu
팡게른,pʰaŋkeɾɯn
루마노프,lumanopʰɯ
아틸리오,atʰillio
모레티,moɾetʰi
무에지에옹,muedʑieoŋ
로시뇨,losinjo
모리제,moɾidʑe
쿠르몽,kʰuɾɯmoŋ
오브리크,obɯɾikʰɯ
오귀스트조제프,ogwisɯtʰɯdʑot͡ɕepʰɯ
베르발,peɾɯbal
뒤코,twikʰo
페르가망,pʰeɾɯgamaŋ
오귀스트올랭프,ogwisɯtʰɯollɛŋpʰɯ
퓔바르,pʰwilpaɾɯ
마시글리,masigɯlli
마쥐에,madʑwie
포르니아,pʰoɾɯnia
브로디에,pɯɾodie
트리가노,tʰɯɾigano
리초바,lit͡ɕʰoba
마티아크,matʰiakʰɯ
세기용,segijoŋ
카를레티,kʰaɾɯlletʰi
뱅자맹옥타브,pɛŋt͡ɕamɛŋok̚tʰabɯ
롤랑고슬랭,lollaŋkosɯllɛŋ
발리니,pallini
나자리,nadʑaɾi
벨테르,peltʰeɾɯ
르페르,lɯpʰeɾɯ
다로즈,taɾodʑɯ
모를리노,moɾɯllino
미니에,minie
미네,mine
샤고,sjago
보빌리에르,pobillieɾɯ
자모,t͡ɕamo
파리제,pʰaɾidʑe
팽통,pʰɛŋtʰoŋ
델라크,tellakʰɯ
도가,toga
포르자르,pʰoɾɯdʑaɾɯ
뒤퇴르트르,twitʰweɾɯtʰɯɾɯ
푸아레트,pʰuaɾetʰɯ
프라숑,pʰɯɾasjoŋ
바크랭,pakʰɯɾɛŋ
뒤파크,twipʰakʰɯ
풀랭,pʰullɛŋ
투페,tʰupʰe
랑디에,laŋtie
시셰르,sisjeɾɯ
뒤콜,twikʰol
오를뤼스,oɾɯllwisɯ
마벨레,mabelle
트라프나르,tʰɯɾapʰɯnaɾɯ
코송,kʰosoŋ
비나르,pinaɾɯ
오렐리아,oɾellia
토마시니,tʰomasini
오리타,oɾitʰa
트뤼엘,tʰɯɾwiel
블리스텐,pɯllisɯtʰen
블라카르,pɯllakʰaɾɯ
파부아,pʰabua
카냐크,kʰanjakʰɯ
보슈,posju
샤를랑,sjaɾɯllaŋ
부로,puɾo
모뒤,modwi
퀴솔,kʰwisol
데랑,teɾaŋ
벨랭,pellɛŋ
바드레,padɯɾe
랑드리외,laŋtɯɾiwe
바르두,paɾɯdu
알라필리프,allapʰillipʰɯ
가베,kabe
그라세,kɯɾase
샤무,sjamu
콩발,kʰoŋpal
고뒤쇼,kodwisjo
에샤세리오,esjaseɾio
베게,pege
블레조,pɯlledʑo
주프로,t͡ɕupʰɯɾo
주프레,t͡ɕupʰɯɾe
제롱도,t͡ɕeɾoŋto
게리니,keɾini
페르페티,pʰeɾɯpʰetʰi
주르디,t͡ɕuɾɯdi
라루튀루,laɾutʰwiɾu
라마르슈바델,lamaɾɯsjubadel
마티뇽,matʰinjoŋ
로누아,lonua
카레카세뉴,kʰaɾekʰasenju
장베,t͡ɕaŋpe
사바리,sabaɾi
레링거,leɾiŋkʌ
브리포,pɯɾipʰo
페티외,pʰetʰiwe
델가,telka
사드롱,sadɯɾoŋ
드바슈,tɯbasju
드샹트르,tɯsjaŋtʰɯɾɯ
에랭크,eɾɛŋkʰɯ
뒤블랑슈,twibɯllaŋsju
에리티에,eɾitʰie
메카리,mekʰaɾi
트레다니엘,tʰɯɾedaniel
부르기뇽,puɾɯginjoŋ
마티외상,matʰiwesaŋ
르코르디에,lɯkʰoɾɯdie
에샤르,esjaɾɯ
셀라크,sellakʰɯ
다베니에,tabenie
뤼도,lwido
고나르,konaɾɯ
호스마린,hosɯmaɾin
마토슈,matʰosju
라레르,laɾelɯ
고즐란,kodʑɯllan
가브,kabɯ
본졸라키스,pont͡ɕollakʰisɯ
데브란트,tebɯɾantʰɯ
데진,tedʑin
초엘,t͡ɕʰoel
지르,t͡ɕiɾɯ
트로알리크,tʰɯɾoallikʰɯ
부틀루,putʰɯllu
구에타,kuetʰa
부르세예,puɾɯseje
바보노,pabono
세시외,sesiwe
베르티에,peɾɯtʰie
쿨루,kʰullu
불루크,pullukʰɯ
레볼,lebol
테브냉,tʰebɯnɛŋ
델모트,telmotʰɯ
다비치,tabit͡ɕʰi
미노레,minoɾe
드샤반,tɯsjaban
아스콜로비치,asɯkʰollobit͡ɕʰi
델로,tello
레피디스,lepʰidisɯ
뒤사르,twisaɾɯ
무샤르,musjaɾɯ
옹들라트,oŋtɯllatʰɯ
부아솔,puasol
그레베르,kɯɾebeɾɯ
베베아르,pebeaɾɯ
칼리파노,kʰallipʰano
라메종,lamedʑoŋ
이자르,idʑaɾɯ
베리데바,peɾideba
샹부아지에,sjaŋpuadʑie
브로세,pɯɾose
콩바즈,kʰoŋpadʑɯ
니코스,nikʰosɯ
알리아가스,alliagasɯ
말라부아,mallabua
두르트,tuɾɯtʰɯ
틸리나크,tʰillinakʰɯ
르푀브르,lɯpʰwebɯɾɯ
뤼지아,lwidʑia
망다유,maŋtaju
에스티에,esɯtʰie
풀루,pʰullu
들루슈,tɯllusju
라보드,labodɯ
제프레,t͡ɕepʰɯɾe
리올로,liollo
파파스,pʰapʰasɯ
스파뉴,sɯpʰanju
바리에르드세뉴,paɾieɾɯdɯsenju
지보,t͡ɕibo
마리노,maɾino
장콜라,t͡ɕaŋkʰolla
모리에르,moɾieɾɯ
리카리,likʰaɾi
강사르,kaŋsaɾɯ
다클라,takʰɯlla
누비앙,nubiaŋ
시프리엔,sipʰɯɾien
뒤베르네,twibeɾɯne
사이리악,saiɾiak̚
클로드아니크,kʰɯllodɯanikʰɯ
메렐,meɾel
모찬,mot͡ɕʰan
뮈사르,mwisaɾɯ
에랭,eɾɛŋ
뷔르키,pwiɾɯkʰi
룰리에,lullie
달로즈,tallodʑɯ
폴랭,pʰollɛŋ
루스탕,lusɯtʰaŋ
피에르브로솔레트,pʰieɾɯbɯɾosolletʰɯ
메르빌,meɾɯbil
쿨롱,kʰulloŋ
알지나,alt͡ɕina
레보아,leboa
에드메,edɯme
부르소,puɾɯso
리센코,lisenkʰo
데자리,tedʑaɾi
아팔리,apʰalli
메니뷔스,menibwisɯ
세리용,seɾijoŋ
오르뉘스,oɾɯnwisɯ
에드몽르네,edɯmoŋnɯne
라방드,labaŋtɯ
올라니에,ollanie
아리바제,aɾibadʑe
술레트,sulletʰɯ
알팡데리,alpʰaŋteɾi
도댕,todɛŋ
블랑샤르라빌,pɯllaŋsjaɾɯlabil
코스테르,kʰosɯtʰeɾɯ
에리냐크,eɾinjakʰɯ
르콩페르,lɯkʰoŋpʰeɾɯ
로보,lobo
데보네,tebone
시아르,siaɾɯ
드보라,tɯboɾa
샤파트,sjapʰatʰɯ
카스카리노,kʰasɯkʰaɾino
자니코,t͡ɕanikʰo
보팽,popʰɛŋ
브로니아르,pɯɾoniaɾɯ
들르베크,tɯllɯbekʰɯ
바르데,paɾɯde
페스트르,pʰesɯtʰɯɾɯ
에두이,edui
플레넬,pʰɯllenel
포스틴,pʰosɯtʰin
볼라르트,pollaɾɯtʰɯ
포브,pʰobɯ
베샤르,pesjaɾɯ
팡슈,pʰaŋsju
브루디그,pɯɾudigɯ
페데리카,pʰedeɾikʰa
빌랄리앙,pillalliaŋ
발라디에,palladie
마셀리아,masellia
바르베디엔,paɾɯbedien
부르진,puɾɯdʑin
에스페,esɯpʰe
윌리앵쿠르,williɛŋkʰuɾɯ
라코른,lakʰoɾɯn
엘비르,elpiɾɯ
푸세오,pʰuseo
두그,tugɯ
에들린,edɯllin
부쉬,puswi
푸아트,pʰuatʰɯ
아티아,atʰia
프레보,pʰɯɾebo
콜베르티,kʰolpeɾɯtʰi
드라만,tɯɾaman
세모냉,semonɛŋ
타시토,tʰasitʰo
투롱,tʰuɾoŋ
투르네르,tʰuɾɯneɾɯ
에보데,ebode
모베르,mobeɾɯ
메리외,meɾiwe
피에트,pʰietʰɯ
르이되,lɯidwe
리발,libal
피아메타,pʰiametʰa
사코마노,sakʰomano
프랑수아프레데리크,pʰɯɾaŋsuapʰɯɾedeɾikʰɯ
플라비,pʰɯllabi
플라망,pʰɯllamaŋ
외페미,wepʰemi
미뇽,minjoŋ
피레르,pʰiɾelɯ
에노라,enoɾa
말라그레,mallagɯɾe
위리앵,wiɾiɛŋ
프랑수아올리비에,pʰɯɾaŋsuaollibie
세보스,sebosɯ
오두앵,oduɛŋ
아르누,aɾɯnu
물레,mulle
프랑수아빅토르,pʰɯɾaŋsuabik̚tʰoɾɯ
샤퐁,sjapʰoŋ
파를리,pʰaɾɯlli
에르네스트앙투안,eɾɯnesɯtʰɯaŋtʰuan
셀리에르,sellieɾɯ
고트로,kotʰɯɾo
바로슈,paɾosju
파트리아,pʰatʰɯɾia
두베,tube
가장,kadʑaŋ
프레보레고니,pʰɯɾeboɾegoni
푸포니,pʰupʰoni
자클랭,t͡ɕakʰɯllɛŋ
쉬드리,swidɯɾi
파비엔,pʰabien
아미아크,amiakʰɯ
로클랭,lokʰɯllɛŋ
카뉘,kʰanwi
에갈,egal
쥐카렐리,t͡ɕwikʰaɾelli
스카마로니,sɯkʰamaɾoni
테스토,tʰesɯtʰo
그라비에,kɯɾabie
슈키,sjukʰi
델리아,tellia
블뤼슈,pɯllwisju
포트렐,pʰotʰɯɾel
프랑세트,pʰɯɾaŋsetʰɯ
베르닐라,peɾɯnilla
소바데,sobade
아르피,aɾɯpʰi
시미앙,simiaŋ
쉬로,swiɾo
살뱅,salpɛŋ
사라노,saɾano
드루엘,tɯɾuel
드뤼에,tɯɾwie
조브다,t͡ɕobɯda
안토니오티,antʰoniotʰi
마르셀라브루아드발,maɾɯsellabɯɾuadɯbal
플롱카르,pʰɯlloŋkʰaɾɯ
다사크,tasakʰɯ
프리지드,pʰɯɾidʑidɯ
바르조,paɾɯdʑo
조소,t͡ɕoso
에완제에페,ewant͡ɕeepʰe
필베,pʰilpe
아르피농,aɾɯpʰinoŋ
샤르보,sjaɾɯbo
프란티셰크,pʰɯɾantʰisjekʰɯ
페르지나,pʰeɾɯdʑina
크라마르즈,kʰɯɾamaɾɯdʑɯ
도르시발,toɾɯsibal
시플라르,sipʰɯllaɾɯ
세라크,seɾakʰɯ
셰레크,sjeɾekʰɯ
데프노,tepʰɯno
샤티용,sjatʰijoŋ
도베르,tobeɾɯ
코르뉘장틸,kʰoɾɯnwidʑaŋtʰil
카스탱,kʰasɯtʰɛŋ
코르비에,kʰoɾɯbie
파리다,pʰaɾida
벨굴,pelkul
베르무가,peɾɯmuga
코세브리사크,kʰosebɯɾisakʰɯ
콜랭쿠르,kʰollɛŋkʰuɾɯ
다고녜,tagonje
들라피에르,tɯllapʰieɾɯ
퓌제,pʰwidʑe
피그롱,pʰigɯɾoŋ
카돌,kʰadol
뒤르페르,twiɾɯpʰeɾɯ
쇼에,sjoe
마츠네프,mat͡ɕʰɯnepʰɯ
보노라,ponoɾa
에스피나스,esɯpʰinasɯ
두뱅,tubɛŋ
기요몽,kijomoŋ
오스탈리에,osɯtʰallie
지레,t͡ɕiɾe
구를라,kuɾɯlla
몽시니,moŋsini
페디에,pʰedie
가바르,kabaɾɯ
가스탐비드,kasɯtʰampidɯ
테보,tʰebo
뷔페피카비아,pwipʰepʰikʰabia
트리케,tʰɯɾikʰe
우브르,ubɯɾɯ
시프테르,sipʰɯtʰeɾɯ
아베유,abeju
드뇌부르,tɯnwebuɾɯ
아르티그,aɾɯtʰigɯ
루이카라뱅,luikʰaɾabɛŋ
앙드뤼에,aŋtɯɾwie
질베르트,t͡ɕilpeɾɯtʰɯ
부르둘렉스,puɾɯdullek̚s͈ɯ
질앙투안,t͡ɕiɾaŋtʰuan
생세르냉,sɛŋseɾɯnɛŋ
베르주리,peɾɯdʑuɾi
리베랄,libeɾal
틸몽,tʰilmoŋ
브르댕,pɯɾɯdɛŋ
아르시메드,aɾɯsimedɯ
아세이,asei
페르디에르,pʰeɾɯdieɾɯ
고드프루아,kodɯpʰɯɾua
모리소,moɾiso
자냉,t͡ɕanɛŋ
르가르디니에,lɯgaɾɯdinie
루데스,ludesɯ
브라예르,pɯɾajeɾɯ
랑팽,laŋpʰɛŋ
베르데즈,peɾɯdedʑɯ
미쇼,misjo
티봉,tʰiboŋ
망델,maŋtel
아블랭,abɯllɛŋ
아클로크,akʰɯllokʰɯ
브리사크,pɯɾisakʰɯ
고슬랭,kosɯllɛŋ
도앙,toaŋ
드레퓌스아르망,tɯɾepʰwisɯaɾɯmaŋ
도르만,toɾɯman
퐁타넬,pʰoŋtʰanel
브레스크보티에,pɯɾesɯkʰɯbotʰie
갈레아,kallea
가비뇨퐁텐,kabinjopʰoŋtʰen
카니베,kʰanibe
테니에,tʰenie
고슬랭플뢰리,kosɯllɛŋpʰɯllweɾi
포코니에,pʰokʰonie
이메,ime
그라몽,kɯɾamoŋ
비그욘,pigɯjon
레리티에,leɾitʰie
뒤소,twiso
마르티넬리,maɾɯtʰinelli
마르고통,maɾɯgotʰoŋ
루뱅,lubɛŋ
케디아,kʰedia
루지에,ludʑie
롤레,lolle
트루요,tʰɯɾujo
조르주에마뉘엘,t͡ɕoɾɯdʑuemanwiel
쉬뤼그,swiɾwigɯ
아볼랭,abollɛŋ
아바디,abadi
비가렐로,pigaɾello
슈브롤리에,sjubɯɾollie
조르지나,t͡ɕoɾɯdʑina
뒤푸아,twipʰua
조르제트,t͡ɕoɾɯdʑetʰɯ
플라나,pʰɯllana
뒤스탕,twisɯtʰaŋ
부르쟁,puɾɯdʑɛŋ
푸졸,pʰudʑol
브리케,pɯɾikʰe
로솔라토,losollatʰo
제몽,t͡ɕemoŋ
비탈,pitʰal
그웬달,kɯwental
루야르,lujaɾɯ
들라누아,tɯllanua
데스트리셰,tesɯtʰɯɾisje
바스타르,pasɯtʰaɾɯ
튈레,tʰwille
앙리프랑크,aŋnipʰɯɾaŋkʰɯ
보페랭,popʰeɾɛŋ
다르마냉,taɾɯmanɛŋ
마르트르,maɾɯtʰɯɾɯ
르바이,lɯbai
베르나데,peɾɯnade
바코니에,pakʰonie
카레루,kʰaɾelu
제라르프랑수아,t͡ɕeɾalɯpʰɯɾaŋsua
라팔뤼,lapʰallwi
마이예,maije
네루,neɾu
오제,odʑe
오메리크,omeɾikʰɯ
샬리앙,sjalliaŋ
셰르피옹,sjeɾɯpʰioŋ
팔코네티,pʰalkʰonetʰi
필리펠리,pʰillipʰelli
필로슈,pʰillosju
네르세시앙,neɾɯsesiaŋ
푸퐁,pʰupʰoŋ
캉토니,kʰaŋtʰoni
퐁투아,pʰoŋtʰua
칼레프,kʰallepʰɯ
데바리외,tebaɾiwe
들뤼바크,tɯllwibakʰɯ
구로,kuɾo
루아예,luaje
세르비앵,seɾɯbiɛŋ
스테르디니아크,sɯtʰeɾɯdiniakʰɯ
푸아예,pʰuaje
데퐁텐,tepʰoŋtʰen
사니에르,sanieɾɯ
보드크란,podɯkʰɯɾan
제네뢰,t͡ɕeneɾwe
베를롬,peɾɯllom
몽벨,moŋpel
당트르몽,taŋtʰɯɾɯmoŋ
자크알랭,t͡ɕakʰɯallɛŋ
베니스티,penisɯtʰi
지슬랭,t͡ɕisɯllɛŋ
엘리앙,elliaŋ
부샤르도,pusjaɾɯdo
파제,pʰadʑe
주르캥,t͡ɕuɾɯkʰɛŋ
상토니,saŋtʰoni
리쇼,lisjo
마돌,madol
아델라이드메를랑드,adellaidɯmeɾɯllaŋtɯ
자크엘리,t͡ɕakʰɯelli
랑블라르디,laŋpɯllaɾɯdi
우두앵,uduɛŋ
자크에티엔,t͡ɕakʰɯetʰien
마투,matʰu
세아르,seaɾɯ
모네스티에,monesɯtʰie
비데,pide
메르시에아르노,meɾɯsieaɾɯno
마레트,maɾetʰɯ
비엘린스키,piellinsɯkʰi
비쇼,pisjo
메디그,medigɯ
쇠자레,swedʑaɾe
자넬리,t͡ɕanelli
푸르투,pʰuɾɯtʰu
자미,t͡ɕami
구르모,kuɾɯmo
다르세,taɾɯse
뷔스,pwisɯ
베라르,peɾalɯ
바토메닐라,patʰomenilla
브롬버거,pɯɾompʌgʌ
샤르팡트로,sjaɾɯpʰaŋtʰɯɾo
장앙드레,t͡ɕaŋaŋtɯɾe
예를레스,jeɾɯllesɯ
펠리시에,pʰellisie
부르고앵,puɾɯgoɛŋ
쿠토베가리,kʰutʰobegaɾi
조미요,t͡ɕomijo
크레스타,kʰɯɾesɯtʰa
타랭,tʰaɾɛŋ
챠자카,t͡ɕʰjadʑakʰa
부이스,puisɯ
드라류,tɯɾalju
이튀르뷔뤼,itʰwiɾɯbwiɾwi
펠루아,pʰellua
오루소,oɾuso
파티시에,pʰatʰisie
스파드,sɯpʰadɯ
부티에,putʰie
프티자크,pʰɯtʰidʑakʰɯ
테농,tʰenoŋ
불라르,pullaɾɯ
비타리,pitʰaɾi
사포르타,sapʰoɾɯtʰa
다냥,tanjaŋ
위자르,widʑaɾɯ
다시에,tasie
요네,jone
장조제프프랑수아,t͡ɕaŋt͡ɕodʑepʰɯpʰɯɾaŋsua
반레랑베르그,palleɾaŋpeɾɯgɯ
아파티,apʰatʰi
블로디,pɯllodi
구아용,kuajoŋ
블랑케르,pɯllaŋkʰeɾɯ
노그레트,nogɯɾetʰɯ
장조엘,t͡ɕaŋt͡ɕoel
뒤오,twio
르마니,lɯmani
뒤베르나르,twibeɾɯnaɾɯ
장막스,t͡ɕaŋmak̚s͈ɯ
메장,medʑaŋ
르니오,lɯnio
시모넬라,simonella
파스롱,pʰasɯɾoŋ
알베르티니,alpeɾɯtʰini
장노엘,t͡ɕaŋnoel
에베,ebe
장파스칼,t͡ɕaŋpʰasɯkʰal
자디,t͡ɕadi
아루엘,aɾuel
샤가슈바니앙,sjagasjubaniaŋ
브리겔리,pɯɾigelli
토구르도,tʰoguɾɯdo
쇼지,sjodʑi
뒤프레뉴,twipʰɯɾenju
뒤비올,twibiol
앙베르,aŋpeɾɯ
퀴르니에,kʰwiɾɯnie
장디디에,t͡ɕaŋtidie
프로망탱,pʰɯɾomaŋtʰɛŋ
포제르,pʰodʑeɾɯ
장로베르,t͡ɕaŋnobeɾɯ
아르모가트,aɾɯmogatʰɯ
푸셰쿠르,pʰusjekʰuɾɯ
르카뉘,lɯkʰanwi
보두아예,poduaje
에진,edʑin
트라사르,tʰɯɾasaɾɯ
샹바르,sjaŋpaɾɯ
샤르보니오,sjaɾɯbonio
윌렘,willem
코르데,kʰoɾɯde
델푀슈,telpʰwesju
이스탱,isɯtʰɛŋ
코졸,kʰodʑol
드에크,tɯekʰɯ
부쇼,pusjo
세낭,senaŋ
잘크,t͡ɕalkʰɯ
벨로크,pellokʰɯ
르가레,lɯgaɾe
앵베르농,ɛŋpeɾɯnoŋ
앙드로,aŋtɯɾo
루이사다,luisada
쿠시루,kʰusiɾu
로피시에,lopʰisie
시리넬리,siɾinelli
솔농,solloŋ
소맹,somɛŋ
파로,pʰaɾo
소베,sobe
바블롱,pabɯlloŋ
클라미,kʰɯllami
장펠릭스,t͡ɕaŋpʰellik̚s͈ɯ
비가르,pigaɾɯ
보베로,pobeɾo
장질,t͡ɕaŋt͡ɕil
베르토미에,peɾɯtʰomie
코텔,kʰotʰel
보지르,podʑiɾɯ
엘카바크,elkʰabakʰɯ
블로,pɯllo
라세르,laseɾɯ
보르테르,poɾɯtʰeɾɯ
장루이오귀스트,t͡ɕaŋnuiogwisɯtʰɯ
코메르송,kʰomeɾɯsoŋ
레핀,lepʰin
카르보니에,kʰaɾɯbonie
캐터리,kʰɛtʰʌɾi
가샤생,kasjasɛŋ
마리오티,maɾiotʰi
가방,kabaŋ
메스나르,mesɯnaɾɯ
비본,pibon
글라바니,kɯllabani
미샤르펠리시에,misjaɾɯpʰellisie
그랑주앙,kɯɾaŋt͡ɕuaŋ
메스키,mesɯkʰi
델베르,telpeɾɯ
엘뢰,ellwe
나르캥,naɾɯkʰɛŋ
에롤파키,eɾolpʰakʰi
라브륀,labɯɾwin
이바네스,ibanesɯ
부그라브,pugɯɾabɯ
오리제,oɾidʑe
오프레도,opʰɯɾedo
리오댕,liodɛŋ
멜레즈모제예프스키,melledʑɯmodʑejepʰɯsɯkʰi
뷔지에,pwidʑie
케뇨,kʰenjo
드바자크,tɯbadʑakʰɯ
데베르셰르,tebeɾɯsjeɾɯ
라빌,labil
바유,paju
카자르,kʰadʑaɾɯ
벨가지,pelkadʑi
리카르두,likʰaɾɯdu
쇼리에,sjoɾie
롤리숑,lollisjoŋ
마프르,mapʰɯɾɯ
드르봉,tɯɾɯboŋ
사비뇨,sabinjo
콘스탄티노프,kʰonsɯtʰantʰinopʰɯ
스텔리,sɯtʰelli
아파누,apʰanu
콜롱바니,kʰolloŋpani
파베즈부토니에,pʰabedʑɯbutʰonie
기아로,kiaɾo
테누지,tʰenudʑi
랄리,lalli
벨랭가르,pellɛŋkaɾɯ
발로프,pallopʰɯ
코빌로,kʰobillo
투베,tʰube
베르타냐,peɾɯtʰanja
딘글러,tinkɯllʌ
뒤틸뢸,twitʰillwel
카잘부,kʰadʑalpu
로랑프레데리크,loɾaŋpʰɯɾedeɾikʰɯ
베르티냐크,peɾɯtʰinjakʰɯ
사령관,saɾjʌŋkwan
카브롤,kʰabɯɾol
비뇰라,pinjolla
콜롱뱅,kʰolloŋpɛŋ
로비야르,lobijaɾɯ
생테브,sɛŋtʰebɯ
에나크,enakʰɯ
마르지,maɾɯdʑi
드푸이,tɯpʰui
샤텔리에,sjatʰellie
코르망,kʰoɾɯmaŋ
샤물로,sjamullo
조프랭,t͡ɕopʰɯɾɛŋ
뒤구아,twigua
발롱,palloŋ
모르트,moɾɯtʰɯ
쥐스티에,t͡ɕwisɯtʰie
케뤼소레,kʰeɾwisoɾe
페르노,pʰeɾɯno
뒤베르트레,twibeɾɯtʰɯɾe
스톨레뤼,sɯtʰolleɾwi
당드렐,taŋtɯɾel
네레,neɾe
파보뢰,pʰaboɾwe
루이손,luison
로블린,lobɯllin
오르솔리니,oɾɯsollini
뤼키에,lwikʰie
마로코,maɾokʰo
레나엘,lenael
길롱고리,killoŋkoɾi
우르나크,uɾɯnakʰɯ
페틴,pʰetʰin
비데르마나스,pideɾɯmanasɯ
에슐리만,esjulliman
리에뱅보나방튀르,liebɛŋponabaŋtʰwiɾɯ
프루아야르,pʰɯɾuajaɾɯ
블롱디오,pɯlloŋtio
레옹프로스페르,leoŋpʰɯɾosɯpʰeɾɯ
로레트,loɾetʰɯ
노베쿠르,nobekʰuɾɯ
피숑,pʰisjoŋ
페네르,pʰeneɾɯ
마르크질베르,maɾɯkʰɯdʑilpeɾɯ
소바종,sobadʑoŋ
카르부나스,kʰaɾɯbunasɯ
아르벨,aɾɯbel
브라이,pɯɾai
루이오귀스탱,luiogwisɯtʰɛŋ
오갱,ogɛŋ
루이샤를,luisjaɾɯl
다메,tame
세시용,sesijoŋ
뤼세트,lwisetʰɯ
데비뉴,tebinju
미쇼슈브리,misjosjubɯɾi
크레퐁,kʰɯɾepʰoŋ
포벨,pʰobel
쥐슈로,t͡ɕwisjuɾo
퐁보스티에,pʰoŋposɯtʰie
가우에,kaue
달사스,talsasɯ
칼라망,kʰallamaŋ
르페브르지노,lɯpʰebɯɾɯdʑino
제르파뇽,t͡ɕeɾɯpʰanjoŋ
말비,malpi
모용,mojoŋ
말라바르,mallabaɾɯ
루이에밀,luiemil
데지레뤼카,tedʑiɾelwikʰa
리롱,liɾoŋ
레오폴디네,leopʰoltine
비뇽,pinjoŋ
도네,tone
테지에,tʰedʑie
자만스키,t͡ɕamansɯkʰi
시고,sigo
레스기,lesɯgi
구브냉,kubɯnɛŋ
바르뷜레,paɾɯbwille
비아르도,piaɾɯdo
클레르반,kʰɯlleɾɯban
리포,lipʰo
카펠리에,kʰapʰellie
마레바,maɾeba
갈랑테르,kallaŋtʰeɾɯ
자라데르,t͡ɕaɾadeɾɯ
방되유,paŋtweju
티베르,tʰibeɾɯ
우라두,uɾadu
마글루아르,magɯlluaɾɯ
생메랑,sɛŋmeɾaŋ
레브,lebɯ
부티,putʰi
파이,pʰai
라테스,latʰesɯ
마리앙주,maɾiaŋt͡ɕu
카살타,kʰasaltʰa
브뤼세,pɯɾwise
플라니올,pʰɯllaniol
사라고스,saɾagosɯ
마르티넬,maɾɯtʰinel
파발렐리,pʰaballelli
아르노튀,aɾɯnotʰwi
마노엘,manoel
샬레유,sjalleju
무로,muɾo
드부르스,tɯbuɾɯsɯ
파렐리,pʰaɾelli
일스,ilsɯ
주아생,t͡ɕuasɛŋ
메니에,menie
에르브스트메예르,eɾɯbɯsɯtʰɯmejeɾɯ
델마스마르티,telmasɯmaɾɯtʰi
마리조제프,maɾidʑot͡ɕepʰɯ
오그리,ogɯɾi
베를리우,peɾɯlliu
마리쥘리,maɾidʑwilli
코랑세즈,kʰoɾaŋsedʑɯ
생트모르,sɛŋtʰɯmoɾɯ
라르토,laɾɯtʰo
마리뤼스,maɾilwisɯ
팡샤르,pʰaŋsjaɾɯ
뒤브레유자코탱,twibɯɾejudʑakʰotʰɛŋ
마리루,maɾilu
리불레,libulle
누아로,nuaɾo
모넬,monel
비다르,pidaɾɯ
루디에르,ludieɾɯ
마리마르틴,maɾimaɾɯtʰin
비송,pisoŋ
모르방디오,moɾɯbaŋtio
마조레트,madʑoɾetʰɯ
메르코트,meɾɯkʰotʰɯ
들로르모,tɯlloɾɯmo
죄리,t͡ɕweɾi
마메드,mamedɯ
아레즈키,aɾedʑɯkʰi
프랑캥,pʰɯɾaŋkʰɛŋ
페클,pʰekʰɯl
주르니아크,t͡ɕuɾɯniakʰɯ
메니,meni
시디베,sidibe
콩보,kʰoŋpo
부셰자주이,pusjedʑat͡ɕui
레베크,lebekʰɯ
마예트올츠,majetʰɯolt͡ɕʰɯ
페니코,pʰenikʰo
아리베,aɾibe
레아슈,leasju
미트라니,mitʰɯɾani
델베즈,telpedʑɯ
드페,tɯpʰe
베랑,peɾaŋ
메지,medʑi
에스캉드,esɯkʰaŋtɯ
파이레비치,pʰaiɾebit͡ɕʰi
오다소,odaso
브로도,pɯɾodo
브리게,pɯɾige
페라모르,pʰeɾamoɾɯ
나딘조제트,nadint͡ɕodʑetʰɯ
알라리,allaɾi
파봉,pʰaboŋ
푸아베르,pʰuabeɾɯ
데르발,teɾɯbal
롱비,loŋpi
생클레망쉬르발손,sɛŋkʰɯllemaŋswiɾɯbalson
테르낭,tʰeɾɯnaŋ
디엠,tiem
로잔,lodʑan
지보르,t͡ɕiboɾɯ
샤믈레,sjamɯlle
리볼레,libolle
동레미라칸,toŋnemiɾakʰan
베간,pegan
알레르,alleɾɯ
오텔디외,otʰeltiwe
