глюкоза,ɡlʲukoza
тимково,tʲimkovo
томский,tomskʲij
тимошенко,tʲimoʂenko
туголесский,tuɡolʲesskʲij
тузлуков,tuzlukov
торнадо,tornado
тоя,toa
травино,travʲino
угловое,uɡlovoe
транстелеком,transtʲelʲekom
тульский,tulʲskʲij
туманово,tumanovo
трамвайнотроллейбусное,tramvajnotrollʲejbusnoe
управление,upravlʲenie
турана,turana
ульяновский,ulʲanovskʲij
уляп,ulʲap
федоскино,fʲedoskʲino
фелисово,fʲelʲisovo
уральская,uralʲskaa
сталь,stalʲ
физматлит,fʲizmatlʲit
утта,utta
уфимский,ufʲimskʲij
фонталовская,fontalovskaa
ухтома,uxtoma
фроловское,frolovskoe
фёдоровский,fʲodorovskʲij
химкинский,xʲimkʲinskʲij
цуриб,t͡surʲib
ханкала,xankala
художественная,xudoʒestvʲennaa
литература,lʲitʲeratura
харасавэй,xarasavej
цаган,t͡saɡan
челобитьево,t͡ɕʲelobʲitʲevo
централ,t͡sentral
партнершип,partnerʂip
ченцы,t͡ɕʲent͡sɨ
чижево,t͡ɕʲiʒevo
шарой,ʂaroj
чисмена,t͡ɕʲismʲena
червлённая,t͡ɕʲervlʲonnaa
чистоводное,t͡ɕʲistovodnoe
шаховское,ʂaxovskoe
хохлаоя,xoxlaoa
шахтинский,ʂaxtʲinskʲij
шебунино,ʂebunino
чернецов,t͡ɕʲernet͡sov
чернолесское,t͡ɕʲernolʲesskoe
шонга,ʂonɡa
чертаново,t͡ɕʲertanovo
чертково,t͡ɕʲertkovo
чёрный,t͡ɕʲornɨj
шалаш,ʂalaʂ
ленина,lʲenina
юхово,juxovo
яблочное,jablot͡ɕʲnoe
ярославский,jaroslavskʲij
явгес,javɡes
шолоховский,ʂoloxovskʲij
языково,jazɨkovo
эзоп,ezop
элин,elʲin
койла,kojla
касвера,kasvʲera
молькин,molʲkʲin
кавра,kavra
икар,ikar
комиавиатранс,komʲiavʲiatrans
китат,kʲitat
катат,katat
музыка,muzɨka
эхаби,exabʲi
пригородное,prʲiɡorodnoe
красавиа,krasavʲia
петсамо,pʲetsamo
курганмашзавод,kurɡanmaʂzavod
афонина,afonina
электроноргтехника,elʲektronorɡtʲexnika
шотогорка,ʂotoɡorka
молл,moll
сабеттаяха,sabʲettaaxa
антонов,antonov
ягодное,jaɡodnoe
нембас,nembas
лодозера,lodozʲera
сылога,sɨloɡa
гранаткина,ɡranatkʲina
литозера,lʲitozʲera
шелекша,ʂelʲekʂa
пильменьга,pʲilʲmʲenʲɡa
косвей,kosvʲej
рапина,rapʲina
староверка,starovʲerka
билярск,bʲilʲarsk
хата,xata
шилмуша,ʂilmuʂa
нелда,nelda
муксора,muksora
сормово,sormovo
варфоломеевка,varfolomʲeevka
вега,vʲeɡa
младороссы,mladorossɨ
авиалинии,avʲialʲinii
ука,uka
красково,kraskovo
прапорщик,praporɕːik
прасковеевка,praskovʲeevka
енисей,jenisʲej
келколово,kʲelkolovo
щукинское,ɕːukʲinskoe
аккани,akkani
глубокий,ɡlubokʲij
средний,srʲednij
сапач,sapat͡ɕʲ
лапа,lapa
нема,nema
посольское,posolʲskoe
кидеганис,kʲidʲeɡanis
тавра,tavra
корга,korɡa
ляхи,lʲaxʲi
семенова,sʲemʲenova
баранцево,barant͡sevo
помеловка,pomʲelovka
извоз,izvoz
надовражино,nadovraʒino
косулино,kosulʲino
танда,tanda
таксимо,taksʲimo
тройка,trojka
кроуновка,krounovka
волково,volkovo
спасское,spasskoe
федосова,fʲedosova
усманова,usmanova
пуциловка,put͡silovka
журавлева,ʒuravlʲeva
дютьково,dʲutʲkovo
завражье,zavraʒe
диссернет,dʲissʲernet
война,vojna
алабино,alabʲino
акулово,akulovo
комаровка,komarovka
котик,kotʲik
наумовская,naumovskaa
горы,ɡorɨ
апсуа,apsua
уссуна,ussuna
промежицы,promʲeʒit͡sɨ
ананкино,anankʲino
тетерино,tʲetʲerʲino
саккало,sakkalo
дуреевская,durʲeevskaa
ивановская,ivanovskaa
хрущёво,xruɕːovo
гонгота,ɡonɡota
селищево,sʲelʲiɕːevo
мелиховская,mʲelʲixovskaa
инюшинская,inuʂinskaa
бузец,buzʲet͡s
минино,mʲinino
монастырщино,monastɨrɕːino
клязьма,klʲazʲma
варюковка,varʲukovka
митинская,mʲitʲinskaa
климовская,klʲimovskaa
воймежный,vojmʲeʒnɨj
никитинская,nikʲitʲinskaa
красные,krasnɨe
орлы,orlɨ
вяхирево,vʲaxʲirʲevo
олимпия,olʲimpʲia
горяновская,ɡorʲanovskaa
городищенское,ɡorodʲiɕːenskoe
рэкс,reks
онежское,oneʒskoe
поморье,pomorʲe
лешниково,lʲeʂnikovo
лимпопо,lʲimpopo
курьяниха,kurʲanixa
левинская,lʲevʲinskaa
пулковское,pulkovskoe
лузгарино,luzɡarʲino
осановодубовое,osanovodubovoe
туголес,tuɡolʲes
седанка,sʲedanka
петровка,pʲetrovka
харинская,xarʲinskaa
посёлок,posʲolok
леспромхоза,lʲespromxoza
семёновская,sʲemʲonovskaa
семёновский,sʲemʲonovskʲij
сидоровская,sʲidorovskaa
станции,stant͡sii
осаново,osanovo
правая,pravaa
стенинская,stʲeninskaa
сула,sula
арино,arʲino
староселье,starosʲelʲe
кавказский,kavkazskʲij
узел,uzʲel
лазарево,lazarʲevo
капасово,kapasovo
бала,bala
карнеги,karneɡi
сила,sʲila
скобельцыно,skobʲelʲt͡sɨno
починки,pot͡ɕʲinkʲi
дворниково,dvornikovo
семик,sʲemʲik
николаевка,nikolaevka
скляево,sklʲaevo
ушакова,uʂakova
русалии,rusalʲii
московское,moskovskoe
алашайка,alaʂajka
бахново,baxnovo
бахтызино,baxtɨzʲino
алексеевка,alʲeksʲeevka
гнездилова,ɡnezdʲilova
макаровка,makarovka
здравница,zdravnit͡sa
куркиёки,kurkʲiokʲi
миннярово,mʲinnarovo
кривцово,krʲivt͡sovo
кривые,krʲivɨe
выселки,vɨsʲelkʲi
огуднево,oɡudnevo
поведники,povʲednikʲi
ройково,rojkovo
рубанщина,rubanɕːina
шолохово,ʂoloxovo
танцующий,tant͡suuɕːij
лес,lʲes
трескино,trʲeskʲino
чиверёво,t͡ɕʲivʲerʲovo
еремеевская,jerʲemʲeevskaa
асники,asnikʲi
джалинда,d͡ʒalʲinda
дроновка,dronovka
елизаветовка,jelʲizavʲetovka
красноярово,krasnoarovo
кадь,kadʲ
рюминово,rʲumʲinovo
сандарово,sandarovo
грачёвка,ɡrat͡ɕʲovka
темник,tʲemnik
приуральский,prʲiuralʲskʲij
волынка,volɨnka
липа,lʲipa
заборовка,zaborovka
ургула,urɡula
чигири,t͡ɕʲiɡirʲi
ятово,jatovo
новинки,novʲinkʲi
степаново,stʲepanovo
эрмитаж,ermʲitaʒ
линия,lʲinia
сахалинские,saxalʲinskʲie
акулы,akulɨ
культуры,kulʲturɨ
железнодорожников,ʒelʲeznodoroʒnikov
отока,otoka
станко,stanko
азибей,azʲibʲej
беркуты,bʲerkutɨ
ефимовичи,jefʲimovʲit͡ɕʲi
верещовка,vʲerʲeɕːovka
утятница,utʲatnit͡sa
солоти,solotʲi
посейдон,posʲejdon
паника,panika
билабан,bʲilaban
полтава,poltava
вместерф,vmʲestʲerf
шеншиновка,ʂenʂinovka
буланцево,bulant͡sevo
яковлевичи,jakovlʲevʲit͡ɕʲi
глотово,ɡlotovo
ельцинцентр,jelʲt͡sint͡sentr
акатово,akatovo
шатское,ʂatskoe
мариновка,marʲinovka
опасное,opasnoe
капитанлейтенант,kapʲitanlʲejtʲenant
адмирал,admʲiral
ламской,lamskoj
казаковский,kazakovskʲij
филинский,fʲilʲinskʲij
первый,pʲervɨj
воин,voin
ильково,ilʲkovo
кончинка,kont͡ɕʲinka
каменночерновский,kamʲennot͡ɕʲernovskʲij
прудбой,prudboj
горбатовский,ɡorbatovskʲij
ижмаш,iʒmaʂ
ушинка,uʂinka
сатаровский,satarovskʲij
елбанка,jelbanka
панькинский,panʲkʲinskʲij
яготово,jaɡotovo
новокормиха,novokormʲixa
беспалово,bʲespalovo
шипуново,ʂipunovo
обуховка,obuxovka
кип,kʲip
уфимцево,ufʲimt͡sevo
першинское,pʲerʂinskoe
терсюкское,tʲersʲukskoe
воротниково,vorotnikovo
крутогоровский,krutoɡorovskʲij
паужетка,pauʒetka
тымлат,tɨmlat
радуга,raduɡa
автопортрет,avtoportrʲet
аманадское,amanadskoe
куйдусун,kujdusun
харауз,xarauz
оленегорский,olʲeneɡorskʲij
горняк,ɡornak
нюша,nuʂa
россияне,rossʲiane
тутта,tutta
ларсен,larsʲen
малком,malkom
стен,stʲen
сильвер,sʲilʲvʲer
йошкарола,joʂkarola
ростовнадону,rostovnadonu
калининградский,kalʲininɡradskʲij
залив,zalʲiv
куршский,kurʂskʲij
камчатка,kamt͡ɕʲatka
течение,tʲet͡ɕʲenie
аэрофлот,aeroflot
тольяттиазот,tolʲattʲiazot
короча,korot͡ɕʲa
республика,rʲespublʲika
алтай,altaj
горноалтайск,ɡornoaltajsk
хантымансийск,xantɨmansʲijsk
беловежские,bʲelovʲeʒskʲie
соглашения,soɡlaʂenia
внешняя,vneʂnaa
политика,polʲitʲika
нарьянмар,narʲanmar
теракт,tʲerakt
дубровке,dubrovkʲe
коми,komʲi
уланудэ,ulanude
курильские,kurʲilʲskʲie
острова,ostrova
единая,jedʲinaa
северная,sʲevʲernaa
убсунур,ubsunur
братья,bratʲa
стругацкие,struɡat͡skʲie
российскофранцузские,rossʲijskofrant͡suzskʲie
отношения,otnoʂenia
российская,rossʲijskaa
наук,nauk
комсомольск,komsomolʲsk
комсомольскнаамуре,komsomolʲsknaamurʲe
костомукша,kostomukʂa
марий,marʲij
эл,el
калачнадону,kalat͡ɕʲnadonu
петропавловсккамчатский,pʲetropavlovskkamt͡ɕʲatskʲij
адыгейск,adɨɡejsk
алейск,alʲejsk
боспорское,bosporskoe
царство,t͡sarstvo
акдовурак,akdovurak
абдулино,abdulʲino
агидель,aɡidʲelʲ
футбольный,futbolʲnɨj
александровск,alʲeksandrovsk
александровсксахалинский,alʲeksandrovsksaxalʲinskʲij
алзамай,alzamaj
куйбышев,kujbɨʂev
анжеросудженск,anʒerosud͡ʒensk
аргун,arɡun
кушва,kuʂva
шантарские,ʂantarskʲie
ардатов,ardatov
аркадак,arkadak
артёмовск,artʲomovsk
артёмовский,artʲomovskʲij
асбест,asbʲest
главное,ɡlavnoe
адмиралтейство,admʲiraltʲejstvo
антропово,antropovo
бакал,bakal
бабаево,babaevo
кильдин,kʲilʲdʲin
берингов,bʲerʲinɡov
пролив,prolʲiv
берёзовский,bʲerʲozovskʲij
кухня,kuxna
билибино,bʲilʲibʲino
государственный,ɡosudarstvʲennɨj
университет,univʲersʲitʲet
бирюсинск,bʲirʲusʲinsk
фосагро,fosaɡro
проспект,prospʲekt
благодарный,blaɡodarnɨj
богданович,boɡdanovʲit͡ɕʲ
волосово,volosovo
ледовое,lʲedovoe
побоище,poboiɕːe
авиационный,avʲiat͡sionnɨj
каменногорск,kamʲennoɡorsk
каменскуральский,kamʲenskuralʲskʲij
демянская,dʲemʲanskaa
операция,opʲerat͡sia
немецкий,nemʲet͡skʲij
национальный,nat͡sionalʲnɨj
история,istorʲia
смоленское,smolʲenskoe
сражение,sraʒenie
тосно,tosno
айхал,ajxal
эльхотово,elʲxotovo
апшеронск,apʂeronsk
абинск,abʲinsk
навашино,navaʂino
нарофоминск,narofomʲinsk
акелла,akʲella
черногорск,t͡ɕʲernoɡorsk
парк,park
горького,ɡorʲkoɡo
герб,ɡerb
фридландское,frʲidlandskoe
маканруши,makanruʂi
храм,xram
василия,vasʲilʲia
блаженного,blaʒennoɡo
китайскороссийские,kʲitajskorossʲijskʲie
петербургский,pʲetʲerburɡskʲij
гальбштадт,ɡalʲbʂtadt
ника,nika
медный,mʲednɨj
кетой,kʲetoj
чемпионат,t͡ɕʲempʲionat
по,po
футболу,futbolu
среди,srʲedʲi
женщин,ʒenɕːin
федеральное,fʲedʲeralʲnoe
собрание,sobranie
николаевск,nikolaevsk
николаевскнаамуре,nikolaevsknaamurʲe
экономика,ekonomʲika
гранпри,ɡranprʲi
верея,vʲerʲea
ржевская,rʒevskaa
битва,bʲitva
новосибирский,novosʲibʲirskʲij
новодевичий,novodʲevʲit͡ɕʲij
день,dʲenʲ
победы,pobʲedɨ
путорана,putorana
омутнинск,omutninsk
ореховозуево,orʲexovozuevo
волжск,volʒsk
гавриловям,ɡavrʲilovʲam
флаг,flaɡ
республики,rʲespublʲikʲi
краснолесье,krasnolʲesʲe
переславльзалесский,pʲerʲeslavlʲzalʲesskʲij
голицыно,ɡolʲit͡sɨno
камаз,kamaz
губкин,ɡubkʲin
гусиноозёрск,ɡusʲinoozʲorsk
гусьхрустальный,ɡusʲxrustalʲnɨj
зимний,zʲimnij
добрянка,dobrʲanka
третьяковская,trʲetʲakovskaa
галерея,ɡalʲerʲea
азиатский,azʲiatskʲij
максимум,maksʲimum
бородинское,borodʲinskoe
железногорскилимский,ʒelʲeznoɡorskʲilʲimskʲij
монерон,moneron
глонасс,ɡlonass
приморское,prʲimorskoe
францаиосифа,frant͡saiosʲifa
список,spʲisok
городов,ɡorodov
заозёрск,zaozʲorsk
закаменск,zakamʲensk
звенигово,zvʲeniɡovo
керченский,kʲert͡ɕʲenskʲij
миг,mʲiɡ
континентальная,kontʲinentalʲnaa
змеиногорск,zmʲeinoɡorsk
равнина,ravnina
мавзолей,mavzolʲej
западносибирская,zapadnosʲibʲirskaa
совет,sovʲet
балтийский,baltʲijskʲij
иркутский,irkutskʲij
железнодорожника,ʒelʲeznodoroʒnika
калачинск,kalat͡ɕʲinsk
камбарка,kambarka
гум,ɡum
медвежьесаньково,mʲedvʲeʒesanʲkovo
каменскшахтинский,kamʲenskʂaxtʲinskʲij
каменьнаоби,kamʲenʲnaobʲi
камызяк,kamɨzʲak
хасанские,xasanskʲie
бои,boi
трансмонгольская,transmonɡolʲskaa
железная,ʒelʲeznaa
гроссегерсдорфское,ɡrossʲeɡersdorfskoe
петропавловская,pʲetropavlovskaa
кедровый,kʲedrovɨj
дальневосточный,dalʲnevostot͡ɕʲnɨj
федеральный,fʲedʲeralʲnɨj
охотское,oxotskoe
сталинградская,stalʲinɡradskaa
ноктундо,noktundo
анжу,anʒu
луза,luza
босфор,bosfor
