angela,aŋeːlaː
hamburgeppendorf,hambuɐɡepəndoɐf
mediapark,meːdiaːpaɐk
oderaue,odeːʀauə
nordkanal,noɐtkaːnal
wadgassen,vatɡasən
lütjenburg,lytjənbuɐk
hausbay,hausbai
salvatorkirche,zalfaːtoɐkiɐxə
ortenburg,oɐtənbuɐk
manroland,manʁoːlant
rutsweiler,ʁutsvailɐ
icking,iːkiŋk
schneizlreuth,ʃnait͡slʁoyt
oberschleißheim,obeɐʃlaishaim
norddeutscher,noɐtdoyt͡ʃɐ
fußballverband,fusbalfeɐbant
hammelburg,hamelbuɐk
dorfen,doɐfən
nennhausen,nənnhauhsən
frankfurthausen,fʁaŋkfuɐtauhsən
leucorea,loyhkoːʀeaː
prinzregentenstraße,pʁint͡sʁeːɡəntənstʁasə
wilhelmstraße,vilhelmstʁasə
much,mux
untergiesingharlaching,unteɐɡiːsiŋkhaɐlaːxiŋk
niederrhein,niːdeɐʁhain
nordost,noɐdost
venus,feːnus
obing,obiŋk
kolbermoor,kolbeɐmoːɐ
bismarckstraße,bismaɐkstʁasə
aartalbahn,aːɐtalbaːn
neptun,neptun
wolfenstein,volfənstain
ismaning,ismaːniŋk
langwasser,laŋkvasɐ
aidenbach,aiedənbax
schillig,ʃilik
aasee,aːseə
vogtländisch,foɡtlendiʃ
oberweiler,obeɐvailɐ
erlbach,eɐlbax
oberding,obeɐdiŋk
puchheim,puxhaim
grabenstätt,kʁaːbənstet
lichtentaler,lixtəntalɐ
allee,aleə
schützenfest,ʃyːt͡sənfest
winhöring,vinhøːʀiŋk
prignitz,pʁiknit͡s
travemünde,tʁaːfeːmyndə
eggenfelden,ekɡənfeldən
sixx,ziksks
aufbauverlag,aufbauhfeɐlak
prinzipalmarkt,pʁint͡siːpalmaɐkt
teltow,teltov
flight,fliçht
georgium,ɡeoɐɡium
phæno,fænoː
alken,alkən
cinestar,kiːnestaɐ
chiemgau,xiːmɡauh
altefähr,alteːfeːɐ
friedrichstraße,fʁiːtʁikstʁasə
gamshurst,ɡamshuɐst
jüchen,jyːxən
südwest,zytvest
planegg,plaːneɡk
kruchten,kʁuxtən
ponitz,poːnit͡s
volxheim,folkshaim
abensberg,abənsbeɐk
östringen,østʁiŋən
triptis,tʁiptis
thannhausen,tanhauhsən
osterbek,osteɐbek
luftreederei,luftʁeːdeːʀaie
galeria,ɡaːleːʀiaː
kaufhof,kaufhof
altmühl,altmyːl
rommerskirchen,ʁomeɐskiɐxən
ratiopharm,ʁaːtiofaɐm
prittwitz,pʁitvit͡s
ötzingen,øːt͡siŋən
weilimdorf,vaielimdoɐf
calenberg,kaːlənbeɐk
kinzigtalbahn,kint͡siktalbaːn
hauzenberg,hauht͡sənbeɐk
cronenberg,kʁoːnənbeɐk
tecklenburger,teklənbuɐɡɐ
donaustadion,doːnaustaːdion
kratzenburg,kʁaːt͡sənbuɐk
metzeler,meːt͡selɐ
töging,tøːɡiŋk
reischach,ʁaieʃax
elsendorf,elsəndoɐf
blautopf,plauhtop͡f
tabarz,taːbaɐt͡s
kommandantenhaus,komandantənhaus
shellhaus,shelhaus
gänsemarkt,ɡenseːmaɐkt
bear,beaɐ
family,faːmily
unterwarnow,unteɐvaɐnov
bundesdruckerei,bundestʁuːkeːʀaie
assmannshausen,asmanshauhsən
pörnbach,pøɐnbax
rostockgedserquerung,ʁostokɡetseʁkveːʀuŋk
europahalle,oyhʀoːpaːhalə
taschenbergpalais,taːʃənbeɐkpaːlais
unterföhring,unteɐføːʀiŋk
fürstenzell,fyɐstənt͡sel
inning,iniŋk
greifswalder,kʁaifsvaldɐ
oie,oiə
obernzell,obeɐnt͡sel
bischofswiesen,biːʃofsviːsən
siegsdorf,ziːɡsdoɐf
hhla,hhlaː
eging,eɡiŋk
maximilianeum,maksiːmiliaːnoym
karlsfeld,kaɐlsfelt
barnim,baɐnim
oberviechtach,obeɐfiːxtax
winterfeldtplatz,vinteɐfeltplat͡s
verkehrsorganisation,feɐkeːɐsoɐɡaːniːsaːt͡sion
walle,valə
lam,lam
hunsrück,hunsʁyk
bernstadt,beɐnstat
reichszeugmeisterei,ʁaikst͡soykmaisteːʀaie
münzkabinett,mynt͡skaːbiːnet
meiderich,maiedeːʀix
hessische,hesiʃə
castell,kastel
hörde,høɐdə
traunreut,tʁaunʁoyt
rehburg,ʁeːbuɐk
klotten,klotən
burgheim,buɐkhaim
schloss,ʃlos
elmau,elmauh
schradenland,ʃʁaːdənlant
essenbach,esənbax
mühlenberge,myːlənbeɐɡə
üttfeld,ytfelt
üxheim,ykshaim
altkölln,altkøln
gerolsteiner,ɡeːʀolstainɐ
prenzlauer,pʁənt͡slauɐ
bundesnetzagentur,bundesneːt͡saːɡəntuɐ
rheinbrücke,ʁhainpʁykə
kölnrodenkirchen,kølnʁoːdənkiɐxən
tollensesee,tolənseːseə
staatsratsgebäude,ʃtaːtsʁatsɡeːboydə
schwielowsee,ʃviːlovseə
fliegende,fliːɡəndə
blätter,pletɐ
miesbach,miːsbax
bismarckturm,bismaɐktuɐm
american,ameːʀiːkan
folk,folk
blues,plues
bansin,bansin
rüppurr,ʁypuɐʁ
panther,pantɐ
spreepark,ʃpʁeːpaɐk
kirchhellen,kiɐxhelən
französisches,fʁant͡søːsiːʃes
gymnasium,ɡymnaːsium
novaesium,noːfaeːsium
malteser,maltesɐ
landrückentunnel,lantʁyːkəntunel
roding,ʁoːdiŋk
luisenstadt,luiːsənstat
schöneberg,ʃøːneːbeɐk
kitzingen,kiːt͡siŋən
rosenstraßeprotest,ʁoːsənstʁasepʁoːtest
skulpturprojekte,skulptuɐpʁoːjektə
kehdingen,keːdiŋən
nunkirchen,nuŋkiɐxən
neuötting,noyøtiŋk
altendiez,altəndiːt͡s
laudert,lauhdeɐt
generali,ɡeːneʀaːliː
plessa,plesaː
ortrand,oɐtʁant
point,point
alpha,alfaː
uckermark,uːkeɐmaɐk
bundesautobahn,bundeːsauhtoːbaːn
landscheid,lant͡ʃait
mühlenkopfschanze,myːlənkop͡fʃant͡sə
achtelsbach,axtelsbax
achtermannshöhe,axteɐmanshøːə
farnstädt,faɐnstet
gransee,kʁanseə
gemeinden,ɡeːmaindən
danziger,dant͡siçɐ
gossenpreis,ɡosənpʁais
rapide,ʁaːpidə
wedding,vetdiŋk
donaustauf,doːnaustauf
cannstatter,kanstatɐ
volksfest,folksfest
mainzer,maint͡sɐ
fastnacht,fastnaxt
büraburg,byːʀaːbuɐk
acht,axt
glaspalast,klaspaːlast
belvedere,belfeːdeʀə
kammergerichtsgebäude,kameɐɡeːʀixtsɡeːboydə
externsteine,eksteɐnstainə
schlossberg,ʃlosbeɐk
maximiliansbahn,maksiːmiliansbaːn
damenstiftskirche,daːmənstiftskiɐxə
bin,bin
lemiers,leːmiːɐs
robot,ʁoːbot
vilshofen,filshoːfən
freilassing,fʁaielasiŋk
bundespatentgericht,bundespaːtəntɡeːʀixt
friesack,fʁiːsak
bergermann,beɐɡeɐman
partner,paɐtnɐ
abentheuer,abəntoyɐ
ipf,ip͡f
husumer,huːsumɐ
mühlenau,myːleːnauh
gulfhaus,ɡulfhaus
metox,meːtoks
knollen,knolən
schallplattenpreis,ʃalplatənpʁais
popkomm,popkom
hohenlimburg,hoːhənlimbuɐk
indians,indians
germany,ɡeɐmany
bogenhausen,boːɡənhauhsən
adelheidsdorf,adelhaidsdoɐf
flickaffäre,fliːkafeʀə
abendblatt,abəndplat
adenbach,adənbax
kesselstatt,keselstat
acta,aktaː
eruditorum,eʀuːdiːtoːʀum
frankfurtschwanheim,fʁaŋkfuɐt͡ʃvanhaim
orientgesellschaft,oʀiːntɡeːselʃaft
adendorf,adəndoɐf
lütte,lytə
gräfrath,kʁefʁat
pocking,poːkiŋk
extremo,ekstʁeːmoː
ladies,laːdiːs
golm,ɡolm
tränenpalast,tʁenənpaːlast
kesseling,keseːliŋk
renchtalbahn,ʁənxtalbaːn
waldsiedlung,valtsiːtluŋk
sachsenhausen,zaksənhauhsən
moldauhafen,moldauhhaːfən
hainleite,hainlaitə
adelschlag,adelʃlak
sude,zudə
spirkelbach,ʃpiɐkelbax
adldorf,adldoɐf
adlergestell,atleɐɡestel
hagelberg,haːɡelbeɐk
barnacken,baɐnaːkən
henningerturm,hənniŋeɐtuɐm
burghaslach,buɐkhaslax
landesbank,landesbaŋk
ahrensfelde,aːʀənsfeldə
adoption,adopt͡sion
morlautern,moɐlauhteɐn
kraiburg,kʁaiebuɐk
aplerbeck,apleɐbek
höllentalbahn,høləntalbaːn
tölz,tølt͡s
vermögensberatung,feɐmøːɡənsbeːʀaːtuŋk
landesregierung,landesʁeːɡiːʀuŋk
wurmberg,vuɐmbeɐk
rexroth,ʁeksʁot
unicorns,uːniːkoɐns
admiralspalast,atmiːʀalspaːlast
waldkraiburg,valdkʁaiebuɐk
maxsain,makssain
volkszeitung,folkst͡saietuŋk
erbeskopf,eɐbeskop͡f
ahrensdorf,aːʀənsdoɐf
lautenthal,lauhtəntal
longkamp,loŋkkamp
gesundbrunnen,ɡeːsundpʁunən
terrorzelle,teɐʁoɐt͡selə
standenbühl,ʃtandənbyːl
vorarlbergbahn,foːʀaɐlbeɐkbaːn
festool,festoːl
hüls,hyls
leimbach,laimbax
funtensee,funtənseə
schmidthachenbach,ʃmithaːxənbax
molzhain,molt͡shain
penny,pənny
oberelsbach,obeːʀelsbax
bobenthal,boːbəntal
lucka,luːkaː
untersberg,unteɐsbeɐk
maschsee,maʃseə
nahe,naːə
breunigweiler,pʁoyhnikvailɐ
landesparlament,landespaɐlaːmənt
eulenbis,oyhlənbis
monbijoupark,monbiːjouːpaɐk
lüchow,lyːxov
alexanderplatzdemonstration,aleksandeɐplat͡sdeːmonstʁaːt͡sion
porschemuseum,poɐʃeːmuːsoym
opladen,oplaːdən
bahlsen,baːlsən
kanonenbahn,kaːnoːnənbaːn
alter,altɐ
oldenburger,oldənbuɐɡɐ
city,kity
kaiserpreis,kaieseɐpʁais
semikron,zeːmikʁon
vegesack,feːɡesak
hallbergmoos,halbeɐkmoːs
seebek,zeːbek
pankow,paŋkov
katholische,katoːliʃə
eichstättingolstadt,aikstetiŋolstat
hambühren,hambyːʀən
tellig,telik
roburwerke,ʁoːbuɐveɐkə
buddenbrookhaus,butdənpʁoːkhaus
meyenburg,maiənbuɐk
biggesee,bikɡeːseə
neuzelle,noyht͡selə
neuhardenberg,noyhhaɐdənbeɐk
brandenburgischafrikanische,pʁandənbuɐɡiːʃafʁiːkaːniʃə
compagnie,kompakniə
ailertchen,aieleɐtxən
lilienstein,liːliːnstain
liebenscheid,liːbənʃait
mammut,mamut
armsheim,aɐmshaim
doberlugkirchhain,doːbeɐlukkiɐxhain
murgtalbahn,muɐktalbaːn
rettert,ʁeteɐt
sengwarden,zənkvaɐdən
bischofrode,biːʃofʁodə
spandauer,ʃpandauɐ
vorstadt,foɐstat
trilux,tʁiːluks
porcia,poɐkiaː
kopenhagener,koːpənhaːɡənɐ
enspel,ənspel
hohe,hoːə
wernersberg,veɐneɐsbeɐk
robertschumannhochschule,ʁoːbeɐt͡ʃuːmanhoksxulə
dambach,dambax
überlingen,yːbeɐliŋən
rennweg,ʁənnvek
übereisenbach,yːbeːʀaiesənbax
waldthurn,valthuɐn
federalmogul,feːdeʀalmoːɡul
hoppenrade,hopənʁadə
kaltennordheim,kaltənnoɐtaim
freundschaft,fʁoynt͡ʃaft
schmalenberg,ʃmaːlənbeɐk
überherrn,yːbeɐheɐʁn
gräfenhainichen,kʁefənhaiənixən
akaflieg,akafliːk
aken,akən
achern,axeɐn
ortenau,oɐteːnauh
wintrich,vintʁix
feuerbach,foyeɐbax
herrenalb,heɐʁeːnalp
benediktinerabtei,beːnediktiəneːʀaptaie
laach,laːx
alterkülz,alteɐkylt͡s
abtswind,abtsvint
ürzig,yɐt͡sik
parkstein,paɐkstain
rinnthal,ʁintal
abtweiler,abtvailɐ
berschweiler,beɐʃvailɐ
fischbach,fiʃbax
hoppegarten,hopeːɡaɐtən
treptowers,tʁeptoːveɐs
kugelbake,kuːɡelbakə
gartz,ɡaɐt͡s
leuterod,loyhteːʀot
opekta,opektaː
bruchweiler,pʁuxvailɐ
drahnsdorf,tʁaːnsdoɐf
ückeritz,yːkeːʀit͡s
üdersdorf,yːdeɐsdoɐf
georgsorden,ɡeoɐksoɐdən
ensdorf,ənsdoɐf
siedlung,ziːtluŋk
schillerpark,ʃileɐpaɐk
wertheimkonzern,veɐtaimkont͡seɐn
henau,heːnauh
piesport,piːspoɐt
wilhelminischer,vilhelmiːniʃɐ
freienwalde,fʁaiənvaldə
joachimsthal,joaːximstal
brüssow,pʁysov
altheim,altaim
rövershagen,ʁøːfeɐshaːɡən
eulgem,oylɡem
schauren,ʃauhʀən
cismar,kismaɐ
mengeringhausen,mənɡeːʀiŋkhauhsən
glückstadt,klykstat
harpstedt,haɐpstet
oberwambach,obeɐvambax
altewiek,alteːviːk
kirschweiler,kiɐʃvailɐ
cup,kup
prinzregententheater,pʁint͡sʁeːɡəntənteatɐ
teldec,teldek
altkünkendorf,altkyŋkəndoɐf
maquet,makvet
stamsried,ʃtamsʁiːt
hutschenreuther,huːt͡ʃənʁoytɐ
althüttendorf,altytəndoɐf
ehrenfeld,eːʀənfelt
derendorf,deːʀəndoɐf
thalkirchenobersendlingforstenriedfürstenriedsolln,talkiɐxeːnoːbeɐsəntliŋkfoɐstənʁiːtfyɐstənʁiːtsoln
altleiningen,altlaiəniŋən
hochscheid,hoksxait
gusenburg,ɡuːsənbuɐk
motor,moːtoɐ
presse,pʁesə
beratzhausen,beːʀat͡shauhsən
amstetten,amstetən
altlandsberg,altlandsbeɐk
schenkenberg,ʃənkənbeɐk
metabo,meːtaːboː
altlay,altlai
amazonenwerke,amaːt͡soːnənveɐkə
schortens,ʃoɐtəns
ralingen,ʁaːliŋən
althoff,altof
hotels,hoːtels
althornbach,altoɐnbax
ruppertsweiler,ʁupeɐtsvailɐ
knittelsheim,knitelshaim
sonnenallee,zoneːnaleə
grötzingen,kʁøːt͡siŋən
wettlingen,vetliŋən
aegidienberg,aeːɡiːdiːnbeɐk
aegidienkirche,aeːɡiːdiːŋkiɐxə
altmark,altmaɐk
altmannstein,altmanstain
gerswalde,ɡeɐsvaldə
bebenhausen,beːbənhauhsən
frankfurtdornbusch,fʁaŋkfuɐtdoɐnbuʃ
dreisesselberg,tʁaieseselbeɐk
handelsregister,handelsʁeːɡistɐ
alstom,alstom
transport,tʁanspoɐt
ohlstadt,oːlstat
leonceundlenapreis,leonkoyntleːnapʁais
almabtrieb,almabtʁiːp
afferde,afeɐdə
derenburg,deːʀənbuɐk
preussag,pʁoysak
gramzow,kʁamt͡sov
dehomag,deːhoːmak
your,youɐ
head,heat
altdöbern,altdøːbeɐn
beetzsee,beːt͡sseə
tucheband,tuːxeːbant
schloßbrücke,ʃlospʁykə
lippischente,lipiːʃəntə
aeronauticum,aeːʀoːnauhtiekum
altrich,altʁix
golßener,ɡolsənɐ
schenkenländchen,ʃənkənlentxən
demen,deːmən
affler,aflɐ
altomünster,altoːmynstɐ
tigers,tieɡeɐs
affeln,afeln
altscheid,alt͡ʃait
musikproduktion,muːsikpʁoːdukt͡sion
höflich,høflix
lindow,lindov
nordzucker,noɐt͡sukɐ
nürnberger,nyɐnbeɐɡɐ
versicherung,feɐsiːxeːʀuŋk
ruppin,ʁupin
olympiapark,olympiaːpaɐk
altstadt,altstat
philippsheim,fiːlipshaim
niemegk,niːmeɡk
unterspreewald,unteɐspʁeːvalt
wachsenburg,vaksənbuɐk
rhinow,ʁhiːnov
scharmützelsee,ʃaɐmyːt͡selseə
schlaubetal,ʃlauhbeːtal
lauda,lauhdaː
miss,mis
knöringen,knøːʀiŋən
niederbrombach,niːdeɐpʁombax
oberschwaben,obeɐʃvaːbən
preußenstadion,pʁoysənstaːdion
spandau,ʃpandauh
erzgebirgsstadion,eɐt͡sɡeːbiɐɡstaːdion
altwarp,altvaɐp
wusterwitz,vusteɐvit͡s
regierungsbezirk,ʁeːɡiːʀuŋsbeːt͡siɐk
weserems,veːseʀems
temnitz,temnit͡s
ampfing,amp͡fiŋk
kulturforum,kultuɐfoːʀum
amtsbezeichnung,amtsbeːt͡saixnuŋk
arvato,aɐfaːtoː
hansalloyd,hansaloyt
altstrimmig,altstʁimik
walsheim,valshaim
synagoge,synaːɡoɡə
altenbamberg,altənbambeɐk
afrikahaus,afʁiːkaːhaus
velodrom,feːlotʁom
ockenheim,okənhaim
altweidelbach,altvaiedelbax
garten,ɡaɐtən
evobus,efoːbus
fensdorf,fənsdoɐf
altenberg,altənbeɐk
bockenau,boːkeːnauh
united,uːniːtet
internet,inteɐnet
lobberich,lopbeːʀix
südwestdeutsches,zytvestdoyht͡ʃes
stufenland,ʃtuːfənlant
innenstadt,inənstat
dümmersee,dymeɐseə
alteglofsheim,alteklofshaim
uerdingen,ueɐdiŋən
süddeutscher,zytdoyt͡ʃɐ
rundfunk,ʁuntfuŋk
altwürttemberg,altvyɐtembeɐk
rodenkirchen,ʁoːdənkiɐxən
frankfurtaltstadt,fʁaŋkfuɐtaltstat
fridericianum,fʁiːdeːʀiːkiaːnum
rote,ʁotə
insel,insel
passat,pasat
caputh,kaːput
bodden,botdən
schönbuch,ʃønbux
koblenzlandau,koplənt͡slandauh
rosenau,ʁoːseːnauh
hindenburgdamm,hindənbuɐkdam
ubootbunker,uːboːtbuŋkɐ
dolmar,dolmaɐ
demag,deːmak
silz,zilt͡s
mittelrhein,mitelʁhain
jugendbewegung,juːɡəntbeːveɡuŋk
hamburgmarathon,hambuɐkmaːʀaton
aninstitut,aninstietut
frankfurtgallus,fʁaŋkfuɐtɡalus
simson,zimson
rheinhernekanal,ʁhainheɐneːkaːnal
alfeld,alfelt
tiefurt,tiefuɐt
aggro,aɡkʁoː
bauknecht,bauknext
jüterbog,jyːteɐbok
altenfeld,altənfelt
bundeskartellamt,bundeskaɐtelamt
spittelmarkt,ʃpitelmaɐkt
rheinischer,ʁhaiəniʃɐ
hengsteysee,hənɡstaiseə
schenkenschanz,ʃənkənʃant͡s
altengottern,altənɡoteɐn
aschersleben,aʃeɐsleːbən
nordbairisch,noɐtbaieʀiʃ
gutsbezirk,ɡutsbeːt͡siɐk
fallersleben,faleɐsleːbən
handballbund,hantbalbunt
müggelberge,mykɡelbeɐɡə
museumszentrum,muːsoymst͡səntʁum
berlindahlem,beɐlindaːlem
lennep,lənnep
mützenich,myːt͡seːnix
gap,ɡap
deutsches,doyht͡ʃes
schauspielhaus,ʃauspiːlhaus
mellensee,melənseə
alaholfinger,alaːholfiŋɐ
alsleben,alsleːbən
eisbären,aisbeʀən
kissingen,kisiŋən
eisfeld,aisfelt
ahlhorn,aːlhoɐn
sandwerder,zantveɐdɐ
brunn,pʁun
teisnach,taisnax
reichertshausen,ʁaiexeɐtshauhsən
ruhmannsfelden,ʁuːmansfeldən
altenthann,altəntan
regen,ʁeːɡən
reichenhall,ʁaiexənhal
bundespräsidialamt,bundespʁesiːdiaːlamt
schmalkalden,ʃmalkaldən
neutraubling,noytʁaupliŋk
weener,veːnɐ
gerresheim,ɡeɐʁeshaim
ahlsdorf,aːlsdoɐf
ahlten,aːltən
saarschleife,zaːɐʃlaifə
allstedt,alstet
cityhochhaus,kityhoxhaus
reichswehrministerium,ʁaiksveːɐmiːnisteːʀium
amigo,amiːɡoː
barbing,baɐbiŋk
ahrenshoop,aːʀənshoːp
ahrensfelder,aːʀənsfeldɐ
brennberg,pʁənnbeɐk
ratzeburg,ʁaːt͡seːbuɐk
hohenwart,hoːhənvaɐt
wursten,vuɐstən
stecknitzkanal,ʃteknit͡skaːnal
synovate,synoːfatə
mehringplatz,meːʀiŋplat͡s
frauenau,fʁaueːnauh
tegernheim,teːɡeɐnhaim
epcos,epkos
bernhardswald,beɐnhaɐdsvalt
ammeldingen,ameldiŋən
our,ouɐ
pfakofen,p͡faːkoːfən
reichertshofen,ʁaiexeɐtshoːfən
ahrgebirge,aːɐɡeːbiɐɡə
grimmepreis,kʁimepʁais
pielenhofen,piːlənhoːfən
straßberg,ʃtʁasbeɐk
clausthalzellerfeld,klaustalt͡seleɐfelt
ahrweiler,aːɐvailɐ
greetsiel,kʁeːtsiːl
brückenau,pʁyːkeːnauh
annaburg,anaːbuɐk
lützen,lyːt͡sən
wörishofen,vøːʀishoːfən
sünching,zynxiŋk
ahrensbök,aːʀənsbøk
erbendorf,eɐbəndoɐf
peenemünde,peːneːmyndə
berngau,beɐŋauh
ahr,aːɐ
bleicherode,plaiexeːʀodə
kallmünz,kalmynt͡s
rudolstadt,ʁuːdolstat
ammerthal,ameɐtal
eutin,oyhtin
grevesmühlen,kʁeːfesmyːlən
evonik,efoːnik
industries,industʁiːs
schierling,ʃiːɐliŋk
titting,titiŋk
wolfegg,volfeɡk
mantel,mantel
laboe,laːboə
hemau,heːmauh
sondershausen,zondeɐshauhsən
ammersbek,ameɐsbek
bischofsmais,biːʃofsmais
arendsee,aʀəntseə
feldberg,feltbeɐk
apolda,apoldaː
gau,ɡauh
raumbach,ʁaumbax
bayerisch,baieːʀiʃ
eisenstein,aiesənstain
aufhausen,aufhauhsən
sinzing,zint͡siŋk
lauterhofen,lauhteɐhoːfən
lappersdorf,lapeɐsdoɐf
hagelstadt,haːɡelstat
tiefenbach,tiefənbax
mötzing,møːt͡siŋk
regenstauf,ʁeːɡənstauf
schwandorf,ʃvandoɐf
schrobenhausen,ʃʁoːbənhauhsən
horgenzell,hoɐɡənt͡sel
pettendorf,petəndoɐf
rotthalmünster,ʁothalmynstɐ
velburg,felbuɐk
pfatter,p͡fatɐ
hubertusburg,huːbeɐtusbuɐk
wenzenbach,vənt͡sənbax
wolfsegg,volfseɡk
untergriesbach,unteɐkʁiːsbax
neuried,noyhʀiːt
hintertiefenbach,hinteɐtiefənbax
obertraubling,obeɐtʁaupliŋk
thalmassing,talmasiŋk
riekofen,ʁiːkoːfən
hellweg,helvek
mintraching,mintʁaːxiŋk
geretsried,ɡeːʀetsʁiːt
tittling,titliŋk
köfering,køːfeːʀiŋk
nittendorf,nitəndoɐf
wiesent,viːsənt
wolnzach,volnt͡sax
andervenne,andeɐfənnə
senftenberg,zənftənbeɐk
haar,haːɐ
antikensammlung,antiekənsamluŋk
pentling,pəntliŋk
vöhringen,føːʀiŋən
gardelegen,ɡaɐdeːleɡən
gräfelfing,kʁefelfiŋk
oberhaching,obeɐhaːxiŋk
scheinfeld,ʃainfelt
waldstadion,valdstaːdion
kaiserlinde,kaieseɐlində
wattenscheid,vatənʃait
egeln,eɡeln
renchen,ʁənxən
ellrich,elʁix
kemberg,kembeɐk
nabburg,napbuɐk
norden,noɐdən
haßfurt,hasfuɐt
wörlitz,vøɐlit͡s
lauscha,lauhʃaː
rügen,ʁyːɡən
kaltenkirchen,kaltənkiɐxən
werben,veɐbən
dürrenberg,dyɐʁənbeɐk
schleusingen,ʃloyhsiŋən
teuchern,toyhxeɐn
schalkau,ʃalkauh
ummerstadt,umeɐstat
harlingerland,haɐliŋeɐlant
pasewalk,paːseːvalk
wiehe,viːə
meuselwitz,moyhselvit͡s
untermerzbach,unteɐmeɐt͡sbax
westerstede,vesteɐstedə
themar,teːmaɐ
wesselburen,veselbuːʀən
zenn,t͡sənn
bornholmer,boɐnholmɐ
tillig,tilik
kuppenheim,kupənhaim
mindelheim,mindelhaim
budenbach,buːdənbax
kelheim,kelhaim
römhild,ʁømhilt
emmendingen,eməndiŋən
könnern,køneɐn
guben,ɡuːbən
geesthacht,ɡeːstaxt
gundelfingen,ɡundelfiŋən
xella,kselaː
segeberg,zeːɡebeɐk
dillingen,diliŋən
hallenhaus,halənhaus
planten,plantən
un,un
blomen,ploːmən
taschendorf,taːʃəndoɐf
hechingen,heːxiŋən
varel,faːʀel
bahlingen,baːliŋən
rammingen,ʁamiŋən
niederhosenbach,niːdeɐhoːsənbax
gebenbach,ɡeːbənbax
sassnitz,zasnit͡s
neubeuern,noyhboyeɐn
oberthulba,obeɐtulbaː
herrenhof,heɐʁənhof
niederalteich,niːdeːʀaltaix
hohenkirchen,hoːhənkiɐxən
dannenberg,danənbeɐk
winzer,vint͡sɐ
hohenburg,hoːhənbuɐk
bützow,byːt͡sov
bretten,pʁetən
elze,elt͡sə
berkoth,beɐkot
haselünne,haːseːlynə
alfredwegenerinstitut,alfʁetveːɡəneːʀinstietut
buchau,buːxauh
dassow,dasov
roosters,ʁoːsteɐs
gilching,ɡilxiŋk
gnoien,knoiːn
orla,oɐlaː
tittmoning,titmoːniŋk
kyritz,kyʁit͡s
dömitz,døːmit͡s
marlow,maɐlov
grabow,kʁaːbov
calbe,kalbə
schwaan,ʃvaːn
emskirchen,emskiɐxən
dickesbach,diːkesbax
perleberg,peɐleːbeɐk
gützkow,ɡyt͡skov
rerik,ʁeːʀik
türkheim,tyɐkhaim
buckow,buːkov
mölln,møln
prenzlau,pʁənt͡slauh
lübtheen,lybteːn
meldorf,meldoɐf
templin,templin
gerolzhofen,ɡeːʀolt͡shoːfən
helmenzen,helmənt͡sən
tangermünde,taŋeɐmyndə
rheinsberg,ʁhainsbeɐk
dessighofen,desikhoːfən
vindobona,findoːbonaː
plön,pløn
weißenhorn,vaisənhoɐn
obernzenn,obeɐnt͡sənn
hinte,hintə
seegebiet,zeːɡeːbiːt
mansfelder,mansfeldɐ
imsweiler,imsvailɐ
wildflecken,vildfleːkən
weigendorf,vaieɡəndoɐf
flußbach,flusbax
rivenich,ʁiːfeːnix
kösching,køːʃiŋk
reitwein,ʁaitvain
ipsheim,ipshaim
illesheim,ileshaim
gottenheim,ɡotənhaim
reichspostministerium,ʁaikspostmiːnisteːʀium
haslach,haslax
kinzigtal,kint͡siktal
spaichingen,ʃpaiexiŋən
simmelsdorf,zimelsdoɐf
karlskron,kaɐlskʁon
baudenbach,bauhdənbax
ippesheim,ipeshaim
mellrichstadt,melʁikstat
beerfelden,beːɐfeldən
tengen,tənɡən
uehlfeld,ueːlfelt
friedrichroda,fʁiːtʁixʁoːdaː
aulendorf,auhləndoɐf
oberscheinfeld,obeɐʃainfelt
rastenberg,ʁastənbeɐk
heiligengrabe,haieliçənkʁabə
wildeshausen,vildeshauhsən
heinzelmännchen,haint͡selmenxən
tännesberg,tenesbeɐk
karlshuld,kaɐlshult
gernsbach,ɡeɐnsbax
fallingbostel,faliŋkbostel
pilsach,pilsax
arenshausen,aʀənshauhsən
kleinen,klaiənən
bürgel,byɐɡel
friedrichskoog,fʁiːtʁikskoːk
waldkirch,valtkiɐx
berne,beɐnə
sobernheim,zoːbeɐnhaim
walsrode,valsʁodə
stadtroda,ʃtatʁoːdaː
truderingriem,tʁuːdeːʀiŋkʁiːm
gengenbach,ɡənɡənbax
raubling,ʁaupliŋk
kirchworbis,kiɐxvoɐbis
bornhagen,boɐnhaːɡən
bühl,byːl
suurhusen,zuuɐhuːsən
hambrücken,hampʁyːkən
immendingen,iməndiŋən
edelsfeld,edelsfelt
teckberg,tekbeɐk
stegen,ʃteːɡən
warschauer,vaɐʃauɐ
lensahn,lənsaːn
berzhahn,beɐt͡shaːn
trossingen,tʁosiŋən
angerdorf,aŋeɐdoɐf
reinsfeld,ʁainsfelt
riesweiler,ʁiːsvailɐ
harzquerbahn,haɐt͡skveɐbaːn
ubstadtweiher,ubstatvaihɐ
iller,ilɐ
brake,pʁakə
lottstetten,lotstetən
rennertshofen,ʁənneɐtshoːfən
sengenthal,zənɡəntal
mainstockheim,mainstokhaim
idstedtlöwe,idstetløvə
schnaittach,ʃnaitax
vilsbiburg,filsbiːbuɐk
steinach,ʃtaiənax
elgersburg,elɡeɐsbuɐk
thomm,tom
rutesheim,ʁuːteshaim
kremitzaue,kʁeːmiːt͡sauə
fichtwald,fixtvalt
herzfeld,heɐt͡sfelt
