andrzej,andʐɛj
augustynowska,avɡustɨnɔfska
gasiukpihowicz,ɡaɕukpixɔvit͡ʂ
piaskowska,pjaskɔfska
hennigkloska,xɛnɲikklɔska
lieder,ljɛdɛr
łapiński,wapiɲskʲi
golbik,ɡɔlbik
szymanowskalenartowicz,ʂɨmanɔfskalɛnartɔvit͡ʂ
stankiewicz,stankʲɛvit͡ʂ
pudłowski,pudwɔfskʲi
ogarekczoj,ɔɡarɛkt͡ʂɔj
suchoń,suxɔɲ
misiło,miɕiwɔ
scheuringwielgus,sxɛvrinɡvjɛlɡus
szramka,ʂramka
ścigaj,ɕt͡ɕiɡaj
rzepecki,ʐɛpɛt͡skʲi
sachajko,saxajkɔ
stonoga,stɔnɔɡa
kornelia,kɔrnɛlja
zembaczyński,zɛmbat͡ʂɨɲskʲi
woźniacka,vɔʑɲat͡ska
długi,dwuɡʲi
całka,t͡sawka
remigiusz,rɛmiɡʲifʂ
obajtek,ɔbajtɛk
oświeciński,ɔɕfjɛt͡ɕiɲskʲi
ostaszewski,ɔstaʂɛfskʲi
gradkowski,ɡratkɔfskʲi
zborowska,zbɔrɔfska
dzieduszycki,d͡ʑɛduʂɨt͡skʲi
ciupa,t͡ɕupa
andryszak,andrɨʂak
surma,surma
kijowski,kʲijɔfskʲi
emilewicz,ɛmilɛvit͡ʂ
szpetmański,ʂpɛtmaɲskʲi
ciapała,t͡ɕapawa
krompiec,krɔmpjɛt͡s
celt,t͡sɛlt
chwalińska,xfaliɲska
styszyński,stɨʂɨɲskʲi
buko,bukɔ
kopeć,kɔpɛt͡ɕ
rozkrut,rɔskrut
terpińska,tɛrpiɲska
zawiałow,zavjawɔf
czerwijowska,t͡ʂɛrvijɔfska
opozda,ɔpɔzda
kryszczyńska,krɨʂt͡ʂɨɲska
orliński,ɔrliɲskʲi
domańska,dɔmaɲska
suszyńska,suʂɨɲska
jankowska,jankɔfska
terpiłowska,tɛrpiwɔfska
stormowska,stɔrmɔfska
adamska,adamska
czerczuk,t͡ʂɛrt͡ʂuk
gałuszewska,ɡawuʂɛfska
kalska,kalska
grudzińska,ɡrud͡ʑiɲska
krefft,krɛfft
inglot,inɡlɔt
manowska,manɔfska
krzan,kʂan
knoch,knɔx
lukasz,lukaʂ
kuczynski,kut͡ʂɨnskʲi
konieczek,kɔɲɛt͡ʂɛk
flagagieruszyńska,flaɡaɡʲɛruʂɨɲska
sosna,sɔsna
diane,djanɛ
sellier,sɛlljɛr
kaleta,kalɛta
lipińska,lipiɲska
zambrzycka,zambʐɨt͡ska
lutosławska,lutɔswafska
kawulski,kavulskʲi
teoniki,tɛɔɲikʲi
rożynek,rɔʐɨnɛk
elsner,ɛlsnɛr
dylewski,dɨlɛfskʲi
białowąs,bjawɔvɔ̃s
adriana,adrjana
achcińska,axt͡ɕiɲska
kowal,kɔval
czuba,t͡ʂuba
margot,marɡɔt
brunon,brunɔn
bryliński,brɨliɲskʲi
górska,ɡurska
pietras,pjɛtras
witusikperkowska,vituɕikpɛrkɔfska
niewiński,ɲɛviɲskʲi
jann,jann
owińska,ɔviɲska
puszczykowo,puʂt͡ʂɨkɔvɔ
polskorosyjskie,pɔlskɔrɔsɨjskʲɛ
żarów,ʐaruf
grójec,ɡrujɛt͡s
żórawina,ʐuravina
hajnówka,xajnufka
polskowęgierskie,pɔlskɔvɛŋɡʲɛrskʲɛ
fabryka,fabrɨka
emalia,ɛmalja
oskara,ɔskara
schindlera,sxindlɛra
długopolezdrój,dwuɡɔpɔlɛzdruj
poddębice,pɔddɛmbit͡sɛ
wypadek,vɨpadɛk
kolejowy,kɔlɛjɔvɨ
zdany,zdanɨ
iłowa,iwɔva
arkady,arkadɨ
kubickiego,kubit͡skʲɛɡɔ
wągrowiec,vɔŋɡrɔvjɛt͡s
siedliszcze,ɕɛdliʂt͡ʂɛ
energa,ɛnɛrɡa
zelów,zɛluf
łuski,wuskʲi
połczynzdrój,pɔwt͡ʂɨnzdruj
wschowa,fsxɔva
mońki,mɔɲkʲi
mszana,mʂana
legionowo,lɛɡʲjɔnɔvɔ
granice,ɡraɲit͡sɛ
rytro,rɨtrɔ
premierzy,prɛmjɛʐɨ
starachowice,staraxɔvit͡sɛ
bardo,bardɔ
komorniki,kɔmɔrɲikʲi
wojcieszów,vɔjt͡ɕɛʂuf
kcynia,kt͡sɨɲa
białobrzegi,bjawɔbʐɛɡʲi
kąty,kɔntɨ
biedronka,bjɛdrɔnka
bieżuń,bjɛʐuɲ
gniewino,ɡɲɛvinɔ
boboszów,bɔbɔʂuf
tymbark,tɨmbark
międzylesie,mjɛnd͡zɨlɛɕɛ
miss,miss
zwierzyniec,zvjɛʐɨɲɛt͡s
krzyżtopór,kʂɨʂtɔpur
suchedniów,suxɛdɲuf
kolegium,kɔlɛɡʲivm
europejskie,ɛvrɔpɛjskʲɛ
zagłębia,zaɡwɛmbja
łososina,wɔsɔɕina
orkiestra,ɔrkʲɛstra
symfoniczna,sɨmfɔɲit͡ʂna
filharmonii,filxarmɔɲji
narodowej,narɔdɔvɛj
szczeciński,ʂt͡ʂɛt͡ɕiɲskʲi
kultura,kultura
prężynka,prɛ̃ʐɨnka
domaszków,dɔmaʂkuf
medyka,mɛdɨka
niepruszewo,ɲɛpruʂɛvɔ
konina,kɔɲina
polskolitewska,pɔlskɔlitɛfska
listy,listɨ
przebojów,pʂɛbɔjuf
lanckorona,lant͡skɔrɔna
tyniec,tɨɲɛt͡s
przeźmierowo,pʂɛʑmjɛrɔvɔ
polskobiałoruska,pɔlskɔbjawɔruska
pełkinie,pɛwkʲiɲɛ
polskoukraińska,pɔlskɔfkrajɲska
wylatowo,vɨlatɔvɔ
antoniówka,antɔɲufka
kozłówka,kɔzwufka
baranowo,baranɔvɔ
brodnia,brɔdɲa
górna,ɡurna
chojnata,xɔjnata
sułoszowa,suwɔʂɔva
emilcin,ɛmilt͡ɕin
domasław,dɔmaswaf
grudza,ɡrud͡za
ogrodniczki,ɔɡrɔdɲit͡ʂkʲi
bobrówka,bɔbrufka
koninki,kɔɲinkʲi
kośmin,kɔɕmin
małuszów,mawuʂuf
potrzanowo,pɔtʂanɔvɔ
wikidot,vikʲidɔt
sędziejowice,sɛnd͡ʑɛjɔvit͡sɛ
więckowice,vjɛnt͡skɔvit͡sɛ
turbacz,turbat͡ʂ
wysocko,vɨsɔt͡skɔ
żernica,ʐɛrɲit͡sa
zborowo,zbɔrɔvɔ
świebodów,ɕfjɛbɔduf
fundacja,fundat͡sja
nautilus,naftilus
strzeżenice,stʂɛʐɛɲit͡sɛ
wartogłowiec,vartɔɡwɔvjɛt͡s
ambasada,ambasada
hiszpanii,xiʂpaɲji
polsce,pɔlst͡sɛ
lewiatan,lɛvjatan
porębianka,pɔrɛmbjanka
spraw,spraf
międzynarodowych,mjɛnd͡zɨnarɔdɔvɨx
towarzystwo,tɔvaʐɨstfɔ
chemiczne,xɛmit͡ʂnɛ
polskoszwedzka,pɔlskɔʂfɛd͡ska
polskoniemiecka,pɔlskɔɲɛmjɛt͡ska
małopolskie,mawɔpɔlskʲɛ
obrony,ɔbrɔnɨ
demokracji,dɛmɔkrat͡sji
teren,tɛrɛn
skansenu,skansɛnu
huragan,xuraɡan
zabytki,zabɨtkʲi
sosnowcu,sɔsnɔft͡su
bielskobiala,bjɛlskɔbjala
miejski,mjɛjskʲi
usedom,usɛdɔm
island,islant
wylenzek,vɨlɛnzɛk
musiol,muɕɔl
alana,alana
beard,bɛart
prusinkiewicz,pruɕinkʲɛvit͡ʂ
możdżonek,mɔʐd͡ʐɔnɛk
jeliński,jɛliɲskʲi
smalcerz,smalt͡sɛʂ
kiełpikowski,kʲɛwpikɔfskʲi
sobczak,sɔpt͡ʂak
rodzewicz,rɔd͡zɛvit͡ʂ
anczok,ant͡ʂɔk
suzanna,suzanna
nathusius,natxuɕus
kawęcki,kavɛnt͡skʲi
piter,pitɛr
korol,kɔrɔl
maida,majda
krzesiński,kʂɛɕiɲskʲi
wolnicka,vɔlɲit͡ska
sandurski,sandurskʲi
siess,ɕɛss
sypniewski,sɨpɲɛfskʲi
felisiak,fɛliɕak
wiercioch,vjɛrt͡ɕɔx
schulzevler,sxulzɛvlɛr
wilk,vilk
kucharski,kuxarskʲi
jaszka,jaʂka
bartnik,bartɲik
siódmiak,ɕudmjak
kocot,kɔt͡sɔt
tomczak,tɔmt͡ʂak
wacha,vaxa
golik,ɡɔlik
lijewski,lijɛfskʲi
zarenkiewicz,zarɛnkʲɛvit͡ʂ
baraszkiewicz,baraʂkʲɛvit͡ʂ
brzeziński,bʐɛʑiɲskʲi
galiński,ɡaliɲskʲi
jurasik,juraɕik
gut,ɡut
bartman,bartman
messner,mɛssnɛr
smoliga,smɔliɡa
petrich,pɛtrix
karwowski,karvɔfskʲi
dopierała,dɔpjɛrawa
seroczyński,sɛrɔt͡ʂɨɲskʲi
sokołowskakulesza,sɔkɔwɔfskakulɛʂa
łbik,wbik
jurecki,jurɛt͡skʲi
katus,katus
sebastián,sɛbastján
setti,sɛtti
jaśkowski,jaɕkɔfskʲi
sinkiewicz,ɕinkʲɛvit͡ʂ
ogaza,ɔɡaza
tłuczyński,twut͡ʂɨɲskʲi
sycz,sɨt͡ʂ
majchrowski,majxrɔfskʲi
licznerski,lit͡ʂnɛrskʲi
stępień,stɛmpjɛɲ
israel,israɛl
zielinski,ʑɛlinskʲi
wleklak,vlɛklak
kłak,kwak
młotfijałkowski,mwɔtfijawkɔfskʲi
onyszko,ɔnɨʂkɔ
lang,lank
dembończyk,dɛmbɔɲt͡ʂɨk
moreń,mɔrɛɲ
szkudlarczyk,ʂkudlart͡ʂɨk
iwaniec,ivaɲɛt͡s
drogosz,drɔɡɔʂ
bendig,bɛndik
ormanowski,ɔrmanɔfskʲi
gęsior,ɡɛ̃ɕɔr
szubert,ʂubɛrt
mielcarski,mjɛlt͡sarskʲi
skrzypczak,skʂɨpt͡ʂak
chronowski,xrɔnɔfskʲi
syprzak,sɨpʂak
barburski,barburskʲi
rzeźniczak,ʐɛʑɲit͡ʂak
nikolai,ɲikɔlai
toporstanley,tɔpɔrstanlɛj
podlas,pɔdlas
dunecki,dunɛt͡skʲi
szeja,ʂɛja
stanislaus,staɲislafs
kobierski,kɔbjɛrskʲi
szemuel,ʂɛmuɛl
noach,nɔax
eisenstadt,ɛjsɛnstatt
wojtkowska,vɔjtkɔfska
czerniak,t͡ʂɛrɲak
curtis,t͡surtis
tomasevicz,tɔmasɛvit͡ʂ
markiewicz,markʲɛvit͡ʂ
lesław,lɛswaf
ćmikiewicz,t͡ɕmikʲɛvit͡ʂ
piszcz,piʂt͡ʂ
andrzejuk,andʐɛjuk
mateusiak,matɛfɕak
miarczyński,mjart͡ʂɨɲskʲi
trębicki,trɛmbit͡skʲi
wołczaniecki,vɔwt͡ʂaɲɛt͡skʲi
peliwo,pɛlivɔ
zwoliński,zvɔliɲskʲi
wysoczańska,vɨsɔt͡ʂaɲska
erich,ɛrix
bierła,bjɛrwa
rudkowski,rutkɔfskʲi
torben,tɔrbɛn
piechnik,pjɛxɲik
strzelecki,stʂɛlɛt͡skʲi
pińkowski,piɲkɔfskʲi
nielaba,ɲɛlaba
butkiewicz,butkʲɛvit͡ʂ
pawlas,pavlas
ruciak,rut͡ɕak
ignaczak,iɡnat͡ʂak
skrudlik,skrudlik
jabłkowski,jabwkɔfskʲi
zych,zɨx
lisewski,lisɛfskʲi
strzałka,stʂawka
zygfryd,zɨkfrɨt
szołtysik,ʂɔwtɨɕik
maszczyk,maʂt͡ʂɨk
jaworski,javɔrskʲi
jarkowski,jarkɔfskʲi
kostka,kɔstka
wasielewski,vaɕɛlɛfskʲi
kocerka,kɔt͡sɛrka
rozmiarek,rɔzmjarɛk
samo,samɔ
chalupka,xalupka
kolbowicz,kɔlbɔvit͡ʂ
rosolska,rɔsɔlska
parulski,parulskʲi
gmyrek,ɡmɨrɛk
kaczmarz,kat͡ʂmaʂ
lipski,lipskʲi
stecyk,stɛt͡sɨk
helga,xɛlɡa
haase,xaasɛ
niedźwiedzka,ɲɛd͡ʑvjɛd͡ska
świeżyński,ɕfjɛʐɨɲskʲi
zapędzki,zapɛnd͡skʲi
burton,burtɔn
kasprzyk,kaspʂɨk
waligóra,valiɡura
verey,vɛrɛj
wolf,vɔlf
koziejowski,kɔʑɛjɔfskʲi
goździak,ɡɔʑd͡ʑak
mila,mila
łybacka,wɨbat͡ska
łasicki,waɕit͡skʲi
wieszczycki,vjɛʂt͡ʂɨt͡skʲi
wawrowski,vavrɔfskʲi
woicki,vɔjt͡skʲi
rozwadowski,rɔzvadɔfskʲi
nadieżda,nadjɛʐda
zięba,ʑɛmba
jachlewski,jaxlɛfskʲi
wolha,vɔlxa
konan,kɔnan
piwko,pifkɔ
wichary,vixarɨ
kuchczyński,kuxt͡ʂɨɲskʲi
petrażycki,pɛtraʐɨt͡skʲi
jesionowska,jɛɕɔnɔfska
kielan,kʲɛlan
rogalski,rɔɡalskʲi
malak,malak
łogosz,wɔɡɔʂ
orzechowski,ɔʐɛxɔfskʲi
waryński,varɨɲskʲi
najdorf,najdɔrf
reshevsky,rɛsxɛfskɨ
cichoń,t͡ɕixɔɲ
tkaczyk,tkat͡ʂɨk
kulej,kulɛj
kosok,kɔsɔk
godel,ɡɔdɛl
mroziński,mrɔʑiɲskʲi
dołgowicz,dɔwɡɔvit͡ʂ
michalska,mixalska
barcik,bart͡ɕik
fularczykkozłowska,fulart͡ʂɨkkɔzwɔfska
łazowski,wazɔfskʲi
ptak,ptak
trzebińska,tʂɛbiɲska
głąb,ɡwɔmp
nocetiklepacka,nɔt͡sɛtiklɛpat͡ska
grzesiak,ɡʐɛɕak
dragan,draɡan
adach,adax
smerecki,smɛrɛt͡skʲi
szymczyk,ʂɨmt͡ʂɨk
jarosik,jarɔɕik
wenta,vɛnta
norbert,nɔrbɛrt
ozimek,ɔʑimɛk
dzięciołmarcinkiewicz,d͡ʑɛnt͡ɕɔwmart͡ɕinkʲɛvit͡ʂ
wnuklipiński,vnuklipiɲskʲi
strejlau,strɛjlaf
szydłowska,ʂɨdwɔfska
laskowski,laskɔfskʲi
suski,suskʲi
oda,ɔda
schottmüller,sxɔttmüllɛr
skrzecz,skʂɛt͡ʂ
woś,vɔɕ
ptaszyńska,ptaʂɨɲska
supron,suprɔn
friedrich,frjɛdrix
zabielski,zabjɛlskʲi
dobrowolski,dɔbrɔvɔlskʲi
tyranowski,tɨranɔfskʲi
siwicki,ɕivit͡skʲi
bobik,bɔbik
ślązak,ɕlɔ̃zak
kiełbasińska,kʲɛwbaɕiɲska
pati,pati
yang,jank
bebel,bɛbɛl
rybaczewski,rɨbat͡ʂɛfskʲi
walasek,valasɛk
cwalina,t͡sfalina
józewski,juzɛfskʲi
kozicki,kɔʑit͡skʲi
stańczuk,staɲt͡ʂuk
koseła,kɔsɛwa
ornoch,ɔrnɔx
gawłowski,ɡavwɔfskʲi
sadalski,sadalskʲi
dydak,dɨdak
burda,burda
handke,xantkɛ
melcer,mɛlt͡sɛr
swornowski,sfɔrnɔfskʲi
czyżowicz,t͡ʂɨʐɔvit͡ʂ
grabarczyk,ɡrabart͡ʂɨk
chrapkowski,xrapkɔfskʲi
czerwonka,t͡ʂɛrvɔnka
krenzmikołajczak,krɛnzmikɔwajt͡ʂak
bronikowski,brɔɲikɔfskʲi
romaszewski,rɔmaʂɛfskʲi
drewek,drɛvɛk
szymczak,ʂɨmt͡ʂak
przybysz,pʂɨbɨʂ
kuchta,kuxta
józefa,juzɛfa
ledwig,lɛdvik
gacek,ɡat͡sɛk
szcześniewskabryszewska,ʂt͡ʂɛɕɲɛfskabrɨʂɛfska
naja,naja
ustupski,ustupskʲi
kobyliński,kɔbɨliɲskʲi
budziński,bud͡ʑiɲskʲi
birkholz,birkxɔls
ary,arɨ
sternfeld,stɛrnfɛlt
michele,mixɛlɛ
baranowicz,baranɔvit͡ʂ
czesława,t͡ʂɛswava
kościańska,kɔɕt͡ɕaɲska
pestkowski,pɛstkɔfskʲi
skorek,skɔrɛk
kuptel,kuptɛl
kordaczuk,kɔrdat͡ʂuk
łazarski,wazarskʲi
jokiel,jɔkʲɛl
malarczyk,malart͡ʂɨk
szosland,ʂɔslant
kawecki,kavɛt͡skʲi
leliwaroycewicz,lɛlivarɔjt͡sɛvit͡ʂ
papée,papɛ́ɛ
sznajder,ʂnajdɛr
zamojski,zamɔjskʲi
pawełczak,pavɛwt͡ʂak
yerka,jɛrka
broź,brɔɕ
zub,zup
prytycki,prɨtɨt͡skʲi
renata,rɛnata
mauerróżańska,mavɛrruʐaɲska
krukowiczprzedrzymirski,krukɔvit͡ʂpʂɛdʐɨmirskʲi
kołomański,kɔwɔmaɲskʲi
staniszewski,staɲiʂɛfskʲi
stachiewicz,staxjɛvit͡ʂ
skibniewski,skʲibɲɛfskʲi
cieśla,t͡ɕɛɕla
jałocha,jawɔxa
koszarek,kɔʂarɛk
nina,ɲina
andrycz,andrɨt͡ʂ
hartman,xartman
porzecnowak,pɔʐɛt͡snɔvak
hrycaniuk,xrɨt͡saɲuk
łapeta,wapɛta
waczyński,vat͡ʂɨɲskʲi
bernatajtys,bɛrnatajtɨs
rańda,raɲda
daniela,daɲɛla
świrszczyńska,ɕfirʂt͡ʂɨɲska
izaak,izaak
grünbaum,ɡrünbavm
smelczyński,smɛlt͡ʂɨɲskʲi
czopek,t͡ʂɔpɛk
wódke,vutkɛ
jędraszko,jɛndraʂkɔ
dardan,dardan
berisha,bɛrisxa
kraska,kraska
marx,marx
ostafiński,ɔstafiɲskʲi
kałuziński,kawuʑiɲskʲi
gonsior,ɡɔnɕɔr
aaron,aarɔn
cel,t͡sɛl
bednarz,bɛdnaʂ
gronowicz,ɡrɔnɔvit͡ʂ
stellak,stɛllak
kotowicz,kɔtɔvit͡ʂ
cziura,t͡ʂivra
bek,bɛk
tomasiak,tɔmaɕak
skrzypulec,skʂɨpulɛt͡s
wasick,vaɕit͡sk
brook,brɔɔk
billings,billinks
kopczuk,kɔpt͡ʂuk
markoksiążek,markɔkɕɔ̃ʐɛk
streich,strɛjx
abisiak,abiɕak
ostromęcka,ɔstrɔmɛnt͡ska
wojczak,vɔjt͡ʂak
baumgartwitan,bavmɡartfitan
kelleskrauz,kɛllɛskravs
chmielnickażmuda,xmjɛlɲit͡skaʐmuda
franciszka,frant͡ɕiʂka
busz,buʂ
opara,ɔpara
golimowska,ɡɔlimɔfska
liberkowski,libɛrkɔfskʲi
przybylski,pʂɨbɨlskʲi
wiatr,vjatr
bijoch,bijɔx
freimut,frɛjmut
trojanowski,trɔjanɔfskʲi
hentka,xɛntka
stadniuk,stadɲuk
zachara,zaxara
dłużewska,dwuʐɛfska
książkiewicz,kɕɔ̃ʂkʲɛvit͡ʂ
szpakowski,ʂpakɔfskʲi
bosek,bɔsɛk
trenkwald,trɛnkfalt
kustroń,kustrɔɲ
broniewski,brɔɲɛfskʲi
karp,karp
rzepkowski,ʐɛpkɔfskʲi
kikolski,kʲikɔlskʲi
kapłaniak,kapwaɲak
szlaszewski,ʂlaʂɛfskʲi
kurpiewski,kurpjɛfskʲi
kobuszawojska,kɔbuʂavɔjska
wiechawanot,vjɛxavanɔt
gawlikowski,ɡavlikɔfskʲi
wyciszkiewiczzawadzka,vɨt͡ɕiʂkʲɛvit͡ʂzavad͡ska
brus,brus
szuszkiewicz,ʂuʂkʲɛvit͡ʂ
karaś,karaɕ
lubiejewski,lubjɛjɛfskʲi
zarzycki,zaʐɨt͡skʲi
tomiak,tɔmjak
alfons,alfɔns
omielan,ɔmjɛlan
dryja,drɨja
molczyk,mɔlt͡ʂɨk
jędrychowski,jɛndrɨxɔfskʲi
stachow,staxɔf
durska,durska
romać,rɔmat͡ɕ
reger,rɛɡɛr
olszowski,ɔlʂɔfskʲi
swoon,sfɔɔn
fręch,frɛnx
ferens,fɛrɛns
perłowski,pɛrwɔfskʲi
horzonekjokiel,xɔʐɔnɛkjɔkʲɛl
wrona,vrɔna
ślizowska,ɕlizɔfska
świętyersetic,ɕfjɛntjɛrsɛtit͡s
baryła,barɨwa
greszkiewicz,ɡrɛʂkʲɛvit͡ʂ
linkiewicz,linkʲɛvit͡ʂ
ogarhill,ɔɡarxill
szczerbińska,ʂt͡ʂɛrbiɲska
karbarz,karbaʂ
wilusz,viluʂ
szyba,ʂɨba
wertenstein,vɛrtɛnstɛjn
guba,ɡuba
maryna,marɨna
olszewska,ɔlʂɛfska
hołubkowalik,xɔwupkɔvalik
karnowski,karnɔfskʲi
bukowiecki,bukɔvjɛt͡skʲi
daszek,daʂɛk
kotwala,kɔtfala
kędzierski,kɛnd͡ʑɛrskʲi
kawa,kava
matylda,matɨlda
damięcka,damjɛnt͡ska
knapikmiazga,knapikmjazɡa
bednorz,bɛdnɔʂ
dziółko,d͡ʑuwkɔ
gruszecki,ɡruʂɛt͡skʲi
duszyński,duʂɨɲskʲi
haratyk,xaratɨk
kus,kus
gierak,ɡʲɛrak
jurkowskakowalska,jurkɔfskakɔvalska
biskup,biskup
dubowski,dubɔfskʲi
wojdak,vɔjdak
miecik,mjɛt͡ɕik
pikulik,pikulik
śmiłowski,ɕmiwɔfskʲi
świerczyńska,ɕfjɛrt͡ʂɨɲska
ziętarski,ʑɛntarskʲi
wilangowski,vilanɡɔfskʲi
wierzbowska,vjɛʐbɔfska
mikołajczewski,mikɔwajt͡ʂɛfskʲi
przyłębska,pʂɨwɛmpska
zillmann,ʑillmann
puławska,puwafska
rudziński,rud͡ʑiɲskʲi
prądziński,prɔnd͡ʑiɲskʲi
iskrzycka,iskʂɨt͡ska
gaworska,ɡavɔrska
huber,xubɛr
jarecka,jarɛt͡ska
zdziebło,zd͡ʑɛbwɔ
andżelika,and͡ʐɛlika
pia,pja
skrzyszowska,skʂɨʂɔfska
michałkiewicz,mixawkʲɛvit͡ʂ
dittmann,dittmann
wieliczko,vjɛlit͡ʂkɔ
bosiek,bɔɕɛk
ziomek,ʑɔmɛk
kowalczuk,kɔvalt͡ʂuk
adamkiewicz,adamkʲɛvit͡ʂ
kuczyński,kut͡ʂɨɲskʲi
hołub,xɔwup
kowaluk,kɔvaluk
hermelniemczyk,xɛrmɛlɲɛmt͡ʂɨk
zyzańska,zɨzaɲska
sułek,suwɛk
kosewicz,kɔsɛvit͡ʂ
majerski,majɛrskʲi
żurek,ʐurɛk
gacka,ɡat͡ska
ksawery,ksavɛrɨ
masiuk,maɕuk
auschwitzbirkenau,afsxfitzbirkɛnaf
rumia,rumja
gołańcz,ɡɔwaɲt͡ʂ
czempiń,t͡ʂɛmpiɲ
obrzycko,ɔbʐɨt͡skɔ
czarnków,t͡ʂarnkuf
pniewy,pɲɛvɨ
manufaktura,manufaktura
jastrowie,jastrɔvjɛ
opalenica,ɔpalɛɲit͡sa
ścinawa,ɕt͡ɕinava
ślesin,ɕlɛɕin
świeradówzdrój,ɕfjɛraduvzdruj
siemiatycze,ɕɛmjatɨt͡ʂɛ
niemcza,ɲɛmt͡ʂa
osiek,ɔɕɛk
żerków,ʐɛrkuf
polanicazdrój,pɔlaɲit͡sazdruj
koluszki,kɔluʂkʲi
błażowa,bwaʐɔva
złoczew,zwɔt͡ʂɛf
bieszczady,bjɛʂt͡ʂadɨ
jędrzejów,jɛndʐɛjuf
milanówek,milanuvɛk
woźniki,vɔʑɲikʲi
miastko,mjastkɔ
koziegłowy,kɔʑɛɡwɔvɨ
pilica,pilit͡sa
rychwał,rɨxfaw
wyśmierzyce,vɨɕmjɛʐɨt͡sɛ
skępe,skɛmpɛ
zagórów,zaɡuruf
ujście,ujɕt͡ɕɛ
krzeszowice,kʂɛʂɔvit͡sɛ
zambrów,zambruf
krobia,krɔbja
biecz,bjɛt͡ʂ
zakroczym,zakrɔt͡ʂɨm
skoki,skɔkʲi
płaska,pwaska
nowinka,nɔvinka
lubartów,lubartuf
raciąż,rat͡ɕɔ̃ʂ
żarki,ʐarkʲi
krynki,krɨnkʲi
rucianenida,rut͡ɕanɛɲida
olszyna,ɔlʂɨna
andrzejki,andʐɛjkʲi
opołonek,ɔpɔwɔnɛk
lipiany,lipjanɨ
skawina,skavina
gniew,ɡɲɛf
sztabin,ʂtabin
płoty,pwɔtɨ
bobolice,bɔbɔlit͡sɛ
wyszogród,vɨʂɔɡrut
praszka,praʂka
annopol,annɔpɔl
działoszyce,d͡ʑawɔʂɨt͡sɛ
großrosen,ɡrɔßrɔsɛn
radziejów,rad͡ʑɛjuf
proszowice,prɔʂɔvit͡sɛ
plaszow,plaʂɔf
staszów,staʂuf
leśna,lɛɕna
żukowo,ʐukɔvɔ
golubdobrzyń,ɡɔlubdɔbʐɨɲ
dzierzgoń,d͡ʑɛʐɡɔɲ
tuchola,tuxɔla
kleszczele,klɛʂt͡ʂɛlɛ
sztum,ʂtum
węgliniec,vɛŋɡliɲɛt͡s
dukla,dukla
radzionków,rad͡ʑɔnkuf
łochów,wɔxuf
łasin,waɕin
łabiszyn,wabiʂɨn
prusice,pruɕit͡sɛ
zawadzkie,zavad͡skʲɛ
zawidów,zaviduf
rzgów,ʐɡuf
baborów,babɔruf
małogoszcz,mawɔɡɔʂt͡ʂ
przedbórz,pʂɛdbuʂ
kańczuga,kaɲt͡ʂuɡa
brzozów,bʐɔzuf
krajenka,krajɛnka
cieszanów,t͡ɕɛʂanuf
tarnogród,tarnɔɡrut
gubałówka,ɡubawufka
iwoniczzdrój,ivɔɲit͡ʂzdruj
jedlicze,jɛdlit͡ʂɛ
piastów,pjastuf
brzostek,bʐɔstɛk
wawel,vavɛl
szadek,ʂadɛk
janikowo,jaɲikɔvɔ
barwice,barvit͡sɛ
mrocza,mrɔt͡ʂa
choroszcz,xɔrɔʂt͡ʂ
pieniny,pjɛɲinɨ
hrubieszów,xrubjɛʂuf
krzanowice,kʂanɔvit͡sɛ
głuchołazy,ɡwuxɔwazɨ
radlin,radlin
lubniewice,lubɲɛvit͡sɛ
warschau,varsxaf
bełżyce,bɛwʐɨt͡sɛ
kraśnik,kraɕɲik
kęty,kɛntɨ
siekierki,ɕɛkʲɛrkʲi
piaski,pjaskʲi
oleszyce,ɔlɛʂɨt͡sɛ
głowno,ɡwɔvnɔ
tykocin,tɨkɔt͡ɕin
skarszewy,skarʂɛvɨ
korsze,kɔrʂɛ
zakliczyn,zaklit͡ʂɨn
boguchwała,bɔɡuxfawa
andrychów,andrɨxuf
chociwel,xɔt͡ɕivɛl
okonek,ɔkɔnɛk
górzno,ɡuʐnɔ
bodzentyn,bɔd͡zɛntɨn
boguszówgorce,bɔɡuʂuvɡɔrt͡sɛ
miłosław,miwɔswaf
kunów,kunuf
goniądz,ɡɔɲɔnd͡s
węgrów,vɛŋɡruf
kobyłka,kɔbɨwka
brwinów,brvinuf
chełmek,xɛwmɛk
konstancinjeziorna,kɔnstant͡ɕinjɛʑɔrna
gozdnica,ɡɔzdɲit͡sa
pelplin,pɛlplin
bukowno,bukɔvnɔ
frampol,frampɔl
pilzno,pilznɔ
martynów,martɨnuf
chocianów,xɔt͡ɕanuf
skórcz,skurt͡ʂ
kudowazdrój,kudɔvazdruj
mikstat,mikstat
szczucin,ʂt͡ʂut͡ɕin
radłów,radwuf
ryglice,rɨɡlit͡sɛ
kałuszyn,kawuʂɨn
ciężkowice,t͡ɕɛ̃ʂkɔvit͡sɛ
przedecz,pʂɛdɛt͡ʂ
błaszki,bwaʂkʲi
recz,rɛt͡ʂ
jedlinazdrój,jɛdlinazdruj
chodecz,xɔdɛt͡ʂ
glinojeck,ɡlinɔjɛt͡sk
krzywiń,kʂɨviɲ
rakoniewice,rakɔɲɛvit͡sɛ
nasielsk,naɕɛlsk
dobrodzień,dɔbrɔd͡ʑɛɲ
piechowice,pjɛxɔvit͡sɛ
połaniec,pɔwaɲɛt͡s
