françois,프랑수아,peurangsua
gallon,갈롱,galrong
lorie,로리,rori
séjourné,세주르네,sejureune
soumaré,수마레,sumare
boulet,불레,bulre
curien,퀴리앵,kwiriaeng
stephan,슈테판,syutepan
eicher,아이히너,aihineo
eyadema,에야데마,eyadema
courteline,쿠르틀린,kureuteulrin
nicolascharles,니콜라,nikolra
oudinot,우디노,udino
souchon,수숑,susyong
péret,페레,pere
durville,뒤르빌,dwireubil
rivarol,리바롤,ribarol
boublil,부블릴,bubeulril
seth,세트,seteu
gueko,게코,geko
vidalnaquet,비달나케,bidalnake
sylvia,실비아,silbia
ondimba,온딤바,ondimba
allégret,알레그레,alregeure
colette,콜레트,kolreteu
audry,오드리,odeuri
estaunié,에스토니에,eseutonie
dürr,뒤르,dwireu
javal,자발,jabal
lubat,뤼바,rwiba
littré,리트레,riteure
picabia,피카비아,pikabia
clair,클레르,keulrereu
pecker,페케르,pekereu
rébuffat,레뷔파,rebwipa
martinet,마르티네,mareutine
oustalet,오스탈레,oseutalre
lemoine,르무안,reumuan
loit,루아,rua
heurtel,외르텔,oereutel
lyautey,리요테,riyote
mourad,무라드,muradeu
boudjellal,부젤랄,bujelral
poulat,풀라,pulra
girardin,지라르댕,jirareudaeng
arland,아를랑,areulrang
souvestre,수베스트르,subeseuteureu
sergio,세르히오,sereuhio
ortega,오르테가,oreutega
dubly,뒤블리,dwibeulri
saada,사다,sada
poirée,푸아레,puare
alliotmarie,알리오마리,alriomari
émilienne,에밀리엔,emilrien
d'alençon,달랑숑,dalrangsyong
grad,그라,geura
pellapra,펠라프라,pelrapeura
bidzina,비지나,bijina
ivanichvili,이바니슈빌리,ibanisyubilri
massot,마소,maso
sangouma,상구마,sangguma
caravaca,카라바카,karabaka
silvy,실비,silbi
caritoux,카리투,karitu
digard,디가르,digareu
aumonier,오모니에,omonie
depestre,드페스트르,deupeseuteureu
nsakala,은사칼라,eunsakalra
béjart,베자르,bejareu
dollé,돌레,dolre
marteau,마르토,mareuto
cabrel,카브렐,kabeurel
mabanckou,마방쿠,mabangku
didot,디도,dido
nivet,니베,nibe
christiane,크리스티안,keuriseutian
taubira,토비라,tobira
lapeyre,라페르,rapereu
kosciuskomorizet,코시위스코모리제,kosiwiseukomorije
lurçat,뤼르사,rwireusa
eldjazairia,알자자이리아,aljajairia
halbwachs,알브바크스,albeubakeuseu
moulinsbeaufort,물랭보포르,mulraengboporeu
voynet,부아네,buane
tabarly,타바를리,tabareulri
fottorino,포토리노,potorino
pécout,페쿠,peku
rabésandratana,라베산드라타나,rabesandeuratana
borotra,보로트라,boroteura
mörk,뫼르크,moereukeu
havret,아브레,abeure
brouardel,브루아르델,beuruareudel
bacrot,바크로,bakeuro
brossel,브로셀,beurosel
thénard,테나르,tenareu
baluze,발뤼즈,balrwijeu
valiron,발리롱,balrirong
désossé,데소세,desose
marisol,마리솔,marisol
zinaïda,지나이다,jinaida
hippius,기피우스,gipiuseu
brûlé,브룰,beurul
porel,포렐,porel
garraud,가로,garo
chatiliez,샤틸레즈,syatilrejeu
ghys,지스,jiseu
d'encausse,당코스,dangkoseu
troyon,트루아용,teuruayong
pflimlin,플림랭,peulrimraeng
laniel,라니엘,raniel
jeaurat,조라,jora
jessy,제시,jesi
matador,마타도르,matadoreu
pivert,피베르,pibereu
senancour,세낭쿠르,senangkureu
susan,수전,sujeon
razzano,라자노,rajano
anquetil,앙크틸,angkeutil
marylise,마릴리즈,marilrijeu
lebranchu,르브랑쉬,reubeurangswi
messmer,메스메르,meseumereu
wilfrid,윌프리드,wilpeurideu
fonvielle,퐁비엘,pongbiel
norbert,노르베르,noreubereu
dufourcq,뒤푸르크,dwipureukeu
oppert,오페르트,opereuteu
tillion,틸리옹,tilriong
aravane,아라반,araban
rezaï,레자이,rejai
alizé,알리제,alrije
cornelis,코르넬리스,koreunelriseu
rudolphus,뤼돌퓌스,rwidolpwiseu
theodorus,테오도뤼스,teodorwiseu
krayenhoff,크라이엔호프,keuraienhopeu
bakayogo,바카요고,bakayogo
fourneyron,푸르네롱,pureunerong
zoë,조에,joe
dolto,돌토,dolto
mer,메르,mereu
delorme,들로름,deulroreum
mannoni,마노니,manoni
leclant,르클랑,reukeulrang
sylviane,실비안,silbian
serra,세라,sera
perben,페르방,pereubang
franke,프랑크,peurangkeu
bussereau,뷔스로,bwiseuro
batho,바토,bato
arrieu,아리외,arioe
demessieux,드메시외,deumesioe
katherine,카트린,kateurin
pancol,팡콜,pangkol
arribas,아리바스,aribaseu
painvin,팽뱅,paengbaeng
zuzana,주자나,jujana
navarová,나바로바,nabaroba
sinclair,생클레르,saengkeulrereu
tristane,트리스탄,teuriseutan
banon,바농,banong
duclos,뒤클로,dwikeulro
leszczyńska,레슈친스카,resyucinseuka
primatice,프리마티초,peurimatico
wilhelm,빌헬름,bilhelreum
uhde,우데,ude
jullian,쥘리앙,jwilriang
cavallier,왕자빈,wangjabin
vallière,발리에르,balriereu
chéruel,셰뤼엘,syerwiel
védrès,베드레스,bedeureseu
bréchignac,브레시냐크,beuresinyakeu
flammarion,플라마리옹,peulramariong
blandin,블랑댕,beulrangdaeng
tauziat,토지아,tojia
badinter,바댕테르,badaengtereu
lartet,라르테,rareute
boubat,부바,buba
brézin,브레쟁,beurejaeng
foretz,포레츠,poreceu
soupault,수포,supo
drumont,드뤼몽,deurwimong
courtial,쿠르티알,kureutial
colonne,콜론,kolron
lemarchal,르막샬,reumagsyal
ledieu,르디외,reudioe
brissaud,브리소,beuriso
allou,알루,alru
stako,스타코,seutako
glissant,글리상,geulrisang
montoute,몽투트,mongtuteu
molinaro,몰리나로,molrinaro
verneuil,베르뇌유,bereunoeyu
faïza,파이자,paija
guène,겐,gen
cohnbendit,콘벤디트,konbenditeu
renérobert,르네로베르,reunerobereu
cavelier,카블리에,kabeulrie
salle,살,sal
vernier,베르니에,bereunie
achille,아실,asil
liénart,리에나르,rienareu
joinard,주아나르,juanareu
souchard,수샤르,susyareu
raynier,레니에,renie
peretti,페레티,pereti
claudie,클로디,keulrodi
haigneré,에뉴레,enyure
guéna,게나,gena
dora,도라,dora
maar,마르,mareu
dutrieu,뒤트리외,dwiteurioe
émilegeorges,에밀조르주,emiljoreuju
drigny,드리니,deurini
barbery,바르브리,bareubeuri
deutsch,도이치,doici
labé,라베,rabe
roudinesco,루디네스코,rudineseuko
rémusat,레뮈사,remwisa
bazaine,바젠,bajen
rufin,뤼팽,rwipaeng
mathurin,마튀랭,matwiraeng
méheut,메외,meoe
laget,라제,raje
thorpe,토르프,toreupeu
mouquet,무케,muke
lepautre,르포트르,reupoteureu
abbéma,아베마,abema
macha,마카,maka
méril,메릴,meril
jeanpatrick,장파트리크,jangpateurikeu
manchette,망셰트,mangsyeteu
greuze,그뢰즈,geuroejeu
huston,휴스턴,hyuseuteon
antar,안타르,antareu
chatenet,샤트네,syateune
angot,앵거,aenggeo
tabouis,타부아,tabua
georgesantoine,조르주,joreuju
rochegrosse,로슈그로스,rosyugeuroseu
abbas,아바스,abaseu
fahdel,파델,padel
danjon,당종,dangjong
boissieu,부아시외,buasioe
gicquel,지켈,jikel
coignet,쿠아녜,kuanye
jeanbarthélemy,바르텔미,bareutelmi
hauréau,오레오,oreo
abderrahmane,아브데라만,abeuderaman
sissako,시사코,sisako
hilling,일링,ilring
brossard,브로사르,beurosareu
beaulieu,볼리외,bolrioe
illusie,일뤼지,ilrwiji
hutin,위탱,witaeng
jacquesandré,자크앙드레,jakeuangdeure
naigeon,네종,nejong
joëlle,조엘,joel
ceccaldiraynaud,세칼디레노,sekaldireno
crépeau,크레포,keurepo
etteilla,에테야,eteya
axel,액셀,aegsel
corti,코르티,koreuti
pradon,프라돈,peuradon
debret,드브레,deubeure
molard,몰라르,molrareu
guilmant,길망,gilmang
d'anjou,루이,rui
thouvenel,투브넬,tubeunel
daniélou,다니엘루,danielru
jouzel,주젤,jujel
vau,보,bo
skobtsov,스코브소파,seukobeusopa
fioraso,피오라조,piorajo
rais,레,re
vergiat,베르지아,bereujia
drouet,드루에,deurue
peyroche,페로슈,perosyu
muraton,뮈라통,mwiratong
turnèbe,튀르네브,twireunebeu
moréas,모레아스,moreaseu
termier,테르미에,tereumie
pamarot,파마로,pamaro
almira,알미라,almira
skripchenko,스크립첸코,seukeuribcenko
mourier,무리에,murie
zebina,제비나,jebina
giéra,지에라,jiera
aghion,아기온,agion
théret,테레,tere
louisjosephraphaël,라파엘,rapael
collin,콜랭,kolraeng
christie,크리스티,keuriseuti
couve,쿠브,kubeu
murville,뮈르빌,mwireubil
bouabdellah,부압델라,buabdelra
tahri,타리,tari
rosemonde,로즈몽드,rojeumongdeu
népomucène,네포뮈센,nepomwisen
levasseur,르바쇠르,reubasoereu
deladerrière,들라데리에르,deulraderiereu
ferté,페르테,pereute
fouquet,푸케,puke
bourdy,부르디,bureudi
adrienne,아드리엔,adeurien
clostre,클로스트르,keulroseuteureu
dindy,당디,dangdi
albanel,알바넬,albanel
cros,크로,keuro
saintgéniès,생제니에스,saengjenieseu
corynne,코린,korin
charby,샤르비,syareubi
fromental,프로망탈,peuromangtal
visse,비스,biseu
baïf,바이프,baipeu
sebastião,세바스티오,sebaseutio
salgado,살가도,salgado
skiba,스키바,seukiba
bernardmarie,베르나르마리,bereunareumari
koltès,콜테스,kolteseu
makine,마킨,makin
coppée,코페,kope
chardonnet,샤르도네,syareudone
mbami,음바미,eumbami
forni,포르니,poreuni
piquionne,피키온,pikion
d'oriola,도리올라,doriolra
stacia,스타시아,seutasia
napierkowska,나피에르코프스카,napiereukopeuseuka
hamer,아뫼르,amoereu
franchet,프랑셰,peurangsye
d'espèrey,데페레,depere
métezeau,메트조,meteujo
lizeroux,리즈루,rijeuru
perret,페레,pere
juandavid,후안다비드,huandabideu
nasio,나시오,nasio
stablinski,스타블랭스키,seutabeulraengseuki
riblon,리블롱,ribeulrong
excoffon,엑스코퐁,egseukopong
char,샤르,syareu
pierrick,피에리크,pierikeu
fédrigo,페드리고,pedeurigo
locle,로클,rokeul
pelot,펠로,pelro
lifar,리파르,ripareu
juvin,쥐뱅,jwibaeng
butelle,뷔텔,bwitel
baldaccini,발다치니,baldacini
clive,클라이브,keulraibeu
boulogne,불로뉴,bulronyu
frossard,프로사르,peurosareu
bigourdan,비구르당,bigureudang
thomé,토메,tome
poinsot,푸앵소,puaengso
casimirperier,카시미르페리에,kasimireuperie
serres,세르,sereu
d'angers,당제,dangje
théophilejules,테오필쥘,teopiljwil
pelouze,펠루즈,pelrujeu
huguette,위게트,wigeteu
adolf,아돌프,adolpeu
scherer,스헤레르,seuherereu
roxana,록사나,rogsana
maracineanu,머러치네아누,meoreocineanu
schnapper,슈나페르,syunapereu
étiennenicolas,에티엔,etien
méhul,메윌,mewil
galard,갈라르,galrareu
robertfleury,로베르플뢰리,robereupeulroeri
boufflers,프랑수아,peurangsua
corbière,코르비에르,koreubiereu
amandjoseph,아르망조제프,areumangjojepeu
fava,파바,paba
messimy,메시미,mesimi
drut,드뤼,deurwi
aneau,아노,ano
jeunechamp,죈샹,joensyang
coutard,쿠타르,kutareu
monterrubio,몬테루비오,monterubio
romano,로마노,romano
joanna,조애나,joaena
miles,마일스,mailseu
dousteblazy,두스트블라지,duseuteubeulraji
aloysius,알루아시위스,alruasiwiseu
petrucciani,페트루치아니,peteuruciani
pires,피레스,pireseu
novi,노비,nobi
decaux,드코,deuko
aubour,오부르,obureu
malbois,말부아,malbua
doriane,도리안,dorian
laforgue,라포르그,raporeugeu
gallienne,갈리엔,galrien
rita,리타,rita
cadillac,캐딜락,kaedilrag
aymé,아이메,aime
chaurand,쇼랑,syorang
scrivener,스크리브네르,seukeuribeunereu
brascassat,브라카사트,beurakasateu
perrinelle,페리넬,perinel
lefébure,르페뷔르,reupebwireu
wally,왈리,walri
badarou,바다루,badaru
debernard,드베르나르,deubereunareu
poundjé,푼제,punje
imanol,이마놀,imanol
harinordoquy,아리노르도키,arinoreudoki
curchod,퀴르쇼,kwireusyo
tabachnik,타바슈니크,tabasyunikeu
léonora,레오노라,reonora
miano,미아노,miano
mona,모나,mona
ozouf,오주프,ojupeu
rastislav,라스티슬라우,raseutiseulrau
štefánik,슈테파니크,syutepanikeu
chabal,샤발,syabal
minne,민,min
matta,마타,mata
soral,소랄,soral
agnes,아녜스,anyeseu
ullmann,울만,ulman
merlet,메를레,mereulre
lagardère,라가르데르,ragareudereu
herrand,에랑,erang
bonpland,봉플랑,bongpeulrang
wague,와귀에,wagwie
fréret,프레레,peurere
schmitt,슈미트,syumiteu
dhéry,데리,deri
lászló,라슬로,raseulro
bodrogi,보드로기,bodeurogi
lelong,를롱,reulrong
pierreluc,피에르뤼크,piereurwikeu
périchon,페리숑,perisyong
prony,프로니,peuroni
poizat,푸아자,puaja
lakhdar,라흐다르,raheudareu
rosay,로제이,rojei
arnoul,아르놀,areunol
sancan,상캉,sangkang
pompili,퐁필리,pongpilri
crémer,크레메르,keuremereu
audoux,오두,odu
civeyrac,시베라크,siberakeu
dutreil,뒤트렐,dwiteurel
fourest,푸레스트,pureseuteu
perdrière,페르드리에르,pereudeuriereu
calvé,칼베,kalbe
anneaymone,안에몬,anemon
annibale,안니발레,annibalre
bozzuti,보추티,bocuti
vasseur,바쇠르,basoereu
jamet,자메,jame
dalibard,달리바르,dalribareu
gleyre,글레르,geulrereu
bucard,뷔카르,bwikareu
pin,팽,paeng
mariearlette,마리아를레트,mariareulreteu
carlotti,카를로티,kareulroti
barillé,바릴레,barilre
bricq,브리크,beurikeu
habert,아베르,abereu
borloo,보를로,boreulro
demiéville,드미에빌,deumiebil
maccione,마초네,macone
audret,아우렛,aures
mélaniehélène,멜라니,melrani
bonis,보니,boni
delbo,델보,delbo
kamanan,카마난,kamanan
courtois,쿠르투아,kureutua
desseigne,드세뉴,deusenyu
moncoutié,몽쿠티에,mongkutie
chantôme,샹토메,syangtome
siniavski,시냡스키,sinyabseuki
lacrampe,라크랑프,rakeurangpeu
tréville,트레빌,teurebil
andrélouis,앙드레루이,angdeurerui
debierne,드비에른,deubiereun
lauvergeon,로베르종,robereujong
cheng,쳉,ceng
abitbol,아비트볼,abiteubol
lavagne,라바뉴,rabanyu
fouqué,푸케,puke
hectormartin,엑토르,egtoreu
lefuel,르퓌엘,reupwiel
bilot,빌로,bilro
lajoinie,라주아니,rajuani
fleutiaux,플뢰티오,peulroetio
tal,탈,tal
chamoiseau,샤무아조,syamuajo
escudé,에스퀴데,eseukwide
cadenet,카데네트,kadeneteu
cocciante,코찬테,kocante
bihel,비엘,biel
malabou,말라부,malrabu
trinquethachin,트링케,teuringke
cheysson,셰송,syesong
moniotte,모니오트,monioteu
d'estienne,데스티엔,deseutien
d'orves,도르브,doreubeu
flandrin,플랑드랭,peulrangdeuraeng
navarra,나바라,nabara
marieaude,마리오드,mariodeu
murail,뮈렐,mwirel
couraud,쿠로,kuro
amara,아마라,amara
diané,디아네,diane
boschi,보스키,boseuki
edmonde,에드몽드,edeumongdeu
karima,카리마,karima
delli,델리,delri
danijel,다니옐,daniyel
ljuboja,류보야,ryuboya
barrot,바로,baro
reynaldo,레날도,renaldo
hahn,안,an
duméril,뒤메릴,dwimeril
queuille,쾨유,koeyu
jeannemarie,잔마리,janmari
darré,다레,dare
monselet,몽슬레,mongseulre
aubenque,오방크,obangkeu
choquet,쇼케,syoke
jessua,제수아,jesua
malinvaud,말린보,malrinbo
jaccottet,자코테,jakote
samuell,사뮤엘,samyuel
vinoy,비누아,binua
henrijoseph,앙리조제프,angrijojepeu
rigel,리겔,rigel
karl,카를,kareul
bodmer,보트머,boteumeo
savard,사바르,sabareu
simonneaux,시모노,simono
dor,도르,doreu
strappe,스트라프,seuteurapeu
rouleau,룰로,rulro
gambillon,강비용,gangbiyong
melanie,멜라니,melrani
skotnik,멜포르,melporeu
soulé,술레,sulre
autrand,오트랑,oteurang
sonko,송코,songko
poulidor,풀리도르,pulridoreu
hivert,이베르,ibereu
gastoué,가스투에,gaseutue
pingeon,팽종,paengjong
françoishenri,프랑수아앙리,peurangsuaangri
houbart,우바르,ubareu
capitant,카피탕,kapitang
défossé,데포세,depose
fauvergue,포베르그,pobereugeu
jeanfrançoisthérèse,장,jang
matthey,메티,meti
roselyne,로즐린,rojeulrin
bachelot,바슐로,basyulro
bily,빌리,bilri
barret,바레,bare
dewittmorette,디윗모레트,diwismoreteu
régis,레지스,rejiseu
clère,클레르,keulrereu
plécaussade,플레코사드,peulrekosadeu
dorziat,도르지아,doreujia
mazeaud,마조,majo
letort,르토르,reutoreu
sassot,사소,saso
d'angoulême,도를레앙,doreulreang
plateau,플라토,peulrato
lachenal,라슈날,rasyunal
berolatti,베롤라티,berolrati
sallenave,살나브,salnabeu
delay,들레,deulre
roederer,로드레르,rodeurereu
aubrac,오브라크,obeurakeu
simenon,메논,menon
welfling,웰플링,welpeulring
fadela,파델라,padelra
baltard,발타르,baltareu
lacaussade,라코사드,rakosadeu
trautmann,트로트만,teuroteuman
calonne,칼론,kalron
michele,미켈레,mikelre
carafa,카라파,karapa
bouvier,부비에,bubie
barnier,바르니에,bareunie
moscovici,모스코비치,moseukobici
thibaut,티보,tibo
pinot,피노,pino
virenque,비랑크,birangkeu
bullet,뷜레,bwilre
sarraut,사로,saro
guéant,게앙,geang
harry,아리,ari
baur,보르,boreu
armande,아르망드,areumangdeu
choquetbruhat,쇼케브뤼아,syokebeurwia
duguaytrouin,뒤게트루앵,dwigeteuruaeng
djatétaillard,자테타야르,jatetayareu
belgrand,벨그랑,belgeurang
hortefeux,오르트푀,oreuteupoe
barrère,바레르,barereu
déhu,데위,dewi
babinet,바비네,babine
jurieu,쥐리외,jwirioe
pergaud,페르고,pereugo
vergnaud,베르뇨,bereunyo
tokia,토키아,tokia
saïfi,사이피,saipi
marienoëlle,마리노엘,marinoel
lienemann,린만,rinman
pierrefrançois,피에르프랑수아,piereupeurangsua
martinlaval,마르탱라발,mareutaengrabal
annemarie,안마리,anmari
idrac,이드라크,ideurakeu
decugis,드퀴지스,deukwijiseu
destivelle,데스티벨,deseutibel
d'églantine,데글랑틴,degeulrangtin
dunois,뒤누아,dwinua
claisse,클레스,keulreseu
gandillac,강디야크,gangdiyakeu
férey,페레,pere
quindou,캥두,kaengdu
villot,비요,biyo
rambaud,랭보,raengbo
baudoin,보두앵,boduaeng
félicien,펠리시앵,pelrisiaeng
ludwik,루드비크,rudeubikeu
mierosławski,미에로스와프스키,mieroseuwapeuseuki
vailland,바양,bayang
gudin,귀댕,gwidaeng
pierreaugustin,피에르오귀스탱,piereuogwiseutaeng
hulin,윌랭,wilraeng
mandroux,망드루,mangdeuru
turini,튀리니,twirini
delestraint,들레스트랭,deulreseuteuraeng
vignal,비냘,binyal
escalettes,에스칼레트,eseukalreteu
gollnisch,골니슈,golnisyu
hermelin,에르믈랭,ereumeulraeng
montcourt,몽쿠르,mongkureu
filippa,필리파,pilripa
duci,두치,duci
brunin,브뤼냉,beurwinaeng
castelot,카스텔로,kaseutelro
kübler,퀴블러,kwibeulreo
donatien,백작,baegjag
vimeur,도나티앵,donatiaeng
rochambeau,비뫼르,bimoereu
roquevert,로케베르,rokebereu
defferre,드페르,deupereu
lhote,로트,roteu
jeanbernard,장베르나르,jangbereunareu
fumaroli,푸마롤리,pumarolri
sandeau,상도,sangdo
zahra,자흐라,jaheura
vauzelle,보젤,bojel
pomagalski,포마갈스키,pomagalseuki
piau,피오,pio
fiquet,피케,pike
