lionel,リオネル
ovaro,オヴァーロ
pasian,パジアーン
paularo,パウラーロ
tremosine,トレモージネ
travagliato,トラヴァリアート
nimis,ニーミス
muzzana,ムッツァーナ
turgnano,トゥルニャーノ
torbole,トルボレ
casaglia,カザーリア
bolgare,ボルガレ
blello,ブレッロ
bonate,ボナーテ
boltiere,ボルティエーレ
bossico,ボッシコ
trenzano,トレンツァーノ
bottanuco,ボッタヌーコ
verismo,ヴェリズモ
villachiara,ヴィッラキアーラ
villanuova,ヴィッラヌオーヴァ
clisi,クリージ
palmanova,パルマノーヴァ
celio,チェリオ
vione,ヴィオーネ
visano,ヴィザーノ
sirignano,シリニャーノ
paluzza,パルッツァ
carcina,カルチーナ
vestone,ヴェストーネ
viminale,ヴィミナーレ
porpetto,ポルペット
pontebba,ポンテッバ
pagnacco,パニャッコ
pocenia,ポチェニーア
fiora,フィオーラ
roccastrada,ロッカストラーダ
sturno,ストゥルノ
summonte,スンモンテ
senerchia,セネルキア
scampitella,スカンピテッラ
scansano,スカンサーノ
scarlino,スカルリーノ
taurasi,タウラージ
taurano,タウラーノ
brembilla,ブレンビッラ
brignano,ブリニャーノ
pradamano,プラダマーノ
povoletto,ポヴォレット
bastiglia,バスティーリア
bomporto,ボンポルト
vobarno,ヴォバルノ
zone,ゾーネ
mozzano,モッツァーノ
serpico,セルピコ
solofra,ソロフラ
altopascio,アルトパーショ
urago,ウラーゴ
barga,バルガ
sperone,スペローネ
bracca,ブラッカ
branzi,ブランツィ
brembate,ブレンバーテ
seggiano,セッジャーノ
vallio,ヴァッリオ
valvestino,ヴァルヴェスティーノ
sorano,ソラーノ
semproniano,センプロニアーノ
verolavecchia,ヴェロラヴェッキア
verolanuova,ヴェロラヌオーヴァ
premariacco,プレマリアッコ
precenicco,プレチェニッコ
preone,プレオーネ
trevico,トレヴィーコ
tufo,トゥーフォ
vallata,ヴァッラータ
campogalliano,カンポガッリアーノ
vallesaccarda,ヴァッレザッカルダ
scida,シーダ
ricotta,リコッタ
ossola,オッソラ
camposanto,カンポサント
sinigaglia,シニガーリャ
camaiore,カマイオーレ
favignana,ファヴィニャーナ
teora,テオーラ
torella,トレッラ
torrioni,トッリオーニ
nocelle,ノチェッレ
brumano,ブルマーノ
brusaporto,ブルザポルト
camporgiano,カンポルジャーノ
villamaina,ヴィッラマイナ
venticano,ヴェンティカーノ
cavezzo,カヴェッツォ
secchia,セッキア
picco,ピッコ
acquafondata,アックアフォンダータ
acuto,アクート
alvito,アルヴィート
rangone,ランゴーネ
castelvetro,カステルヴェトロ
capannori,カパンノリ
careggine,カレッジネ
garfagnana,ガルファニャーナ
limosano,リモザーノ
spinete,スピネーテ
sepino,セピーノ
cona,コーナ
airola,アイローラ
frassinoro,フラッシノーロ
formigine,フォルミージネ
mocogno,モコーニョ
guiglia,グイーリア
maranello,マラネッロ
atina,アティーナ
ausonia,アウゾーニア
fosciandora,フォシャンドラ
trivento,トリヴェント
marmi,マルミ
fabbriche,ファッブリケ
vallico,ヴァッリコ
anagni,アナーニ
amaseno,アマゼーノ
arce,アルチェ
aquino,アクイーノ
toro,トーロ
fanano,ファナーノ
finale,フィナーレ
fiumalbo,フィウマルボ
modenese,モデネーゼ
sedini,セーディニ
zungoli,ツンゴリ
tufara,トゥファーラ
ururi,ウルーリ
chioggia,キオッジャ
arnara,アルナーラ
coreglia,コレリア
antelminelli,アンテルミネッリ
tavenna,タヴェンナ
vinchiaturo,ヴィンキアトゥーロ
sannio,サンニオ
amorosi,アモロージ
apice,アーピチェ
arpaia,アルパーイア
apollosa,アポッローザ
boville,ボヴィッレ
ernica,エルニカ
montecreto,モンテクレート
mirandola,ミランドラ
broccostella,ブロッコステッラ
appennino,アッペンニーノ
medolla,メドッラ
gallicano,ガッリカーノ
giuncugnano,ジュンクニャーノ
d'isernia,ディゼルニア
tuili,トゥイーリ
baselice,バゼーリチェ
arpaise,アルパイーゼ
bucciano,ブッチャーノ
bonea,ボネーア
montese,モンテーゼ
montefiorino,モンテフィオリーノ
nonantola,ノナントラ
casalattico,カザラッティコ
casalvieri,カザルヴィエーリ
cassino,カッシーノ
castelliri,カステッリーリ
massarosa,マッサローザ
campolattaro,カンポラッターロ
taburno,タブルノ
molazzana,モラッツァーナ
buonalbergo,ブオナルベルゴ
minucciano,ミヌッチャーノ
caldaro,カルダーロ
vino,ヴィーノ
giudice,ジューディチェ
castelpetroso,カステルペトローゾ
ceccano,チェッカーノ
castrocielo,カストロチェーロ
montecarlo,モンテカルロ
pescaglia,ペスカーリア
casalduni,カザルドゥーニ
miscano,ミスカーノ
castelvenere,カステルヴェーネレ
fortore,フォルトーレ
castelpoto,カステルポート
castelpagano,カステルパガーノ
cautano,カウターノ
pavullo,パヴッロ
frignano,フリニャーノ
palagano,パラーガノ
capracotta,カプラコッタ
carovilli,カロヴィッリ
carpinone,カルピノーネ
pievepelago,ピエヴェペーラゴ
polinago,ポリナーゴ
parano,パラーノ
volsci,ヴォルシ
ravarino,ラヴァリーノ
ceprano,チェプラーノ
piazza,ピアッツァ
serchio,セルキオ
pietrasanta,ピエトラサンタ
castelpizzuto,カステルピッツート
cervaro,チェルヴァーロ
colfelice,コルフェリーチェ
zoagli,ゾアーリ
castelverrino,カステルヴェッリーノ
volturno,ヴォルトゥルノ
chiauci,キアウチ
ceppaloni,チェッパローニ
dugenta,ドゥジェンタ
mutri,ムトリ
circello,チルチェッロ
riolunato,リオルナート
prospero,プロスペロ
porcari,ポルカーリ
falvaterra,ファルヴァテッラ
esperia,エスペーリア
soliera,ソリエーラ
spilamberto,スピランベルト
fosciana,フォシャーナ
fiuggi,フィウッジ
filettino,フィレッティーノ
possidonio,ポッシドーニオ
collepardo,コッレパルド
coreno,コレーノ
ausonio,アウゾーニオ
sestola,セストラ
serramazzoni,セッラマッツォーニ
foglianise,フォリアニーゼ
faicchio,ファイッキオ
durazzano,ドゥラッツァーノ
zocca,ゾッカ
ripabottoni,リパボットーニ
frosolone,フロゾローネ
macchia,マッキア
longano,ロンガーノ
macchiagodena,マッキアゴーデナ
liri,リーリ
filignano,フィリニャーノ
fornelli,フォルネッリ
forchia,フォルキア
fragneto,フラニェート
guarcino,グアルチーノ
gallinaro,ガッリナーロ
calcinate,カルチナーテ
fumone,フモーネ
fontechiari,フォンテキアーリ
pastena,パステナ
paliano,パリアーノ
morolo,モローロ
campano,カンパーノ
stazzema,スタッツェーマ
vagli,ヴァーリ
vergemoli,ヴェルジェーモリ
schiavoni,スキアヴォーニ
sanframondi,サンフラモンディ
limatola,リマートラ
melizzano,メリッツァーノ
capizzone,カピッツォーネ
capriate,カプリアーテ
pescopennataro,ペスコペンナターロ
pescolanciano,ペスコランチャーノ
pietrabbondante,ピエトラッボンダンテ
pettoranello,ペットラネッロ
viareggio,ヴィアレッジョ
basilica,バシリカ
pizzone,ピッツォーネ
rovereto,ロヴェレート
sannitico,サンニーティコ
caravaggio,カラヴァッジョ
patrica,パトリカ
pescosolido,ペスコゾーリド
pico,ピーコ
picinisco,ピチニスコ
agnone,アニョーネ
seravezza,セラヴェッツァ
l'abate,ラバーテ
frasso,フラッソ
telesino,テレジーノ
montaquila,モンタークイラ
calusco,カルスコ
calvenzano,カルヴェンツァーノ
monteroduni,モンテロドゥーニ
montenero,モンテネーロ
cocchiara,コッキアーラ
canonica,カノーニカ
camerata,カメラータ
cornello,コルネッロ
moiano,モイアーノ
molinara,モリナーラ
montesarchio,モンテサルキオ
montefalcone,モンテファルコーネ
carvico,カルヴィコ
casazza,カザッツァ
carobbio,カロッビオ
carona,カローナ
pignataro,ピニャターロ
interamna,インテランナ
pofi,ポーフィ
piedimonte,ピエディモンテ
piglio,ピーリオ
collemandina,コッレマンディーナ
roccasicura,ロッカシクーラ
roccamandolfi,ロッカマンドルフィ
avellana,アヴェッラーナ
paduli,パドゥーリ
pastrengo,パストレンゴ
tuenno,トゥエンノ
pozzilli,ポッツィッリ
morcone,モルコーネ
pannarano,パンナラーノ
veiano,ヴェイアーノ
paupisi,パウピージ
paolisi,パオリージ
accumoli,アックーモリ
sant'agapito,サンタガーピト
comino,コミーノ
antrodoco,アントロドーコ
amatrice,アマトリーチェ
ascrea,アスクレーア
sanguinetto,サングイネット
pesco,ペスコ
pietraroja,ピエトラローヤ
pietrelcina,ピエトレルチーナ
sant'elia,サンテリーア
fiumerapido,フィウメラーピド
casirate,カジラーテ
casnigo,カズニーゴ
rozzone,ロッツォーネ
cassiglio,カッシーリオ
posta,ポスタ
fibreno,フィブレーノ
ripi,リーピ
d'arce,ダルチェ
sessano,セッサーノ
vastogirardi,ヴァストジラルディ
venafro,ヴェナフロ
calepio,カレーピオ
presolana,プレゾラーナ
scapoli,スカーポリ
cavernago,カヴェルナーゴ
saracinisco,サラチニスコ
roccasecca,ロッカセッカ
pontelandolfo,ポンテランドルフォ
cenate,チェナーテ
cene,チェーネ
incarico,インカーリコ
garigliano,ガリリャーノ
sant'apollinare,サンタポッリナーレ
puglianello,プリアネッロ
reino,レイーノ
cerete,チェレーテ
borbona,ボルボーナ
borgorose,ボルゴローゼ
cantalice,カンタリーチェ
teodoro,テオドーロ
casaprota,カザプロータ
casperia,カスペーリア
cisano,チザーノ
chiuduno,キウドゥーノ
santopadre,サントパードレ
serrone,セッローネ
sgurgola,ズグルゴラ
settefrati,セッテフラーティ
molara,モラーラ
galdo,ガルド
lorenzello,ロレンツェッロ
bartolomea,バルトロメーア
cornalba,コルナルバ
corna,コルナ
imagna,イマーニャ
leucio,レウチョ
trivigliano,トリヴィリャーノ
comun,コムーン
sora,ソーラ
terelle,テレッレ
cajetani,カイエターニ
vallerotonda,ヴァッレロトンダ
vallemaio,ヴァッレマーイオ
vicalvi,ヴィカルヴィ
supino,スピーノ
strangolagalli,ストランゴラガッリ
cavoti,カヴォーティ
vallecorsa,ヴァッレコルサ
goti,ゴーティ
ciserano,チゼラーノ
cividate,チヴィダーテ
volpino,ヴォルピーノ
cortenuova,コルテヌオーヴァ
clusone,クルゾーネ
colere,コーレレ
mezzate,メッツァーテ
torrice,トッリチェ
serio,セーリオ
colzate,コルツァーテ
burcei,ブルチェーイ
cittareale,チッタレアーレ
collalto,コッラルト
sabino,サビーノ
tora,トーラ
collegiove,コッレジョーヴェ
bonnanaro,ボンナーナロ
assemini,アッセーミニ
armungia,アルムンジャ
trimonte,トリモンテ
albareto,アルバレート
bedonia,ベドーニア
berceto,ベルチェート
felino,フェリーノ
fidenza,フィデンツァ
viticuso,ヴィティクーゾ
collevecchio,コッレヴェッキオ
concerviano,コンチェルヴィアーノ
contigliano,コンティリアーノ
configni,コンフィーニ
foro,フォルム
boario,ボアリウム
ballao,バッラーオ
sassinoro,サッシノーロ
elmas,エルマス
escolca,エスコルカ
volare,ヴォラーレ
airlines,エアラインズ
pietracatella,ピエトラカテッラ
marcetelli,マルチェテッリ
farfa,ファルファ
serina,セリーナ
covo,コーヴォ
cittaducale,チッタドゥカーレ
vandoies,ヴァンドーイエス
curno,クルノ
cusio,クージオ
latera,ラーテラ
cottanello,コッタネッロ
forano,フォラーノ
castiadas,カスティアーダス
capoterra,カポテッラ
italdesign,イタルデザイン
decimomannu,デチモマンヌ
decimoputzu,デチモプッツ
solopaca,ソロパーカ
telese,テレーゼ
bore,ボーレ
taro,ターロ
busseto,ブッセート
calestano,カレスターノ
termoli,テルモリ
caudio,カウディオ
torrecuso,トッレクーゾ
acquasanta,アックアサンタ
vitulano,ヴィトゥラーノ
colorno,コロルノ
compiano,コンピアーノ
collecchio,コッレッキオ
carassai,カラッサーイ
micigliano,ミチリアーノ
giulie,アルプスサンミャク
corniglio,コルニーリオ
castorano,カストラーノ
castignano,カスティニャーノ
fornovo,フォルノーヴォ
langhirano,ランギラーノ
labro,ラブロ
leonessa,レオネッサ
agugliano,アグリアーノ
arcevia,アルチェーヴィア
dolianova,ドリアノーヴァ
fontanellato,フォンタネッラート
fontevivo,フォンテヴィーヴォ
carloforte,カルロフォルテ
greccio,グレッチョ
comunanza,コムナンツァ
monsampolo,モンサンポーロ
massignano,マッシニャーノ
montedinove,モンテディノーヴェ
cupra,クプラ
cossignano,コッシニャーノ
donori,ドノリ
domus,ドムス
montasola,モンターゾラ
mompeo,モンペーオ
esterzili,エステルツィーリ
gergei,ジェルジェーイ
maltignano,マルティニャーノ
grottammare,グロッタンマーレ
palanzano,パランツァーノ
pellegrino,ペッレグリーノ
parmense,パルメンセ
gesico,ジェージコ
montopoli,モントーポリ
reatino,レアティーノ
castelplanio,カステルプラーニオ
orvinio,オルヴィーニオ
nespolo,ネスポロ
isili,イジーリ
paganico,パガーニコ
mandas,マンダス
maracalagonis,マラカラゴーニス
lesignano,レジニャーノ
medesano,メデザーノ
baganza,バガンツァ
roccabianca,ロッカビアンカ
monchio,モンキオ
montechiarugolo,モンテキアルーゴロ
force,フォルチェ
folignano,フォリニャーノ
salsomaggiore,サルソマッジョーレ
ostrense,オストレンセ
dell'aso,デッラーゾ
montegallo,モンテガッロ
d'esi,デージ
colonna,コロンナ
montebuono,モンテブオーノ
cupramontana,クプラモンターナ
corinaldo,コリナルド
noceto,ノチェート
pescorocchiano,ペスコロッキアーノ
salto,サルト
montemonaco,モンテモーナコ
monteprandone,モンテプランドーネ
bustone,ブストーネ
catino,カティーノ
castelbellino,カステルベッリーノ
goni,ゴーニ
monastir,モナスティール
monserrato,モンセッラート
guasila,グアジーラ
guamaggiore,グアマッジョーレ
castelfidardo,カステルフィダルド
suasa,スアーザ
muravera,ムラヴェーラ
dambel,ダンベル
filottrano,フィロットラーノ
maiolati,マイオラーティ
spontini,スポンティーニ
torrile,トッリーレ
offida,オッフィダ
palmiano,パルミアーノ
rotella,ロテッラ
roccafluvione,ロッカフルヴィオーネ
calascibetta,カラシベッタ
catenanuova,カテナヌオーヴァ
ripatransone,リパトランソーネ
solignano,ソリニャーノ
sissa,シッサ
spinetoli,スピネートリ
venarotta,ヴェナロッタ
zibello,ジベッロ
dalmine,ダルミネ
soragna,ソラーニャ
sorbolo,ソルボロ
tizzano,ティッツァーノ
terenzo,テレンツォ
tornolo,トルノロ
agira,アジーラ
aidone,アイドーネ
selci,セルチ
